Orthogroup	DMIR.longest_only	DKIK.longest_only
OG0000037	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR	LOC108073148|XP_017020150.1|DKIK, LOC108073159|XP_017020158.1|DKIK
OG0000038	LOC108165231|XP_017156759.1|DMIR	LOC108083255|XP_017034451.1|DKIK
OG0000038	LOC108151159|XP_017135077.1|DMIR	LOC108083246|XP_017034442.1|DKIK
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC108081169|XP_017031714.1|DKIK
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC108071695|XP_017017998.1|DKIK
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC108071709|XP_017018018.1|DKIK
OG0000039	LOC108151414|XP_017135496.1|DMIR	LOC108071673|XP_017017967.1|DKIK
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC108082955|XP_017034059.1|DKIK
OG0000040	LOC108154697|XP_017140535.2|DMIR	LOC108070642|XP_017016699.1|DKIK
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC108084882|XP_017036766.1|DKIK
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC108084883|XP_017036767.1|DKIK
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	LOC108070735|XP_017016822.1|DKIK, LOC108070736|XP_017016823.1|DKIK
OG0000040	LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR	LOC108070662|XP_017016722.1|DKIK
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC108070710|XP_017016793.1|DKIK
OG0000040	LOC108156483|XP_017143450.1|DMIR	LOC108084976|XP_017036887.1|DKIK
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR	LOC108071265|XP_017017445.1|DKIK, LOC108071273|XP_017017453.1|DKIK, LOC108071358|XP_017017589.1|DKIK
OG0000041	LOC108154314|XP_017140061.1|DMIR	LOC108072005|XP_017018471.1|DKIK, LOC108072016|XP_017018485.1|DKIK
OG0000041	LOC108153890|XP_033244257.1|DMIR	LOC108072162|XP_017018696.1|DKIK, LOC108071355|XP_017017584.1|DKIK
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR	LOC108076653|XP_017025076.1|DKIK, LOC108076654|XP_017025077.1|DKIK, LOC108076655|XP_017025078.1|DKIK, LOC108076549|XP_017024949.1|DKIK
OG0000042	LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR	LOC108076658|XP_017025082.1|DKIK
OG0000042	LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC108076656|XP_017025079.1|DKIK, LOC108076652|XP_017025074.1|DKIK, LOC108076661|XP_017025084.1|DKIK, LOC108076660|XP_017025083.1|DKIK
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC108076657|XP_017025080.1|DKIK
OG0000043	LOC108157690|XP_017145347.1|DMIR	LOC108081486|XP_017032174.1|DKIK
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC108081508|XP_017032216.1|DKIK
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC108081485|XP_017032173.1|DKIK
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC108081478|XP_017032164.1|DKIK, LOC108081500|XP_017032208.1|DKIK
OG0000043	LOC108155937|XP_017142584.1|DMIR	LOC108081483|XP_017032171.1|DKIK, LOC108086038|XP_017038347.1|DKIK
OG0000043	LOC108155939|XP_017142587.1|DMIR	LOC108081480|XP_017032168.1|DKIK
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC108071988|XP_017018451.1|DKIK
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC108072003|XP_017018467.1|DKIK, LOC108072022|XP_017018491.1|DKIK, LOC108072004|XP_017018470.1|DKIK, LOC108072010|XP_017018477.1|DKIK
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC108072006|XP_017018472.1|DKIK, LOC108072020|XP_017018489.1|DKIK, LOC108072017|XP_017018486.1|DKIK
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC108082753|XP_017033762.1|DKIK
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC108073518|XP_017020682.1|DKIK
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC108073353|XP_017020405.1|DKIK, LOC108073350|XP_017020403.1|DKIK
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC108073894|XP_017021172.1|DKIK
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC108073882|XP_017021156.1|DKIK
OG0000046	LOC108157664|XP_017145312.1|DMIR	LOC108075359|XP_017023259.1|DKIK
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC108083339|XP_017034572.1|DKIK, LOC108083340|XP_017034573.1|DKIK
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR	LOC108083611|XP_017034972.1|DKIK, LOC108083337|XP_017034570.1|DKIK
OG0000046	LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC108080985|XP_017031400.1|DKIK, LOC108080931|XP_017031324.1|DKIK, LOC108080891|XP_017031283.1|DKIK, LOC108080893|XP_017031285.1|DKIK, LOC108080892|XP_017031284.1|DKIK, LOC108080934|XP_017031327.1|DKIK, LOC108080984|XP_017031399.1|DKIK, LOC108080895|XP_017031286.1|DKIK, LOC108080933|XP_017031326.1|DKIK
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC108076173|XP_017024393.1|DKIK
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC108076538|XP_017024940.1|DKIK
OG0000047	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC108080858|XP_017031251.1|DKIK
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC108078780|XP_017028320.1|DKIK
OG0000047	LOC108151196|XP_017135155.1|DMIR	LOC108071908|XP_017018345.1|DKIK
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC108084399|XP_017036085.1|DKIK, LOC108084435|XP_017036132.1|DKIK
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC108084433|XP_017036130.1|DKIK
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC108084436|XP_017036133.1|DKIK
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC108084080|XP_017035590.1|DKIK
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC108084068|XP_017035576.1|DKIK
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC108084077|XP_017035587.1|DKIK
OG0000049	LOC108154871|XP_017140799.1|DMIR	LOC108084022|XP_017035524.1|DKIK
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC108084023|XP_017035525.1|DKIK
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC108084019|XP_017035520.1|DKIK
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC108073068|XP_017020022.1|DKIK
OG0000050	LOC108165363|XP_017156887.2|DMIR	LOC108072577|XP_017019276.1|DKIK, LOC108072587|XP_017019288.1|DKIK
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC108072753|XP_017019515.1|DKIK, LOC108072610|XP_017019326.1|DKIK
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC108072709|XP_017019438.1|DKIK, LOC108072761|XP_017019527.1|DKIK, LOC108072698|XP_017019426.1|DKIK
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC108072596|XP_017019300.1|DKIK
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC108072619|XP_017019339.1|DKIK
OG0000050	LOC108165360|XP_017156884.1|DMIR	LOC108072601|XP_017019314.1|DKIK
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC108083217|XP_017034415.1|DKIK
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC108085672|XP_017037854.1|DKIK
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC108080429|XP_017030651.1|DKIK, LOC108080428|XP_017030650.1|DKIK
OG0000052	LOC108154307|XP_017140052.1|DMIR	LOC108084580|XP_017036343.1|DKIK
OG0000052	LOC108154354|XP_017140110.1|DMIR	LOC108074446|XP_017021976.1|DKIK, LOC108085090|XP_017037048.1|DKIK, LOC108074588|XP_017022184.1|DKIK, LOC108084010|XP_017035511.1|DKIK, LOC108077591|XP_017026474.1|DKIK, LOC108084105|XP_017035621.1|DKIK, LOC108084092|XP_017035606.1|DKIK, LOC108084066|XP_017035574.1|DKIK
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC108082278|XP_017033098.1|DKIK
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC108082558|XP_017033497.1|DKIK
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC108070784|XP_017016873.1|DKIK
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC108070783|XP_017016872.1|DKIK
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC108070782|XP_017016871.1|DKIK
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC108070781|XP_017016869.1|DKIK
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC108070786|XP_017016875.1|DKIK
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC108081173|XP_017031718.1|DKIK
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC108080878|XP_017031270.1|DKIK, LOC108080879|XP_017031271.1|DKIK
OG0000054	LOC108156959|XP_017144226.2|DMIR	LOC108081160|XP_017031693.1|DKIK
OG0000054	LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC108081159|XP_017031690.1|DKIK
OG0000055	LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC108085846|XP_017038093.1|DKIK
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC108071295|XP_017017484.1|DKIK
OG0000056	LOC108156818|XP_017144002.1|DMIR	LOC108071297|XP_017017486.1|DKIK
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK
OG0000056	LOC108157011|XP_017144303.2|DMIR	LOC108077622|XP_017026519.1|DKIK
OG0000056	LOC108157010|XP_017144301.2|DMIR	LOC108077830|XP_017026845.1|DKIK
OG0000058	LOC108162138|XP_017152209.1|DMIR	LOC108084972|XP_017036881.1|DKIK
OG0000058	LOC108158257|XP_017145983.1|DMIR	LOC108082757|XP_017033763.1|DKIK
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC108082758|XP_017033764.1|DKIK
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC108070811|XP_017016903.1|DKIK
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC108085570|XP_017037699.1|DKIK
OG0000059	LOC108154574|XP_017140363.2|DMIR	LOC108085569|XP_017037698.1|DKIK
OG0000059	LOC108153966|XP_033244050.1|DMIR	LOC108085567|XP_017037695.1|DKIK
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC108085562|XP_017037690.1|DKIK
OG0000059	LOC108154540|XP_017140331.1|DMIR, LOC108154512|XP_017140301.2|DMIR	LOC108085556|XP_017037683.1|DKIK, LOC108085561|XP_017037689.1|DKIK
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC108085559|XP_017037687.1|DKIK
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC108080522|XP_017030803.1|DKIK
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC108085335|XP_017037380.1|DKIK
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC108075427|XP_017023341.1|DKIK
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC108085322|XP_017037367.1|DKIK
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC108076086|XP_017024289.1|DKIK
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC108086185|XP_017038537.1|DKIK
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC108086197|XP_017038548.1|DKIK
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC108086191|XP_017038544.1|DKIK
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC108086182|XP_017038533.1|DKIK
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC108071778|XP_017018123.1|DKIK
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC108082791|XP_017033825.1|DKIK
OG0000062	LOC108163117|XP_017153708.1|DMIR	LOC108082143|XP_017032934.1|DKIK, LOC108078896|XP_017028518.1|DKIK, LOC108078667|XP_017028088.1|DKIK, LOC108079653|XP_017029539.1|DKIK
OG0000063	LOC108156463|XP_017143415.1|DMIR	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK
OG0000063	LOC108156462|XP_017143414.1|DMIR	LOC108071304|XP_017017500.1|DKIK
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC108071602|XP_017017872.1|DKIK
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC108071633|XP_017017906.1|DKIK
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000064	LOC108163302|XP_017154003.1|DMIR	LOC108076898|XP_017025421.1|DKIK
OG0000064	LOC117186615|XP_033243512.1|DMIR	LOC108084033|XP_017035536.1|DKIK
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC108077717|XP_017026657.1|DKIK
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR	LOC108077718|XP_017026658.1|DKIK
OG0000065	LOC108156436|XP_017143382.1|DMIR	LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK
OG0000065	LOC108156439|XP_017143386.1|DMIR	LOC108077800|XP_017026803.1|DKIK
OG0000065	LOC108156437|XP_017143383.1|DMIR	LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK
OG0000066	LOC108164297|XP_017155437.1|DMIR	LOC108083599|XP_017034957.1|DKIK
OG0000066	LOC108157301|XP_017144791.1|DMIR	LOC108080484|XP_017030727.1|DKIK
OG0000066	LOC108154343|XP_017140094.1|DMIR	LOC108077666|XP_017026575.1|DKIK
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC108081852|XP_017032582.1|DKIK
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC108080961|XP_017031364.1|DKIK
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC108072837|XP_017019618.1|DKIK
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC108084848|XP_017036716.1|DKIK
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC108085996|XP_017038286.1|DKIK
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC108077943|XP_017026970.1|DKIK
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC108085995|XP_017038285.1|DKIK
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC108071874|XP_017018291.1|DKIK
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC108071863|XP_017018280.1|DKIK, LOC108071864|XP_017018281.1|DKIK
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC108084117|XP_017035637.1|DKIK
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC108074164|XP_017021563.1|DKIK
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC108072243|XP_017018793.1|DKIK
OG0000069	LOC108157170|XP_017144578.1|DMIR, LOC117193395|XP_033254035.1|DMIR, LOC117189478|XP_033250503.1|DMIR, LOC117186356|XP_033242965.1|DMIR, LOC117191306|XP_033252102.1|DMIR, LOC117186554|XP_033243377.1|DMIR, LOC117192305|XP_033252849.1|DMIR, LOC108159375|XP_033250527.1|DMIR, LOC117190060|XP_033251033.1|DMIR, LOC117191255|XP_033252065.1|DMIR, LOC117192893|XP_033253527.1|DMIR, LOC117193729|XP_033254346.1|DMIR, LOC117193473|XP_033254121.1|DMIR, LOC117186348|XP_033242933.1|DMIR, LOC117193394|XP_033254034.1|DMIR, LOC117190907|XP_033251801.1|DMIR, LOC117193518|XP_033254154.1|DMIR, LOC117191111|XP_033251965.1|DMIR, LOC117186285|XP_033242734.1|DMIR, LOC117186573|XP_033243421.1|DMIR, LOC117186117|XP_033242132.1|DMIR, LOC117192890|XP_033253525.1|DMIR	LOC108085291|XP_017037341.1|DKIK
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC108082879|XP_017033949.1|DKIK
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC108076002|XP_017024145.1|DKIK
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC108082683|XP_017033673.1|DKIK
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC108082714|XP_017033711.1|DKIK
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC108073779|XP_017021035.1|DKIK
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC108070385|XP_017016325.1|DKIK
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC108070384|XP_017016324.1|DKIK
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC108070386|XP_017016326.1|DKIK
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC108076540|XP_017024942.1|DKIK
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC108076135|XP_017024352.1|DKIK
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC108082462|XP_017033327.1|DKIK
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC108079402|XP_017029216.1|DKIK
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC108075433|XP_017023346.1|DKIK
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC108071625|XP_017017896.1|DKIK
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC108071877|XP_017018294.1|DKIK
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC108078729|XP_017028220.1|DKIK
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC108078805|XP_017028362.1|DKIK
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC108078731|XP_017028222.1|DKIK
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC108078964|XP_017028614.1|DKIK
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC108085219|XP_017037239.1|DKIK
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC108085227|XP_017037254.1|DKIK
OG0000077	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR	LOC108076740|XP_017025218.1|DKIK
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC108073492|XP_017020640.1|DKIK
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC108070868|XP_017016990.1|DKIK
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC108077758|XP_017026727.1|DKIK
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC108082104|XP_017032889.1|DKIK
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC108083237|XP_017034431.1|DKIK
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC108084091|XP_017035604.1|DKIK
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC108080166|XP_017030300.1|DKIK
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC108083371|XP_017034605.1|DKIK
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC108086076|XP_017038383.1|DKIK
