Orthogroup	DMIR.longest_only	DALB.longest_only
OG0000037	LOC117194606|XP_033255029.1|DMIR, LOC117194821|XP_033255194.1|DMIR, LOC117191507|XP_033252243.1|DMIR, LOC117194844|XP_033255208.1|DMIR, LOC117194584|XP_033255013.1|DMIR, LOC117194610|XP_033255032.1|DMIR	LOC117573867|XP_034113235.1|DALB, LOC117575410|XP_034115481.1|DALB, LOC117574878|XP_034114799.1|DALB
OG0000038	LOC108165231|XP_017156759.1|DMIR	LOC117570082|XP_034107414.1|DALB
OG0000038	LOC108151159|XP_017135077.1|DMIR	LOC117570080|XP_034107411.1|DALB
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC117575707|XP_034115928.1|DALB
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC117574807|XP_034114666.1|DALB, LOC117574815|XP_034114677.1|DALB
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC117577745|XP_034118547.1|DALB
OG0000039	LOC108151414|XP_017135496.1|DMIR	LOC117574799|XP_034114654.1|DALB
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC117565813|XP_034101004.1|DALB
OG0000040	LOC108154697|XP_017140535.2|DMIR, LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC117573615|XP_034112803.1|DALB
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC117573619|XP_034112810.1|DALB
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC117573618|XP_034112808.1|DALB
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR, LOC108154314|XP_017140061.1|DMIR, LOC108153890|XP_033244257.1|DMIR	LOC117575983|XP_034116361.1|DALB, LOC117574280|XP_034113922.1|DALB, LOC117576978|XP_034118048.1|DALB, LOC117574636|XP_034114424.1|DALB
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR, LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR, LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC117566639|XP_034102071.1|DALB, LOC117566640|XP_034102072.1|DALB
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC117576207|XP_034116693.1|DALB, LOC117574774|XP_034114613.1|DALB, LOC117574773|XP_034114612.1|DALB, LOC117574710|XP_034114517.1|DALB, LOC117574445|XP_034114174.1|DALB
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC117574637|XP_034114425.1|DALB
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC117574639|XP_034114428.1|DALB
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC117574208|XP_034113803.1|DALB
OG0000043	LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR	LOC117575797|XP_034116066.1|DALB, LOC117574638|XP_034114427.1|DALB
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC117576108|XP_034116557.1|DALB
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC117576562|XP_034117292.1|DALB, LOC117576555|XP_034117284.1|DALB, LOC117576559|XP_034117287.1|DALB, LOC117576556|XP_034117285.1|DALB, LOC117576558|XP_034117286.1|DALB, LOC117576554|XP_034117283.1|DALB, LOC117576551|XP_034117281.1|DALB, LOC117576550|XP_034117280.1|DALB
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC117576560|XP_034117290.1|DALB, LOC117576979|XP_034118049.1|DALB
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC117574699|XP_034114502.1|DALB
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC117568925|XP_034105726.1|DALB
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC117566426|XP_034101847.1|DALB
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC117566425|XP_034101846.1|DALB
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC117572554|XP_034111317.1|DALB
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC117577657|XP_034118436.1|DALB, LOC117577658|XP_034118437.1|DALB
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC117566493|XP_034101923.1|DALB, LOC117576903|XP_034117935.1|DALB, LOC117566510|XP_034101945.1|DALB, LOC117576911|XP_034117945.1|DALB, LOC117576921|XP_034117957.1|DALB
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC117570271|XP_034107678.1|DALB
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC117570312|XP_034107745.1|DALB
OG0000047	LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC117567370|XP_034103204.1|DALB
OG0000047	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR	LOC117567748|XP_034103827.1|DALB
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC117570238|XP_034107631.1|DALB
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC108151156|XP_017135074.1|DMIR, LOC108151155|XP_017135073.1|DMIR, LOC108151306|XP_017135331.1|DMIR, LOC108151297|XP_017135322.1|DMIR	LOC117571564|XP_034109658.1|DALB
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC117566525|XP_034101957.1|DALB
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC108154414|XP_017140175.1|DMIR, LOC108154281|XP_017140020.1|DMIR, LOC108154282|XP_017140021.1|DMIR	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB
OG0000055	LOC108155900|XP_017142531.1|DMIR, LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC117577733|XP_034118527.1|DALB
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC108154465|XP_017140224.1|DMIR	LOC117574091|XP_034113617.1|DALB
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC108163117|XP_017153708.1|DMIR, LOC108164256|XP_017155384.1|DMIR	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC108157301|XP_017144791.1|DMIR, LOC108154343|XP_017140094.1|DMIR	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC117568075|XP_034104335.1|DALB
OG0000069	LOC108157170|XP_017144578.1|DMIR, LOC117193395|XP_033254035.1|DMIR, LOC117189478|XP_033250503.1|DMIR, LOC117186356|XP_033242965.1|DMIR, LOC117191306|XP_033252102.1|DMIR, LOC117186554|XP_033243377.1|DMIR, LOC117192305|XP_033252849.1|DMIR, LOC108159375|XP_033250527.1|DMIR, LOC117190060|XP_033251033.1|DMIR, LOC117191255|XP_033252065.1|DMIR, LOC117192893|XP_033253527.1|DMIR, LOC117193729|XP_033254346.1|DMIR, LOC117193473|XP_033254121.1|DMIR, LOC117186348|XP_033242933.1|DMIR, LOC117193394|XP_033254034.1|DMIR, LOC117190907|XP_033251801.1|DMIR, LOC117193518|XP_033254154.1|DMIR, LOC117191111|XP_033251965.1|DMIR, LOC117186285|XP_033242734.1|DMIR, LOC117186573|XP_033243421.1|DMIR, LOC117186117|XP_033242132.1|DMIR, LOC117192890|XP_033253525.1|DMIR	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC117192706|XP_033253334.1|DMIR	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC108162440|XP_017152666.1|DMIR	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC108161407|XP_017151147.1|DMIR	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC108162539|XP_017152811.1|DMIR	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC108154400|XP_017140155.1|DMIR	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC108158810|XP_017146987.1|DMIR	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC108153204|XP_017138513.1|DMIR	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC108165393|XP_017156920.1|DMIR	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC108162520|XP_017152790.1|DMIR	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC108156561|XP_017143573.1|DMIR	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC108154687|XP_017140524.1|DMIR	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC108157456|XP_017145017.1|DMIR	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR	LOC117573728|XP_034112989.1|DALB
