Orthogroup	DMIR.longest_only	DFIC.longest_only
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC108091791|XP_017046639.1|DFIC
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC108097516|XP_017055329.1|DFIC
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC108097515|XP_017055328.1|DFIC
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC108095512|XP_017052111.1|DFIC
OG0000040	LOC108154697|XP_017140535.2|DMIR	LOC108092229|XP_017047255.1|DFIC
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC108087305|XP_017040113.1|DFIC
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC108087307|XP_017040114.1|DFIC
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	LOC108092211|XP_017047228.1|DFIC
OG0000040	LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR	LOC108092212|XP_017047230.1|DFIC
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC108092206|XP_017047224.1|DFIC
OG0000040	LOC108156483|XP_017143450.1|DMIR	LOC108100764|XP_017060292.1|DFIC
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR	LOC108095996|XP_017052831.1|DFIC, LOC108095711|XP_017052372.1|DFIC, LOC108095997|XP_017052832.1|DFIC, LOC108095939|XP_017052765.1|DFIC
OG0000041	LOC108154314|XP_017140061.1|DMIR	LOC108095866|XP_017052659.1|DFIC
OG0000041	LOC108153890|XP_033244257.1|DMIR	LOC108095867|XP_017052660.1|DFIC, LOC108095645|XP_017052300.1|DFIC
OG0000042	LOC108163349|XP_017154082.1|DMIR	LOC108097744|XP_017055741.1|DFIC
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR	LOC108090330|XP_017044433.1|DFIC
OG0000042	LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR	LOC108090327|XP_017044430.1|DFIC
OG0000042	LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC108090329|XP_017044432.1|DFIC, LOC108090333|XP_017044437.1|DFIC, LOC108090332|XP_017044435.1|DFIC, LOC108090338|XP_017044443.1|DFIC, LOC108090337|XP_017044441.1|DFIC, LOC108090335|XP_017044439.1|DFIC, LOC108090336|XP_017044440.1|DFIC, LOC108090328|XP_017044431.1|DFIC
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC108090331|XP_017044434.1|DFIC
OG0000043	LOC108157690|XP_017145347.1|DMIR	LOC108087389|XP_017040220.1|DFIC
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC108087351|XP_017040180.1|DFIC
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC108087056|XP_017039721.1|DFIC
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC108092195|XP_017047211.1|DFIC
OG0000043	LOC108155937|XP_017142584.1|DMIR	LOC108087304|XP_017040112.1|DFIC, LOC108087099|XP_017039770.1|DFIC, LOC108086831|XP_017039366.1|DFIC
OG0000043	LOC108155939|XP_017142587.1|DMIR	LOC108087388|XP_017040219.1|DFIC
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC108095953|XP_017052779.1|DFIC
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC108095656|XP_017052310.1|DFIC, LOC108095674|XP_017052331.1|DFIC, LOC108095707|XP_017052368.1|DFIC, LOC108095664|XP_017052318.1|DFIC
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC108096011|XP_017052849.1|DFIC, LOC108095670|XP_017052324.1|DFIC, LOC108095658|XP_017052312.1|DFIC
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC108102017|XP_017062104.1|DFIC
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC108099782|XP_017058900.1|DFIC
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC108099776|XP_017058894.1|DFIC, LOC108099783|XP_017058901.1|DFIC
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC108089346|XP_017043016.1|DFIC
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC108089335|XP_017043004.1|DFIC
OG0000046	LOC108157664|XP_017145312.1|DMIR	LOC108098480|XP_017056880.1|DFIC
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC108097441|XP_017055199.1|DFIC, LOC108097439|XP_017055197.1|DFIC
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR	LOC108097454|XP_017055215.1|DFIC
OG0000046	LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC108091603|XP_017046371.1|DFIC, LOC108091584|XP_017046349.1|DFIC, LOC108091607|XP_017046377.1|DFIC, LOC108091593|XP_017046357.1|DFIC, LOC108091587|XP_017046351.1|DFIC, LOC108091594|XP_017046358.1|DFIC, LOC108091585|XP_017046350.1|DFIC
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC108090569|XP_017044803.1|DFIC
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC108090570|XP_017044804.1|DFIC
OG0000047	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC108094901|XP_017051236.1|DFIC
OG0000047	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR	LOC108089762|XP_017043641.1|DFIC
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC108094950|XP_017051302.1|DFIC
OG0000047	LOC108151196|XP_017135155.1|DMIR	LOC108089719|XP_017043575.1|DFIC
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC108089539|XP_017043364.1|DFIC, LOC108089337|XP_017043007.1|DFIC
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC108089535|XP_017043361.1|DFIC
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC108089542|XP_017043368.1|DFIC
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC108091886|XP_017046759.1|DFIC
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC108091864|XP_017046732.1|DFIC
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC108091860|XP_017046729.1|DFIC
OG0000049	LOC108154871|XP_017140799.1|DMIR	LOC108091991|XP_017046904.1|DFIC
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC108091993|XP_017046906.1|DFIC
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC108092198|XP_017047214.1|DFIC
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC108093905|XP_017049757.1|DFIC
OG0000050	LOC108165363|XP_017156887.2|DMIR	LOC108088748|XP_017042185.1|DFIC
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC108088744|XP_017042181.1|DFIC
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC108088745|XP_017042182.1|DFIC
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC108088747|XP_017042184.1|DFIC
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC108088743|XP_017042180.1|DFIC
OG0000050	LOC108165360|XP_017156884.1|DMIR	LOC108088746|XP_017042183.1|DFIC
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC108099282|XP_017058161.1|DFIC
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC108087911|XP_017040982.1|DFIC
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC108092094|XP_017047073.1|DFIC, LOC108087894|XP_017040960.1|DFIC, LOC108087917|XP_017040992.1|DFIC
OG0000052	LOC108154307|XP_017140052.1|DMIR	LOC108087102|XP_017039773.1|DFIC
OG0000052	LOC108154354|XP_017140110.1|DMIR	LOC108098807|XP_017057437.1|DFIC, LOC108098902|XP_017057587.1|DFIC, LOC108098776|XP_017057399.1|DFIC, LOC108098773|XP_017057394.1|DFIC
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC108087760|XP_017040779.1|DFIC
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC108087818|XP_017040874.1|DFIC
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC108090322|XP_017044423.1|DFIC
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC108090310|XP_017044412.1|DFIC
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC108090321|XP_017044422.1|DFIC
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC108090309|XP_017044411.1|DFIC
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC108090323|XP_017044424.1|DFIC
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC108097528|XP_017055365.1|DFIC
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC108096334|XP_017053362.1|DFIC
OG0000054	LOC108156959|XP_017144226.2|DMIR	LOC108096244|XP_017053162.1|DFIC
OG0000054	LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC108097685|XP_017055644.1|DFIC
OG0000055	LOC108154414|XP_017140175.1|DMIR, LOC108154281|XP_017140020.1|DMIR, LOC108154282|XP_017140021.1|DMIR	LOC108099277|XP_017058154.1|DFIC
OG0000055	LOC108155900|XP_017142531.1|DMIR	LOC108099261|XP_017058124.1|DFIC, LOC108099262|XP_017058125.1|DFIC, LOC108099276|XP_017058153.1|DFIC, LOC108099287|XP_017058168.1|DFIC
OG0000055	LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC108099258|XP_017058122.1|DFIC
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC108091640|XP_017046431.1|DFIC
OG0000056	LOC108156818|XP_017144002.1|DMIR	LOC108091639|XP_017046430.1|DFIC
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC108091643|XP_017046434.1|DFIC, LOC108091642|XP_017046433.1|DFIC
OG0000056	LOC108157011|XP_017144303.2|DMIR	LOC108098775|XP_017057398.1|DFIC
OG0000056	LOC108157010|XP_017144301.2|DMIR	LOC108098940|XP_017057636.1|DFIC
OG0000058	LOC108158257|XP_017145983.1|DMIR	LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC108093385|XP_017048892.1|DFIC
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC108092885|XP_017048216.1|DFIC
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC108095725|XP_017052388.1|DFIC
OG0000059	LOC108154574|XP_017140363.2|DMIR	LOC108095914|XP_017052731.1|DFIC
OG0000059	LOC108153966|XP_033244050.1|DMIR	LOC108095915|XP_017052732.1|DFIC
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC108095912|XP_017052729.1|DFIC
OG0000059	LOC108154540|XP_017140331.1|DMIR, LOC108154512|XP_017140301.2|DMIR	LOC108095911|XP_017052728.1|DFIC, LOC108095913|XP_017052730.1|DFIC
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC108096013|XP_017052851.1|DFIC
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC108091169|XP_017045705.1|DFIC
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC108090629|XP_017044896.1|DFIC
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC108090119|XP_017044139.1|DFIC
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC108086822|XP_017039354.1|DFIC
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC108101966|XP_017062037.1|DFIC
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC108094528|XP_017050618.1|DFIC
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC108094524|XP_017050615.1|DFIC
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC108094527|XP_017050617.1|DFIC
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC108094292|XP_017050285.1|DFIC
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC
OG0000063	LOC108156463|XP_017143415.1|DMIR	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC
OG0000063	LOC108156462|XP_017143414.1|DMIR	LOC108102252|XP_017062491.1|DFIC
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC108089709|XP_017043545.1|DFIC
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC108089764|XP_017043644.1|DFIC
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC108087975|XP_017041064.1|DFIC
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR	LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC
OG0000065	LOC108156436|XP_017143382.1|DMIR	LOC108087006|XP_017039644.1|DFIC
OG0000065	LOC108156439|XP_017143386.1|DMIR	LOC108087009|XP_017039646.1|DFIC
OG0000065	LOC108156437|XP_017143383.1|DMIR	LOC108087007|XP_017039645.1|DFIC
OG0000066	LOC108164297|XP_017155437.1|DMIR	LOC108095590|XP_017052241.1|DFIC
OG0000066	LOC108157301|XP_017144791.1|DMIR	LOC108091801|XP_017046658.1|DFIC
OG0000066	LOC108154343|XP_017140094.1|DMIR	LOC108102277|XP_017062516.1|DFIC
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC108094357|XP_017050387.1|DFIC
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC108096246|XP_017053178.1|DFIC
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC108091186|XP_017045747.1|DFIC
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC108096709|XP_017054033.1|DFIC
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC108098544|XP_017057031.1|DFIC
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC108089737|XP_017043607.1|DFIC
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC108090972|XP_017045416.1|DFIC
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC108089736|XP_017043606.1|DFIC
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC108093275|XP_017048744.1|DFIC
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC108099862|XP_017058999.1|DFIC
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC108101069|XP_017060747.1|DFIC, LOC108086952|XP_017039554.1|DFIC, LOC108094867|XP_017051178.1|DFIC
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC108098038|XP_017056186.1|DFIC
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC108095205|XP_017051701.1|DFIC
OG0000069	LOC108157170|XP_017144578.1|DMIR, LOC117193395|XP_033254035.1|DMIR, LOC117189478|XP_033250503.1|DMIR, LOC117186356|XP_033242965.1|DMIR, LOC117191306|XP_033252102.1|DMIR, LOC117186554|XP_033243377.1|DMIR, LOC117192305|XP_033252849.1|DMIR, LOC108159375|XP_033250527.1|DMIR, LOC117190060|XP_033251033.1|DMIR, LOC117191255|XP_033252065.1|DMIR, LOC117192893|XP_033253527.1|DMIR, LOC117193729|XP_033254346.1|DMIR, LOC117193473|XP_033254121.1|DMIR, LOC117186348|XP_033242933.1|DMIR, LOC117193394|XP_033254034.1|DMIR, LOC117190907|XP_033251801.1|DMIR, LOC117193518|XP_033254154.1|DMIR, LOC117191111|XP_033251965.1|DMIR, LOC117186285|XP_033242734.1|DMIR, LOC117186573|XP_033243421.1|DMIR, LOC117186117|XP_033242132.1|DMIR, LOC117192890|XP_033253525.1|DMIR	LOC108101356|XP_017061154.1|DFIC, LOC108093246|XP_017048713.1|DFIC, LOC108101912|XP_017061979.1|DFIC, LOC108101254|XP_017060998.1|DFIC, LOC108100462|XP_017059884.1|DFIC
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC108093013|XP_017048405.1|DFIC
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC108097315|XP_017055021.1|DFIC
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC108093017|XP_017048410.1|DFIC
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC108093018|XP_017048411.1|DFIC
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC108100141|XP_017059383.1|DFIC
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC108095396|XP_017051968.1|DFIC
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC108095397|XP_017051969.1|DFIC
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC108090389|XP_017044527.1|DFIC
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC108090306|XP_017044405.1|DFIC
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC108097185|XP_017054817.1|DFIC
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC108098509|XP_017056925.1|DFIC
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC108093150|XP_017048585.1|DFIC
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC108099854|XP_017058989.1|DFIC
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC108096303|XP_017053279.1|DFIC
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC108096448|XP_017053541.1|DFIC
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC108096307|XP_017053282.1|DFIC
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC108096304|XP_017053280.1|DFIC
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC108087907|XP_017040976.1|DFIC, LOC108088087|XP_017041231.1|DFIC
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC108094504|XP_017050597.1|DFIC
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC108094514|XP_017050608.1|DFIC
OG0000077	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC108094965|XP_017051317.1|DFIC
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC108088926|XP_017042437.1|DFIC
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC108093529|XP_017049111.1|DFIC
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC108098116|XP_017056325.1|DFIC
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC108098159|XP_017056384.1|DFIC
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC108092477|XP_017047558.1|DFIC
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC108090461|XP_017044643.1|DFIC
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC108100698|XP_017060209.1|DFIC
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC108096757|XP_017054106.1|DFIC
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC108164109|XP_033249545.1|DMIR	LOC108089266|XP_017042925.1|DFIC
OG0000083	LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR	LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC
OG0000083	LOC108164025|XP_017155088.2|DMIR	LOC108098717|XP_017057324.1|DFIC
OG0000083	LOC108164026|XP_017155091.1|DMIR	LOC108098712|XP_017057316.1|DFIC
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC108087862|XP_017040935.1|DFIC
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC108093919|XP_017049775.1|DFIC
OG0000085	LOC108158120|XP_033247942.1|DMIR	LOC108101595|XP_017061496.1|DFIC
OG0000085	LOC108158660|XP_017146646.1|DMIR, LOC117191065|XP_033251922.1|DMIR	LOC108101582|XP_017061483.1|DFIC
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC108101150|XP_017060862.1|DFIC
OG0000087	LOC108162440|XP_017152666.1|DMIR	LOC108090029|XP_017044014.1|DFIC
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC108094304|XP_017050312.1|DFIC
OG0000088	LOC108162539|XP_017152811.1|DMIR	LOC108101734|XP_017061675.1|DFIC
OG0000088	LOC108154400|XP_017140155.1|DMIR	LOC108100188|XP_017059448.1|DFIC
OG0000088	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR	LOC108093949|XP_017049834.1|DFIC
OG0000088	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR	LOC108100212|XP_017059477.1|DFIC
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC108158810|XP_017146987.1|DMIR	LOC108090757|XP_017045079.1|DFIC
