Orthogroup	DMIR.longest_only	AALB.longest_only
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR, LOC108162999|XP_017153506.2|DMIR	LOC118457381|XP_035774809.1|AALB, LOC118457852|XP_035775635.1|AALB, LOC118457853|XP_035775636.1|AALB
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC118460417|XP_035780598.1|AALB, LOC118464572|XP_035787906.1|AALB, LOC118464665|XP_035788069.1|AALB
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC118463937|XP_035786798.1|AALB
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC118467757|XP_035794478.1|AALB
OG0000086	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR	LOC118467052|XP_035792946.1|AALB
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC118461776|XP_035783398.1|AALB, LOC118461322|XP_035782419.1|AALB, LOC118461763|XP_035783391.1|AALB
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC118462894|XP_035784880.1|AALB
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC118464755|XP_035788267.1|AALB, LOC118458513|XP_035776977.1|AALB
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC118462651|XP_035784397.1|AALB, LOC118467873|XP_035794676.1|AALB
OG0000090	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR	LOC118465859|XP_035790384.1|AALB, LOC118464436|XP_035787701.1|AALB, LOC118464435|XP_035787700.1|AALB
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC118468298|XP_035794920.1|AALB
OG0000091	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC118461077|XP_035781863.1|AALB
OG0000093	LOC108162786|XP_017153175.1|DMIR	LOC118468732|XP_035795763.1|AALB
OG0000094	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR	LOC118466575|XP_035792014.1|AALB, LOC118460828|XP_035781369.1|AALB
OG0000096	LOC108156075|XP_017142850.1|DMIR, LOC108156077|XP_017142852.1|DMIR, LOC108156414|XP_017143351.1|DMIR, LOC108163796|XP_017154775.1|DMIR	LOC118467953|XP_035794822.1|AALB
OG0000098	LOC108154822|XP_017140713.1|DMIR	LOC118458982|XP_035777873.1|AALB
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC118460309|XP_035780405.1|AALB, LOC118460316|XP_035780419.1|AALB
OG0000101	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR	LOC118462817|XP_035784730.1|AALB
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC118464146|XP_035787145.1|AALB, LOC118465171|XP_035789026.1|AALB, LOC118463048|XP_035785187.1|AALB
OG0000102	LOC108160481|XP_017149990.1|DMIR	LOC118457482|XP_035775000.1|AALB
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC118467670|XP_035794319.1|AALB
OG0000104	LOC108163569|XP_017154425.1|DMIR, LOC108153719|XP_017139336.1|DMIR	LOC118464278|XP_035787434.1|AALB
OG0000105	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC118457265|XP_035774549.1|AALB
OG0000109	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR	LOC118467353|XP_035793644.1|AALB, LOC118460030|XP_035779864.1|AALB
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC118459572|XP_035778973.1|AALB
OG0000110	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR	LOC118463974|XP_035786869.1|AALB, LOC118463973|XP_035786868.1|AALB
OG0000111	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC118469050|XP_035796408.1|AALB, LOC118463092|XP_035785265.1|AALB, LOC118463385|XP_035785816.1|AALB, LOC118467776|XP_035794507.1|AALB, LOC118463948|XP_035786818.1|AALB
OG0000112	LOC108164775|XP_017156184.1|DMIR, LOC108165219|XP_017156755.1|DMIR	LOC118467359|XP_035793654.1|AALB
OG0000113	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC118462848|XP_035784798.1|AALB
OG0000117	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR	LOC118458656|XP_035777238.1|AALB, LOC118457117|XP_035774312.1|AALB, LOC118456329|XP_035772878.1|AALB
OG0000118	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR	LOC118457110|XP_035774302.1|AALB
OG0000119	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR	LOC118458699|XP_035777331.1|AALB, LOC118460125|XP_035780068.1|AALB, LOC118457053|XP_035774195.1|AALB, LOC118456913|XP_035773931.1|AALB, LOC118458698|XP_035777330.1|AALB
OG0000120	LOC108164784|XP_017156196.1|DMIR	LOC118463432|XP_035785893.1|AALB
OG0000120	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR	LOC118464687|XP_035788103.1|AALB
OG0000121	LOC108153203|XP_017138517.1|DMIR, LOC108156155|XP_017142969.1|DMIR, LOC108156154|XP_017142967.1|DMIR	LOC118459567|XP_035778961.1|AALB
OG0000122	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR	LOC118456844|XP_035773833.1|AALB
OG0000123	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR	LOC118461289|XP_035782355.1|AALB
OG0000124	LOC108160897|XP_017150658.1|DMIR, LOC108158305|XP_033247655.1|DMIR, LOC108160961|XP_017150744.1|DMIR, LOC108158221|XP_017145941.1|DMIR, LOC117194038|XP_033254570.1|DMIR	LOC118465756|XP_035790152.1|AALB
OG0000125	LOC108157049|XP_017144355.1|DMIR	LOC118457525|XP_035775063.1|AALB
OG0000125	LOC108156792|XP_017143958.1|DMIR	LOC118463575|XP_035786112.1|AALB
OG0000126	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR	LOC118460528|XP_035780801.1|AALB
OG0000127	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC117191333|XP_033252127.1|DMIR, LOC108158481|XP_017146277.1|DMIR, LOC108158482|XP_017146278.1|DMIR	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC108165488|XP_017157029.1|DMIR, LOC108151689|XP_017135924.1|DMIR, LOC108151690|XP_017135925.1|DMIR, LOC108165486|XP_017157028.1|DMIR	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108154929|XP_033244994.1|DMIR	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108150763|XP_017134545.1|DMIR, LOC108163575|XP_017154431.1|DMIR	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC108159006|XP_017147369.2|DMIR, LOC117193517|XP_033254153.1|DMIR, LOC117186572|XP_033243420.1|DMIR, LOC117186116|XP_033242131.1|DMIR, LOC117189495|XP_033250524.1|DMIR, LOC117186208|XP_033242439.1|DMIR, LOC117193528|XP_033254165.1|DMIR, LOC117191110|XP_033251964.1|DMIR, LOC117190059|XP_033251032.1|DMIR, LOC117189477|XP_033250501.1|DMIR, LOC117193471|XP_033254119.1|DMIR	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108152216|XP_017136881.1|DMIR	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108151106|XP_017134993.1|DMIR, LOC108151107|XP_017134995.1|DMIR, LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108156058|XP_017142830.1|DMIR	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108156055|XP_017142820.1|DMIR	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108159083|XP_017147530.1|DMIR	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC117185781|XP_033243143.1|DMIR	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108151637|XP_017135832.1|DMIR	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108157589|XP_033245539.1|DMIR	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108164714|XP_017156081.1|DMIR	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC108161611|XP_017151399.1|DMIR	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC108164718|XP_017156091.1|DMIR, LOC108163255|XP_017153915.1|DMIR, LOC108163257|XP_017153917.1|DMIR, LOC108163256|XP_017153916.1|DMIR	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108161567|XP_017151345.2|DMIR	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108157240|XP_017144699.1|DMIR	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108162821|XP_017153226.1|DMIR	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108163790|XP_017154763.1|DMIR	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108162083|XP_017152126.1|DMIR, LOC108153187|XP_017138492.1|DMIR	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108156314|XP_017143193.1|DMIR, LOC108156315|XP_033244062.1|DMIR	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108157603|XP_017145221.2|DMIR, LOC108157524|XP_017145117.1|DMIR, LOC108157525|XP_017145118.2|DMIR	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108157566|XP_017145174.2|DMIR, LOC108157565|XP_017145173.2|DMIR, LOC108151226|XP_017135212.1|DMIR	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108160962|XP_017150746.1|DMIR, LOC108158231|XP_017145952.1|DMIR, LOC117194039|XP_033254575.1|DMIR, LOC117193954|XP_033254500.1|DMIR, LOC117193637|XP_033254273.1|DMIR, LOC108158538|XP_017146434.1|DMIR	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC117193770|XP_033254388.1|DMIR, LOC108160104|XP_017149383.1|DMIR, LOC108152417|XP_017137219.1|DMIR, LOC108152415|XP_033242867.1|DMIR	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108151429|XP_017135511.1|DMIR	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108151257|XP_017135262.1|DMIR, LOC108152747|XP_017137790.1|DMIR	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108155541|XP_017141907.2|DMIR, LOC108155539|XP_017141905.2|DMIR	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108162572|XP_017152864.1|DMIR, LOC108163394|XP_017154141.1|DMIR	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108162448|XP_017152681.1|DMIR, LOC108155356|XP_017141608.1|DMIR	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000165	LOC108155904|XP_017142537.2|DMIR, LOC117187249|XP_033245401.1|DMIR, LOC108164590|XP_017155904.1|DMIR	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108158858|XP_017147078.1|DMIR	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC117193264|XP_033253894.1|DMIR, LOC108160974|XP_017150763.1|DMIR, LOC108158860|XP_017147080.1|DMIR	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108154886|XP_017140819.1|DMIR	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108163613|XP_033249135.1|DMIR, LOC108163612|XP_017154490.1|DMIR	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108162212|XP_017152318.2|DMIR	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108163685|XP_033248977.1|DMIR	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC117186430|XP_033243125.1|DMIR	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108154593|XP_017140395.1|DMIR, LOC108157672|XP_017145323.1|DMIR, LOC108157709|XP_017145367.1|DMIR, LOC108153588|XP_017139157.1|DMIR, LOC108160973|XP_017150759.1|DMIR, LOC117192023|XP_033252633.1|DMIR, LOC117191897|XP_033252543.1|DMIR, LOC108160865|XP_017150616.1|DMIR, LOC108153562|XP_017139126.1|DMIR, LOC117187652|XP_033246181.1|DMIR, LOC117187653|XP_033246182.1|DMIR, LOC108158819|XP_033251631.1|DMIR, LOC108160834|XP_033246773.1|DMIR, LOC108152180|XP_017136802.1|DMIR	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC117188026|XP_033247061.1|DMIR, LOC108160496|XP_017150021.1|DMIR, LOC108160181|XP_017149496.2|DMIR, LOC117188184|XP_033247556.1|DMIR	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108158287|XP_017146013.1|DMIR, LOC108161695|XP_017151496.1|DMIR, LOC108160916|XP_017150683.2|DMIR, LOC117188317|XP_033247861.1|DMIR	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108155409|XP_017141694.1|DMIR	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108157318|XP_017144816.1|DMIR	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108164695|XP_017156056.1|DMIR	LOC118460956|XP_035781628.1|AALB
OG0000179	LOC108160501|XP_033247290.1|DMIR	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108163327|XP_017154046.1|DMIR	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108156875|XP_017144093.1|DMIR, LOC108154340|XP_017140090.1|DMIR	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108154745|XP_017140606.1|DMIR	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108154744|XP_017140605.1|DMIR, LOC108154743|XP_017140604.1|DMIR	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108150769|XP_017134552.1|DMIR, LOC108153133|XP_017138410.1|DMIR	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108162233|XP_017152357.2|DMIR, LOC108162234|XP_017152358.1|DMIR	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108159787|XP_017148841.2|DMIR, LOC108157598|XP_033245510.1|DMIR, LOC108159789|XP_033248233.1|DMIR, LOC117188449|XP_033248232.1|DMIR	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC117194483|XP_033254937.1|DMIR, LOC117194806|XP_033255180.1|DMIR, LOC117194399|XP_033254866.1|DMIR, LOC117194398|XP_033254865.1|DMIR, LOC117187956|XP_033246855.1|DMIR, LOC117188419|XP_033248169.1|DMIR, LOC117194583|XP_033255012.1|DMIR, LOC117194578|XP_033255009.1|DMIR, LOC117191504|XP_033252241.1|DMIR, LOC117194590|XP_033255017.1|DMIR, LOC117194608|XP_033255030.1|DMIR, LOC117194405|XP_033254870.1|DMIR, LOC117194363|XP_033254826.1|DMIR, LOC117191509|XP_033252246.1|DMIR, LOC117194404|XP_033254869.1|DMIR, LOC117194595|XP_033255022.1|DMIR, LOC108161189|XP_033243571.1|DMIR, LOC117194836|XP_033255203.1|DMIR, LOC117190124|XP_033251099.1|DMIR, LOC117194683|XP_033255085.1|DMIR, LOC117191094|XP_033251947.1|DMIR, LOC117194322|XP_033254783.1|DMIR, LOC117194701|XP_033255102.1|DMIR, LOC117194834|XP_033255202.1|DMIR, LOC117188420|XP_033248170.1|DMIR, LOC117194826|XP_033255198.1|DMIR, LOC117194408|XP_033254873.1|DMIR, LOC117190108|XP_033251088.1|DMIR, LOC117187957|XP_033246856.1|DMIR, LOC117190107|XP_033251087.1|DMIR, LOC117194593|XP_033255019.1|DMIR, LOC117194820|XP_033255193.1|DMIR, LOC117194832|XP_033255200.1|DMIR, LOC117190120|XP_033251098.1|DMIR, LOC117187769|XP_033246479.1|DMIR, LOC117195323|XP_033255804.1|DMIR, LOC117188470|XP_033248274.1|DMIR, LOC117188469|XP_033248273.1|DMIR, LOC108160242|XP_017149590.2|DMIR, LOC117187955|XP_033246854.1|DMIR, LOC108157567|XP_033245612.1|DMIR	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC117186935|XP_033244205.1|DMIR, LOC108157404|XP_017144940.1|DMIR, LOC108160674|XP_017150312.1|DMIR	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108161838|XP_017151689.1|DMIR	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108157790|XP_033243080.1|DMIR	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108153242|XP_033242930.1|DMIR	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108159992|XP_017149192.2|DMIR, LOC108159994|XP_033251730.1|DMIR, LOC117190776|XP_033251728.1|DMIR	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC117191420|XP_033252183.1|DMIR, LOC108158656|XP_017146640.1|DMIR	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108155229|XP_017141405.1|DMIR, LOC108165303|XP_017156826.1|DMIR, LOC108150862|XP_017134653.1|DMIR	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108163711|XP_033249103.1|DMIR, LOC108152575|XP_017137503.1|DMIR	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108164295|XP_017155431.2|DMIR, LOC108164139|XP_017155230.1|DMIR	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108161179|XP_033248616.1|DMIR	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108155831|XP_017142433.1|DMIR	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108155923|XP_017142567.1|DMIR	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108155787|XP_017142339.1|DMIR	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108155270|XP_017141464.1|DMIR, LOC117189022|XP_033249781.1|DMIR, LOC108157285|XP_017144773.1|DMIR	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108154198|XP_017139903.1|DMIR, LOC108154197|XP_033244258.1|DMIR	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108153851|XP_017139438.2|DMIR	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC117195103|XP_033255648.1|DMIR, LOC108160268|XP_033255628.1|DMIR, LOC117187705|XP_033246308.1|DMIR, LOC108160265|XP_017149628.1|DMIR, LOC108164185|XP_017155292.1|DMIR, LOC108160266|XP_017149630.1|DMIR	LOC118456278|XP_035772784.1|AALB
