Orthogroup	DMIR.longest_only	DHYD.longest_only
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR, LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR, LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC111599594|XP_023171048.2|DHYD, LOC111599620|XP_023171080.1|DHYD, LOC111597714|XP_023168323.2|DHYD, LOC111597667|XP_023168258.2|DHYD, LOC111597668|XP_023168259.1|DHYD, LOC111597715|XP_023168324.2|DHYD, LOC111597713|XP_023168322.2|DHYD, LOC111597717|XP_023168325.1|DHYD
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC111598606|XP_023169706.2|DHYD
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC111600254|XP_023172067.2|DHYD, LOC115483172|XP_030080193.1|DHYD
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC111600264|XP_023172080.2|DHYD
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC111600256|XP_023172069.2|DHYD
OG0000043	LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR	LOC111600253|XP_023172066.2|DHYD
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC111604839|XP_023178838.2|DHYD
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC111604836|XP_023178833.2|DHYD, LOC111604822|XP_023178814.2|DHYD, LOC111604862|XP_023178863.2|DHYD
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC111604847|XP_023178847.2|DHYD
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC111592024|XP_023159785.2|DHYD
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC111597387|XP_023167819.1|DHYD
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC111597391|XP_023167823.1|DHYD
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC111597386|XP_023167816.1|DHYD
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC111597377|XP_023167802.1|DHYD
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC111591975|XP_023159692.2|DHYD
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC111594427|XP_023163484.2|DHYD, LOC111600609|XP_030079920.1|DHYD, LOC111593401|XP_030079935.1|DHYD, LOC111594428|XP_030080652.1|DHYD
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC111596622|XP_023166677.1|DHYD
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC111594123|XP_023163050.2|DHYD
OG0000047	LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC111595469|XP_023165002.1|DHYD
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC111595525|XP_023165074.2|DHYD
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC111604705|XP_023178646.1|DHYD, LOC111604704|XP_023178645.2|DHYD
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC111604676|XP_023178606.1|DHYD
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC111604701|XP_023178642.1|DHYD
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC111594543|XP_023163663.2|DHYD
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC111594529|XP_023163631.2|DHYD
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC111594475|XP_023163544.1|DHYD
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC111594476|XP_023163545.2|DHYD
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC111594581|XP_023163706.2|DHYD
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC111592220|XP_023160064.2|DHYD
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC111597562|XP_023168129.2|DHYD
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC111597563|XP_023168130.1|DHYD
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC111597557|XP_023168122.2|DHYD
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC111604842|XP_023178842.2|DHYD
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC111598254|XP_023169188.2|DHYD
OG0000052	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR	LOC111604961|XP_023179009.1|DHYD, LOC111604963|XP_023179011.2|DHYD, LOC111604962|XP_023179010.1|DHYD
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC111604228|XP_023177970.1|DHYD, LOC111604271|XP_023178041.2|DHYD, LOC111604241|XP_023177996.1|DHYD, LOC111604278|XP_023178055.1|DHYD
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC111604234|XP_023177982.1|DHYD
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC111602599|XP_023175526.2|DHYD
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC111602600|XP_023175527.2|DHYD
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC111596382|XP_023166356.2|DHYD
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC111596381|XP_023166355.2|DHYD
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC111596379|XP_023166352.2|DHYD
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC111604826|XP_023178817.2|DHYD
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC111593322|XP_023161796.2|DHYD
OG0000054	LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC111604856|XP_023178857.2|DHYD
OG0000055	LOC108155900|XP_017142531.1|DMIR, LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC111603258|XP_023176533.1|DHYD, LOC111603253|XP_023176529.1|DHYD, LOC111603262|XP_023176542.2|DHYD, LOC111603257|XP_023176532.1|DHYD
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC111599611|XP_023171068.2|DHYD
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC111599619|XP_023171079.2|DHYD, LOC111599613|XP_023171070.2|DHYD
OG0000056	LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR	LOC111600558|XP_023172478.1|DHYD
OG0000058	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR	LOC111602372|XP_023175155.1|DHYD, LOC111602373|XP_023175156.2|DHYD
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC111602375|XP_023175159.2|DHYD, LOC111602371|XP_023175154.1|DHYD, LOC111602374|XP_023175158.2|DHYD
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC111591894|XP_023159568.1|DHYD
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC111595783|XP_030078737.1|DHYD
OG0000059	LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR	LOC111595875|XP_023165572.2|DHYD
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC111595256|XP_023164673.2|DHYD
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC111595830|XP_030078745.1|DHYD, LOC111595757|XP_023165402.2|DHYD, LOC111595792|XP_023165450.1|DHYD
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC111605118|XP_023179239.1|DHYD
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC111594203|XP_023163168.1|DHYD
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC115482748|XP_030081618.1|DHYD
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC111597837|XP_023168500.1|DHYD
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC111598840|XP_023170044.1|DHYD
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC111601172|XP_023173419.2|DHYD
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC111601168|XP_023173414.2|DHYD
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC111601143|XP_023173378.2|DHYD
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC111601144|XP_023173379.1|DHYD
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC111598288|XP_023169239.1|DHYD
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC111600181|XP_023171951.1|DHYD, LOC111596290|XP_030080523.1|DHYD
OG0000063	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR	LOC111602944|XP_023176073.2|DHYD, LOC111602943|XP_023176072.2|DHYD, LOC111602946|XP_023176074.2|DHYD
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC111597578|XP_023168144.2|DHYD
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC111597466|XP_023167982.2|DHYD
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC111597464|XP_023167980.2|DHYD
OG0000064	LOC108161739|XP_017151552.1|DMIR	LOC111599354|XP_023170752.2|DHYD
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC111598539|XP_023169599.2|DHYD
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR	LOC111599010|XP_023170294.2|DHYD, LOC111604341|XP_023178171.2|DHYD
OG0000066	LOC108157301|XP_017144791.1|DMIR, LOC108154343|XP_017140094.1|DMIR	LOC111596465|XP_023166485.1|DHYD
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC111603713|XP_023177187.1|DHYD
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC111604865|XP_023178868.2|DHYD
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC111595983|XP_023165737.1|DHYD
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC111603187|XP_023176438.2|DHYD
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC111603515|XP_023176907.2|DHYD
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC111593087|XP_023161450.1|DHYD
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC111604531|XP_023178401.2|DHYD
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC111593109|XP_023161477.2|DHYD
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC111601094|XP_023173298.2|DHYD
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC111593542|XP_023162133.2|DHYD
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC111598177|XP_023169045.2|DHYD
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC111593948|XP_023162811.1|DHYD
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC111602191|XP_023174921.2|DHYD
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC111591972|XP_023159687.1|DHYD
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC111602192|XP_023174922.2|DHYD
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC111602194|XP_023174924.2|DHYD
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC111599791|XP_030081795.1|DHYD
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC111604605|XP_023178486.1|DHYD
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC111594128|XP_023163054.2|DHYD
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC111594127|XP_023163053.2|DHYD
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC111595450|XP_023164945.1|DHYD
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC111597481|XP_023168396.1|DHYD
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC111602674|XP_023175635.2|DHYD
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC111596936|XP_023167155.1|DHYD, LOC111596937|XP_023167156.2|DHYD
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC111601089|XP_023173284.2|DHYD
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC111595080|XP_023164404.2|DHYD
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC111595078|XP_023164402.1|DHYD
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC111595081|XP_023164405.1|DHYD
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC111595077|XP_023164401.1|DHYD, LOC111595142|XP_023164483.1|DHYD
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC111599682|XP_023171158.1|DHYD
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC111592395|XP_023160339.2|DHYD, LOC111592398|XP_023160342.2|DHYD
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC111600172|XP_023171933.1|DHYD
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC111594068|XP_023162969.2|DHYD
OG0000077	LOC117192706|XP_033253334.1|DMIR	LOC111599997|XP_023171665.1|DHYD
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC111595708|XP_023165321.1|DHYD
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC111599697|XP_023171187.1|DHYD
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC111592482|XP_023160465.1|DHYD
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC111593533|XP_023162105.1|DHYD, LOC111593319|XP_023161795.1|DHYD
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC111604289|XP_023178073.2|DHYD
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC111603428|XP_023176780.2|DHYD
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC111603133|XP_023176376.1|DHYD
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC111596540|XP_023166579.2|DHYD
OG0000079	LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR	LOC111601195|XP_023173453.2|DHYD
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC111601222|XP_023173489.2|DHYD
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC111601212|XP_023173478.1|DHYD, LOC111601204|XP_023173467.1|DHYD
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC111600911|XP_023173040.2|DHYD
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC111592557|XP_023160621.1|DHYD
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC111595375|XP_023164839.2|DHYD
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC111600682|XP_023172704.2|DHYD
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC111595221|XP_023164604.2|DHYD
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC111595651|XP_023165246.2|DHYD
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR	LOC111605744|XP_023180216.2|DHYD
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC111592658|XP_030079136.1|DHYD
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC111604038|XP_023177666.2|DHYD
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC111594007|XP_023162872.2|DHYD
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC111604178|XP_023177892.1|DHYD
OG0000086	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR	LOC115483460|XP_030081395.1|DHYD, LOC111602150|XP_030081396.1|DHYD
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC111598477|XP_023169504.1|DHYD
OG0000087	LOC108162440|XP_017152666.1|DMIR	LOC115482921|XP_030079086.1|DHYD, LOC115482922|XP_030079087.1|DHYD, LOC115482931|XP_030079123.1|DHYD
OG0000087	LOC108161407|XP_017151147.1|DMIR	LOC111604004|XP_023177629.2|DHYD
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC111592149|XP_023159964.1|DHYD
OG0000088	LOC108162539|XP_017152811.1|DMIR	LOC111598938|XP_023170184.1|DHYD
OG0000088	LOC108154400|XP_017140155.1|DMIR	LOC111593116|XP_023161484.1|DHYD
OG0000088	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR	LOC111604481|XP_023178334.1|DHYD
OG0000088	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR	LOC111593117|XP_023161486.2|DHYD
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC111603588|XP_023177012.1|DHYD
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC111603721|XP_023177200.1|DHYD
OG0000090	LOC108158810|XP_017146987.1|DMIR	LOC111592171|XP_023159993.2|DHYD
OG0000090	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR	LOC111592119|XP_023159918.2|DHYD
OG0000090	LOC108153204|XP_017138513.1|DMIR	LOC111592435|XP_023160386.1|DHYD
OG0000090	LOC108165393|XP_017156920.1|DMIR	LOC111598762|XP_023169942.2|DHYD
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC111601403|XP_023173720.2|DHYD
OG0000091	LOC108162520|XP_017152790.1|DMIR	LOC111599470|XP_023170907.2|DHYD
OG0000091	LOC108156561|XP_017143573.1|DMIR	LOC111592942|XP_023161174.1|DHYD
OG0000091	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC111592941|XP_023161173.1|DHYD
OG0000092	LOC108154687|XP_017140524.1|DMIR	LOC111599699|XP_023171192.2|DHYD
OG0000092	LOC108157456|XP_017145017.1|DMIR	LOC111597499|XP_023168028.2|DHYD
OG0000092	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR	LOC111597484|XP_023168003.2|DHYD
OG0000093	LOC108162786|XP_017153175.1|DMIR	LOC111601939|XP_023174562.2|DHYD
OG0000093	LOC108158545|XP_017146446.1|DMIR	LOC111593071|XP_023161417.1|DHYD
OG0000094	LOC108152816|XP_017137892.1|DMIR	LOC111597580|XP_023168146.2|DHYD
OG0000094	LOC108153924|XP_017139508.1|DMIR	LOC111599491|XP_023170925.1|DHYD
OG0000096	LOC108156075|XP_017142850.1|DMIR	LOC111595909|XP_023165620.2|DHYD
OG0000096	LOC108156077|XP_017142852.1|DMIR	LOC111595917|XP_023165636.1|DHYD
OG0000096	LOC108156414|XP_017143351.1|DMIR	LOC111595908|XP_023165619.2|DHYD
OG0000096	LOC108163796|XP_017154775.1|DMIR	LOC111594349|XP_023163377.2|DHYD
OG0000098	LOC108154822|XP_017140713.1|DMIR	LOC111596482|XP_023166511.1|DHYD
OG0000099	LOC108155152|XP_017141305.1|DMIR	LOC111595394|XP_023164864.2|DHYD
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC115483034|XP_030079680.1|DHYD, LOC111605619|XP_030079681.1|DHYD, LOC111596155|XP_023166055.2|DHYD
OG0000100	LOC117188288|XP_033247762.1|DMIR, LOC117185793|XP_033254319.1|DMIR	LOC111601225|XP_023173488.1|DHYD
OG0000100	LOC108155805|XP_017142375.1|DMIR	LOC111602698|XP_030078699.1|DHYD
OG0000100	LOC108155492|XP_017141806.1|DMIR	LOC111593272|XP_023161711.2|DHYD
OG0000100	LOC108154388|XP_017140140.1|DMIR	LOC111593249|XP_030080785.1|DHYD
OG0000101	LOC108152627|XP_017137590.1|DMIR	LOC115483448|XP_030081298.1|DHYD
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC111597672|XP_023168266.1|DHYD
OG0000102	LOC108160481|XP_017149990.1|DMIR	LOC111597731|XP_023168344.2|DHYD
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR	LOC111601118|XP_023173340.1|DHYD, LOC111601119|XP_023173341.2|DHYD
OG0000103	LOC108152404|XP_017137196.1|DMIR	LOC111601117|XP_023173339.2|DHYD
OG0000103	LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC111605234|XP_023179437.1|DHYD
OG0000104	LOC108153245|XP_017138576.1|DMIR	LOC111604659|XP_023178583.1|DHYD
OG0000104	LOC108163569|XP_017154425.1|DMIR	LOC111600397|XP_023172245.2|DHYD, LOC115483402|XP_030081053.1|DHYD
OG0000104	LOC108153719|XP_017139336.1|DMIR	LOC111604693|XP_023178632.2|DHYD
OG0000105	LOC108154606|XP_017140412.2|DMIR	LOC111603935|XP_023177532.2|DHYD
OG0000105	LOC108153878|XP_033245780.1|DMIR	LOC111597551|XP_023168115.2|DHYD, LOC111598625|XP_023169726.2|DHYD
OG0000105	LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC111597554|XP_023168119.2|DHYD
OG0000107	LOC108157967|XP_017145602.1|DMIR, LOC108161182|XP_017150891.2|DMIR, LOC108157966|XP_017145601.1|DMIR	LOC111601231|XP_023173496.2|DHYD, LOC111594919|XP_023164178.2|DHYD, LOC111594909|XP_023164167.2|DHYD
OG0000109	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR	LOC111600828|XP_023172903.2|DHYD
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC111601018|XP_023173193.2|DHYD
OG0000110	LOC108165577|XP_017157139.1|DMIR	LOC111602899|XP_030081123.1|DHYD
OG0000110	LOC108165536|XP_017157099.1|DMIR	LOC111602896|XP_023176001.2|DHYD
OG0000110	LOC108153747|XP_017139366.1|DMIR	LOC111602908|XP_030081181.1|DHYD
OG0000110	LOC108153676|XP_017139281.1|DMIR	LOC111602891|XP_023175994.1|DHYD
OG0000111	LOC108160984|XP_017150776.1|DMIR	LOC111593853|XP_023162670.1|DHYD
OG0000111	LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC111592679|XP_023160814.1|DHYD, LOC111594826|XP_023164062.1|DHYD
OG0000112	LOC108164775|XP_017156184.1|DMIR	LOC111605329|XP_023179566.2|DHYD
OG0000112	LOC108165219|XP_017156755.1|DMIR	LOC111605332|XP_023179568.2|DHYD, LOC111603144|XP_023176388.1|DHYD, LOC111603201|XP_023176458.2|DHYD
OG0000113	LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC111603366|XP_023176683.2|DHYD, LOC111604045|XP_023177669.1|DHYD
OG0000114	LOC108162506|XP_017152771.1|DMIR	LOC111603785|XP_023177294.1|DHYD
