Orthogroup	DMIR.longest_only	DSUP.longest_only
OG0000034	LOC108164069|XP_033249364.1|DMIR	LOC119547534|XP_037710356.1|DSUP
OG0000034	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR	LOC119546306|XP_037708427.1|DSUP, LOC119563012|XP_037732131.1|DSUP, LOC119552157|XP_037717904.1|DSUP, LOC119563011|XP_037732130.1|DSUP
OG0000034	LOC108162131|XP_017152200.1|DMIR	LOC119546951|XP_037709518.1|DSUP
OG0000035	LOC117191836|XP_033252497.1|DMIR, LOC117191390|XP_033252163.1|DMIR, LOC117191070|XP_033251929.1|DMIR	LOC119562531|XP_037731651.1|DSUP
OG0000035	LOC117186697|XP_033243671.1|DMIR, LOC117186386|XP_033243001.1|DMIR, LOC117186599|XP_033243470.1|DMIR	LOC119561804|XP_037731211.1|DSUP
OG0000036	LOC108157733|XP_017145397.1|DMIR	LOC119560416|XP_037729780.1|DSUP
OG0000036	LOC117187198|XP_033245230.1|DMIR	LOC119555899|XP_037723507.1|DSUP
OG0000036	LOC108157106|XP_017144468.1|DMIR	LOC119560377|XP_037729713.1|DSUP
OG0000036	LOC108155635|XP_017142061.1|DMIR	LOC119545810|XP_037707622.1|DSUP
OG0000037	LOC108160263|XP_017149626.1|DMIR	LOC119549907|XP_037714155.1|DSUP
OG0000037	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR	LOC119560063|XP_037729297.1|DSUP, LOC119560052|XP_037729285.1|DSUP, LOC119559867|XP_037728904.1|DSUP
OG0000038	LOC108165231|XP_017156759.1|DMIR	LOC119555136|XP_037722291.1|DSUP
OG0000038	LOC108151159|XP_017135077.1|DMIR	LOC119555124|XP_037722276.1|DSUP
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC119560141|XP_037729421.1|DSUP
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC119556467|XP_037724643.1|DSUP
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC119556870|XP_037725271.1|DSUP
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC119555839|XP_037723395.1|DSUP
OG0000040	LOC108154697|XP_017140535.2|DMIR	LOC119556456|XP_037724634.1|DSUP
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC119563112|XP_037732283.1|DSUP
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC119563113|XP_037732284.1|DSUP
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	LOC119556472|XP_037724654.1|DSUP, LOC119556489|XP_037724679.1|DSUP
OG0000040	LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR	LOC119556482|XP_037724666.1|DSUP, LOC119555315|XP_037722571.1|DSUP
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC119552243|XP_037717993.1|DSUP
OG0000040	LOC108156483|XP_017143450.1|DMIR	LOC119546490|XP_037708720.1|DSUP
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR	LOC119554437|XP_037721279.1|DSUP, LOC119554447|XP_037721290.1|DSUP, LOC119562401|XP_037731528.1|DSUP
OG0000041	LOC108154314|XP_017140061.1|DMIR	LOC119550675|XP_037715466.1|DSUP
OG0000041	LOC108153890|XP_033244257.1|DMIR	LOC119550683|XP_037715478.1|DSUP
OG0000042	LOC108163349|XP_017154082.1|DMIR	LOC119548723|XP_037712139.1|DSUP
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR	LOC119551176|XP_037716303.1|DSUP
OG0000042	LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR	LOC119551178|XP_037716307.1|DSUP
OG0000042	LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC119551177|XP_037716304.1|DSUP, LOC119549542|XP_037713620.1|DSUP, LOC119549541|XP_037713619.1|DSUP, LOC119549540|XP_037713618.1|DSUP, LOC119549537|XP_037713608.1|DSUP
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC119551182|XP_037716311.1|DSUP
OG0000043	LOC108157690|XP_017145347.1|DMIR	LOC119563116|XP_037732288.1|DSUP
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC119562926|XP_037732005.1|DSUP
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC119563115|XP_037732286.1|DSUP
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC119556175|XP_037724028.1|DSUP, LOC119563048|XP_037732184.1|DSUP
OG0000043	LOC108155937|XP_017142584.1|DMIR	LOC119556257|XP_037724233.1|DSUP, LOC119556250|XP_037724220.1|DSUP, LOC119554418|XP_037721239.1|DSUP
OG0000043	LOC108155939|XP_017142587.1|DMIR	LOC119556264|XP_037724244.1|DSUP
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC119558156|XP_037727329.1|DSUP
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC119555966|XP_037723621.1|DSUP, LOC119555955|XP_037723600.1|DSUP
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC119563136|XP_037732321.1|DSUP, LOC119555649|XP_037723141.1|DSUP, LOC119563137|XP_037732322.1|DSUP
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC119548482|XP_037711687.1|DSUP
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC119553763|XP_037720298.1|DSUP
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC119552534|XP_037718081.1|DSUP, LOC119554143|XP_037720848.1|DSUP
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC119554102|XP_037720779.1|DSUP
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC119553760|XP_037720293.1|DSUP
OG0000046	LOC108157664|XP_017145312.1|DMIR	LOC119560295|XP_037729593.1|DSUP
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC119555986|XP_037723641.1|DSUP, LOC119555989|XP_037723648.1|DSUP
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR	LOC119556096|XP_037723888.1|DSUP
OG0000046	LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC119556859|XP_037725261.1|DSUP, LOC119553613|XP_037720003.1|DSUP, LOC119549774|XP_037713961.1|DSUP, LOC119558359|XP_037727794.1|DSUP, LOC119556004|XP_037723685.1|DSUP
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC119550226|XP_037714721.1|DSUP
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC119550295|XP_037714817.1|DSUP
OG0000047	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC119559372|XP_037728340.1|DSUP
OG0000047	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR	LOC119553262|XP_037719480.1|DSUP
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC119559393|XP_037728384.1|DSUP
OG0000047	LOC108151196|XP_017135155.1|DMIR	LOC119553673|XP_037720144.1|DSUP
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC119553985|XP_037720620.1|DSUP, LOC119553987|XP_037720622.1|DSUP
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC119553984|XP_037720618.1|DSUP
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC119555323|XP_037722579.1|DSUP
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC119563293|XP_037732549.1|DSUP
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC119563399|XP_037732686.1|DSUP
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC119553498|XP_037719841.1|DSUP
OG0000049	LOC108154871|XP_017140799.1|DMIR	LOC119555362|XP_037722631.1|DSUP
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC119555370|XP_037722644.1|DSUP
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC119558111|XP_037727267.1|DSUP
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC119549468|XP_037713498.1|DSUP
OG0000050	LOC108165363|XP_017156887.2|DMIR	LOC119555005|XP_037722074.1|DSUP
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC119554439|XP_037721277.1|DSUP
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC119554992|XP_037722058.1|DSUP
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC119555302|XP_037722547.1|DSUP
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC119554440|XP_037721278.1|DSUP
OG0000050	LOC108165360|XP_017156884.1|DMIR	LOC119554997|XP_037722064.1|DSUP
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC119560029|XP_037729252.1|DSUP
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC119551943|XP_037717559.1|DSUP, LOC119546183|XP_037708239.1|DSUP, LOC119556804|XP_037725175.1|DSUP, LOC119556794|XP_037725162.1|DSUP
OG0000052	LOC108154307|XP_017140052.1|DMIR	LOC119560909|XP_037730537.1|DSUP, LOC119562894|XP_037731939.1|DSUP
OG0000052	LOC108154354|XP_017140110.1|DMIR	LOC119560209|XP_037729495.1|DSUP, LOC119560185|XP_037729475.1|DSUP, LOC119560154|XP_037729437.1|DSUP
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC119549090|XP_037712749.1|DSUP
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC119549091|XP_037712751.1|DSUP
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC119549495|XP_037713527.1|DSUP
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC119551763|XP_037717217.1|DSUP
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC119551749|XP_037717203.1|DSUP
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC119551753|XP_037717206.1|DSUP
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC119556528|XP_037724737.1|DSUP
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC119563344|XP_037732619.1|DSUP, LOC119563343|XP_037732618.1|DSUP
OG0000054	LOC108156959|XP_017144226.2|DMIR	LOC119552964|XP_037718891.1|DSUP
OG0000054	LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC119555707|XP_037723302.1|DSUP
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC119563020|XP_037732144.1|DSUP
OG0000056	LOC108156818|XP_017144002.1|DMIR	LOC119563019|XP_037732142.1|DSUP
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC119563022|XP_037732148.1|DSUP, LOC119563021|XP_037732147.1|DSUP
OG0000056	LOC108157011|XP_017144303.2|DMIR	LOC119556291|XP_037724281.1|DSUP
OG0000056	LOC108157010|XP_017144301.2|DMIR	LOC119553956|XP_037720582.1|DSUP
OG0000058	LOC108158257|XP_017145983.1|DMIR	LOC119546999|XP_037709593.1|DSUP, LOC119546998|XP_037709592.1|DSUP, LOC119548424|XP_037711591.1|DSUP
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC119546720|XP_037709134.1|DSUP
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC119556721|XP_037725047.1|DSUP
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC119559409|XP_037728412.1|DSUP
OG0000059	LOC108154574|XP_017140363.2|DMIR	LOC119560931|XP_037730598.1|DSUP
OG0000059	LOC108153966|XP_033244050.1|DMIR	LOC119560508|XP_037729914.1|DSUP
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC119556499|XP_037724690.1|DSUP
OG0000059	LOC108154540|XP_017140331.1|DMIR, LOC108154512|XP_017140301.2|DMIR	LOC119556077|XP_037723838.1|DSUP, LOC119556689|XP_037725016.1|DSUP
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC119556184|XP_037724057.1|DSUP
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC119556360|XP_037724450.1|DSUP
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC119547032|XP_037709634.1|DSUP
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC119561007|XP_037730755.1|DSUP
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC119550934|XP_037715889.1|DSUP
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC119556787|XP_037725149.1|DSUP
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC119547297|XP_037710014.1|DSUP
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC119547411|XP_037710188.1|DSUP
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC119547153|XP_037709799.1|DSUP
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC119547482|XP_037710295.1|DSUP
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC119557553|XP_037726263.1|DSUP
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC119548633|XP_037711950.1|DSUP
OG0000062	LOC108164256|XP_017155384.1|DMIR	LOC119545959|XP_037707853.1|DSUP, LOC119547494|XP_037710312.1|DSUP, LOC119546282|XP_037708390.1|DSUP
OG0000063	LOC108156463|XP_017143415.1|DMIR	LOC119547939|XP_037710918.1|DSUP, LOC119551968|XP_037717607.1|DSUP, LOC119547960|XP_037710940.1|DSUP
OG0000063	LOC108156462|XP_017143414.1|DMIR	LOC119547949|XP_037710930.1|DSUP, LOC119547929|XP_037710907.1|DSUP
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC119554636|XP_037721561.1|DSUP
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC119553691|XP_037720174.1|DSUP
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC119553169|XP_037719333.1|DSUP, LOC119553170|XP_037719334.1|DSUP
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC119561047|XP_037730805.1|DSUP
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR	LOC119551150|XP_037716270.1|DSUP, LOC119561050|XP_037730810.1|DSUP, LOC119561049|XP_037730809.1|DSUP, LOC119561048|XP_037730807.1|DSUP
OG0000065	LOC108156436|XP_017143382.1|DMIR	LOC119559981|XP_037729166.1|DSUP
OG0000065	LOC108156439|XP_017143386.1|DMIR	LOC119555273|XP_037722507.1|DSUP
OG0000065	LOC108156437|XP_017143383.1|DMIR	LOC119563411|XP_037732707.1|DSUP
OG0000066	LOC108164297|XP_017155437.1|DMIR	LOC119557286|XP_037725904.1|DSUP
OG0000066	LOC108157301|XP_017144791.1|DMIR	LOC119560085|XP_037729330.1|DSUP
OG0000066	LOC108154343|XP_017140094.1|DMIR	LOC119560534|XP_037729953.1|DSUP
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC119547346|XP_037710087.1|DSUP
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC119560140|XP_037729424.1|DSUP
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC119558417|XP_037727894.1|DSUP
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC119550852|XP_037715749.1|DSUP
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC119560888|XP_037730510.1|DSUP
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC119553386|XP_037719671.1|DSUP
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC119550078|XP_037714475.1|DSUP
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC119553465|XP_037719795.1|DSUP
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC119553512|XP_037719863.1|DSUP
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC119552687|XP_037718340.1|DSUP
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC119559817|XP_037728832.1|DSUP, LOC119555070|XP_037722207.1|DSUP, LOC119550979|XP_037715942.1|DSUP
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC119555964|XP_037723613.1|DSUP
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC119550426|XP_037715021.1|DSUP
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC119547175|XP_037709836.1|DSUP, LOC119546702|XP_037709110.1|DSUP
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC119553795|XP_037720335.1|DSUP
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC119546705|XP_037709112.1|DSUP
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC119556647|XP_037724907.1|DSUP
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC119555204|XP_037722387.1|DSUP
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC119552553|XP_037718101.1|DSUP
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC119552552|XP_037718100.1|DSUP
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC119554936|XP_037721974.1|DSUP
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC119551080|XP_037716171.1|DSUP
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC119550992|XP_037715966.1|DSUP
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC119551079|XP_037716170.1|DSUP
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC119549420|XP_037713422.1|DSUP
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC119557222|XP_037725820.1|DSUP
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC119559869|XP_037728906.1|DSUP
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC119555627|XP_037723076.1|DSUP
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC119553528|XP_037719882.1|DSUP
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC119552995|XP_037718942.1|DSUP
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC119553014|XP_037718987.1|DSUP
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC119553016|XP_037718989.1|DSUP, LOC119553015|XP_037718988.1|DSUP
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC119552996|XP_037718943.1|DSUP
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC119555219|XP_037722410.1|DSUP
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC119558162|XP_037727356.1|DSUP, LOC119556941|XP_037725365.1|DSUP
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC119556781|XP_037725143.1|DSUP
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC119556782|XP_037725144.1|DSUP
OG0000077	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR	LOC119549138|XP_037712837.1|DSUP
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC119560232|XP_037729526.1|DSUP
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC119549259|XP_037713095.1|DSUP
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC119548360|XP_037711506.1|DSUP
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC119550532|XP_037715180.1|DSUP
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC119553881|XP_037720469.1|DSUP
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC119560420|XP_037729785.1|DSUP
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC119556490|XP_037724675.1|DSUP
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC119557021|XP_037725486.1|DSUP
OG0000079	LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR	LOC119547250|XP_037709958.1|DSUP
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC119547246|XP_037709953.1|DSUP, LOC119547249|XP_037709956.1|DSUP
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC119547248|XP_037709955.1|DSUP
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC119551310|XP_037716532.1|DSUP, LOC119550287|XP_037714805.1|DSUP
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC119549434|XP_037713451.1|DSUP
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC119554911|XP_037721941.1|DSUP
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC119551581|XP_037716911.1|DSUP
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC119556198|XP_037724083.1|DSUP
