Orthogroup	DMIR.longest_only	AAEG.longest_only
OG0000074	LOC108152480|XP_017137342.1|DMIR, LOC108153512|XP_017139057.1|DMIR	LOC5570263|XP_001659044.1|AAEG, LOC5570265|XP_021695509.1|AAEG, LOC5570267|XP_001659048.1|AAEG, LOC5570260|XP_001659041.2|AAEG, LOC5570259|XP_001659040.1|AAEG, LOC5570261|XP_021695511.1|AAEG, LOC5570262|XP_001659043.2|AAEG, LOC5570266|XP_001659047.1|AAEG, LOC5570270|XP_001659051.1|AAEG
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC5569019|XP_021698411.1|AAEG
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC5575395|XP_021710181.1|AAEG
OG0000077	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR	LOC5576244|XP_001656025.1|AAEG
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC110676765|XP_021701591.1|AAEG
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC5576245|XP_001656026.2|AAEG
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC5565954|XP_001650331.1|AAEG, LOC5565955|XP_001650332.1|AAEG
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR, LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR, LOC108157815|XP_017145503.1|DMIR, LOC108164827|XP_033245184.1|DMIR, LOC108165160|XP_017156716.1|DMIR	LOC5575539|XP_021703479.1|AAEG
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR, LOC108160659|XP_017150285.1|DMIR	LOC5570646|XP_001653282.2|AAEG, LOC5577944|XP_001663616.1|AAEG, LOC5570640|XP_001653284.2|AAEG, LOC5570644|XP_001653283.2|AAEG
OG0000082	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR, LOC108154939|XP_017140918.1|DMIR	LOC5571544|XP_021703132.1|AAEG, LOC5571542|XP_001653689.3|AAEG, LOC5571541|XP_001653688.1|AAEG, LOC5571543|XP_001653690.1|AAEG, LOC5564964|XP_001649312.1|AAEG, LOC110679581|XP_021710387.1|AAEG, LOC5564963|XP_001649311.2|AAEG, LOC5571193|XP_001653509.1|AAEG
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR, LOC108162999|XP_017153506.2|DMIR	LOC5567014|XP_021703510.1|AAEG, LOC5567009|XP_001651411.2|AAEG, LOC5567015|XP_001651410.1|AAEG
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC5578641|XP_001663979.1|AAEG, LOC5575485|XP_001662002.2|AAEG, LOC5574084|XP_001661156.1|AAEG, LOC5574114|XP_021696129.1|AAEG
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC5570769|XP_001659359.1|AAEG, LOC5570751|XP_001659340.2|AAEG, LOC5570753|XP_021693814.1|AAEG, LOC5570770|XP_021693924.1|AAEG, LOC5580060|XP_021699290.1|AAEG, LOC5580059|XP_021699285.1|AAEG, LOC5580124|XP_021699296.1|AAEG, LOC110676296|XP_021699310.1|AAEG, LOC5574979|XP_021697768.1|AAEG, LOC5574981|XP_021697749.1|AAEG
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC5574792|XP_001655347.2|AAEG
OG0000086	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR	LOC5575040|XP_001661772.2|AAEG
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG, LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG, LOC5565363|XP_001649697.1|AAEG
OG0000087	LOC108162440|XP_017152666.1|DMIR, LOC108161407|XP_017151147.1|DMIR	LOC5565393|XP_001649714.1|AAEG, LOC5565362|XP_001649713.1|AAEG
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC5573732|XP_001654757.1|AAEG
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC5577489|XP_001663407.1|AAEG
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG
OG0000090	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC5578943|XP_021693136.1|AAEG
OG0000091	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC5579216|XP_021706364.1|AAEG
OG0000094	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG
OG0000101	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC108160481|XP_017149990.1|DMIR	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC108163569|XP_017154425.1|DMIR, LOC108153719|XP_017139336.1|DMIR	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC108164775|XP_017156184.1|DMIR, LOC108165219|XP_017156755.1|DMIR	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC108162508|XP_017152773.1|DMIR	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC108164784|XP_017156196.1|DMIR	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC108153203|XP_017138517.1|DMIR, LOC108156155|XP_017142969.1|DMIR, LOC108156154|XP_017142967.1|DMIR	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC108160897|XP_017150658.1|DMIR, LOC108158305|XP_033247655.1|DMIR, LOC108160961|XP_017150744.1|DMIR, LOC108158221|XP_017145941.1|DMIR, LOC117194038|XP_033254570.1|DMIR	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC108157049|XP_017144355.1|DMIR	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC108156792|XP_017143958.1|DMIR	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC108160259|XP_017149617.2|DMIR, LOC108160261|XP_017149618.1|DMIR	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC117191333|XP_033252127.1|DMIR, LOC108158481|XP_017146277.1|DMIR, LOC108158482|XP_017146278.1|DMIR	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC108165488|XP_017157029.1|DMIR, LOC108151689|XP_017135924.1|DMIR, LOC108151690|XP_017135925.1|DMIR, LOC108165486|XP_017157028.1|DMIR	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC108154929|XP_033244994.1|DMIR	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC108163575|XP_017154431.1|DMIR	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC108152216|XP_017136881.1|DMIR	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC108151106|XP_017134993.1|DMIR, LOC108151107|XP_017134995.1|DMIR, LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC108156058|XP_017142830.1|DMIR	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC108156055|XP_017142820.1|DMIR	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC108159083|XP_017147530.1|DMIR	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC117185781|XP_033243143.1|DMIR	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC108151637|XP_017135832.1|DMIR	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC108157589|XP_033245539.1|DMIR	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC108164714|XP_017156081.1|DMIR	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC108161611|XP_017151399.1|DMIR	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC108164718|XP_017156091.1|DMIR, LOC108163255|XP_017153915.1|DMIR, LOC108163257|XP_017153917.1|DMIR, LOC108163256|XP_017153916.1|DMIR	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC108161567|XP_017151345.2|DMIR	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC108157240|XP_017144699.1|DMIR	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC108162821|XP_017153226.1|DMIR	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC108163790|XP_017154763.1|DMIR	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC108162083|XP_017152126.1|DMIR, LOC108153187|XP_017138492.1|DMIR	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC108156314|XP_017143193.1|DMIR, LOC108156315|XP_033244062.1|DMIR	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC108157603|XP_017145221.2|DMIR, LOC108157524|XP_017145117.1|DMIR, LOC108157525|XP_017145118.2|DMIR	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC108157566|XP_017145174.2|DMIR, LOC108157565|XP_017145173.2|DMIR, LOC108151226|XP_017135212.1|DMIR	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC108151607|XP_017135782.1|DMIR, LOC108150933|XP_017134752.1|DMIR, LOC108150902|XP_017134700.1|DMIR	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC108160962|XP_017150746.1|DMIR, LOC108158231|XP_017145952.1|DMIR, LOC117194039|XP_033254575.1|DMIR, LOC117193954|XP_033254500.1|DMIR, LOC117193637|XP_033254273.1|DMIR, LOC108158538|XP_017146434.1|DMIR	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC117193770|XP_033254388.1|DMIR, LOC108160104|XP_017149383.1|DMIR, LOC108152417|XP_017137219.1|DMIR, LOC108152415|XP_033242867.1|DMIR	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC108151429|XP_017135511.1|DMIR	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC108151257|XP_017135262.1|DMIR, LOC108152747|XP_017137790.1|DMIR	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC108155541|XP_017141907.2|DMIR, LOC108155539|XP_017141905.2|DMIR	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC108162572|XP_017152864.1|DMIR, LOC108163394|XP_017154141.1|DMIR	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC108162448|XP_017152681.1|DMIR, LOC108155356|XP_017141608.1|DMIR	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC108155904|XP_017142537.2|DMIR, LOC117187249|XP_033245401.1|DMIR, LOC108164590|XP_017155904.1|DMIR	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC108158858|XP_017147078.1|DMIR	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC117193264|XP_033253894.1|DMIR, LOC108160974|XP_017150763.1|DMIR, LOC108158860|XP_017147080.1|DMIR	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC108154886|XP_017140819.1|DMIR	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC108163613|XP_033249135.1|DMIR, LOC108163612|XP_017154490.1|DMIR	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC108162212|XP_017152318.2|DMIR	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC108163685|XP_033248977.1|DMIR	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC117186430|XP_033243125.1|DMIR	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC108154593|XP_017140395.1|DMIR, LOC108157672|XP_017145323.1|DMIR, LOC108157709|XP_017145367.1|DMIR, LOC108153588|XP_017139157.1|DMIR, LOC108160973|XP_017150759.1|DMIR, LOC117192023|XP_033252633.1|DMIR, LOC117191897|XP_033252543.1|DMIR, LOC108160865|XP_017150616.1|DMIR, LOC108153562|XP_017139126.1|DMIR, LOC117187652|XP_033246181.1|DMIR, LOC117187653|XP_033246182.1|DMIR, LOC108158819|XP_033251631.1|DMIR, LOC108160834|XP_033246773.1|DMIR, LOC108152180|XP_017136802.1|DMIR	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC117188026|XP_033247061.1|DMIR, LOC108160496|XP_017150021.1|DMIR, LOC108160181|XP_017149496.2|DMIR, LOC117188184|XP_033247556.1|DMIR	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC108158287|XP_017146013.1|DMIR, LOC108161695|XP_017151496.1|DMIR, LOC108160916|XP_017150683.2|DMIR, LOC117188317|XP_033247861.1|DMIR	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC108155409|XP_017141694.1|DMIR	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC108157318|XP_017144816.1|DMIR	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC108164695|XP_017156056.1|DMIR	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000179	LOC108160501|XP_033247290.1|DMIR	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC108163327|XP_017154046.1|DMIR	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC108156875|XP_017144093.1|DMIR, LOC108154340|XP_017140090.1|DMIR	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC108154745|XP_017140606.1|DMIR	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC108154744|XP_017140605.1|DMIR, LOC108154743|XP_017140604.1|DMIR	LOC5569767|XP_001652982.2|AAEG
