Orthogroup	DMIR.longest_only	ASTE.longest_only
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC118507487|XP_035901904.1|ASTE, LOC118509025|XP_035904952.1|ASTE, LOC118504703|XP_035895429.1|ASTE, LOC118508829|XP_035904468.1|ASTE, LOC118509024|XP_035904951.1|ASTE, LOC118509023|XP_035904949.1|ASTE, LOC118513092|XP_035914386.1|ASTE
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC118503417|XP_035892550.1|ASTE
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC118513044|XP_035914229.1|ASTE
OG0000086	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR	LOC118508907|XP_035904661.1|ASTE
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC118511163|XP_035909795.1|ASTE, LOC118511165|XP_035909796.1|ASTE, LOC118511162|XP_035909794.1|ASTE, LOC118511161|XP_035909793.1|ASTE
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC118503330|XP_035892383.1|ASTE
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC118505310|XP_035896841.1|ASTE
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC118511372|XP_035910259.1|ASTE, LOC118511382|XP_035910282.1|ASTE
OG0000090	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR	LOC118506264|XP_035899059.1|ASTE
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC118507859|XP_035902942.1|ASTE
OG0000091	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC118505600|XP_035897520.1|ASTE, LOC118516561|XP_035918412.1|ASTE
OG0000093	LOC108162786|XP_017153175.1|DMIR	LOC118510780|XP_035908957.1|ASTE
OG0000094	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR	LOC118502720|XP_035891168.1|ASTE, LOC118506771|XP_035900263.1|ASTE, LOC118514681|XP_035917717.1|ASTE, LOC118516006|XP_035918152.1|ASTE
OG0000096	LOC108156075|XP_017142850.1|DMIR, LOC108156077|XP_017142852.1|DMIR, LOC108156414|XP_017143351.1|DMIR, LOC108163796|XP_017154775.1|DMIR	LOC118514595|XP_035917485.1|ASTE
OG0000098	LOC108154822|XP_017140713.1|DMIR	LOC118506462|XP_035899533.1|ASTE
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC118502385|XP_035890500.1|ASTE, LOC118506916|XP_035900604.1|ASTE, LOC118506914|XP_035900601.1|ASTE
OG0000101	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR	LOC118510504|XP_035908303.1|ASTE
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC118509466|XP_035905987.1|ASTE, LOC118511833|XP_035911269.1|ASTE, LOC118509016|XP_035904927.1|ASTE, LOC118509017|XP_035904928.1|ASTE, LOC118511825|XP_035911262.1|ASTE, LOC118511824|XP_035911261.1|ASTE
OG0000102	LOC108160481|XP_017149990.1|DMIR	LOC118504365|XP_035894655.1|ASTE
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC118508203|XP_035903666.1|ASTE
OG0000105	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC118506605|XP_035899865.1|ASTE
OG0000108	LOC117193682|XP_033254308.1|DMIR, LOC117193707|XP_033254325.1|DMIR, LOC117192094|XP_033252687.1|DMIR, LOC117193753|XP_033254374.1|DMIR, LOC117194071|XP_033254603.1|DMIR, LOC117194046|XP_033254579.1|DMIR, LOC117193706|XP_033254324.1|DMIR, LOC117193621|XP_033254246.1|DMIR, LOC117189247|XP_033250305.1|DMIR, LOC117191843|XP_033252501.1|DMIR, LOC117188764|XP_033249011.1|DMIR, LOC117189051|XP_033249834.1|DMIR, LOC117192682|XP_033253302.1|DMIR, LOC117190005|XP_033250987.1|DMIR, LOC117190549|XP_033251499.1|DMIR, LOC117193750|XP_033254371.1|DMIR	LOC118509668|XP_035906547.1|ASTE, LOC118509663|XP_035906533.1|ASTE
OG0000109	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR	LOC118505426|XP_035897081.1|ASTE, LOC118502869|XP_035891469.1|ASTE
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC118504419|XP_035894746.1|ASTE
OG0000110	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR	LOC118511309|XP_035910114.1|ASTE, LOC118511304|XP_035910107.1|ASTE
OG0000111	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC118504874|XP_035895818.1|ASTE, LOC118503662|XP_035893080.1|ASTE, LOC118503161|XP_035892015.1|ASTE, LOC118504876|XP_035895821.1|ASTE, LOC118507965|XP_035903187.1|ASTE, LOC118507089|XP_035900970.1|ASTE, LOC118503024|XP_035891741.1|ASTE
OG0000112	LOC108164775|XP_017156184.1|DMIR, LOC108165219|XP_017156755.1|DMIR	LOC118509575|XP_035906237.1|ASTE, LOC118516425|XP_035918189.1|ASTE, LOC118509754|XP_035906778.1|ASTE
OG0000113	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC118512990|XP_035914139.1|ASTE
OG0000114	LOC108162506|XP_017152771.1|DMIR	LOC118509008|XP_035904916.1|ASTE
OG0000117	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR	LOC118502432|XP_035890553.1|ASTE, LOC118506535|XP_035899700.1|ASTE
OG0000118	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR	LOC118502409|XP_035890526.1|ASTE
OG0000119	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC108164784|XP_017156196.1|DMIR	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC108153203|XP_017138517.1|DMIR, LOC108156155|XP_017142969.1|DMIR, LOC108156154|XP_017142967.1|DMIR	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC108157049|XP_017144355.1|DMIR	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC108156792|XP_017143958.1|DMIR	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC117191333|XP_033252127.1|DMIR, LOC108158481|XP_017146277.1|DMIR, LOC108158482|XP_017146278.1|DMIR	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC108165488|XP_017157029.1|DMIR, LOC108151689|XP_017135924.1|DMIR, LOC108151690|XP_017135925.1|DMIR, LOC108165486|XP_017157028.1|DMIR	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC108154929|XP_033244994.1|DMIR	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC108163575|XP_017154431.1|DMIR	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC108159006|XP_017147369.2|DMIR, LOC117193517|XP_033254153.1|DMIR, LOC117186572|XP_033243420.1|DMIR, LOC117186116|XP_033242131.1|DMIR, LOC117189495|XP_033250524.1|DMIR, LOC117186208|XP_033242439.1|DMIR, LOC117193528|XP_033254165.1|DMIR, LOC117191110|XP_033251964.1|DMIR, LOC117190059|XP_033251032.1|DMIR, LOC117189477|XP_033250501.1|DMIR, LOC117193471|XP_033254119.1|DMIR	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC108152216|XP_017136881.1|DMIR	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC108151106|XP_017134993.1|DMIR, LOC108151107|XP_017134995.1|DMIR, LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC108156058|XP_017142830.1|DMIR	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC108156055|XP_017142820.1|DMIR	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC108159083|XP_017147530.1|DMIR	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC117185781|XP_033243143.1|DMIR	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC108151637|XP_017135832.1|DMIR	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC108157589|XP_033245539.1|DMIR	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC108164714|XP_017156081.1|DMIR	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC108161611|XP_017151399.1|DMIR	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC108164718|XP_017156091.1|DMIR, LOC108163255|XP_017153915.1|DMIR, LOC108163257|XP_017153917.1|DMIR, LOC108163256|XP_017153916.1|DMIR	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC108161567|XP_017151345.2|DMIR	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC108157240|XP_017144699.1|DMIR	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC108162821|XP_017153226.1|DMIR	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC108163790|XP_017154763.1|DMIR	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC108162083|XP_017152126.1|DMIR, LOC108153187|XP_017138492.1|DMIR	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC108156314|XP_017143193.1|DMIR, LOC108156315|XP_033244062.1|DMIR	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC108157603|XP_017145221.2|DMIR, LOC108157524|XP_017145117.1|DMIR, LOC108157525|XP_017145118.2|DMIR	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC108157566|XP_017145174.2|DMIR, LOC108157565|XP_017145173.2|DMIR, LOC108151226|XP_017135212.1|DMIR	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC108151607|XP_017135782.1|DMIR, LOC108150933|XP_017134752.1|DMIR, LOC108150902|XP_017134700.1|DMIR	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC108160962|XP_017150746.1|DMIR, LOC108158231|XP_017145952.1|DMIR, LOC117194039|XP_033254575.1|DMIR, LOC117193954|XP_033254500.1|DMIR, LOC117193637|XP_033254273.1|DMIR, LOC108158538|XP_017146434.1|DMIR	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC117193770|XP_033254388.1|DMIR, LOC108160104|XP_017149383.1|DMIR, LOC108152417|XP_017137219.1|DMIR, LOC108152415|XP_033242867.1|DMIR	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC108151429|XP_017135511.1|DMIR	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC108151257|XP_017135262.1|DMIR, LOC108152747|XP_017137790.1|DMIR	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC108155541|XP_017141907.2|DMIR, LOC108155539|XP_017141905.2|DMIR	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC108162572|XP_017152864.1|DMIR, LOC108163394|XP_017154141.1|DMIR	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC108162448|XP_017152681.1|DMIR, LOC108155356|XP_017141608.1|DMIR	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC108155904|XP_017142537.2|DMIR, LOC117187249|XP_033245401.1|DMIR, LOC108164590|XP_017155904.1|DMIR	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC108158858|XP_017147078.1|DMIR	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC117193264|XP_033253894.1|DMIR, LOC108160974|XP_017150763.1|DMIR, LOC108158860|XP_017147080.1|DMIR	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC108154886|XP_017140819.1|DMIR	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC108163613|XP_033249135.1|DMIR, LOC108163612|XP_017154490.1|DMIR	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC108162212|XP_017152318.2|DMIR	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC108163685|XP_033248977.1|DMIR	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC117186430|XP_033243125.1|DMIR	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC108154593|XP_017140395.1|DMIR, LOC108157672|XP_017145323.1|DMIR, LOC108157709|XP_017145367.1|DMIR, LOC108153588|XP_017139157.1|DMIR, LOC108160973|XP_017150759.1|DMIR, LOC117192023|XP_033252633.1|DMIR, LOC117191897|XP_033252543.1|DMIR, LOC108160865|XP_017150616.1|DMIR, LOC108153562|XP_017139126.1|DMIR, LOC117187652|XP_033246181.1|DMIR, LOC117187653|XP_033246182.1|DMIR, LOC108158819|XP_033251631.1|DMIR, LOC108160834|XP_033246773.1|DMIR, LOC108152180|XP_017136802.1|DMIR	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC117188026|XP_033247061.1|DMIR, LOC108160496|XP_017150021.1|DMIR, LOC108160181|XP_017149496.2|DMIR, LOC117188184|XP_033247556.1|DMIR	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC108158287|XP_017146013.1|DMIR, LOC108161695|XP_017151496.1|DMIR, LOC108160916|XP_017150683.2|DMIR, LOC117188317|XP_033247861.1|DMIR	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC108155409|XP_017141694.1|DMIR	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC108157318|XP_017144816.1|DMIR	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC108164695|XP_017156056.1|DMIR	LOC118516399|XP_035918158.1|ASTE
OG0000179	LOC108160501|XP_033247290.1|DMIR	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC108163327|XP_017154046.1|DMIR	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC108156875|XP_017144093.1|DMIR, LOC108154340|XP_017140090.1|DMIR	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC108154745|XP_017140606.1|DMIR	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC108154744|XP_017140605.1|DMIR, LOC108154743|XP_017140604.1|DMIR	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC108150769|XP_017134552.1|DMIR, LOC108153133|XP_017138410.1|DMIR	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC108162233|XP_017152357.2|DMIR, LOC108162234|XP_017152358.1|DMIR	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC108159787|XP_017148841.2|DMIR, LOC108157598|XP_033245510.1|DMIR, LOC108159789|XP_033248233.1|DMIR, LOC117188449|XP_033248232.1|DMIR	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC117194483|XP_033254937.1|DMIR, LOC117194806|XP_033255180.1|DMIR, LOC117194399|XP_033254866.1|DMIR, LOC117194398|XP_033254865.1|DMIR, LOC117187956|XP_033246855.1|DMIR, LOC117188419|XP_033248169.1|DMIR, LOC117194583|XP_033255012.1|DMIR, LOC117194578|XP_033255009.1|DMIR, LOC117191504|XP_033252241.1|DMIR, LOC117194590|XP_033255017.1|DMIR, LOC117194608|XP_033255030.1|DMIR, LOC117194405|XP_033254870.1|DMIR, LOC117194363|XP_033254826.1|DMIR, LOC117191509|XP_033252246.1|DMIR, LOC117194404|XP_033254869.1|DMIR, LOC117194595|XP_033255022.1|DMIR, LOC108161189|XP_033243571.1|DMIR, LOC117194836|XP_033255203.1|DMIR, LOC117190124|XP_033251099.1|DMIR, LOC117194683|XP_033255085.1|DMIR, LOC117191094|XP_033251947.1|DMIR, LOC117194322|XP_033254783.1|DMIR, LOC117194701|XP_033255102.1|DMIR, LOC117194834|XP_033255202.1|DMIR, LOC117188420|XP_033248170.1|DMIR, LOC117194826|XP_033255198.1|DMIR, LOC117194408|XP_033254873.1|DMIR, LOC117190108|XP_033251088.1|DMIR, LOC117187957|XP_033246856.1|DMIR, LOC117190107|XP_033251087.1|DMIR, LOC117194593|XP_033255019.1|DMIR, LOC117194820|XP_033255193.1|DMIR, LOC117194832|XP_033255200.1|DMIR, LOC117190120|XP_033251098.1|DMIR, LOC117187769|XP_033246479.1|DMIR, LOC117195323|XP_033255804.1|DMIR, LOC117188470|XP_033248274.1|DMIR, LOC117188469|XP_033248273.1|DMIR, LOC108160242|XP_017149590.2|DMIR, LOC117187955|XP_033246854.1|DMIR, LOC108157567|XP_033245612.1|DMIR	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC117186935|XP_033244205.1|DMIR, LOC108157404|XP_017144940.1|DMIR, LOC108160674|XP_017150312.1|DMIR	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC108161838|XP_017151689.1|DMIR	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC108157790|XP_033243080.1|DMIR	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC108153242|XP_033242930.1|DMIR	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC108160887|XP_017150644.1|DMIR	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC108159992|XP_017149192.2|DMIR, LOC108159994|XP_033251730.1|DMIR, LOC117190776|XP_033251728.1|DMIR	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC117191420|XP_033252183.1|DMIR, LOC108158656|XP_017146640.1|DMIR	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC108155229|XP_017141405.1|DMIR, LOC108165303|XP_017156826.1|DMIR, LOC108150862|XP_017134653.1|DMIR	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC108163711|XP_033249103.1|DMIR, LOC108152575|XP_017137503.1|DMIR	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
