Orthogroup	DMIR.longest_only	DANA.longest_only
OG0000037	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR	LOC6498848|XP_001955809.2|DANA
OG0000038	LOC108165231|XP_017156759.1|DMIR	LOC6506319|XP_001958116.1|DANA
OG0000038	LOC108151159|XP_017135077.1|DMIR	LOC6492929|XP_032310430.1|DANA
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC6501134|XP_001954615.2|DANA
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC6502398|XP_001967387.3|DANA
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC6504273|XP_001967388.1|DANA
OG0000039	LOC108151414|XP_017135496.1|DMIR	LOC6504271|XP_032308876.1|DANA
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC6503200|XP_032311880.1|DANA
OG0000040	LOC108154697|XP_017140535.2|DMIR	LOC6500947|XP_014766809.1|DANA
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC6501033|XP_001954424.1|DANA
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC6499533|XP_001954425.2|DANA
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	LOC6500946|XP_001954224.1|DANA
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC6500944|XP_001954222.1|DANA
OG0000040	LOC108156483|XP_017143450.1|DMIR	LOC6505623|XP_001964581.1|DANA
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR	LOC6500348|XP_001953017.1|DANA, LOC6500349|XP_001953018.1|DANA, LOC6500350|XP_001953019.1|DANA, LOC6500351|XP_001953020.1|DANA
OG0000041	LOC108154314|XP_017140061.1|DMIR	LOC6500352|XP_001953027.2|DANA
OG0000041	LOC108153890|XP_033244257.1|DMIR	LOC26513865|XP_032307158.1|DANA
OG0000042	LOC108163349|XP_017154082.1|DMIR	LOC26515385|XP_014759495.2|DANA
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR	LOC6495008|XP_001959230.2|DANA
OG0000042	LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR	LOC6495010|XP_001959228.2|DANA
OG0000042	LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC6495011|XP_001959229.1|DANA
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC6495009|XP_001959227.2|DANA
OG0000043	LOC108157690|XP_017145347.1|DMIR	LOC6501040|XP_001954441.3|DANA
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC6499525|XP_001954440.1|DANA
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC6499523|XP_032311279.1|DANA
OG0000043	LOC108155937|XP_017142584.1|DMIR	LOC6501039|XP_001954437.1|DANA
OG0000043	LOC108155939|XP_017142587.1|DMIR	LOC6502673|XP_001954436.1|DANA
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC6500203|XP_032305729.1|DANA
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC6500197|XP_001953036.1|DANA, LOC26515569|XP_014767439.1|DANA
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC6500202|XP_001953032.2|DANA, LOC6500199|XP_001953034.1|DANA, LOC6500198|XP_001953035.1|DANA
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC6499418|XP_001954679.1|DANA
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC6493486|XP_001957849.1|DANA
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC6493484|XP_001957847.1|DANA, LOC6493485|XP_001957848.1|DANA
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC6507632|XP_001956043.1|DANA
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC6507423|XP_032310209.1|DANA
OG0000046	LOC108157664|XP_017145312.1|DMIR	LOC6501716|XP_001955838.3|DANA
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC6503183|XP_001963600.1|DANA, LOC6502915|XP_001963599.1|DANA
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR	LOC6503185|XP_032311857.1|DANA
OG0000046	LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC26514371|XP_014767278.1|DANA, LOC6501525|XP_014767090.2|DANA, LOC6501523|XP_001955420.3|DANA, LOC116654466|XP_032311125.1|DANA, LOC6501526|XP_001955423.1|DANA
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC6496443|XP_001960921.1|DANA
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC6496440|XP_001960917.1|DANA
OG0000047	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC6496543|XP_001961111.1|DANA
OG0000047	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR	LOC6493464|XP_001957813.1|DANA
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC6494029|XP_001961117.1|DANA
OG0000047	LOC108151196|XP_017135155.1|DMIR	LOC6493465|XP_001957814.1|DANA
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC6506814|XP_001957186.1|DANA, LOC6493168|XP_001957188.1|DANA
OG0000048	LOC108151156|XP_017135074.1|DMIR, LOC108151155|XP_017135073.1|DMIR, LOC108151306|XP_017135331.1|DMIR, LOC108151297|XP_017135322.1|DMIR	LOC6506811|XP_001957192.1|DANA
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC6493171|XP_001957195.2|DANA
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC6493169|XP_001957191.1|DANA
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC6500644|XP_001953636.2|DANA
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC6499920|XP_001953633.1|DANA
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC6500645|XP_001953637.1|DANA
OG0000049	LOC108154871|XP_017140799.1|DMIR	LOC6499917|XP_001953639.1|DANA
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC6502640|XP_001953638.1|DANA
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC6499921|XP_001953632.1|DANA
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC6494319|XP_001960538.2|DANA
OG0000050	LOC108165363|XP_017156887.2|DMIR	LOC6502855|XP_001958555.2|DANA
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC6493851|XP_001958559.1|DANA
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC6493850|XP_001958558.2|DANA
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC6502856|XP_032309510.1|DANA
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC6493852|XP_001958560.2|DANA
OG0000050	LOC108165360|XP_017156884.1|DMIR	LOC6502857|XP_001958557.2|DANA
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC6499129|XP_001955245.1|DANA
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC6500659|XP_001953666.2|DANA
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC116654744|XP_032306925.1|DANA, LOC6500518|XP_032306907.1|DANA, LOC6500517|XP_032306874.1|DANA, LOC6500516|XP_014766594.2|DANA
OG0000052	LOC108154354|XP_017140110.1|DMIR	LOC6505124|XP_001964791.1|DANA, LOC6496824|XP_001963326.1|DANA, LOC6498306|XP_001962504.1|DANA, LOC6498305|XP_001962503.1|DANA, LOC6498307|XP_001962505.3|DANA, LOC6499936|XP_001953600.1|DANA
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC6496593|XP_001961216.2|DANA
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC6496594|XP_001961217.1|DANA
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC6495215|XP_001958835.1|DANA
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC6495434|XP_001958836.2|DANA
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC6495214|XP_001958837.1|DANA
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC6495213|XP_001958838.1|DANA
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC6495436|XP_001958842.1|DANA
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC6499283|XP_001954953.1|DANA
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC6499280|XP_032305658.1|DANA, LOC6499281|XP_001954955.1|DANA
OG0000054	LOC108156959|XP_017144226.2|DMIR	LOC6499278|XP_001954958.1|DANA
OG0000054	LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC6499282|XP_032305401.1|DANA, LOC6499279|XP_001954957.1|DANA
OG0000055	LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC6501596|XP_001955554.1|DANA
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC6499765|XP_001953966.1|DANA
OG0000056	LOC108156818|XP_017144002.1|DMIR	LOC6499766|XP_001953965.2|DANA
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC6499767|XP_001953964.1|DANA, LOC6499768|XP_001953963.1|DANA, LOC6499769|XP_001953962.1|DANA
OG0000056	LOC108157011|XP_017144303.2|DMIR	LOC6500303|XP_001952932.1|DANA
OG0000056	LOC108157010|XP_017144301.2|DMIR	LOC6500302|XP_001952931.2|DANA
OG0000058	LOC108162138|XP_017152209.1|DMIR	LOC6493582|XP_001958038.2|DANA
OG0000058	LOC108158257|XP_017145983.1|DMIR	LOC6507265|XP_001956364.1|DANA
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC6497335|XP_001962298.1|DANA
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC6503754|XP_001963803.1|DANA
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC6499242|XP_001955037.1|DANA
OG0000059	LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR	LOC6499240|XP_001955039.1|DANA, LOC6501345|XP_001955040.1|DANA
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC6499241|XP_001955038.1|DANA
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC6499239|XP_001955045.1|DANA
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC6504067|XP_001964111.1|DANA
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC6497905|XP_001961691.1|DANA
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC26514467|XP_032305726.1|DANA
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC6505935|XP_001964647.1|DANA
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC6502151|XP_001966118.1|DANA
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC6496734|XP_001967353.1|DANA
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC6496703|XP_001967348.1|DANA
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC6496732|XP_001967351.1|DANA
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC6504406|XP_001967034.1|DANA
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC6497538|XP_001961881.1|DANA
OG0000062	LOC108163117|XP_017153708.1|DMIR	LOC6504653|XP_001964881.1|DANA
OG0000063	LOC108156463|XP_017143415.1|DMIR	LOC6501263|XP_001954874.3|DANA, LOC6501262|XP_001954873.1|DANA
OG0000063	LOC108156462|XP_017143414.1|DMIR	LOC6501264|XP_001954875.1|DANA
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC6506480|XP_001957794.2|DANA
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC6506483|XP_001957791.1|DANA
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC6506482|XP_001957792.1|DANA, LOC6506481|XP_001957793.1|DANA
OG0000064	LOC108163302|XP_017154003.1|DMIR	LOC6505404|XP_001964880.1|DANA
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC6499838|XP_001953807.1|DANA
OG0000065	LOC108156436|XP_017143382.1|DMIR	LOC6499850|XP_001953772.1|DANA, LOC6499849|XP_001953773.1|DANA, LOC6499852|XP_001953771.2|DANA
OG0000065	LOC108156439|XP_017143386.1|DMIR	LOC6499848|XP_001953774.1|DANA
OG0000065	LOC108154318|XP_017140066.1|DMIR	LOC6499853|XP_001953770.1|DANA
OG0000066	LOC108164297|XP_017155437.1|DMIR	LOC6504003|XP_001963990.1|DANA
OG0000066	LOC108157301|XP_017144791.1|DMIR	LOC6501144|XP_001954630.1|DANA
OG0000066	LOC108154343|XP_017140094.1|DMIR	LOC6498927|XP_001955666.2|DANA
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC6504182|XP_001965172.1|DANA
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC6499276|XP_001954968.1|DANA
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC6504117|XP_001964219.1|DANA
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC6502602|XP_001965886.1|DANA
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC6499795|XP_032305657.1|DANA, LOC6499794|XP_001953901.1|DANA
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC6506620|XP_001957527.1|DANA
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC6495325|XP_001958630.1|DANA
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC6493325|XP_001957528.1|DANA
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC6506201|XP_001958352.1|DANA
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC6506532|XP_001957704.2|DANA
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC6500414|XP_001953168.2|DANA, LOC6507230|XP_001956426.2|DANA, LOC6495108|XP_001959037.2|DANA
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC6504517|XP_032308101.1|DANA
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC6496205|XP_014763669.1|DANA
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC6503961|XP_001965215.1|DANA
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC6503769|XP_001963776.1|DANA
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC6498205|XP_001962291.1|DANA
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC6498204|XP_001962290.1|DANA
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC6507148|XP_001956586.1|DANA
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC6506125|XP_001958498.2|DANA
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC6493818|XP_001958499.2|DANA
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC6493817|XP_001958497.2|DANA
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC6496435|XP_001960911.2|DANA
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC6494126|XP_001960916.1|DANA
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC6496437|XP_001960913.2|DANA
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC6495130|XP_032306843.1|DANA
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC6504831|XP_032309092.1|DANA
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC6501709|XP_014767186.1|DANA
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC6506390|XP_001957961.1|DANA
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC6493409|XP_001957690.2|DANA
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC6506377|XP_001957995.1|DANA
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC6493560|XP_001957997.1|DANA
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC6493559|XP_001957996.1|DANA
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC6506378|XP_001957994.1|DANA
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC6507708|XP_032310567.1|DANA
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC6500532|XP_001953403.2|DANA, LOC6500015|XP_001953401.2|DANA
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC6498742|XP_001967290.3|DANA
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC6498743|XP_001967289.1|DANA
OG0000077	LOC117192706|XP_033253334.1|DMIR	LOC6495454|XP_001958879.1|DANA
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC6500548|XP_001953433.1|DANA
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC6494255|XP_001960658.2|DANA
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC6498930|XP_001955657.2|DANA
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC6496013|XP_001960040.1|DANA
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC6506366|XP_001958015.1|DANA
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC6500459|XP_001953252.2|DANA
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC6504531|XP_014759488.1|DANA
OG0000079	LOC108163362|XP_017154100.1|DMIR, LOC108163231|XP_033248938.1|DMIR, LOC108161560|XP_017151332.1|DMIR	LOC26513925|XP_014762276.1|DANA
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC116654890|XP_032307325.1|DANA, LOC26515455|XP_014762435.1|DANA, LOC6497477|XP_001961997.1|DANA, LOC26514625|XP_014762351.1|DANA
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC6497476|XP_001961998.1|DANA
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC26515084|XP_014764086.1|DANA, LOC116656191|XP_032311532.1|DANA, LOC116656193|XP_032311533.1|DANA, LOC6505843|XP_032311161.1|DANA
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC6492912|XP_001960641.1|DANA
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC6507078|XP_001956706.2|DANA
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC6496417|XP_001960874.1|DANA
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC6501080|XP_032305850.1|DANA, LOC6501083|XP_001954522.1|DANA
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC6499028|XP_001955484.1|DANA, LOC6499027|XP_032311475.1|DANA
OG0000083	LOC108164109|XP_033249545.1|DMIR	LOC6496922|XP_001963135.1|DANA
OG0000083	LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR	LOC6497178|XP_001962608.1|DANA, LOC6497179|XP_001962607.1|DANA, LOC6497181|XP_001962605.1|DANA, LOC6497182|XP_001962604.2|DANA
OG0000083	LOC108164025|XP_017155088.2|DMIR	LOC6497183|XP_001962603.1|DANA
OG0000083	LOC108164026|XP_017155091.1|DMIR	LOC6497180|XP_001962606.1|DANA
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC6498600|XP_014762200.1|DANA
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC6493976|XP_001961222.1|DANA
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC6496169|XP_001960366.1|DANA
OG0000085	LOC108158120|XP_033247942.1|DMIR	LOC6496032|XP_014763616.1|DANA
OG0000085	LOC108158660|XP_017146646.1|DMIR, LOC117191065|XP_033251922.1|DMIR	LOC6496036|XP_001960089.1|DANA
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC6496031|XP_001960084.1|DANA
OG0000086	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR	LOC6495180|XP_001958901.1|DANA
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC6496978|XP_001963012.1|DANA
OG0000087	LOC108162440|XP_017152666.1|DMIR	LOC6497827|XP_032307448.1|DANA
OG0000087	LOC108161407|XP_017151147.1|DMIR	LOC6498545|XP_001963033.1|DANA
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC6496644|XP_001961321.1|DANA
