Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR, LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR, LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR, LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR, LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR, LOC108151196|XP_017135155.1|DMIR	LOC119076406|XP_037039030.1|BCOP, LOC119076447|XP_037039111.1|BCOP
OG0000049	LOC108154036|XP_017139618.1|DMIR, LOC108157281|XP_033246050.1|DMIR	LOC119081689|XP_037046681.1|BCOP
OG0000049	LOC108157283|XP_017144770.1|DMIR, LOC108157278|XP_017144765.2|DMIR, LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR, LOC108154871|XP_017140799.1|DMIR, LOC108154874|XP_017140802.1|DMIR, LOC108157280|XP_017144766.2|DMIR	LOC119075345|XP_037037670.1|BCOP, LOC119085689|XP_037052030.1|BCOP, LOC119071948|XP_037032968.1|BCOP, LOC119082085|XP_037047341.1|BCOP, LOC119078213|XP_037041568.1|BCOP
OG0000051	LOC108157823|XP_017145512.1|DMIR, LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR, LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC119075282|XP_037037564.1|BCOP, LOC119084550|XP_037050461.1|BCOP, LOC119084548|XP_037050456.1|BCOP, LOC119077746|XP_037040925.1|BCOP, LOC119068575|XP_037028116.1|BCOP, LOC119080254|XP_037044399.1|BCOP, LOC119070436|XP_037030675.1|BCOP, LOC119068715|XP_037028299.1|BCOP, LOC119072641|XP_037033787.1|BCOP, LOC119073031|XP_037034245.1|BCOP
OG0000052	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR, LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR, LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC119073702|XP_037035202.1|BCOP
OG0000053	LOC108160591|XP_017150175.2|DMIR, LOC108160590|XP_017150174.1|DMIR, LOC108160459|XP_017149964.1|DMIR	LOC119072494|XP_037033629.1|BCOP
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC119083998|XP_037049705.1|BCOP
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR, LOC108156958|XP_017144225.2|DMIR, LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC119078880|XP_037042497.1|BCOP, LOC119074993|XP_037037290.1|BCOP, LOC119073438|XP_037034817.1|BCOP, LOC119073440|XP_037034823.1|BCOP, LOC119081720|XP_037046756.1|BCOP, LOC119083861|XP_037049555.1|BCOP, LOC119079462|XP_037043284.1|BCOP, LOC119073442|XP_037034826.1|BCOP, LOC119066738|XP_037025254.1|BCOP
OG0000056	LOC108156815|XP_017143999.1|DMIR, LOC108156818|XP_017144002.1|DMIR, LOC108156816|XP_017144001.1|DMIR, LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR	LOC119075842|XP_037038285.1|BCOP, LOC119069079|XP_037028851.1|BCOP, LOC119070819|XP_037031210.1|BCOP, LOC119077330|XP_037040408.1|BCOP, LOC119083576|XP_037049217.1|BCOP, LOC119072255|XP_037033333.1|BCOP, LOC119080728|XP_037045140.1|BCOP, LOC119073796|XP_037035427.1|BCOP, LOC119076770|XP_037039620.1|BCOP, LOC119078571|XP_037042041.1|BCOP, LOC119080735|XP_037045174.1|BCOP, LOC119084316|XP_037050135.1|BCOP
OG0000058	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR, LOC108162139|XP_017152210.1|DMIR, LOC108165551|XP_017157117.1|DMIR	LOC119080858|XP_037045328.1|BCOP
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC119068417|XP_037027881.1|BCOP
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC119069761|XP_037029789.1|BCOP
OG0000064	LOC117186615|XP_033243512.1|DMIR	LOC119072676|XP_037033846.1|BCOP, LOC119084722|XP_037050692.1|BCOP, LOC119081134|XP_037045774.1|BCOP, LOC119085665|XP_037052008.1|BCOP
OG0000067	LOC108156681|XP_017143806.1|DMIR, LOC108150910|XP_017134723.1|DMIR	LOC119084735|XP_037050703.1|BCOP, LOC119072217|XP_037033292.1|BCOP, LOC119085607|XP_037051925.1|BCOP
OG0000067	LOC108160959|XP_017150741.1|DMIR, LOC108150909|XP_017134722.1|DMIR	LOC119085608|XP_037051927.1|BCOP
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC119076438|XP_037039101.1|BCOP
OG0000068	LOC108152679|XP_033242710.1|DMIR, LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR, LOC108163289|XP_017153992.1|DMIR	LOC119084165|XP_037049915.1|BCOP, LOC119072059|XP_037033087.1|BCOP, LOC119067027|XP_037025654.1|BCOP, LOC119070188|XP_037030388.1|BCOP, LOC119079055|XP_037042758.1|BCOP, LOC119072981|XP_037034196.1|BCOP
OG0000070	LOC108161360|XP_017151091.1|DMIR, LOC108164841|XP_017156256.1|DMIR, LOC108161362|XP_017151093.1|DMIR, LOC108161363|XP_017151095.1|DMIR	LOC119071237|XP_037031965.1|BCOP
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC119066621|XP_037025073.1|BCOP, LOC119075170|XP_037037491.1|BCOP
OG0000071	LOC108165608|XP_017157174.1|DMIR, LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR	LOC119077499|XP_037040619.1|BCOP, LOC119080663|XP_037044988.1|BCOP, LOC119072693|XP_037033860.1|BCOP, LOC119072013|XP_037033026.1|BCOP, LOC119071783|XP_037032737.1|BCOP, LOC119082689|XP_037048157.1|BCOP, LOC119071788|XP_037032744.1|BCOP, LOC119066595|XP_037025045.1|BCOP, LOC119082472|XP_037047886.1|BCOP, LOC119079098|XP_037042811.1|BCOP
OG0000073	LOC117189979|XP_033250952.1|DMIR, LOC108159670|XP_017148639.1|DMIR	LOC119072039|XP_037033052.1|BCOP
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC119067527|XP_037026453.1|BCOP
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC119069220|XP_037029092.1|BCOP
OG0000074	LOC108152480|XP_017137342.1|DMIR, LOC108153512|XP_017139057.1|DMIR	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC108153054|XP_017138314.1|DMIR, LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR, LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR, LOC108153055|XP_017138316.1|DMIR	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC119068533|XP_037028044.1|BCOP
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC119066422|XP_037024794.1|BCOP
OG0000077	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR, LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR, LOC108157815|XP_017145503.1|DMIR, LOC108164827|XP_033245184.1|DMIR, LOC108165160|XP_017156716.1|DMIR	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC108163362|XP_017154100.1|DMIR, LOC108163231|XP_033248938.1|DMIR, LOC108161560|XP_017151332.1|DMIR, LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR, LOC108163877|XP_017154880.1|DMIR, LOC108163879|XP_017154881.1|DMIR	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR, LOC108160659|XP_017150285.1|DMIR	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC108160171|XP_017149484.1|DMIR, LOC108156489|XP_017143463.1|DMIR, LOC108154939|XP_017140918.1|DMIR	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC117194445|XP_033254904.1|DMIR, LOC117194667|XP_033255069.1|DMIR, LOC117194617|XP_033255036.1|DMIR, LOC117194856|XP_033255214.1|DMIR, LOC117195097|XP_033255643.1|DMIR, LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR, LOC117194342|XP_033254802.1|DMIR, LOC117194780|XP_033255164.1|DMIR, LOC117194896|XP_033255250.1|DMIR, LOC117191823|XP_033252479.1|DMIR, LOC117194813|XP_033255187.1|DMIR, LOC117191469|XP_033252217.1|DMIR, LOC117194900|XP_033255255.1|DMIR, LOC117194917|XP_033255273.1|DMIR, LOC117194804|XP_033255178.1|DMIR, LOC117191393|XP_033252168.1|DMIR, LOC117191470|XP_033252218.1|DMIR, LOC117194618|XP_033255037.1|DMIR, LOC117194784|XP_033255169.1|DMIR, LOC117194908|XP_033255265.1|DMIR, LOC117190777|XP_033251731.1|DMIR, LOC117194945|XP_033255305.1|DMIR, LOC117194943|XP_033255304.1|DMIR, LOC117194341|XP_033254800.1|DMIR, LOC117194471|XP_033254927.1|DMIR, LOC117194810|XP_033255184.1|DMIR, LOC117194782|XP_033255167.1|DMIR, LOC117194805|XP_033255179.1|DMIR, LOC117191824|XP_033252480.1|DMIR, LOC117194375|XP_033254839.1|DMIR, LOC117191827|XP_033252483.1|DMIR, LOC117194913|XP_033255269.1|DMIR, LOC117190006|XP_033250989.1|DMIR, LOC117194641|XP_033255048.1|DMIR, LOC117194469|XP_033254922.1|DMIR, LOC117192088|XP_033252680.1|DMIR, LOC117194921|XP_033255277.1|DMIR, LOC117191851|XP_033252507.1|DMIR, LOC117194940|XP_033255295.1|DMIR, LOC117194746|XP_033255133.1|DMIR, LOC117194906|XP_033255262.1|DMIR, LOC117194783|XP_033255168.1|DMIR, LOC117194910|XP_033255266.1|DMIR, LOC117194394|XP_033254864.1|DMIR, LOC117194347|XP_033254807.1|DMIR, LOC117194393|XP_033254861.1|DMIR, LOC117194897|XP_033255251.1|DMIR, LOC117191471|XP_033252219.1|DMIR, LOC117194616|XP_033255035.1|DMIR, LOC117194809|XP_033255183.1|DMIR, LOC117194339|XP_033254796.1|DMIR, LOC117194332|XP_033254794.1|DMIR, LOC117194907|XP_033255263.1|DMIR, LOC117191829|XP_033252486.1|DMIR, LOC117191034|XP_033251895.1|DMIR, LOC117191830|XP_033252488.1|DMIR, LOC117191825|XP_033252482.1|DMIR, LOC117194696|XP_033255097.1|DMIR, LOC117194358|XP_033254814.1|DMIR, LOC117194392|XP_033254860.1|DMIR, LOC117194905|XP_033255261.1|DMIR, LOC117194939|XP_033255294.1|DMIR, LOC117194937|XP_033255290.1|DMIR, LOC117194666|XP_033255068.1|DMIR, LOC117194651|XP_033255058.1|DMIR, LOC117194685|XP_033255086.1|DMIR, LOC117194759|XP_033255149.1|DMIR, LOC117194898|XP_033255252.1|DMIR, LOC117194316|XP_033254777.1|DMIR, LOC117194374|XP_033254836.1|DMIR, LOC117194387|XP_033254852.1|DMIR, LOC117194444|XP_033254903.1|DMIR, LOC117194949|XP_033255311.1|DMIR, LOC117194936|XP_033255287.1|DMIR, LOC117194373|XP_033254834.1|DMIR, LOC117194388|XP_033254855.1|DMIR, LOC117185894|XP_033255094.1|DMIR, LOC117194811|XP_033255185.1|DMIR, LOC117194468|XP_033254920.1|DMIR, LOC117194924|XP_033255279.1|DMIR, LOC117194920|XP_033255276.1|DMIR, LOC117192028|XP_033252640.1|DMIR, LOC117194808|XP_033255182.1|DMIR, LOC117194372|XP_033254832.1|DMIR, LOC117194779|XP_033255161.1|DMIR, LOC117191059|XP_033251918.1|DMIR, LOC117194748|XP_033255137.1|DMIR, LOC117194812|XP_033255186.1|DMIR, LOC117194343|XP_033254803.1|DMIR, LOC117194389|XP_033254857.1|DMIR, LOC117194359|XP_033254821.1|DMIR, LOC117194778|XP_033255159.1|DMIR, LOC117194371|XP_033254831.1|DMIR, LOC117190382|XP_033251354.1|DMIR, LOC117194918|XP_033255274.1|DMIR, LOC117194579|XP_033255010.1|DMIR, LOC117194815|XP_033255189.1|DMIR, LOC117194925|XP_033255280.1|DMIR, LOC117194928|XP_033255282.1|DMIR, LOC117191822|XP_033252478.1|DMIR, LOC117194619|XP_033255038.1|DMIR, LOC108159200|XP_033255292.1|DMIR, LOC117194652|XP_033255059.1|DMIR, LOC117194930|XP_033255284.1|DMIR, LOC117194814|XP_033255188.1|DMIR, LOC117194642|XP_033255050.1|DMIR, LOC117194938|XP_033255293.1|DMIR, LOC117194653|XP_033255060.1|DMIR, LOC117194766|XP_033255154.1|DMIR, LOC117194691|XP_033255092.1|DMIR	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC108162440|XP_017152666.1|DMIR, LOC108161407|XP_017151147.1|DMIR	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC108162539|XP_017152811.1|DMIR, LOC108154400|XP_017140155.1|DMIR, LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR, LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC108158810|XP_017146987.1|DMIR, LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR, LOC108153204|XP_017138513.1|DMIR, LOC108165393|XP_017156920.1|DMIR	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC108162520|XP_017152790.1|DMIR, LOC108156561|XP_017143573.1|DMIR, LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC108154687|XP_017140524.1|DMIR, LOC108157456|XP_017145017.1|DMIR, LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC108162786|XP_017153175.1|DMIR	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC117192257|XP_033252810.1|DMIR, LOC117187821|XP_033246573.1|DMIR, LOC108159687|XP_017148682.2|DMIR	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC108164116|XP_017155201.1|DMIR, LOC108154064|XP_017139644.1|DMIR, LOC108154062|XP_033244193.1|DMIR, LOC108158545|XP_017146446.1|DMIR	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC108152816|XP_017137892.1|DMIR, LOC108153924|XP_017139508.1|DMIR	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC108156075|XP_017142850.1|DMIR, LOC108156077|XP_017142852.1|DMIR, LOC108156414|XP_017143351.1|DMIR, LOC108163796|XP_017154775.1|DMIR	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC108155152|XP_017141305.1|DMIR, LOC108155138|XP_017141293.2|DMIR	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC108165233|XP_033242797.1|DMIR, LOC108152627|XP_017137590.1|DMIR, LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR, LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC108153245|XP_017138576.1|DMIR	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC108163569|XP_017154425.1|DMIR, LOC108153719|XP_017139336.1|DMIR	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC108154606|XP_017140412.2|DMIR, LOC108153878|XP_033245780.1|DMIR, LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC108165577|XP_017157139.1|DMIR, LOC108165536|XP_017157099.1|DMIR, LOC108153747|XP_017139366.1|DMIR, LOC108153676|XP_017139281.1|DMIR	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC108161198|XP_017150908.1|DMIR, LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC108162627|XP_017152939.2|DMIR, LOC108162628|XP_017152940.2|DMIR, LOC108161119|XP_033248742.1|DMIR	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC108162472|XP_017152711.1|DMIR, LOC108165023|XP_017156548.1|DMIR	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC108156728|XP_017143872.1|DMIR, LOC108154494|XP_017140284.1|DMIR, LOC108154395|XP_017140149.1|DMIR	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC108164784|XP_017156196.1|DMIR	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC108161700|XP_017151502.1|DMIR, LOC108164727|XP_017156108.1|DMIR, LOC108158443|XP_017146214.1|DMIR, LOC108163637|XP_017154537.1|DMIR	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR, LOC108157055|XP_017144373.1|DMIR, LOC108157056|XP_033245914.1|DMIR	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC108157049|XP_017144355.1|DMIR	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC108156792|XP_017143958.1|DMIR	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC108163762|XP_017154724.1|DMIR, LOC108163331|XP_017154055.1|DMIR	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC108157811|XP_017145497.1|DMIR, LOC108154327|XP_017140076.1|DMIR, LOC108157782|XP_017145460.1|DMIR, LOC108157767|XP_017145439.1|DMIR	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC108154788|XP_017140666.1|DMIR, LOC108153744|XP_017139362.1|DMIR, LOC108162038|XP_017152050.2|DMIR, LOC108154778|XP_033246692.1|DMIR	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC108156674|XP_017143786.1|DMIR	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC108161809|XP_017151658.1|DMIR, LOC108156801|XP_017143973.1|DMIR	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000133	LOC117186581|XP_033243434.1|DMIR	LOC119073052|XP_037034257.1|BCOP, LOC119075717|XP_037038141.1|BCOP, LOC119069033|XP_037028797.1|BCOP
OG0000134	LOC108154929|XP_033244994.1|DMIR	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC108163575|XP_017154431.1|DMIR	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC108152098|XP_017136638.1|DMIR, LOC108156126|XP_017142929.1|DMIR	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC108152216|XP_017136881.1|DMIR	LOC119075970|XP_037038454.1|BCOP
OG0000138	LOC108155021|XP_017141065.1|DMIR, LOC108155020|XP_017141060.1|DMIR, LOC108155018|XP_017141059.1|DMIR, LOC108155017|XP_017141058.1|DMIR	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC108157051|XP_017144359.1|DMIR, LOC108158358|XP_033248266.1|DMIR, LOC117192427|XP_033252990.1|DMIR	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC108151105|XP_017134992.1|DMIR, LOC108151108|XP_017134997.1|DMIR	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC108156058|XP_017142830.1|DMIR	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC108156055|XP_017142820.1|DMIR	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC108159083|XP_017147530.1|DMIR	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC117185781|XP_033243143.1|DMIR	LOC119079862|XP_037043834.1|BCOP
