Orthogroup	DMIR.longest_only	DNOV.longest_only
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR, LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR, LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC115761613|XP_030559276.1|DNOV, LOC115766969|XP_030566923.1|DNOV, LOC115760708|XP_030558036.1|DNOV, LOC115760858|XP_030558271.1|DNOV, LOC115760707|XP_030558035.1|DNOV, LOC115771107|XP_030572527.1|DNOV, LOC115760710|XP_030558038.1|DNOV, LOC115760709|XP_030558037.1|DNOV, LOC115760926|XP_030558361.1|DNOV, LOC115760860|XP_030558274.1|DNOV
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC115770548|XP_030571710.1|DNOV
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC115770561|XP_030571734.1|DNOV
OG0000043	LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR	LOC115770570|XP_030571745.1|DNOV
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC115770712|XP_030571969.1|DNOV
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC115770724|XP_030571983.1|DNOV, LOC115770670|XP_030571898.1|DNOV
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC115766148|XP_030565844.1|DNOV
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC115771022|XP_030572403.1|DNOV
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC115771240|XP_030572702.1|DNOV
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC115771239|XP_030572701.1|DNOV
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC115771237|XP_030572698.1|DNOV
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC115768148|XP_030568502.1|DNOV
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC115771633|XP_030573292.1|DNOV, LOC115771634|XP_030573293.1|DNOV, LOC115768146|XP_030568501.1|DNOV
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC115760745|XP_030558082.1|DNOV
OG0000047	LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC115757956|XP_030554291.1|DNOV
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC115757840|XP_030554132.1|DNOV
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC115762856|XP_030561091.1|DNOV
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC115762847|XP_030561083.1|DNOV
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC115762857|XP_030561093.1|DNOV
OG0000049	LOC108154036|XP_017139618.1|DMIR, LOC108157281|XP_033246050.1|DMIR	LOC115761458|XP_030559085.1|DNOV
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC115761547|XP_030559189.1|DNOV
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC115761542|XP_030559185.1|DNOV
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC115761399|XP_030559017.1|DNOV
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC115761457|XP_030559084.1|DNOV
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC115761552|XP_030559195.1|DNOV
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC115758280|XP_030554702.1|DNOV
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC115770327|XP_030571425.1|DNOV
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC115770328|XP_030571426.1|DNOV
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC115770326|XP_030571424.1|DNOV
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC115770322|XP_030571419.1|DNOV
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC115763752|XP_030562324.1|DNOV
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC115761373|XP_030558983.1|DNOV
OG0000052	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR	LOC115763778|XP_030562359.1|DNOV, LOC115763892|XP_030562530.1|DNOV, LOC115763891|XP_030562528.1|DNOV, LOC115763777|XP_030562358.1|DNOV
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC115771518|XP_030573117.1|DNOV
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC115771510|XP_030573105.1|DNOV
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC115771927|XP_030573689.1|DNOV
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC115771866|XP_030573609.1|DNOV
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC115771921|XP_030573679.1|DNOV
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC115771855|XP_030573599.1|DNOV
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC115771936|XP_030573699.1|DNOV
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC115766043|XP_030565674.1|DNOV
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC115770765|XP_030572036.1|DNOV
OG0000054	LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC115766097|XP_030565772.1|DNOV
OG0000055	LOC108155900|XP_017142531.1|DMIR, LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC115761443|XP_030559069.1|DNOV, LOC115761430|XP_030559056.1|DNOV, LOC115761433|XP_030559059.1|DNOV, LOC115761408|XP_030559028.1|DNOV
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC115764820|XP_030563929.1|DNOV
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC115764821|XP_030563930.1|DNOV
OG0000058	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR	LOC115758934|XP_030555595.1|DNOV
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC115758936|XP_030555597.1|DNOV, LOC115758933|XP_030555594.1|DNOV, LOC115758935|XP_030555596.1|DNOV
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC115766835|XP_030566732.1|DNOV
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC115764095|XP_030562808.1|DNOV
OG0000059	LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR	LOC115764107|XP_030562822.1|DNOV
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC115764042|XP_030562742.1|DNOV
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC115764028|XP_030562719.1|DNOV, LOC115764210|XP_030562960.1|DNOV, LOC115764024|XP_030562715.1|DNOV
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC115768521|XP_030568971.1|DNOV
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC115760275|XP_030557406.1|DNOV
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC115767943|XP_030568181.1|DNOV
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC115765029|XP_030564252.1|DNOV
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC115767352|XP_030567464.1|DNOV
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC115763134|XP_030561437.1|DNOV
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC115763110|XP_030561414.1|DNOV, LOC115763055|XP_030561340.1|DNOV
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC115763160|XP_030561472.1|DNOV
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC115763156|XP_030561467.1|DNOV
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC115766456|XP_030566248.1|DNOV
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC115763354|XP_030561739.1|DNOV
OG0000063	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR	LOC115770680|XP_030571925.1|DNOV, LOC115770681|XP_030571926.1|DNOV
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC115770341|XP_030571439.1|DNOV
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC115770262|XP_030571339.1|DNOV
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC115770409|XP_030571530.1|DNOV, LOC115770342|XP_030571440.1|DNOV
OG0000064	LOC108161739|XP_017151552.1|DMIR	LOC115758842|XP_030555482.1|DNOV
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC115771835|XP_030573576.1|DNOV
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR	LOC115759592|XP_030556422.1|DNOV, LOC115759591|XP_030556420.1|DNOV, LOC115759590|XP_030556419.1|DNOV, LOC115759594|XP_030556423.1|DNOV, LOC115772094|XP_030573915.1|DNOV, LOC115763851|XP_030562484.1|DNOV, LOC115767459|XP_030567624.1|DNOV, LOC115767413|XP_030567549.1|DNOV
OG0000066	LOC108157301|XP_017144791.1|DMIR, LOC108154343|XP_017140094.1|DMIR	LOC115769505|XP_030570196.1|DNOV, LOC115767618|XP_030567778.1|DNOV
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC115759113|XP_030555815.1|DNOV
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC115766084|XP_030565752.1|DNOV
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC115765364|XP_030564745.1|DNOV
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC115768347|XP_030568771.1|DNOV
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC115761742|XP_030559494.1|DNOV
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC115769783|XP_030570610.1|DNOV
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC115762160|XP_030560137.1|DNOV
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC115769836|XP_030570670.1|DNOV
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC115770913|XP_030572222.1|DNOV
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC115766532|XP_030566358.1|DNOV
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC115765365|XP_030564748.1|DNOV
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC115764506|XP_030563456.1|DNOV
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC115758973|XP_030555636.1|DNOV
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC115765204|XP_030564504.1|DNOV
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC115759073|XP_030555762.1|DNOV
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC115758728|XP_030555341.1|DNOV
OG0000071	LOC117186448|XP_033243164.1|DMIR	LOC115767110|XP_030567126.1|DNOV
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC115771374|XP_030572918.1|DNOV
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC115771373|XP_030572916.1|DNOV
OG0000071	LOC108153450|XP_017138959.1|DMIR	LOC115771375|XP_030572919.1|DNOV
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC115762189|XP_030560172.1|DNOV
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC115760700|XP_030558025.1|DNOV
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC115760737|XP_030558073.1|DNOV
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC115757880|XP_030554180.1|DNOV
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC115764211|XP_030562961.1|DNOV
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC115767646|XP_030567793.1|DNOV, LOC115767642|XP_030567789.1|DNOV
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC115771062|XP_030572474.1|DNOV
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC115770432|XP_030571562.1|DNOV
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC115770426|XP_030571554.1|DNOV
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC115770110|XP_030571087.1|DNOV
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC115770275|XP_030571359.1|DNOV, LOC115770445|XP_030571581.1|DNOV
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC115766967|XP_030566920.1|DNOV
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC115763785|XP_030562365.1|DNOV, LOC115763786|XP_030562373.1|DNOV
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC115766325|XP_030566076.1|DNOV
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC115765287|XP_030564637.1|DNOV
OG0000077	LOC117192706|XP_033253334.1|DMIR	LOC115765531|XP_030565013.1|DNOV
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC115761940|XP_030559834.1|DNOV
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC115757826|XP_030554110.1|DNOV
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC115759443|XP_030556224.1|DNOV
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC115767483|XP_030567650.1|DNOV, LOC115767481|XP_030567645.1|DNOV, LOC115767473|XP_030567638.1|DNOV
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC115770100|XP_030571073.1|DNOV
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC115761731|XP_030559475.1|DNOV
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC115764426|XP_030563287.1|DNOV
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC115767246|XP_030567310.1|DNOV
OG0000079	LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR	LOC115760029|XP_030557056.1|DNOV
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC115759928|XP_030556925.1|DNOV
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC115760195|XP_030557285.1|DNOV
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC115762483|XP_030560581.1|DNOV
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC115766550|XP_030566385.1|DNOV
OG0000081	LOC108153681|XP_017139286.1|DMIR	LOC115769469|XP_030570143.1|DNOV
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC115760531|XP_030557814.1|DNOV
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC115771876|XP_030573620.1|DNOV
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC115764022|XP_030562714.1|DNOV
OG0000083	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR	LOC115771570|XP_030573183.1|DNOV
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC115763288|XP_030561633.1|DNOV
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC115759698|XP_030556562.1|DNOV
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC115760890|XP_030558315.1|DNOV
OG0000085	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR	LOC115764646|XP_030563684.1|DNOV
OG0000086	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR	LOC115761105|XP_030558592.1|DNOV, LOC115761104|XP_030558591.1|DNOV
OG0000087	LOC108161399|XP_017151137.1|DMIR	LOC115759965|XP_030556974.1|DNOV
OG0000087	LOC108162440|XP_017152666.1|DMIR	LOC115763574|XP_030562052.1|DNOV
OG0000087	LOC108161407|XP_017151147.1|DMIR	LOC115763556|XP_030562035.1|DNOV
OG0000088	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR	LOC115758292|XP_030554718.1|DNOV
OG0000088	LOC108162539|XP_017152811.1|DMIR	LOC115758633|XP_030555227.1|DNOV
OG0000088	LOC108154400|XP_017140155.1|DMIR	LOC115766362|XP_030566125.1|DNOV
OG0000088	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR	LOC115769943|XP_030570850.1|DNOV
OG0000088	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR	LOC115766373|XP_030566137.1|DNOV
OG0000089	LOC108155180|XP_017141339.1|DMIR	LOC115759581|XP_030556409.1|DNOV
OG0000089	LOC108152982|XP_017138197.1|DMIR	LOC115769774|XP_030570599.1|DNOV
OG0000090	LOC108158810|XP_017146987.1|DMIR	LOC115758299|XP_030554725.1|DNOV
OG0000090	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR	LOC115758298|XP_030554724.1|DNOV
OG0000090	LOC108153204|XP_017138513.1|DMIR	LOC115765820|XP_030565404.1|DNOV
OG0000090	LOC108165393|XP_017156920.1|DMIR	LOC115769503|XP_030570188.1|DNOV
OG0000091	LOC108154728|XP_033244852.1|DMIR	LOC115757670|XP_030553848.1|DNOV
OG0000091	LOC108162520|XP_017152790.1|DMIR	LOC115759049|XP_030555733.1|DNOV
OG0000091	LOC108156561|XP_017143573.1|DMIR	LOC115761273|XP_030558848.1|DNOV
OG0000091	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR	LOC115761272|XP_030558847.1|DNOV
OG0000092	LOC108154687|XP_017140524.1|DMIR	LOC115766069|XP_030565732.1|DNOV
OG0000092	LOC108157456|XP_017145017.1|DMIR	LOC115766167|XP_030565870.1|DNOV
OG0000092	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR	LOC115766082|XP_030565748.1|DNOV
OG0000093	LOC108162786|XP_017153175.1|DMIR	LOC115758323|XP_030554750.1|DNOV
OG0000093	LOC108158545|XP_017146446.1|DMIR	LOC115767804|XP_030567996.1|DNOV
OG0000094	LOC108152816|XP_017137892.1|DMIR	LOC115770336|XP_030571434.1|DNOV
OG0000094	LOC108153924|XP_017139508.1|DMIR	LOC115759953|XP_030556956.1|DNOV, LOC115759952|XP_030556955.1|DNOV
OG0000096	LOC108156075|XP_017142850.1|DMIR	LOC115761336|XP_030558933.1|DNOV
OG0000096	LOC108156077|XP_017142852.1|DMIR	LOC115761351|XP_030558956.1|DNOV
OG0000096	LOC108156414|XP_017143351.1|DMIR	LOC115761323|XP_030558916.1|DNOV
OG0000096	LOC108163796|XP_017154775.1|DMIR	LOC115759222|XP_030555977.1|DNOV
OG0000098	LOC108154822|XP_017140713.1|DMIR	LOC115763976|XP_030562641.1|DNOV
OG0000099	LOC108155152|XP_017141305.1|DMIR	LOC115758025|XP_030554389.1|DNOV
OG0000099	LOC108164818|XP_017156227.1|DMIR	LOC115768874|XP_030569441.1|DNOV
OG0000100	LOC117188288|XP_033247762.1|DMIR, LOC117185793|XP_033254319.1|DMIR	LOC115758695|XP_030555303.1|DNOV
OG0000100	LOC108155805|XP_017142375.1|DMIR	LOC115759484|XP_030556280.1|DNOV
OG0000100	LOC108155492|XP_017141806.1|DMIR	LOC115764748|XP_030563827.1|DNOV
OG0000100	LOC108155491|XP_017141804.1|DMIR	LOC115764746|XP_030563824.1|DNOV
OG0000100	LOC108154388|XP_017140140.1|DMIR	LOC115764705|XP_030563763.1|DNOV
OG0000101	LOC108165233|XP_033242797.1|DMIR	LOC115769895|XP_030570771.1|DNOV
OG0000101	LOC108152627|XP_017137590.1|DMIR	LOC115769861|XP_030570719.1|DNOV
OG0000101	LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR	LOC115769416|XP_030570083.1|DNOV
OG0000102	LOC108160538|XP_017150092.1|DMIR	LOC115764983|XP_030564174.1|DNOV
OG0000102	LOC108160481|XP_017149990.1|DMIR	LOC115760629|XP_030557940.1|DNOV
OG0000103	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR	LOC115771233|XP_030572694.1|DNOV, LOC115771230|XP_030572692.1|DNOV
OG0000103	LOC108152404|XP_017137196.1|DMIR	LOC115771232|XP_030572693.1|DNOV
OG0000103	LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR	LOC115762233|XP_030560233.1|DNOV
OG0000104	LOC108153245|XP_017138576.1|DMIR	LOC115762610|XP_030560765.1|DNOV
OG0000104	LOC108163569|XP_017154425.1|DMIR	LOC115763001|XP_030561251.1|DNOV
OG0000104	LOC108153719|XP_017139336.1|DMIR	LOC115762611|XP_030560767.1|DNOV
OG0000105	LOC108154606|XP_017140412.2|DMIR	LOC115763410|XP_030561820.1|DNOV
OG0000105	LOC108153878|XP_033245780.1|DMIR	LOC115766038|XP_030565668.1|DNOV
OG0000105	LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR	LOC115766116|XP_030565797.1|DNOV
OG0000107	LOC108157967|XP_017145602.1|DMIR, LOC108161182|XP_017150891.2|DMIR, LOC108157966|XP_017145601.1|DMIR	LOC115762473|XP_030560555.1|DNOV, LOC115766524|XP_030566351.1|DNOV, LOC115766525|XP_030566352.1|DNOV, LOC115766523|XP_030566350.1|DNOV
OG0000109	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR, LOC108154865|XP_017140783.1|DMIR	LOC115758411|XP_030554919.1|DNOV
OG0000109	LOC108164043|XP_017155110.2|DMIR	LOC115759000|XP_030555661.1|DNOV
OG0000110	LOC108165577|XP_017157139.1|DMIR	LOC115771207|XP_030572667.1|DNOV
OG0000110	LOC108165536|XP_017157099.1|DMIR	LOC115771206|XP_030572666.1|DNOV, LOC115771081|XP_030572492.1|DNOV
OG0000110	LOC108153747|XP_017139366.1|DMIR	LOC115771102|XP_030572522.1|DNOV
OG0000110	LOC108153676|XP_017139281.1|DMIR	LOC115771159|XP_030572591.1|DNOV
OG0000111	LOC108160984|XP_017150776.1|DMIR	LOC115767450|XP_030567608.1|DNOV
OG0000111	LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR	LOC115767471|XP_030567636.1|DNOV, LOC115766597|XP_030566444.1|DNOV
OG0000112	LOC108164775|XP_017156184.1|DMIR	LOC115766378|XP_030566142.1|DNOV
OG0000112	LOC108165219|XP_017156755.1|DMIR	LOC115766361|XP_030566121.1|DNOV, LOC115764351|XP_030563169.1|DNOV, LOC115764305|XP_030563103.1|DNOV
OG0000113	LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR	LOC115768345|XP_030568769.1|DNOV, LOC115766418|XP_030566199.1|DNOV
OG0000114	LOC108162506|XP_017152771.1|DMIR	LOC115759690|XP_030556543.1|DNOV
