Orthogroup	DMIR.longest_only	DBIA.longest_only
OG0000034	LOC117185901|XP_033249912.1|DMIR, LOC108162133|XP_017152203.1|DMIR, LOC108162132|XP_017152201.1|DMIR	LOC108033284|XP_016963038.1|DBIA, LOC108023439|XP_016948422.1|DBIA, LOC108023578|XP_016948665.1|DBIA, LOC108023415|XP_016948374.1|DBIA
OG0000034	LOC108162131|XP_017152200.1|DMIR	LOC108036755|XP_016968570.1|DBIA
OG0000036	LOC108157733|XP_017145397.1|DMIR	LOC108027411|XP_016954339.1|DBIA
OG0000036	LOC117187198|XP_033245230.1|DMIR	LOC108026449|XP_016952877.1|DBIA
OG0000036	LOC108157106|XP_017144468.1|DMIR	LOC108024985|XP_016950728.1|DBIA
OG0000036	LOC108155635|XP_017142061.1|DMIR	LOC108024657|XP_016950207.1|DBIA
OG0000037	LOC108160263|XP_017149626.1|DMIR	LOC108029865|XP_016957843.1|DBIA
OG0000037	LOC117195094|XP_033255640.1|DMIR, LOC117191092|XP_033251946.1|DMIR, LOC117194615|XP_033255034.1|DMIR, LOC117194588|XP_033255015.1|DMIR, LOC117194655|XP_033255061.1|DMIR, LOC117190599|XP_033251536.1|DMIR, LOC117194833|XP_033255201.1|DMIR, LOC117191511|XP_033252248.1|DMIR, LOC117191510|XP_033252247.1|DMIR, LOC117194839|XP_033255205.1|DMIR, LOC117191523|XP_033252256.1|DMIR, LOC117190815|XP_033251747.1|DMIR, LOC117194824|XP_033255196.1|DMIR, LOC117194825|XP_033255197.1|DMIR, LOC117195091|XP_033255638.1|DMIR, LOC117194549|XP_033254988.1|DMIR, LOC117194837|XP_033255204.1|DMIR, LOC117194807|XP_033255181.1|DMIR, LOC117194573|XP_033255006.1|DMIR, LOC117194587|XP_033255014.1|DMIR, LOC117194750|XP_033255142.1|DMIR, LOC117194591|XP_033255018.1|DMIR, LOC117194574|XP_033255007.1|DMIR, LOC117195092|XP_033255639.1|DMIR, LOC117194597|XP_033255024.1|DMIR, LOC117195100|XP_033255645.1|DMIR, LOC117194819|XP_033255192.1|DMIR, LOC117194975|XP_033255339.1|DMIR, LOC108153987|XP_033244827.1|DMIR, LOC117194660|XP_033255064.1|DMIR, LOC117194818|XP_033255191.1|DMIR, LOC117194604|XP_033255027.1|DMIR, LOC117194596|XP_033255023.1|DMIR, LOC117194601|XP_033255025.1|DMIR, LOC117195095|XP_033255641.1|DMIR, LOC117194843|XP_033255207.1|DMIR, LOC117191506|XP_033252242.1|DMIR, LOC117194661|XP_033255065.1|DMIR, LOC117194657|XP_033255062.1|DMIR, LOC117190601|XP_033251538.1|DMIR, LOC117194841|XP_033255206.1|DMIR, LOC117191508|XP_033252244.1|DMIR, LOC117194658|XP_033255063.1|DMIR, LOC117194702|XP_033255103.1|DMIR, LOC117194796|XP_033255174.1|DMIR, LOC117190600|XP_033251537.1|DMIR, LOC117194589|XP_033255016.1|DMIR, LOC117194409|XP_033254874.1|DMIR, LOC117194829|XP_033255199.1|DMIR, LOC117194605|XP_033255028.1|DMIR, LOC117194822|XP_033255195.1|DMIR, LOC117194333|XP_033254795.1|DMIR, LOC117194609|XP_033255031.1|DMIR, LOC117194407|XP_033254872.1|DMIR, LOC117195096|XP_033255642.1|DMIR, LOC117194649|XP_033255056.1|DMIR, LOC117190597|XP_033251535.1|DMIR, LOC117194650|XP_033255057.1|DMIR, LOC117190125|XP_033251100.1|DMIR, LOC108156646|XP_017143737.2|DMIR, LOC117190111|XP_033251090.1|DMIR, LOC117194816|XP_033255190.1|DMIR, LOC117194767|XP_033255155.1|DMIR, LOC117194745|XP_033255132.1|DMIR, LOC117194463|XP_033254917.1|DMIR, LOC117190114|XP_033251091.1|DMIR, LOC117194862|XP_033255219.1|DMIR, LOC117194858|XP_033255216.1|DMIR, LOC117194857|XP_033255215.1|DMIR, LOC117194328|XP_033254789.1|DMIR, LOC108156982|XP_017144263.2|DMIR, LOC117194327|XP_033254788.1|DMIR, LOC117194594|XP_033255020.1|DMIR, LOC117194845|XP_033255209.1|DMIR	LOC108032009|XP_016961298.1|DBIA, LOC108030957|XP_016959646.1|DBIA, LOC108032010|XP_016961299.1|DBIA
OG0000038	LOC108165231|XP_017156759.1|DMIR	LOC108030746|XP_016959281.1|DBIA
OG0000038	LOC108151159|XP_017135077.1|DMIR	LOC108030931|XP_016959614.1|DBIA
OG0000039	LOC108153891|XP_033244233.1|DMIR	LOC108027177|XP_016953954.1|DBIA
OG0000039	LOC108165184|XP_017156747.1|DMIR	LOC108025609|XP_016951633.1|DBIA
OG0000039	LOC108165291|XP_017156818.1|DMIR	LOC108025634|XP_016951658.1|DBIA
OG0000039	LOC108160708|XP_017150372.1|DMIR	LOC108025590|XP_016951608.1|DBIA
OG0000040	LOC108154697|XP_017140535.2|DMIR	LOC108025546|XP_016951565.1|DBIA
OG0000040	LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR	LOC108024820|XP_016950438.1|DBIA
OG0000040	LOC108154216|XP_017139931.1|DMIR	LOC108024821|XP_016950440.1|DBIA
OG0000040	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR	LOC108025434|XP_016951413.1|DBIA
OG0000040	LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR	LOC108025431|XP_016951408.1|DBIA, LOC108025433|XP_016951410.1|DBIA
OG0000040	LOC108154965|XP_017140968.1|DMIR	LOC108025485|XP_016951488.1|DBIA
OG0000040	LOC108156483|XP_017143450.1|DMIR	LOC108023851|XP_016948987.1|DBIA
OG0000041	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR	LOC108026015|XP_016952195.1|DBIA, LOC108026081|XP_016952269.1|DBIA, LOC108026380|XP_016952789.1|DBIA, LOC108026109|XP_016952297.1|DBIA
OG0000041	LOC108154314|XP_017140061.1|DMIR	LOC108026021|XP_016952202.1|DBIA
OG0000041	LOC108153890|XP_033244257.1|DMIR	LOC108026443|XP_016952869.1|DBIA, LOC108026441|XP_016952867.1|DBIA
OG0000042	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR	LOC108029979|XP_016957976.1|DBIA
OG0000042	LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR	LOC108029981|XP_016957978.1|DBIA
OG0000042	LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR	LOC108029869|XP_016957848.1|DBIA, LOC108029870|XP_016957849.1|DBIA, LOC108029978|XP_016957975.1|DBIA, LOC108029980|XP_016957977.1|DBIA
OG0000042	LOC117193046|XP_033253673.1|DMIR, LOC108158642|XP_017146614.1|DMIR	LOC108029982|XP_016957980.1|DBIA
OG0000043	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR	LOC108024814|XP_016950428.1|DBIA
OG0000043	LOC108157770|XP_017145444.1|DMIR	LOC108024406|XP_016949807.1|DBIA
OG0000043	LOC108157677|XP_017145331.1|DMIR	LOC108024792|XP_016950400.1|DBIA, LOC108026909|XP_016953607.1|DBIA
OG0000043	LOC108155937|XP_017142584.1|DMIR	LOC108024319|XP_016949710.1|DBIA, LOC108024782|XP_016950387.1|DBIA, LOC108025302|XP_016951186.1|DBIA
OG0000043	LOC108155939|XP_017142587.1|DMIR	LOC108024783|XP_016950388.1|DBIA
OG0000044	LOC108157774|XP_017145449.1|DMIR	LOC108026455|XP_016952884.1|DBIA
OG0000044	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR	LOC108026365|XP_016952771.1|DBIA, LOC108026364|XP_016952769.1|DBIA
OG0000044	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR	LOC108026002|XP_016952181.1|DBIA, LOC108025998|XP_016952177.1|DBIA, LOC108026469|XP_016952901.1|DBIA
OG0000044	LOC108155225|XP_017141401.1|DMIR	LOC108025049|XP_016950795.1|DBIA
OG0000045	LOC108152824|XP_017137906.1|DMIR	LOC108028610|XP_016956020.1|DBIA
OG0000045	LOC108165537|XP_017157100.1|DMIR	LOC108034658|XP_016965085.1|DBIA, LOC108034642|XP_016965069.1|DBIA
OG0000045	LOC108150882|XP_017134679.1|DMIR	LOC108028181|XP_016955331.1|DBIA
OG0000045	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR	LOC108028143|XP_016955289.1|DBIA
OG0000046	LOC108157664|XP_017145312.1|DMIR	LOC108027349|XP_016954257.1|DBIA
OG0000046	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR	LOC108024100|XP_016949365.1|DBIA, LOC108024103|XP_016949370.1|DBIA
OG0000046	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR	LOC108024088|XP_016949352.1|DBIA
OG0000046	LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR	LOC108024336|XP_016949726.1|DBIA, LOC108024337|XP_016949728.1|DBIA, LOC108024872|XP_016950506.1|DBIA, LOC108024879|XP_016950512.1|DBIA, LOC108029852|XP_016957830.1|DBIA
OG0000047	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR	LOC108036240|XP_016967738.1|DBIA
OG0000047	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR	LOC108036255|XP_016967753.1|DBIA
OG0000047	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR	LOC108029392|XP_016957110.1|DBIA
OG0000047	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR	LOC108035707|XP_016966919.1|DBIA
OG0000047	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR	LOC108029377|XP_016957093.1|DBIA
OG0000047	LOC108151196|XP_017135155.1|DMIR	LOC108034788|XP_016965261.1|DBIA
OG0000048	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR	LOC108034662|XP_016965090.1|DBIA, LOC108034416|XP_016964788.1|DBIA
OG0000048	LOC108151294|XP_017135319.1|DMIR	LOC108035016|XP_016965849.1|DBIA
OG0000048	LOC108151307|XP_017135332.1|DMIR	LOC108035019|XP_016965851.1|DBIA
OG0000049	LOC108157283|XP_017144770.1|DMIR	LOC108024404|XP_016949805.1|DBIA
OG0000049	LOC108157278|XP_017144765.2|DMIR	LOC108024363|XP_016949755.1|DBIA
OG0000049	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR	LOC108024349|XP_016949740.1|DBIA
OG0000049	LOC108154871|XP_017140799.1|DMIR	LOC108024839|XP_016950464.1|DBIA
OG0000049	LOC108154874|XP_017140802.1|DMIR	LOC108024840|XP_016950465.1|DBIA
OG0000049	LOC108157280|XP_017144766.2|DMIR	LOC108024876|XP_016950510.1|DBIA
OG0000050	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR	LOC108029844|XP_016957821.1|DBIA
OG0000050	LOC108165363|XP_017156887.2|DMIR	LOC108030726|XP_016959257.1|DBIA
OG0000050	LOC108165358|XP_017156881.1|DMIR	LOC108030785|XP_016959326.1|DBIA
OG0000050	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR	LOC108030724|XP_016959254.1|DBIA
OG0000050	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR	LOC108030784|XP_016959325.1|DBIA
OG0000050	LOC108165357|XP_017156880.1|DMIR	LOC108030723|XP_016959253.1|DBIA
OG0000050	LOC108165360|XP_017156884.1|DMIR	LOC108030725|XP_016959255.1|DBIA
OG0000051	LOC108157823|XP_017145512.1|DMIR	LOC108031259|XP_016959986.1|DBIA
OG0000051	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR	LOC108031167|XP_016959876.1|DBIA
OG0000051	LOC108154345|XP_017140100.1|DMIR, LOC108157724|XP_017145383.1|DMIR	LOC108031055|XP_016959745.1|DBIA, LOC108031066|XP_016959760.1|DBIA
OG0000052	LOC108154307|XP_017140052.1|DMIR	LOC108031139|XP_016959843.1|DBIA, LOC108024786|XP_016950390.1|DBIA
OG0000052	LOC108154354|XP_017140110.1|DMIR	LOC108031304|XP_016960037.1|DBIA, LOC108031177|XP_016959886.1|DBIA, LOC108031170|XP_016959879.1|DBIA
OG0000052	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR	LOC108029994|XP_016957997.1|DBIA
OG0000052	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR	LOC108029937|XP_016957921.1|DBIA
OG0000053	LOC108160591|XP_017150175.2|DMIR	LOC108029369|XP_016957086.1|DBIA
OG0000053	LOC108160590|XP_017150174.1|DMIR	LOC108029362|XP_016957079.1|DBIA
OG0000053	LOC108160459|XP_017149964.1|DMIR	LOC108029361|XP_016957078.1|DBIA
OG0000053	LOC108160458|XP_017149963.1|DMIR	LOC108029360|XP_016957077.1|DBIA
OG0000053	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR	LOC108029370|XP_016957087.1|DBIA
OG0000054	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR	LOC108026311|XP_016952687.1|DBIA
OG0000054	LOC108156958|XP_017144225.2|DMIR	LOC108026084|XP_016952272.1|DBIA, LOC108026092|XP_016952281.1|DBIA
OG0000054	LOC108156959|XP_017144226.2|DMIR	LOC108026028|XP_016952208.1|DBIA
OG0000054	LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR	LOC108026363|XP_016952768.1|DBIA
OG0000055	LOC108155900|XP_017142531.1|DMIR	LOC108025041|XP_016950786.1|DBIA
OG0000055	LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR	LOC108025121|XP_016950876.1|DBIA
OG0000056	LOC108156815|XP_017143999.1|DMIR	LOC108031456|XP_016960380.1|DBIA
OG0000056	LOC108156818|XP_017144002.1|DMIR	LOC108031453|XP_016960377.1|DBIA
OG0000056	LOC108156816|XP_017144001.1|DMIR	LOC108031455|XP_016960379.1|DBIA, LOC108031454|XP_016960378.1|DBIA, LOC108031452|XP_016960376.1|DBIA
OG0000056	LOC108157011|XP_017144303.2|DMIR	LOC108031088|XP_016959782.1|DBIA
OG0000056	LOC108157010|XP_017144301.2|DMIR	LOC108031982|XP_016961266.1|DBIA
OG0000058	LOC108158257|XP_017145983.1|DMIR	LOC108032411|XP_016961720.1|DBIA, LOC108032495|XP_016961804.1|DBIA
OG0000058	LOC108162139|XP_017152210.1|DMIR	LOC108033435|XP_016963248.1|DBIA
OG0000058	LOC108165551|XP_017157117.1|DMIR	LOC108029081|XP_016956700.1|DBIA
OG0000059	LOC108153965|XP_017139551.1|DMIR	LOC108025520|XP_016951530.1|DBIA
OG0000059	LOC108154574|XP_017140363.2|DMIR	LOC108025316|XP_016951215.1|DBIA
OG0000059	LOC108153966|XP_033244050.1|DMIR	LOC108025317|XP_016951216.1|DBIA
OG0000059	LOC108154550|XP_017140342.2|DMIR	LOC108025519|XP_016951529.1|DBIA
OG0000059	LOC108154412|XP_017140173.2|DMIR	LOC108025314|XP_016951213.1|DBIA
OG0000060	LOC108152548|XP_017137449.1|DMIR	LOC108031902|XP_016961196.1|DBIA
OG0000060	LOC108164133|XP_033249747.1|DMIR	LOC108033390|XP_016963198.1|DBIA
OG0000060	LOC108157853|XP_033245987.1|DMIR	LOC108023813|XP_016948948.1|DBIA
OG0000060	LOC108156375|XP_017143272.1|DMIR	LOC108025323|XP_016951236.1|DBIA
OG0000060	LOC108165566|XP_017157129.1|DMIR	LOC108024403|XP_016949804.1|DBIA
OG0000061	LOC108161397|XP_017151135.2|DMIR	LOC108032412|XP_016961721.1|DBIA
OG0000061	LOC108161521|XP_017151288.2|DMIR	LOC108032443|XP_016961757.1|DBIA
OG0000061	LOC108161432|XP_017151184.1|DMIR	LOC108032400|XP_016961710.1|DBIA
OG0000061	LOC108164261|XP_017155390.2|DMIR	LOC108032401|XP_016961711.1|DBIA
OG0000062	LOC108158918|XP_017147210.1|DMIR	LOC108024224|XP_016949584.1|DBIA
OG0000062	LOC108162998|XP_017153505.1|DMIR	LOC108033678|XP_016963623.1|DBIA
OG0000062	LOC108164256|XP_017155384.1|DMIR	LOC108027641|XP_016954647.1|DBIA, LOC108027805|XP_016954873.1|DBIA, LOC108027642|XP_016954648.1|DBIA, LOC108027715|XP_016954755.1|DBIA, LOC108027742|XP_016954784.1|DBIA
OG0000063	LOC108156463|XP_017143415.1|DMIR	LOC108024640|XP_016950181.1|DBIA, LOC108024653|XP_016950205.1|DBIA
OG0000063	LOC108156462|XP_017143414.1|DMIR	LOC108024632|XP_016950168.1|DBIA
OG0000063	LOC108165314|XP_017156837.1|DMIR	LOC108034681|XP_016965111.1|DBIA
OG0000063	LOC108152681|XP_017137669.1|DMIR	LOC108035615|XP_016966791.1|DBIA
OG0000063	LOC108152680|XP_017137666.1|DMIR	LOC108035614|XP_016966789.1|DBIA, LOC108034510|XP_016964923.1|DBIA
OG0000065	LOC108154825|XP_017140715.1|DMIR	LOC108027234|XP_016954057.1|DBIA
OG0000065	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR	LOC108027236|XP_016954058.1|DBIA
OG0000065	LOC108156436|XP_017143382.1|DMIR	LOC108023319|XP_016948114.1|DBIA
OG0000065	LOC108156439|XP_017143386.1|DMIR	LOC108023329|XP_016948142.1|DBIA
OG0000065	LOC108156437|XP_017143383.1|DMIR	LOC108023328|XP_016948127.1|DBIA
OG0000066	LOC108164297|XP_017155437.1|DMIR	LOC108024355|XP_016949747.1|DBIA
OG0000066	LOC108157301|XP_017144791.1|DMIR	LOC108027312|XP_016954195.1|DBIA
OG0000066	LOC108154343|XP_017140094.1|DMIR	LOC108024442|XP_016949849.1|DBIA
OG0000066	LOC108161205|XP_017150915.1|DMIR	LOC108033498|XP_016963327.1|DBIA
OG0000066	LOC108156584|XP_017143610.1|DMIR	LOC108026077|XP_016952264.1|DBIA
OG0000066	LOC108164548|XP_017155850.1|DMIR	LOC108025758|XP_016951842.1|DBIA
OG0000066	LOC117189025|XP_033249790.1|DMIR	LOC108022830|XP_016947464.1|DBIA
OG0000067	LOC108156681|XP_017143806.1|DMIR	LOC108027215|XP_016954031.1|DBIA
OG0000067	LOC108150910|XP_017134723.1|DMIR	LOC108028025|XP_016955150.1|DBIA
OG0000067	LOC108160959|XP_017150741.1|DMIR	LOC108036631|XP_016968394.1|DBIA
OG0000067	LOC108150909|XP_017134722.1|DMIR	LOC108028052|XP_016955180.1|DBIA
OG0000067	LOC108153593|XP_017139164.1|DMIR	LOC108028075|XP_016955204.1|DBIA
OG0000068	LOC108152679|XP_033242710.1|DMIR	LOC108027959|XP_016955073.1|DBIA
OG0000068	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR	LOC108031521|XP_016960528.1|DBIA, LOC108034448|XP_016964821.1|DBIA, LOC108029590|XP_016957445.1|DBIA
OG0000068	LOC108163289|XP_017153992.1|DMIR	LOC108027565|XP_016954535.1|DBIA
OG0000069	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR	LOC108022204|XP_016946546.1|DBIA
OG0000070	LOC108161360|XP_017151091.1|DMIR	LOC108032380|XP_016961690.1|DBIA, LOC108034332|XP_016964700.1|DBIA
OG0000070	LOC108164841|XP_017156256.1|DMIR	LOC108028712|XP_016956151.1|DBIA
OG0000070	LOC108161362|XP_017151093.1|DMIR	LOC108033786|XP_016963881.1|DBIA
OG0000070	LOC108161363|XP_017151095.1|DMIR	LOC108023296|XP_016948086.1|DBIA
OG0000071	LOC108165608|XP_017157174.1|DMIR	LOC108034500|XP_016964894.1|DBIA
OG0000071	LOC108150751|XP_017134533.1|DMIR	LOC108034394|XP_016964765.1|DBIA
OG0000072	LOC108160257|XP_017149612.1|DMIR	LOC108036662|XP_016968433.1|DBIA
OG0000072	LOC108159396|XP_017148120.1|DMIR	LOC108036290|XP_016967791.1|DBIA
OG0000072	LOC108160256|XP_017149611.1|DMIR	LOC108036249|XP_016967747.1|DBIA
OG0000073	LOC108159670|XP_017148639.1|DMIR	LOC108022685|XP_016947244.1|DBIA
OG0000073	LOC108150973|XP_017134799.1|DMIR	LOC108023361|XP_016948233.1|DBIA
OG0000073	LOC108154478|XP_017140245.1|DMIR	LOC108027157|XP_016953875.1|DBIA
OG0000074	LOC108152480|XP_017137342.1|DMIR	LOC108028307|XP_016955519.1|DBIA
OG0000074	LOC108153512|XP_017139057.1|DMIR	LOC108028433|XP_016955751.1|DBIA
OG0000075	LOC108153054|XP_017138314.1|DMIR	LOC108030338|XP_016958695.1|DBIA
OG0000075	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR	LOC108031173|XP_016959885.1|DBIA
OG0000075	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR	LOC108031227|XP_016959955.1|DBIA
OG0000075	LOC108153055|XP_017138316.1|DMIR	LOC108030349|XP_016958707.1|DBIA
OG0000076	LOC108153442|XP_033243040.1|DMIR	LOC108035061|XP_016965936.1|DBIA
OG0000076	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR	LOC108031057|XP_016959747.1|DBIA, LOC108031198|XP_016959909.1|DBIA
OG0000076	LOC108164834|XP_017156246.1|DMIR	LOC108027529|XP_016954462.1|DBIA
OG0000076	LOC108164833|XP_017156244.1|DMIR	LOC108027531|XP_016954464.1|DBIA
OG0000077	LOC117192706|XP_033253334.1|DMIR	LOC108026696|XP_016953273.1|DBIA
OG0000077	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR	LOC108032098|XP_016961415.1|DBIA
OG0000077	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR	LOC108026817|XP_016953471.1|DBIA
OG0000077	LOC108154903|XP_017140844.1|DMIR	LOC108024645|XP_016950184.1|DBIA
OG0000078	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR	LOC108026559|XP_016952999.1|DBIA
OG0000078	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR	LOC108030890|XP_016959551.1|DBIA
OG0000078	LOC108157815|XP_017145503.1|DMIR	LOC108027078|XP_016953782.1|DBIA
OG0000078	LOC108164827|XP_033245184.1|DMIR	LOC108027590|XP_016954597.1|DBIA
OG0000078	LOC108165160|XP_017156716.1|DMIR	LOC108023624|XP_016948723.1|DBIA
OG0000079	LOC108163877|XP_017154880.1|DMIR	LOC108028935|XP_016956443.1|DBIA, LOC108029251|XP_016956935.1|DBIA
OG0000079	LOC108163879|XP_017154881.1|DMIR	LOC108029014|XP_016956549.1|DBIA
OG0000080	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR	LOC108023084|XP_016947826.1|DBIA, LOC108022970|XP_016947684.1|DBIA
OG0000080	LOC108160659|XP_017150285.1|DMIR	LOC108036474|XP_016968140.1|DBIA
OG0000082	LOC108160171|XP_017149484.1|DMIR	LOC108026719|XP_016953316.1|DBIA
OG0000082	LOC108156489|XP_017143463.1|DMIR	LOC108032144|XP_016961473.1|DBIA
OG0000082	LOC108154939|XP_017140918.1|DMIR	LOC108030979|XP_016959668.1|DBIA, LOC108030981|XP_016959669.1|DBIA, LOC108030982|XP_016959670.1|DBIA
OG0000083	LOC108164109|XP_033249545.1|DMIR	LOC108034224|XP_016964555.1|DBIA
OG0000083	LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR	LOC108036802|XP_016968638.1|DBIA
OG0000083	LOC108164025|XP_017155088.2|DMIR	LOC108036697|XP_016968476.1|DBIA
OG0000083	LOC108164026|XP_017155091.1|DMIR	LOC108036696|XP_016968475.1|DBIA
OG0000083	LOC108162999|XP_017153506.2|DMIR	LOC108034049|XP_016964289.1|DBIA
OG0000084	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR	LOC108029487|XP_016957244.1|DBIA
OG0000084	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR	LOC108030446|XP_016958828.1|DBIA
OG0000085	LOC108158120|XP_033247942.1|DMIR	LOC108029899|XP_016957878.1|DBIA
