Orthogroup	DYAK.longest_only	HILL.longest_only
OG0000043	LOC6536588|XP_002097164.1|DYAK, LOC6536590|XP_002097166.1|DYAK, LOC6536589|XP_002097165.1|DYAK, LOC6536584|XP_002097160.1|DYAK, LOC6536592|XP_002097168.1|DYAK, LOC6536593|XP_039231638.1|DYAK, LOC6539005|XP_002099507.1|DYAK, LOC6536594|XP_002097170.1|DYAK	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC6538530|XP_002099052.1|DYAK, LOC6538526|XP_002099048.1|DYAK, LOC6538525|XP_002099047.1|DYAK, LOC6538529|XP_002099051.1|DYAK, LOC6538527|XP_002099049.1|DYAK, LOC6538528|XP_002099050.1|DYAK, LOC6537407|XP_002097963.3|DYAK	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC6533631|XP_002094338.1|DYAK	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC6533629|XP_002094336.1|DYAK, LOC6533630|XP_002094337.1|DYAK, LOC6533265|XP_002093991.2|DYAK, LOC6533264|XP_002093990.1|DYAK	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC6535912|XP_002096528.1|DYAK, LOC6525175|XP_002101013.1|DYAK, LOC6525174|XP_002101012.1|DYAK, LOC6525176|XP_002101014.2|DYAK, LOC6537904|XP_002098445.2|DYAK, LOC6537905|XP_039232534.1|DYAK, LOC6537903|XP_002098444.1|DYAK, LOC6537902|XP_002098443.2|DYAK, LOC6537901|XP_002098442.1|DYAK, LOC6530015|XP_002090961.3|DYAK	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC6531393|XP_002092196.1|DYAK, LOC6531396|XP_002092199.1|DYAK, LOC6529920|XP_002090877.1|DYAK, LOC6533594|XP_002094302.1|DYAK, LOC6529913|XP_002090870.1|DYAK, LOC6533595|XP_002094303.1|DYAK	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC6539643|XP_002086528.1|DYAK, LOC6539644|XP_002086526.2|DYAK, LOC6539640|XP_002086529.1|DYAK	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC6536652|XP_002097224.1|DYAK, LOC6537437|XP_002097993.1|DYAK, LOC6536653|XP_002097225.1|DYAK, LOC6536655|XP_002097227.1|DYAK, LOC6536654|XP_002097226.1|DYAK, LOC6537438|XP_002097994.1|DYAK	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC6530239|XP_002091176.2|DYAK, LOC6535160|XP_039230152.1|DYAK, LOC6535164|XP_002095826.2|DYAK, LOC6535163|XP_002095825.2|DYAK, LOC120320448|XP_039230150.1|DYAK, LOC6535165|XP_002095827.2|DYAK, LOC6535162|XP_002095824.2|DYAK	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC6528601|XP_002089644.1|DYAK, LOC6528600|XP_002089643.1|DYAK, LOC6528599|XP_002089642.1|DYAK	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC6528598|XP_002089641.2|DYAK, LOC6528594|XP_002089637.3|DYAK	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC6537158|XP_002097719.1|DYAK, LOC6537157|XP_002097718.1|DYAK, LOC6537155|XP_002097716.1|DYAK, LOC6537156|XP_002097717.1|DYAK	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	LOC26536326|XP_015049075.1|DYAK	LOC119657823|XP_037920865.1|HILL
OG0000055	LOC6538867|XP_039231804.1|DYAK	LOC119661210|XP_037926361.1|HILL, LOC119657773|XP_037920771.1|HILL
OG0000056	LOC6536528|XP_002097104.1|DYAK, LOC6536529|XP_002097105.1|DYAK	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC6530969|XP_002091807.2|DYAK, LOC6529786|XP_002090770.1|DYAK, LOC6530971|XP_002091809.1|DYAK, LOC6527116|XP_002088209.1|DYAK, LOC6524094|XP_002099958.2|DYAK	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC6524523|XP_002100380.1|DYAK	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC6538963|XP_002099466.1|DYAK	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC6528992|XP_002090024.1|DYAK, LOC6528987|XP_002090019.1|DYAK, LOC6528990|XP_002090022.1|DYAK, LOC6528989|XP_002090021.1|DYAK	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK, LOC6537056|XP_002097621.1|DYAK, LOC26535015|XP_015050152.1|DYAK, LOC6533568|XP_039229911.1|DYAK, LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	LOC6535876|XP_002096492.1|DYAK, LOC6533078|XP_002093810.1|DYAK	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC6528771|XP_039227562.1|DYAK, LOC6533077|XP_002093809.1|DYAK	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC6539372|XP_002086266.2|DYAK	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC6534297|XP_039230811.1|DYAK, LOC6535752|XP_002096375.3|DYAK, LOC6534288|XP_002094969.2|DYAK, LOC6530829|XP_002091712.2|DYAK, LOC6526162|XP_039231832.1|DYAK	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC6527107|XP_002088200.1|DYAK, LOC6523840|XP_002099713.1|DYAK, LOC6527108|XP_002088201.1|DYAK, LOC6525751|XP_002101573.1|DYAK	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC6533773|XP_002094477.1|DYAK	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC6534017|XP_002094704.2|DYAK, LOC6534016|XP_002094703.3|DYAK, LOC6534018|XP_002094705.1|DYAK	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC6531405|XP_002092208.1|DYAK, LOC6531398|XP_002092201.1|DYAK	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC6531403|XP_002092206.1|DYAK	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC6531137|XP_002091971.1|DYAK	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC6523936|XP_039227706.1|DYAK	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC6535942|XP_039231524.1|DYAK	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC6533148|XP_002093874.3|DYAK, LOC6534311|XP_002094991.1|DYAK	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC6532580|XP_002093324.1|DYAK	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC6532578|XP_002093322.1|DYAK	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC6532579|XP_002093323.1|DYAK, LOC6532581|XP_002093325.1|DYAK	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC6532992|XP_002093727.1|DYAK	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC6525884|XP_002101704.3|DYAK	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC6530939|XP_002091781.1|DYAK	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC6536356|XP_002096938.1|DYAK	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC6532023|XP_002092801.1|DYAK	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC6538194|XP_002098722.2|DYAK	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC6530900|XP_002091752.1|DYAK, LOC6539800|XP_002086683.2|DYAK, LOC6536046|XP_015047532.1|DYAK, LOC6526129|XP_002101946.1|DYAK, LOC6525682|XP_002101504.1|DYAK	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC26535989|XP_015054680.1|DYAK, LOC26535629|XP_015054648.1|DYAK, LOC26536219|XP_015054707.1|DYAK, LOC26534965|XP_015054567.1|DYAK, LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK, LOC6526758|XP_002087861.1|DYAK	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK, LOC6531377|XP_002092180.1|DYAK	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC6532337|XP_002093097.1|DYAK	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC6531302|XP_002092106.3|DYAK, LOC6537790|XP_002098331.1|DYAK, LOC6537368|XP_002097924.1|DYAK	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC26535515|XP_015054631.2|DYAK	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC6531040|XP_002091876.1|DYAK	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC6528455|XP_039227178.1|DYAK	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC6530960|XP_002091798.1|DYAK	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC6527930|XP_002088998.1|DYAK	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC6528232|XP_002089294.1|DYAK	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC6527955|XP_002089022.1|DYAK	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC6528290|XP_002089343.1|DYAK	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC6536414|XP_002096996.1|DYAK	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC6532521|XP_002093267.1|DYAK	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC6528787|XP_002089821.1|DYAK, LOC6528791|XP_002089825.1|DYAK, LOC6532959|XP_002093694.1|DYAK, LOC6532328|XP_002093088.2|DYAK	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC6538091|XP_015048654.1|DYAK	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC6527294|XP_002088388.1|DYAK, LOC6535563|XP_015047216.1|DYAK, LOC6535562|XP_002096191.1|DYAK	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC6538546|XP_002099068.1|DYAK, LOC26535729|XP_015048909.1|DYAK, LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC6527671|XP_002088757.1|DYAK	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC6529683|XP_002090676.1|DYAK, LOC6528976|XP_002090008.1|DYAK, LOC6536489|XP_002097067.1|DYAK, LOC6529746|XP_002090736.1|DYAK	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC6536810|XP_002097380.1|DYAK	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC6524441|XP_002100299.2|DYAK, LOC6524440|XP_002100298.3|DYAK	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC6524444|XP_002100302.2|DYAK	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC26534750|XP_015051264.1|DYAK, LOC6538462|XP_002098986.1|DYAK, LOC6537329|XP_002097886.1|DYAK, LOC6537330|XP_002097887.2|DYAK, LOC6537331|XP_002097888.1|DYAK, LOC6536198|XP_002096789.1|DYAK	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC6539441|XP_039230706.1|DYAK	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC6531176|XP_002092005.1|DYAK	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC6528685|XP_002089727.1|DYAK	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000102	LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC6539474|XP_002086359.2|DYAK	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000108	LOC120321221|XP_039229244.1|DYAK	LOC119657653|XP_037920603.1|HILL
OG0000109	LOC6527148|XP_002088242.1|DYAK	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC6533315|XP_002094041.3|DYAK	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK, LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC6530249|XP_002091186.1|DYAK	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC6536904|XP_039232407.1|DYAK	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK	LOC119646571|XP_037902988.1|HILL
OG0000133	LOC120322271|XP_039233256.1|DYAK, LOC120322356|XP_039233332.1|DYAK	LOC119659006|XP_037922820.1|HILL, LOC119651701|XP_037911379.1|HILL, LOC119653953|XP_037915042.1|HILL, LOC119660103|XP_037924409.1|HILL, LOC119661062|XP_037926187.1|HILL, LOC119661381|XP_037926631.1|HILL, LOC119652183|XP_037912054.1|HILL, LOC119661446|XP_037926721.1|HILL, LOC119653965|XP_037915053.1|HILL, LOC119652200|XP_037912069.1|HILL, LOC119652104|XP_037911969.1|HILL, LOC119650818|XP_037909882.1|HILL, LOC119660041|XP_037924347.1|HILL, LOC119660034|XP_037924341.1|HILL, LOC119660091|XP_037924395.1|HILL, LOC119658213|XP_037921407.1|HILL, LOC119658212|XP_037921406.1|HILL
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC6524495|XP_002100352.1|DYAK, LOC6526413|XP_002087532.2|DYAK, LOC6527184|XP_002088278.1|DYAK	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC6540503|XP_039229515.1|DYAK	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC6526734|XP_002087837.1|DYAK	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC6527822|XP_002088895.2|DYAK	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
