Orthogroup	DYAK.longest_only	SLEB.longest_only
OG0000058	LOC6524094|XP_002099958.2|DYAK	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC6538372|XP_002098896.1|DYAK	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC6538373|XP_002098897.1|DYAK	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC6538380|XP_002098904.1|DYAK	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC6524523|XP_002100380.1|DYAK	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC6529446|XP_002090448.1|DYAK	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC6535405|XP_015047137.2|DYAK	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC6538963|XP_002099466.1|DYAK	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC6524492|XP_002100349.2|DYAK	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC6526594|XP_002087702.1|DYAK	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC6528992|XP_002090024.1|DYAK	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC6528990|XP_002090022.1|DYAK	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC6525291|XP_002101127.1|DYAK	LOC115627142|XP_030378579.1|SLEB
OG0000062	LOC6529702|XP_002090695.1|DYAK, LOC6529703|XP_002090696.1|DYAK	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB
OG0000063	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK, LOC6537056|XP_002097621.1|DYAK	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC26535015|XP_015050152.1|DYAK	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC6533568|XP_039229911.1|DYAK	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000065	LOC6536808|XP_002097378.1|DYAK, LOC6527757|XP_002088837.1|DYAK, LOC6536809|XP_002097379.1|DYAK, LOC6536708|XP_002097280.1|DYAK, LOC6536710|XP_015047907.1|DYAK, LOC6536709|XP_002097281.1|DYAK	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC6537626|XP_002098171.1|DYAK, LOC6538183|XP_002098711.2|DYAK	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC6529191|XP_002090198.1|DYAK	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC6537142|XP_002097703.1|DYAK	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC6526033|XP_002101850.1|DYAK, LOC6531786|XP_002092573.1|DYAK	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC6535876|XP_002096492.1|DYAK	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC6533078|XP_002093810.1|DYAK	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC6528771|XP_039227562.1|DYAK	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC6533077|XP_002093809.1|DYAK	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC6539372|XP_002086266.2|DYAK	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC6534297|XP_039230811.1|DYAK	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB
OG0000068	LOC6535752|XP_002096375.3|DYAK, LOC6534288|XP_002094969.2|DYAK, LOC6530829|XP_002091712.2|DYAK	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC6526162|XP_039231832.1|DYAK	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC6527107|XP_002088200.1|DYAK	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC6523840|XP_002099713.1|DYAK	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC6527108|XP_002088201.1|DYAK	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC6525751|XP_002101573.1|DYAK	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC6534017|XP_002094704.2|DYAK	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC6534016|XP_002094703.3|DYAK, LOC6534018|XP_002094705.1|DYAK	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC6531405|XP_002092208.1|DYAK	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC6531398|XP_002092201.1|DYAK	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC6531403|XP_002092206.1|DYAK	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC6531137|XP_002091971.1|DYAK	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC6523936|XP_039227706.1|DYAK	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC6535942|XP_039231524.1|DYAK	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC6533148|XP_002093874.3|DYAK	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC6532580|XP_002093324.1|DYAK	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC6532578|XP_002093322.1|DYAK	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC6532579|XP_002093323.1|DYAK	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC6532581|XP_002093325.1|DYAK	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC6532992|XP_002093727.1|DYAK	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC6536752|XP_002097324.1|DYAK, LOC6536754|XP_002097326.3|DYAK	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC6525884|XP_002101704.3|DYAK	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC6525885|XP_002101705.1|DYAK	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC6530939|XP_002091781.1|DYAK	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC6536356|XP_002096938.1|DYAK	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC6532023|XP_002092801.1|DYAK	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC6538194|XP_002098722.2|DYAK	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC6530900|XP_002091752.1|DYAK	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC6539800|XP_002086683.2|DYAK	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC6536046|XP_015047532.1|DYAK	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC6526129|XP_002101946.1|DYAK	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC6525682|XP_002101504.1|DYAK	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC6531377|XP_002092180.1|DYAK	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC6532337|XP_002093097.1|DYAK	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC6531302|XP_002092106.3|DYAK	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC6537790|XP_002098331.1|DYAK	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC6537368|XP_002097924.1|DYAK	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC26535515|XP_015054631.2|DYAK	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC6531040|XP_002091876.1|DYAK	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC6531494|XP_002092293.1|DYAK	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC6528455|XP_039227178.1|DYAK	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC6530960|XP_002091798.1|DYAK	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC6527930|XP_002088998.1|DYAK	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC6528232|XP_002089294.1|DYAK	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC6527955|XP_002089022.1|DYAK	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC6528290|XP_002089343.1|DYAK	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC6527178|XP_002088272.1|DYAK	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC6533709|XP_002094414.1|DYAK	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC6531716|XP_002092506.1|DYAK	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC6533710|XP_002094415.1|DYAK	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC6536099|XP_002096707.1|DYAK	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC6536414|XP_002096996.1|DYAK	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC6532521|XP_002093267.1|DYAK	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC6528787|XP_002089821.1|DYAK	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC6528791|XP_002089825.1|DYAK	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC6532959|XP_002093694.1|DYAK	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC6532328|XP_002093088.2|DYAK	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC6538091|XP_015048654.1|DYAK	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC6527294|XP_002088388.1|DYAK	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC6535563|XP_015047216.1|DYAK	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC6535562|XP_002096191.1|DYAK	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC6538546|XP_002099068.1|DYAK	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC26535729|XP_015048909.1|DYAK	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC6527671|XP_002088757.1|DYAK	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC6525289|XP_002101125.1|DYAK, LOC26534678|XP_015051176.1|DYAK, LOC6531242|XP_002092054.1|DYAK	LOC115629472|XP_030381803.1|SLEB
OG0000093	LOC6525246|XP_002101083.1|DYAK	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC6533581|XP_002094291.1|DYAK	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC6537561|XP_002098107.2|DYAK	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC6529683|XP_002090676.1|DYAK	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC6536489|XP_002097067.1|DYAK	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC6529746|XP_002090736.1|DYAK	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC6536810|XP_002097380.1|DYAK	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC6524441|XP_002100299.2|DYAK	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC6524440|XP_002100298.3|DYAK	LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC6524444|XP_002100302.2|DYAK	LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC26534750|XP_015051264.1|DYAK	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC6537329|XP_002097886.1|DYAK	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC6537330|XP_002097887.2|DYAK	LOC115621551|XP_030371080.1|SLEB
OG0000100	LOC6536198|XP_002096789.1|DYAK	LOC115620430|XP_030369518.1|SLEB
OG0000101	LOC6534957|XP_015050955.2|DYAK	LOC115634421|XP_030387988.1|SLEB
OG0000101	LOC6539439|XP_002086331.3|DYAK	LOC115634430|XP_030387997.1|SLEB
OG0000101	LOC6534953|XP_039230714.1|DYAK	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK	LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC6539441|XP_039230706.1|DYAK	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC6531176|XP_002092005.1|DYAK	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC6528685|XP_002089727.1|DYAK	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC6529323|XP_015052185.1|DYAK	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC6539474|XP_002086359.2|DYAK	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC6527852|XP_002088924.1|DYAK	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC6536226|XP_002096817.1|DYAK	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC6531775|XP_002092562.1|DYAK, LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK, LOC6531776|XP_002092563.1|DYAK	LOC115634454|XP_030388036.1|SLEB
OG0000108	LOC120321221|XP_039229244.1|DYAK	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB
OG0000109	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC6527148|XP_002088242.1|DYAK	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC6533315|XP_002094041.3|DYAK	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC6533316|XP_002094042.1|DYAK	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC6533317|XP_002094043.1|DYAK	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC6533318|XP_002094044.1|DYAK	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC6537541|XP_039232498.1|DYAK	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC6527308|XP_002088401.1|DYAK	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC26535341|XP_039226967.1|DYAK	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC6538538|XP_002099060.2|DYAK	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC6538532|XP_002099054.1|DYAK	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC6538537|XP_002099059.1|DYAK, LOC6538536|XP_002099058.1|DYAK	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC6527566|XP_002088656.1|DYAK	LOC115626178|XP_030377315.1|SLEB
OG0000117	LOC6527565|XP_002088655.1|DYAK	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC6527564|XP_002088654.1|DYAK	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC6527563|XP_002088653.1|DYAK	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK	LOC115634140|XP_030387575.1|SLEB
OG0000118	LOC6528194|XP_002089257.1|DYAK	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC6536469|XP_002097050.2|DYAK	LOC115625335|XP_030376220.1|SLEB
OG0000119	LOC6536471|XP_002097052.3|DYAK	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC6536470|XP_002097051.3|DYAK	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC6530249|XP_002091186.1|DYAK	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC6532230|XP_002093003.1|DYAK	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC6537295|XP_002097853.1|DYAK	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC6526500|XP_039226456.1|DYAK	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC6525028|XP_039226839.1|DYAK	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC6526797|XP_002087899.1|DYAK	LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC6532082|XP_002092859.1|DYAK	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC6536879|XP_002097448.1|DYAK	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB
OG0000123	LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK	LOC115624223|XP_030374697.1|SLEB
OG0000123	LOC6537634|XP_002098179.1|DYAK	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC6531407|XP_002092210.1|DYAK	LOC115630466|XP_030382900.1|SLEB
OG0000125	LOC6531408|XP_002092211.1|DYAK	LOC115630458|XP_030382887.1|SLEB
OG0000126	LOC6528273|XP_002089326.1|DYAK	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC6536016|XP_002096631.1|DYAK	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC6530664|XP_002091562.1|DYAK	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC6524054|XP_002099923.3|DYAK	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC6533708|XP_002094413.1|DYAK	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC26535465|XP_015054626.1|DYAK	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC6524055|XP_002099924.1|DYAK	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC6533183|XP_002093909.1|DYAK	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC6533179|XP_002093905.1|DYAK	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC6536904|XP_039232407.1|DYAK	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC6535540|XP_002096169.1|DYAK	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC6524495|XP_002100352.1|DYAK	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC6527184|XP_002088278.1|DYAK	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC115623263|XP_030373392.1|SLEB
OG0000137	LOC26534914|XP_015045456.1|DYAK	LOC115633318|XP_030386608.1|SLEB
OG0000138	LOC6536260|XP_002096846.2|DYAK	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC6536263|XP_002096849.1|DYAK	LOC115623756|XP_030374151.1|SLEB
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC115621072|XP_030370459.1|SLEB
OG0000141	LOC6532700|XP_002093442.1|DYAK	LOC115632509|XP_030385558.1|SLEB
OG0000141	LOC6532702|XP_002093444.2|DYAK	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC6532703|XP_002093445.1|DYAK	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC6532704|XP_002093446.1|DYAK	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC6540503|XP_039229515.1|DYAK	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC6525961|XP_002101781.1|DYAK	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC6529417|XP_002090421.1|DYAK	LOC115631049|XP_030383542.1|SLEB
OG0000145	LOC6529415|XP_002090419.1|DYAK	LOC115632005|XP_030384793.1|SLEB
OG0000145	LOC6529416|XP_002090420.1|DYAK	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC6537601|XP_002098147.1|DYAK	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC6537600|XP_002098146.1|DYAK	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC6526734|XP_002087837.1|DYAK	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC6527822|XP_002088895.2|DYAK	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC6526936|XP_002088034.1|DYAK	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC6526086|XP_002101903.1|DYAK	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC6526459|XP_002087578.1|DYAK, LOC6526452|XP_002087571.1|DYAK, LOC6526457|XP_002087576.1|DYAK, LOC6526458|XP_002087577.1|DYAK, LOC6526456|XP_002087575.1|DYAK, LOC6526455|XP_002087574.1|DYAK	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC6534838|XP_002095510.1|DYAK	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC26535091|XP_015044736.2|DYAK	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC6534835|XP_002095507.2|DYAK	LOC115622264|XP_030372025.1|SLEB
OG0000151	LOC6533814|XP_002094515.2|DYAK	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC6538105|XP_002098639.1|DYAK	LOC115620943|XP_030370319.1|SLEB
OG0000152	LOC6538102|XP_002098636.1|DYAK	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB
OG0000153	LOC6537338|XP_002097895.1|DYAK	LOC115621745|XP_030371339.1|SLEB
OG0000153	LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK	LOC115620210|XP_030369207.1|SLEB
OG0000154	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB
OG0000154	LOC26535678|XP_039230328.1|DYAK	LOC115632597|XP_030385682.1|SLEB
OG0000155	LOC6533334|XP_002094060.2|DYAK	LOC115628421|XP_030380369.1|SLEB
OG0000155	LOC6533328|XP_002094054.1|DYAK	LOC115628363|XP_030380300.1|SLEB
OG0000155	LOC6533329|XP_002094055.1|DYAK	LOC115628359|XP_030380294.1|SLEB
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK	LOC115629819|XP_030382253.1|SLEB
OG0000157	LOC6528637|XP_002089679.1|DYAK	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB
OG0000158	LOC6533281|XP_002094007.1|DYAK	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB
OG0000158	LOC6533282|XP_002094008.1|DYAK	LOC115632736|XP_030385842.1|SLEB
OG0000159	LOC6534272|XP_002094953.2|DYAK	LOC115622292|XP_030372055.1|SLEB
OG0000160	LOC6537638|XP_002098183.1|DYAK	LOC115621357|XP_030370839.1|SLEB
OG0000160	LOC6537639|XP_002098184.1|DYAK	LOC115621163|XP_030370583.1|SLEB
OG0000161	LOC6532257|XP_002093029.1|DYAK	LOC115622971|XP_030372982.1|SLEB
OG0000161	LOC6524528|XP_015045744.1|DYAK	LOC115629943|XP_030382412.1|SLEB
OG0000162	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK	LOC115628734|XP_030380797.1|SLEB
OG0000162	LOC6527627|XP_002088715.1|DYAK	LOC115630435|XP_030382852.1|SLEB
OG0000163	LOC6532182|XP_002092950.3|DYAK	LOC115628458|XP_030380436.1|SLEB
OG0000163	LOC6526367|XP_002087488.1|DYAK	LOC115623156|XP_030373231.1|SLEB
OG0000164	LOC6529886|XP_002090843.1|DYAK	LOC115633795|XP_030387133.1|SLEB
OG0000165	LOC6526197|XP_015046681.1|DYAK	LOC115626650|XP_030377915.1|SLEB
OG0000165	LOC6533062|XP_002093794.1|DYAK	LOC115633702|XP_030387021.1|SLEB
