Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0000060	LOC6538963|XP_002099466.1|DYAK	LOC109421315|XP_029726943.1|AEAL, LOC109621270|XP_029727055.1|AEAL
OG0000061	LOC6528992|XP_002090024.1|DYAK, LOC6528987|XP_002090019.1|DYAK, LOC6528990|XP_002090022.1|DYAK, LOC6528989|XP_002090021.1|DYAK	LOC109412047|XP_019541235.2|AEAL, LOC115259629|XP_029716255.1|AEAL, LOC109398453|XP_029716337.1|AEAL, LOC109424658|XP_019555373.2|AEAL
OG0000067	LOC6539372|XP_002086266.2|DYAK	LOC109411462|XP_019540532.2|AEAL
OG0000068	LOC6534297|XP_039230811.1|DYAK, LOC6535752|XP_002096375.3|DYAK, LOC6534288|XP_002094969.2|DYAK, LOC6530829|XP_002091712.2|DYAK, LOC6526162|XP_039231832.1|DYAK	LOC109417573|XP_029725470.1|AEAL, LOC109417572|XP_029725464.1|AEAL, LOC115265252|XP_029725472.1|AEAL, LOC109417818|XP_029725465.1|AEAL, LOC109431213|XP_019562968.2|AEAL, LOC109420142|XP_029724370.1|AEAL, LOC109420119|XP_019549974.2|AEAL, LOC109412631|XP_029724411.1|AEAL, LOC109426780|XP_019557858.2|AEAL
OG0000071	LOC6533773|XP_002094477.1|DYAK	LOC115257416|XP_029712856.1|AEAL
OG0000071	LOC6534017|XP_002094704.2|DYAK, LOC6534016|XP_002094703.3|DYAK, LOC6534018|XP_002094705.1|DYAK	LOC109431530|XP_019563303.2|AEAL, LOC115263888|XP_029723093.1|AEAL, LOC109422248|XP_019552407.2|AEAL, LOC115257508|XP_029713040.1|AEAL, LOC109403425|XP_029713225.1|AEAL, LOC115257855|XP_029713672.1|AEAL, LOC115257461|XP_029712919.1|AEAL, LOC109403459|XP_019531835.2|AEAL
OG0000072	LOC6531405|XP_002092208.1|DYAK, LOC6531398|XP_002092201.1|DYAK, LOC6531403|XP_002092206.1|DYAK	LOC115268666|XP_029732638.1|AEAL, LOC109421042|XP_019551076.2|AEAL, LOC109429450|XP_019560947.2|AEAL, LOC115266224|XP_029728065.1|AEAL, LOC115260126|XP_029716892.1|AEAL, LOC109430558|XP_019562176.2|AEAL, LOC109429235|XP_019560698.1|AEAL, LOC109429333|XP_029732636.1|AEAL, LOC109421068|XP_019551107.2|AEAL, LOC115258733|XP_029714957.1|AEAL, LOC109429262|XP_019560718.2|AEAL, LOC115255952|XP_029710047.1|AEAL, LOC109421067|XP_019551106.2|AEAL, LOC109429251|XP_019560712.2|AEAL, LOC115258734|XP_029714958.1|AEAL, LOC109429469|XP_029732637.1|AEAL, LOC115258785|XP_029715048.1|AEAL, LOC115258806|XP_029715095.1|AEAL, LOC115268662|XP_029732634.1|AEAL, LOC109421073|XP_019551111.2|AEAL, LOC109428607|XP_019559946.2|AEAL, LOC109421072|XP_019551110.2|AEAL
OG0000073	LOC6531137|XP_002091971.1|DYAK	LOC109413132|XP_019542399.2|AEAL, LOC115257787|XP_029713603.1|AEAL
OG0000073	LOC6523936|XP_039227706.1|DYAK	LOC109416850|XP_029728654.1|AEAL
OG0000074	LOC6533148|XP_002093874.3|DYAK, LOC6534311|XP_002094991.1|DYAK	LOC109432023|XP_019563874.2|AEAL, LOC115265383|XP_029726109.1|AEAL, LOC109409751|XP_019538800.1|AEAL, LOC115265384|XP_029726110.1|AEAL, LOC109409744|XP_019538792.2|AEAL, LOC109432034|XP_019563883.2|AEAL, LOC115265385|XP_029726111.1|AEAL, LOC109409748|XP_019538795.2|AEAL, LOC109409740|XP_019538788.1|AEAL, LOC109431992|XP_019563841.2|AEAL, LOC109432002|XP_019563852.2|AEAL, LOC109409741|XP_019538789.2|AEAL, LOC115265379|XP_029726076.1|AEAL, LOC109409742|XP_019538790.2|AEAL, LOC109432055|XP_019563904.2|AEAL, LOC109409755|XP_019538804.2|AEAL, LOC109432112|XP_019563945.2|AEAL, LOC115265380|XP_029726078.1|AEAL, LOC109409753|XP_019538802.2|AEAL, LOC109432077|XP_019563923.2|AEAL
OG0000076	LOC6532992|XP_002093727.1|DYAK	LOC109407440|XP_029729634.1|AEAL, LOC109416499|XP_029729635.1|AEAL, LOC115263299|XP_029722354.1|AEAL, LOC115263274|XP_029722275.1|AEAL, LOC115263264|XP_029722253.1|AEAL
OG0000076	LOC6525884|XP_002101704.3|DYAK	LOC109419190|XP_019548944.2|AEAL, LOC109407082|XP_029722843.1|AEAL
OG0000077	LOC6530939|XP_002091781.1|DYAK	LOC109621769|XP_019931447.1|AEAL, LOC109422254|XP_019552411.1|AEAL
OG0000077	LOC6536356|XP_002096938.1|DYAK	LOC109414298|XP_019543658.1|AEAL
OG0000077	LOC6532023|XP_002092801.1|DYAK	LOC109621770|XP_019931448.1|AEAL, LOC109422250|XP_029724569.1|AEAL, LOC115264706|XP_029724573.1|AEAL
OG0000077	LOC6538194|XP_002098722.2|DYAK	LOC115264211|XP_029723570.1|AEAL, LOC109414592|XP_029723562.1|AEAL, LOC115264212|XP_029723572.1|AEAL, LOC109424852|XP_019555595.1|AEAL
OG0000078	LOC6530900|XP_002091752.1|DYAK, LOC6539800|XP_002086683.2|DYAK, LOC6536046|XP_015047532.1|DYAK, LOC6526129|XP_002101946.1|DYAK, LOC6525682|XP_002101504.1|DYAK	LOC109410835|XP_019539914.2|AEAL, LOC115256245|XP_029710368.1|AEAL
OG0000080	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK, LOC6531377|XP_002092180.1|DYAK	LOC109423228|XP_019553713.1|AEAL, LOC109397255|XP_019525124.2|AEAL, LOC115263682|XP_029722763.1|AEAL, LOC109412270|XP_019541465.1|AEAL, LOC115260060|XP_029716778.1|AEAL, LOC109423230|XP_019553715.2|AEAL, LOC109397257|XP_019525125.2|AEAL, LOC115253465|XP_029716776.1|AEAL, LOC109397254|XP_019525123.2|AEAL, LOC109423229|XP_019553714.2|AEAL
OG0000082	LOC6531302|XP_002092106.3|DYAK, LOC6537790|XP_002098331.1|DYAK, LOC6537368|XP_002097924.1|DYAK	LOC109409214|XP_019538184.2|AEAL, LOC109421560|XP_019551625.2|AEAL, LOC109409172|XP_019538136.2|AEAL, LOC115259486|XP_029715947.1|AEAL, LOC109406863|XP_019535411.2|AEAL, LOC115256347|XP_029710534.1|AEAL, LOC109402748|XP_019531005.2|AEAL
OG0000083	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK, LOC26535515|XP_015054631.2|DYAK	LOC109621385|XP_029732563.1|AEAL, LOC109622322|XP_029732583.1|AEAL, LOC115268591|XP_029732565.1|AEAL
OG0000084	LOC6531040|XP_002091876.1|DYAK	LOC109426778|XP_019557860.2|AEAL, LOC109426790|XP_019557869.2|AEAL, LOC109623111|XP_019933139.2|AEAL, LOC109623114|XP_019933142.2|AEAL
OG0000084	LOC6531494|XP_002092293.1|DYAK	LOC115269112|XP_029733383.1|AEAL, LOC109404674|XP_019533145.2|AEAL, LOC109410318|XP_019539412.2|AEAL, LOC109410311|XP_019539406.2|AEAL, LOC109404701|XP_029733250.1|AEAL, LOC115258063|XP_029713931.1|AEAL, LOC109404708|XP_019533176.2|AEAL, LOC109410300|XP_029733294.1|AEAL, LOC109413010|XP_029734216.1|AEAL, LOC109413011|XP_029734264.1|AEAL, LOC109413012|XP_029734214.1|AEAL, LOC109398420|XP_019526322.2|AEAL
OG0000085	LOC6528455|XP_039227178.1|DYAK	LOC115265317|XP_029725726.1|AEAL, LOC109417066|XP_029710252.1|AEAL
OG0000086	LOC6530960|XP_002091798.1|DYAK	LOC109423303|XP_019553776.2|AEAL
OG0000087	LOC6527930|XP_002088998.1|DYAK	LOC109425107|XP_019555847.1|AEAL, LOC109400350|XP_019528397.2|AEAL, LOC109425109|XP_019555850.2|AEAL, LOC109400352|XP_019528399.2|AEAL, LOC109400353|XP_029725043.1|AEAL, LOC109425111|XP_019555853.2|AEAL, LOC109425201|XP_019556007.1|AEAL, LOC109425112|XP_019555854.2|AEAL, LOC109425203|XP_019556009.2|AEAL, LOC109400289|XP_019528317.1|AEAL
OG0000088	LOC6528290|XP_002089343.1|DYAK	LOC109422315|XP_019552548.1|AEAL
OG0000089	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK	LOC109418556|XP_019548309.1|AEAL, LOC115257374|XP_029712755.1|AEAL
OG0000089	LOC6536414|XP_002096996.1|DYAK	LOC109402175|XP_029729862.1|AEAL, LOC109413231|XP_029729863.1|AEAL, LOC115267163|XP_029729864.1|AEAL
OG0000089	LOC6532521|XP_002093267.1|DYAK	LOC109403768|XP_019532181.2|AEAL, LOC109416934|XP_019546591.2|AEAL, LOC109416935|XP_019546593.2|AEAL, LOC109403788|XP_019532231.2|AEAL
OG0000090	LOC6528787|XP_002089821.1|DYAK, LOC6528791|XP_002089825.1|DYAK, LOC6532959|XP_002093694.1|DYAK, LOC6532328|XP_002093088.2|DYAK	LOC109420406|XP_019550284.2|AEAL, LOC109420412|XP_019550290.2|AEAL, LOC109420408|XP_029713653.1|AEAL
OG0000091	LOC6538091|XP_015048654.1|DYAK	LOC109398456|XP_029716267.1|AEAL
OG0000091	LOC6527294|XP_002088388.1|DYAK, LOC6535563|XP_015047216.1|DYAK, LOC6535562|XP_002096191.1|DYAK	LOC115266712|XP_029729099.1|AEAL, LOC109417109|XP_019546777.1|AEAL
OG0000093	LOC6527671|XP_002088757.1|DYAK	LOC109429581|XP_029719934.1|AEAL
OG0000094	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK	LOC109419312|XP_029727657.1|AEAL, LOC115253763|XP_029725348.1|AEAL, LOC115265212|XP_029725349.1|AEAL, LOC109419311|XP_019549091.2|AEAL, LOC109399258|XP_029724633.1|AEAL, LOC109419901|XP_019549732.1|AEAL, LOC115260470|XP_029717274.1|AEAL
OG0000099	LOC6524444|XP_002100302.2|DYAK	LOC109422665|XP_019553067.2|AEAL, LOC109401117|XP_019529141.2|AEAL, LOC109401121|XP_029716937.1|AEAL, LOC109422664|XP_029736398.1|AEAL, LOC109422663|XP_019553064.2|AEAL, LOC115271081|XP_029736397.1|AEAL, LOC109422534|XP_029716763.1|AEAL, LOC115271082|XP_029736399.1|AEAL
OG0000101	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK, LOC6539441|XP_039230706.1|DYAK	LOC109412780|XP_029726786.1|AEAL
OG0000102	LOC6531176|XP_002092005.1|DYAK	LOC109398090|XP_029730315.1|AEAL, LOC109431713|XP_019563525.2|AEAL, LOC115267501|XP_029730432.1|AEAL, LOC109431716|XP_019563534.2|AEAL, LOC115267500|XP_029730431.1|AEAL, LOC115267476|XP_029730333.1|AEAL, LOC115260125|XP_029716891.1|AEAL, LOC115270199|XP_029735312.1|AEAL, LOC109408587|XP_019537455.1|AEAL, LOC115269621|XP_029734309.1|AEAL, LOC109423853|XP_019554435.2|AEAL, LOC115270200|XP_029735313.1|AEAL, LOC115269863|XP_029734512.1|AEAL, LOC115269861|XP_029734508.1|AEAL, LOC115270202|XP_029735315.1|AEAL, LOC109408601|XP_029734409.1|AEAL, LOC109423856|XP_019554437.2|AEAL, LOC115253846|XP_029735311.1|AEAL, LOC109423858|XP_019554440.2|AEAL, LOC109423857|XP_019554438.2|AEAL, LOC115270203|XP_029735316.1|AEAL
OG0000102	LOC6528685|XP_002089727.1|DYAK, LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK	LOC109622447|XP_019932332.1|AEAL
OG0000103	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK	LOC109430972|XP_019562636.2|AEAL, LOC115263082|XP_029721862.1|AEAL, LOC109430951|XP_019562612.2|AEAL, LOC115263170|XP_029721960.1|AEAL, LOC109430966|XP_019562631.2|AEAL, LOC109405281|XP_029712947.1|AEAL
OG0000104	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	LOC115253998|XP_029713816.1|AEAL, LOC109412559|XP_029734585.1|AEAL, LOC109420818|XP_029713830.1|AEAL, LOC109412548|XP_029734583.1|AEAL, LOC115257992|XP_029713835.1|AEAL, LOC109420754|XP_029713806.1|AEAL, LOC109420753|XP_019550771.2|AEAL, LOC109412556|XP_029713837.1|AEAL, LOC115257986|XP_029713827.1|AEAL
OG0000105	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK	LOC109405837|XP_029725568.1|AEAL
OG0000109	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK	LOC109406215|XP_029707756.1|AEAL, LOC109412830|XP_029707755.1|AEAL, LOC109422843|XP_019553280.2|AEAL, LOC115267647|XP_029730646.1|AEAL, LOC109407286|XP_019535832.2|AEAL, LOC115267648|XP_029730647.1|AEAL
OG0000110	LOC6533315|XP_002094041.3|DYAK, LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK	LOC109408644|XP_019537522.3|AEAL, LOC115270438|XP_029736026.1|AEAL, LOC109622202|XP_019931993.1|AEAL, LOC115270440|XP_029736028.1|AEAL, LOC115270439|XP_029736027.1|AEAL, LOC109622200|XP_019931990.2|AEAL, LOC109408643|XP_019537521.2|AEAL
OG0000111	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK	LOC109403420|XP_019531793.2|AEAL, LOC115257664|XP_029713364.1|AEAL, LOC115257672|XP_029713369.1|AEAL, LOC109416737|XP_019546332.2|AEAL, LOC109418184|XP_019547900.2|AEAL, LOC115254215|XP_029732753.1|AEAL, LOC115257716|XP_029713461.1|AEAL, LOC109416740|XP_019546336.1|AEAL, LOC115257663|XP_029713363.1|AEAL, LOC109403389|XP_019531749.2|AEAL, LOC109416726|XP_019546323.1|AEAL, LOC115257737|XP_029713499.1|AEAL, LOC115257572|XP_029713207.1|AEAL, LOC109403385|XP_019531745.1|AEAL, LOC109403386|XP_019531746.2|AEAL, LOC115253995|XP_029713323.1|AEAL, LOC115257547|XP_029713143.1|AEAL, LOC109416735|XP_019546330.2|AEAL, LOC115257455|XP_029712912.1|AEAL, LOC115257708|XP_029713447.1|AEAL, LOC109416738|XP_019546333.1|AEAL, LOC115257699|XP_029713425.1|AEAL, LOC115257476|XP_029712951.1|AEAL, LOC115257490|XP_029712992.1|AEAL, LOC109403382|XP_019531742.1|AEAL, LOC109416736|XP_019546331.2|AEAL
OG0000112	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK, LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK	LOC109431628|XP_029730589.1|AEAL, LOC109398049|XP_019525955.2|AEAL, LOC109431602|XP_019563382.2|AEAL, LOC115267606|XP_029730588.1|AEAL, LOC115267632|XP_029730637.1|AEAL, LOC115267618|XP_029730618.1|AEAL, LOC109398048|XP_019525953.2|AEAL, LOC115267289|XP_029730064.1|AEAL, LOC109426634|XP_019557708.2|AEAL, LOC109410530|XP_019539611.2|AEAL, LOC115264044|XP_029723209.1|AEAL, LOC109426636|XP_019557709.2|AEAL, LOC115264046|XP_029723211.1|AEAL, LOC115265673|XP_029727491.1|AEAL, LOC109410531|XP_019539612.2|AEAL, LOC115265688|XP_029727510.1|AEAL
OG0000113	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK	LOC109413525|XP_019542751.2|AEAL, LOC109406332|XP_019534982.2|AEAL, LOC115261479|XP_029719030.1|AEAL, LOC109404511|XP_019532957.2|AEAL
OG0000117	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK	LOC109403738|XP_029718541.1|AEAL, LOC109398941|XP_019526944.2|AEAL, LOC109403724|XP_029710294.1|AEAL, LOC109398927|XP_019526925.2|AEAL
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK	LOC109429227|XP_029718734.1|AEAL, LOC109398900|XP_019526898.2|AEAL, LOC109414571|XP_019543954.2|AEAL, LOC115260834|XP_029718015.1|AEAL, LOC109398881|XP_029718736.1|AEAL, LOC109429260|XP_019560715.2|AEAL, LOC115260167|XP_029716927.1|AEAL, LOC109398898|XP_019526896.2|AEAL, LOC115260836|XP_029718016.1|AEAL, LOC109429261|XP_019560716.2|AEAL
OG0000119	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK	LOC109420394|XP_019550272.2|AEAL, LOC115257627|XP_029713310.1|AEAL, LOC109402309|XP_019530507.2|AEAL, LOC109402307|XP_019530506.2|AEAL, LOC115257566|XP_029713200.1|AEAL, LOC109420427|XP_019550312.2|AEAL, LOC115257481|XP_029712971.1|AEAL, LOC109402349|XP_019530564.1|AEAL, LOC109420426|XP_019550311.1|AEAL, LOC109402306|XP_019530505.2|AEAL, LOC109420391|XP_019550271.2|AEAL, LOC115257619|XP_029713292.1|AEAL
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC109432379|XP_029708384.1|AEAL, LOC109423057|XP_019553517.1|AEAL, LOC115260693|XP_029717758.1|AEAL
OG0000121	LOC6537295|XP_002097853.1|DYAK, LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK	LOC109412858|XP_029720354.1|AEAL
OG0000122	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK	LOC109402015|XP_029725615.1|AEAL, LOC109411373|XP_029717663.1|AEAL
OG0000123	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK	LOC109399279|XP_019527261.2|AEAL, LOC109424018|XP_019554621.2|AEAL, LOC115267990|XP_029731747.1|AEAL
OG0000124	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK, LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK	LOC109418909|XP_019548676.2|AEAL
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC109424811|XP_029723580.1|AEAL
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC109400911|XP_029734158.1|AEAL, LOC115260616|XP_029717508.1|AEAL, LOC109422818|XP_029717568.1|AEAL
OG0000125	LOC6531407|XP_002092210.1|DYAK, LOC6531408|XP_002092211.1|DYAK	LOC109424782|XP_019555511.2|AEAL
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK	LOC109426285|XP_019557298.2|AEAL, LOC109407328|XP_029732920.1|AEAL, LOC115258099|XP_029713978.1|AEAL, LOC109406609|XP_019535268.2|AEAL, LOC109426330|XP_019557332.2|AEAL, LOC115254450|XP_029707826.1|AEAL
OG0000128	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK	LOC109429036|XP_029726550.1|AEAL, LOC109429037|XP_019560415.2|AEAL
OG0000129	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK	LOC109405631|XP_029713962.1|AEAL, LOC109426342|XP_029707838.1|AEAL, LOC115253554|XP_029732927.1|AEAL
OG0000130	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK	LOC109413601|XP_019542844.2|AEAL, LOC109401308|XP_019529356.2|AEAL
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK	LOC109420035|XP_019549892.2|AEAL, LOC109420036|XP_019549893.2|AEAL
OG0000133	LOC120322271|XP_039233256.1|DYAK	LOC109416695|XP_029708334.1|AEAL
OG0000133	LOC120322356|XP_039233332.1|DYAK	LOC115255453|XP_029709439.1|AEAL, LOC115258098|XP_029713974.1|AEAL, LOC115254858|XP_029708407.1|AEAL, LOC109408852|XP_029716822.1|AEAL, LOC115255917|XP_029709979.1|AEAL
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC109432360|XP_029717748.1|AEAL, LOC109423064|XP_029708376.1|AEAL, LOC115260541|XP_029717313.1|AEAL
OG0000134	LOC6527184|XP_002088278.1|DYAK	LOC109416780|XP_029719871.1|AEAL, LOC109429704|XP_019561256.2|AEAL
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC115263730|XP_029722864.1|AEAL
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC109431637|XP_019563411.2|AEAL, LOC115267498|XP_029730421.1|AEAL, LOC115270105|XP_029734967.1|AEAL, LOC109404924|XP_029734962.1|AEAL
OG0000137	LOC26534914|XP_015045456.1|DYAK	LOC109398020|XP_019525907.2|AEAL, LOC115254004|XP_029714092.1|AEAL, LOC109399484|XP_029714091.1|AEAL
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC109419567|XP_029715016.1|AEAL, LOC115258766|XP_029715024.1|AEAL, LOC115260917|XP_029718134.1|AEAL, LOC109409285|XP_019538265.2|AEAL, LOC109419553|XP_029714775.1|AEAL, LOC109409282|XP_029718115.1|AEAL, LOC109409284|XP_029718114.1|AEAL, LOC109419569|XP_019549327.2|AEAL, LOC109409374|XP_029718133.1|AEAL, LOC109416105|XP_029723494.1|AEAL, LOC109402912|XP_029718230.1|AEAL, LOC115264186|XP_029723486.1|AEAL, LOC115264345|XP_029723870.1|AEAL, LOC109402955|XP_019531242.2|AEAL, LOC109416072|XP_029718228.1|AEAL, LOC115253771|XP_029723495.1|AEAL, LOC109402921|XP_019531207.2|AEAL, LOC115264321|XP_029723854.1|AEAL, LOC109416100|XP_029723855.1|AEAL, LOC109416080|XP_029723493.1|AEAL, LOC109416077|XP_029723485.1|AEAL, LOC109402947|XP_019531231.1|AEAL
OG0000141	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK	LOC109410292|XP_029734278.1|AEAL, LOC109426263|XP_029736347.1|AEAL
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC109403328|XP_029718579.1|AEAL
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC109427748|XP_029717828.1|AEAL, LOC109431392|XP_029717814.1|AEAL
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC109407966|XP_029735103.1|AEAL, LOC109403683|XP_019532058.2|AEAL
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC109623322|XP_019933420.2|AEAL, LOC109426906|XP_029720843.1|AEAL, LOC109426907|XP_029720849.1|AEAL, LOC109414513|XP_019543897.2|AEAL, LOC109404840|XP_029728560.1|AEAL, LOC109404882|XP_019533384.2|AEAL, LOC115266475|XP_029728570.1|AEAL, LOC109429164|XP_019560574.2|AEAL, LOC109429166|XP_019560576.2|AEAL, LOC109429165|XP_019560575.2|AEAL
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC109403306|XP_029718564.1|AEAL
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC109426949|XP_029717841.1|AEAL
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC115254968|XP_029708517.1|AEAL
OG0000145	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK	LOC109621341|XP_019930935.1|AEAL, LOC109621339|XP_019930928.2|AEAL, LOC109421494|XP_019551533.1|AEAL
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC109407259|XP_019535812.2|AEAL, LOC115258685|XP_029714870.1|AEAL, LOC109414328|XP_019543692.2|AEAL
OG0000147	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK	LOC109408307|XP_019537121.2|AEAL, LOC109408300|XP_019537114.1|AEAL
OG0000148	LOC6526734|XP_002087837.1|DYAK	LOC109405767|XP_029724593.1|AEAL
OG0000148	LOC6527822|XP_002088895.2|DYAK	LOC109412067|XP_019541259.2|AEAL, LOC109433142|XP_019565084.2|AEAL, LOC115264978|XP_029725023.1|AEAL
OG0000149	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK	LOC109400861|XP_019528891.2|AEAL, LOC109415488|XP_019544916.1|AEAL
OG0000152	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK	LOC109409339|XP_029725152.1|AEAL, LOC115266916|XP_029729398.1|AEAL, LOC109419086|XP_029714751.1|AEAL
OG0000153	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK	LOC115268023|XP_029731776.1|AEAL, LOC109426054|XP_019557040.2|AEAL, LOC115268025|XP_029731778.1|AEAL, LOC109426055|XP_029732118.1|AEAL, LOC109425882|XP_029732119.1|AEAL, LOC109426056|XP_019557042.2|AEAL, LOC115268024|XP_029731777.1|AEAL, LOC109425905|XP_029732815.1|AEAL, LOC109415670|XP_029717910.1|AEAL, LOC109425029|XP_019555772.2|AEAL
OG0000154	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK	LOC109401998|XP_029736148.1|AEAL, LOC109402010|XP_019530164.2|AEAL
OG0000155	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK	LOC115267667|XP_029730676.1|AEAL, LOC109396995|XP_019524860.2|AEAL, LOC115268264|XP_029732170.1|AEAL, LOC109432235|XP_019564106.2|AEAL
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK	LOC109425525|XP_019556323.1|AEAL, LOC109421889|XP_019552024.1|AEAL, LOC109425513|XP_019556312.2|AEAL, LOC109421890|XP_019552025.2|AEAL
OG0000158	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK	LOC109399302|XP_019527282.2|AEAL, LOC115256357|XP_029710590.1|AEAL, LOC109407271|XP_029715192.1|AEAL, LOC115253740|XP_029715093.1|AEAL, LOC109405890|XP_019534490.2|AEAL, LOC109407293|XP_019535836.2|AEAL, LOC109402674|XP_019531252.2|AEAL
OG0000159	LOC6535202|XP_002095861.1|DYAK	LOC109401146|XP_029712113.1|AEAL, LOC109401173|XP_029712120.1|AEAL
