Orthogroup	DYAK.longest_only	DSUB.longest_only
OG0000048	LOC6539644|XP_002086526.2|DYAK	LOC117894523|XP_034657528.1|DSUB
OG0000048	LOC6539640|XP_002086529.1|DYAK	LOC117894537|XP_034657548.1|DSUB
OG0000049	LOC6536652|XP_002097224.1|DYAK	LOC117898484|XP_034663812.1|DSUB
OG0000049	LOC6536653|XP_002097225.1|DYAK	LOC117898479|XP_034663805.1|DSUB
OG0000049	LOC6536654|XP_002097226.1|DYAK	LOC117899170|XP_034664920.1|DSUB
OG0000049	LOC6537438|XP_002097994.1|DYAK	LOC117898482|XP_034663809.1|DSUB
OG0000050	LOC6530239|XP_002091176.2|DYAK	LOC117892195|XP_034654177.1|DSUB
OG0000050	LOC6535160|XP_039230152.1|DYAK	LOC117893228|XP_034655655.1|DSUB
OG0000050	LOC6535164|XP_002095826.2|DYAK	LOC117893221|XP_034655647.1|DSUB
OG0000050	LOC6535163|XP_002095825.2|DYAK	LOC117893222|XP_034655648.1|DSUB, LOC117894675|XP_034657744.1|DSUB
OG0000050	LOC120320448|XP_039230150.1|DYAK	LOC117893225|XP_034655653.1|DSUB, LOC117894628|XP_034657684.1|DSUB
OG0000050	LOC6535165|XP_002095827.2|DYAK	LOC117893220|XP_034655645.1|DSUB
OG0000050	LOC6535162|XP_002095824.2|DYAK	LOC117893224|XP_034655652.1|DSUB
OG0000051	LOC6536236|XP_002096825.1|DYAK	LOC117896438|XP_034660657.1|DSUB
OG0000051	LOC6536859|XP_002097428.1|DYAK	LOC117898110|XP_034663186.1|DSUB, LOC117898109|XP_034663185.1|DSUB
OG0000051	LOC6536777|XP_002097348.1|DYAK, LOC6537302|XP_002097860.1|DYAK, LOC6536778|XP_002097349.1|DYAK, LOC6536779|XP_002097350.1|DYAK	LOC117898770|XP_034664295.1|DSUB, LOC117898095|XP_034663165.1|DSUB
OG0000052	LOC6536447|XP_002097028.1|DYAK, LOC6537955|XP_002098492.1|DYAK	LOC117898169|XP_034663268.1|DSUB
OG0000052	LOC6536445|XP_002097026.2|DYAK, LOC6536449|XP_002097030.1|DYAK, LOC6536448|XP_002097029.1|DYAK	LOC117898249|XP_034663387.1|DSUB
OG0000052	LOC6531034|XP_002091870.1|DYAK	LOC117892469|XP_034654613.1|DSUB
OG0000052	LOC6531035|XP_002091871.1|DYAK	LOC117892468|XP_034654612.1|DSUB
OG0000053	LOC6528600|XP_002089643.1|DYAK	LOC117890537|XP_034651353.1|DSUB
OG0000053	LOC6528599|XP_002089642.1|DYAK	LOC117890535|XP_034651347.1|DSUB
OG0000053	LOC6528598|XP_002089641.2|DYAK	LOC117890534|XP_034651344.1|DSUB
OG0000053	LOC6528594|XP_002089637.3|DYAK	LOC117890538|XP_034651354.1|DSUB
OG0000054	LOC6537158|XP_002097719.1|DYAK	LOC117898653|XP_034664116.1|DSUB, LOC117898652|XP_034664115.1|DSUB
OG0000054	LOC6537157|XP_002097718.1|DYAK	LOC117898651|XP_034664113.1|DSUB
OG0000054	LOC6537155|XP_002097716.1|DYAK	LOC117898655|XP_034664119.1|DSUB
OG0000054	LOC6537156|XP_002097717.1|DYAK	LOC117898654|XP_034664118.1|DSUB
OG0000055	LOC6538864|XP_002099370.1|DYAK, LOC6538865|XP_002099371.1|DYAK	LOC117897281|XP_034661904.1|DSUB
OG0000056	LOC6537842|XP_002098383.1|DYAK	LOC117898462|XP_034663775.1|DSUB
OG0000056	LOC6537843|XP_002098384.1|DYAK	LOC117898463|XP_034663777.1|DSUB
OG0000056	LOC6537844|XP_002098385.1|DYAK, LOC6537846|XP_002098387.1|DYAK, LOC6537845|XP_002098386.1|DYAK	LOC117898461|XP_034663774.1|DSUB
OG0000056	LOC6536528|XP_002097104.1|DYAK	LOC117897244|XP_034661856.1|DSUB
OG0000056	LOC6536529|XP_002097105.1|DYAK	LOC117897243|XP_034661853.1|DSUB
OG0000058	LOC6529786|XP_002090770.1|DYAK	LOC117890151|XP_034650732.1|DSUB
OG0000058	LOC6527116|XP_002088209.1|DYAK	LOC117902359|XP_034669562.1|DSUB
OG0000058	LOC6524094|XP_002099958.2|DYAK	LOC117894861|XP_034658013.1|DSUB
OG0000059	LOC6538372|XP_002098896.1|DYAK	LOC117897005|XP_034661462.1|DSUB
OG0000059	LOC6538374|XP_002098898.1|DYAK	LOC117896653|XP_034660990.1|DSUB
OG0000059	LOC6538375|XP_002098899.1|DYAK	LOC117899423|XP_034665309.1|DSUB
OG0000059	LOC6538373|XP_002098897.1|DYAK	LOC117896652|XP_034660989.1|DSUB
OG0000059	LOC6538380|XP_002098904.1|DYAK	LOC117896696|XP_034661039.1|DSUB
OG0000060	LOC6524523|XP_002100380.1|DYAK	LOC117903129|XP_034670852.1|DSUB
OG0000060	LOC6529446|XP_002090448.1|DYAK	LOC117901895|XP_034668749.1|DSUB
OG0000060	LOC6535405|XP_015047137.2|DYAK	LOC117896666|XP_034661004.1|DSUB
OG0000060	LOC6538963|XP_002099466.1|DYAK	LOC117896503|XP_034660743.1|DSUB
OG0000060	LOC6524492|XP_002100349.2|DYAK	LOC117891116|XP_034652214.1|DSUB
OG0000061	LOC6528992|XP_002090024.1|DYAK	LOC117901880|XP_034668728.1|DSUB
OG0000061	LOC6528987|XP_002090019.1|DYAK	LOC117901276|XP_034667861.1|DSUB
OG0000061	LOC6528990|XP_002090022.1|DYAK	LOC117901832|XP_034668656.1|DSUB
OG0000062	LOC6525291|XP_002101127.1|DYAK	LOC117903497|XP_034671468.1|DSUB
OG0000062	LOC6529702|XP_002090695.1|DYAK	LOC117901308|XP_034667909.1|DSUB
OG0000062	LOC26534489|XP_015054512.1|DYAK	LOC117901870|XP_034668718.1|DSUB
OG0000063	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK	LOC117896095|XP_034660037.1|DSUB
OG0000063	LOC6537056|XP_002097621.1|DYAK	LOC117896094|XP_034660036.1|DSUB
OG0000063	LOC26535015|XP_015050152.1|DYAK	LOC117893344|XP_034655825.1|DSUB
OG0000063	LOC6533568|XP_039229911.1|DYAK	LOC117894179|XP_034656976.1|DSUB
OG0000063	LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK	LOC117894178|XP_034656974.1|DSUB
OG0000065	LOC6536808|XP_002097378.1|DYAK	LOC117898583|XP_034664016.1|DSUB
OG0000065	LOC6536708|XP_002097280.1|DYAK	LOC117899737|XP_034665873.1|DSUB
OG0000065	LOC6536710|XP_015047907.1|DYAK	LOC117899738|XP_034665874.1|DSUB
OG0000065	LOC6536709|XP_002097281.1|DYAK	LOC117899736|XP_034665872.1|DSUB
OG0000066	LOC6524569|XP_002100426.1|DYAK	LOC117903671|XP_034671892.1|DSUB
OG0000066	LOC6537626|XP_002098171.1|DYAK	LOC117896596|XP_034660913.1|DSUB
OG0000066	LOC6538183|XP_002098711.2|DYAK	LOC117896671|XP_034661009.1|DSUB
OG0000066	LOC6529191|XP_002090198.1|DYAK	LOC117901021|XP_034667513.1|DSUB
OG0000066	LOC6537142|XP_002097703.1|DYAK	LOC117897646|XP_034662513.1|DSUB
OG0000066	LOC6526033|XP_002101850.1|DYAK	LOC117893060|XP_034655357.1|DSUB
OG0000066	LOC6531786|XP_002092573.1|DYAK	LOC117902112|XP_034669115.1|DSUB
OG0000067	LOC6535876|XP_002096492.1|DYAK	LOC117899613|XP_034665647.1|DSUB
OG0000067	LOC6533078|XP_002093810.1|DYAK	LOC117895462|XP_034659028.1|DSUB
OG0000067	LOC6528771|XP_039227562.1|DYAK	LOC117890918|XP_034651937.1|DSUB
OG0000067	LOC6533077|XP_002093809.1|DYAK	LOC117895461|XP_034659026.1|DSUB
OG0000067	LOC6539372|XP_002086266.2|DYAK	LOC117894476|XP_034657468.1|DSUB
OG0000068	LOC6534297|XP_039230811.1|DYAK	LOC117893343|XP_034655824.1|DSUB
OG0000068	LOC6535752|XP_002096375.3|DYAK, LOC6534288|XP_002094969.2|DYAK, LOC6530829|XP_002091712.2|DYAK	LOC117893309|XP_034655788.1|DSUB, LOC117901009|XP_034667498.1|DSUB
OG0000068	LOC6526162|XP_039231832.1|DYAK	LOC117902385|XP_034669640.1|DSUB
OG0000069	LOC6532175|XP_002092948.2|DYAK	LOC117891341|XP_034652652.1|DSUB
OG0000070	LOC6527107|XP_002088200.1|DYAK	LOC117900906|XP_034667357.1|DSUB
OG0000070	LOC6523840|XP_002099713.1|DYAK	LOC117896707|XP_034661058.1|DSUB
OG0000070	LOC6527108|XP_002088201.1|DYAK	LOC117901077|XP_034667580.1|DSUB, LOC117900908|XP_034667359.1|DSUB
OG0000070	LOC6525751|XP_002101573.1|DYAK	LOC117900907|XP_034667358.1|DSUB
OG0000071	LOC6533773|XP_002094477.1|DYAK	LOC117893134|XP_034655476.1|DSUB
OG0000071	LOC6534017|XP_002094704.2|DYAK	LOC117895747|XP_034659509.1|DSUB
OG0000071	LOC6534016|XP_002094703.3|DYAK	LOC117895750|XP_034659511.1|DSUB
OG0000071	LOC6534018|XP_002094705.1|DYAK	LOC117895746|XP_034659508.1|DSUB
OG0000072	LOC6531405|XP_002092208.1|DYAK	LOC117891009|XP_034652056.1|DSUB
OG0000072	LOC6531398|XP_002092201.1|DYAK	LOC117889765|XP_034650103.1|DSUB
OG0000072	LOC6531403|XP_002092206.1|DYAK	LOC117891008|XP_034652055.1|DSUB
OG0000073	LOC6531137|XP_002091971.1|DYAK	LOC117890320|XP_034650999.1|DSUB
OG0000073	LOC6523936|XP_039227706.1|DYAK	LOC117901954|XP_034668826.1|DSUB
OG0000073	LOC6535942|XP_039231524.1|DYAK	LOC117897070|XP_034661568.1|DSUB
OG0000074	LOC6533148|XP_002093874.3|DYAK	LOC117893667|XP_034656248.1|DSUB, LOC117894584|XP_034657620.1|DSUB
OG0000074	LOC6534311|XP_002094991.1|DYAK	LOC117894701|XP_034657775.1|DSUB
OG0000075	LOC6532580|XP_002093324.1|DYAK	LOC117895498|XP_034659085.1|DSUB
OG0000075	LOC6532578|XP_002093322.1|DYAK	LOC117895520|XP_034659115.1|DSUB
OG0000075	LOC6532579|XP_002093323.1|DYAK	LOC117895524|XP_034659120.1|DSUB
OG0000075	LOC6532581|XP_002093325.1|DYAK	LOC117895522|XP_034659118.1|DSUB
OG0000076	LOC6532992|XP_002093727.1|DYAK	LOC117895853|XP_034659710.1|DSUB
OG0000076	LOC6536752|XP_002097324.1|DYAK, LOC6536754|XP_002097326.3|DYAK	LOC117896566|XP_034660858.1|DSUB, LOC117898174|XP_034663274.1|DSUB
OG0000076	LOC6525884|XP_002101704.3|DYAK	LOC117898747|XP_034664263.1|DSUB
OG0000076	LOC6525885|XP_002101705.1|DYAK	LOC117898737|XP_034664252.1|DSUB
OG0000077	LOC6530939|XP_002091781.1|DYAK	LOC117891833|XP_034653474.1|DSUB
OG0000077	LOC6536356|XP_002096938.1|DYAK	LOC117897634|XP_034662499.1|DSUB
OG0000077	LOC6532023|XP_002092801.1|DYAK	LOC117890642|XP_034651485.1|DSUB
OG0000077	LOC6538194|XP_002098722.2|DYAK	LOC117897194|XP_034661786.1|DSUB
OG0000078	LOC6530900|XP_002091752.1|DYAK	LOC117890243|XP_034650880.1|DSUB
OG0000078	LOC6539800|XP_002086683.2|DYAK	LOC117895683|XP_034659401.1|DSUB, LOC117895684|XP_034659403.1|DSUB
OG0000078	LOC6536046|XP_015047532.1|DYAK	LOC117897889|XP_034662857.1|DSUB
OG0000078	LOC6526129|XP_002101946.1|DYAK	LOC117892312|XP_034654358.1|DSUB
OG0000078	LOC6525682|XP_002101504.1|DYAK	LOC117899598|XP_034665610.1|DSUB
OG0000079	LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK	LOC117900594|XP_034666895.1|DSUB
OG0000079	LOC6526758|XP_002087861.1|DYAK	LOC117900593|XP_034666894.1|DSUB
OG0000080	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK	LOC117892139|XP_034654068.1|DSUB, LOC117890994|XP_034652034.1|DSUB
OG0000080	LOC6531377|XP_002092180.1|DYAK	LOC117892007|XP_034653785.1|DSUB
OG0000081	LOC6532337|XP_002093097.1|DYAK	LOC117895630|XP_034659277.1|DSUB
OG0000082	LOC6531302|XP_002092106.3|DYAK	LOC117890838|XP_034651812.1|DSUB
OG0000082	LOC6537790|XP_002098331.1|DYAK	LOC117897518|XP_034662325.1|DSUB
OG0000082	LOC6537368|XP_002097924.1|DYAK	LOC117898678|XP_034664152.1|DSUB
OG0000083	LOC6527136|XP_002088230.2|DYAK	LOC117900198|XP_034666350.1|DSUB
OG0000083	LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK	LOC117902537|XP_034669857.1|DSUB, LOC117902534|XP_034669852.1|DSUB, LOC117902535|XP_034669856.1|DSUB
OG0000083	LOC26535515|XP_015054631.2|DYAK	LOC117900197|XP_034666347.1|DSUB
OG0000084	LOC6531040|XP_002091876.1|DYAK	LOC117892465|XP_034654607.1|DSUB
OG0000084	LOC6531494|XP_002092293.1|DYAK	LOC117890458|XP_034651195.1|DSUB
OG0000085	LOC6528456|XP_015053956.1|DYAK	LOC117892536|XP_034654735.1|DSUB
OG0000085	LOC6528460|XP_002089506.3|DYAK	LOC117892091|XP_034653974.1|DSUB
OG0000085	LOC6528455|XP_039227178.1|DYAK	LOC117892532|XP_034654727.1|DSUB
OG0000086	LOC6530960|XP_002091798.1|DYAK	LOC117890386|XP_034651078.1|DSUB
OG0000087	LOC6527930|XP_002088998.1|DYAK	LOC117900830|XP_034667229.1|DSUB
OG0000087	LOC6528232|XP_002089294.1|DYAK	LOC117901046|XP_034667544.1|DSUB
OG0000087	LOC6527955|XP_002089022.1|DYAK	LOC117900544|XP_034666835.1|DSUB
OG0000088	LOC6528290|XP_002089343.1|DYAK	LOC117890038|XP_034650547.1|DSUB
OG0000088	LOC6527178|XP_002088272.1|DYAK	LOC117900355|XP_034666594.1|DSUB
OG0000088	LOC6533709|XP_002094414.1|DYAK	LOC117893265|XP_034655723.1|DSUB
OG0000088	LOC6531716|XP_002092506.1|DYAK	LOC117890268|XP_034650918.1|DSUB
OG0000088	LOC6533710|XP_002094415.1|DYAK	LOC117893266|XP_034655724.1|DSUB
OG0000089	LOC6536099|XP_002096707.1|DYAK	LOC117897397|XP_034662107.1|DSUB
OG0000089	LOC6532521|XP_002093267.1|DYAK	LOC117894210|XP_034657016.1|DSUB
OG0000090	LOC6528787|XP_002089821.1|DYAK	LOC117891387|XP_034652719.1|DSUB
OG0000090	LOC6528791|XP_002089825.1|DYAK	LOC117891384|XP_034652714.1|DSUB
OG0000090	LOC6532959|XP_002093694.1|DYAK	LOC117894963|XP_034658187.1|DSUB
OG0000090	LOC6532328|XP_002093088.2|DYAK	LOC117893528|XP_034656062.1|DSUB
OG0000091	LOC6538091|XP_015048654.1|DYAK	LOC117896287|XP_034660384.1|DSUB
OG0000091	LOC6527294|XP_002088388.1|DYAK	LOC117901338|XP_034667939.1|DSUB
OG0000091	LOC6535563|XP_015047216.1|DYAK	LOC117897051|XP_034661532.1|DSUB
OG0000091	LOC6535562|XP_002096191.1|DYAK	LOC117897050|XP_034661529.1|DSUB
OG0000092	LOC6538546|XP_002099068.1|DYAK	LOC117897269|XP_034661886.1|DSUB
OG0000092	LOC26535729|XP_015048909.1|DYAK	LOC117897821|XP_034662765.1|DSUB
OG0000092	LOC6538467|XP_002098991.1|DYAK	LOC117898608|XP_034664049.1|DSUB
OG0000092	LOC6538545|XP_002099067.1|DYAK	LOC117897864|XP_034662828.1|DSUB
OG0000093	LOC6527671|XP_002088757.1|DYAK	LOC117902810|XP_034670324.1|DSUB
OG0000093	LOC6525289|XP_002101125.1|DYAK, LOC26534678|XP_015051176.1|DYAK, LOC6531242|XP_002092054.1|DYAK	LOC117893330|XP_034655811.1|DSUB, LOC117891738|XP_034653223.1|DSUB
OG0000093	LOC6525246|XP_002101083.1|DYAK	LOC117898813|XP_034664362.1|DSUB
OG0000094	LOC6533581|XP_002094291.1|DYAK	LOC117893841|XP_034656498.1|DSUB
OG0000094	LOC6537561|XP_002098107.2|DYAK	LOC117896040|XP_034659940.1|DSUB
OG0000096	LOC6529683|XP_002090676.1|DYAK	LOC117898392|XP_034663640.1|DSUB
OG0000096	LOC6528976|XP_002090008.1|DYAK	LOC117898393|XP_034663641.1|DSUB
OG0000096	LOC6536489|XP_002097067.1|DYAK	LOC117898696|XP_034664202.1|DSUB
OG0000096	LOC6529746|XP_002090736.1|DYAK	LOC117900262|XP_034666462.1|DSUB
OG0000097	LOC6534250|XP_015050525.1|DYAK, LOC6534252|XP_002094934.2|DYAK, LOC6534251|XP_015050528.1|DYAK	LOC117893163|XP_034655530.1|DSUB
OG0000098	LOC6536810|XP_002097380.1|DYAK	LOC117898582|XP_034664015.1|DSUB
OG0000099	LOC6524441|XP_002100299.2|DYAK	LOC117903172|XP_034670908.1|DSUB
OG0000099	LOC6524440|XP_002100298.3|DYAK	LOC117896382|XP_034660577.1|DSUB
OG0000099	LOC6524444|XP_002100302.2|DYAK	LOC117891933|XP_034653664.1|DSUB
OG0000100	LOC26534750|XP_015051264.1|DYAK	LOC117890766|XP_034651723.1|DSUB
OG0000100	LOC6537329|XP_002097886.1|DYAK	LOC117899210|XP_034664973.1|DSUB, LOC117898731|XP_034664242.1|DSUB
OG0000101	LOC6534957|XP_015050955.2|DYAK	LOC117895432|XP_034658973.1|DSUB
OG0000102	LOC6531176|XP_002092005.1|DYAK	LOC117891856|XP_034653505.1|DSUB
OG0000102	LOC6528685|XP_002089727.1|DYAK	LOC117890056|XP_034650578.1|DSUB
OG0000103	LOC6532637|XP_002093381.1|DYAK	LOC117894294|XP_034657145.1|DSUB
OG0000103	LOC6534296|XP_002094977.1|DYAK	LOC117893174|XP_034655541.1|DSUB
OG0000103	LOC26534987|XP_015050551.1|DYAK	LOC117895790|XP_034659583.1|DSUB
OG0000103	LOC6529323|XP_015052185.1|DYAK	LOC117891545|XP_034652951.1|DSUB
OG0000104	LOC6539474|XP_002086359.2|DYAK	LOC117894807|XP_034657931.1|DSUB
OG0000104	LOC6527852|XP_002088924.1|DYAK	LOC117901076|XP_034667579.1|DSUB
OG0000104	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	LOC117894809|XP_034657935.1|DSUB
OG0000105	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK	LOC117898284|XP_034663430.1|DSUB
OG0000105	LOC6536226|XP_002096817.1|DYAK	LOC117898760|XP_034664276.1|DSUB
OG0000105	LOC6536221|XP_002096812.1|DYAK	LOC117898251|XP_034663389.1|DSUB
OG0000105	LOC6536220|XP_002096811.1|DYAK	LOC117898250|XP_034663388.1|DSUB
OG0000107	LOC6531775|XP_002092562.1|DYAK	LOC117889797|XP_034650164.1|DSUB
OG0000107	LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK	LOC117901630|XP_034668350.1|DSUB, LOC117901201|XP_034667746.1|DSUB
OG0000107	LOC6531776|XP_002092563.1|DYAK	LOC117891678|XP_034653144.1|DSUB
OG0000109	LOC6527148|XP_002088242.1|DYAK	LOC117901646|XP_034668372.1|DSUB
OG0000110	LOC6533315|XP_002094041.3|DYAK	LOC117895604|XP_034659243.1|DSUB
OG0000110	LOC6533316|XP_002094042.1|DYAK	LOC117895606|XP_034659245.1|DSUB
OG0000110	LOC6533317|XP_002094043.1|DYAK	LOC117895605|XP_034659244.1|DSUB
OG0000110	LOC6533318|XP_002094044.1|DYAK	LOC117895607|XP_034659246.1|DSUB
OG0000111	LOC6530898|XP_002091750.1|DYAK	LOC117890933|XP_034651959.1|DSUB
OG0000111	LOC6530894|XP_002091746.1|DYAK	LOC117890150|XP_034650731.1|DSUB
OG0000111	LOC6530895|XP_002091747.2|DYAK	LOC117890935|XP_034651960.1|DSUB
OG0000112	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK	LOC117903430|XP_034671344.1|DSUB
OG0000112	LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK	LOC117902763|XP_034670250.1|DSUB
OG0000113	LOC6537541|XP_039232498.1|DYAK	LOC117897174|XP_034661763.1|DSUB
OG0000114	LOC120320673|XP_039226970.1|DYAK, LOC6527306|XP_002088399.1|DYAK	LOC117902141|XP_034669168.1|DSUB
OG0000114	LOC6527308|XP_002088401.1|DYAK	LOC117902139|XP_034669166.1|DSUB
OG0000114	LOC26535341|XP_039226967.1|DYAK	LOC117902140|XP_034669167.1|DSUB
OG0000116	LOC6538538|XP_002099060.2|DYAK	LOC117898981|XP_034664612.1|DSUB
OG0000116	LOC6538537|XP_002099059.1|DYAK	LOC117898985|XP_034664618.1|DSUB
OG0000116	LOC6538536|XP_002099058.1|DYAK	LOC117898982|XP_034664615.1|DSUB
OG0000117	LOC6527566|XP_002088656.1|DYAK	LOC117902128|XP_034669147.1|DSUB
OG0000117	LOC6527565|XP_002088655.1|DYAK	LOC117902129|XP_034669148.1|DSUB
OG0000117	LOC6527564|XP_002088654.1|DYAK	LOC117902130|XP_034669149.1|DSUB
OG0000117	LOC6527563|XP_002088653.1|DYAK	LOC117902132|XP_034669152.1|DSUB
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK	LOC117901945|XP_034668808.1|DSUB
OG0000118	LOC6528194|XP_002089257.1|DYAK	LOC117903909|XP_034672306.1|DSUB
OG0000119	LOC6536469|XP_002097050.2|DYAK	LOC117897103|XP_034661639.1|DSUB
OG0000119	LOC6536471|XP_002097052.3|DYAK	LOC117896957|XP_034661393.1|DSUB
OG0000119	LOC6536470|XP_002097051.3|DYAK	LOC117896767|XP_034661133.1|DSUB
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC117889781|XP_034650140.1|DSUB
OG0000120	LOC6530249|XP_002091186.1|DYAK	LOC117890793|XP_034651759.1|DSUB
OG0000120	LOC6532230|XP_002093003.1|DYAK, LOC6525583|XP_002101418.1|DYAK	LOC117893084|XP_034655396.1|DSUB
OG0000121	LOC6537295|XP_002097853.1|DYAK	LOC117897204|XP_034661798.1|DSUB
OG0000121	LOC6537293|XP_002097851.3|DYAK	LOC117897203|XP_034661797.1|DSUB
OG0000122	LOC6526500|XP_039226456.1|DYAK	LOC117901107|XP_034667631.1|DSUB
OG0000122	LOC6525028|XP_039226839.1|DYAK	LOC117903442|XP_034671364.1|DSUB
OG0000122	LOC6528770|XP_002089804.1|DYAK	LOC117890920|XP_034651941.1|DSUB
OG0000122	LOC6526797|XP_002087899.1|DYAK	LOC117900850|XP_034667261.1|DSUB
OG0000123	LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK	LOC117898288|XP_034663435.1|DSUB
OG0000123	LOC6537634|XP_002098179.1|DYAK	LOC117898289|XP_034663436.1|DSUB
OG0000124	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK	LOC117891609|XP_034653033.1|DSUB
OG0000124	LOC6528633|XP_002089675.2|DYAK	LOC117891035|XP_034652093.1|DSUB
OG0000124	LOC6528635|XP_002089677.2|DYAK	LOC117891034|XP_034652092.1|DSUB
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC117896898|XP_034661322.1|DSUB
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC117897758|XP_034662692.1|DSUB
OG0000125	LOC6531407|XP_002092210.1|DYAK	LOC117889864|XP_034650261.1|DSUB
OG0000127	LOC6536014|XP_002096629.2|DYAK	LOC117899404|XP_034665281.1|DSUB
OG0000127	LOC6536013|XP_002096628.1|DYAK	LOC117899406|XP_034665283.1|DSUB
OG0000127	LOC6536015|XP_002096630.1|DYAK	LOC117899403|XP_034665280.1|DSUB
OG0000127	LOC6536016|XP_002096631.1|DYAK	LOC117898149|XP_034663239.1|DSUB
OG0000128	LOC6530664|XP_002091562.1|DYAK	LOC117892245|XP_034654249.1|DSUB
OG0000128	LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK	LOC117892247|XP_034654250.1|DSUB
OG0000129	LOC6524054|XP_002099923.3|DYAK	LOC117893897|XP_034656603.1|DSUB
OG0000129	LOC6533708|XP_002094413.1|DYAK	LOC117893675|XP_034656254.1|DSUB
OG0000129	LOC26535465|XP_015054626.1|DYAK	LOC117901205|XP_034667750.1|DSUB
OG0000130	LOC6533183|XP_002093909.1|DYAK	LOC117895254|XP_034658662.1|DSUB
OG0000130	LOC6533179|XP_002093905.1|DYAK	LOC117895250|XP_034658656.1|DSUB
OG0000130	LOC6533180|XP_002093906.1|DYAK	LOC117895252|XP_034658658.1|DSUB
OG0000130	LOC6533182|XP_002093908.1|DYAK	LOC117895251|XP_034658657.1|DSUB
OG0000131	LOC6536904|XP_039232407.1|DYAK	LOC117898539|XP_034663904.1|DSUB
OG0000132	LOC6527358|XP_002088450.1|DYAK	LOC117900438|XP_034666699.1|DSUB, LOC117900435|XP_034666695.1|DSUB
OG0000132	LOC6535540|XP_002096169.1|DYAK	LOC117896761|XP_034661126.1|DSUB
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC117896539|XP_034660813.1|DSUB
OG0000134	LOC6524495|XP_002100352.1|DYAK	LOC117891342|XP_034652657.1|DSUB
OG0000134	LOC6527184|XP_002088278.1|DYAK	LOC117900962|XP_034667428.1|DSUB
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC117898920|XP_034664521.1|DSUB
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC117893964|XP_034656656.1|DSUB
OG0000138	LOC6536260|XP_002096846.2|DYAK	LOC117898377|XP_034663610.1|DSUB
OG0000138	LOC6536261|XP_002096847.1|DYAK	LOC117898372|XP_034663601.1|DSUB, LOC117898373|XP_034663604.1|DSUB
OG0000138	LOC6536263|XP_002096849.1|DYAK	LOC117898371|XP_034663600.1|DSUB
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC117898015|XP_034663034.1|DSUB
OG0000141	LOC6532700|XP_002093442.1|DYAK	LOC117895145|XP_034658465.1|DSUB
OG0000141	LOC6532702|XP_002093444.2|DYAK	LOC117895146|XP_034658469.1|DSUB
OG0000141	LOC6532703|XP_002093445.1|DYAK	LOC117895143|XP_034658460.1|DSUB
OG0000141	LOC6532704|XP_002093446.1|DYAK	LOC117895147|XP_034658471.1|DSUB
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC117897016|XP_034661478.1|DSUB
OG0000142	LOC6540503|XP_039229515.1|DYAK	LOC117899539|XP_034665507.1|DSUB
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC117889604|XP_034649912.1|DSUB
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC117895094|XP_034658382.1|DSUB
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC117895095|XP_034658383.1|DSUB
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC117897699|XP_034662611.1|DSUB
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC117896455|XP_034660679.1|DSUB
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC117901842|XP_034668675.1|DSUB
OG0000145	LOC6525961|XP_002101781.1|DYAK	LOC117897170|XP_034661747.1|DSUB
OG0000145	LOC6529417|XP_002090421.1|DYAK	LOC117902770|XP_034670254.1|DSUB
OG0000145	LOC6529415|XP_002090419.1|DYAK	LOC117902772|XP_034670256.1|DSUB
OG0000145	LOC6529416|XP_002090420.1|DYAK	LOC117902771|XP_034670255.1|DSUB
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC117900255|XP_034666445.1|DSUB
