Orthogroup	DYAK.longest_only	ASTE.longest_only
OG0000119	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK	LOC118504397|XP_035894696.1|ASTE, LOC118507360|XP_035901665.1|ASTE, LOC118510253|XP_035907732.1|ASTE, LOC118504396|XP_035894695.1|ASTE
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC118509359|XP_035905774.1|ASTE
OG0000120	LOC6530249|XP_002091186.1|DYAK	LOC118512861|XP_035913838.1|ASTE
OG0000121	LOC6537295|XP_002097853.1|DYAK, LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK	LOC118504430|XP_035894762.1|ASTE
OG0000122	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000133	LOC120322271|XP_039233256.1|DYAK	LOC118506929|XP_035900664.1|ASTE, LOC118515142|XP_035917736.1|ASTE, LOC118515187|XP_035917779.1|ASTE, LOC118511144|XP_035909766.1|ASTE
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC6527184|XP_002088278.1|DYAK	LOC118514038|XP_035916413.1|ASTE
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC26534914|XP_015045456.1|DYAK	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC6540503|XP_039229515.1|DYAK	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC6526734|XP_002087837.1|DYAK	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC6527822|XP_002088895.2|DYAK	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC6535202|XP_002095861.1|DYAK	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC6534272|XP_002094953.2|DYAK, LOC6534470|XP_002095147.1|DYAK	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC6532182|XP_002092950.3|DYAK, LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC6530706|XP_002091597.1|DYAK	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC6538787|XP_002099300.1|DYAK	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC6528206|XP_002089268.1|DYAK	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC6527905|XP_039226885.1|DYAK	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC6525200|XP_039226094.1|DYAK	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC6533428|XP_002094145.1|DYAK	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC6528398|XP_039226551.1|DYAK, LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC6536634|XP_002097206.1|DYAK	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC6538448|XP_039232654.1|DYAK	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC6524952|XP_002100792.1|DYAK	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC6538179|XP_002098707.2|DYAK	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC6528270|XP_002089323.2|DYAK	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC6538273|XP_002098800.1|DYAK, LOC6538358|XP_002098882.1|DYAK	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC6537506|XP_002098052.1|DYAK	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC6526924|XP_039227701.1|DYAK	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC6526646|XP_039226426.1|DYAK	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC6523810|XP_015045348.1|DYAK	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC6524498|XP_039227389.1|DYAK	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC6531339|XP_002092143.1|DYAK	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC6531150|XP_002091979.1|DYAK	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC6529478|XP_015052370.1|DYAK	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC6524768|XP_002100612.1|DYAK	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC120321921|XP_039232122.1|DYAK	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC6524759|XP_002100603.1|DYAK	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC6535527|XP_002096156.1|DYAK	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC6532161|XP_002092937.1|DYAK	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC6532160|XP_002092936.1|DYAK	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC6533893|XP_039229992.1|DYAK	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC6536829|XP_002097399.1|DYAK	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC26534749|XP_039230801.1|DYAK, LOC6539813|XP_002086695.1|DYAK, LOC26535082|XP_039230802.1|DYAK	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC6532520|XP_002093266.2|DYAK, LOC6524928|XP_002100768.2|DYAK	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC6524209|XP_002100072.1|DYAK	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC6524208|XP_002100071.2|DYAK	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC6526706|XP_015053448.1|DYAK, LOC120320624|XP_039226800.1|DYAK, LOC6526707|XP_039226799.1|DYAK	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC6528362|XP_002089411.1|DYAK, LOC6528359|XP_002089408.1|DYAK, LOC6528363|XP_002089412.1|DYAK	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC6532625|XP_002093369.1|DYAK, LOC6532622|XP_002093366.1|DYAK, LOC6532623|XP_002093367.1|DYAK	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC6530039|XP_002090985.1|DYAK, LOC6537346|XP_002097903.1|DYAK, LOC6530038|XP_002090984.1|DYAK	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC6528187|XP_002089250.1|DYAK	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC6532110|XP_002092886.1|DYAK	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC26535924|XP_015048989.1|DYAK, LOC6538724|XP_002099239.2|DYAK, LOC6538725|XP_002099240.1|DYAK	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC6533537|XP_002094247.1|DYAK, LOC6533539|XP_002094249.3|DYAK, LOC6533543|XP_002094253.2|DYAK	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC26535034|XP_015054573.1|DYAK, LOC6535386|XP_039231510.1|DYAK, LOC6526152|XP_002101966.1|DYAK, LOC6529000|XP_002090032.1|DYAK	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC6538272|XP_039232854.1|DYAK	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC6535880|XP_015047429.2|DYAK	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC6531478|XP_039228280.1|DYAK	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC6537065|XP_002097626.1|DYAK, LOC6528315|XP_002089368.1|DYAK, LOC6528314|XP_002089367.2|DYAK	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC6537995|XP_002098530.1|DYAK, LOC6539013|XP_039231888.1|DYAK, LOC6539014|XP_002099516.2|DYAK	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC6539045|XP_002099547.1|DYAK, LOC6539044|XP_002099546.1|DYAK, LOC6539043|XP_002099545.1|DYAK	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC6526337|XP_002087459.1|DYAK, LOC6528126|XP_002089193.1|DYAK, LOC6525073|XP_015046083.1|DYAK	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC6528319|XP_015053910.1|DYAK	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC26536340|XP_015049951.1|DYAK, LOC6526795|XP_039226836.1|DYAK, LOC6526004|XP_002101822.1|DYAK	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC6530306|XP_002091233.1|DYAK, LOC6530308|XP_002091235.1|DYAK, LOC6530307|XP_002091234.1|DYAK	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC6536571|XP_002097147.1|DYAK, LOC6540177|XP_039231573.1|DYAK	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC6536759|XP_039231491.1|DYAK, LOC6536762|XP_002097334.1|DYAK, LOC6537624|XP_039231199.1|DYAK	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC6534494|XP_002095171.2|DYAK	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC120322014|XP_039232596.1|DYAK	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE
OG0000246	LOC6531691|XP_002092482.2|DYAK	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC6533859|XP_002094559.1|DYAK, LOC6533858|XP_002094558.1|DYAK	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC6534293|XP_002094974.1|DYAK, LOC6534294|XP_002094975.2|DYAK, LOC6530423|XP_002091339.3|DYAK	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC6527674|XP_002088760.1|DYAK, LOC6527675|XP_002088761.1|DYAK, LOC6527676|XP_002088762.1|DYAK	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC6527429|XP_002088521.1|DYAK, LOC6527432|XP_002088524.1|DYAK, LOC6527430|XP_002088522.2|DYAK	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC6525185|XP_039227723.1|DYAK, LOC6532043|XP_002092820.3|DYAK, LOC26534935|XP_015049512.1|DYAK	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC6530171|XP_002091111.1|DYAK	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC6531024|XP_002091861.1|DYAK, LOC6531022|XP_002091859.1|DYAK	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC6531903|XP_002092689.1|DYAK	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC6528170|XP_002089235.1|DYAK, LOC6528169|XP_039226993.1|DYAK	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC6530027|XP_002090973.1|DYAK	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC6530127|XP_002091073.2|DYAK	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC6533175|XP_002093901.1|DYAK	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC6524983|XP_002100823.1|DYAK, LOC6524982|XP_039231321.1|DYAK, LOC6538959|XP_015049132.1|DYAK	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC6538885|XP_002099389.1|DYAK, LOC6538884|XP_002099388.3|DYAK	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC6537554|XP_002098100.2|DYAK, LOC6537553|XP_002098099.1|DYAK	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC6537868|XP_002098409.1|DYAK	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC6538741|XP_002099256.1|DYAK	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC6531868|XP_002092655.3|DYAK	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC6528063|XP_002089130.1|DYAK, LOC26535369|XP_015051177.1|DYAK, LOC6530505|XP_002091420.1|DYAK	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC6523696|XP_039233083.1|DYAK	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC6537136|XP_002097697.2|DYAK, LOC6527154|XP_002088248.1|DYAK, LOC6535978|XP_002096593.1|DYAK	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC120320467|XP_039226120.1|DYAK, LOC120322238|XP_039233224.1|DYAK, LOC120322280|XP_039233273.1|DYAK, LOC120320675|XP_039226972.1|DYAK, LOC26535268|XP_039227244.1|DYAK	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC6532686|XP_002093430.1|DYAK, LOC6532685|XP_002093429.1|DYAK	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC6539689|XP_002086574.1|DYAK, LOC6534946|XP_002095616.3|DYAK, LOC6539687|XP_002086575.3|DYAK	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC6533216|XP_002093942.1|DYAK, LOC6526063|XP_002101880.1|DYAK, LOC6525881|XP_002101701.1|DYAK	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC6532889|XP_015049675.2|DYAK	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC6530227|XP_002091164.1|DYAK	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC6538318|XP_002098845.1|DYAK	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC6528957|XP_002089989.1|DYAK	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC6528947|XP_039226648.1|DYAK	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC6531011|XP_002091848.1|DYAK	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC6531252|XP_002092061.1|DYAK	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC6533933|XP_002094633.1|DYAK	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC6537916|XP_002098456.1|DYAK, LOC6527188|XP_002088282.1|DYAK, LOC6537918|XP_002098458.1|DYAK	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC6528944|XP_039226166.1|DYAK	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC26535870|XP_039233460.1|DYAK	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC6530437|XP_002091353.1|DYAK, LOC6538265|XP_002098792.2|DYAK, LOC6532078|XP_039228188.1|DYAK, LOC26535742|XP_015054659.1|DYAK	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC6529184|XP_002090191.3|DYAK, LOC6532216|XP_002092989.1|DYAK, LOC6524363|XP_002100221.1|DYAK	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC6536937|XP_039232287.1|DYAK	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC120322175|XP_039233165.1|DYAK, LOC6523737|XP_002099612.1|DYAK	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC6526920|XP_002088019.1|DYAK	LOC118514291|XP_035916946.1|ASTE
OG0000302	LOC6539385|XP_015045171.1|DYAK, LOC6534672|XP_002095347.1|DYAK	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
