Orthogroup	DYAK.longest_only	CPIP.longest_only
OG0000084	LOC6531494|XP_002092293.1|DYAK	LOC120424545|XP_039444643.1|CPIP, LOC120424544|XP_039444642.1|CPIP, LOC120422454|XP_039441832.1|CPIP, LOC120424528|XP_039444621.1|CPIP, LOC120424522|XP_039444615.1|CPIP, LOC120426597|XP_039447322.1|CPIP, LOC120424525|XP_039444619.1|CPIP, LOC120424523|XP_039444617.1|CPIP, LOC120424526|XP_039444620.1|CPIP, LOC120424524|XP_039444618.1|CPIP, LOC120423778|XP_039443631.1|CPIP
OG0000085	LOC6528455|XP_039227178.1|DYAK	LOC120418894|XP_039437359.1|CPIP
OG0000086	LOC6530960|XP_002091798.1|DYAK	LOC120419495|XP_039438120.1|CPIP
OG0000087	LOC6527930|XP_002088998.1|DYAK	LOC120431959|XP_039453027.1|CPIP, LOC120424926|XP_039445151.1|CPIP, LOC120424893|XP_039445115.1|CPIP, LOC120431961|XP_039453029.1|CPIP, LOC120431960|XP_039453028.1|CPIP, LOC120424925|XP_039445150.1|CPIP, LOC120424892|XP_039445113.1|CPIP, LOC120424924|XP_039445149.1|CPIP, LOC120424889|XP_039445110.1|CPIP, LOC120425288|XP_039445674.1|CPIP
OG0000087	LOC6528232|XP_002089294.1|DYAK, LOC6527955|XP_002089022.1|DYAK	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC6528290|XP_002089343.1|DYAK	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC6536099|XP_002096707.1|DYAK, LOC6536028|XP_002096643.1|DYAK	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC6536414|XP_002096996.1|DYAK	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC6532521|XP_002093267.1|DYAK	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC6528787|XP_002089821.1|DYAK, LOC6528791|XP_002089825.1|DYAK, LOC6532959|XP_002093694.1|DYAK, LOC6532328|XP_002093088.2|DYAK	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC6538091|XP_015048654.1|DYAK	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC6527294|XP_002088388.1|DYAK, LOC6535563|XP_015047216.1|DYAK, LOC6535562|XP_002096191.1|DYAK	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC6527671|XP_002088757.1|DYAK	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC6533581|XP_002094291.1|DYAK, LOC6537561|XP_002098107.2|DYAK	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000098	LOC6536810|XP_002097380.1|DYAK	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC6524444|XP_002100302.2|DYAK	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC6534957|XP_015050955.2|DYAK, LOC6539439|XP_002086331.3|DYAK, LOC6534953|XP_039230714.1|DYAK, LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK, LOC6539441|XP_039230706.1|DYAK	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC6531176|XP_002092005.1|DYAK	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC6528685|XP_002089727.1|DYAK, LOC6538432|XP_002098956.1|DYAK, LOC6531759|XP_002092549.1|DYAK	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK, LOC6529323|XP_015052185.1|DYAK	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC6527852|XP_002088924.1|DYAK, LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK, LOC6536226|XP_002096817.1|DYAK, LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC6527148|XP_002088242.1|DYAK	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC6533315|XP_002094041.3|DYAK, LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK, LOC6533318|XP_002094044.1|DYAK	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK, LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC6527308|XP_002088401.1|DYAK	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC26535341|XP_039226967.1|DYAK, LOC120320422|XP_039226968.1|DYAK	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC6527566|XP_002088656.1|DYAK, LOC6527565|XP_002088655.1|DYAK, LOC6527564|XP_002088654.1|DYAK, LOC6527563|XP_002088653.1|DYAK	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK, LOC6528194|XP_002089257.1|DYAK	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK, LOC6536470|XP_002097051.3|DYAK	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC6523825|XP_002099700.1|DYAK	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC6530249|XP_002091186.1|DYAK	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC6537295|XP_002097853.1|DYAK, LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC6526500|XP_039226456.1|DYAK, LOC6525028|XP_039226839.1|DYAK, LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK, LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC6538299|XP_015048763.1|DYAK	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC6536869|XP_015047972.1|DYAK	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC6531407|XP_002092210.1|DYAK, LOC6531408|XP_002092211.1|DYAK	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK, LOC6536016|XP_002096631.1|DYAK	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC6530664|XP_002091562.1|DYAK, LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK, LOC6535945|XP_002096561.2|DYAK	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC6524054|XP_002099923.3|DYAK, LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC6536904|XP_039232407.1|DYAK	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK, LOC6535540|XP_002096169.1|DYAK	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000133	LOC120322271|XP_039233256.1|DYAK	LOC120422020|XP_039441278.1|CPIP
OG0000134	LOC6537276|XP_002097834.1|DYAK	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC6537555|XP_002098101.1|DYAK	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC6533242|XP_002093968.1|DYAK	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC26534914|XP_015045456.1|DYAK	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC6532874|XP_002093610.1|DYAK, LOC6534094|XP_002094780.1|DYAK, LOC6526848|XP_002087948.2|DYAK, LOC6529540|XP_002090538.1|DYAK, LOC6529539|XP_002090537.2|DYAK	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC6538298|XP_002098825.1|DYAK	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC6532700|XP_002093442.1|DYAK, LOC6532702|XP_002093444.2|DYAK, LOC6532703|XP_002093445.1|DYAK, LOC6532704|XP_002093446.1|DYAK	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC6538713|XP_002099228.3|DYAK	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC6540503|XP_039229515.1|DYAK	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC6525320|XP_002101156.1|DYAK	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC6534200|XP_002094883.1|DYAK	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC6534201|XP_002094884.2|DYAK	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC6537248|XP_039232329.1|DYAK	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC6524725|XP_039231928.1|DYAK	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC26536134|XP_039226772.1|DYAK	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC6525961|XP_002101781.1|DYAK, LOC6529417|XP_002090421.1|DYAK, LOC6529415|XP_002090419.1|DYAK, LOC6529416|XP_002090420.1|DYAK	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC6527414|XP_002088506.2|DYAK	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC6537601|XP_002098147.1|DYAK, LOC6537600|XP_002098146.1|DYAK	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC6526734|XP_002087837.1|DYAK	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC6527822|XP_002088895.2|DYAK	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC6526936|XP_002088034.1|DYAK, LOC6526086|XP_002101903.1|DYAK	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC6537338|XP_002097895.1|DYAK, LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK, LOC26535678|XP_039230328.1|DYAK	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000156	LOC26534738|XP_015052836.1|DYAK	LOC120422101|XP_039441388.1|CPIP
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC6530839|XP_002091722.1|DYAK, LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC6535202|XP_002095861.1|DYAK	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC6534272|XP_002094953.2|DYAK, LOC6534470|XP_002095147.1|DYAK	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC6533954|XP_002094654.2|DYAK, LOC6533515|XP_002094226.1|DYAK, LOC26534882|XP_039228674.1|DYAK, LOC6527627|XP_002088715.1|DYAK	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC6532182|XP_002092950.3|DYAK, LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC6526197|XP_015046681.1|DYAK, LOC6533062|XP_002093794.1|DYAK	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC6530706|XP_002091597.1|DYAK	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC120321040|XP_039228226.1|DYAK, LOC6530704|XP_002091595.3|DYAK	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC6538787|XP_002099300.1|DYAK	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC6532584|XP_002093328.2|DYAK, LOC6536867|XP_002097436.1|DYAK	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC6528206|XP_002089268.1|DYAK	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC6525200|XP_039226094.1|DYAK	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC6533428|XP_002094145.1|DYAK	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC6531309|XP_015051236.1|DYAK, LOC6531306|XP_002092110.1|DYAK	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC6528398|XP_039226551.1|DYAK, LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC6536634|XP_002097206.1|DYAK	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC6538448|XP_039232654.1|DYAK	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC6524952|XP_002100792.1|DYAK	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC6538179|XP_002098707.2|DYAK	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC6523879|XP_002099752.2|DYAK	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC6528805|XP_002089837.1|DYAK, LOC6530153|XP_039227810.1|DYAK	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC6528270|XP_002089323.2|DYAK	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC6538273|XP_002098800.1|DYAK, LOC6538358|XP_002098882.1|DYAK	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC6537506|XP_002098052.1|DYAK	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC6537504|XP_002098050.1|DYAK, LOC6537503|XP_002098049.3|DYAK	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC6523883|XP_015045362.2|DYAK, LOC6538113|XP_002098648.1|DYAK, LOC6533220|XP_002093946.1|DYAK, LOC6532576|XP_039230642.1|DYAK	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC6526924|XP_039227701.1|DYAK	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC6526773|XP_002087876.1|DYAK, LOC6528505|XP_002089551.1|DYAK, LOC6538463|XP_002098987.1|DYAK, LOC6528506|XP_002089552.1|DYAK	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC6526053|XP_002101870.3|DYAK, LOC6526054|XP_002101871.1|DYAK	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC6536556|XP_002097132.2|DYAK, LOC6524932|XP_002100772.1|DYAK, LOC6524926|XP_002100766.1|DYAK	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC6526646|XP_039226426.1|DYAK	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC6523810|XP_015045348.1|DYAK	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC6531718|XP_002092508.1|DYAK	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC6524498|XP_039227389.1|DYAK	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC6528336|XP_015054421.1|DYAK, LOC6528337|XP_015054409.1|DYAK	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC6537400|XP_002097956.1|DYAK, LOC26536027|XP_015050360.1|DYAK, LOC6533976|XP_002094671.3|DYAK	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC6526730|XP_002087833.1|DYAK, LOC6526729|XP_002087832.1|DYAK, LOC6533470|XP_002094181.1|DYAK	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC6531829|XP_002092616.1|DYAK	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC6523827|XP_002099702.1|DYAK, LOC6530191|XP_002091129.1|DYAK	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC6529482|XP_039228123.1|DYAK, LOC6529487|XP_039228174.1|DYAK	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC6529478|XP_015052370.1|DYAK	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC6524768|XP_002100612.1|DYAK	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC120321921|XP_039232122.1|DYAK	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC6524759|XP_002100603.1|DYAK	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC6538066|XP_039231307.1|DYAK, LOC6538065|XP_002098600.1|DYAK, LOC6538067|XP_002098602.1|DYAK, LOC6538068|XP_002098603.1|DYAK, LOC6538064|XP_015048632.1|DYAK	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC6537830|XP_002098371.3|DYAK, LOC6537833|XP_002098374.1|DYAK	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC6535527|XP_002096156.1|DYAK	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC6531635|XP_002092432.3|DYAK, LOC6531634|XP_039228283.1|DYAK	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC6537165|XP_002097726.1|DYAK, LOC6535617|XP_002096245.2|DYAK	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC6532161|XP_002092937.1|DYAK	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC6532160|XP_002092936.1|DYAK	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC6533893|XP_039229992.1|DYAK	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC6531807|XP_039227799.1|DYAK, LOC6526462|XP_002087581.2|DYAK, LOC6525374|XP_002101210.2|DYAK	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC6536829|XP_002097399.1|DYAK	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC6526922|XP_002088020.1|DYAK, LOC6526923|XP_002088021.1|DYAK, LOC6528963|XP_002089995.1|DYAK	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC6534897|XP_039230744.1|DYAK, LOC6540014|XP_039226182.1|DYAK	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC6525931|XP_002101751.1|DYAK, LOC6530497|XP_002091412.1|DYAK, LOC6538392|XP_002098916.2|DYAK	LOC120423256|XP_039442910.1|CPIP
