Orthogroup	DYAK.longest_only	CCAP.longest_only
OG0000053	LOC6528601|XP_002089644.1|DYAK, LOC6528600|XP_002089643.1|DYAK	CCAP1982_LOCUS20953|CAD7012854.1|CCAP
OG0000053	LOC6528599|XP_002089642.1|DYAK	CCAP1982_LOCUS20955|CAD7012856.1|CCAP
OG0000053	LOC6528598|XP_002089641.2|DYAK	CCAP1982_LOCUS20956|CAD7012857.1|CCAP
OG0000053	LOC6528594|XP_002089637.3|DYAK	CCAP1982_LOCUS20959|CAD7012860.1|CCAP, CCAP1982_LOCUS21332|CAD7013261.1|CCAP, CCAP1982_LOCUS20960|CAD7012861.1|CCAP
OG0000054	LOC6537158|XP_002097719.1|DYAK	CCAP1982_LOCUS1028|CAD6992150.1|CCAP
OG0000054	LOC6537157|XP_002097718.1|DYAK, LOC6537155|XP_002097716.1|DYAK, LOC6537156|XP_002097717.1|DYAK	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP
OG0000058	LOC6530969|XP_002091807.2|DYAK, LOC6529786|XP_002090770.1|DYAK, LOC6530971|XP_002091809.1|DYAK, LOC6527116|XP_002088209.1|DYAK, LOC6524094|XP_002099958.2|DYAK	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP
OG0000059	LOC6538372|XP_002098896.1|DYAK, LOC6538374|XP_002098898.1|DYAK, LOC6538375|XP_002098899.1|DYAK, LOC6538373|XP_002098897.1|DYAK, LOC6538380|XP_002098904.1|DYAK	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC6538963|XP_002099466.1|DYAK	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC6528992|XP_002090024.1|DYAK	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC6528987|XP_002090019.1|DYAK	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC6528990|XP_002090022.1|DYAK, LOC6528989|XP_002090021.1|DYAK	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC6525291|XP_002101127.1|DYAK, LOC6529702|XP_002090695.1|DYAK, LOC6529703|XP_002090696.1|DYAK, LOC26534489|XP_015054512.1|DYAK, LOC26536280|XP_015054717.1|DYAK	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC26535015|XP_015050152.1|DYAK, LOC6533568|XP_039229911.1|DYAK, LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC6536808|XP_002097378.1|DYAK, LOC6527757|XP_002088837.1|DYAK, LOC6536809|XP_002097379.1|DYAK, LOC6536708|XP_002097280.1|DYAK, LOC6536710|XP_015047907.1|DYAK, LOC6536709|XP_002097281.1|DYAK	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC6535876|XP_002096492.1|DYAK	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC6533078|XP_002093810.1|DYAK	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC6528771|XP_039227562.1|DYAK	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC6533077|XP_002093809.1|DYAK	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC6532175|XP_002092948.2|DYAK	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC6534017|XP_002094704.2|DYAK, LOC6534016|XP_002094703.3|DYAK, LOC6534018|XP_002094705.1|DYAK	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC6531405|XP_002092208.1|DYAK	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC6531398|XP_002092201.1|DYAK	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC6531403|XP_002092206.1|DYAK	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC6531137|XP_002091971.1|DYAK	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC6535942|XP_039231524.1|DYAK	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC6533148|XP_002093874.3|DYAK	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC6532578|XP_002093322.1|DYAK	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC6532579|XP_002093323.1|DYAK	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC6532581|XP_002093325.1|DYAK	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC6532992|XP_002093727.1|DYAK	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC6530939|XP_002091781.1|DYAK	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC6536356|XP_002096938.1|DYAK	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC6532023|XP_002092801.1|DYAK	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC6538194|XP_002098722.2|DYAK	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC26535989|XP_015054680.1|DYAK, LOC26535629|XP_015054648.1|DYAK, LOC26536219|XP_015054707.1|DYAK, LOC26534965|XP_015054567.1|DYAK, LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC6532337|XP_002093097.1|DYAK	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC6531302|XP_002092106.3|DYAK, LOC6537790|XP_002098331.1|DYAK	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC6537368|XP_002097924.1|DYAK	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC26535515|XP_015054631.2|DYAK	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC6531040|XP_002091876.1|DYAK	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC6531494|XP_002092293.1|DYAK	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC6527930|XP_002088998.1|DYAK	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC6528232|XP_002089294.1|DYAK	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC6528290|XP_002089343.1|DYAK	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC6536099|XP_002096707.1|DYAK	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC6532521|XP_002093267.1|DYAK	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC6528787|XP_002089821.1|DYAK	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC6528791|XP_002089825.1|DYAK	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC6532959|XP_002093694.1|DYAK	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000091	LOC6538091|XP_015048654.1|DYAK	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC6535563|XP_015047216.1|DYAK	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC6535562|XP_002096191.1|DYAK	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC6538546|XP_002099068.1|DYAK	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC26535729|XP_015048909.1|DYAK	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC6527671|XP_002088757.1|DYAK	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC6537561|XP_002098107.2|DYAK	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC6529683|XP_002090676.1|DYAK, LOC6528976|XP_002090008.1|DYAK, LOC6536489|XP_002097067.1|DYAK	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC6529746|XP_002090736.1|DYAK	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC6536810|XP_002097380.1|DYAK	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC6534957|XP_015050955.2|DYAK	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC6534953|XP_039230714.1|DYAK	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC26534783|XP_015050956.2|DYAK, LOC26535813|XP_015050952.1|DYAK	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC6528685|XP_002089727.1|DYAK	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK, LOC26534987|XP_015050551.1|DYAK	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC6529323|XP_015052185.1|DYAK	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC6539474|XP_002086359.2|DYAK	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC6527852|XP_002088924.1|DYAK	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC6536226|XP_002096817.1|DYAK	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC6531775|XP_002092562.1|DYAK, LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK, LOC6531776|XP_002092563.1|DYAK	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000108	LOC120321803|XP_039231670.1|DYAK	CCAP1982_LOCUS12746|CAD7004327.1|CCAP
OG0000109	LOC6527148|XP_002088242.1|DYAK	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC6533316|XP_002094042.1|DYAK, LOC6533317|XP_002094043.1|DYAK	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC6533318|XP_002094044.1|DYAK	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC6530898|XP_002091750.1|DYAK, LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC6527037|XP_002088131.1|DYAK, LOC26535914|XP_015052937.1|DYAK, LOC6537541|XP_039232498.1|DYAK, LOC6529429|XP_015052342.1|DYAK	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC6527308|XP_002088401.1|DYAK	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC26535341|XP_039226967.1|DYAK	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC6538538|XP_002099060.2|DYAK	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC6538532|XP_002099054.1|DYAK	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC6538537|XP_002099059.1|DYAK, LOC6538536|XP_002099058.1|DYAK	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC6527566|XP_002088656.1|DYAK	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC6527565|XP_002088655.1|DYAK	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC6527564|XP_002088654.1|DYAK	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC6527563|XP_002088653.1|DYAK	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC6528177|XP_039227738.1|DYAK, LOC6527573|XP_002088663.1|DYAK	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC6536469|XP_002097050.2|DYAK, LOC6536471|XP_002097052.3|DYAK	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC6536470|XP_002097051.3|DYAK	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC6530249|XP_002091186.1|DYAK	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000122	LOC6526500|XP_039226456.1|DYAK	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC6525028|XP_039226839.1|DYAK	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC6528770|XP_002089804.1|DYAK, LOC6526797|XP_002087899.1|DYAK	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC6532082|XP_002092859.1|DYAK, LOC6536879|XP_002097448.1|DYAK, LOC6537633|XP_002098178.1|DYAK, LOC6537632|XP_002098177.2|DYAK, LOC6537634|XP_002098179.1|DYAK	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC6538299|XP_015048763.1|DYAK	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC6536869|XP_015047972.1|DYAK	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC6537992|XP_002098527.3|DYAK, LOC6528273|XP_002089326.1|DYAK	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK, LOC6536015|XP_002096630.1|DYAK	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC6536016|XP_002096631.1|DYAK	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC6530664|XP_002091562.1|DYAK	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC6535945|XP_002096561.2|DYAK	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC6533708|XP_002094413.1|DYAK, LOC26535465|XP_015054626.1|DYAK, LOC6524055|XP_002099924.1|DYAK	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC6533183|XP_002093909.1|DYAK, LOC6533179|XP_002093905.1|DYAK, LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC6536904|XP_039232407.1|DYAK	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC6527359|XP_002088451.1|DYAK, LOC6527358|XP_002088450.1|DYAK	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC6535540|XP_002096169.1|DYAK	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000133	LOC120322356|XP_039233332.1|DYAK	CCAP1982_LOCUS6264|CAD6997629.1|CCAP
OG0000134	LOC6537276|XP_002097834.1|DYAK	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC6527184|XP_002088278.1|DYAK	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC6537555|XP_002098101.1|DYAK	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC6533242|XP_002093968.1|DYAK	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC6536260|XP_002096846.2|DYAK, LOC6536259|XP_002096845.1|DYAK, LOC6536261|XP_002096847.1|DYAK, LOC6536263|XP_002096849.1|DYAK, LOC6536262|XP_002096848.1|DYAK	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC6532702|XP_002093444.2|DYAK	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC6538713|XP_002099228.3|DYAK	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC6534201|XP_002094884.2|DYAK	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC6537248|XP_039232329.1|DYAK	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC26536134|XP_039226772.1|DYAK	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC6529417|XP_002090421.1|DYAK	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC6529415|XP_002090419.1|DYAK	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC6529416|XP_002090420.1|DYAK	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC6527414|XP_002088506.2|DYAK	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC6537601|XP_002098147.1|DYAK	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC6537600|XP_002098146.1|DYAK	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC6526734|XP_002087837.1|DYAK	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC6526459|XP_002087578.1|DYAK, LOC6526452|XP_002087571.1|DYAK, LOC6526457|XP_002087576.1|DYAK, LOC6526458|XP_002087577.1|DYAK, LOC6526456|XP_002087575.1|DYAK, LOC6526455|XP_002087574.1|DYAK	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC6534838|XP_002095510.1|DYAK	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC26535091|XP_015044736.2|DYAK	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC6534835|XP_002095507.2|DYAK	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC6533814|XP_002094515.2|DYAK	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC6538105|XP_002098639.1|DYAK, LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK, LOC6538102|XP_002098636.1|DYAK	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC6537338|XP_002097895.1|DYAK	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC6537341|XP_002097898.2|DYAK, LOC6537340|XP_002097897.1|DYAK	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC6537823|XP_002098364.1|DYAK, LOC6537824|XP_039231320.1|DYAK	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC26535678|XP_039230328.1|DYAK	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC6533334|XP_002094060.2|DYAK, LOC6533328|XP_002094054.1|DYAK, LOC6533329|XP_002094055.1|DYAK	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000156	LOC26534738|XP_015052836.1|DYAK	CCAP1982_LOCUS14128|CAD7005779.1|CCAP
OG0000157	LOC6528634|XP_039226701.1|DYAK, LOC6528636|XP_002089678.1|DYAK, LOC6528637|XP_002089679.1|DYAK	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC6533281|XP_002094007.1|DYAK, LOC6533282|XP_002094008.1|DYAK	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC6535202|XP_002095861.1|DYAK	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC6534272|XP_002094953.2|DYAK	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC6534470|XP_002095147.1|DYAK	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC6537638|XP_002098183.1|DYAK, LOC6537639|XP_002098184.1|DYAK	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC6532257|XP_002093029.1|DYAK	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC6524528|XP_015045744.1|DYAK	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC6527627|XP_002088715.1|DYAK	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC6532182|XP_002092950.3|DYAK	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC6526367|XP_002087488.1|DYAK, LOC6524505|XP_002100362.1|DYAK	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC6529886|XP_002090843.1|DYAK	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC6530706|XP_002091597.1|DYAK	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC6532651|XP_002093395.1|DYAK, LOC6532653|XP_002093397.1|DYAK	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC6532652|XP_002093396.1|DYAK	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC6538787|XP_002099300.1|DYAK	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC6532584|XP_002093328.2|DYAK, LOC6536867|XP_002097436.1|DYAK	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC6529559|XP_002090556.3|DYAK, LOC6529560|XP_002090557.1|DYAK	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC6529558|XP_002090555.1|DYAK	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC6528206|XP_002089268.1|DYAK	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC6527905|XP_039226885.1|DYAK	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC6533428|XP_002094145.1|DYAK	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC6531309|XP_015051236.1|DYAK	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC6531306|XP_002092110.1|DYAK	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC6528398|XP_039226551.1|DYAK	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC6527831|XP_002088904.1|DYAK, LOC6530046|XP_002090992.1|DYAK	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC6536634|XP_002097206.1|DYAK	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC6538448|XP_039232654.1|DYAK	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC6532998|XP_039229810.1|DYAK, LOC6533003|XP_002093738.1|DYAK, LOC6533010|XP_039229380.1|DYAK, LOC6533007|XP_002093742.1|DYAK	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC6538179|XP_002098707.2|DYAK	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC6528805|XP_002089837.1|DYAK	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
