Orthogroup	DFIC.longest_only	AALB.longest_only
OG0000130	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC108098811|XP_017057450.1|DFIC	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC108091147|XP_017045671.1|DFIC, LOC108095134|XP_017051564.1|DFIC, LOC108100052|XP_017059274.1|DFIC	LOC118458491|XP_035776937.1|AALB
OG0000136	LOC108100472|XP_017059895.1|DFIC, LOC108101353|XP_017061149.1|DFIC, LOC108100508|XP_017059954.1|DFIC	LOC118468175|XP_035794891.1|AALB
OG0000137	LOC108091792|XP_017046641.1|DFIC	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC108093076|XP_017048480.1|DFIC	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC108090588|XP_017044832.1|DFIC	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC108086574|XP_017039020.1|DFIC	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC108091976|XP_017046875.1|DFIC	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC108102224|XP_017062435.1|DFIC	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC108097971|XP_017056075.1|DFIC	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC108088343|XP_017041578.1|DFIC	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC108088315|XP_017041540.1|DFIC	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC108098954|XP_017057651.1|DFIC	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC108097630|XP_017055544.1|DFIC	LOC118456472|XP_035773156.1|AALB
OG0000145	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC108092267|XP_017047289.1|DFIC	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC108092306|XP_017047329.1|DFIC	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC108102132|XP_017062289.1|DFIC	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC108091883|XP_017046754.1|DFIC, LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC, LOC108087467|XP_017040329.1|DFIC	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC108094932|XP_017051280.1|DFIC, LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC108088773|XP_017042214.1|DFIC	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC108099885|XP_017059028.1|DFIC, LOC108096406|XP_017053467.1|DFIC	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC108099563|XP_017058642.1|DFIC, LOC108099549|XP_017058620.1|DFIC	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC, LOC108100266|XP_017059542.1|DFIC, LOC108094389|XP_017050444.1|DFIC, LOC108089925|XP_017043897.1|DFIC	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC108098989|XP_017057701.1|DFIC, LOC108091565|XP_017046327.1|DFIC, LOC108091253|XP_017045857.1|DFIC	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC108096493|XP_017053592.1|DFIC, LOC108096494|XP_017053593.1|DFIC	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC108092793|XP_017048053.1|DFIC, LOC108099748|XP_017058862.1|DFIC	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC108095149|XP_017051575.1|DFIC	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC108095111|XP_017051538.1|DFIC, LOC108095113|XP_017051539.1|DFIC	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC108091999|XP_017046914.1|DFIC	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC, LOC108095091|XP_017051516.1|DFIC	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC108090043|XP_017044034.1|DFIC	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC108101180|XP_017060904.1|DFIC	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC108097413|XP_017055163.1|DFIC	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC108099069|XP_017057839.1|DFIC	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC108096925|XP_017054366.1|DFIC, LOC108096558|XP_017053736.1|DFIC, LOC108096912|XP_017054351.1|DFIC	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC108094240|XP_017050188.1|DFIC, LOC108093453|XP_017049018.1|DFIC, LOC108096597|XP_017053784.1|DFIC	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC108102085|XP_017062226.1|DFIC	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC108095834|XP_017052606.1|DFIC	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC108102154|XP_017062333.1|DFIC	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC108102299|XP_017062550.1|DFIC	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC108090901|XP_017045302.1|DFIC, LOC108086740|XP_017039261.1|DFIC	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC108094061|XP_017049993.1|DFIC, LOC108101006|XP_017060663.1|DFIC	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC108088474|XP_017041750.1|DFIC, LOC108095685|XP_017052343.1|DFIC	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC108090229|XP_017044313.1|DFIC	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC108090084|XP_017044075.1|DFIC, LOC108090086|XP_017044076.1|DFIC	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC108097044|XP_017054564.1|DFIC, LOC108097444|XP_017055203.1|DFIC, LOC108093042|XP_017048439.1|DFIC, LOC108096441|XP_017053526.1|DFIC	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC108100874|XP_017060455.1|DFIC, LOC108100828|XP_017060386.1|DFIC, LOC108100827|XP_017060385.1|DFIC	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC108092332|XP_017047357.1|DFIC, LOC108101514|XP_017061363.1|DFIC, LOC108096009|XP_017052848.1|DFIC, LOC108101515|XP_017061366.1|DFIC	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC108091214|XP_017045800.1|DFIC, LOC108091243|XP_017045845.1|DFIC	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC108096282|XP_017053240.1|DFIC, LOC108102145|XP_017062307.1|DFIC, LOC108094570|XP_017050672.1|DFIC	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC108092432|XP_017047503.1|DFIC	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC108092839|XP_017048134.1|DFIC	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC108091210|XP_017045789.1|DFIC	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC108094310|XP_017050322.1|DFIC, LOC108094311|XP_017050327.1|DFIC	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC108094054|XP_017049980.1|DFIC	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC108102010|XP_017062097.1|DFIC, LOC108095399|XP_017051971.1|DFIC, LOC108095417|XP_017052012.1|DFIC	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC108092530|XP_017047642.1|DFIC, LOC108092308|XP_017047332.1|DFIC, LOC108099187|XP_017058043.1|DFIC	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC108096116|XP_017052983.1|DFIC, LOC108094344|XP_017050377.1|DFIC, LOC108098270|XP_017056562.1|DFIC	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC108101737|XP_017061683.1|DFIC, LOC108090587|XP_017044827.1|DFIC	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC108094689|XP_017050901.1|DFIC	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC108101678|XP_017061591.1|DFIC	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC108101671|XP_017061584.1|DFIC	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC108086511|XP_017038929.1|DFIC, LOC108086566|XP_017039012.1|DFIC, LOC108086598|XP_017039057.1|DFIC, LOC108086567|XP_017039013.1|DFIC	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC108091600|XP_017046367.1|DFIC, LOC108091695|XP_017046517.1|DFIC	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC108087368|XP_017040198.1|DFIC	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC108093651|XP_017049302.1|DFIC, LOC108094049|XP_017049972.1|DFIC, LOC108094059|XP_017049987.1|DFIC	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC108096401|XP_017053464.1|DFIC, LOC108087942|XP_017041019.1|DFIC	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC108090661|XP_017044932.1|DFIC	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC108090906|XP_017045316.1|DFIC	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC108089611|XP_017043461.1|DFIC	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC108101387|XP_017061194.1|DFIC, LOC108101386|XP_017061193.1|DFIC, LOC108101388|XP_017061195.1|DFIC, LOC108101776|XP_017061743.1|DFIC, LOC108092612|XP_017047740.1|DFIC, LOC108100134|XP_017059416.1|DFIC, LOC108100829|XP_017060387.1|DFIC, LOC108094320|XP_017050348.1|DFIC	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC108096906|XP_017054343.1|DFIC, LOC108094100|XP_017050011.1|DFIC, LOC108097935|XP_017056016.1|DFIC	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC108087950|XP_017041025.1|DFIC	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC108100795|XP_017060328.1|DFIC, LOC108100796|XP_017060331.1|DFIC, LOC108088649|XP_017042105.1|DFIC	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC108100135|XP_017059376.1|DFIC, LOC108101352|XP_017061148.1|DFIC, LOC108089075|XP_017042670.1|DFIC	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC108097703|XP_017055677.1|DFIC, LOC108101864|XP_017061885.1|DFIC, LOC108095949|XP_017052776.1|DFIC	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC, LOC108093598|XP_017049212.1|DFIC, LOC108093590|XP_017049205.1|DFIC	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC108087428|XP_017040270.1|DFIC, LOC108091040|XP_017045481.1|DFIC	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC108086508|XP_017038925.1|DFIC	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC108086507|XP_017038924.1|DFIC, LOC108090157|XP_017044211.1|DFIC	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC108092330|XP_017047355.1|DFIC, LOC108092310|XP_017047334.1|DFIC, LOC108092447|XP_017047521.1|DFIC, LOC108092446|XP_017047519.1|DFIC	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC108094216|XP_017050162.1|DFIC, LOC108094218|XP_017050165.1|DFIC, LOC108094215|XP_017050161.1|DFIC	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC108093679|XP_017049348.1|DFIC, LOC108093667|XP_017049338.1|DFIC, LOC108094033|XP_017049957.1|DFIC	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC108096675|XP_017053946.1|DFIC, LOC108091887|XP_017046760.1|DFIC, LOC108096674|XP_017053943.1|DFIC	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	LOC108096555|XP_017053772.1|DFIC	LOC118460980|XP_035781688.1|AALB, LOC118460989|XP_035781704.1|AALB
OG0000224	LOC108090783|XP_017045118.1|DFIC	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC108091933|XP_017046808.1|DFIC, LOC108091926|XP_017046800.1|DFIC, LOC108091946|XP_017046824.1|DFIC	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC108087548|XP_017040458.1|DFIC, LOC108087551|XP_017040461.1|DFIC, LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC108094872|XP_017051189.1|DFIC, LOC108090107|XP_017044110.1|DFIC, LOC108098426|XP_017056806.1|DFIC	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC108088375|XP_017041611.1|DFIC	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC108098622|XP_017057180.1|DFIC	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC108093964|XP_017049857.1|DFIC, LOC108093965|XP_017049859.1|DFIC	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC108102246|XP_017062474.1|DFIC, LOC108094243|XP_017050191.1|DFIC, LOC108094238|XP_017050186.1|DFIC	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC108088395|XP_017041634.1|DFIC, LOC108100781|XP_017060310.1|DFIC, LOC108100778|XP_017060306.1|DFIC	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC, LOC108100780|XP_017060309.1|DFIC, LOC108100750|XP_017060271.1|DFIC	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC108091564|XP_017046326.1|DFIC, LOC108093444|XP_017048999.1|DFIC, LOC108091166|XP_017045694.1|DFIC	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC108094291|XP_017050278.1|DFIC	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC108096227|XP_017053110.1|DFIC	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC108089929|XP_017043904.1|DFIC, LOC108089928|XP_017043902.1|DFIC, LOC108089930|XP_017043906.1|DFIC	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC108092117|XP_017047106.1|DFIC, LOC108089095|XP_017042699.1|DFIC	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC108088058|XP_017041186.1|DFIC, LOC108088082|XP_017041223.1|DFIC, LOC108091800|XP_017046657.1|DFIC	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC108096259|XP_017053202.1|DFIC	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC108093709|XP_017049396.1|DFIC	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC, LOC108089600|XP_017043446.1|DFIC	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC108099881|XP_017059023.1|DFIC, LOC108099863|XP_017059000.1|DFIC, LOC108086773|XP_017039308.1|DFIC	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC108092721|XP_017047939.1|DFIC, LOC108092719|XP_017047938.1|DFIC, LOC108092717|XP_017047934.1|DFIC	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC108101380|XP_017061186.1|DFIC, LOC108101389|XP_017061196.1|DFIC, LOC108101379|XP_017061185.1|DFIC	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC108097414|XP_017055167.1|DFIC, LOC108101805|XP_017061771.1|DFIC, LOC108096082|XP_017052939.1|DFIC	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC108087835|XP_017040898.1|DFIC, LOC108087853|XP_017040923.1|DFIC	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC108101447|XP_017061273.1|DFIC, LOC108090975|XP_017045419.1|DFIC	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC108089819|XP_017043710.1|DFIC, LOC108089814|XP_017043704.1|DFIC, LOC108089812|XP_017043700.1|DFIC	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC108096740|XP_017054076.1|DFIC	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC108086757|XP_017039285.1|DFIC	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC, LOC108086862|XP_017039407.1|DFIC	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC108099604|XP_017058712.1|DFIC, LOC108099654|XP_017058776.1|DFIC	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC108091725|XP_017046556.1|DFIC, LOC108091724|XP_017046555.1|DFIC	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC108091693|XP_017046515.1|DFIC	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC108092101|XP_017047084.1|DFIC, LOC108092103|XP_017047086.1|DFIC	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC108087652|XP_017040619.1|DFIC	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC108093405|XP_017048925.1|DFIC, LOC108093859|XP_017049688.1|DFIC, LOC108101828|XP_017061824.1|DFIC	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC108096302|XP_017053272.1|DFIC, LOC108086977|XP_017039581.1|DFIC	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC108098403|XP_017056773.1|DFIC	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC108097205|XP_017054843.1|DFIC, LOC108089137|XP_017042743.1|DFIC, LOC108098492|XP_017056896.1|DFIC	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC108089065|XP_017042663.1|DFIC, LOC108089052|XP_017042649.1|DFIC	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC108088848|XP_017042311.1|DFIC, LOC108088849|XP_017042312.1|DFIC, LOC108088847|XP_017042310.1|DFIC	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC108093184|XP_017048629.1|DFIC, LOC108094276|XP_017050243.1|DFIC, LOC108094682|XP_017050895.1|DFIC	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC108100652|XP_017060149.1|DFIC	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC108093672|XP_017049340.1|DFIC	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC108086545|XP_017038972.1|DFIC	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC108101364|XP_017061164.1|DFIC	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC108098165|XP_017056386.1|DFIC	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC108095222|XP_017051727.1|DFIC	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC108094064|XP_017049994.1|DFIC	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC108089534|XP_017043358.1|DFIC	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC108087093|XP_017039763.1|DFIC, LOC108100067|XP_017059291.1|DFIC, LOC108087107|XP_017039778.1|DFIC	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC108097478|XP_017055266.1|DFIC	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC108086623|XP_017039088.1|DFIC, LOC108088548|XP_017041883.1|DFIC, LOC108101890|XP_017061939.1|DFIC, LOC108091242|XP_017045844.1|DFIC, LOC108091246|XP_017045847.1|DFIC	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC108094356|XP_017050386.1|DFIC, LOC108099159|XP_017057993.1|DFIC, LOC108097194|XP_017054829.1|DFIC	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC108087246|XP_017040032.1|DFIC, LOC108087067|XP_017039730.1|DFIC	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC108095034|XP_017051405.1|DFIC	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC108100804|XP_017060357.1|DFIC	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC108093178|XP_017048623.1|DFIC, LOC108093179|XP_017048624.1|DFIC	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC108100174|XP_017059430.1|DFIC, LOC108088734|XP_017042173.1|DFIC, LOC108100896|XP_017060494.1|DFIC	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC108100772|XP_017060300.1|DFIC, LOC108100773|XP_017060301.1|DFIC	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC108096217|XP_017053092.1|DFIC	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC108096966|XP_017054432.1|DFIC, LOC108096947|XP_017054401.1|DFIC, LOC108091211|XP_017045796.1|DFIC	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC108087153|XP_017039857.1|DFIC	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC108088426|XP_017041678.1|DFIC	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC108097708|XP_017055685.1|DFIC, LOC108100229|XP_017059496.1|DFIC	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC108095795|XP_017052545.1|DFIC, LOC108093310|XP_017048782.1|DFIC, LOC108094415|XP_017050475.1|DFIC	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC108095488|XP_017052087.1|DFIC, LOC108097843|XP_017055862.1|DFIC	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC108092536|XP_017047650.1|DFIC	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC108100956|XP_017060594.1|DFIC, LOC108098367|XP_017056706.1|DFIC	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
