Orthogroup	DFIC.longest_only	DALB.longest_only
OG0000048	LOC108089539|XP_017043364.1|DFIC, LOC108089337|XP_017043007.1|DFIC	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC108089535|XP_017043361.1|DFIC	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC108089542|XP_017043368.1|DFIC	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC108091886|XP_017046759.1|DFIC	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC108091864|XP_017046732.1|DFIC	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC108091860|XP_017046729.1|DFIC	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC108091993|XP_017046906.1|DFIC	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC108092198|XP_017047214.1|DFIC	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC108093905|XP_017049757.1|DFIC	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC108088744|XP_017042181.1|DFIC	LOC117566525|XP_034101957.1|DALB
OG0000050	LOC108088745|XP_017042182.1|DFIC	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC108088747|XP_017042184.1|DFIC	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC108088743|XP_017042180.1|DFIC	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC108099282|XP_017058161.1|DFIC	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC108087911|XP_017040982.1|DFIC	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC108092094|XP_017047073.1|DFIC, LOC108087894|XP_017040960.1|DFIC, LOC108087917|XP_017040992.1|DFIC	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC108087102|XP_017039773.1|DFIC, LOC108098807|XP_017057437.1|DFIC, LOC108098902|XP_017057587.1|DFIC, LOC108098776|XP_017057399.1|DFIC, LOC108098773|XP_017057394.1|DFIC	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC108087760|XP_017040779.1|DFIC	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC108087818|XP_017040874.1|DFIC	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC108090322|XP_017044423.1|DFIC	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC108090310|XP_017044412.1|DFIC	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC108090321|XP_017044422.1|DFIC	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC108090309|XP_017044411.1|DFIC	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC108090323|XP_017044424.1|DFIC	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC108097528|XP_017055365.1|DFIC	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC108096244|XP_017053162.1|DFIC, LOC108097685|XP_017055644.1|DFIC	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC108099277|XP_017058154.1|DFIC	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB
OG0000055	LOC108099261|XP_017058124.1|DFIC, LOC108099262|XP_017058125.1|DFIC, LOC108099276|XP_017058153.1|DFIC, LOC108099287|XP_017058168.1|DFIC, LOC108099258|XP_017058122.1|DFIC	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000056	LOC108091640|XP_017046431.1|DFIC	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC108091643|XP_017046434.1|DFIC, LOC108091642|XP_017046433.1|DFIC	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC108098775|XP_017057398.1|DFIC, LOC108098940|XP_017057636.1|DFIC	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC108099713|XP_017058824.1|DFIC, LOC108098458|XP_017056851.1|DFIC, LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC108093385|XP_017048892.1|DFIC	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC108092885|XP_017048216.1|DFIC	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC108095725|XP_017052388.1|DFIC	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC108095914|XP_017052731.1|DFIC, LOC108095915|XP_017052732.1|DFIC	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC108095912|XP_017052729.1|DFIC	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC108096013|XP_017052851.1|DFIC	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC108091169|XP_017045705.1|DFIC	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC108090629|XP_017044896.1|DFIC	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC108090119|XP_017044139.1|DFIC	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC108086822|XP_017039354.1|DFIC	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC108101966|XP_017062037.1|DFIC	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC108092553|XP_017047676.1|DFIC	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC108094528|XP_017050618.1|DFIC	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC108094524|XP_017050615.1|DFIC	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC108094527|XP_017050617.1|DFIC	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC108094292|XP_017050285.1|DFIC	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC108096166|XP_017053037.1|DFIC	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC, LOC108102252|XP_017062491.1|DFIC	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC108089709|XP_017043545.1|DFIC	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC108089764|XP_017043644.1|DFIC	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC108087975|XP_017041064.1|DFIC	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC, LOC108087006|XP_017039644.1|DFIC, LOC108087009|XP_017039646.1|DFIC, LOC108087007|XP_017039645.1|DFIC	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC108091801|XP_017046658.1|DFIC, LOC108102277|XP_017062516.1|DFIC	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC108094357|XP_017050387.1|DFIC	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC108096246|XP_017053178.1|DFIC	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC108091186|XP_017045747.1|DFIC	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC108096709|XP_017054033.1|DFIC	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC108098544|XP_017057031.1|DFIC	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC108089737|XP_017043607.1|DFIC	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC108090972|XP_017045416.1|DFIC	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC108089736|XP_017043606.1|DFIC	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC108093275|XP_017048744.1|DFIC	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC108099862|XP_017058999.1|DFIC	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC108094867|XP_017051178.1|DFIC	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC108098038|XP_017056186.1|DFIC	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC108095205|XP_017051701.1|DFIC	LOC117568075|XP_034104335.1|DALB
OG0000069	LOC108101356|XP_017061154.1|DFIC, LOC108093246|XP_017048713.1|DFIC, LOC108101912|XP_017061979.1|DFIC, LOC108101254|XP_017060998.1|DFIC, LOC108100462|XP_017059884.1|DFIC	LOC117577235|XP_034118115.1|DALB, LOC117577412|XP_034118212.1|DALB
OG0000070	LOC108093013|XP_017048405.1|DFIC	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC108097315|XP_017055021.1|DFIC	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC108093017|XP_017048410.1|DFIC	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC108093018|XP_017048411.1|DFIC	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC108100141|XP_017059383.1|DFIC	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC108095396|XP_017051968.1|DFIC	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC108095466|XP_017052069.1|DFIC	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC108090389|XP_017044527.1|DFIC	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC108090388|XP_017044526.1|DFIC	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC108093786|XP_017049554.1|DFIC	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC108097185|XP_017054817.1|DFIC	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC108098509|XP_017056925.1|DFIC	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC108093150|XP_017048585.1|DFIC	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC108099854|XP_017058989.1|DFIC	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC108096303|XP_017053279.1|DFIC	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC108096448|XP_017053541.1|DFIC	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC108096307|XP_017053282.1|DFIC	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC108096304|XP_017053280.1|DFIC	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC108096321|XP_017053338.1|DFIC	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC108094504|XP_017050597.1|DFIC	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC108094514|XP_017050608.1|DFIC	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC108094895|XP_017051224.1|DFIC	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC108099491|XP_017058540.1|DFIC	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC108101896|XP_017061947.1|DFIC	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC108088470|XP_017041744.1|DFIC	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC108094965|XP_017051317.1|DFIC	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC108088926|XP_017042437.1|DFIC	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC108093529|XP_017049111.1|DFIC	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC108098116|XP_017056325.1|DFIC	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC108098159|XP_017056384.1|DFIC	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC108092477|XP_017047558.1|DFIC	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC108090461|XP_017044643.1|DFIC	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC108100698|XP_017060209.1|DFIC	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC108096757|XP_017054106.1|DFIC	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC108092010|XP_017046931.1|DFIC	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC108087862|XP_017040935.1|DFIC	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC108093919|XP_017049775.1|DFIC	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC108096752|XP_017054097.1|DFIC	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC108101150|XP_017060862.1|DFIC	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC108090029|XP_017044014.1|DFIC	LOC117563519|XP_034097786.1|DALB
OG0000088	LOC108094304|XP_017050312.1|DFIC	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC108101734|XP_017061675.1|DFIC	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC108100188|XP_017059448.1|DFIC	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC108093949|XP_017049834.1|DFIC	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC108100212|XP_017059477.1|DFIC	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC108098591|XP_017057133.1|DFIC	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC108098939|XP_017057635.1|DFIC	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC108087422|XP_017040258.1|DFIC	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC108090757|XP_017045079.1|DFIC	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC108090961|XP_017045394.1|DFIC	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC108096450|XP_017053542.1|DFIC	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC108100299|XP_017059587.1|DFIC	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC108086553|XP_017038985.1|DFIC	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC108102111|XP_017062264.1|DFIC	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC108087170|XP_017039900.1|DFIC	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC108087365|XP_017040194.1|DFIC	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC108096020|XP_017052859.1|DFIC	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC108095984|XP_017052817.1|DFIC	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC108092694|XP_017047894.1|DFIC	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC108094674|XP_017050882.1|DFIC, LOC108093808|XP_017049610.1|DFIC	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC108088659|XP_017042076.1|DFIC	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC108089688|XP_017043524.1|DFIC	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC108091775|XP_017046611.1|DFIC	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC108094544|XP_017050641.1|DFIC	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC108087280|XP_017040078.1|DFIC	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC108090015|XP_017044005.1|DFIC, LOC108090546|XP_017044770.1|DFIC, LOC108090547|XP_017044774.1|DFIC, LOC108099718|XP_017058829.1|DFIC, LOC108099719|XP_017058830.1|DFIC, LOC108099737|XP_017058847.1|DFIC, LOC108099759|XP_017058878.1|DFIC	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC108087974|XP_017041063.1|DFIC	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC108097067|XP_017054593.1|DFIC	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC108097066|XP_017054592.1|DFIC	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC108097065|XP_017054590.1|DFIC	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC108090525|XP_017044732.1|DFIC	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC108092048|XP_017046984.1|DFIC	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB
OG0000100	LOC108092049|XP_017046985.1|DFIC	LOC117565539|XP_034100578.1|DALB
OG0000101	LOC108088292|XP_017041511.1|DFIC	LOC117569034|XP_034105922.1|DALB
OG0000102	LOC108093909|XP_017049764.1|DFIC	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC108090478|XP_017044665.1|DFIC	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC108099865|XP_017059002.1|DFIC	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC108086454|XP_017038864.1|DFIC	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC108089623|XP_017043475.1|DFIC	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC108089503|XP_017043297.1|DFIC	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC108091851|XP_017046719.1|DFIC	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC108099251|XP_017058111.1|DFIC	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC108096600|XP_017053787.1|DFIC, LOC108096602|XP_017053789.1|DFIC, LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC, LOC108096607|XP_017053803.1|DFIC	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000108	LOC108086319|XP_017038711.1|DFIC	LOC117577267|XP_034118143.1|DALB
OG0000109	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC, LOC108099998|XP_017059188.1|DFIC	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC108088246|XP_017041452.1|DFIC	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC108088248|XP_017041454.1|DFIC	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC108088256|XP_017041463.1|DFIC	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC108094777|XP_017051039.1|DFIC	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC108098021|XP_017056163.1|DFIC	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000114	LOC108102109|XP_017062262.1|DFIC, LOC108102091|XP_017062235.1|DFIC	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC108096024|XP_017052862.1|DFIC	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC108095865|XP_017052658.1|DFIC, LOC108095951|XP_017052778.1|DFIC	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC108095681|XP_017052339.1|DFIC	LOC117576082|XP_034116520.1|DALB
OG0000116	LOC108096016|XP_017052855.1|DFIC	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC108098321|XP_017056635.1|DFIC	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC108098322|XP_017056636.1|DFIC	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC108098323|XP_017056637.1|DFIC	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC108098326|XP_017056639.1|DFIC	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC108098379|XP_017056731.1|DFIC	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC108098930|XP_017057624.1|DFIC	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC108098763|XP_017057383.1|DFIC	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC108098929|XP_017057623.1|DFIC	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC108092896|XP_017048233.1|DFIC	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC108093778|XP_017049539.1|DFIC	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC108098999|XP_017057719.1|DFIC	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC108091875|XP_017046745.1|DFIC	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC108091877|XP_017046748.1|DFIC, LOC108092221|XP_017047244.1|DFIC, LOC108091878|XP_017046749.1|DFIC, LOC108092222|XP_017047245.1|DFIC	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC108094131|XP_017050042.1|DFIC	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC108091045|XP_017045485.1|DFIC	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC108090686|XP_017044961.1|DFIC	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC108091442|XP_017046125.1|DFIC	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC108101851|XP_017061859.1|DFIC	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB
OG0000123	LOC108091756|XP_017046588.1|DFIC	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC108086573|XP_017039017.1|DFIC	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC108087297|XP_017040098.1|DFIC	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC108090386|XP_017044523.1|DFIC	LOC117571229|XP_034109167.1|DALB
OG0000125	LOC108090387|XP_017044524.1|DFIC	LOC117567335|XP_034103145.1|DALB
OG0000126	LOC108100938|XP_017060576.1|DFIC	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC108096133|XP_017053002.1|DFIC	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC108096108|XP_017052974.1|DFIC	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC108087875|XP_017040949.1|DFIC	LOC117571995|XP_034110397.1|DALB
OG0000128	LOC108098476|XP_017056875.1|DFIC	LOC117571994|XP_034110395.1|DALB
OG0000129	LOC108097083|XP_017054616.1|DFIC	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC108100730|XP_017060254.1|DFIC	LOC117571227|XP_034109165.1|DALB
OG0000129	LOC108089225|XP_017042870.1|DFIC	LOC117571277|XP_034109231.1|DALB
OG0000129	LOC108097085|XP_017054623.1|DFIC	LOC117577996|XP_034118985.1|DALB
OG0000130	LOC108093214|XP_017048666.1|DFIC	LOC117569356|XP_034106380.1|DALB
OG0000130	LOC108093192|XP_017048642.1|DFIC	LOC117572760|XP_034111736.1|DALB
OG0000130	LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC117569352|XP_034106375.1|DALB
