Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0000093	LOC108092694|XP_017047894.1|DFIC	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC108089688|XP_017043524.1|DFIC, LOC108091775|XP_017046611.1|DFIC	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC108087974|XP_017041063.1|DFIC	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC108097065|XP_017054590.1|DFIC	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC108088290|XP_017041499.1|DFIC, LOC108088258|XP_017041465.1|DFIC, LOC108088292|XP_017041511.1|DFIC	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC108093909|XP_017049764.1|DFIC	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC108090478|XP_017044665.1|DFIC	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC, LOC108086454|XP_017038864.1|DFIC	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC, LOC108089503|XP_017043297.1|DFIC	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC108091851|XP_017046719.1|DFIC, LOC108099251|XP_017058111.1|DFIC, LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC, LOC108099998|XP_017059188.1|DFIC	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC108088246|XP_017041452.1|DFIC, LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC, LOC108088256|XP_017041463.1|DFIC	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC108098021|XP_017056163.1|DFIC, LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000117	LOC108098321|XP_017056635.1|DFIC, LOC108098322|XP_017056636.1|DFIC, LOC108098323|XP_017056637.1|DFIC, LOC108098326|XP_017056639.1|DFIC	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC, LOC108098379|XP_017056731.1|DFIC	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC, LOC108098929|XP_017057623.1|DFIC	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC108092896|XP_017048233.1|DFIC	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC108093778|XP_017049539.1|DFIC	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC108088578|XP_017041917.1|DFIC, LOC108091875|XP_017046745.1|DFIC, LOC108091877|XP_017046748.1|DFIC, LOC108092221|XP_017047244.1|DFIC, LOC108091878|XP_017046749.1|DFIC, LOC108092222|XP_017047245.1|DFIC	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC108094131|XP_017050042.1|DFIC, LOC108091045|XP_017045485.1|DFIC, LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC108090422|XP_017044578.1|DFIC, LOC108090270|XP_017044368.1|DFIC, LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC108087297|XP_017040098.1|DFIC	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC108088380|XP_017041617.1|DFIC, LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC, LOC108096108|XP_017052974.1|DFIC	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC108087875|XP_017040949.1|DFIC, LOC108087809|XP_017040858.1|DFIC, LOC108098476|XP_017056875.1|DFIC	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC108097083|XP_017054616.1|DFIC, LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000133	LOC108095638|XP_017052293.1|DFIC	LOC119769180|XP_038117012.1|CQUI
OG0000134	LOC108098811|XP_017057450.1|DFIC	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC108100052|XP_017059274.1|DFIC	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC108091792|XP_017046641.1|DFIC	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC108093076|XP_017048480.1|DFIC	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000137	LOC108090588|XP_017044832.1|DFIC	LOC6035609|XP_038118403.1|CQUI
OG0000139	LOC108099065|XP_017057834.1|DFIC, LOC108098183|XP_017056406.1|DFIC, LOC108086906|XP_017039468.1|DFIC, LOC108101307|XP_017061098.1|DFIC	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC108086574|XP_017039020.1|DFIC	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC108091976|XP_017046875.1|DFIC	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC108102224|XP_017062435.1|DFIC	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC108097971|XP_017056075.1|DFIC	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC108088343|XP_017041578.1|DFIC	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC108088315|XP_017041540.1|DFIC	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC108098954|XP_017057651.1|DFIC	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC108097630|XP_017055544.1|DFIC	LOC6039460|XP_038119712.1|CQUI
OG0000145	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC108092267|XP_017047289.1|DFIC	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC108092306|XP_017047329.1|DFIC	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC108102132|XP_017062289.1|DFIC	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC108091883|XP_017046754.1|DFIC, LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC, LOC108087467|XP_017040329.1|DFIC	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC108086969|XP_017039570.1|DFIC, LOC108086971|XP_017039575.1|DFIC, LOC108086972|XP_017039577.1|DFIC	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC108094932|XP_017051280.1|DFIC, LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC108088773|XP_017042214.1|DFIC	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC108099885|XP_017059028.1|DFIC, LOC108096406|XP_017053467.1|DFIC	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC108099563|XP_017058642.1|DFIC, LOC108099549|XP_017058620.1|DFIC	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC, LOC108100266|XP_017059542.1|DFIC, LOC108094389|XP_017050444.1|DFIC, LOC108089925|XP_017043897.1|DFIC	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC108098989|XP_017057701.1|DFIC, LOC108091565|XP_017046327.1|DFIC, LOC108091253|XP_017045857.1|DFIC	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC108092793|XP_017048053.1|DFIC, LOC108099748|XP_017058862.1|DFIC	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC108095111|XP_017051538.1|DFIC, LOC108095113|XP_017051539.1|DFIC	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC108091999|XP_017046914.1|DFIC	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC108096172|XP_017053044.1|DFIC, LOC108088054|XP_017041179.1|DFIC	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC, LOC108095091|XP_017051516.1|DFIC	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC108090043|XP_017044034.1|DFIC	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC108101180|XP_017060904.1|DFIC	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC108097413|XP_017055163.1|DFIC	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC108099069|XP_017057839.1|DFIC	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC108096925|XP_017054366.1|DFIC, LOC108096558|XP_017053736.1|DFIC, LOC108096912|XP_017054351.1|DFIC	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC108094240|XP_017050188.1|DFIC, LOC108093453|XP_017049018.1|DFIC, LOC108096597|XP_017053784.1|DFIC	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC108102085|XP_017062226.1|DFIC	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC108095834|XP_017052606.1|DFIC	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC108102154|XP_017062333.1|DFIC	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC108102299|XP_017062550.1|DFIC	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC108097054|XP_017054579.1|DFIC	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC108090901|XP_017045302.1|DFIC, LOC108086740|XP_017039261.1|DFIC	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC108094061|XP_017049993.1|DFIC, LOC108101006|XP_017060663.1|DFIC	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC108088474|XP_017041750.1|DFIC, LOC108095685|XP_017052343.1|DFIC	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC108090229|XP_017044313.1|DFIC	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC108090084|XP_017044075.1|DFIC, LOC108090086|XP_017044076.1|DFIC	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC108097044|XP_017054564.1|DFIC, LOC108097444|XP_017055203.1|DFIC, LOC108093042|XP_017048439.1|DFIC, LOC108096441|XP_017053526.1|DFIC	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC108100874|XP_017060455.1|DFIC, LOC108100828|XP_017060386.1|DFIC, LOC108100827|XP_017060385.1|DFIC	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC108092332|XP_017047357.1|DFIC, LOC108101514|XP_017061363.1|DFIC, LOC108096009|XP_017052848.1|DFIC, LOC108101515|XP_017061366.1|DFIC	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC108091214|XP_017045800.1|DFIC, LOC108091243|XP_017045845.1|DFIC	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC108096282|XP_017053240.1|DFIC, LOC108102145|XP_017062307.1|DFIC, LOC108094570|XP_017050672.1|DFIC	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC108092432|XP_017047503.1|DFIC	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC108092839|XP_017048134.1|DFIC	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC108091210|XP_017045789.1|DFIC	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC108094310|XP_017050322.1|DFIC, LOC108094311|XP_017050327.1|DFIC	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC108102010|XP_017062097.1|DFIC, LOC108095399|XP_017051971.1|DFIC, LOC108095417|XP_017052012.1|DFIC	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC108092530|XP_017047642.1|DFIC, LOC108092308|XP_017047332.1|DFIC, LOC108099187|XP_017058043.1|DFIC	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000194	LOC108101184|XP_017060916.1|DFIC, LOC108101406|XP_017061220.1|DFIC, LOC108089129|XP_017042733.1|DFIC, LOC108101336|XP_017061135.1|DFIC	LOC119767854|XP_038113466.1|CQUI
OG0000195	LOC108087718|XP_017040727.1|DFIC	LOC6041450|XP_001850708.2|CQUI
OG0000195	LOC108092977|XP_017048358.1|DFIC	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC108096116|XP_017052983.1|DFIC, LOC108094344|XP_017050377.1|DFIC, LOC108098270|XP_017056562.1|DFIC	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC108101737|XP_017061683.1|DFIC, LOC108090587|XP_017044827.1|DFIC	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC108094689|XP_017050901.1|DFIC	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC108101678|XP_017061591.1|DFIC	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC108101671|XP_017061584.1|DFIC	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC108086511|XP_017038929.1|DFIC, LOC108086566|XP_017039012.1|DFIC, LOC108086598|XP_017039057.1|DFIC, LOC108086567|XP_017039013.1|DFIC	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC108091600|XP_017046367.1|DFIC, LOC108091695|XP_017046517.1|DFIC	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC108087368|XP_017040198.1|DFIC	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC108093651|XP_017049302.1|DFIC, LOC108094049|XP_017049972.1|DFIC, LOC108094059|XP_017049987.1|DFIC	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC108096401|XP_017053464.1|DFIC, LOC108087942|XP_017041019.1|DFIC	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC108090661|XP_017044932.1|DFIC	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC108090906|XP_017045316.1|DFIC	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC108089611|XP_017043461.1|DFIC	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC108101387|XP_017061194.1|DFIC, LOC108101386|XP_017061193.1|DFIC, LOC108101388|XP_017061195.1|DFIC, LOC108101776|XP_017061743.1|DFIC, LOC108092612|XP_017047740.1|DFIC, LOC108100134|XP_017059416.1|DFIC, LOC108100829|XP_017060387.1|DFIC, LOC108094320|XP_017050348.1|DFIC	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC108096906|XP_017054343.1|DFIC, LOC108094100|XP_017050011.1|DFIC, LOC108097935|XP_017056016.1|DFIC	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
OG0000211	LOC108087950|XP_017041025.1|DFIC	LOC6047469|XP_001864523.2|CQUI
OG0000212	LOC108100795|XP_017060328.1|DFIC, LOC108100796|XP_017060331.1|DFIC, LOC108088649|XP_017042105.1|DFIC	LOC6033117|XP_038106489.1|CQUI
OG0000213	LOC108100135|XP_017059376.1|DFIC, LOC108101352|XP_017061148.1|DFIC, LOC108089075|XP_017042670.1|DFIC	LOC119768740|XP_038115593.1|CQUI, LOC6050674|XP_038116675.1|CQUI, LOC6050675|XP_038116676.1|CQUI, LOC119768932|XP_038116679.1|CQUI, LOC6050679|XP_038116678.1|CQUI, LOC119768933|XP_038116680.1|CQUI, LOC6050683|XP_038116681.1|CQUI
OG0000214	LOC108097703|XP_017055677.1|DFIC, LOC108101864|XP_017061885.1|DFIC, LOC108095949|XP_017052776.1|DFIC	LOC6040777|XP_038112879.1|CQUI
OG0000215	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC, LOC108093598|XP_017049212.1|DFIC, LOC108093590|XP_017049205.1|DFIC	LOC6051195|XP_001867671.2|CQUI, LOC6051200|XP_001867672.2|CQUI, LOC6051199|XP_001867673.2|CQUI
OG0000216	LOC108087428|XP_017040270.1|DFIC, LOC108091040|XP_017045481.1|DFIC	LOC6031177|XP_001842020.2|CQUI
OG0000217	LOC108086508|XP_017038925.1|DFIC	LOC119770824|XP_038122312.1|CQUI, LOC6047954|XP_038117992.1|CQUI, LOC6032413|XP_038113702.1|CQUI
OG0000217	LOC108086507|XP_017038924.1|DFIC, LOC108090157|XP_017044211.1|DFIC	LOC6035862|XP_038110287.1|CQUI
OG0000219	LOC108094216|XP_017050162.1|DFIC, LOC108094218|XP_017050165.1|DFIC, LOC108094215|XP_017050161.1|DFIC	LOC6043970|XP_038118955.1|CQUI
OG0000220	LOC108093679|XP_017049348.1|DFIC, LOC108093667|XP_017049338.1|DFIC, LOC108094033|XP_017049957.1|DFIC	LOC6036563|XP_001846602.2|CQUI, LOC6036561|XP_038121894.1|CQUI
OG0000221	LOC108096675|XP_017053946.1|DFIC, LOC108091887|XP_017046760.1|DFIC, LOC108096674|XP_017053943.1|DFIC	LOC6049123|XP_038110386.1|CQUI, LOC119770641|XP_038121835.1|CQUI, LOC6043132|XP_038120937.1|CQUI
OG0000222	LOC108096555|XP_017053772.1|DFIC	LOC6042081|XP_038107568.1|CQUI
OG0000222	LOC108098355|XP_017056689.1|DFIC	LOC6042080|XP_001851233.2|CQUI
OG0000224	LOC108090783|XP_017045118.1|DFIC	LOC6052515|XP_001868774.2|CQUI, LOC6052516|XP_001868775.2|CQUI, LOC6052512|XP_001868772.2|CQUI, LOC6052510|XP_038108717.1|CQUI
OG0000225	LOC108091933|XP_017046808.1|DFIC, LOC108091926|XP_017046800.1|DFIC, LOC108091946|XP_017046824.1|DFIC	LOC6048011|XP_038116796.1|CQUI
OG0000226	LOC108087548|XP_017040458.1|DFIC, LOC108087551|XP_017040461.1|DFIC, LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC	LOC6051914|XP_038112080.1|CQUI
OG0000228	LOC108094872|XP_017051189.1|DFIC, LOC108090107|XP_017044110.1|DFIC, LOC108098426|XP_017056806.1|DFIC	LOC6035355|XP_038104411.1|CQUI
OG0000229	LOC108088375|XP_017041611.1|DFIC	LOC6033009|XP_038108186.1|CQUI
OG0000229	LOC108098622|XP_017057180.1|DFIC	LOC6043526|XP_038113796.1|CQUI
