Orthogroup	DFIC.longest_only	BTRY.longest_only
OG0000050	LOC108093905|XP_017049757.1|DFIC	LOC120776369|XP_039962882.1|BTRY
OG0000050	LOC108088748|XP_017042185.1|DFIC, LOC108088744|XP_017042181.1|DFIC, LOC108088745|XP_017042182.1|DFIC, LOC108088747|XP_017042184.1|DFIC, LOC108088743|XP_017042180.1|DFIC, LOC108088746|XP_017042183.1|DFIC	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC108099282|XP_017058161.1|DFIC	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC108087911|XP_017040982.1|DFIC	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000051	LOC108092094|XP_017047073.1|DFIC, LOC108087894|XP_017040960.1|DFIC, LOC108087917|XP_017040992.1|DFIC	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC108087102|XP_017039773.1|DFIC, LOC108098807|XP_017057437.1|DFIC, LOC108098902|XP_017057587.1|DFIC, LOC108098776|XP_017057399.1|DFIC, LOC108098773|XP_017057394.1|DFIC, LOC108087760|XP_017040779.1|DFIC, LOC108087818|XP_017040874.1|DFIC	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC108090322|XP_017044423.1|DFIC, LOC108090310|XP_017044412.1|DFIC	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC108090321|XP_017044422.1|DFIC	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC108090309|XP_017044411.1|DFIC	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC108090323|XP_017044424.1|DFIC	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC108097528|XP_017055365.1|DFIC	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC108096334|XP_017053362.1|DFIC, LOC108096244|XP_017053162.1|DFIC, LOC108097685|XP_017055644.1|DFIC	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000056	LOC108091640|XP_017046431.1|DFIC, LOC108091639|XP_017046430.1|DFIC, LOC108091643|XP_017046434.1|DFIC, LOC108091642|XP_017046433.1|DFIC	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC108098775|XP_017057398.1|DFIC, LOC108098940|XP_017057636.1|DFIC	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC108099713|XP_017058824.1|DFIC, LOC108098458|XP_017056851.1|DFIC, LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC, LOC108093385|XP_017048892.1|DFIC, LOC108092885|XP_017048216.1|DFIC	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC108095725|XP_017052388.1|DFIC, LOC108095914|XP_017052731.1|DFIC, LOC108095915|XP_017052732.1|DFIC, LOC108095912|XP_017052729.1|DFIC, LOC108095911|XP_017052728.1|DFIC, LOC108095913|XP_017052730.1|DFIC, LOC108096013|XP_017052851.1|DFIC	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC108091169|XP_017045705.1|DFIC	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC108086822|XP_017039354.1|DFIC	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC108094528|XP_017050618.1|DFIC	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC, LOC108094527|XP_017050617.1|DFIC	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC108094292|XP_017050285.1|DFIC, LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC, LOC108096166|XP_017053037.1|DFIC	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC, LOC108102252|XP_017062491.1|DFIC	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC108089709|XP_017043545.1|DFIC, LOC108089764|XP_017043644.1|DFIC, LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000065	LOC108087975|XP_017041064.1|DFIC, LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC, LOC108087006|XP_017039644.1|DFIC, LOC108087009|XP_017039646.1|DFIC, LOC108087007|XP_017039645.1|DFIC	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC108095590|XP_017052241.1|DFIC, LOC108091801|XP_017046658.1|DFIC, LOC108102277|XP_017062516.1|DFIC, LOC108094357|XP_017050387.1|DFIC, LOC108096246|XP_017053178.1|DFIC, LOC108091186|XP_017045747.1|DFIC, LOC108096709|XP_017054033.1|DFIC	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC108089737|XP_017043607.1|DFIC	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC108090972|XP_017045416.1|DFIC	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC108089736|XP_017043606.1|DFIC	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC108098038|XP_017056186.1|DFIC	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC108095205|XP_017051701.1|DFIC	LOC120769525|XP_039952497.1|BTRY
OG0000069	LOC108101356|XP_017061154.1|DFIC, LOC108093246|XP_017048713.1|DFIC, LOC108101912|XP_017061979.1|DFIC, LOC108101254|XP_017060998.1|DFIC, LOC108100462|XP_017059884.1|DFIC	LOC120779684|XP_039967976.1|BTRY, LOC120780768|XP_039968955.1|BTRY, LOC120768676|XP_039951388.1|BTRY, LOC120782061|XP_039970152.1|BTRY, LOC120779525|XP_039967789.1|BTRY, LOC120768824|XP_039951511.1|BTRY, LOC120781112|XP_039969185.1|BTRY, LOC120768341|XP_039950928.1|BTRY, LOC120779618|XP_039967900.1|BTRY, LOC120768781|XP_039951474.1|BTRY, LOC120779500|XP_039967726.1|BTRY, LOC120779818|XP_039968124.1|BTRY, LOC120781302|XP_039969436.1|BTRY, LOC120775495|XP_039961636.1|BTRY, LOC120780820|XP_039969000.1|BTRY, LOC120781397|XP_039969540.1|BTRY, LOC120779769|XP_039968082.1|BTRY, LOC120781496|XP_039969655.1|BTRY, LOC120781281|XP_039969411.1|BTRY, LOC120781543|XP_039969709.1|BTRY, LOC120780171|XP_039968382.1|BTRY, LOC120780163|XP_039968376.1|BTRY, LOC120768649|XP_039951354.1|BTRY, LOC120780276|XP_039968475.1|BTRY
OG0000070	LOC108093013|XP_017048405.1|DFIC	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC108097315|XP_017055021.1|DFIC	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC108093017|XP_017048410.1|DFIC, LOC108093018|XP_017048411.1|DFIC	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC108095396|XP_017051968.1|DFIC, LOC108095397|XP_017051969.1|DFIC, LOC108095466|XP_017052069.1|DFIC	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC108090389|XP_017044527.1|DFIC	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC108090306|XP_017044405.1|DFIC	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC108090388|XP_017044526.1|DFIC	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC108093786|XP_017049554.1|DFIC	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC108097185|XP_017054817.1|DFIC	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC108098509|XP_017056925.1|DFIC	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC108093150|XP_017048585.1|DFIC	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC108099854|XP_017058989.1|DFIC	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC108096448|XP_017053541.1|DFIC	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC108096307|XP_017053282.1|DFIC	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC108096304|XP_017053280.1|DFIC	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC108096321|XP_017053338.1|DFIC	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC108087907|XP_017040976.1|DFIC, LOC108088087|XP_017041231.1|DFIC	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC108094504|XP_017050597.1|DFIC	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC108094895|XP_017051224.1|DFIC	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC108099491|XP_017058540.1|DFIC	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC108101896|XP_017061947.1|DFIC	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC108088470|XP_017041744.1|DFIC	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC108094965|XP_017051317.1|DFIC, LOC108088926|XP_017042437.1|DFIC, LOC108093529|XP_017049111.1|DFIC, LOC108098116|XP_017056325.1|DFIC, LOC108098159|XP_017056384.1|DFIC	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC108092477|XP_017047558.1|DFIC	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC108090461|XP_017044643.1|DFIC	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC108100698|XP_017060209.1|DFIC	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC108096757|XP_017054106.1|DFIC, LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC108092010|XP_017046931.1|DFIC	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC108089266|XP_017042925.1|DFIC, LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC, LOC108098717|XP_017057324.1|DFIC, LOC108098712|XP_017057316.1|DFIC	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC108089245|XP_017042898.1|DFIC	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC108087862|XP_017040935.1|DFIC	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC108093919|XP_017049775.1|DFIC	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC108101594|XP_017061495.1|DFIC	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC108101150|XP_017060862.1|DFIC	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC108090029|XP_017044014.1|DFIC	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000088	LOC108094304|XP_017050312.1|DFIC	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC108098591|XP_017057133.1|DFIC	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC108087422|XP_017040258.1|DFIC	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC108090757|XP_017045079.1|DFIC	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC108090961|XP_017045394.1|DFIC	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC108096450|XP_017053542.1|DFIC	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC108086553|XP_017038985.1|DFIC	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC108094894|XP_017051228.1|DFIC, LOC108102111|XP_017062264.1|DFIC	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC108087170|XP_017039900.1|DFIC	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC108087365|XP_017040194.1|DFIC	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC108096020|XP_017052859.1|DFIC	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC108095984|XP_017052817.1|DFIC	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC108092694|XP_017047894.1|DFIC	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC108089874|XP_017043817.1|DFIC, LOC108088659|XP_017042076.1|DFIC	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC108091775|XP_017046611.1|DFIC	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC, LOC108094544|XP_017050641.1|DFIC, LOC108087280|XP_017040078.1|DFIC	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC108097067|XP_017054593.1|DFIC	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC108097066|XP_017054592.1|DFIC	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC108097065|XP_017054590.1|DFIC	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC108088290|XP_017041499.1|DFIC	LOC120776874|XP_039963866.1|BTRY
OG0000101	LOC108088258|XP_017041465.1|DFIC	LOC120776871|XP_039963862.1|BTRY
OG0000101	LOC108088292|XP_017041511.1|DFIC	LOC120776875|XP_039963867.1|BTRY
OG0000102	LOC108093909|XP_017049764.1|DFIC	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC108090478|XP_017044665.1|DFIC	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC108086454|XP_017038864.1|DFIC	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC108089623|XP_017043475.1|DFIC	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC108089503|XP_017043297.1|DFIC	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC108099251|XP_017058111.1|DFIC	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC108096600|XP_017053787.1|DFIC, LOC108096602|XP_017053789.1|DFIC, LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC, LOC108096607|XP_017053803.1|DFIC	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC108094564|XP_017050665.1|DFIC, LOC108086319|XP_017038711.1|DFIC	LOC120779612|XP_039967894.1|BTRY, LOC120781771|XP_039969936.1|BTRY, LOC120768462|XP_039951098.1|BTRY
OG0000108	LOC108101060|XP_017060740.1|DFIC	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY, LOC120779714|XP_039968013.1|BTRY, LOC120769356|XP_039952251.1|BTRY, LOC120781559|XP_039969731.1|BTRY
OG0000109	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC108088256|XP_017041463.1|DFIC	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC108098021|XP_017056163.1|DFIC	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC108102107|XP_017062260.1|DFIC	LOC120767658|XP_039949764.1|BTRY
OG0000115	LOC108087980|XP_017041073.1|DFIC	LOC120782843|XP_039971303.1|BTRY
OG0000116	LOC108096024|XP_017052862.1|DFIC	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC108098321|XP_017056635.1|DFIC	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC108098322|XP_017056636.1|DFIC	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC108098323|XP_017056637.1|DFIC	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC108098326|XP_017056639.1|DFIC	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC108098379|XP_017056731.1|DFIC	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC108098929|XP_017057623.1|DFIC	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC108092896|XP_017048233.1|DFIC	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC108093778|XP_017049539.1|DFIC	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC108098999|XP_017057719.1|DFIC	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC108088578|XP_017041917.1|DFIC	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC108094131|XP_017050042.1|DFIC	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC108091045|XP_017045485.1|DFIC	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC108086573|XP_017039017.1|DFIC	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC108087297|XP_017040098.1|DFIC	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC108096108|XP_017052974.1|DFIC	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC108087875|XP_017040949.1|DFIC	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC108097083|XP_017054616.1|DFIC	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC108087122|XP_017039802.1|DFIC	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC108087282|XP_017040080.1|DFIC	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC108098811|XP_017057450.1|DFIC	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC108091147|XP_017045671.1|DFIC, LOC108095134|XP_017051564.1|DFIC, LOC108100052|XP_017059274.1|DFIC	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC108100472|XP_017059895.1|DFIC, LOC108101353|XP_017061149.1|DFIC, LOC108100508|XP_017059954.1|DFIC	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000137	LOC108091792|XP_017046641.1|DFIC	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC108093076|XP_017048480.1|DFIC	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC108089011|XP_017042580.1|DFIC	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC108091976|XP_017046875.1|DFIC	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC108097971|XP_017056075.1|DFIC	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC108088343|XP_017041578.1|DFIC	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC108098954|XP_017057651.1|DFIC	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC108097630|XP_017055544.1|DFIC	LOC120773797|XP_039958834.1|BTRY
OG0000145	LOC108097738|XP_017055733.1|DFIC	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC108098277|XP_017056568.1|DFIC	LOC120767329|XP_039949207.1|BTRY
OG0000145	LOC108098241|XP_017056523.1|DFIC	LOC120767331|XP_039949208.1|BTRY
OG0000145	LOC108098240|XP_017056522.1|DFIC	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC108092267|XP_017047289.1|DFIC	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC108091820|XP_017046686.1|DFIC	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC108091738|XP_017046571.1|DFIC	LOC120771587|XP_039955596.1|BTRY
