Orthogroup	DFIC.longest_only	AAEG.longest_only
OG0000101	LOC108088290|XP_017041499.1|DFIC, LOC108088258|XP_017041465.1|DFIC, LOC108088292|XP_017041511.1|DFIC	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC108093909|XP_017049764.1|DFIC	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC108090478|XP_017044665.1|DFIC	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC, LOC108086454|XP_017038864.1|DFIC	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC, LOC108089503|XP_017043297.1|DFIC	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC108091851|XP_017046719.1|DFIC, LOC108099251|XP_017058111.1|DFIC, LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC	LOC5576020|XP_001662355.3|AAEG
OG0000108	LOC108094564|XP_017050665.1|DFIC, LOC108086319|XP_017038711.1|DFIC	LOC110677634|XP_021704128.1|AAEG
OG0000109	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC, LOC108099998|XP_017059188.1|DFIC	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC108088246|XP_017041452.1|DFIC, LOC108088248|XP_017041454.1|DFIC, LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC, LOC108088256|XP_017041463.1|DFIC	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC108098021|XP_017056163.1|DFIC, LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC108090099|XP_017044086.1|DFIC, LOC108088714|XP_017042147.1|DFIC, LOC108088715|XP_017042148.1|DFIC, LOC108090089|XP_017044080.1|DFIC, LOC108100512|XP_017059956.1|DFIC	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC108102107|XP_017062260.1|DFIC, LOC108102108|XP_017062261.1|DFIC, LOC108088497|XP_017041852.1|DFIC	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC108098321|XP_017056635.1|DFIC, LOC108098322|XP_017056636.1|DFIC, LOC108098323|XP_017056637.1|DFIC, LOC108098326|XP_017056639.1|DFIC	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC, LOC108098379|XP_017056731.1|DFIC	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC108098930|XP_017057624.1|DFIC, LOC108098763|XP_017057383.1|DFIC, LOC108098929|XP_017057623.1|DFIC	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC108092896|XP_017048233.1|DFIC	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC108093778|XP_017049539.1|DFIC	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC108088578|XP_017041917.1|DFIC, LOC108091875|XP_017046745.1|DFIC, LOC108091877|XP_017046748.1|DFIC, LOC108092221|XP_017047244.1|DFIC, LOC108091878|XP_017046749.1|DFIC, LOC108092222|XP_017047245.1|DFIC	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC108094131|XP_017050042.1|DFIC, LOC108091045|XP_017045485.1|DFIC, LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC108090422|XP_017044578.1|DFIC, LOC108090270|XP_017044368.1|DFIC, LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC108086573|XP_017039017.1|DFIC	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC108087297|XP_017040098.1|DFIC	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC108090386|XP_017044523.1|DFIC, LOC108090387|XP_017044524.1|DFIC	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC108088380|XP_017041617.1|DFIC, LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC, LOC108096108|XP_017052974.1|DFIC	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC108087875|XP_017040949.1|DFIC, LOC108087809|XP_017040858.1|DFIC, LOC108098476|XP_017056875.1|DFIC	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC108097083|XP_017054616.1|DFIC, LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC108098811|XP_017057450.1|DFIC	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC108100052|XP_017059274.1|DFIC	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC108091792|XP_017046641.1|DFIC	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC108093076|XP_017048480.1|DFIC	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC108090588|XP_017044832.1|DFIC	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC108086574|XP_017039020.1|DFIC	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC108091976|XP_017046875.1|DFIC	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC108102224|XP_017062435.1|DFIC	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC108097971|XP_017056075.1|DFIC	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC108088343|XP_017041578.1|DFIC	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC108088315|XP_017041540.1|DFIC	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC108098954|XP_017057651.1|DFIC	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC108097630|XP_017055544.1|DFIC	LOC5567664|XP_021706076.1|AAEG
OG0000145	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC108092267|XP_017047289.1|DFIC	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC108092306|XP_017047329.1|DFIC	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC108102132|XP_017062289.1|DFIC	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC108091883|XP_017046754.1|DFIC, LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC, LOC108087467|XP_017040329.1|DFIC	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC108086969|XP_017039570.1|DFIC, LOC108086971|XP_017039575.1|DFIC, LOC108086972|XP_017039577.1|DFIC	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC108094932|XP_017051280.1|DFIC, LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC108088773|XP_017042214.1|DFIC	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC108099885|XP_017059028.1|DFIC, LOC108096406|XP_017053467.1|DFIC	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC108099563|XP_017058642.1|DFIC, LOC108099549|XP_017058620.1|DFIC	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC, LOC108100266|XP_017059542.1|DFIC, LOC108094389|XP_017050444.1|DFIC, LOC108089925|XP_017043897.1|DFIC	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC108098989|XP_017057701.1|DFIC, LOC108091565|XP_017046327.1|DFIC, LOC108091253|XP_017045857.1|DFIC	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC108096493|XP_017053592.1|DFIC, LOC108096494|XP_017053593.1|DFIC	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC108092793|XP_017048053.1|DFIC, LOC108099748|XP_017058862.1|DFIC	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC108095149|XP_017051575.1|DFIC	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC108095111|XP_017051538.1|DFIC, LOC108095113|XP_017051539.1|DFIC	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC108091999|XP_017046914.1|DFIC	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC, LOC108095091|XP_017051516.1|DFIC	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC108090043|XP_017044034.1|DFIC	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC108101180|XP_017060904.1|DFIC	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC108097413|XP_017055163.1|DFIC	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC108099069|XP_017057839.1|DFIC	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC108096925|XP_017054366.1|DFIC, LOC108096558|XP_017053736.1|DFIC, LOC108096912|XP_017054351.1|DFIC	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC108094240|XP_017050188.1|DFIC, LOC108093453|XP_017049018.1|DFIC, LOC108096597|XP_017053784.1|DFIC	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC108102085|XP_017062226.1|DFIC	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC108095834|XP_017052606.1|DFIC	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC108102154|XP_017062333.1|DFIC	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC108102299|XP_017062550.1|DFIC	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC108090901|XP_017045302.1|DFIC, LOC108086740|XP_017039261.1|DFIC	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC108094061|XP_017049993.1|DFIC, LOC108101006|XP_017060663.1|DFIC	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC108088474|XP_017041750.1|DFIC, LOC108095685|XP_017052343.1|DFIC	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC108090229|XP_017044313.1|DFIC	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC108090084|XP_017044075.1|DFIC, LOC108090086|XP_017044076.1|DFIC	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC108097044|XP_017054564.1|DFIC, LOC108097444|XP_017055203.1|DFIC, LOC108093042|XP_017048439.1|DFIC, LOC108096441|XP_017053526.1|DFIC	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC108100874|XP_017060455.1|DFIC, LOC108100828|XP_017060386.1|DFIC, LOC108100827|XP_017060385.1|DFIC	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC108092332|XP_017047357.1|DFIC, LOC108101514|XP_017061363.1|DFIC, LOC108096009|XP_017052848.1|DFIC, LOC108101515|XP_017061366.1|DFIC	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC108091214|XP_017045800.1|DFIC, LOC108091243|XP_017045845.1|DFIC	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC108096282|XP_017053240.1|DFIC, LOC108102145|XP_017062307.1|DFIC, LOC108094570|XP_017050672.1|DFIC	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC108092432|XP_017047503.1|DFIC	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC108092839|XP_017048134.1|DFIC	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC108091210|XP_017045789.1|DFIC	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC108094310|XP_017050322.1|DFIC, LOC108094311|XP_017050327.1|DFIC	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC108102010|XP_017062097.1|DFIC, LOC108095399|XP_017051971.1|DFIC, LOC108095417|XP_017052012.1|DFIC	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC108092530|XP_017047642.1|DFIC, LOC108092308|XP_017047332.1|DFIC, LOC108099187|XP_017058043.1|DFIC	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC108096116|XP_017052983.1|DFIC, LOC108094344|XP_017050377.1|DFIC, LOC108098270|XP_017056562.1|DFIC	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC108101737|XP_017061683.1|DFIC, LOC108090587|XP_017044827.1|DFIC	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC108094689|XP_017050901.1|DFIC	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC108101678|XP_017061591.1|DFIC	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC108101671|XP_017061584.1|DFIC	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC108086511|XP_017038929.1|DFIC, LOC108086566|XP_017039012.1|DFIC, LOC108086598|XP_017039057.1|DFIC, LOC108086567|XP_017039013.1|DFIC	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC108091600|XP_017046367.1|DFIC, LOC108091695|XP_017046517.1|DFIC	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC108087368|XP_017040198.1|DFIC	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC108093651|XP_017049302.1|DFIC, LOC108094049|XP_017049972.1|DFIC, LOC108094059|XP_017049987.1|DFIC	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC108096401|XP_017053464.1|DFIC, LOC108087942|XP_017041019.1|DFIC	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC108090661|XP_017044932.1|DFIC	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC108090906|XP_017045316.1|DFIC	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC108089611|XP_017043461.1|DFIC	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC108101387|XP_017061194.1|DFIC, LOC108101386|XP_017061193.1|DFIC, LOC108101388|XP_017061195.1|DFIC, LOC108101776|XP_017061743.1|DFIC, LOC108092612|XP_017047740.1|DFIC, LOC108100134|XP_017059416.1|DFIC, LOC108100829|XP_017060387.1|DFIC, LOC108094320|XP_017050348.1|DFIC	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC108096906|XP_017054343.1|DFIC, LOC108094100|XP_017050011.1|DFIC, LOC108097935|XP_017056016.1|DFIC	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC108087950|XP_017041025.1|DFIC	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC108100795|XP_017060328.1|DFIC, LOC108100796|XP_017060331.1|DFIC, LOC108088649|XP_017042105.1|DFIC	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC108100135|XP_017059376.1|DFIC, LOC108101352|XP_017061148.1|DFIC, LOC108089075|XP_017042670.1|DFIC	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC108097703|XP_017055677.1|DFIC, LOC108101864|XP_017061885.1|DFIC, LOC108095949|XP_017052776.1|DFIC	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC, LOC108093598|XP_017049212.1|DFIC, LOC108093590|XP_017049205.1|DFIC	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC108087428|XP_017040270.1|DFIC, LOC108091040|XP_017045481.1|DFIC	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC108086508|XP_017038925.1|DFIC	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC108086507|XP_017038924.1|DFIC, LOC108090157|XP_017044211.1|DFIC	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC108094216|XP_017050162.1|DFIC, LOC108094218|XP_017050165.1|DFIC, LOC108094215|XP_017050161.1|DFIC	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC108093679|XP_017049348.1|DFIC, LOC108093667|XP_017049338.1|DFIC, LOC108094033|XP_017049957.1|DFIC	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC108096675|XP_017053946.1|DFIC, LOC108091887|XP_017046760.1|DFIC, LOC108096674|XP_017053943.1|DFIC	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC108096555|XP_017053772.1|DFIC	LOC5569881|XP_021703461.1|AAEG
OG0000222	LOC108098355|XP_017056689.1|DFIC	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC108090783|XP_017045118.1|DFIC	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC108091933|XP_017046808.1|DFIC, LOC108091926|XP_017046800.1|DFIC, LOC108091946|XP_017046824.1|DFIC	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC108087548|XP_017040458.1|DFIC, LOC108087551|XP_017040461.1|DFIC, LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC108094872|XP_017051189.1|DFIC, LOC108090107|XP_017044110.1|DFIC, LOC108098426|XP_017056806.1|DFIC	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC108088375|XP_017041611.1|DFIC	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC108098622|XP_017057180.1|DFIC	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC108093964|XP_017049857.1|DFIC, LOC108093965|XP_017049859.1|DFIC	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC108102246|XP_017062474.1|DFIC, LOC108094243|XP_017050191.1|DFIC, LOC108094238|XP_017050186.1|DFIC	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC108088395|XP_017041634.1|DFIC, LOC108100781|XP_017060310.1|DFIC, LOC108100778|XP_017060306.1|DFIC	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC, LOC108100780|XP_017060309.1|DFIC, LOC108100750|XP_017060271.1|DFIC	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC108091564|XP_017046326.1|DFIC, LOC108093444|XP_017048999.1|DFIC, LOC108091166|XP_017045694.1|DFIC	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC108094291|XP_017050278.1|DFIC	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC108096227|XP_017053110.1|DFIC	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC108089929|XP_017043904.1|DFIC, LOC108089928|XP_017043902.1|DFIC, LOC108089930|XP_017043906.1|DFIC	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC108092117|XP_017047106.1|DFIC, LOC108089095|XP_017042699.1|DFIC	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC108088058|XP_017041186.1|DFIC, LOC108088082|XP_017041223.1|DFIC, LOC108091800|XP_017046657.1|DFIC	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC108096259|XP_017053202.1|DFIC	LOC23687671|XP_011493002.2|AAEG
