Orthogroup	DFIC.longest_only	DPSE.longest_only
OG0000046	LOC108097441|XP_017055199.1|DFIC, LOC108097439|XP_017055197.1|DFIC	LOC6902130|XP_002133661.3|DPSE, LOC6902128|XP_002133659.2|DPSE
OG0000046	LOC108097454|XP_017055215.1|DFIC	LOC6898136|XP_002138215.2|DPSE
OG0000046	LOC108091603|XP_017046371.1|DFIC, LOC108091584|XP_017046349.1|DFIC, LOC108091607|XP_017046377.1|DFIC, LOC108091593|XP_017046357.1|DFIC, LOC108091587|XP_017046351.1|DFIC, LOC108091594|XP_017046358.1|DFIC, LOC108091585|XP_017046350.1|DFIC	LOC6896807|XP_002137011.2|DPSE, LOC6896809|XP_002137013.2|DPSE, LOC6896808|XP_002137012.2|DPSE
OG0000047	LOC108090569|XP_017044803.1|DFIC	LOC4803784|XP_001360446.3|DPSE
OG0000047	LOC108090570|XP_017044804.1|DFIC	LOC4803787|XP_001360449.3|DPSE
OG0000047	LOC108094901|XP_017051236.1|DFIC	LOC6898081|XP_002138166.2|DPSE, LOC4805168|XP_001361615.3|DPSE
OG0000047	LOC108089762|XP_017043641.1|DFIC	LOC6903509|XP_002132386.2|DPSE, LOC6902682|XP_002133198.2|DPSE
OG0000047	LOC108094950|XP_017051302.1|DFIC	LOC4805161|XP_001361611.2|DPSE
OG0000047	LOC108089719|XP_017043575.1|DFIC	LOC4813116|XP_001353776.3|DPSE
OG0000048	LOC108089539|XP_017043364.1|DFIC, LOC108089337|XP_017043007.1|DFIC	LOC6900020|XP_002135385.1|DPSE, LOC6900019|XP_002135384.1|DPSE
OG0000048	LOC108089535|XP_017043361.1|DFIC	LOC4812161|XP_001352552.3|DPSE
OG0000048	LOC108089542|XP_017043368.1|DFIC	LOC4812224|XP_033238777.1|DPSE
OG0000049	LOC108091886|XP_017046759.1|DFIC	LOC4800760|XP_001357975.3|DPSE
OG0000049	LOC108091864|XP_017046732.1|DFIC	LOC4800765|XP_001357980.2|DPSE
OG0000049	LOC108091860|XP_017046729.1|DFIC	LOC4800759|XP_001357974.3|DPSE
OG0000049	LOC108091991|XP_017046904.1|DFIC	LOC4800761|XP_001357976.3|DPSE
OG0000049	LOC108091993|XP_017046906.1|DFIC	LOC4800766|XP_001357981.4|DPSE
OG0000049	LOC108092198|XP_017047214.1|DFIC	LOC4800764|XP_001357979.3|DPSE
OG0000050	LOC108093905|XP_017049757.1|DFIC	LOC4805406|XP_001361811.3|DPSE
OG0000050	LOC108088748|XP_017042185.1|DFIC	LOC6899906|XP_002135274.3|DPSE
OG0000050	LOC108088744|XP_017042181.1|DFIC	LOC6899912|XP_033237397.1|DPSE
OG0000050	LOC108088745|XP_017042182.1|DFIC	LOC6899911|XP_002135279.1|DPSE
OG0000050	LOC108088747|XP_017042184.1|DFIC	LOC6899908|XP_033237399.1|DPSE, LOC6899907|XP_033237400.1|DPSE
OG0000050	LOC108088743|XP_017042180.1|DFIC	LOC6899913|XP_002135281.2|DPSE
OG0000050	LOC108088746|XP_017042183.1|DFIC	LOC6899909|XP_033237398.1|DPSE
OG0000051	LOC108099282|XP_017058161.1|DFIC	LOC4802029|XP_001359029.3|DPSE
OG0000051	LOC108087911|XP_017040982.1|DFIC	LOC6896948|XP_002137133.2|DPSE, LOC4800870|XP_001358067.3|DPSE
OG0000051	LOC108092094|XP_017047073.1|DFIC, LOC108087894|XP_017040960.1|DFIC, LOC108087917|XP_017040992.1|DFIC	LOC6897665|XP_002137803.2|DPSE, LOC6897664|XP_033232373.1|DPSE
OG0000052	LOC108087102|XP_017039773.1|DFIC	LOC4801488|XP_001358571.4|DPSE
OG0000052	LOC108098807|XP_017057437.1|DFIC, LOC108098902|XP_017057587.1|DFIC, LOC108098776|XP_017057399.1|DFIC, LOC108098773|XP_017057394.1|DFIC	LOC4801489|XP_001358572.4|DPSE
OG0000052	LOC108087760|XP_017040779.1|DFIC	LOC4803747|XP_001360412.1|DPSE
OG0000052	LOC108087818|XP_017040874.1|DFIC	LOC4803748|XP_001360413.3|DPSE
OG0000053	LOC108090322|XP_017044423.1|DFIC	LOC4803611|XP_001360303.3|DPSE
OG0000053	LOC108090310|XP_017044412.1|DFIC	LOC6898153|XP_002138231.3|DPSE
OG0000053	LOC108090321|XP_017044422.1|DFIC	LOC4803609|XP_001360302.2|DPSE
OG0000053	LOC108090309|XP_017044411.1|DFIC	LOC6898152|XP_002138230.3|DPSE
OG0000053	LOC108090323|XP_017044424.1|DFIC	LOC6898150|XP_002138228.2|DPSE
OG0000054	LOC108097528|XP_017055365.1|DFIC	LOC117183732|XP_033234597.1|DPSE, LOC6898005|XP_002138098.2|DPSE, LOC4803309|XP_001360071.1|DPSE
OG0000054	LOC108096334|XP_017053362.1|DFIC	LOC4803310|XP_001360074.4|DPSE
OG0000054	LOC108096244|XP_017053162.1|DFIC	LOC5384075|XP_033232371.1|DPSE
OG0000054	LOC108097685|XP_017055644.1|DFIC	LOC6898345|XP_002138398.2|DPSE, LOC5384076|XP_001360072.2|DPSE
OG0000055	LOC108099277|XP_017058154.1|DFIC	LOC6896733|XP_002136944.1|DPSE, LOC6896732|XP_002136943.1|DPSE, LOC6896731|XP_002136942.1|DPSE
OG0000055	LOC108099261|XP_017058124.1|DFIC, LOC108099262|XP_017058125.1|DFIC, LOC108099276|XP_017058153.1|DFIC, LOC108099287|XP_017058168.1|DFIC	LOC5495517|XP_002136945.3|DPSE
OG0000055	LOC108099258|XP_017058122.1|DFIC	LOC6896734|XP_002136946.1|DPSE
OG0000056	LOC108091640|XP_017046431.1|DFIC	LOC4800581|XP_015038723.2|DPSE
OG0000056	LOC108091639|XP_017046430.1|DFIC	LOC6896822|XP_002137025.2|DPSE
OG0000056	LOC108091643|XP_017046434.1|DFIC, LOC108091642|XP_017046433.1|DFIC	LOC4800580|XP_001357831.3|DPSE
OG0000056	LOC108098775|XP_017057398.1|DFIC	LOC6897000|XP_002137186.2|DPSE
OG0000056	LOC108098940|XP_017057636.1|DFIC	LOC6896999|XP_002137185.2|DPSE
OG0000058	LOC108098312|XP_017056614.1|DFIC, LOC108098300|XP_017056599.1|DFIC	LOC6902422|XP_002133356.2|DPSE, LOC6898067|XP_002138152.1|DPSE
OG0000058	LOC108093385|XP_017048892.1|DFIC	LOC4816156|XP_001355873.3|DPSE
OG0000058	LOC108092885|XP_017048216.1|DFIC	LOC4816089|XP_001355320.2|DPSE
OG0000059	LOC108095725|XP_017052388.1|DFIC	LOC6897147|XP_002137327.1|DPSE
OG0000059	LOC108095915|XP_017052732.1|DFIC	LOC6897146|XP_033232929.1|DPSE
OG0000059	LOC108095912|XP_017052729.1|DFIC	LOC4801319|XP_001358434.2|DPSE
OG0000059	LOC108095911|XP_017052728.1|DFIC, LOC108095913|XP_017052730.1|DFIC	LOC6897145|XP_002137325.3|DPSE, LOC6897144|XP_002137324.2|DPSE
OG0000060	LOC108091169|XP_017045705.1|DFIC	LOC4816062|XP_001355381.1|DPSE
OG0000060	LOC108090629|XP_017044896.1|DFIC	LOC4817672|XP_001357060.2|DPSE
OG0000060	LOC108090119|XP_017044139.1|DFIC	LOC6897604|XP_002137749.3|DPSE
OG0000060	LOC108086822|XP_017039354.1|DFIC	LOC4800333|XP_033234022.1|DPSE
OG0000060	LOC108101966|XP_017062037.1|DFIC	LOC4815703|XP_001355362.3|DPSE
OG0000061	LOC108094528|XP_017050618.1|DFIC	LOC4816506|XP_001356011.2|DPSE
OG0000061	LOC108094524|XP_017050615.1|DFIC	LOC4816666|XP_001356006.2|DPSE
OG0000061	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC	LOC4816280|XP_001356010.3|DPSE
OG0000061	LOC108094527|XP_017050617.1|DFIC	LOC4816542|XP_001356009.2|DPSE
OG0000062	LOC108094292|XP_017050285.1|DFIC	LOC4814796|XP_001355129.2|DPSE
OG0000062	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC	LOC4816599|XP_001356269.1|DPSE
OG0000063	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC	LOC6897651|XP_002137792.2|DPSE
OG0000063	LOC108102252|XP_017062491.1|DFIC	LOC4802566|XP_001359461.3|DPSE
OG0000063	LOC108089709|XP_017043545.1|DFIC	LOC6900640|XP_002135013.2|DPSE
OG0000063	LOC108089764|XP_017043644.1|DFIC	LOC4813121|XP_001353706.2|DPSE
OG0000063	LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC	LOC6900641|XP_002135014.2|DPSE
OG0000065	LOC108087975|XP_017041064.1|DFIC	LOC6896923|XP_002137108.2|DPSE
OG0000065	LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC	LOC26533777|XP_015038968.2|DPSE, LOC6898828|XP_033234521.1|DPSE
OG0000065	LOC108087006|XP_017039644.1|DFIC	LOC4800791|XP_001358004.3|DPSE
OG0000065	LOC108087009|XP_017039646.1|DFIC	LOC4800793|XP_001358005.3|DPSE
OG0000065	LOC108087007|XP_017039645.1|DFIC	LOC6896918|XP_002137102.2|DPSE
OG0000066	LOC108095590|XP_017052241.1|DFIC	LOC4814734|XP_001354838.2|DPSE
OG0000066	LOC108091801|XP_017046658.1|DFIC	LOC6897545|XP_002137691.2|DPSE
OG0000066	LOC108102277|XP_017062516.1|DFIC	LOC4801086|XP_001358244.4|DPSE
OG0000066	LOC108094357|XP_017050387.1|DFIC	LOC6903735|XP_002136740.2|DPSE
OG0000066	LOC108096246|XP_017053178.1|DFIC	LOC4803318|XP_001360081.2|DPSE
OG0000066	LOC108091186|XP_017045747.1|DFIC	LOC26533930|XP_015041746.1|DPSE
OG0000066	LOC108096709|XP_017054033.1|DFIC	LOC6902765|XP_033236203.1|DPSE
OG0000067	LOC108098544|XP_017057031.1|DFIC	LOC4801537|XP_001358611.3|DPSE
OG0000067	LOC108089737|XP_017043607.1|DFIC	LOC4813294|XP_001353742.3|DPSE
OG0000067	LOC108090972|XP_017045416.1|DFIC	LOC4805303|XP_001361725.2|DPSE
OG0000067	LOC108089736|XP_017043606.1|DFIC	LOC4813729|XP_001353743.2|DPSE
OG0000067	LOC108093275|XP_017048744.1|DFIC	LOC6901001|XP_033238396.1|DPSE
OG0000068	LOC108099862|XP_017058999.1|DFIC	LOC6900642|XP_002135015.3|DPSE
OG0000068	LOC108101069|XP_017060747.1|DFIC, LOC108086952|XP_017039554.1|DFIC, LOC108094867|XP_017051178.1|DFIC	LOC6896795|XP_033241765.1|DPSE, LOC26532323|XP_033236250.1|DPSE, LOC6902365|XP_002133311.2|DPSE
OG0000068	LOC108098038|XP_017056186.1|DFIC	LOC4815620|XP_015041394.2|DPSE
OG0000069	LOC108095205|XP_017051701.1|DFIC	LOC4804621|XP_033234564.1|DPSE
OG0000069	LOC108101356|XP_017061154.1|DFIC, LOC108093246|XP_017048713.1|DFIC, LOC108101912|XP_017061979.1|DFIC, LOC108101254|XP_017060998.1|DFIC, LOC108100462|XP_017059884.1|DFIC	LOC6897757|XP_002137862.3|DPSE, LOC117184682|XP_033239188.1|DPSE, LOC117184751|XP_033239465.1|DPSE
OG0000070	LOC108093013|XP_017048405.1|DFIC	LOC4816245|XP_001355864.2|DPSE
OG0000070	LOC108097315|XP_017055021.1|DFIC	LOC4815848|XP_001355583.2|DPSE
OG0000070	LOC108093017|XP_017048410.1|DFIC	LOC4816246|XP_001355865.2|DPSE
OG0000070	LOC108093018|XP_017048411.1|DFIC	LOC6902417|XP_002133351.2|DPSE
OG0000071	LOC108100141|XP_017059383.1|DFIC	LOC6900130|XP_033241129.1|DPSE
OG0000071	LOC108095396|XP_017051968.1|DFIC	LOC4811953|XP_001352897.3|DPSE
OG0000071	LOC108095397|XP_017051969.1|DFIC	LOC6900213|XP_033239373.1|DPSE
OG0000071	LOC108095466|XP_017052069.1|DFIC	LOC6900212|XP_002135544.1|DPSE
OG0000072	LOC108090389|XP_017044527.1|DFIC	LOC4803792|XP_001360452.3|DPSE
OG0000072	LOC108090306|XP_017044405.1|DFIC	LOC4803788|XP_001360450.3|DPSE
OG0000072	LOC108090388|XP_017044526.1|DFIC	LOC6898245|XP_002138311.1|DPSE
OG0000073	LOC108093786|XP_017049554.1|DFIC	LOC4804155|XP_001360761.3|DPSE
OG0000073	LOC108097185|XP_017054817.1|DFIC	LOC6902077|XP_033240712.1|DPSE
OG0000073	LOC108098509|XP_017056925.1|DFIC	LOC13036455|XP_003736334.2|DPSE
OG0000074	LOC108093150|XP_017048585.1|DFIC	LOC4813467|XP_001353839.3|DPSE
OG0000074	LOC108099854|XP_017058989.1|DFIC	LOC4813167|XP_001353329.2|DPSE
OG0000075	LOC108096303|XP_017053279.1|DFIC	LOC4814181|XP_001354308.4|DPSE
OG0000075	LOC108096448|XP_017053541.1|DFIC	LOC6904089|XP_002136430.3|DPSE, LOC4814158|XP_001354304.1|DPSE, LOC117184969|XP_033240174.1|DPSE
OG0000075	LOC108096307|XP_017053282.1|DFIC	LOC117184970|XP_033240175.1|DPSE, LOC4814180|XP_001354307.2|DPSE
OG0000075	LOC108096304|XP_017053280.1|DFIC	LOC4814183|XP_001354309.1|DPSE
OG0000076	LOC108096321|XP_017053338.1|DFIC	LOC6900056|XP_033238646.1|DPSE
OG0000076	LOC108087907|XP_017040976.1|DFIC, LOC108088087|XP_017041231.1|DFIC	LOC6897658|XP_002137797.2|DPSE, LOC6897657|XP_015037929.2|DPSE
OG0000076	LOC108094504|XP_017050597.1|DFIC	LOC6901614|XP_002134284.3|DPSE
OG0000076	LOC108094514|XP_017050608.1|DFIC	LOC4815315|XP_001355000.2|DPSE
OG0000077	LOC108094895|XP_017051224.1|DFIC	LOC6903891|XP_002136626.1|DPSE
OG0000077	LOC108099491|XP_017058540.1|DFIC	LOC4800596|XP_001357842.1|DPSE
OG0000077	LOC108101896|XP_017061947.1|DFIC	LOC4805619|XP_001361993.1|DPSE
OG0000077	LOC108088470|XP_017041744.1|DFIC	LOC6897044|XP_003736391.1|DPSE
OG0000078	LOC108094965|XP_017051317.1|DFIC	LOC4804955|XP_001361435.3|DPSE
OG0000078	LOC108088926|XP_017042437.1|DFIC	LOC6903186|XP_002132885.3|DPSE, LOC6897646|XP_002137789.2|DPSE, LOC117184537|XP_033238582.1|DPSE
OG0000078	LOC108093529|XP_017049111.1|DFIC	LOC4802953|XP_001359766.2|DPSE
OG0000078	LOC108098116|XP_017056325.1|DFIC	LOC4814621|XP_001355050.3|DPSE
OG0000078	LOC108098159|XP_017056384.1|DFIC	LOC4815368|XP_001354621.3|DPSE
OG0000079	LOC108092477|XP_017047558.1|DFIC	LOC6902965|XP_002132691.2|DPSE
OG0000079	LOC108092475|XP_017047555.1|DFIC, LOC108092352|XP_017047375.1|DFIC, LOC108092476|XP_017047557.1|DFIC, LOC108092474|XP_017047554.1|DFIC	LOC4817314|XP_001356685.1|DPSE
OG0000080	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC	LOC6898668|XP_002138673.2|DPSE, LOC6898669|XP_033233645.1|DPSE
OG0000080	LOC108090461|XP_017044643.1|DFIC	LOC4805687|XP_001362046.3|DPSE
OG0000081	LOC108100698|XP_017060209.1|DFIC	LOC4811957|XP_001352460.4|DPSE
OG0000082	LOC108096757|XP_017054106.1|DFIC	LOC4803829|XP_001360483.2|DPSE
OG0000082	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC	LOC4800945|XP_001358129.3|DPSE
OG0000082	LOC108092010|XP_017046931.1|DFIC	LOC4801644|XP_001358698.2|DPSE
OG0000083	LOC108089266|XP_017042925.1|DFIC	LOC6899312|XP_033235907.1|DPSE
OG0000083	LOC108094480|XP_017050969.1|DFIC, LOC108098733|XP_017057353.1|DFIC, LOC108098736|XP_017057355.1|DFIC, LOC108098735|XP_017057354.1|DFIC	LOC117183164|XP_015036952.2|DPSE, LOC6902369|XP_002133315.2|DPSE
OG0000083	LOC108098717|XP_017057324.1|DFIC	LOC6902371|XP_002133317.3|DPSE
OG0000083	LOC108098712|XP_017057316.1|DFIC	LOC6902370|XP_002133316.2|DPSE
OG0000083	LOC108089245|XP_017042898.1|DFIC	LOC26532411|XP_033235904.1|DPSE
OG0000084	LOC108087862|XP_017040935.1|DFIC	LOC4803751|XP_001360416.2|DPSE
OG0000084	LOC108093919|XP_017049775.1|DFIC	LOC4805472|XP_001361867.2|DPSE
OG0000085	LOC108101595|XP_017061496.1|DFIC	LOC4804897|XP_015040262.2|DPSE
OG0000085	LOC108101582|XP_017061483.1|DFIC	LOC4804123|XP_001360733.2|DPSE
OG0000085	LOC108101594|XP_017061495.1|DFIC	LOC4804898|XP_001361384.3|DPSE
OG0000086	LOC108096752|XP_017054097.1|DFIC	LOC4804253|XP_001360840.1|DPSE
OG0000087	LOC108101150|XP_017060862.1|DFIC	LOC4816786|XP_001356332.1|DPSE
OG0000087	LOC108090029|XP_017044014.1|DFIC	LOC4817851|XP_001357379.2|DPSE
OG0000088	LOC108094304|XP_017050312.1|DFIC	LOC4805581|XP_001361962.1|DPSE
OG0000088	LOC108101734|XP_017061675.1|DFIC	LOC6903460|XP_002132339.1|DPSE
OG0000088	LOC108100188|XP_017059448.1|DFIC	LOC6897738|XP_015038003.2|DPSE
OG0000088	LOC108093949|XP_017049834.1|DFIC	LOC117183165|XP_033233988.1|DPSE, LOC4804185|XP_001360788.3|DPSE
OG0000088	LOC108100212|XP_017059477.1|DFIC	LOC6897737|XP_002137843.1|DPSE
OG0000089	LOC108098591|XP_017057133.1|DFIC	LOC4802911|XP_001359737.1|DPSE
OG0000089	LOC108087422|XP_017040258.1|DFIC	LOC4812687|XP_001353070.2|DPSE
OG0000090	LOC108090757|XP_017045079.1|DFIC	LOC4805122|XP_001361578.1|DPSE
OG0000090	LOC108090961|XP_017045394.1|DFIC	LOC4805121|XP_015040451.2|DPSE
OG0000090	LOC108096450|XP_017053542.1|DFIC	LOC6900041|XP_002135405.1|DPSE
OG0000090	LOC108100299|XP_017059587.1|DFIC	LOC6899944|XP_002135312.2|DPSE
OG0000091	LOC108086553|XP_017038985.1|DFIC	LOC4801161|XP_015037056.1|DPSE
OG0000091	LOC108094894|XP_017051228.1|DFIC, LOC108102111|XP_017062264.1|DFIC	LOC4816825|XP_001356505.3|DPSE
OG0000091	LOC108087170|XP_017039900.1|DFIC	LOC4801449|XP_033232375.1|DPSE
OG0000091	LOC108087365|XP_017040194.1|DFIC	LOC4801443|XP_001358537.1|DPSE
OG0000092	LOC108096020|XP_017052859.1|DFIC	LOC4802360|XP_001359289.2|DPSE
OG0000092	LOC108095984|XP_017052817.1|DFIC	LOC4802357|XP_001359285.1|DPSE
OG0000092	LOC108095732|XP_017052397.1|DFIC	LOC4802658|XP_001359535.3|DPSE
OG0000092	LOC108096015|XP_017052854.1|DFIC	LOC4802361|XP_001359290.2|DPSE
OG0000093	LOC108092694|XP_017047894.1|DFIC	LOC4817063|XP_015036040.1|DPSE
OG0000093	LOC108094674|XP_017050882.1|DFIC, LOC108093808|XP_017049610.1|DFIC	LOC4804675|XP_001361198.4|DPSE
OG0000093	LOC108088659|XP_017042076.1|DFIC	LOC4814997|XP_001354996.4|DPSE
OG0000094	LOC108089688|XP_017043524.1|DFIC	LOC4813472|XP_015043125.2|DPSE
OG0000094	LOC108091775|XP_017046611.1|DFIC	LOC4801917|XP_001358935.4|DPSE
OG0000096	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC	LOC6897403|XP_002137555.3|DPSE
OG0000096	LOC108094544|XP_017050641.1|DFIC	LOC6897404|XP_015037507.2|DPSE
OG0000096	LOC108087280|XP_017040078.1|DFIC	LOC6897015|XP_002137200.2|DPSE
OG0000096	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC	LOC4816202|XP_001355846.3|DPSE
OG0000097	LOC108090546|XP_017044770.1|DFIC, LOC108090547|XP_017044774.1|DFIC	LOC6900802|XP_033239884.1|DPSE
OG0000097	LOC108099718|XP_017058829.1|DFIC, LOC108099719|XP_017058830.1|DFIC, LOC108099737|XP_017058847.1|DFIC, LOC108099759|XP_017058878.1|DFIC	LOC26533006|XP_033237387.1|DPSE
OG0000098	LOC108087974|XP_017041063.1|DFIC	LOC4800823|XP_001358028.1|DPSE
OG0000099	LOC108097067|XP_017054593.1|DFIC	LOC4815949|XP_001355223.2|DPSE
OG0000099	LOC108097066|XP_017054592.1|DFIC	LOC6901833|XP_002133371.2|DPSE
OG0000099	LOC108097065|XP_017054590.1|DFIC	LOC6901374|XP_015041636.2|DPSE
OG0000100	LOC108090525|XP_017044732.1|DFIC	LOC26533905|XP_015035090.2|DPSE
OG0000100	LOC108092048|XP_017046984.1|DFIC	LOC4801809|XP_001358843.4|DPSE, LOC4801613|XP_001358676.4|DPSE
OG0000101	LOC108088292|XP_017041511.1|DFIC	LOC6900247|XP_015044019.2|DPSE
OG0000102	LOC108093909|XP_017049764.1|DFIC	LOC4804100|XP_001360716.3|DPSE
OG0000102	LOC108090478|XP_017044665.1|DFIC	LOC4804567|XP_001361108.2|DPSE
OG0000103	LOC108094023|XP_017049946.1|DFIC	LOC4812871|XP_001353722.3|DPSE
OG0000103	LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC	LOC4813106|XP_001353445.4|DPSE
OG0000103	LOC108099865|XP_017059002.1|DFIC	LOC4813251|XP_033237392.1|DPSE
OG0000103	LOC108086454|XP_017038864.1|DFIC	LOC4805641|XP_001362010.2|DPSE
OG0000104	LOC108089623|XP_017043475.1|DFIC	LOC4811865|XP_001352567.2|DPSE
OG0000104	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC	LOC4817994|XP_001357248.2|DPSE
OG0000104	LOC108089503|XP_017043297.1|DFIC	LOC4812453|XP_001352571.2|DPSE
OG0000105	LOC108091851|XP_017046719.1|DFIC	LOC6897188|XP_033241709.1|DPSE
OG0000105	LOC108099251|XP_017058111.1|DFIC	LOC4802641|XP_001359524.3|DPSE
OG0000105	LOC108099504|XP_017058556.1|DFIC	LOC117185148|XP_033241100.1|DPSE
OG0000105	LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC	LOC4802639|XP_033241098.1|DPSE
OG0000106	LOC108101407|XP_017061221.1|DFIC	LOC6898861|XP_002138833.3|DPSE
OG0000106	LOC108096338|XP_017053375.1|DFIC, LOC108096187|XP_017053062.1|DFIC, LOC108096357|XP_017053398.1|DFIC, LOC108098423|XP_017056805.1|DFIC, LOC108098436|XP_017056816.1|DFIC, LOC108100916|XP_017060521.1|DFIC, LOC108100923|XP_017060536.1|DFIC, LOC108100983|XP_017060633.1|DFIC, LOC108087622|XP_017040553.1|DFIC, LOC108087617|XP_017040548.1|DFIC, LOC108087643|XP_017040596.1|DFIC, LOC108087641|XP_017040594.1|DFIC	LOC4805729|XP_001362082.3|DPSE
OG0000107	LOC108096602|XP_017053789.1|DFIC	LOC4803727|XP_001360399.3|DPSE
OG0000107	LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC	LOC4816269|XP_001355878.2|DPSE
OG0000107	LOC108096607|XP_017053803.1|DFIC	LOC4803728|XP_001360400.3|DPSE
OG0000109	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC	LOC26534034|XP_015035900.1|DPSE, LOC6902874|XP_002132608.3|DPSE
OG0000109	LOC108099998|XP_017059188.1|DFIC	LOC6896786|XP_002136991.3|DPSE
OG0000109	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC	LOC4816673|XP_001356046.3|DPSE
OG0000110	LOC108088246|XP_017041452.1|DFIC	LOC4813509|XP_001353237.3|DPSE
OG0000110	LOC108088248|XP_017041454.1|DFIC	LOC4813564|XP_001353238.4|DPSE
OG0000110	LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC	LOC4813596|XP_001353239.2|DPSE
OG0000110	LOC108088256|XP_017041463.1|DFIC	LOC4813344|XP_001353235.2|DPSE
OG0000111	LOC108094777|XP_017051039.1|DFIC	LOC4804957|XP_001361436.2|DPSE
OG0000111	LOC108094927|XP_017051274.1|DFIC	LOC4804962|XP_001361439.2|DPSE
OG0000111	LOC108094929|XP_017051277.1|DFIC	LOC4804960|XP_001361438.4|DPSE
OG0000112	LOC108098021|XP_017056163.1|DFIC	LOC4816070|XP_001355599.3|DPSE
OG0000112	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC	LOC4814555|XP_001355049.4|DPSE
OG0000113	LOC108090089|XP_017044080.1|DFIC	LOC4801479|XP_001358564.4|DPSE
OG0000114	LOC108102109|XP_017062262.1|DFIC, LOC108102091|XP_017062235.1|DFIC	LOC4817555|XP_001356962.1|DPSE
OG0000114	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC	LOC4817556|XP_001356963.1|DPSE
OG0000114	LOC108102107|XP_017062260.1|DFIC	LOC4817557|XP_001356964.1|DPSE
OG0000116	LOC108096024|XP_017052862.1|DFIC	LOC4802359|XP_001359288.2|DPSE
OG0000116	LOC108095865|XP_017052658.1|DFIC	LOC6897573|XP_033241883.1|DPSE
OG0000116	LOC108095951|XP_017052778.1|DFIC	LOC4802343|XP_001359280.3|DPSE
OG0000116	LOC108095695|XP_017052354.1|DFIC	LOC4802358|XP_001359287.3|DPSE
OG0000116	LOC108095681|XP_017052339.1|DFIC	LOC6897575|XP_015037766.2|DPSE
OG0000116	LOC108096016|XP_017052855.1|DFIC	LOC4802356|XP_001359286.3|DPSE
OG0000117	LOC108098321|XP_017056635.1|DFIC	LOC4816702|XP_001356233.1|DPSE
OG0000117	LOC108098322|XP_017056636.1|DFIC	LOC4816357|XP_001356234.2|DPSE
OG0000117	LOC108098323|XP_017056637.1|DFIC	LOC4816358|XP_001356235.2|DPSE
OG0000117	LOC108098326|XP_017056639.1|DFIC	LOC6902710|XP_002133224.1|DPSE
OG0000118	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC	LOC4816812|XP_001356809.3|DPSE
OG0000118	LOC108098379|XP_017056731.1|DFIC	LOC6901699|XP_002134369.2|DPSE
OG0000119	LOC108098930|XP_017057624.1|DFIC	LOC4800772|XP_001357987.3|DPSE
OG0000119	LOC108098763|XP_017057383.1|DFIC	LOC4800771|XP_001357986.2|DPSE
OG0000119	LOC108098929|XP_017057623.1|DFIC	LOC4800773|XP_001357988.3|DPSE
OG0000120	LOC108092896|XP_017048233.1|DFIC	LOC6901854|XP_002133392.2|DPSE
OG0000120	LOC108093778|XP_017049539.1|DFIC	LOC4803913|XP_001360557.1|DPSE
OG0000120	LOC108098999|XP_017057719.1|DFIC	LOC4814059|XP_001354232.2|DPSE
OG0000121	LOC108088578|XP_017041917.1|DFIC	LOC4815827|XP_001355632.3|DPSE
OG0000121	LOC108091875|XP_017046745.1|DFIC	LOC6897326|XP_002137478.2|DPSE
OG0000121	LOC108091877|XP_017046748.1|DFIC	LOC4801728|XP_001358772.2|DPSE
OG0000122	LOC108094131|XP_017050042.1|DFIC	LOC4817541|XP_001356952.2|DPSE
OG0000122	LOC108091045|XP_017045485.1|DFIC	LOC6901494|XP_002134180.2|DPSE
