Orthogroup	DFIC.longest_only	ASTE.longest_only
OG0000122	LOC108094131|XP_017050042.1|DFIC, LOC108091045|XP_017045485.1|DFIC, LOC108090686|XP_017044961.1|DFIC, LOC108091442|XP_017046125.1|DFIC	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC108101851|XP_017061859.1|DFIC, LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC, LOC108091756|XP_017046588.1|DFIC	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC108086573|XP_017039017.1|DFIC	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC108087297|XP_017040098.1|DFIC	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC108088380|XP_017041617.1|DFIC, LOC108100938|XP_017060576.1|DFIC, LOC108091036|XP_017045475.1|DFIC, LOC108100917|XP_017060519.1|DFIC, LOC108091039|XP_017045480.1|DFIC, LOC108091038|XP_017045478.1|DFIC, LOC108099760|XP_017058879.1|DFIC	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC, LOC108096108|XP_017052974.1|DFIC	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC108087875|XP_017040949.1|DFIC, LOC108087809|XP_017040858.1|DFIC, LOC108098476|XP_017056875.1|DFIC	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC108097083|XP_017054616.1|DFIC, LOC108100730|XP_017060254.1|DFIC, LOC108089225|XP_017042870.1|DFIC, LOC108091818|XP_017046688.1|DFIC, LOC108097085|XP_017054623.1|DFIC	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC108093214|XP_017048666.1|DFIC, LOC108093192|XP_017048642.1|DFIC, LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC, LOC108087282|XP_017040080.1|DFIC	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC108098811|XP_017057450.1|DFIC	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC108100052|XP_017059274.1|DFIC	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC108100472|XP_017059895.1|DFIC, LOC108101353|XP_017061149.1|DFIC, LOC108100508|XP_017059954.1|DFIC	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC108091792|XP_017046641.1|DFIC	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC108093076|XP_017048480.1|DFIC	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC108090588|XP_017044832.1|DFIC	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC108086574|XP_017039020.1|DFIC	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC108089010|XP_017042576.1|DFIC, LOC108089011|XP_017042580.1|DFIC, LOC108089012|XP_017042582.1|DFIC, LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC108091976|XP_017046875.1|DFIC	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC108102224|XP_017062435.1|DFIC	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC108097971|XP_017056075.1|DFIC	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC108088343|XP_017041578.1|DFIC	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC108088315|XP_017041540.1|DFIC	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC108098954|XP_017057651.1|DFIC	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC108097630|XP_017055544.1|DFIC	LOC118517574|XP_035919714.1|ASTE
OG0000145	LOC108097738|XP_017055733.1|DFIC, LOC108098277|XP_017056568.1|DFIC, LOC108098241|XP_017056523.1|DFIC, LOC108098240|XP_017056522.1|DFIC	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC108092267|XP_017047289.1|DFIC	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC108091820|XP_017046686.1|DFIC, LOC108091738|XP_017046571.1|DFIC	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC108092306|XP_017047329.1|DFIC	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC108102132|XP_017062289.1|DFIC	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC108102208|XP_017062420.1|DFIC, LOC108095597|XP_017052251.1|DFIC	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC108088533|XP_017041865.1|DFIC, LOC108087214|XP_017039977.1|DFIC, LOC108088371|XP_017041605.1|DFIC, LOC108088376|XP_017041612.1|DFIC	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC108091883|XP_017046754.1|DFIC, LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC, LOC108087467|XP_017040329.1|DFIC	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC108086969|XP_017039570.1|DFIC, LOC108086971|XP_017039575.1|DFIC, LOC108086972|XP_017039577.1|DFIC	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC, LOC108090277|XP_017044377.1|DFIC	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC108094932|XP_017051280.1|DFIC, LOC108089352|XP_017043021.1|DFIC, LOC108089361|XP_017043028.1|DFIC	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC108088773|XP_017042214.1|DFIC	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC108099885|XP_017059028.1|DFIC, LOC108096406|XP_017053467.1|DFIC	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC108099563|XP_017058642.1|DFIC, LOC108099549|XP_017058620.1|DFIC	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC, LOC108100266|XP_017059542.1|DFIC, LOC108094389|XP_017050444.1|DFIC, LOC108089925|XP_017043897.1|DFIC	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC108098989|XP_017057701.1|DFIC, LOC108091565|XP_017046327.1|DFIC, LOC108091253|XP_017045857.1|DFIC	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC108092793|XP_017048053.1|DFIC, LOC108099748|XP_017058862.1|DFIC	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC108095149|XP_017051575.1|DFIC	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC108095111|XP_017051538.1|DFIC, LOC108095113|XP_017051539.1|DFIC	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC108091999|XP_017046914.1|DFIC	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC108095074|XP_017051486.1|DFIC, LOC108095126|XP_017051592.1|DFIC, LOC108095099|XP_017051526.1|DFIC, LOC108095091|XP_017051516.1|DFIC	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC108090043|XP_017044034.1|DFIC	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC108101180|XP_017060904.1|DFIC	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC108097413|XP_017055163.1|DFIC	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC108099069|XP_017057839.1|DFIC	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC108096925|XP_017054366.1|DFIC, LOC108096558|XP_017053736.1|DFIC, LOC108096912|XP_017054351.1|DFIC	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC108094240|XP_017050188.1|DFIC, LOC108093453|XP_017049018.1|DFIC, LOC108096597|XP_017053784.1|DFIC	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC108102085|XP_017062226.1|DFIC	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC108095834|XP_017052606.1|DFIC	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC108102154|XP_017062333.1|DFIC	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC108102299|XP_017062550.1|DFIC	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC108090901|XP_017045302.1|DFIC, LOC108086740|XP_017039261.1|DFIC	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC108094061|XP_017049993.1|DFIC, LOC108101006|XP_017060663.1|DFIC	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC108088474|XP_017041750.1|DFIC, LOC108095685|XP_017052343.1|DFIC	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC108090229|XP_017044313.1|DFIC	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC108090084|XP_017044075.1|DFIC, LOC108090086|XP_017044076.1|DFIC	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC108097044|XP_017054564.1|DFIC, LOC108097444|XP_017055203.1|DFIC, LOC108093042|XP_017048439.1|DFIC, LOC108096441|XP_017053526.1|DFIC	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC108100874|XP_017060455.1|DFIC, LOC108100828|XP_017060386.1|DFIC, LOC108100827|XP_017060385.1|DFIC	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC108092332|XP_017047357.1|DFIC, LOC108101514|XP_017061363.1|DFIC, LOC108096009|XP_017052848.1|DFIC, LOC108101515|XP_017061366.1|DFIC	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC108091214|XP_017045800.1|DFIC, LOC108091243|XP_017045845.1|DFIC	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC108096282|XP_017053240.1|DFIC, LOC108102145|XP_017062307.1|DFIC, LOC108094570|XP_017050672.1|DFIC	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC108092432|XP_017047503.1|DFIC	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC108092839|XP_017048134.1|DFIC	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC108091210|XP_017045789.1|DFIC	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC108094050|XP_017049974.1|DFIC	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC108094310|XP_017050322.1|DFIC, LOC108094311|XP_017050327.1|DFIC	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC108094054|XP_017049980.1|DFIC	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC108102010|XP_017062097.1|DFIC, LOC108095399|XP_017051971.1|DFIC, LOC108095417|XP_017052012.1|DFIC	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC108092530|XP_017047642.1|DFIC, LOC108092308|XP_017047332.1|DFIC, LOC108099187|XP_017058043.1|DFIC	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC108101737|XP_017061683.1|DFIC, LOC108090587|XP_017044827.1|DFIC	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC108094689|XP_017050901.1|DFIC	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC108101678|XP_017061591.1|DFIC	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC108101671|XP_017061584.1|DFIC	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC108086511|XP_017038929.1|DFIC, LOC108086566|XP_017039012.1|DFIC, LOC108086598|XP_017039057.1|DFIC, LOC108086567|XP_017039013.1|DFIC	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC108091600|XP_017046367.1|DFIC, LOC108091695|XP_017046517.1|DFIC	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC108087368|XP_017040198.1|DFIC	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC108093651|XP_017049302.1|DFIC, LOC108094049|XP_017049972.1|DFIC, LOC108094059|XP_017049987.1|DFIC	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC108096401|XP_017053464.1|DFIC, LOC108087942|XP_017041019.1|DFIC	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC108090661|XP_017044932.1|DFIC	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC108090906|XP_017045316.1|DFIC	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC108089611|XP_017043461.1|DFIC	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC108096906|XP_017054343.1|DFIC, LOC108094100|XP_017050011.1|DFIC, LOC108097935|XP_017056016.1|DFIC	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC108087950|XP_017041025.1|DFIC	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC108100795|XP_017060328.1|DFIC, LOC108100796|XP_017060331.1|DFIC, LOC108088649|XP_017042105.1|DFIC	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC108100135|XP_017059376.1|DFIC, LOC108101352|XP_017061148.1|DFIC, LOC108089075|XP_017042670.1|DFIC	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC108097703|XP_017055677.1|DFIC, LOC108101864|XP_017061885.1|DFIC, LOC108095949|XP_017052776.1|DFIC	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC108093581|XP_017049194.1|DFIC, LOC108093582|XP_017049195.1|DFIC, LOC108093598|XP_017049212.1|DFIC, LOC108093590|XP_017049205.1|DFIC	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC108087428|XP_017040270.1|DFIC, LOC108091040|XP_017045481.1|DFIC	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC108086508|XP_017038925.1|DFIC	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC108086507|XP_017038924.1|DFIC, LOC108090157|XP_017044211.1|DFIC	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC108092330|XP_017047355.1|DFIC, LOC108092310|XP_017047334.1|DFIC, LOC108092447|XP_017047521.1|DFIC, LOC108092446|XP_017047519.1|DFIC	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC108094216|XP_017050162.1|DFIC, LOC108094218|XP_017050165.1|DFIC, LOC108094215|XP_017050161.1|DFIC	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC108093679|XP_017049348.1|DFIC, LOC108093667|XP_017049338.1|DFIC, LOC108094033|XP_017049957.1|DFIC	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC108096675|XP_017053946.1|DFIC, LOC108091887|XP_017046760.1|DFIC, LOC108096674|XP_017053943.1|DFIC	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC108096555|XP_017053772.1|DFIC	LOC118508805|XP_035904419.1|ASTE
OG0000222	LOC108098355|XP_017056689.1|DFIC	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC108090783|XP_017045118.1|DFIC	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC108091933|XP_017046808.1|DFIC, LOC108091926|XP_017046800.1|DFIC, LOC108091946|XP_017046824.1|DFIC	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC108087548|XP_017040458.1|DFIC, LOC108087551|XP_017040461.1|DFIC, LOC108087472|XP_017040337.1|DFIC, LOC108087471|XP_017040336.1|DFIC	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC108094872|XP_017051189.1|DFIC, LOC108090107|XP_017044110.1|DFIC, LOC108098426|XP_017056806.1|DFIC	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC108088375|XP_017041611.1|DFIC	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC108098622|XP_017057180.1|DFIC	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC108093964|XP_017049857.1|DFIC, LOC108093965|XP_017049859.1|DFIC	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC108102246|XP_017062474.1|DFIC, LOC108094243|XP_017050191.1|DFIC, LOC108094238|XP_017050186.1|DFIC	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC108088395|XP_017041634.1|DFIC, LOC108100781|XP_017060310.1|DFIC, LOC108100778|XP_017060306.1|DFIC	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC108098687|XP_017057285.1|DFIC, LOC108093531|XP_017049112.1|DFIC, LOC108100780|XP_017060309.1|DFIC, LOC108100750|XP_017060271.1|DFIC	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC108091564|XP_017046326.1|DFIC, LOC108093444|XP_017048999.1|DFIC, LOC108091166|XP_017045694.1|DFIC	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC108094291|XP_017050278.1|DFIC	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC108096227|XP_017053110.1|DFIC	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC108089929|XP_017043904.1|DFIC, LOC108089928|XP_017043902.1|DFIC, LOC108089930|XP_017043906.1|DFIC	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC108092117|XP_017047106.1|DFIC, LOC108089095|XP_017042699.1|DFIC	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC108088058|XP_017041186.1|DFIC, LOC108088082|XP_017041223.1|DFIC, LOC108091800|XP_017046657.1|DFIC	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC108096259|XP_017053202.1|DFIC	LOC118503481|XP_035892675.1|ASTE
OG0000242	LOC108101780|XP_017061745.1|DFIC	LOC118515214|XP_035917801.1|ASTE, LOC118515179|XP_035917775.1|ASTE, LOC118515192|XP_035917784.1|ASTE, LOC118515160|XP_035917759.1|ASTE, LOC118515194|XP_035917786.1|ASTE, LOC118510854|XP_035909081.1|ASTE, LOC118507510|XP_035901943.1|ASTE
OG0000246	LOC108093709|XP_017049396.1|DFIC	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC108089340|XP_017043010.1|DFIC, LOC108089634|XP_017043488.1|DFIC, LOC108089600|XP_017043446.1|DFIC	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC108099881|XP_017059023.1|DFIC, LOC108099863|XP_017059000.1|DFIC, LOC108086773|XP_017039308.1|DFIC	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC108092721|XP_017047939.1|DFIC, LOC108092719|XP_017047938.1|DFIC, LOC108092717|XP_017047934.1|DFIC	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC108101380|XP_017061186.1|DFIC, LOC108101389|XP_017061196.1|DFIC, LOC108101379|XP_017061185.1|DFIC	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC108097414|XP_017055167.1|DFIC, LOC108101805|XP_017061771.1|DFIC, LOC108096082|XP_017052939.1|DFIC	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC108086620|XP_017039085.1|DFIC, LOC108086622|XP_017039087.1|DFIC	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC108087835|XP_017040898.1|DFIC, LOC108087853|XP_017040923.1|DFIC	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC108101447|XP_017061273.1|DFIC, LOC108090975|XP_017045419.1|DFIC	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC108089819|XP_017043710.1|DFIC, LOC108089814|XP_017043704.1|DFIC, LOC108089812|XP_017043700.1|DFIC	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC108096740|XP_017054076.1|DFIC	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC108086757|XP_017039285.1|DFIC	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC108093031|XP_017048424.1|DFIC	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC108097882|XP_017055907.1|DFIC, LOC108097881|XP_017055906.1|DFIC, LOC108086862|XP_017039407.1|DFIC	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC108099604|XP_017058712.1|DFIC, LOC108099654|XP_017058776.1|DFIC	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC108091725|XP_017046556.1|DFIC, LOC108091724|XP_017046555.1|DFIC	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC108091693|XP_017046515.1|DFIC	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC108092101|XP_017047084.1|DFIC, LOC108092103|XP_017047086.1|DFIC	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC108087652|XP_017040619.1|DFIC	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC108093405|XP_017048925.1|DFIC, LOC108093859|XP_017049688.1|DFIC, LOC108101828|XP_017061824.1|DFIC	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC108098403|XP_017056773.1|DFIC	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC108097205|XP_017054843.1|DFIC, LOC108089137|XP_017042743.1|DFIC, LOC108098492|XP_017056896.1|DFIC	LOC118508518|XP_035904265.1|ASTE
OG0000279	LOC108089065|XP_017042663.1|DFIC, LOC108089052|XP_017042649.1|DFIC	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC108088848|XP_017042311.1|DFIC, LOC108088849|XP_017042312.1|DFIC, LOC108088847|XP_017042310.1|DFIC	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC108093184|XP_017048629.1|DFIC, LOC108094276|XP_017050243.1|DFIC, LOC108094682|XP_017050895.1|DFIC	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC108100652|XP_017060149.1|DFIC	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC108093672|XP_017049340.1|DFIC	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC108086545|XP_017038972.1|DFIC	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC108101364|XP_017061164.1|DFIC	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC108098165|XP_017056386.1|DFIC	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC108095222|XP_017051727.1|DFIC	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC108094064|XP_017049994.1|DFIC	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC108089534|XP_017043358.1|DFIC	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC108087093|XP_017039763.1|DFIC, LOC108100067|XP_017059291.1|DFIC, LOC108087107|XP_017039778.1|DFIC	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC108098238|XP_017056519.1|DFIC, LOC108097430|XP_017055226.1|DFIC	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC108097478|XP_017055266.1|DFIC	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC108086623|XP_017039088.1|DFIC, LOC108088548|XP_017041883.1|DFIC, LOC108101890|XP_017061939.1|DFIC, LOC108091242|XP_017045844.1|DFIC, LOC108091246|XP_017045847.1|DFIC	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC108094356|XP_017050386.1|DFIC, LOC108099159|XP_017057993.1|DFIC, LOC108097194|XP_017054829.1|DFIC	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC108087246|XP_017040032.1|DFIC, LOC108087067|XP_017039730.1|DFIC	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC108095034|XP_017051405.1|DFIC	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC108100804|XP_017060357.1|DFIC	LOC118514291|XP_035916946.1|ASTE
