Group_ID	AAEG.longest_only.faa	AALB.longest_only.faa	AEAL.longest_only.faa	ASTE.longest_only.faa	BCOP.longest_only.faa	BTRY.longest_only.faa	CCAP.longest_only.faa	CPIP.longest_only.faa	CQUI.longest_only.faa	DALB.longest_only.faa	DANA.longest_only.faa	DBIA.longest_only.faa	DBUS.longest_only.faa	DELE.longest_only.faa	DERE.longest_only.faa	DEUG.longest_only.faa	DFIC.longest_only.faa	DGUA.longest_only.faa	DHYD.longest_only.faa	DKIK.longest_only.faa	DMAU.longest_only.faa	DMEL.longest_only.faa	DMIR.longest_only.faa	DNOV.longest_only.faa	DPER.longest_only.faa	DPSE.longest_only.faa	DSAN.longest_only.faa	DSEC.longest_only.faa	DSER.longest_only.faa	DSIM.longest_only.faa	DSUB.longest_only.faa	DSUP.longest_only.faa	DSUZ.longest_only.faa	DVIR.longest_only.faa	DYAK.longest_only.faa	HILL.longest_only.faa	SLEB.longest_only.faa	total
168	0	0	0	0	0	1	0	0	0	3	2	4	2	2	3	3	2	1	11	3	3	3	2	5	3	3	3	3	3	3	2	4	5	5	3	1	1	89
169	0	0	0	0	0	3	3	0	0	4	1	6	2	4	5	4	3	1	0	1	3	4	1	1	1	1	5	7	1	5	1	10	5	1	4	0	2	89
170	8	2	13	5	1	1	0	15	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	88
171	1	1	2	1	2	1	1	1	1	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	2	2	3	3	3	3	2	4	3	3	3	1	2	88
172	2	1	3	1	1	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6	2	14	1	2	2	2	2	2	2	2	2	2	3	2	87
173	1	1	1	1	1	1	1	1	1	3	2	3	2	2	3	3	3	2	2	3	3	3	2	3	2	2	3	3	3	3	2	6	6	2	3	1	3	87
174	0	0	0	0	0	1	1	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	33	1	28	1	1	1	1	1	1	1	1	1	1	0	1	87
175	0	0	0	0	0	0	0	0	0	1	3	3	4	2	2	7	8	1	4	7	3	3	2	4	1	3	3	3	8	3	1	2	2	2	4	0	1	87
176	1	1	2	2	1	1	0	1	1	1	1	1	1	4	1	5	2	1	1	2	5	1	3	1	2	2	1	20	1	8	2	3	2	1	1	1	2	86
177	3	3	8	2	1	2	2	3	3	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	86
178	1	1	4	1	2	1	1	2	2	1	3	1	1	1	1	1	2	2	1	1	1	2	15	2	10	13	1	1	1	1	2	1	1	1	1	2	1	86
179	1	1	3	1	0	1	2	1	1	2	3	3	2	3	3	3	3	3	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	1	2	86
180	1	1	2	1	2	1	1	2	2	2	1	1	0	2	1	1	1	2	1	2	1	1	19	1	11	10	1	1	2	1	2	2	2	1	1	2	1	86
181	0	1	0	0	0	1	0	0	0	5	3	3	1	2	3	3	3	3	3	3	3	3	3	4	3	3	3	4	3	3	3	3	5	3	3	1	2	86
182	0	0	1	0	7	37	0	1	0	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	2	2	1	1	1	1	1	1	1	1	1	9	0	86
183	0	0	0	0	0	0	0	0	0	7	5	3	2	4	3	4	2	0	3	7	4	4	1	4	1	1	4	4	4	4	1	3	3	4	3	0	1	86
184	0	1	6	33	1	5	6	9	5	1	0	0	0	0	0	0	0	0	0	1	1	0	13	0	0	0	0	1	0	0	0	0	0	0	1	0	0	84
185	0	0	0	0	1	0	0	0	0	1	3	7	1	4	2	3	15	1	0	1	4	3	1	1	1	1	5	4	5	4	1	4	3	1	5	0	2	84
186	0	0	0	0	0	3	3	0	0	3	3	4	2	3	4	3	3	2	2	3	3	4	2	2	2	2	3	3	3	4	2	4	3	2	4	0	3	84
187	4	1	8	1	3	2	0	2	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	3	2	2	2	2	2	2	2	2	83
188	3	2	7	2	2	3	1	4	4	1	7	2	1	2	2	2	2	2	1	2	2	2	2	1	3	2	2	1	2	2	2	2	2	1	2	1	2	83
189	1	2	2	2	2	1	1	1	1	1	1	5	2	5	2	3	4	1	1	2	3	3	2	1	1	1	3	3	2	3	1	6	5	1	5	2	1	83
190	1	1	2	1	0	1	1	1	1	1	2	2	2	2	2	2	2	4	4	4	2	2	4	5	4	4	2	2	3	2	3	2	2	5	2	1	2	83
191	9	10	31	2	0	0	0	14	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	83
192	3	0	1	2	5	5	0	5	0	0	7	2	2	1	0	0	1	0	0	4	6	0	14	0	0	0	1	4	1	1	0	4	4	0	1	6	3	83
193	0	0	36	0	2	3	0	33	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	83
194	0	0	0	0	0	0	0	0	0	0	5	4	0	1	0	3	4	5	0	4	4	4	6	0	4	6	5	4	4	4	3	4	4	0	5	0	0	83
195	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	2	1	1	1	1	1	41	1	1	1	1	1	1	1	1	2	2	1	1	1	1	82
196	2	3	3	4	1	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	82
197	0	0	0	0	0	0	0	0	0	7	7	3	2	4	2	6	4	2	4	3	3	3	2	2	2	2	3	3	3	3	2	3	2	2	3	0	0	82
198	0	0	0	0	0	0	0	0	0	2	3	5	1	4	4	4	5	1	1	6	4	2	1	1	1	1	4	4	7	5	1	4	4	1	5	0	1	82
199	1	1	1	1	1	1	1	1	1	1	3	3	1	3	3	3	3	3	1	3	3	3	5	1	3	3	3	3	3	3	3	3	3	1	3	1	1	81
200	1	2	3	2	5	3	3	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	81
201	2	3	8	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	81
202	4	2	4	3	0	2	1	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	3	81
203	0	0	0	0	0	0	0	0	0	3	3	3	3	2	3	3	3	2	5	3	3	3	2	3	2	2	3	3	4	3	2	4	3	4	3	0	4	81
204	1	1	2	1	0	0	0	1	1	3	3	3	0	2	2	4	5	1	2	8	3	3	2	1	4	3	3	2	4	3	3	3	2	1	3	0	0	80
205	6	0	16	0	4	6	6	4	2	0	1	1	0	1	1	2	1	2	0	1	1	1	4	1	6	2	1	1	1	1	1	2	2	1	1	0	0	80
206	2	0	7	0	0	1	2	8	1	0	3	1	1	0	0	0	2	1	0	0	0	0	11	3	1	2	0	0	0	3	1	1	4	22	2	0	1	80
207	5	0	47	1	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	80
208	1	1	2	1	1	1	1	1	1	3	4	2	2	2	2	2	2	3	4	3	2	2	3	4	2	2	2	2	2	2	3	2	2	5	2	2	2	80
209	13	5	20	5	3	0	0	10	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	80
210	8	6	10	6	1	1	1	8	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	79
211	1	1	2	1	3	1	1	1	1	4	2	2	4	2	2	2	2	2	4	2	2	2	2	5	2	2	2	2	2	2	2	2	2	5	2	1	2	79
212	2	1	7	4	3	1	0	4	3	1	2	1	1	1	1	1	1	1	1	2	1	1	8	2	6	6	1	1	3	1	1	2	2	2	1	1	2	79
213	1	1	2	1	6	1	2	10	4	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	19	1	78
214	6	1	10	1	4	2	2	12	10	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	78
215	1	1	3	1	1	1	1	1	1	4	2	2	3	2	2	2	2	2	3	2	2	2	4	5	2	2	2	2	2	2	2	2	2	5	2	1	2	78
216	1	1	2	1	1	0	0	1	1	1	6	3	1	3	3	3	3	2	1	3	3	3	4	1	3	4	3	3	1	3	1	3	3	1	3	1	1	78
217	0	0	0	0	0	2	2	0	0	2	2	4	1	1	2	13	1	1	1	1	3	4	1	1	1	1	2	4	1	4	1	10	6	1	2	2	1	78
218	6	3	9	2	4	1	1	7	7	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	3	1	1	1	1	1	2	2	1	1	1	3	77
219	2	3	2	3	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	77
220	7	3	18	5	4	1	0	6	5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	77
221	13	3	50	2	0	0	0	4	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77
222	1	1	0	4	0	11	2	22	1	2	1	1	1	1	1	7	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	77
223	1	1	3	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	23	1	7	7	1	1	1	1	1	2	2	1	1	1	1	77
224	1	2	1	1	6	3	4	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	1	2	77
225	3	1	0	3	2	3	3	3	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	77
226	0	1	0	1	3	1	1	0	0	1	5	2	1	3	3	4	4	2	1	2	3	3	3	1	3	3	3	3	2	3	4	3	3	1	3	1	0	77
227	0	0	0	0	2	1	0	0	0	18	1	1	0	2	1	1	2	2	2	3	1	1	1	1	1	1	1	1	2	1	2	2	1	1	1	22	1	77
228	0	0	0	0	0	0	0	0	0	1	4	4	1	2	6	2	1	1	1	4	3	2	1	5	2	2	3	3	4	2	1	3	3	5	6	4	1	77
229	3	2	7	1	0	3	2	5	5	2	2	2	1	2	2	2	2	1	2	2	2	2	2	1	2	2	1	2	2	1	1	2	2	1	2	1	2	76
230	1	1	3	1	2	1	0	1	1	2	2	2	2	2	2	2	2	3	2	3	2	2	4	2	4	5	2	2	2	2	3	2	2	2	2	1	2	76
231	0	0	0	0	1	0	1	0	0	1	2	6	2	7	2	3	4	3	1	3	1	1	1	1	1	1	3	1	3	1	4	6	7	1	6	0	2	76
232	0	0	0	0	0	0	0	0	0	7	3	4	2	2	3	4	2	2	1	2	3	3	3	0	3	3	5	3	2	3	3	4	4	0	5	0	0	76
233	7	0	21	19	4	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	75
234	7	1	13	0	0	0	0	0	1	2	2	2	3	2	2	3	2	2	0	2	2	2	3	1	2	2	2	2	2	3	2	2	2	1	2	0	1	75
235	3	2	7	2	2	3	3	3	3	1	2	2	2	2	2	1	2	1	1	2	3	2	1	1	1	1	2	2	3	2	1	2	2	1	2	2	1	75
236	1	1	2	1	4	1	2	1	1	4	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	1	2	74
237	1	2	4	2	1	1	0	1	1	3	2	2	2	2	2	2	4	2	3	2	2	2	2	3	3	2	2	2	2	2	2	2	2	3	2	1	1	74
238	3	2	5	0	0	4	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	74
239	1	1	3	1	1	1	1	1	1	2	2	3	2	3	3	3	2	2	2	1	3	3	2	2	2	2	2	3	1	2	2	3	3	2	3	1	2	74
240	1	2	1	2	1	4	4	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74
241	1	1	2	1	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	74
242	1	1	2	1	0	3	1	1	1	2	3	1	2	2	2	3	4	1	1	2	4	3	1	1	1	1	3	3	2	4	1	2	3	1	6	3	1	74
243	0	0	0	0	0	3	3	0	0	3	2	3	2	3	3	3	4	1	2	2	3	3	2	2	2	2	3	3	2	3	2	3	3	2	3	0	2	74
244	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	2	1	3	1	0	1	1	1	1	1	1	21	1	1	1	1	6	4	1	19	0	1	74
245	4	1	4	1	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	73
246	2	1	4	1	1	2	1	2	2	2	3	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	73
247	1	1	2	0	2	2	1	1	1	2	2	2	2	2	3	3	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	2	3	1	3	73
248	1	0	1	0	1	2	2	1	1	2	3	3	2	2	2	1	3	3	2	2	2	2	3	2	3	3	2	2	1	2	3	3	3	2	2	1	3	73
249	2	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	73
250	2	2	3	2	1	2	0	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	73
251	1	1	2	1	2	3	2	1	1	2	1	2	2	2	2	2	4	2	2	2	2	2	2	2	4	2	2	1	2	2	2	2	2	1	2	1	5	73
252	1	1	1	1	2	3	2	1	1	3	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	3	73
253	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	47	1	1	1	1	1	1	1	1	1	1	1	1	0	1	73
254	3	1	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	2	3	3	2	2	2	2	72
255	2	0	3	1	0	10	0	0	1	1	1	2	1	2	3	1	1	2	0	3	3	3	4	1	2	3	3	3	1	3	1	2	2	1	3	1	2	72
256	1	1	2	1	4	2	1	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	3	2	1	2	72
257	1	1	1	0	0	1	0	2	2	4	2	2	1	3	2	2	2	3	2	2	2	2	2	3	2	2	2	2	2	2	3	2	2	3	2	4	2	72
258	3	2	1	2	1	2	0	3	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	72
259	1	1	1	1	3	2	2	1	1	4	2	1	2	2	2	2	3	2	2	3	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	1	2	72
260	1	1	1	1	0	1	1	1	1	2	2	2	2	2	2	2	3	2	2	9	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	1	3	72
261	4	0	8	0	0	11	1	0	0	1	1	1	1	1	1	1	1	1	1	3	1	1	2	1	1	9	1	1	2	1	1	5	4	1	1	1	1	71
262	4	3	7	4	3	2	2	4	4	3	2	1	1	1	1	3	1	2	2	0	1	1	2	2	2	2	1	1	0	1	2	1	1	2	1	0	1	71
263	6	3	8	5	10	1	0	7	5	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	71
264	3	2	2	3	1	2	2	5	3	2	2	2	2	2	2	2	2	1	2	3	2	2	1	0	1	1	2	2	3	2	1	2	2	2	2	1	0	71
265	9	3	6	39	7	2	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
266	1	1	2	2	1	1	1	1	1	1	4	3	1	3	2	3	4	2	1	2	2	3	3	1	2	2	2	2	2	2	2	3	3	1	2	1	1	71
267	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	71
268	5	4	7	5	3	1	0	7	5	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	71
269	1	1	2	1	2	3	3	1	1	1	3	2	1	2	2	2	2	2	1	2	2	2	3	1	2	2	2	2	2	2	2	3	3	1	2	2	3	71
270	1	2	2	3	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	1	2	71
271	1	1	1	2	1	4	1	1	1	1	2	4	1	1	3	3	1	1	1	2	3	4	1	1	2	2	3	4	1	3	1	3	4	1	3	1	1	71
272	8	13	17	10	0	0	0	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71
273	1	0	2	0	0	1	0	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	12	2	2	2	2	3	2	1	2	2	2	2	2	1	2	71
274	1	1	1	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	5	71
275	2	1	3	2	1	1	1	3	3	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	71
276	2	1	3	1	1	1	1	1	2	2	2	2	2	3	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	71
277	3	1	2	1	1	1	1	1	1	1	2	2	3	2	2	2	2	2	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	3	2	1	2	71
278	1	1	1	1	0	0	0	2	2	43	0	0	3	0	0	0	1	0	1	1	0	0	0	6	0	1	0	0	0	0	0	0	0	7	0	0	0	71
279	0	0	0	0	0	1	1	0	0	1	3	2	2	2	2	2	2	4	1	3	3	3	4	2	4	4	2	2	3	3	5	3	3	1	2	0	1	71
280	2	1	2	2	1	2	1	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	70
281	1	1	3	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	70
282	3	2	3	2	1	4	0	2	2	2	3	2	1	2	2	2	1	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	1	70
283	4	6	12	1	1	0	0	4	6	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	2	1	1	2	2	70
284	1	1	5	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	70
285	0	0	0	0	2	3	1	0	0	1	2	3	1	3	3	4	3	1	1	2	4	3	1	1	1	1	4	4	2	3	1	4	3	1	4	1	2	70
286	0	0	0	0	3	1	0	0	0	1	1	3	0	2	3	9	6	2	0	3	3	3	1	0	2	2	3	4	2	4	2	3	2	0	3	1	1	70
287	0	0	0	0	0	2	4	0	0	0	3	3	0	4	4	4	2	3	1	2	4	2	2	1	1	2	3	3	2	4	1	3	3	1	3	2	1	70
288	0	0	0	0	0	0	1	0	0	3	2	4	0	3	2	5	8	1	1	2	3	3	2	1	2	2	3	3	2	3	2	4	4	1	3	0	0	70
289	2	0	3	0	0	14	1	0	0	1	2	1	0	1	1	0	3	1	1	1	1	1	9	2	0	5	2	1	0	1	1	2	3	4	3	0	2	69
290	1	3	1	2	1	4	5	2	2	2	1	1	1	1	1	1	1	2	1	1	1	1	4	2	2	2	1	1	1	1	2	1	1	1	1	10	3	69
291	2	2	2	2	1	1	1	2	2	2	2	2	2	2	2	3	2	2	2	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	1	2	69
292	1	1	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	2	2	3	4	2	1	1	69
293	1	1	3	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	69
294	1	0	0	2	1	1	1	1	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	3	2	2	5	1	69
295	1	1	1	1	2	5	5	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	1	69
296	1	1	3	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	69
297	0	1	2	0	0	13	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	33	1	2	5	0	0	0	0	0	2	5	1	0	1	0	69
298	0	0	0	0	0	0	0	0	0	0	1	3	1	3	3	2	2	1	1	2	14	3	4	1	1	1	4	3	0	3	1	2	3	2	6	0	2	69
299	0	0	0	0	0	0	0	0	0	0	4	3	4	5	4	3	4	0	0	3	4	4	0	0	0	0	4	4	5	4	0	6	4	0	4	0	0	69
300	2	0	2	1	2	1	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	68
301	11	0	25	0	0	0	0	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	68
302	1	1	2	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	68
303	2	1	2	1	1	3	2	2	2	1	2	2	1	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	3	1	68
304	1	1	3	1	1	2	2	1	1	0	2	2	2	2	2	2	4	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	68
305	5	3	8	4	7	1	1	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	68
306	1	1	2	1	1	2	0	1	1	2	2	2	2	2	2	2	3	2	2	2	2	2	4	2	2	2	2	2	2	2	2	2	2	2	2	1	2	68
307	5	4	9	4	1	2	1	4	5	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	68
308	1	1	3	1	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	68
309	3	0	7	1	1	3	2	3	4	1	1	1	1	1	1	1	1	1	1	3	1	2	7	1	2	3	1	1	2	1	1	1	1	1	2	2	2	68
310	2	2	2	3	2	1	1	3	3	1	1	3	1	4	2	2	2	1	1	1	2	2	1	1	1	1	2	2	1	2	1	2	6	1	2	1	2	68
311	1	1	2	2	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	67
312	1	1	2	1	1	2	2	1	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	1	2	67
313	1	2	2	1	1	1	1	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	67
314	3	1	6	1	1	3	2	3	3	4	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	10	1	67
315	1	1	1	1	1	3	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	67
316	2	0	2	0	3	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	3	67
317	1	1	1	1	1	1	1	1	1	2	2	2	2	1	2	2	2	2	2	2	2	2	4	2	3	3	2	2	2	2	2	2	2	2	2	1	2	67
318	1	1	2	1	1	1	0	1	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	4	67
319	1	1	0	1	1	2	2	2	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	1	2	67
320	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	28	2	1	1	1	1	1	1	1	1	1	1	1	1	1	67
321	0	0	0	0	0	1	1	0	0	1	2	3	1	3	3	3	3	2	2	3	3	3	2	1	2	2	3	3	3	3	2	3	3	1	3	1	1	67
322	0	0	0	0	0	0	0	0	0	0	3	5	0	3	0	4	3	1	0	3	3	3	1	0	5	3	3	2	4	3	2	6	6	0	4	0	0	67
323	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	66
324	7	3	9	3	1	1	0	6	6	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	66
325	1	1	4	1	1	1	0	1	1	1	2	2	1	2	2	2	2	2	1	1	2	2	3	1	3	3	2	2	3	3	2	2	2	1	2	2	2	66
326	1	1	2	1	1	1	1	1	1	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	66
327	1	1	3	1	1	1	1	1	1	2	1	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	1	2	66
328	3	2	5	3	2	2	2	5	5	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	2	1	66
329	1	1	1	1	1	1	1	1	1	1	4	3	1	2	2	3	3	1	1	3	2	2	2	1	2	2	2	2	3	2	2	3	3	1	2	1	1	66
330	1	1	1	1	2	2	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	66
331	2	1	3	2	1	2	2	2	2	1	2	2	1	2	2	2	2	1	1	2	2	2	1	1	1	1	2	2	2	2	1	2	2	1	2	6	1	66
332	2	1	2	2	0	1	1	1	1	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	1	2	66
333	3	1	3	0	0	1	1	16	9	2	1	1	1	0	1	1	2	0	0	2	1	1	2	1	2	2	1	1	2	1	1	2	2	1	1	0	0	66
334	1	1	3	1	1	1	0	1	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	66
335	2	2	3	2	0	1	1	2	2	0	2	2	2	2	2	3	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	1	2	66
336	1	1	3	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	66
337	1	1	3	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	1	1	66
338	1	2	2	2	1	3	0	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	0	2	66
339	1	1	2	1	1	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	1	66
340	2	2	4	1	3	2	1	1	1	1	3	1	1	1	1	7	2	1	1	4	1	1	3	2	1	1	1	1	4	1	1	1	1	1	1	3	2	66
