Orthogroup	DSER.longest_only	AAEG.longest_only
OG0000101	LOC110190009|XP_020815966.1|DSER, LOC110190010|XP_020815968.1|DSER, LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER, LOC110190011|XP_020815969.1|DSER, LOC110190008|XP_020815965.1|DSER, LOC110190179|XP_020816186.1|DSER	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC110177925|XP_020800564.1|DSER	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC110188958|XP_020814556.1|DSER	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER, LOC110191485|XP_020818009.1|DSER	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC110183736|XP_020807742.1|DSER, LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC110185918|XP_020810590.1|DSER, LOC110177255|XP_020799565.1|DSER, LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC110183319|XP_020807224.1|DSER	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC110176728|XP_020798829.1|DSER, LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER, LOC110176729|XP_020798830.1|DSER	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC110188760|XP_020814262.1|DSER	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC110186010|XP_020810704.1|DSER, LOC110186011|XP_020810706.1|DSER, LOC110186013|XP_020810708.1|DSER, LOC110186015|XP_020810710.1|DSER	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER, LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER, LOC110188600|XP_020814022.1|DSER	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC110178156|XP_020800849.1|DSER	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC110180259|XP_020803574.1|DSER	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC110176475|XP_020798493.1|DSER, LOC110184196|XP_020808286.1|DSER, LOC110176499|XP_020798532.1|DSER, LOC110176466|XP_020798484.1|DSER	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC110182095|XP_020805741.1|DSER, LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC110181483|XP_020804899.1|DSER, LOC110181496|XP_020804927.1|DSER	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER, LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER, LOC110188473|XP_020813862.1|DSER	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC110183494|XP_020807436.1|DSER, LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC110184738|XP_020809025.1|DSER, LOC110184712|XP_020808991.1|DSER, LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC110187719|XP_020812822.1|DSER	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC110183406|XP_020807340.1|DSER	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC110178723|XP_020801587.1|DSER	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC110186511|XP_020811367.1|DSER	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC110189919|XP_020815852.1|DSER, LOC110189883|XP_020815786.1|DSER, LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC110186134|XP_020810839.1|DSER	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC110182175|XP_020805834.1|DSER	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC110179073|XP_020802111.1|DSER	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC110185184|XP_020809560.1|DSER	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC110185174|XP_020809551.1|DSER	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC110188342|XP_020813709.1|DSER	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC110191988|XP_020818678.1|DSER	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC110182224|XP_020805911.1|DSER	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC110183933|XP_020807956.1|DSER	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC110176893|XP_020799037.1|DSER	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC110186807|XP_020811748.1|DSER, LOC110186339|XP_020811146.1|DSER, LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC110190352|XP_020816415.1|DSER	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC110178894|XP_020801829.1|DSER, LOC110176281|XP_020798256.1|DSER	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER, LOC110181240|XP_020804604.1|DSER	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC110189443|XP_020815172.1|DSER, LOC110189350|XP_020815051.1|DSER, LOC110189584|XP_020815376.1|DSER	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC110181676|XP_020805169.1|DSER	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC110179192|XP_020802264.1|DSER	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC110186117|XP_020810825.1|DSER	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC110183443|XP_020807382.1|DSER	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC110180113|XP_020803407.1|DSER	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC110182791|XP_020806578.1|DSER	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC110189591|XP_020815382.1|DSER, LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC110191000|XP_020817373.1|DSER	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC110176535|XP_020798575.1|DSER	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC110184247|XP_020808363.1|DSER	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC110176443|XP_020798451.1|DSER	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC110185995|XP_020810682.1|DSER	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC110177360|XP_020799712.1|DSER, LOC110186704|XP_020811636.1|DSER	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC110187646|XP_020812714.1|DSER	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC110185585|XP_020810176.1|DSER	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC110183080|XP_020806925.1|DSER	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC110191400|XP_020817920.1|DSER	LOC5568580|XP_021711540.1|AAEG
OG0000190	LOC110182494|XP_020806199.1|DSER	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC110184858|XP_020809158.1|DSER, LOC110184866|XP_020809171.1|DSER	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC110184873|XP_020809178.1|DSER	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC110187128|XP_020812198.1|DSER	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC110187136|XP_020812210.1|DSER	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC110187067|XP_020812115.1|DSER	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC110186857|XP_020811808.1|DSER, LOC110186858|XP_020811809.1|DSER, LOC110186859|XP_020811810.1|DSER, LOC110186856|XP_020811806.1|DSER	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC110191125|XP_020817537.1|DSER, LOC110190864|XP_020817172.1|DSER	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC110187681|XP_020812770.1|DSER	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC110180034|XP_020803301.1|DSER, LOC110180025|XP_020803286.1|DSER, LOC110180019|XP_020803276.1|DSER	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC110191720|XP_020818296.1|DSER, LOC110186845|XP_020811792.1|DSER	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC110180236|XP_020803552.1|DSER	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC110180243|XP_020803558.1|DSER	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC110190807|XP_020817113.1|DSER	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC110176896|XP_020799039.1|DSER, LOC110181400|XP_020804794.1|DSER, LOC110181402|XP_020804796.1|DSER, LOC110181401|XP_020804795.1|DSER, LOC110179855|XP_020803115.1|DSER, LOC110189719|XP_020815568.1|DSER	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC110177952|XP_020800601.1|DSER, LOC110187574|XP_020812619.1|DSER, LOC110187573|XP_020812618.1|DSER, LOC110184808|XP_020809103.1|DSER	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC110178150|XP_020800837.1|DSER, LOC110191448|XP_020817974.1|DSER, LOC110176529|XP_020798567.1|DSER, LOC110178617|XP_020801461.1|DSER	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC110191447|XP_020817970.1|DSER	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC110176980|XP_020799148.1|DSER, LOC110182710|XP_020806467.1|DSER, LOC110185919|XP_020810591.1|DSER	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC110179038|XP_020802052.1|DSER, LOC110176797|XP_020798892.1|DSER	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC110179390|XP_020802576.1|DSER, LOC110177801|XP_020800351.1|DSER, LOC110186185|XP_020810903.1|DSER	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC110191041|XP_020817424.1|DSER, LOC110191217|XP_020817643.1|DSER, LOC110191348|XP_020817855.1|DSER	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC110190779|XP_020817076.1|DSER, LOC110185957|XP_020810634.1|DSER, LOC110179605|XP_020802862.1|DSER	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC110180544|XP_020803896.1|DSER	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC110189715|XP_020815564.1|DSER	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC110189763|XP_020815642.1|DSER, LOC110189599|XP_020815391.1|DSER, LOC110189762|XP_020815641.1|DSER	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC110190652|XP_020816911.1|DSER, LOC110190438|XP_020816583.1|DSER, LOC110190708|XP_020816988.1|DSER	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC110189503|XP_020815267.1|DSER, LOC110186712|XP_020811643.1|DSER, LOC110189289|XP_020814975.1|DSER	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC110185941|XP_020810615.1|DSER	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC110177814|XP_020800366.1|DSER	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC110186237|XP_020810963.1|DSER, LOC110186239|XP_020810964.1|DSER, LOC110186222|XP_020810944.1|DSER	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC110190725|XP_020817006.1|DSER, LOC110190615|XP_020816870.1|DSER, LOC110190564|XP_020816797.1|DSER	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC110185352|XP_020809790.1|DSER, LOC110177127|XP_020799354.1|DSER	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC110177348|XP_020799699.1|DSER, LOC110181023|XP_020804357.1|DSER	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC110188670|XP_020814129.1|DSER	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC110188938|XP_020814536.1|DSER	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC110190906|XP_020817226.1|DSER, LOC110189643|XP_020815448.1|DSER, LOC110189642|XP_020815447.1|DSER	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC110176416|XP_020798417.1|DSER, LOC110191368|XP_020817879.1|DSER, LOC110190877|XP_020817193.1|DSER	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC110186468|XP_020811314.1|DSER, LOC110186467|XP_020811313.1|DSER, LOC110186466|XP_020811312.1|DSER	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC110189409|XP_020815124.1|DSER, LOC110182715|XP_020806473.1|DSER, LOC110181552|XP_020804994.1|DSER	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC110189478|XP_020815219.1|DSER	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC110189652|XP_020815457.1|DSER, LOC110189527|XP_020815316.1|DSER, LOC110179666|XP_020802937.1|DSER, LOC110177949|XP_020800594.1|DSER, LOC110185259|XP_020809657.1|DSER	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC110187275|XP_020812322.1|DSER, LOC110187265|XP_020812312.1|DSER, LOC110187272|XP_020812319.1|DSER	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC110187689|XP_020812782.1|DSER, LOC110177132|XP_020799361.1|DSER	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC110176605|XP_020798688.1|DSER, LOC110176601|XP_020798678.1|DSER, LOC110191905|XP_020818549.1|DSER	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC110176258|XP_020798228.1|DSER, LOC110189869|XP_020815749.1|DSER	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC110182190|XP_020805863.1|DSER	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
OG0000247	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER, LOC110186767|XP_020811691.1|DSER	LOC5576416|XP_001656119.2|AAEG
