Orthogroup	DSER.longest_only	AALB.longest_only
OG0000132	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC110187719|XP_020812822.1|DSER	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC110182488|XP_020806195.1|DSER, LOC110183406|XP_020807340.1|DSER	LOC118458491|XP_035776937.1|AALB
OG0000137	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC110178723|XP_020801587.1|DSER	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000140	LOC110186511|XP_020811367.1|DSER	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC110189919|XP_020815852.1|DSER, LOC110189883|XP_020815786.1|DSER, LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC110186134|XP_020810839.1|DSER	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC110182175|XP_020805834.1|DSER	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC110179073|XP_020802111.1|DSER	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC110185184|XP_020809560.1|DSER	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC110185174|XP_020809551.1|DSER	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC110188342|XP_020813709.1|DSER	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC110191988|XP_020818678.1|DSER	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC110182224|XP_020805911.1|DSER	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC110183933|XP_020807956.1|DSER	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC110176893|XP_020799037.1|DSER	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC110186807|XP_020811748.1|DSER, LOC110186339|XP_020811146.1|DSER, LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC110190352|XP_020816415.1|DSER	LOC118467617|XP_035794214.1|AALB, LOC118466025|XP_035790738.1|AALB, LOC118466026|XP_035790739.1|AALB
OG0000159	LOC110178894|XP_020801829.1|DSER, LOC110176281|XP_020798256.1|DSER	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER, LOC110181240|XP_020804604.1|DSER	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC110189443|XP_020815172.1|DSER, LOC110189350|XP_020815051.1|DSER, LOC110189584|XP_020815376.1|DSER	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC110181676|XP_020805169.1|DSER	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC110179192|XP_020802264.1|DSER	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC110186117|XP_020810825.1|DSER	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC110183443|XP_020807382.1|DSER	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC110180113|XP_020803407.1|DSER	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC110182791|XP_020806578.1|DSER	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC110189591|XP_020815382.1|DSER, LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC110191000|XP_020817373.1|DSER	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC110176535|XP_020798575.1|DSER	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC110184247|XP_020808363.1|DSER	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC110176443|XP_020798451.1|DSER	LOC118460236|XP_035780283.1|AALB
OG0000179	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC110185995|XP_020810682.1|DSER	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC110177360|XP_020799712.1|DSER, LOC110186704|XP_020811636.1|DSER	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC110187646|XP_020812714.1|DSER	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC110185585|XP_020810176.1|DSER	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC110183080|XP_020806925.1|DSER	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC110191400|XP_020817920.1|DSER	LOC118466886|XP_035792630.1|AALB
OG0000190	LOC110182494|XP_020806199.1|DSER	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC110178476|XP_020801277.1|DSER	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC110184858|XP_020809158.1|DSER, LOC110184866|XP_020809171.1|DSER	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC110184873|XP_020809178.1|DSER	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC110187128|XP_020812198.1|DSER	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC110187136|XP_020812210.1|DSER	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC110187067|XP_020812115.1|DSER	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC110186857|XP_020811808.1|DSER, LOC110186858|XP_020811809.1|DSER, LOC110186859|XP_020811810.1|DSER, LOC110186856|XP_020811806.1|DSER	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC110191125|XP_020817537.1|DSER, LOC110190864|XP_020817172.1|DSER	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC110187681|XP_020812770.1|DSER	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC110180034|XP_020803301.1|DSER, LOC110180025|XP_020803286.1|DSER, LOC110180019|XP_020803276.1|DSER	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC110191720|XP_020818296.1|DSER, LOC110186845|XP_020811792.1|DSER	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC110180236|XP_020803552.1|DSER	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC110180243|XP_020803558.1|DSER	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC110190807|XP_020817113.1|DSER	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC110176896|XP_020799039.1|DSER, LOC110181400|XP_020804794.1|DSER, LOC110181402|XP_020804796.1|DSER, LOC110181401|XP_020804795.1|DSER, LOC110179855|XP_020803115.1|DSER, LOC110189719|XP_020815568.1|DSER	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC110177952|XP_020800601.1|DSER, LOC110187574|XP_020812619.1|DSER, LOC110187573|XP_020812618.1|DSER, LOC110184808|XP_020809103.1|DSER	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC110191447|XP_020817970.1|DSER	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC110176980|XP_020799148.1|DSER, LOC110182710|XP_020806467.1|DSER, LOC110185919|XP_020810591.1|DSER	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC110179038|XP_020802052.1|DSER, LOC110176797|XP_020798892.1|DSER	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC110179390|XP_020802576.1|DSER, LOC110177801|XP_020800351.1|DSER, LOC110186185|XP_020810903.1|DSER	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC110191041|XP_020817424.1|DSER, LOC110191217|XP_020817643.1|DSER, LOC110191348|XP_020817855.1|DSER	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC110190779|XP_020817076.1|DSER, LOC110185957|XP_020810634.1|DSER, LOC110179605|XP_020802862.1|DSER	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC110180544|XP_020803896.1|DSER	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC110189715|XP_020815564.1|DSER	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC110183782|XP_020807797.1|DSER, LOC110183756|XP_020807773.1|DSER, LOC110183793|XP_020807807.1|DSER	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC110189763|XP_020815642.1|DSER, LOC110189599|XP_020815391.1|DSER, LOC110189762|XP_020815641.1|DSER	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC110190652|XP_020816911.1|DSER, LOC110190438|XP_020816583.1|DSER, LOC110190708|XP_020816988.1|DSER	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC110189503|XP_020815267.1|DSER, LOC110186712|XP_020811643.1|DSER, LOC110189289|XP_020814975.1|DSER	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000224	LOC110177814|XP_020800366.1|DSER	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC110186237|XP_020810963.1|DSER, LOC110186239|XP_020810964.1|DSER, LOC110186222|XP_020810944.1|DSER	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC110190725|XP_020817006.1|DSER, LOC110190615|XP_020816870.1|DSER, LOC110190564|XP_020816797.1|DSER	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC110185352|XP_020809790.1|DSER, LOC110177127|XP_020799354.1|DSER	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC110177348|XP_020799699.1|DSER, LOC110181023|XP_020804357.1|DSER	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC110188670|XP_020814129.1|DSER	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC110188938|XP_020814536.1|DSER	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC110190906|XP_020817226.1|DSER, LOC110189643|XP_020815448.1|DSER, LOC110189642|XP_020815447.1|DSER	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC110176416|XP_020798417.1|DSER, LOC110191368|XP_020817879.1|DSER, LOC110190877|XP_020817193.1|DSER	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC110186468|XP_020811314.1|DSER, LOC110186467|XP_020811313.1|DSER, LOC110186466|XP_020811312.1|DSER	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC110189409|XP_020815124.1|DSER, LOC110182715|XP_020806473.1|DSER, LOC110181552|XP_020804994.1|DSER	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC110189478|XP_020815219.1|DSER	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC110189652|XP_020815457.1|DSER, LOC110189527|XP_020815316.1|DSER, LOC110179666|XP_020802937.1|DSER, LOC110177949|XP_020800594.1|DSER, LOC110185259|XP_020809657.1|DSER	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC110187275|XP_020812322.1|DSER, LOC110187265|XP_020812312.1|DSER, LOC110187272|XP_020812319.1|DSER	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC110187689|XP_020812782.1|DSER, LOC110177132|XP_020799361.1|DSER	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC110176605|XP_020798688.1|DSER, LOC110176601|XP_020798678.1|DSER, LOC110191905|XP_020818549.1|DSER	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC110176258|XP_020798228.1|DSER, LOC110189869|XP_020815749.1|DSER	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC110182190|XP_020805863.1|DSER	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER, LOC110186767|XP_020811691.1|DSER	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC110185181|XP_020809557.1|DSER	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC110176902|XP_020799049.1|DSER, LOC110176901|XP_020799047.1|DSER, LOC110176839|XP_020798954.1|DSER	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC110183944|XP_020807964.1|DSER, LOC110183945|XP_020807965.1|DSER, LOC110178416|XP_020801218.1|DSER, LOC110183942|XP_020807962.1|DSER	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC110180147|XP_020803454.1|DSER, LOC110178158|XP_020800854.1|DSER, LOC110190429|XP_020816569.1|DSER	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC110189620|XP_020815418.1|DSER	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC110184065|XP_020808103.1|DSER, LOC110184032|XP_020808063.1|DSER	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC110185491|XP_020810045.1|DSER	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC110187400|XP_020812449.1|DSER, LOC110187398|XP_020812448.1|DSER	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC110189285|XP_020814969.1|DSER	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC110178332|XP_020801100.1|DSER	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC110181547|XP_020804989.1|DSER, LOC110181531|XP_020804970.1|DSER, LOC110186245|XP_020810973.1|DSER	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC110186401|XP_020811224.1|DSER, LOC110186508|XP_020811362.1|DSER	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC110190729|XP_020817012.1|DSER, LOC110190453|XP_020816616.1|DSER	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC110191250|XP_020817689.1|DSER	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC110186153|XP_020810862.1|DSER	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC110177025|XP_020799200.1|DSER	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC110185632|XP_020810247.1|DSER, LOC110190984|XP_020817355.1|DSER	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC110176724|XP_020798825.1|DSER	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC110185477|XP_020810007.1|DSER	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC110191849|XP_020818484.1|DSER, LOC110183291|XP_020807182.1|DSER, LOC110191065|XP_020817453.1|DSER	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC110190337|XP_020816394.1|DSER, LOC110190205|XP_020816218.1|DSER	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC110190395|XP_020816507.1|DSER, LOC110190396|XP_020816508.1|DSER, LOC110190394|XP_020816506.1|DSER	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC110178737|XP_020801622.1|DSER, LOC110179112|XP_020802161.1|DSER, LOC110181851|XP_020805420.1|DSER	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC110178639|XP_020801489.1|DSER	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC110178344|XP_020801122.1|DSER	LOC118456993|XP_035774101.1|AALB
OG0000283	LOC110186757|XP_020811678.1|DSER	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC110185830|XP_020810495.1|DSER	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC110185802|XP_020810466.1|DSER	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC110184059|XP_020808095.1|DSER	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC110176409|XP_020798411.1|DSER	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC110177531|XP_020799951.1|DSER	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC110184823|XP_020809130.1|DSER, LOC110183456|XP_020807396.1|DSER, LOC110185528|XP_020810089.1|DSER	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC110186075|XP_020810770.1|DSER	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC110182064|XP_020805685.1|DSER	LOC118461686|XP_035783177.1|AALB
OG0000296	LOC110185083|XP_020809423.1|DSER, LOC110178762|XP_020801659.1|DSER, LOC110182554|XP_020806263.1|DSER, LOC110191882|XP_020818528.1|DSER	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC110183991|XP_020808010.1|DSER, LOC110184033|XP_020808068.1|DSER, LOC110185254|XP_020809654.1|DSER	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC110185425|XP_020809898.1|DSER	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC110177021|XP_020799194.1|DSER	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC110189890|XP_020815799.1|DSER, LOC110189891|XP_020815803.1|DSER	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC110179035|XP_020802048.1|DSER, LOC110181812|XP_020805357.1|DSER, LOC110176908|XP_020799056.1|DSER	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC110186994|XP_020812009.1|DSER, LOC110186501|XP_020811354.1|DSER, LOC110186995|XP_020812010.1|DSER	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC110176264|XP_020798237.1|DSER	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC110185487|XP_020810019.1|DSER, LOC110179742|XP_020803016.1|DSER, LOC110177947|XP_020800590.1|DSER, LOC110181522|XP_020804956.1|DSER	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC110191435|XP_020817957.1|DSER	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC110177424|XP_020799801.1|DSER	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC110183227|XP_020807102.1|DSER, LOC110186029|XP_020810723.1|DSER, LOC110186003|XP_020810691.1|DSER, LOC110185817|XP_020810482.1|DSER	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC110177428|XP_020799810.1|DSER, LOC110177207|XP_020799485.1|DSER, LOC110176044|XP_020797914.1|DSER	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC110183747|XP_020807761.1|DSER	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC110178155|XP_020800844.1|DSER	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC110183874|XP_020807886.1|DSER, LOC110185592|XP_020810186.1|DSER	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC110187529|XP_020812582.1|DSER, LOC110179901|XP_020803157.1|DSER, LOC110187514|XP_020812568.1|DSER, LOC110179900|XP_020803156.1|DSER	LOC118463867|XP_035786677.1|AALB
