Orthogroup	DSER.longest_only	BTRY.longest_only
OG0000048	LOC110190454|XP_020816613.1|DSER	LOC120770486|XP_039953934.1|BTRY
OG0000049	LOC110188535|XP_020813941.1|DSER	LOC120782870|XP_039971347.1|BTRY
OG0000049	LOC110188465|XP_020813853.1|DSER	LOC120782209|XP_039970301.1|BTRY
OG0000049	LOC110188330|XP_020813697.1|DSER	LOC120781673|XP_039969832.1|BTRY
OG0000049	LOC110188568|XP_020813987.1|DSER, LOC110188331|XP_020813698.1|DSER	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY
OG0000049	LOC110188656|XP_020814093.1|DSER	LOC120772847|XP_039957638.1|BTRY
OG0000050	LOC110180270|XP_020803585.1|DSER	LOC120776369|XP_039962882.1|BTRY
OG0000050	LOC110190034|XP_020815995.1|DSER, LOC110190383|XP_020816472.1|DSER, LOC110190030|XP_020815992.1|DSER, LOC110190392|XP_020816504.1|DSER, LOC110190033|XP_020815994.1|DSER, LOC110190029|XP_020815991.1|DSER, LOC110190031|XP_020815993.1|DSER	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC110187927|XP_020813097.1|DSER	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC110186721|XP_020811651.1|DSER	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000051	LOC110176579|XP_020798652.1|DSER	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC110191159|XP_020817576.1|DSER, LOC110185541|XP_020810108.1|DSER, LOC110188577|XP_020814000.1|DSER, LOC110188482|XP_020813871.1|DSER, LOC110188395|XP_020813776.1|DSER, LOC110178467|XP_020801266.1|DSER, LOC110178444|XP_020801237.1|DSER	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC110176132|XP_020798030.1|DSER, LOC110176120|XP_020798020.1|DSER	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC110176110|XP_020798009.1|DSER	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC110176101|XP_020798000.1|DSER	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC110176153|XP_020798053.1|DSER	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC110191806|XP_020818417.1|DSER	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC110191860|XP_020818499.1|DSER, LOC110191877|XP_020818520.1|DSER, LOC110191876|XP_020818519.1|DSER	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000055	LOC110186437|XP_020811278.1|DSER, LOC110186438|XP_020811279.1|DSER	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY
OG0000056	LOC110191245|XP_020817684.1|DSER, LOC110191242|XP_020817680.1|DSER, LOC110191246|XP_020817685.1|DSER, LOC110191243|XP_020817681.1|DSER, LOC110191244|XP_020817682.1|DSER	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC110191006|XP_020817383.1|DSER, LOC110191004|XP_020817381.1|DSER, LOC110191023|XP_020817399.1|DSER, LOC110191359|XP_020817866.1|DSER	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER, LOC110185668|XP_020810289.1|DSER, LOC110182841|XP_020806632.1|DSER	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC110186834|XP_020811783.1|DSER, LOC110186820|XP_020811767.1|DSER, LOC110186812|XP_020811757.1|DSER, LOC110186800|XP_020811738.1|DSER, LOC110186604|XP_020811494.1|DSER, LOC110186605|XP_020811496.1|DSER, LOC110186808|XP_020811749.1|DSER	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC110178856|XP_020801778.1|DSER	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC110186504|XP_020811358.1|DSER	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC110182375|XP_020806074.1|DSER	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC110182379|XP_020806080.1|DSER, LOC110182385|XP_020806085.1|DSER	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC110184172|XP_020808240.1|DSER, LOC110183621|XP_020807597.1|DSER, LOC110181372|XP_020804760.1|DSER, LOC110181371|XP_020804759.1|DSER, LOC110176947|XP_020799108.1|DSER, LOC110190254|XP_020816277.1|DSER, LOC110190290|XP_020816328.1|DSER, LOC110179293|XP_020802437.1|DSER, LOC110183805|XP_020807816.1|DSER	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC110184769|XP_020809063.1|DSER, LOC110184767|XP_020809060.1|DSER, LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000064	LOC110187958|XP_020813135.1|DSER	LOC120766943|XP_039948626.1|BTRY, LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY, LOC120779645|XP_039967931.1|BTRY, LOC120780352|XP_039968578.1|BTRY, LOC120780470|XP_039968681.1|BTRY, LOC120780012|XP_039968228.1|BTRY
OG0000064	LOC110187763|XP_020812885.1|DSER	LOC120781710|XP_039969876.1|BTRY, LOC120775811|XP_039962094.1|BTRY
OG0000065	LOC110191274|XP_020817728.1|DSER, LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC110191821|XP_020818445.1|DSER, LOC110176494|XP_020798526.1|DSER, LOC110185088|XP_020809431.1|DSER, LOC110191827|XP_020818451.1|DSER, LOC110183659|XP_020807646.1|DSER, LOC110182686|XP_020806438.1|DSER	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC110176240|XP_020798198.1|DSER	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC110176239|XP_020798196.1|DSER	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC110175923|XP_020797759.1|DSER	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC110180234|XP_020803548.1|DSER	LOC120769525|XP_039952497.1|BTRY
OG0000070	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC110182504|XP_020806211.1|DSER	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER, LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC110179838|XP_020803105.1|DSER, LOC110179839|XP_020803106.1|DSER, LOC110179837|XP_020803104.1|DSER	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC110181580|XP_020805035.1|DSER	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC110181287|XP_020804670.1|DSER	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC110181570|XP_020805024.1|DSER	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC110176360|XP_020798348.1|DSER	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC110182177|XP_020805838.1|DSER, LOC110182195|XP_020805867.1|DSER	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC110188202|XP_020813458.1|DSER	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC110184734|XP_020809020.1|DSER	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC110185176|XP_020809553.1|DSER	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC110190499|XP_020816674.1|DSER	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC110190537|XP_020816745.1|DSER	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC110190595|XP_020816847.1|DSER	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC110190420|XP_020816550.1|DSER	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC110176616|XP_020798701.1|DSER, LOC110176604|XP_020798685.1|DSER	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC110181877|XP_020805462.1|DSER	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC110182629|XP_020806354.1|DSER	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC110189410|XP_020815129.1|DSER	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC110177149|XP_020799390.1|DSER	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC110176398|XP_020798389.1|DSER	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC110180108|XP_020803404.1|DSER, LOC110190038|XP_020816001.1|DSER, LOC110188466|XP_020813854.1|DSER, LOC110175994|XP_020797848.1|DSER, LOC110184416|XP_020808610.1|DSER	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC110186649|XP_020811608.1|DSER	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC110187188|XP_020812250.1|DSER	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC110191132|XP_020817548.1|DSER, LOC110177382|XP_020799743.1|DSER	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC110183364|XP_020807285.1|DSER	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC110178501|XP_020801310.1|DSER	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC110178514|XP_020801324.1|DSER	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC110182637|XP_020806367.1|DSER	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC110183207|XP_020807079.1|DSER	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC110185908|XP_020810581.1|DSER	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC110187344|XP_020812391.1|DSER	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC110189420|XP_020815137.1|DSER	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC110177136|XP_020799368.1|DSER	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC110190534|XP_020816740.1|DSER	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC110191832|XP_020818460.1|DSER	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC110190013|XP_020816009.1|DSER	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC110189985|XP_020815933.1|DSER	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC110186300|XP_020811077.1|DSER	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC110183974|XP_020807988.1|DSER	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC110187866|XP_020813010.1|DSER	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC110187865|XP_020813009.1|DSER	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC110186678|XP_020811604.1|DSER	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC110186502|XP_020811356.1|DSER	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC110177009|XP_020799178.1|DSER	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC110184366|XP_020808519.1|DSER	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC110181381|XP_020804769.1|DSER, LOC110185590|XP_020810184.1|DSER, LOC110186183|XP_020810901.1|DSER	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC110181328|XP_020804706.1|DSER	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC110180153|XP_020803462.1|DSER	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC110180154|XP_020803466.1|DSER	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC110180130|XP_020803432.1|DSER	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC110190010|XP_020815968.1|DSER	LOC120776874|XP_039963866.1|BTRY
OG0000101	LOC110190011|XP_020815969.1|DSER	LOC120776871|XP_039963862.1|BTRY
OG0000101	LOC110190008|XP_020815965.1|DSER	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC110190179|XP_020816186.1|DSER	LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC110177925|XP_020800564.1|DSER	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC110188958|XP_020814556.1|DSER	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC110191485|XP_020818009.1|DSER	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC110188717|XP_020814187.1|DSER	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC110183736|XP_020807742.1|DSER	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC110177255|XP_020799565.1|DSER	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC110180483|XP_020803827.1|DSER	LOC120767830|XP_039950052.1|BTRY, LOC120781681|XP_039969836.1|BTRY
OG0000109	LOC110183319|XP_020807224.1|DSER	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC110176729|XP_020798830.1|DSER	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC110188760|XP_020814262.1|DSER	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC110186561|XP_020811425.1|DSER	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC110186010|XP_020810704.1|DSER	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC110186011|XP_020810706.1|DSER	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC110186013|XP_020810708.1|DSER	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC110186015|XP_020810710.1|DSER	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC110188600|XP_020814022.1|DSER	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC110178156|XP_020800849.1|DSER	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC110181408|XP_020804803.1|DSER, LOC110180259|XP_020803574.1|DSER	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC110181780|XP_020805319.1|DSER, LOC110181527|XP_020804963.1|DSER	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC110184196|XP_020808286.1|DSER	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC110182279|XP_020805957.1|DSER	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC110176072|XP_020797952.1|DSER	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC110188560|XP_020813977.1|DSER	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC110183494|XP_020807436.1|DSER	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC110184738|XP_020809025.1|DSER, LOC110184712|XP_020808991.1|DSER, LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC110187779|XP_020812906.1|DSER	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC110188245|XP_020813568.1|DSER	LOC120768834|XP_039951523.1|BTRY
OG0000133	LOC110180278|XP_020803590.1|DSER, LOC110185373|XP_020809814.1|DSER, LOC110182848|XP_020806641.1|DSER, LOC110182847|XP_020806638.1|DSER, LOC110188793|XP_020814309.1|DSER, LOC110187608|XP_020812659.1|DSER, LOC110180224|XP_020803534.1|DSER, LOC110188915|XP_020814495.1|DSER, LOC110184601|XP_020808851.1|DSER, LOC110185368|XP_020809808.1|DSER, LOC110185379|XP_020809820.1|DSER, LOC110179879|XP_020803135.1|DSER, LOC110180479|XP_020803822.1|DSER, LOC110185375|XP_020809817.1|DSER	LOC120781791|XP_039969949.1|BTRY
OG0000134	LOC110187719|XP_020812822.1|DSER	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC110182488|XP_020806195.1|DSER, LOC110183406|XP_020807340.1|DSER	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC110188549|XP_020813969.1|DSER	LOC120780542|XP_039968737.1|BTRY, LOC120780833|XP_039969010.1|BTRY
OG0000137	LOC110178781|XP_020801686.1|DSER	LOC120776700|XP_039963518.1|BTRY
OG0000137	LOC110191367|XP_020817876.1|DSER	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC110178723|XP_020801587.1|DSER	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC110189883|XP_020815786.1|DSER	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC110186134|XP_020810839.1|DSER	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC110182175|XP_020805834.1|DSER	LOC120780350|XP_039968576.1|BTRY
OG0000142	LOC110179073|XP_020802111.1|DSER	LOC120774337|XP_039959830.1|BTRY
