Orthogroup	DSER.longest_only	ASTE.longest_only
OG0000122	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER, LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER, LOC110188473|XP_020813862.1|DSER	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC110183494|XP_020807436.1|DSER, LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC110184738|XP_020809025.1|DSER, LOC110184712|XP_020808991.1|DSER, LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC110187719|XP_020812822.1|DSER	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC110183406|XP_020807340.1|DSER	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC110188549|XP_020813969.1|DSER	LOC118508014|XP_035903292.1|ASTE
OG0000137	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC110178723|XP_020801587.1|DSER	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000140	LOC110186511|XP_020811367.1|DSER	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC110189919|XP_020815852.1|DSER, LOC110189883|XP_020815786.1|DSER, LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC110186134|XP_020810839.1|DSER	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC110182175|XP_020805834.1|DSER	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC110179073|XP_020802111.1|DSER	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC110185184|XP_020809560.1|DSER	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC110185174|XP_020809551.1|DSER	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC110188342|XP_020813709.1|DSER	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC110191988|XP_020818678.1|DSER	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC110182224|XP_020805911.1|DSER	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC110183933|XP_020807956.1|DSER	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC110176893|XP_020799037.1|DSER	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC110186807|XP_020811748.1|DSER, LOC110186339|XP_020811146.1|DSER, LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC110190352|XP_020816415.1|DSER	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC110178894|XP_020801829.1|DSER, LOC110176281|XP_020798256.1|DSER	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER, LOC110181240|XP_020804604.1|DSER	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC110181676|XP_020805169.1|DSER	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC110179192|XP_020802264.1|DSER	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC110186117|XP_020810825.1|DSER	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC110183443|XP_020807382.1|DSER	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC110180113|XP_020803407.1|DSER	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC110182791|XP_020806578.1|DSER	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC110189591|XP_020815382.1|DSER, LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC110191000|XP_020817373.1|DSER	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC110176535|XP_020798575.1|DSER	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC110184247|XP_020808363.1|DSER	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC110176443|XP_020798451.1|DSER	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC110185995|XP_020810682.1|DSER	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC110177360|XP_020799712.1|DSER, LOC110186704|XP_020811636.1|DSER	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC110187646|XP_020812714.1|DSER	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC110185585|XP_020810176.1|DSER	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC110183080|XP_020806925.1|DSER	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC110191400|XP_020817920.1|DSER	LOC118503099|XP_035891900.1|ASTE
OG0000190	LOC110182494|XP_020806199.1|DSER	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC110179095|XP_020802143.1|DSER	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC110178476|XP_020801277.1|DSER	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC110184873|XP_020809178.1|DSER	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC110187128|XP_020812198.1|DSER	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC110187136|XP_020812210.1|DSER	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC110187067|XP_020812115.1|DSER	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC110186857|XP_020811808.1|DSER, LOC110186858|XP_020811809.1|DSER, LOC110186859|XP_020811810.1|DSER, LOC110186856|XP_020811806.1|DSER	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC110191125|XP_020817537.1|DSER, LOC110190864|XP_020817172.1|DSER	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC110187681|XP_020812770.1|DSER	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC110180034|XP_020803301.1|DSER, LOC110180025|XP_020803286.1|DSER, LOC110180019|XP_020803276.1|DSER	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC110191720|XP_020818296.1|DSER, LOC110186845|XP_020811792.1|DSER	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC110180236|XP_020803552.1|DSER	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC110180243|XP_020803558.1|DSER	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC110190807|XP_020817113.1|DSER	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC110177952|XP_020800601.1|DSER, LOC110187574|XP_020812619.1|DSER, LOC110187573|XP_020812618.1|DSER, LOC110184808|XP_020809103.1|DSER	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC110191447|XP_020817970.1|DSER	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC110176980|XP_020799148.1|DSER, LOC110182710|XP_020806467.1|DSER, LOC110185919|XP_020810591.1|DSER	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC110179038|XP_020802052.1|DSER, LOC110176797|XP_020798892.1|DSER	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC110179390|XP_020802576.1|DSER, LOC110177801|XP_020800351.1|DSER, LOC110186185|XP_020810903.1|DSER	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC110191041|XP_020817424.1|DSER, LOC110191217|XP_020817643.1|DSER, LOC110191348|XP_020817855.1|DSER	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC110190779|XP_020817076.1|DSER, LOC110185957|XP_020810634.1|DSER, LOC110179605|XP_020802862.1|DSER	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC110180544|XP_020803896.1|DSER	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC110189715|XP_020815564.1|DSER	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC110183782|XP_020807797.1|DSER, LOC110183756|XP_020807773.1|DSER, LOC110183793|XP_020807807.1|DSER	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC110189763|XP_020815642.1|DSER, LOC110189599|XP_020815391.1|DSER, LOC110189762|XP_020815641.1|DSER	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC110190652|XP_020816911.1|DSER, LOC110190438|XP_020816583.1|DSER, LOC110190708|XP_020816988.1|DSER	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC110189503|XP_020815267.1|DSER, LOC110186712|XP_020811643.1|DSER, LOC110189289|XP_020814975.1|DSER	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC110185941|XP_020810615.1|DSER	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC110177814|XP_020800366.1|DSER	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC110186237|XP_020810963.1|DSER, LOC110186239|XP_020810964.1|DSER, LOC110186222|XP_020810944.1|DSER	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC110190725|XP_020817006.1|DSER, LOC110190615|XP_020816870.1|DSER, LOC110190564|XP_020816797.1|DSER	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC110185352|XP_020809790.1|DSER, LOC110177127|XP_020799354.1|DSER	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC110177348|XP_020799699.1|DSER, LOC110181023|XP_020804357.1|DSER	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC110188670|XP_020814129.1|DSER	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC110188938|XP_020814536.1|DSER	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC110190906|XP_020817226.1|DSER, LOC110189643|XP_020815448.1|DSER, LOC110189642|XP_020815447.1|DSER	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC110176416|XP_020798417.1|DSER, LOC110191368|XP_020817879.1|DSER, LOC110190877|XP_020817193.1|DSER	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC110186468|XP_020811314.1|DSER, LOC110186467|XP_020811313.1|DSER, LOC110186466|XP_020811312.1|DSER	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC110189409|XP_020815124.1|DSER, LOC110182715|XP_020806473.1|DSER, LOC110181552|XP_020804994.1|DSER	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC110189478|XP_020815219.1|DSER	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC110189652|XP_020815457.1|DSER, LOC110189527|XP_020815316.1|DSER, LOC110179666|XP_020802937.1|DSER, LOC110177949|XP_020800594.1|DSER, LOC110185259|XP_020809657.1|DSER	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC110187275|XP_020812322.1|DSER, LOC110187265|XP_020812312.1|DSER, LOC110187272|XP_020812319.1|DSER	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC110187689|XP_020812782.1|DSER, LOC110177132|XP_020799361.1|DSER	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC110176605|XP_020798688.1|DSER, LOC110176601|XP_020798678.1|DSER, LOC110191905|XP_020818549.1|DSER	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC110176258|XP_020798228.1|DSER, LOC110189869|XP_020815749.1|DSER	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC110182190|XP_020805863.1|DSER	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC110186895|XP_020811867.1|DSER, LOC110187075|XP_020812128.1|DSER, LOC110187201|XP_020812263.1|DSER, LOC110186767|XP_020811691.1|DSER	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC110185181|XP_020809557.1|DSER	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC110176902|XP_020799049.1|DSER, LOC110176901|XP_020799047.1|DSER, LOC110176839|XP_020798954.1|DSER	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC110183944|XP_020807964.1|DSER, LOC110183945|XP_020807965.1|DSER, LOC110178416|XP_020801218.1|DSER, LOC110183942|XP_020807962.1|DSER	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC110180147|XP_020803454.1|DSER, LOC110178158|XP_020800854.1|DSER, LOC110190429|XP_020816569.1|DSER	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC110189620|XP_020815418.1|DSER	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC110184065|XP_020808103.1|DSER, LOC110184032|XP_020808063.1|DSER	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC110185491|XP_020810045.1|DSER	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC110187400|XP_020812449.1|DSER, LOC110187398|XP_020812448.1|DSER	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC110189285|XP_020814969.1|DSER	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC110178332|XP_020801100.1|DSER	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC110184756|XP_020809044.1|DSER	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC110181547|XP_020804989.1|DSER, LOC110181531|XP_020804970.1|DSER, LOC110186245|XP_020810973.1|DSER	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC110186401|XP_020811224.1|DSER, LOC110186508|XP_020811362.1|DSER	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC110190729|XP_020817012.1|DSER, LOC110190453|XP_020816616.1|DSER	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC110191250|XP_020817689.1|DSER	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC110186153|XP_020810862.1|DSER	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC110177025|XP_020799200.1|DSER	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC110185632|XP_020810247.1|DSER, LOC110190984|XP_020817355.1|DSER	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC110185477|XP_020810007.1|DSER	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC110191849|XP_020818484.1|DSER, LOC110183291|XP_020807182.1|DSER, LOC110191065|XP_020817453.1|DSER	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC110182828|XP_020806620.1|DSER	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC110190337|XP_020816394.1|DSER, LOC110190205|XP_020816218.1|DSER	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC110190395|XP_020816507.1|DSER, LOC110190396|XP_020816508.1|DSER, LOC110190394|XP_020816506.1|DSER	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC110178737|XP_020801622.1|DSER, LOC110179112|XP_020802161.1|DSER, LOC110181851|XP_020805420.1|DSER	LOC118509940|XP_035907165.1|ASTE
OG0000282	LOC110178639|XP_020801489.1|DSER	LOC118502391|XP_035890506.1|ASTE
OG0000283	LOC110178344|XP_020801122.1|DSER	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC110186757|XP_020811678.1|DSER	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC110185830|XP_020810495.1|DSER	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC110185802|XP_020810466.1|DSER	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC110184059|XP_020808095.1|DSER	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC110176409|XP_020798411.1|DSER	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC110177531|XP_020799951.1|DSER	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC110184823|XP_020809130.1|DSER, LOC110183456|XP_020807396.1|DSER, LOC110185528|XP_020810089.1|DSER	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC110186075|XP_020810770.1|DSER	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC110182064|XP_020805685.1|DSER	LOC118504855|XP_035895764.1|ASTE
OG0000296	LOC110185083|XP_020809423.1|DSER, LOC110178762|XP_020801659.1|DSER, LOC110182554|XP_020806263.1|DSER, LOC110191882|XP_020818528.1|DSER	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC110183991|XP_020808010.1|DSER, LOC110184033|XP_020808068.1|DSER, LOC110185254|XP_020809654.1|DSER	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC110185425|XP_020809898.1|DSER	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC110177021|XP_020799194.1|DSER	LOC118514291|XP_035916946.1|ASTE
OG0000302	LOC110189890|XP_020815799.1|DSER, LOC110189891|XP_020815803.1|DSER	LOC118510778|XP_035908953.1|ASTE, LOC118510776|XP_035908938.1|ASTE, LOC118510775|XP_035908937.1|ASTE
