Orthogroup	DSER.longest_only	DALB.longest_only
OG0000047	LOC110189583|XP_020815375.1|DSER	LOC117567370|XP_034103204.1|DALB
OG0000047	LOC110184762|XP_020809052.1|DSER	LOC117567748|XP_034103827.1|DALB
OG0000047	LOC110189698|XP_020815532.1|DSER	LOC117570238|XP_034107631.1|DALB
OG0000048	LOC110190450|XP_020816610.1|DSER, LOC110190451|XP_020816611.1|DSER	LOC117570722|XP_034108424.1|DALB, LOC117570720|XP_034108423.1|DALB
OG0000048	LOC110190447|XP_020816607.1|DSER	LOC117572034|XP_034110480.1|DALB
OG0000048	LOC110190454|XP_020816613.1|DSER	LOC117569405|XP_034106432.1|DALB
OG0000049	LOC110188535|XP_020813941.1|DSER	LOC117574804|XP_034114660.1|DALB
OG0000049	LOC110188465|XP_020813853.1|DSER	LOC117574253|XP_034113873.1|DALB
OG0000049	LOC110188330|XP_020813697.1|DSER	LOC117574270|XP_034113907.1|DALB
OG0000049	LOC110188331|XP_020813698.1|DSER	LOC117576198|XP_034116681.1|DALB
OG0000049	LOC110188656|XP_020814093.1|DSER	LOC117574439|XP_034114168.1|DALB
OG0000050	LOC110180270|XP_020803585.1|DSER	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC110190030|XP_020815992.1|DSER	LOC117566525|XP_034101957.1|DALB
OG0000050	LOC110190392|XP_020816504.1|DSER	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC110190033|XP_020815994.1|DSER	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC110190029|XP_020815991.1|DSER	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC110187927|XP_020813097.1|DSER	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC110186721|XP_020811651.1|DSER	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC110176579|XP_020798652.1|DSER	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC110191159|XP_020817576.1|DSER, LOC110185541|XP_020810108.1|DSER, LOC110188577|XP_020814000.1|DSER, LOC110188482|XP_020813871.1|DSER, LOC110188395|XP_020813776.1|DSER	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC110178467|XP_020801266.1|DSER	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC110178444|XP_020801237.1|DSER	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC110176132|XP_020798030.1|DSER	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC110176120|XP_020798020.1|DSER	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC110176110|XP_020798009.1|DSER	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC110176101|XP_020798000.1|DSER	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC110176153|XP_020798053.1|DSER	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC110191806|XP_020818417.1|DSER	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC110191877|XP_020818520.1|DSER, LOC110191876|XP_020818519.1|DSER	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC110186635|XP_020811553.1|DSER	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000056	LOC110191245|XP_020817684.1|DSER	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC110191246|XP_020817685.1|DSER, LOC110191243|XP_020817681.1|DSER, LOC110191244|XP_020817682.1|DSER	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC110191006|XP_020817383.1|DSER, LOC110191004|XP_020817381.1|DSER, LOC110191023|XP_020817399.1|DSER, LOC110191359|XP_020817866.1|DSER	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC110185668|XP_020810289.1|DSER	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC110182841|XP_020806632.1|DSER	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC110186834|XP_020811783.1|DSER	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC110186820|XP_020811767.1|DSER, LOC110186812|XP_020811757.1|DSER	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC110186800|XP_020811738.1|DSER	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC110186808|XP_020811749.1|DSER	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC110178856|XP_020801778.1|DSER	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC110187211|XP_020812270.1|DSER	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC110177198|XP_020799453.1|DSER	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC110186504|XP_020811358.1|DSER	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC110180206|XP_020803522.1|DSER	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC110184888|XP_020809193.1|DSER	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC110182375|XP_020806074.1|DSER	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC110182380|XP_020806081.1|DSER, LOC110182395|XP_020806094.1|DSER, LOC110182350|XP_020806049.1|DSER	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC110182379|XP_020806080.1|DSER	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC110182385|XP_020806085.1|DSER	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC110184172|XP_020808240.1|DSER	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC110181372|XP_020804760.1|DSER, LOC110181371|XP_020804759.1|DSER	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC110176947|XP_020799108.1|DSER, LOC110190254|XP_020816277.1|DSER, LOC110190290|XP_020816328.1|DSER, LOC110179293|XP_020802437.1|DSER, LOC110183805|XP_020807816.1|DSER	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC110184769|XP_020809063.1|DSER	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC110184767|XP_020809060.1|DSER	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC110191274|XP_020817728.1|DSER	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC110191821|XP_020818445.1|DSER, LOC110176494|XP_020798526.1|DSER	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC110185088|XP_020809431.1|DSER	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC110191827|XP_020818451.1|DSER	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC110183659|XP_020807646.1|DSER	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC110182686|XP_020806438.1|DSER	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC110177234|XP_020799524.1|DSER	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC110176240|XP_020798198.1|DSER	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC110176239|XP_020798196.1|DSER	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC110191355|XP_020817861.1|DSER	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC110185266|XP_020809672.1|DSER, LOC110185265|XP_020809670.1|DSER	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC110182060|XP_020805682.1|DSER	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC110175923|XP_020797759.1|DSER	LOC117563644|XP_034097948.1|DALB
OG0000069	LOC110180234|XP_020803548.1|DSER	LOC117568075|XP_034104335.1|DALB
OG0000070	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC110182504|XP_020806211.1|DSER	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC110179007|XP_020802002.1|DSER	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC110179838|XP_020803105.1|DSER	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC110179837|XP_020803104.1|DSER	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC110181580|XP_020805035.1|DSER	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC110181570|XP_020805024.1|DSER	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC110176360|XP_020798348.1|DSER	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC110182195|XP_020805867.1|DSER	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC110188202|XP_020813458.1|DSER	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC110184734|XP_020809020.1|DSER	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC110185176|XP_020809553.1|DSER	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC110190480|XP_020816651.1|DSER	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC110190499|XP_020816674.1|DSER	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC110190537|XP_020816745.1|DSER	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC110190595|XP_020816847.1|DSER	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC110190420|XP_020816550.1|DSER	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC110181877|XP_020805462.1|DSER	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC110182088|XP_020805728.1|DSER	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC110182629|XP_020806354.1|DSER	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC110189410|XP_020815129.1|DSER	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC110177149|XP_020799390.1|DSER	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC110176398|XP_020798389.1|DSER	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC110180108|XP_020803404.1|DSER	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC110190038|XP_020816001.1|DSER	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC110188466|XP_020813854.1|DSER	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC110175994|XP_020797848.1|DSER	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC110184416|XP_020808610.1|DSER	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER	LOC117565282|XP_034100202.1|DALB
OG0000080	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC110186649|XP_020811608.1|DSER	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC110187188|XP_020812250.1|DSER	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC110191132|XP_020817548.1|DSER	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC110177382|XP_020799743.1|DSER	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC110178501|XP_020801310.1|DSER	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC110178514|XP_020801324.1|DSER	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC110182850|XP_020806645.1|DSER	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC110183207|XP_020807079.1|DSER	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC110185908|XP_020810581.1|DSER	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC110187344|XP_020812391.1|DSER	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC110189420|XP_020815137.1|DSER	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC110185864|XP_020810532.1|DSER	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC110181272|XP_020804642.1|DSER	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC110179240|XP_020802358.1|DSER	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC110181275|XP_020804649.1|DSER	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC110177136|XP_020799368.1|DSER	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC110188209|XP_020813497.1|DSER	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC110190534|XP_020816740.1|DSER	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC110191832|XP_020818460.1|DSER	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC110190013|XP_020816009.1|DSER	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC110189985|XP_020815933.1|DSER	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC110178630|XP_020801475.1|DSER	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC110186300|XP_020811077.1|DSER	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC110183974|XP_020807988.1|DSER	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC110187866|XP_020813010.1|DSER	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC110187865|XP_020813009.1|DSER	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC110186678|XP_020811604.1|DSER	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC110186502|XP_020811356.1|DSER	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC110177009|XP_020799178.1|DSER	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC110190876|XP_020817192.1|DSER, LOC110185692|XP_020810319.1|DSER, LOC110184141|XP_020808211.1|DSER	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC110184366|XP_020808519.1|DSER	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC110184690|XP_020808961.1|DSER	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC110181381|XP_020804769.1|DSER	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC110185590|XP_020810184.1|DSER	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC110186183|XP_020810901.1|DSER	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC110181328|XP_020804706.1|DSER	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC110178923|XP_020801868.1|DSER, LOC110178871|XP_020801804.1|DSER, LOC110178973|XP_020801941.1|DSER, LOC110178875|XP_020801807.1|DSER, LOC110178977|XP_020801947.1|DSER	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC110191273|XP_020817727.1|DSER	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC110180153|XP_020803462.1|DSER	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC110180154|XP_020803466.1|DSER	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC110180130|XP_020803432.1|DSER	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC110181340|XP_020804722.1|DSER	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC110186797|XP_020811736.1|DSER	LOC117574748|XP_034114579.1|DALB
OG0000100	LOC110180531|XP_020803864.1|DSER	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB
OG0000100	LOC110179609|XP_020802865.1|DSER, LOC110180532|XP_020803865.1|DSER	LOC117575926|XP_034116275.1|DALB
OG0000101	LOC110190008|XP_020815965.1|DSER	LOC117569034|XP_034105922.1|DALB
OG0000101	LOC110190179|XP_020816186.1|DSER	LOC117569031|XP_034105916.1|DALB
OG0000102	LOC110177925|XP_020800564.1|DSER	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC110188958|XP_020814556.1|DSER	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC110185268|XP_020809674.1|DSER	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC110191485|XP_020818009.1|DSER	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC110188717|XP_020814187.1|DSER	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC110183736|XP_020807742.1|DSER	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC110185918|XP_020810590.1|DSER	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC110177255|XP_020799565.1|DSER	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC110183319|XP_020807224.1|DSER	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC110176728|XP_020798829.1|DSER	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC110176727|XP_020798828.1|DSER	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC110176715|XP_020798814.1|DSER	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC110176729|XP_020798830.1|DSER	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC110180114|XP_020803416.1|DSER	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC110176534|XP_020798578.1|DSER	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000114	LOC110179935|XP_020803191.1|DSER, LOC110183971|XP_020807986.1|DSER	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC110186561|XP_020811425.1|DSER	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC110186560|XP_020811424.1|DSER, LOC110186672|XP_020811597.1|DSER	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC110186689|XP_020811615.1|DSER	LOC117576082|XP_034116520.1|DALB
OG0000116	LOC110186660|XP_020811583.1|DSER, LOC110186691|XP_020811618.1|DSER	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC110186010|XP_020810704.1|DSER	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC110186011|XP_020810706.1|DSER	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC110186013|XP_020810708.1|DSER	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC110186015|XP_020810710.1|DSER	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC110188489|XP_020813877.1|DSER	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC110188600|XP_020814022.1|DSER	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC110178156|XP_020800849.1|DSER	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC110180259|XP_020803574.1|DSER	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC110181780|XP_020805319.1|DSER	LOC117565294|XP_034100219.1|DALB
OG0000120	LOC110181527|XP_020804963.1|DSER	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC110176499|XP_020798532.1|DSER	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC110176466|XP_020798484.1|DSER	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC110182279|XP_020805957.1|DSER	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC110176072|XP_020797952.1|DSER	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC110180765|XP_020804107.1|DSER	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC110176794|XP_020798893.1|DSER	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB
OG0000123	LOC110191837|XP_020818462.1|DSER	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC110181483|XP_020804899.1|DSER	LOC117571229|XP_034109167.1|DALB
OG0000125	LOC110181496|XP_020804927.1|DSER	LOC117567335|XP_034103145.1|DALB
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC110188540|XP_020813949.1|DSER	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC110188560|XP_020813977.1|DSER	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER	LOC117571995|XP_034110397.1|DALB
OG0000128	LOC110188473|XP_020813862.1|DSER	LOC117571994|XP_034110395.1|DALB
OG0000129	LOC110183494|XP_020807436.1|DSER	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC110179824|XP_020803088.1|DSER	LOC117571227|XP_034109165.1|DALB
