Orthogroup	DSER.longest_only	CQUI.longest_only
OG0000084	LOC110178514|XP_020801324.1|DSER	LOC6044981|XP_001862405.1|CQUI, LOC6050126|XP_038105300.1|CQUI, LOC6044985|XP_001862409.2|CQUI, LOC6044987|XP_038112285.1|CQUI, LOC6046173|XP_001863404.2|CQUI, LOC6044988|XP_001862412.2|CQUI, LOC6044990|XP_038121275.1|CQUI, LOC6044989|XP_001862413.2|CQUI, LOC6044991|XP_038112291.1|CQUI, LOC6035601|XP_001845751.2|CQUI
OG0000085	LOC110182637|XP_020806367.1|DSER	LOC6043704|XP_001861330.2|CQUI
OG0000086	LOC110182850|XP_020806645.1|DSER	LOC6046855|XP_001863974.2|CQUI
OG0000087	LOC110183207|XP_020807079.1|DSER	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	LOC110185908|XP_020810581.1|DSER, LOC110187344|XP_020812391.1|DSER	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	LOC110189420|XP_020815137.1|DSER	LOC6043654|XP_038106206.1|CQUI
OG0000088	LOC110185864|XP_020810532.1|DSER, LOC110181272|XP_020804642.1|DSER, LOC110179240|XP_020802358.1|DSER, LOC110181275|XP_020804649.1|DSER	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC110177136|XP_020799368.1|DSER	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC110188209|XP_020813497.1|DSER	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC110190534|XP_020816740.1|DSER	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC110191832|XP_020818460.1|DSER, LOC110190013|XP_020816009.1|DSER, LOC110189985|XP_020815933.1|DSER, LOC110178630|XP_020801475.1|DSER	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC110186300|XP_020811077.1|DSER	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC110183974|XP_020807988.1|DSER, LOC110187866|XP_020813010.1|DSER, LOC110187865|XP_020813009.1|DSER	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC110177009|XP_020799178.1|DSER	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC110184690|XP_020808961.1|DSER, LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000098	LOC110191273|XP_020817727.1|DSER	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC110180130|XP_020803432.1|DSER	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC110190009|XP_020815966.1|DSER, LOC110190010|XP_020815968.1|DSER, LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER, LOC110190011|XP_020815969.1|DSER, LOC110190008|XP_020815965.1|DSER, LOC110190179|XP_020816186.1|DSER	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC110177925|XP_020800564.1|DSER	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC110188958|XP_020814556.1|DSER	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER, LOC110191485|XP_020818009.1|DSER	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC110183736|XP_020807742.1|DSER, LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC110185918|XP_020810590.1|DSER, LOC110177255|XP_020799565.1|DSER, LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC110183319|XP_020807224.1|DSER	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC110176728|XP_020798829.1|DSER, LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER, LOC110176729|XP_020798830.1|DSER	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC110188760|XP_020814262.1|DSER	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000115	LOC110182509|XP_020806218.1|DSER	LOC119769006|XP_038116806.1|CQUI, LOC119769062|XP_038116882.1|CQUI, LOC119769300|XP_038117204.1|CQUI, LOC119770503|XP_038121428.1|CQUI, LOC119767757|XP_038113112.1|CQUI, LOC119769036|XP_038116847.1|CQUI, LOC119768898|XP_038116610.1|CQUI, LOC119770514|XP_038121445.1|CQUI, LOC119768934|XP_038116682.1|CQUI, LOC119768953|XP_038116721.1|CQUI, LOC119768578|XP_038114539.1|CQUI, LOC119768960|XP_038116731.1|CQUI, LOC119766209|XP_038106571.1|CQUI, LOC119766471|XP_038106957.1|CQUI, LOC119770116|XP_038120368.1|CQUI, LOC119769253|XP_038117117.1|CQUI, LOC119767398|XP_038111831.1|CQUI, LOC119768979|XP_038116773.1|CQUI, LOC119770429|XP_038121252.1|CQUI, LOC119769087|XP_038116918.1|CQUI, LOC119766175|XP_038106534.1|CQUI, LOC119766067|XP_038106370.1|CQUI, LOC119768902|XP_038116615.1|CQUI, LOC119766513|XP_038107030.1|CQUI, LOC119769021|XP_038116830.1|CQUI, LOC119766262|XP_038106630.1|CQUI, LOC119765938|XP_038106143.1|CQUI, LOC119766332|XP_038106741.1|CQUI, LOC119769159|XP_038116990.1|CQUI, LOC119770232|XP_038120614.1|CQUI, LOC119770238|XP_038120627.1|CQUI, LOC119765981|XP_038106218.1|CQUI, LOC119766230|XP_038106597.1|CQUI, LOC119768959|XP_038116730.1|CQUI, LOC119766174|XP_038106533.1|CQUI, LOC119769088|XP_038116919.1|CQUI, LOC119766139|XP_038106467.1|CQUI, LOC119769596|XP_038118601.1|CQUI, LOC119769973|XP_038119853.1|CQUI, LOC119770115|XP_038120358.1|CQUI, LOC119769326|XP_038117263.1|CQUI, LOC119769350|XP_038117313.1|CQUI, LOC119766163|XP_038106501.1|CQUI, LOC119766492|XP_038107002.1|CQUI, LOC119766358|XP_038106779.1|CQUI, LOC119765947|XP_038106156.1|CQUI
OG0000117	LOC110186010|XP_020810704.1|DSER, LOC110186011|XP_020810706.1|DSER, LOC110186013|XP_020810708.1|DSER, LOC110186015|XP_020810710.1|DSER	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER, LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER, LOC110188600|XP_020814022.1|DSER	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC110178156|XP_020800849.1|DSER	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC110180259|XP_020803574.1|DSER	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC110176475|XP_020798493.1|DSER, LOC110184196|XP_020808286.1|DSER, LOC110176499|XP_020798532.1|DSER, LOC110176466|XP_020798484.1|DSER	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC110182095|XP_020805741.1|DSER, LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER, LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER, LOC110188473|XP_020813862.1|DSER	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC110183494|XP_020807436.1|DSER, LOC110179824|XP_020803088.1|DSER, LOC110177643|XP_020800117.1|DSER, LOC110180998|XP_020804332.1|DSER, LOC110183493|XP_020807435.1|DSER	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC110184738|XP_020809025.1|DSER, LOC110184712|XP_020808991.1|DSER, LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER, LOC110188245|XP_020813568.1|DSER	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC110187719|XP_020812822.1|DSER	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC110183406|XP_020807340.1|DSER	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC110178781|XP_020801686.1|DSER, LOC110191367|XP_020817876.1|DSER	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC110178723|XP_020801587.1|DSER	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000139	LOC110186087|XP_020810783.1|DSER, LOC110179173|XP_020802233.1|DSER, LOC110191620|XP_020818171.1|DSER, LOC110179769|XP_020803045.1|DSER	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC110186511|XP_020811367.1|DSER	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC110189919|XP_020815852.1|DSER, LOC110189883|XP_020815786.1|DSER, LOC110189884|XP_020815789.1|DSER, LOC110190145|XP_020816133.1|DSER	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC110186134|XP_020810839.1|DSER	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC110182175|XP_020805834.1|DSER	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC110179073|XP_020802111.1|DSER	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC110185184|XP_020809560.1|DSER	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC110185174|XP_020809551.1|DSER	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC110188342|XP_020813709.1|DSER	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC110191988|XP_020818678.1|DSER	LOC6039460|XP_038119712.1|CQUI
OG0000144	LOC110182224|XP_020805911.1|DSER	LOC6045045|XP_038109682.1|CQUI
OG0000145	LOC110179043|XP_020802056.1|DSER, LOC110181169|XP_020804501.1|DSER, LOC110181174|XP_020804510.1|DSER	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC110183933|XP_020807956.1|DSER	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC110176636|XP_020798723.1|DSER, LOC110176639|XP_020798725.1|DSER	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC110176893|XP_020799037.1|DSER	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER, LOC110181929|XP_020805524.1|DSER	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC110177308|XP_020799632.1|DSER, LOC110188065|XP_020813274.1|DSER, LOC110177320|XP_020799653.1|DSER, LOC110177321|XP_020799654.1|DSER	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC110186807|XP_020811748.1|DSER, LOC110186339|XP_020811146.1|DSER, LOC110186409|XP_020811239.1|DSER, LOC110186408|XP_020811237.1|DSER, LOC110186574|XP_020811444.1|DSER	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC110190348|XP_020816412.1|DSER, LOC110190356|XP_020816425.1|DSER, LOC110176214|XP_020798148.1|DSER	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC110176748|XP_020798855.1|DSER, LOC110176756|XP_020798866.1|DSER, LOC110176749|XP_020798856.1|DSER, LOC110176745|XP_020798847.1|DSER, LOC110176754|XP_020798859.1|DSER	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000157	LOC110189543|XP_020815334.1|DSER, LOC110189633|XP_020815436.1|DSER, LOC110189502|XP_020815266.1|DSER	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC110183284|XP_020807214.1|DSER, LOC110186831|XP_020811782.1|DSER, LOC110187526|XP_020812584.1|DSER	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC110190352|XP_020816415.1|DSER	LOC6035691|XP_001845825.1|CQUI, LOC6035690|XP_001845824.1|CQUI
OG0000159	LOC110178894|XP_020801829.1|DSER, LOC110176281|XP_020798256.1|DSER	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC110191143|XP_020817557.1|DSER, LOC110191151|XP_020817567.1|DSER	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC110177490|XP_020799901.1|DSER, LOC110177487|XP_020799898.1|DSER, LOC110188832|XP_020814382.1|DSER, LOC110185099|XP_020809448.1|DSER, LOC110182360|XP_020806059.1|DSER	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC110185806|XP_020810470.1|DSER, LOC110184491|XP_020808704.1|DSER, LOC110181240|XP_020804604.1|DSER	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC110181676|XP_020805169.1|DSER	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC110179223|XP_020802319.1|DSER, LOC110179251|XP_020802368.1|DSER	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC110191428|XP_020817946.1|DSER, LOC110191427|XP_020817945.1|DSER	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC110190646|XP_020816904.1|DSER, LOC110186514|XP_020811370.1|DSER	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC110177068|XP_020799245.1|DSER, LOC110176923|XP_020799076.1|DSER, LOC110177035|XP_020799211.1|DSER	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC110186117|XP_020810825.1|DSER	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC110183443|XP_020807382.1|DSER	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC110180113|XP_020803407.1|DSER	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC110182791|XP_020806578.1|DSER	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC110178552|XP_020801382.1|DSER, LOC110177851|XP_020800459.1|DSER	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC110189591|XP_020815382.1|DSER, LOC110183803|XP_020807815.1|DSER, LOC110179236|XP_020802349.1|DSER	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC110191000|XP_020817373.1|DSER	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC110176535|XP_020798575.1|DSER	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC110184247|XP_020808363.1|DSER	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC110176443|XP_020798451.1|DSER	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC110179635|XP_020802907.1|DSER	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC110178294|XP_020801039.1|DSER, LOC110178325|XP_020801094.1|DSER	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC110185995|XP_020810682.1|DSER	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC110177360|XP_020799712.1|DSER, LOC110186704|XP_020811636.1|DSER	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC110187646|XP_020812714.1|DSER	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC110187645|XP_020812713.1|DSER, LOC110187684|XP_020812774.1|DSER	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC110180536|XP_020803884.1|DSER, LOC110178778|XP_020801683.1|DSER, LOC110190803|XP_020817105.1|DSER	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC110182699|XP_020806454.1|DSER, LOC110182716|XP_020806474.1|DSER, LOC110182704|XP_020806459.1|DSER	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC110182950|XP_020806800.1|DSER, LOC110186903|XP_020811881.1|DSER, LOC110182951|XP_020806801.1|DSER	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC110185712|XP_020810389.1|DSER, LOC110181907|XP_020805500.1|DSER, LOC110185647|XP_020810264.1|DSER, LOC110181797|XP_020805338.1|DSER	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC110191135|XP_020817546.1|DSER, LOC110190049|XP_020816013.1|DSER, LOC110179507|XP_020802743.1|DSER	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC110185585|XP_020810176.1|DSER	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC110183080|XP_020806925.1|DSER	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC110191400|XP_020817920.1|DSER	LOC6037194|XP_038109654.1|CQUI
OG0000190	LOC110182494|XP_020806199.1|DSER	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC110189394|XP_020815103.1|DSER, LOC110189717|XP_020815566.1|DSER	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC110186295|XP_020811069.1|DSER, LOC110191396|XP_020817913.1|DSER, LOC110191254|XP_020817693.1|DSER	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC110176928|XP_020799083.1|DSER, LOC110177045|XP_020799221.1|DSER, LOC110185338|XP_020809775.1|DSER	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000194	LOC110189329|XP_020815031.1|DSER, LOC110189328|XP_020815030.1|DSER	LOC119767854|XP_038113466.1|CQUI
OG0000195	LOC110178452|XP_020801245.1|DSER	LOC6041450|XP_001850708.2|CQUI
OG0000195	LOC110178201|XP_020800894.1|DSER, LOC110177859|XP_020800465.1|DSER	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC110184858|XP_020809158.1|DSER, LOC110184866|XP_020809171.1|DSER	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC110184873|XP_020809178.1|DSER	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC110187128|XP_020812198.1|DSER	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC110187136|XP_020812210.1|DSER	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC110187067|XP_020812115.1|DSER	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC110186857|XP_020811808.1|DSER, LOC110186858|XP_020811809.1|DSER, LOC110186859|XP_020811810.1|DSER, LOC110186856|XP_020811806.1|DSER	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC110191125|XP_020817537.1|DSER, LOC110190864|XP_020817172.1|DSER	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC110187681|XP_020812770.1|DSER	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC110180034|XP_020803301.1|DSER, LOC110180025|XP_020803286.1|DSER, LOC110180019|XP_020803276.1|DSER	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC110191720|XP_020818296.1|DSER, LOC110186845|XP_020811792.1|DSER	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC110180236|XP_020803552.1|DSER	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC110180243|XP_020803558.1|DSER	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC110190807|XP_020817113.1|DSER	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC110176896|XP_020799039.1|DSER, LOC110181400|XP_020804794.1|DSER, LOC110181402|XP_020804796.1|DSER, LOC110181401|XP_020804795.1|DSER, LOC110179855|XP_020803115.1|DSER, LOC110189719|XP_020815568.1|DSER	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
