Orthogroup	DSER.longest_only	HILL.longest_only
OG0000044	LOC110186554|XP_020811416.1|DSER, LOC110186305|XP_020811085.1|DSER, LOC110186559|XP_020811423.1|DSER, LOC110186558|XP_020811422.1|DSER, LOC110186306|XP_020811086.1|DSER, LOC110186581|XP_020811453.1|DSER, LOC110186555|XP_020811417.1|DSER, LOC110186661|XP_020811584.1|DSER, LOC110186693|XP_020811620.1|DSER	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC110178672|XP_020801529.1|DSER	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC110178605|XP_020801449.1|DSER, LOC110178606|XP_020801450.1|DSER, LOC110186854|XP_020811804.1|DSER, LOC110176386|XP_020798377.1|DSER, LOC110186862|XP_020811816.1|DSER, LOC110187537|XP_020812593.1|DSER	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC110188408|XP_020813792.1|DSER, LOC110180077|XP_020803358.1|DSER, LOC110180079|XP_020803360.1|DSER, LOC110180089|XP_020803371.1|DSER, LOC110180088|XP_020803370.1|DSER, LOC110185913|XP_020810588.1|DSER, LOC110185924|XP_020810599.1|DSER, LOC110184743|XP_020809034.1|DSER, LOC110184620|XP_020808877.1|DSER, LOC110184815|XP_020809118.1|DSER	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC110180463|XP_020803800.1|DSER, LOC110176287|XP_020798269.1|DSER, LOC110189583|XP_020815375.1|DSER, LOC110184762|XP_020809052.1|DSER, LOC110189698|XP_020815532.1|DSER, LOC110184679|XP_020808950.1|DSER	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC110190448|XP_020816608.1|DSER, LOC110190459|XP_020816619.1|DSER, LOC110190447|XP_020816607.1|DSER, LOC110190454|XP_020816613.1|DSER	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC110188535|XP_020813941.1|DSER, LOC110188465|XP_020813853.1|DSER, LOC110188330|XP_020813697.1|DSER, LOC110188568|XP_020813987.1|DSER, LOC110188331|XP_020813698.1|DSER, LOC110188656|XP_020814093.1|DSER	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC110180270|XP_020803585.1|DSER, LOC110190034|XP_020815995.1|DSER, LOC110190383|XP_020816472.1|DSER, LOC110190030|XP_020815992.1|DSER, LOC110190392|XP_020816504.1|DSER, LOC110190033|XP_020815994.1|DSER, LOC110190029|XP_020815991.1|DSER, LOC110190031|XP_020815993.1|DSER	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC110176132|XP_020798030.1|DSER, LOC110176120|XP_020798020.1|DSER, LOC110176110|XP_020798009.1|DSER	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC110176101|XP_020798000.1|DSER, LOC110176153|XP_020798053.1|DSER	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC110191806|XP_020818417.1|DSER, LOC110191860|XP_020818499.1|DSER, LOC110191877|XP_020818520.1|DSER, LOC110191876|XP_020818519.1|DSER	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000055	LOC110186437|XP_020811278.1|DSER, LOC110186438|XP_020811279.1|DSER	LOC119656617|XP_037918985.1|HILL, LOC119656621|XP_037918989.1|HILL, LOC119656625|XP_037918992.1|HILL, LOC119656624|XP_037918991.1|HILL, LOC119657650|XP_037920591.1|HILL, LOC119658397|XP_037921714.1|HILL, LOC119657830|XP_037920876.1|HILL, LOC119657341|XP_037920141.1|HILL, LOC119658396|XP_037921713.1|HILL, LOC119658395|XP_037921712.1|HILL, LOC119658402|XP_037921719.1|HILL, LOC119658401|XP_037921717.1|HILL, LOC119658400|XP_037921716.1|HILL, LOC119657997|XP_037921144.1|HILL, LOC119658399|XP_037921715.1|HILL, LOC119657589|XP_037920496.1|HILL, LOC119656633|XP_037919001.1|HILL, LOC119656634|XP_037919002.1|HILL, LOC119656626|XP_037918994.1|HILL, LOC119656628|XP_037918996.1|HILL, LOC119656629|XP_037918997.1|HILL, LOC119656620|XP_037918988.1|HILL, LOC119656631|XP_037918999.1|HILL, LOC119656627|XP_037918995.1|HILL, LOC119656635|XP_037919003.1|HILL, LOC119656623|XP_037918990.1|HILL, LOC119656630|XP_037918998.1|HILL, LOC119656618|XP_037918986.1|HILL, LOC119656616|XP_037918984.1|HILL, LOC119656619|XP_037918987.1|HILL, LOC119657342|XP_037920142.1|HILL, LOC119653270|XP_037913820.1|HILL
OG0000056	LOC110191006|XP_020817383.1|DSER, LOC110191004|XP_020817381.1|DSER, LOC110191023|XP_020817399.1|DSER, LOC110191359|XP_020817866.1|DSER	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER, LOC110185668|XP_020810289.1|DSER, LOC110182841|XP_020806632.1|DSER	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC110178856|XP_020801778.1|DSER	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC110186504|XP_020811358.1|DSER	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC110182375|XP_020806074.1|DSER, LOC110182380|XP_020806081.1|DSER, LOC110182395|XP_020806094.1|DSER, LOC110182350|XP_020806049.1|DSER, LOC110182379|XP_020806080.1|DSER, LOC110182385|XP_020806085.1|DSER	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER, LOC110184769|XP_020809063.1|DSER, LOC110184767|XP_020809060.1|DSER, LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000064	LOC110187958|XP_020813135.1|DSER	LOC119655612|XP_037917507.1|HILL, LOC119646352|XP_037902716.1|HILL, LOC119650989|XP_037910184.1|HILL, LOC119646329|XP_037902684.1|HILL, LOC119652417|XP_037912466.1|HILL, LOC119654724|XP_037916178.1|HILL, LOC119646375|XP_037902742.1|HILL, LOC119652920|XP_037913239.1|HILL, LOC119655841|XP_037917885.1|HILL, LOC119654979|XP_037916604.1|HILL, LOC119648439|XP_037906120.1|HILL, LOC119659759|XP_037923948.1|HILL, LOC119659832|XP_037924054.1|HILL, LOC119652387|XP_037912416.1|HILL
OG0000064	LOC110187763|XP_020812885.1|DSER	LOC119651055|XP_037910312.1|HILL, LOC119655092|XP_037916726.1|HILL, LOC119648610|XP_037906308.1|HILL, LOC119656175|XP_037918449.1|HILL, LOC119648891|XP_037906716.1|HILL, LOC119653116|XP_037913569.1|HILL, LOC119649240|XP_037907232.1|HILL
OG0000067	LOC110177234|XP_020799524.1|DSER, LOC110176240|XP_020798198.1|DSER	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER, LOC110176239|XP_020798196.1|DSER	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC110191355|XP_020817861.1|DSER	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC110185266|XP_020809672.1|DSER, LOC110185265|XP_020809670.1|DSER, LOC110182060|XP_020805682.1|DSER, LOC110175923|XP_020797759.1|DSER	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER, LOC110182504|XP_020806211.1|DSER, LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER, LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC110179007|XP_020802002.1|DSER	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC110179838|XP_020803105.1|DSER, LOC110179839|XP_020803106.1|DSER, LOC110179837|XP_020803104.1|DSER	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC110181580|XP_020805035.1|DSER, LOC110181287|XP_020804670.1|DSER	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC110181570|XP_020805024.1|DSER	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC110176360|XP_020798348.1|DSER	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC110182177|XP_020805838.1|DSER, LOC110182195|XP_020805867.1|DSER	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC110188202|XP_020813458.1|DSER	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC110184734|XP_020809020.1|DSER, LOC110185176|XP_020809553.1|DSER	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC110190480|XP_020816651.1|DSER	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC110190499|XP_020816674.1|DSER	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC110190537|XP_020816745.1|DSER, LOC110190595|XP_020816847.1|DSER	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC110190420|XP_020816550.1|DSER	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC110181877|XP_020805462.1|DSER	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC110182629|XP_020806354.1|DSER	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC110189410|XP_020815129.1|DSER	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC110177149|XP_020799390.1|DSER	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC110176398|XP_020798389.1|DSER	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC110180108|XP_020803404.1|DSER, LOC110190038|XP_020816001.1|DSER, LOC110188466|XP_020813854.1|DSER, LOC110175994|XP_020797848.1|DSER, LOC110184416|XP_020808610.1|DSER	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER, LOC110187586|XP_020812632.1|DSER	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER, LOC110186649|XP_020811608.1|DSER	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC110187188|XP_020812250.1|DSER	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC110191132|XP_020817548.1|DSER, LOC110177382|XP_020799743.1|DSER, LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC110183364|XP_020807285.1|DSER	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC110178501|XP_020801310.1|DSER	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC110182637|XP_020806367.1|DSER	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC110182850|XP_020806645.1|DSER	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC110183207|XP_020807079.1|DSER	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC110185908|XP_020810581.1|DSER	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC110187344|XP_020812391.1|DSER	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC110189420|XP_020815137.1|DSER	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC110177136|XP_020799368.1|DSER	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC110188209|XP_020813497.1|DSER	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC110190534|XP_020816740.1|DSER	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC110191832|XP_020818460.1|DSER, LOC110190013|XP_020816009.1|DSER, LOC110189985|XP_020815933.1|DSER, LOC110178630|XP_020801475.1|DSER	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC110186300|XP_020811077.1|DSER	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC110183974|XP_020807988.1|DSER, LOC110187866|XP_020813010.1|DSER, LOC110187865|XP_020813009.1|DSER	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC110186678|XP_020811604.1|DSER, LOC110186502|XP_020811356.1|DSER, LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC110177009|XP_020799178.1|DSER	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC110184690|XP_020808961.1|DSER, LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC110181381|XP_020804769.1|DSER, LOC110185590|XP_020810184.1|DSER, LOC110186183|XP_020810901.1|DSER, LOC110181328|XP_020804706.1|DSER	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC110191273|XP_020817727.1|DSER	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC110180153|XP_020803462.1|DSER, LOC110180154|XP_020803466.1|DSER	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC110180130|XP_020803432.1|DSER	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC110181340|XP_020804722.1|DSER, LOC110186797|XP_020811736.1|DSER, LOC110180531|XP_020803864.1|DSER, LOC110179609|XP_020802865.1|DSER, LOC110180532|XP_020803865.1|DSER	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC110190009|XP_020815966.1|DSER, LOC110190010|XP_020815968.1|DSER, LOC110190014|XP_020815971.1|DSER, LOC110190012|XP_020815970.1|DSER, LOC110190011|XP_020815969.1|DSER, LOC110190008|XP_020815965.1|DSER	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC110190179|XP_020816186.1|DSER	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC110177925|XP_020800564.1|DSER	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC110188958|XP_020814556.1|DSER	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER, LOC110191485|XP_020818009.1|DSER	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC110188717|XP_020814187.1|DSER	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC110183736|XP_020807742.1|DSER, LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC110185918|XP_020810590.1|DSER, LOC110177255|XP_020799565.1|DSER, LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000108	LOC110177410|XP_020799826.1|DSER, LOC110180483|XP_020803827.1|DSER	LOC119657653|XP_037920603.1|HILL
OG0000109	LOC110183319|XP_020807224.1|DSER	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC110176728|XP_020798829.1|DSER	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC110176727|XP_020798828.1|DSER, LOC110176715|XP_020798814.1|DSER, LOC110176729|XP_020798830.1|DSER	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC110188760|XP_020814262.1|DSER	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000115	LOC110182509|XP_020806218.1|DSER	LOC119646439|XP_037902821.1|HILL
OG0000117	LOC110186010|XP_020810704.1|DSER, LOC110186011|XP_020810706.1|DSER, LOC110186013|XP_020810708.1|DSER, LOC110186015|XP_020810710.1|DSER	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER, LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER, LOC110188489|XP_020813877.1|DSER, LOC110188600|XP_020814022.1|DSER	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC110178156|XP_020800849.1|DSER	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC110180259|XP_020803574.1|DSER	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC110182279|XP_020805957.1|DSER, LOC110176072|XP_020797952.1|DSER, LOC110180765|XP_020804107.1|DSER, LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC110176794|XP_020798893.1|DSER, LOC110187886|XP_020813030.1|DSER, LOC110191836|XP_020818461.1|DSER, LOC110191837|XP_020818462.1|DSER	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC110187741|XP_020812858.1|DSER	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC110176345|XP_020798336.1|DSER, LOC110178520|XP_020801338.1|DSER	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER, LOC110188560|XP_020813977.1|DSER	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER, LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER, LOC110188473|XP_020813862.1|DSER	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
