Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0000077	LOC6739786|XP_016036667.1|DSIM	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC6735299|XP_002082259.1|DSIM, LOC6739023|XP_002085818.1|DSIM, LOC6727087|XP_002102484.1|DSIM, LOC6727351|XP_016040222.1|DSIM, LOC6726287|XP_002107248.2|DSIM	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC6730899|XP_016023328.1|DSIM, LOC6730900|XP_002078064.2|DSIM, LOC6730901|XP_002078065.1|DSIM, LOC27208402|XP_016023330.1|DSIM	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM, LOC6734800|XP_002081803.1|DSIM	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC6736307|XP_002083191.1|DSIM	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC6735734|XP_016029105.1|DSIM, LOC6729147|XP_002104468.1|DSIM, LOC6728152|XP_002103502.1|DSIM	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM	LOC119071144|XP_037031768.1|BCOP, LOC119066519|XP_037024932.1|BCOP, LOC119084806|XP_037050772.1|BCOP
OG0000083	LOC6731834|XP_002078969.1|DSIM	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC6735164|XP_016028449.1|DSIM	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC6733406|XP_039148680.1|DSIM	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC6735244|XP_002082217.1|DSIM	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC6731703|XP_002078839.2|DSIM	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC6732326|XP_002079454.1|DSIM, LOC6731729|XP_002078864.1|DSIM	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC6733235|XP_016026114.1|DSIM	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC6731877|XP_039147209.1|DSIM, LOC6737664|XP_016031426.1|DSIM, LOC6734839|XP_002081841.1|DSIM, LOC27206292|XP_016031427.1|DSIM	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC6727037|XP_002102435.1|DSIM, LOC6727103|XP_002102496.1|DSIM	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC6728738|XP_002104073.1|DSIM	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC6737468|XP_002084304.1|DSIM	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC6733740|XP_002080786.2|DSIM, LOC6733746|XP_016026706.1|DSIM, LOC6736772|XP_002083628.1|DSIM, LOC6736298|XP_016029779.1|DSIM	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC6730014|XP_016036778.1|DSIM	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC6732003|XP_016024679.1|DSIM, LOC6727564|XP_016034162.1|DSIM, LOC6727565|XP_016034164.1|DSIM	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC6729582|XP_002104890.2|DSIM, LOC6729585|XP_002104893.2|DSIM, LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC6731455|XP_016024109.1|DSIM	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC6725462|XP_002106478.1|DSIM, LOC27206936|XP_016028260.1|DSIM, LOC6734956|XP_002081950.1|DSIM	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC27206522|XP_039148883.1|DSIM, LOC6725499|XP_002106513.1|DSIM	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC6737538|XP_002084373.2|DSIM, LOC6726915|XP_002102317.1|DSIM	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC6732786|XP_016025498.1|DSIM, LOC6732455|XP_002079575.1|DSIM, LOC6728671|XP_016035335.1|DSIM, LOC6732853|XP_002079963.2|DSIM	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC6724926|XP_002105963.2|DSIM, LOC6724927|XP_002105964.2|DSIM	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC6724923|XP_016037782.1|DSIM	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC27207534|XP_016032499.1|DSIM, LOC27207047|XP_016032497.2|DSIM, LOC6738674|XP_016032493.2|DSIM, LOC120284835|XP_039150176.1|DSIM	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC6735023|XP_002082004.1|DSIM	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000102	LOC6735806|XP_002082719.1|DSIM	LOC119069719|XP_037029740.1|BCOP
OG0000103	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM, LOC6733940|XP_016026992.1|DSIM	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC6738313|XP_002085123.2|DSIM	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC6731627|XP_002078767.1|DSIM, LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM, LOC6728924|XP_002104252.1|DSIM, LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC6737135|XP_002083982.1|DSIM, LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM, LOC6737138|XP_002083985.1|DSIM	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000117	LOC6732271|XP_016024938.1|DSIM, LOC6732270|XP_002079399.2|DSIM, LOC27208966|XP_016024937.1|DSIM, LOC6732269|XP_002079398.1|DSIM	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC6731055|XP_039150598.1|DSIM, LOC6732291|XP_002079420.1|DSIM	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM, LOC6728691|XP_002104027.1|DSIM	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC6724797|XP_002105838.1|DSIM	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC6734025|XP_016027044.1|DSIM	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC6730645|XP_016023081.1|DSIM, LOC6725674|XP_016038931.1|DSIM, LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC6729834|XP_016036531.1|DSIM	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC6728310|XP_002103659.2|DSIM	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM, LOC6727118|XP_016033595.1|DSIM	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC6728271|XP_016034905.1|DSIM	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC6728063|XP_016034682.1|DSIM	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC6731882|XP_016024555.1|DSIM	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC6739695|XP_039150368.1|DSIM	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC6737058|XP_016030680.1|DSIM	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC27208920|XP_016038337.1|DSIM	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000138	LOC6728889|XP_002104222.2|DSIM, LOC6728890|XP_002104223.1|DSIM, LOC6728888|XP_002104221.2|DSIM, LOC27207568|XP_016035580.1|DSIM, LOC6728887|XP_002104220.2|DSIM	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC6739774|XP_016036532.1|DSIM	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC6729412|XP_016036060.2|DSIM	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC6740747|XP_016033059.1|DSIM	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC6725439|XP_039152649.1|DSIM	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC6738586|XP_002085390.1|DSIM	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC6738585|XP_002085389.2|DSIM	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC6728034|XP_016034649.1|DSIM	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC6725945|XP_016039294.1|DSIM	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC6732125|XP_002079257.2|DSIM	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC6730876|XP_016023300.1|DSIM	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC27208895|XP_016024272.1|DSIM	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC6731362|XP_002078516.2|DSIM, LOC6726522|XP_002107478.1|DSIM	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM, LOC27206855|XP_016031941.1|DSIM	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC120284218|XP_039148835.1|DSIM, LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC6739162|XP_039149829.1|DSIM	LOC119071737|XP_037032662.1|BCOP
OG0000159	LOC6738522|XP_002085328.2|DSIM	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM, LOC6731015|XP_016023502.1|DSIM	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000165	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM, LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC27207201|XP_016028816.1|DSIM	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC6735482|XP_002082421.1|DSIM, LOC6735481|XP_016028817.2|DSIM	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC6737345|XP_016031072.1|DSIM, LOC6737343|XP_002084181.1|DSIM, LOC27209018|XP_016031073.1|DSIM, LOC6737346|XP_002084184.1|DSIM, LOC6737344|XP_016031071.2|DSIM	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC6729334|XP_002104651.1|DSIM	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC27207558|XP_016031169.1|DSIM, LOC6728313|XP_002103662.1|DSIM	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC6732305|XP_039147991.1|DSIM	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC6731680|XP_039154479.1|DSIM	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC27208953|XP_039152349.1|DSIM	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC6736567|XP_016030152.1|DSIM	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC6735740|XP_016029110.1|DSIM, LOC6735737|XP_002082650.1|DSIM	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC6728524|XP_016035184.1|DSIM	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC6729686|XP_016036350.1|DSIM	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC6740497|XP_016039622.1|DSIM	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC6729924|XP_002105226.1|DSIM	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC27209289|XP_016031840.1|DSIM	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC6733762|XP_016026719.1|DSIM, LOC6734112|XP_016027125.2|DSIM	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC6732371|XP_016025021.1|DSIM	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC6726671|XP_002102082.2|DSIM	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC120285037|XP_039151314.1|DSIM	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM, LOC27206484|XP_039150846.1|DSIM, LOC27206152|XP_016026408.1|DSIM	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC27209397|XP_039153485.1|DSIM, LOC27209302|XP_016038841.1|DSIM	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC6725393|XP_016038445.1|DSIM	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC6728604|XP_002103945.1|DSIM, LOC6740155|XP_002077035.1|DSIM, LOC6740153|XP_002077034.2|DSIM	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC6730795|XP_039150946.1|DSIM	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC27206375|XP_016037541.1|DSIM	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC6725779|XP_039152424.1|DSIM	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC6733283|XP_039147301.1|DSIM, LOC6733284|XP_002080347.1|DSIM	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC6728478|XP_002103823.1|DSIM, LOC27209212|XP_016031686.1|DSIM, LOC6737916|XP_002084740.2|DSIM	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC6730872|XP_002078036.1|DSIM, LOC6730871|XP_002078035.1|DSIM, LOC6736531|XP_016030115.1|DSIM	LOC119066429|XP_037024804.1|BCOP
OG0000195	LOC6726483|XP_039153983.1|DSIM, LOC6735878|XP_002082788.1|DSIM	LOC119076914|XP_037039826.1|BCOP, LOC119076911|XP_037039824.1|BCOP, LOC119076913|XP_037039825.1|BCOP, LOC119076915|XP_037039827.1|BCOP
OG0000196	LOC6732595|XP_016025278.1|DSIM	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC6725972|XP_039153181.1|DSIM	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC120284207|XP_039153182.1|DSIM	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC27206332|XP_016039327.1|DSIM	LOC119074871|XP_037037089.1|BCOP
OG0000198	LOC6734267|XP_039148445.1|DSIM, LOC120284483|XP_039148824.1|DSIM, LOC6734577|XP_016027701.1|DSIM, LOC6733233|XP_016026112.1|DSIM	LOC119070667|XP_037030999.1|BCOP
OG0000200	LOC6730036|XP_016036801.1|DSIM, LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM, LOC6730037|XP_016036802.1|DSIM	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC6729184|XP_002104505.1|DSIM, LOC6729185|XP_016035832.1|DSIM	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC6727595|XP_016034192.1|DSIM	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC6737893|XP_002084721.2|DSIM, LOC6737892|XP_002084720.2|DSIM	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC6734918|XP_002081915.1|DSIM, LOC6734915|XP_016028186.1|DSIM, LOC6734917|XP_016028188.1|DSIM	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC6727949|XP_002103304.1|DSIM, LOC6727522|XP_002102902.1|DSIM	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC6736172|XP_002083072.1|DSIM	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC6732056|XP_002079188.1|DSIM	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC6736171|XP_002083071.1|DSIM	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC6736685|XP_002083541.1|DSIM, LOC6736686|XP_002083542.1|DSIM	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC6737831|XP_016031606.1|DSIM	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC6731411|XP_016024029.1|DSIM, LOC6731465|XP_002078616.1|DSIM, LOC6733007|XP_039147191.1|DSIM, LOC6731366|XP_016023970.1|DSIM, LOC6733286|XP_016026188.1|DSIM	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM, LOC6740015|XP_016038473.1|DSIM	LOC119068545|XP_037028059.1|BCOP
OG0000211	LOC6728351|XP_002103699.1|DSIM, LOC6737597|XP_002084429.1|DSIM	LOC119070444|XP_037030690.1|BCOP
OG0000211	LOC6728348|XP_016034972.1|DSIM	LOC119080746|XP_037045191.1|BCOP, LOC119080747|XP_037045192.1|BCOP, LOC119068351|XP_037027810.1|BCOP, LOC119082893|XP_037048450.1|BCOP, LOC119074430|XP_037036452.1|BCOP
OG0000212	LOC27206647|XP_016023995.1|DSIM, LOC6731375|XP_016023994.1|DSIM, LOC6732467|XP_002079587.1|DSIM	LOC119070818|XP_037031198.1|BCOP, LOC119084250|XP_037050047.1|BCOP, LOC119082469|XP_037047883.1|BCOP, LOC119073778|XP_037035344.1|BCOP, LOC119083560|XP_037049174.1|BCOP, LOC119085545|XP_037051859.1|BCOP, LOC119084832|XP_037050811.1|BCOP, LOC119070723|XP_037031071.1|BCOP, LOC119081951|XP_037047139.1|BCOP
OG0000213	LOC6738736|XP_016032549.1|DSIM, LOC6739267|XP_016025993.2|DSIM	LOC119077222|XP_037040297.1|BCOP, LOC119078161|XP_037041531.1|BCOP, LOC119072022|XP_037033035.1|BCOP, LOC119069082|XP_037028899.1|BCOP
