Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0000050	LOC6739122|XP_002085915.1|DSIM, LOC6739125|XP_002085918.1|DSIM, LOC6739124|XP_002085917.1|DSIM, LOC27208454|XP_016032970.1|DSIM, LOC6739126|XP_002085919.1|DSIM, LOC6739123|XP_016032971.1|DSIM	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC6728912|XP_016035601.1|DSIM	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC6728321|XP_002103670.1|DSIM	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000051	LOC6728085|XP_002103437.1|DSIM, LOC6728404|XP_039151489.1|DSIM	LOC120774683|XP_039960350.1|BTRY, LOC120766819|XP_039948463.1|BTRY, LOC120766441|XP_039947883.1|BTRY
OG0000052	LOC6728714|XP_002104050.1|DSIM, LOC6729302|XP_002104619.1|DSIM, LOC6728715|XP_016035378.1|DSIM, LOC6728716|XP_002104052.1|DSIM, LOC6728712|XP_002104048.2|DSIM, LOC6728713|XP_002104049.1|DSIM, LOC6735169|XP_016028453.1|DSIM, LOC6735168|XP_002082143.1|DSIM	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC6733546|XP_002080601.2|DSIM, LOC6733544|XP_016026500.1|DSIM	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC6733543|XP_002080598.2|DSIM	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC6733541|XP_002080596.2|DSIM	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC6733535|XP_002080590.2|DSIM	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC6727939|XP_039151973.1|DSIM	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC6727938|XP_016034544.1|DSIM, LOC6727936|XP_002103291.1|DSIM, LOC6727937|XP_016034543.1|DSIM	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000056	LOC6729191|XP_016035843.1|DSIM, LOC6729192|XP_016035844.1|DSIM, LOC6729193|XP_002104514.1|DSIM, LOC6729195|XP_002104516.1|DSIM, LOC6729194|XP_002104515.1|DSIM	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC6728632|XP_002103973.1|DSIM, LOC6728631|XP_016035267.1|DSIM	LOC120775660|XP_039961862.1|BTRY
OG0000058	LOC6735235|XP_016028557.1|DSIM, LOC6732889|XP_002079994.1|DSIM, LOC6735234|XP_002082207.1|DSIM, LOC6735232|XP_002082205.1|DSIM, LOC6731187|XP_002078346.1|DSIM, LOC6725215|XP_002106238.1|DSIM	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC6729758|XP_002105064.1|DSIM, LOC6729756|XP_002105062.1|DSIM, LOC6729755|XP_002105061.1|DSIM, LOC6729757|XP_002105063.1|DSIM, LOC6729753|XP_002105059.1|DSIM, LOC27207094|XP_016036447.1|DSIM, LOC6729751|XP_002105057.1|DSIM	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC6740094|XP_016039113.1|DSIM	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC27206381|XP_016037061.1|DSIM	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC6732437|XP_002079558.1|DSIM	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC6732439|XP_002079560.1|DSIM, LOC6732440|XP_002079561.1|DSIM	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC6740030|XP_002076916.1|DSIM, LOC6732805|XP_002079918.1|DSIM, LOC6726783|XP_002102191.1|DSIM, LOC6732806|XP_002079919.1|DSIM, LOC27208526|XP_016023428.1|DSIM, LOC27209077|XP_016023423.1|DSIM	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM, LOC6727841|XP_002103200.1|DSIM	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC27208797|XP_016031320.1|DSIM, LOC6737522|XP_002084358.1|DSIM, LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000065	LOC6728371|XP_002103719.1|DSIM, LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM, LOC6727792|XP_002103153.2|DSIM, LOC6727793|XP_016034382.1|DSIM	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC6725823|XP_002106819.2|DSIM, LOC6726978|XP_002102379.1|DSIM, LOC6729920|XP_002105222.1|DSIM, LOC6733106|XP_002080183.1|DSIM, LOC6727922|XP_002103277.1|DSIM, LOC6725614|XP_002106621.2|DSIM, LOC6735832|XP_002082742.1|DSIM	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC6736894|XP_016030541.1|DSIM	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC6733725|XP_016026693.1|DSIM	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC6736893|XP_002083746.1|DSIM	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC6726193|XP_016040252.1|DSIM	LOC120776119|XP_039962576.1|BTRY
OG0000070	LOC6731198|XP_002078357.1|DSIM	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC6724811|XP_016037593.1|DSIM	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC6731197|XP_016023746.1|DSIM, LOC6739846|XP_002076739.1|DSIM	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC6737960|XP_016031706.1|DSIM, LOC6737959|XP_039149304.1|DSIM, LOC6737961|XP_002084777.1|DSIM	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC6734771|XP_002081774.1|DSIM	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC6734779|XP_002081782.1|DSIM	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC6734773|XP_016027978.1|DSIM	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC6735060|XP_016028345.1|DSIM	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC27206379|XP_039153085.1|DSIM	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC6739755|XP_039150533.1|DSIM	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC6736960|XP_002083807.1|DSIM	LOC120778910|XP_039966891.1|BTRY
OG0000074	LOC27206301|XP_016032324.1|DSIM	LOC120776970|XP_039963997.1|BTRY
OG0000075	LOC6737413|XP_002084251.2|DSIM	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC6737412|XP_016031174.1|DSIM	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC6737410|XP_002084248.1|DSIM	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC6736800|XP_016030455.1|DSIM	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC6728433|XP_016035035.1|DSIM, LOC6728430|XP_016035033.1|DSIM	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC6726415|XP_002107372.3|DSIM	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC6735263|XP_002082233.1|DSIM	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC6728793|XP_002104128.1|DSIM	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC27208378|XP_016029441.1|DSIM	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC6739786|XP_016036667.1|DSIM	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC6735299|XP_002082259.1|DSIM, LOC6739023|XP_002085818.1|DSIM, LOC6727087|XP_002102484.1|DSIM, LOC6727351|XP_016040222.1|DSIM, LOC6726287|XP_002107248.2|DSIM	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC6730899|XP_016023328.1|DSIM, LOC6730900|XP_002078064.2|DSIM	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC6734800|XP_002081803.1|DSIM	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC6736307|XP_002083191.1|DSIM	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC6735734|XP_016029105.1|DSIM, LOC6729147|XP_002104468.1|DSIM	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC6728152|XP_002103502.1|DSIM	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM	LOC120768958|XP_039951686.1|BTRY
OG0000083	LOC6731834|XP_002078969.1|DSIM	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC6735164|XP_016028449.1|DSIM	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC6734690|XP_002081697.1|DSIM	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC6733406|XP_039148680.1|DSIM	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC6731703|XP_002078839.2|DSIM	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC6732326|XP_002079454.1|DSIM	LOC120772709|XP_039957394.1|BTRY, LOC120772832|XP_039957572.1|BTRY, LOC120772784|XP_039957501.1|BTRY, LOC120770617|XP_039954153.1|BTRY, LOC120770000|XP_039953024.1|BTRY, LOC120772666|XP_039957334.1|BTRY, LOC120770619|XP_039954154.1|BTRY, LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC6731729|XP_002078864.1|DSIM	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC6733235|XP_016026114.1|DSIM	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC6727037|XP_002102435.1|DSIM, LOC6727103|XP_002102496.1|DSIM	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC6737468|XP_002084304.1|DSIM	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC6733740|XP_002080786.2|DSIM	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC6733746|XP_016026706.1|DSIM	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC6736772|XP_002083628.1|DSIM	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000091	LOC6730014|XP_016036778.1|DSIM	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC6732003|XP_016024679.1|DSIM	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC6727564|XP_016034162.1|DSIM	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC6727565|XP_016034164.1|DSIM	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC6729582|XP_002104890.2|DSIM	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC6729585|XP_002104893.2|DSIM	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC6731455|XP_016024109.1|DSIM	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC6725499|XP_002106513.1|DSIM	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC6726915|XP_002102317.1|DSIM	LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC6732786|XP_016025498.1|DSIM, LOC6732455|XP_002079575.1|DSIM, LOC6728671|XP_016035335.1|DSIM	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC6732853|XP_002079963.2|DSIM	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC6724926|XP_002105963.2|DSIM	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC6724927|XP_002105964.2|DSIM	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC6724923|XP_016037782.1|DSIM	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC27207534|XP_016032499.1|DSIM	LOC120776874|XP_039963866.1|BTRY
OG0000101	LOC6738674|XP_016032493.2|DSIM	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC120284835|XP_039150176.1|DSIM	LOC120776632|XP_039963382.1|BTRY
OG0000102	LOC6735023|XP_002082004.1|DSIM	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC6733641|XP_016026602.1|DSIM	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC6733940|XP_016026992.1|DSIM	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC6738313|XP_002085123.2|DSIM	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC6731627|XP_002078767.1|DSIM	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC6728924|XP_002104252.1|DSIM	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC6735822|XP_002082732.2|DSIM, LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM, LOC6739496|XP_002076393.1|DSIM	LOC120770816|XP_039954328.1|BTRY
OG0000108	LOC120284850|XP_039150333.1|DSIM, LOC120285215|XP_039152117.1|DSIM, LOC120284823|XP_039150137.1|DSIM	LOC120781750|XP_039969915.1|BTRY
OG0000109	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC6737138|XP_002083985.1|DSIM	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC27206508|XP_016024716.1|DSIM	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC27206554|XP_016024717.1|DSIM	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC6729593|XP_002104901.1|DSIM	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC6732271|XP_016024938.1|DSIM	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC6732270|XP_002079399.2|DSIM	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC27208966|XP_016024937.1|DSIM	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC6732269|XP_002079398.1|DSIM	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC6731055|XP_039150598.1|DSIM	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC6732291|XP_002079420.1|DSIM	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC6728691|XP_002104027.1|DSIM	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC6724797|XP_002105838.1|DSIM	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC6734025|XP_016027044.1|DSIM	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC6734420|XP_002081440.1|DSIM	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC6725520|XP_002106533.1|DSIM	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC6730645|XP_016023081.1|DSIM	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC6725674|XP_016038931.1|DSIM	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC6729834|XP_016036531.1|DSIM	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC6728310|XP_002103659.2|DSIM	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC6732374|XP_016025028.1|DSIM	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC6727118|XP_016033595.1|DSIM	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC6735515|XP_016028855.1|DSIM	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC27207923|XP_016038346.1|DSIM	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC6728271|XP_016034905.1|DSIM	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC6727586|XP_002102965.1|DSIM	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC6728063|XP_016034682.1|DSIM	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC6725777|XP_002106776.1|DSIM, LOC6730564|XP_016023010.1|DSIM, LOC6731882|XP_016024555.1|DSIM	LOC120768520|XP_039951184.1|BTRY
OG0000136	LOC27207776|XP_016039307.2|DSIM	LOC120779767|XP_039968081.1|BTRY, LOC120782038|XP_039970128.1|BTRY, LOC120780498|XP_039968706.1|BTRY, LOC120781678|XP_039969833.1|BTRY, LOC120781414|XP_039969560.1|BTRY, LOC120768149|XP_039950644.1|BTRY, LOC120768618|XP_039951318.1|BTRY, LOC120768340|XP_039950927.1|BTRY, LOC120768800|XP_039951490.1|BTRY, LOC120768782|XP_039951475.1|BTRY, LOC120778245|XP_039965939.1|BTRY, LOC120780592|XP_039968785.1|BTRY, LOC120781818|XP_039969972.1|BTRY, LOC120781468|XP_039969628.1|BTRY, LOC120780326|XP_039968551.1|BTRY, LOC120781638|XP_039969802.1|BTRY, LOC120781457|XP_039969607.1|BTRY
OG0000137	LOC6739695|XP_039150368.1|DSIM	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC6737058|XP_016030680.1|DSIM	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC6737296|XP_016031007.1|DSIM	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC6729412|XP_016036060.2|DSIM	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC6725439|XP_039152649.1|DSIM	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC6738586|XP_002085390.1|DSIM	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC6728034|XP_016034649.1|DSIM	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC6725945|XP_016039294.1|DSIM	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC27207725|XP_016038719.1|DSIM	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC6732521|XP_002079640.1|DSIM	LOC120767329|XP_039949207.1|BTRY
OG0000145	LOC6732519|XP_002079638.2|DSIM	LOC120767331|XP_039949208.1|BTRY
OG0000145	LOC6732520|XP_002079639.1|DSIM	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC6732125|XP_002079257.2|DSIM	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC6726955|XP_002102357.1|DSIM	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC6726954|XP_002102356.1|DSIM	LOC120771587|XP_039955596.1|BTRY
OG0000148	LOC6730876|XP_016023300.1|DSIM	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC6731362|XP_002078516.2|DSIM	LOC120774421|XP_039959984.1|BTRY
OG0000149	LOC6726522|XP_002107478.1|DSIM	LOC120774650|XP_039960308.1|BTRY
OG0000150	LOC6740630|XP_016023047.2|DSIM, LOC27206529|XP_039151345.1|DSIM, LOC6730607|XP_002077786.1|DSIM, LOC27207898|XP_016023046.1|DSIM, LOC6730608|XP_002077787.2|DSIM, LOC6730609|XP_002077788.1|DSIM	LOC120767670|XP_039949776.1|BTRY
OG0000151	LOC6738805|XP_002085605.1|DSIM	LOC120776428|XP_039963015.1|BTRY
OG0000151	LOC6738810|XP_002085610.1|DSIM	LOC120776430|XP_039963017.1|BTRY
OG0000151	LOC6737742|XP_002084571.1|DSIM	LOC120776426|XP_039963012.1|BTRY
OG0000152	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC6728123|XP_016034743.1|DSIM	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY
OG0000153	LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM	LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM	LOC120781967|XP_039970078.1|BTRY
OG0000154	LOC27206855|XP_016031941.1|DSIM	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY
OG0000155	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
OG0000157	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM	LOC120771441|XP_039955380.1|BTRY, LOC120772567|XP_039957188.1|BTRY
OG0000158	LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM	LOC120778802|XP_039966738.1|BTRY, LOC120778186|XP_039965856.1|BTRY
