Orthogroup	DSIM.longest_only	DALB.longest_only
OG0000050	LOC6734037|XP_002081073.1|DSIM	LOC117567964|XP_034104164.1|DALB
OG0000050	LOC6739125|XP_002085918.1|DSIM	LOC117566525|XP_034101957.1|DALB
OG0000050	LOC6739124|XP_002085917.1|DSIM	LOC117566526|XP_034101958.1|DALB
OG0000050	LOC27208454|XP_016032970.1|DSIM	LOC117570483|XP_034108058.1|DALB
OG0000050	LOC6739126|XP_002085919.1|DSIM	LOC117569367|XP_034106390.1|DALB
OG0000051	LOC6728912|XP_016035601.1|DSIM	LOC117576304|XP_034116849.1|DALB
OG0000051	LOC6728321|XP_002103670.1|DSIM	LOC117573460|XP_034112573.1|DALB, LOC117574315|XP_034114017.1|DALB, LOC117574240|XP_034113845.1|DALB, LOC117574314|XP_034114015.1|DALB, LOC117574786|XP_034114633.1|DALB
OG0000051	LOC6728085|XP_002103437.1|DSIM, LOC6728404|XP_039151489.1|DSIM	LOC117576902|XP_034117931.1|DALB
OG0000052	LOC6728714|XP_002104050.1|DSIM, LOC6729302|XP_002104619.1|DSIM, LOC6728715|XP_016035378.1|DSIM, LOC6728716|XP_002104052.1|DSIM, LOC6728712|XP_002104048.2|DSIM, LOC6728713|XP_002104049.1|DSIM	LOC117576244|XP_034116756.1|DALB, LOC117576245|XP_034116757.1|DALB, LOC117576070|XP_034116497.1|DALB, LOC117576071|XP_034116498.1|DALB, LOC117576069|XP_034116496.1|DALB, LOC117575219|XP_034115236.1|DALB, LOC117576928|XP_034117962.1|DALB
OG0000052	LOC6735169|XP_016028453.1|DSIM	LOC117568864|XP_034105642.1|DALB, LOC117571307|XP_034109272.1|DALB, LOC117566592|XP_034102025.1|DALB, LOC117569133|XP_034106052.1|DALB, LOC117566590|XP_034102023.1|DALB, LOC117566591|XP_034102024.1|DALB, LOC117572296|XP_034110899.1|DALB
OG0000052	LOC6735168|XP_002082143.1|DSIM	LOC117572297|XP_034110900.1|DALB, LOC117566593|XP_034102026.1|DALB
OG0000053	LOC6733546|XP_002080601.2|DSIM	LOC117569597|XP_034106723.1|DALB
OG0000053	LOC6733544|XP_016026500.1|DSIM	LOC117569598|XP_034106724.1|DALB
OG0000053	LOC6733543|XP_002080598.2|DSIM	LOC117569609|XP_034106736.1|DALB
OG0000053	LOC6733541|XP_002080596.2|DSIM	LOC117569596|XP_034106722.1|DALB
OG0000053	LOC6733535|XP_002080590.2|DSIM	LOC117569600|XP_034106726.1|DALB
OG0000054	LOC6727939|XP_039151973.1|DSIM	LOC117575896|XP_034116230.1|DALB
OG0000054	LOC6727936|XP_002103291.1|DSIM, LOC6727937|XP_016034543.1|DSIM	LOC117575899|XP_034116231.1|DALB
OG0000055	LOC6730204|XP_002105489.1|DSIM	LOC117575962|XP_034116331.1|DALB, LOC117575960|XP_034116330.1|DALB
OG0000055	LOC6730202|XP_002105487.1|DSIM	LOC117574528|XP_034114281.1|DALB, LOC117574682|XP_034114479.1|DALB, LOC117575963|XP_034116332.1|DALB
OG0000056	LOC6729191|XP_016035843.1|DSIM	LOC117573870|XP_034113237.1|DALB
OG0000056	LOC6729193|XP_002104514.1|DSIM, LOC6729195|XP_002104516.1|DSIM, LOC6729194|XP_002104515.1|DSIM	LOC117573868|XP_034113236.1|DALB, LOC117573871|XP_034113238.1|DALB, LOC117576772|XP_034117714.1|DALB, LOC117573872|XP_034113239.1|DALB
OG0000056	LOC6728632|XP_002103973.1|DSIM, LOC6728631|XP_016035267.1|DSIM	LOC117565555|XP_034100612.1|DALB
OG0000058	LOC6735235|XP_016028557.1|DSIM, LOC6732889|XP_002079994.1|DSIM, LOC6735234|XP_002082207.1|DSIM, LOC6735232|XP_002082205.1|DSIM	LOC117563763|XP_034098158.1|DALB, LOC117564238|XP_034098822.1|DALB, LOC117564239|XP_034098823.1|DALB, LOC117563762|XP_034098157.1|DALB, LOC117563768|XP_034098166.1|DALB, LOC117563764|XP_034098159.1|DALB, LOC117563767|XP_034098165.1|DALB
OG0000058	LOC6731187|XP_002078346.1|DSIM	LOC117563761|XP_034098156.1|DALB, LOC117563760|XP_034098154.1|DALB
OG0000058	LOC6725215|XP_002106238.1|DSIM	LOC117570528|XP_034108128.1|DALB
OG0000059	LOC6729758|XP_002105064.1|DSIM	LOC117573843|XP_034113202.1|DALB
OG0000059	LOC6729756|XP_002105062.1|DSIM, LOC6729755|XP_002105061.1|DSIM	LOC117573838|XP_034113195.1|DALB
OG0000059	LOC6729757|XP_002105063.1|DSIM	LOC117573842|XP_034113201.1|DALB
OG0000059	LOC6729751|XP_002105057.1|DSIM	LOC117573841|XP_034113200.1|DALB, LOC117573840|XP_034113199.1|DALB, LOC117573839|XP_034113196.1|DALB
OG0000060	LOC6740094|XP_016039113.1|DSIM	LOC117568914|XP_034105715.1|DALB
OG0000060	LOC6732627|XP_002079746.2|DSIM	LOC117565380|XP_034100344.1|DALB
OG0000060	LOC27207681|XP_016033309.1|DSIM	LOC117576937|XP_034117973.1|DALB
OG0000060	LOC27206381|XP_016037061.1|DSIM	LOC117574003|XP_034113462.1|DALB
OG0000060	LOC6725775|XP_002106774.1|DSIM	LOC117577733|XP_034118527.1|DALB
OG0000060	LOC6730742|XP_002077910.1|DSIM	LOC117565160|XP_034100035.1|DALB
OG0000061	LOC6732437|XP_002079558.1|DSIM	LOC117564862|XP_034099701.1|DALB
OG0000061	LOC6732443|XP_002079564.1|DSIM	LOC117564863|XP_034099702.1|DALB, LOC117564865|XP_034099704.1|DALB
OG0000061	LOC6732439|XP_002079560.1|DSIM	LOC117564867|XP_034099707.1|DALB
OG0000061	LOC6732440|XP_002079561.1|DSIM	LOC117564866|XP_034099705.1|DALB
OG0000062	LOC6740030|XP_002076916.1|DSIM	LOC117578033|XP_034119036.1|DALB
OG0000062	LOC6732805|XP_002079918.1|DSIM, LOC6726783|XP_002102191.1|DSIM, LOC6732806|XP_002079919.1|DSIM	LOC117578240|XP_034119548.1|DALB
OG0000062	LOC27208526|XP_016023428.1|DSIM, LOC27209077|XP_016023423.1|DSIM	LOC117564777|XP_034099566.1|DALB
OG0000063	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM, LOC6727841|XP_002103200.1|DSIM	LOC117576847|XP_034117829.1|DALB, LOC117576848|XP_034117831.1|DALB, LOC117576846|XP_034117828.1|DALB
OG0000063	LOC27208797|XP_016031320.1|DSIM	LOC117569666|XP_034106803.1|DALB
OG0000063	LOC6737522|XP_002084358.1|DSIM	LOC117568515|XP_034105107.1|DALB
OG0000063	LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM	LOC117569663|XP_034106801.1|DALB, LOC117570642|XP_034108303.1|DALB
OG0000065	LOC6728371|XP_002103719.1|DSIM	LOC117573742|XP_034113011.1|DALB, LOC117576240|XP_034116748.1|DALB
OG0000065	LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM, LOC6727792|XP_002103153.2|DSIM, LOC6727793|XP_016034382.1|DSIM	LOC117574829|XP_034114692.1|DALB, LOC117567609|XP_034103589.1|DALB, LOC117573376|XP_034112404.1|DALB, LOC117572676|XP_034111597.1|DALB, LOC117567608|XP_034103588.1|DALB
OG0000066	LOC6726978|XP_002102379.1|DSIM, LOC6729920|XP_002105222.1|DSIM	LOC117567134|XP_034102839.1|DALB
OG0000066	LOC6733106|XP_002080183.1|DSIM	LOC117563421|XP_034097647.1|DALB
OG0000066	LOC6727922|XP_002103277.1|DSIM	LOC117576204|XP_034116688.1|DALB
OG0000066	LOC6725614|XP_002106621.2|DSIM	LOC117567332|XP_034103141.1|DALB
OG0000066	LOC6735832|XP_002082742.1|DSIM	LOC117570386|XP_034107886.1|DALB
OG0000067	LOC6727258|XP_016033773.1|DSIM	LOC117576940|XP_034117988.1|DALB
OG0000067	LOC6736894|XP_016030541.1|DSIM	LOC117569520|XP_034106607.1|DALB
OG0000067	LOC6733725|XP_016026693.1|DSIM	LOC117570140|XP_034107497.1|DALB
OG0000067	LOC6736893|XP_002083746.1|DSIM	LOC117569519|XP_034106606.1|DALB
OG0000067	LOC6738999|XP_016032827.1|DSIM	LOC117570707|XP_034108403.1|DALB
OG0000068	LOC6738497|XP_016032344.1|DSIM	LOC117575545|XP_034115693.1|DALB
OG0000068	LOC6735356|XP_016028689.1|DSIM	LOC117566789|XP_034102222.1|DALB
OG0000068	LOC6726193|XP_016040252.1|DSIM	LOC117563644|XP_034097948.1|DALB
OG0000070	LOC6731198|XP_002078357.1|DSIM	LOC117564516|XP_034099227.1|DALB, LOC117564519|XP_034099229.1|DALB
OG0000070	LOC6724811|XP_016037593.1|DSIM	LOC117575370|XP_034115434.1|DALB
OG0000070	LOC6731197|XP_016023746.1|DSIM	LOC117564518|XP_034099228.1|DALB
OG0000070	LOC6739846|XP_002076739.1|DSIM	LOC117564520|XP_034099230.1|DALB
OG0000071	LOC6737710|XP_039150099.1|DSIM	LOC117572590|XP_034111368.1|DALB
OG0000071	LOC6737960|XP_016031706.1|DSIM	LOC117570623|XP_034108276.1|DALB
OG0000071	LOC6737961|XP_002084777.1|DSIM	LOC117566528|XP_034101960.1|DALB
OG0000072	LOC6734771|XP_002081774.1|DSIM	LOC117566569|XP_034102002.1|DALB, LOC117567900|XP_034104064.1|DALB
OG0000072	LOC6734773|XP_016027978.1|DSIM	LOC117570917|XP_034108716.1|DALB
OG0000073	LOC6735060|XP_016028345.1|DSIM	LOC117572206|XP_034110763.1|DALB
OG0000073	LOC27206379|XP_039153085.1|DSIM	LOC117576610|XP_034117406.1|DALB
OG0000073	LOC6739755|XP_039150533.1|DSIM	LOC117575585|XP_034115743.1|DALB
OG0000074	LOC6736960|XP_002083807.1|DSIM	LOC117570160|XP_034107519.1|DALB, LOC117571484|XP_034109540.1|DALB, LOC117571440|XP_034109474.1|DALB
OG0000074	LOC27206301|XP_016032324.1|DSIM	LOC117570586|XP_034108221.1|DALB
OG0000075	LOC6737411|XP_016031172.1|DSIM	LOC117568212|XP_034104575.1|DALB
OG0000075	LOC6737413|XP_002084251.2|DSIM	LOC117568439|XP_034104998.1|DALB
OG0000075	LOC6737412|XP_016031174.1|DSIM	LOC117568441|XP_034105000.1|DALB
OG0000075	LOC6737410|XP_002084248.1|DSIM	LOC117568217|XP_034104582.1|DALB
OG0000076	LOC6736800|XP_016030455.1|DSIM	LOC117567636|XP_034103628.1|DALB
OG0000076	LOC6726415|XP_002107372.3|DSIM	LOC117577756|XP_034118557.1|DALB
OG0000076	LOC120285241|XP_039152396.1|DSIM, LOC6726417|XP_039154080.1|DSIM, LOC120285274|XP_039152667.1|DSIM	LOC117577826|XP_034118655.1|DALB
OG0000077	LOC6735263|XP_002082233.1|DSIM	LOC117569813|XP_034107023.1|DALB
OG0000077	LOC6728793|XP_002104128.1|DSIM	LOC117576948|XP_034117997.1|DALB
OG0000077	LOC27208378|XP_016029441.1|DSIM	LOC117567769|XP_034103852.1|DALB
OG0000077	LOC6739786|XP_016036667.1|DSIM	LOC117573885|XP_034113262.1|DALB
OG0000078	LOC6735299|XP_002082259.1|DSIM	LOC117570798|XP_034108545.1|DALB, LOC117567009|XP_034102585.1|DALB, LOC117571141|XP_034109034.1|DALB, LOC117570994|XP_034108834.1|DALB
OG0000078	LOC6739023|XP_002085818.1|DSIM	LOC117567346|XP_034103163.1|DALB
OG0000078	LOC6727087|XP_002102484.1|DSIM	LOC117575907|XP_034116242.1|DALB
OG0000078	LOC6727351|XP_016040222.1|DSIM	LOC117577833|XP_034118665.1|DALB
OG0000078	LOC6726287|XP_002107248.2|DSIM	LOC117578297|XP_034119631.1|DALB
OG0000079	LOC6730899|XP_016023328.1|DSIM	LOC117564795|XP_034099607.1|DALB
OG0000079	LOC6730900|XP_002078064.2|DSIM	LOC117565282|XP_034100202.1|DALB
OG0000079	LOC6730901|XP_002078065.1|DSIM	LOC117564408|XP_034099031.1|DALB
OG0000080	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM	LOC117571068|XP_034108929.1|DALB
OG0000080	LOC6734800|XP_002081803.1|DSIM	LOC117568685|XP_034105383.1|DALB
OG0000081	LOC6736307|XP_002083191.1|DSIM	LOC117570943|XP_034108767.1|DALB
OG0000082	LOC6735734|XP_016029105.1|DSIM	LOC117570745|XP_034108457.1|DALB, LOC117570413|XP_034107930.1|DALB
OG0000082	LOC6729147|XP_002104468.1|DSIM	LOC117573753|XP_034113028.1|DALB, LOC117573752|XP_034113027.1|DALB
OG0000082	LOC6728152|XP_002103502.1|DSIM	LOC117575543|XP_034115688.1|DALB
OG0000083	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM	LOC117570126|XP_034107481.1|DALB
OG0000084	LOC6735164|XP_016028449.1|DSIM	LOC117569126|XP_034106037.1|DALB
OG0000084	LOC6734690|XP_002081697.1|DSIM	LOC117571981|XP_034110380.1|DALB
OG0000086	LOC6735244|XP_002082217.1|DSIM	LOC117571181|XP_034109101.1|DALB, LOC117571177|XP_034109095.1|DALB
OG0000087	LOC6731703|XP_002078839.2|DSIM	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC6732326|XP_002079454.1|DSIM	LOC117563519|XP_034097786.1|DALB
OG0000087	LOC6731729|XP_002078864.1|DSIM	LOC117564649|XP_034099401.1|DALB
OG0000088	LOC6733235|XP_016026114.1|DSIM	LOC117568126|XP_034104421.1|DALB
OG0000088	LOC6731877|XP_039147209.1|DSIM	LOC117563949|XP_034098412.1|DALB
OG0000088	LOC6737664|XP_016031426.1|DSIM	LOC117568293|XP_034104704.1|DALB
OG0000088	LOC6734839|XP_002081841.1|DSIM	LOC117571658|XP_034109787.1|DALB, LOC117571657|XP_034109785.1|DALB
OG0000088	LOC27206292|XP_016031427.1|DSIM	LOC117568558|XP_034105177.1|DALB
OG0000089	LOC6727037|XP_002102435.1|DSIM	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC6728738|XP_002104073.1|DSIM	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC6737468|XP_002084304.1|DSIM	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC6733740|XP_002080786.2|DSIM	LOC117570152|XP_034107510.1|DALB
OG0000090	LOC6733746|XP_016026706.1|DSIM	LOC117570045|XP_034107362.1|DALB
OG0000090	LOC6736772|XP_002083628.1|DSIM	LOC117571453|XP_034109491.1|DALB
OG0000090	LOC6736298|XP_016029779.1|DSIM	LOC117571773|XP_034110022.1|DALB
OG0000091	LOC6730014|XP_016036778.1|DSIM	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC6732003|XP_016024679.1|DSIM	LOC117564850|XP_034099676.1|DALB
OG0000091	LOC6727564|XP_016034162.1|DSIM	LOC117576271|XP_034116807.1|DALB
OG0000091	LOC6727565|XP_016034164.1|DSIM	LOC117576270|XP_034116806.1|DALB
OG0000092	LOC6729582|XP_002104890.2|DSIM	LOC117573726|XP_034112987.1|DALB, LOC117573725|XP_034112986.1|DALB
OG0000092	LOC6729585|XP_002104893.2|DSIM	LOC117573342|XP_034112343.1|DALB
OG0000092	LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM	LOC117573728|XP_034112989.1|DALB
OG0000093	LOC6731455|XP_016024109.1|DSIM	LOC117566120|XP_034101486.1|DALB
OG0000093	LOC6725462|XP_002106478.1|DSIM, LOC27206936|XP_016028260.1|DSIM, LOC6734956|XP_002081950.1|DSIM	LOC117572473|XP_034111211.1|DALB
OG0000093	LOC6725499|XP_002106513.1|DSIM	LOC117571868|XP_034110194.1|DALB
OG0000094	LOC6737538|XP_002084373.2|DSIM	LOC117569967|XP_034107235.1|DALB
OG0000094	LOC6726915|XP_002102317.1|DSIM	LOC117573441|XP_034112552.1|DALB
OG0000096	LOC6732786|XP_016025498.1|DSIM	LOC117576098|XP_034116547.1|DALB
OG0000096	LOC6732455|XP_002079575.1|DSIM	LOC117576097|XP_034116544.1|DALB
OG0000096	LOC6728671|XP_016035335.1|DSIM	LOC117576096|XP_034116543.1|DALB
OG0000096	LOC6732853|XP_002079963.2|DSIM	LOC117564095|XP_034098634.1|DALB
OG0000097	LOC27207237|XP_016032392.1|DSIM, LOC27208359|XP_016032391.1|DSIM, LOC27208790|XP_016032388.1|DSIM, LOC27207702|XP_016032389.1|DSIM	LOC117571330|XP_034109312.1|DALB
OG0000098	LOC6728369|XP_002103717.1|DSIM	LOC117573741|XP_034113010.1|DALB, LOC117570996|XP_034108836.1|DALB, LOC117574633|XP_034114420.1|DALB, LOC117574635|XP_034114423.1|DALB
OG0000099	LOC6724926|XP_002105963.2|DSIM	LOC117570575|XP_034108208.1|DALB, LOC117570574|XP_034108207.1|DALB
OG0000099	LOC6724927|XP_002105964.2|DSIM	LOC117567580|XP_034103552.1|DALB
OG0000099	LOC6724923|XP_016037782.1|DSIM	LOC117577441|XP_034118229.1|DALB
OG0000100	LOC27209016|XP_016028054.1|DSIM	LOC117569898|XP_034107130.1|DALB
OG0000100	LOC6729668|XP_002104974.2|DSIM	LOC117574748|XP_034114579.1|DALB
OG0000100	LOC6728116|XP_002103467.2|DSIM	LOC117576656|XP_034117500.1|DALB, LOC117575927|XP_034116277.1|DALB
OG0000100	LOC6728117|XP_002103468.1|DSIM	LOC117575926|XP_034116275.1|DALB
OG0000100	LOC6728118|XP_002103469.1|DSIM	LOC117565539|XP_034100578.1|DALB
OG0000101	LOC6738674|XP_016032493.2|DSIM	LOC117569034|XP_034105922.1|DALB
OG0000102	LOC6735023|XP_002082004.1|DSIM	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC6733641|XP_016026602.1|DSIM	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB
OG0000103	LOC27207409|XP_016032345.1|DSIM	LOC117572313|XP_034110935.1|DALB
OG0000103	LOC6733940|XP_016026992.1|DSIM	LOC117567293|XP_034103057.1|DALB
OG0000104	LOC6738313|XP_002085123.2|DSIM	LOC117567936|XP_034104117.1|DALB
OG0000104	LOC6731627|XP_002078767.1|DSIM	LOC117565234|XP_034100132.1|DALB
OG0000104	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM	LOC117572065|XP_034110536.1|DALB
OG0000105	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB
OG0000105	LOC6728924|XP_002104252.1|DSIM	LOC117576159|XP_034116625.1|DALB
OG0000105	LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM	LOC117576833|XP_034117801.1|DALB
OG0000107	LOC6735822|XP_002082732.2|DSIM, LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM, LOC6739496|XP_002076393.1|DSIM	LOC117566487|XP_034101911.1|DALB, LOC117566791|XP_034102225.1|DALB, LOC117566790|XP_034102224.1|DALB
OG0000109	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC27208206|XP_016024529.1|DSIM	LOC117564337|XP_034098933.1|DALB
OG0000110	LOC6737135|XP_002083982.1|DSIM	LOC117571418|XP_034109449.1|DALB
OG0000110	LOC6737136|XP_002083983.2|DSIM	LOC117572446|XP_034111168.1|DALB
OG0000110	LOC6737137|XP_002083984.1|DSIM	LOC117571419|XP_034109450.1|DALB
OG0000110	LOC6737138|XP_002083985.1|DSIM	LOC117571412|XP_034109441.1|DALB
OG0000111	LOC6735301|XP_002082261.1|DSIM	LOC117568704|XP_034105408.1|DALB
OG0000111	LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM	LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM	LOC117565393|XP_034100371.1|DALB
OG0000112	LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM	LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000113	LOC6734348|XP_002081369.1|DSIM	LOC117568015|XP_034104233.1|DALB
OG0000114	LOC27208211|XP_016024714.1|DSIM, LOC27207189|XP_016024713.1|DSIM, LOC27207795|XP_016024715.1|DSIM	LOC117563970|XP_034098449.1|DALB
OG0000114	LOC27206508|XP_016024716.1|DSIM	LOC117563969|XP_034098448.1|DALB
OG0000116	LOC6729593|XP_002104901.1|DSIM	LOC117574278|XP_034113920.1|DALB
OG0000116	LOC6729599|XP_016036240.1|DSIM	LOC117575289|XP_034115324.1|DALB, LOC117575290|XP_034115326.1|DALB
OG0000116	LOC6729595|XP_002104903.1|DSIM	LOC117574279|XP_034113921.1|DALB
OG0000117	LOC6732271|XP_016024938.1|DSIM	LOC117565743|XP_034100882.1|DALB
OG0000117	LOC6732270|XP_002079399.2|DSIM	LOC117565744|XP_034100883.1|DALB
OG0000117	LOC27208966|XP_016024937.1|DSIM	LOC117565747|XP_034100885.1|DALB
OG0000117	LOC6732269|XP_002079398.1|DSIM	LOC117565748|XP_034100886.1|DALB
OG0000118	LOC6731055|XP_039150598.1|DSIM	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB
OG0000118	LOC6732291|XP_002079420.1|DSIM	LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB
OG0000119	LOC6728692|XP_002104028.2|DSIM	LOC117573918|XP_034113322.1|DALB
OG0000119	LOC6728690|XP_016035360.2|DSIM	LOC117575301|XP_034115342.1|DALB
OG0000119	LOC6728691|XP_002104027.1|DSIM	LOC117574706|XP_034114510.1|DALB
OG0000120	LOC6734025|XP_016027044.1|DSIM	LOC117567543|XP_034103482.1|DALB
OG0000120	LOC6734420|XP_002081440.1|DSIM	LOC117569372|XP_034106394.1|DALB
OG0000121	LOC6728083|XP_002103435.1|DSIM	LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB
OG0000121	LOC6728081|XP_002103433.1|DSIM, LOC6728082|XP_002103434.1|DSIM	LOC117576173|XP_034116649.1|DALB
OG0000122	LOC6730645|XP_016023081.1|DSIM	LOC117563285|XP_034097414.1|DALB
OG0000122	LOC6725674|XP_016038931.1|DSIM	LOC117573903|XP_034113305.1|DALB
OG0000122	LOC6733724|XP_039148554.1|DSIM	LOC117570141|XP_034107498.1|DALB
OG0000122	LOC6730941|XP_039154462.1|DSIM	LOC117565066|XP_034099905.1|DALB
OG0000123	LOC6736097|XP_002082998.1|DSIM	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB
OG0000123	LOC6726984|XP_002102385.2|DSIM	LOC117574507|XP_034114251.1|DALB
OG0000124	LOC6733578|XP_002080632.2|DSIM, LOC6733588|XP_016026546.1|DSIM	LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB
OG0000125	LOC6729834|XP_016036531.1|DSIM	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC6728310|XP_002103659.2|DSIM	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC6734770|XP_002081773.1|DSIM	LOC117571229|XP_034109167.1|DALB
OG0000125	LOC6734769|XP_002081772.2|DSIM	LOC117567335|XP_034103145.1|DALB
OG0000126	LOC6732374|XP_016025028.1|DSIM	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM	LOC117574862|XP_034114769.1|DALB
OG0000127	LOC6727119|XP_002102512.1|DSIM	LOC117575877|XP_034116206.1|DALB
OG0000127	LOC6727118|XP_016033595.1|DSIM	LOC117575878|XP_034116207.1|DALB
OG0000128	LOC6735515|XP_016028855.1|DSIM	LOC117571995|XP_034110397.1|DALB
OG0000128	LOC6727189|XP_039151032.1|DSIM	LOC117571994|XP_034110395.1|DALB
OG0000129	LOC27207923|XP_016038346.1|DSIM	LOC117577997|XP_034118986.1|DALB
OG0000129	LOC6737662|XP_016031425.1|DSIM	LOC117571227|XP_034109165.1|DALB
OG0000129	LOC27209404|XP_016024417.1|DSIM	LOC117571277|XP_034109231.1|DALB
OG0000129	LOC27208978|XP_016038348.1|DSIM	LOC117577996|XP_034118985.1|DALB
OG0000130	LOC6736999|XP_002083846.2|DSIM	LOC117569356|XP_034106380.1|DALB
OG0000130	LOC6736995|XP_002083842.1|DSIM	LOC117572760|XP_034111736.1|DALB
OG0000130	LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM	LOC117569352|XP_034106375.1|DALB
OG0000131	LOC6728271|XP_016034905.1|DSIM	LOC117573955|XP_034113385.1|DALB
OG0000132	LOC6732065|XP_002079197.1|DSIM	LOC117564930|XP_034099775.1|DALB
OG0000132	LOC6727586|XP_002102965.1|DSIM	LOC117576685|XP_034117572.1|DALB
OG0000134	LOC6728063|XP_016034682.1|DSIM	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC6725777|XP_002106776.1|DSIM	LOC117570061|XP_034107390.1|DALB
OG0000134	LOC6731882|XP_016024555.1|DSIM	LOC117564459|XP_034099134.1|DALB
OG0000136	LOC27207776|XP_016039307.2|DSIM	LOC117577272|XP_034118147.1|DALB, LOC117577273|XP_034118148.1|DALB, LOC117577411|XP_034118211.1|DALB
OG0000137	LOC6739695|XP_039150368.1|DSIM	LOC117573629|XP_034112821.1|DALB
OG0000137	LOC6737058|XP_016030680.1|DSIM	LOC117566965|XP_034102511.1|DALB
OG0000138	LOC6728888|XP_002104221.2|DSIM	LOC117573291|XP_034112285.1|DALB
OG0000138	LOC27207568|XP_016035580.1|DSIM	LOC117574048|XP_034113540.1|DALB
OG0000138	LOC6728887|XP_002104220.2|DSIM	LOC117573290|XP_034112283.1|DALB
OG0000140	LOC6739774|XP_016036532.1|DSIM	LOC117576114|XP_034116562.1|DALB
OG0000141	LOC6737296|XP_016031007.1|DSIM	LOC117568469|XP_034105045.1|DALB
OG0000141	LOC6737295|XP_002084135.1|DSIM	LOC117568470|XP_034105047.1|DALB
OG0000141	LOC6737294|XP_002084134.2|DSIM	LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC6729412|XP_016036060.2|DSIM	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC6740747|XP_016033059.1|DSIM	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC6725439|XP_039152649.1|DSIM	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC6738586|XP_002085390.1|DSIM	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC6738585|XP_002085389.2|DSIM	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC6728034|XP_016034649.1|DSIM	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC6725945|XP_016039294.1|DSIM	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC27207725|XP_016038719.1|DSIM	LOC117573665|XP_034112888.1|DALB
OG0000145	LOC6732521|XP_002079640.1|DSIM	LOC117565133|XP_034099995.1|DALB
