Orthogroup	DSIM.longest_only	ASTE.longest_only
OG0000122	LOC6730645|XP_016023081.1|DSIM, LOC6725674|XP_016038931.1|DSIM, LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM	LOC118502484|XP_035890608.1|ASTE
OG0000123	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM	LOC118506463|XP_035899530.1|ASTE
OG0000125	LOC6729834|XP_016036531.1|DSIM	LOC118502975|XP_035891640.1|ASTE
OG0000125	LOC6728310|XP_002103659.2|DSIM	LOC118511794|XP_035911255.1|ASTE
OG0000126	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM	LOC118510666|XP_035908699.1|ASTE
OG0000127	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM, LOC6727118|XP_016033595.1|DSIM	LOC118506630|XP_035899894.1|ASTE, LOC118506629|XP_035899892.1|ASTE
OG0000128	LOC6735515|XP_016028855.1|DSIM, LOC6735513|XP_016028854.1|DSIM, LOC6727189|XP_039151032.1|DSIM	LOC118516915|XP_035918646.1|ASTE, LOC118509094|XP_035905138.1|ASTE
OG0000129	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM	LOC118506636|XP_035899907.1|ASTE
OG0000130	LOC6736999|XP_002083846.2|DSIM, LOC6736995|XP_002083842.1|DSIM, LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM	LOC118507218|XP_035901212.1|ASTE
OG0000132	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM	LOC118503160|XP_035892014.1|ASTE, LOC118502510|XP_035890646.1|ASTE
OG0000134	LOC6728063|XP_016034682.1|DSIM	LOC118502732|XP_035891190.1|ASTE
OG0000134	LOC6731882|XP_016024555.1|DSIM	LOC118514038|XP_035916413.1|ASTE
OG0000136	LOC27207776|XP_016039307.2|DSIM	LOC118508846|XP_035904490.1|ASTE, LOC118504821|XP_035895720.1|ASTE
OG0000137	LOC6739695|XP_039150368.1|DSIM	LOC118507552|XP_035902026.1|ASTE
OG0000137	LOC6737058|XP_016030680.1|DSIM	LOC118511893|XP_035911416.1|ASTE, LOC118512768|XP_035913566.1|ASTE, LOC118516694|XP_035918532.1|ASTE, LOC118516358|XP_035918086.1|ASTE
OG0000137	LOC27208920|XP_016038337.1|DSIM	LOC118509389|XP_035905827.1|ASTE
OG0000140	LOC6739774|XP_016036532.1|DSIM	LOC118512572|XP_035913082.1|ASTE, LOC118512573|XP_035913084.1|ASTE, LOC118512574|XP_035913086.1|ASTE, LOC118512579|XP_035913100.1|ASTE, LOC118512272|XP_035912354.1|ASTE
OG0000141	LOC6737298|XP_002084138.1|DSIM, LOC6737296|XP_016031007.1|DSIM, LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM	LOC118513164|XP_035914504.1|ASTE
OG0000142	LOC6729412|XP_016036060.2|DSIM	LOC118504509|XP_035894932.1|ASTE
OG0000142	LOC6740747|XP_016033059.1|DSIM	LOC118513535|XP_035915303.1|ASTE
OG0000142	LOC6725439|XP_039152649.1|DSIM	LOC118517327|XP_035919203.1|ASTE
OG0000143	LOC6738586|XP_002085390.1|DSIM	LOC118512636|XP_035913225.1|ASTE
OG0000143	LOC6738585|XP_002085389.2|DSIM	LOC118508535|XP_035904305.1|ASTE, LOC118508252|XP_035903758.1|ASTE, LOC118506266|XP_035899062.1|ASTE, LOC118506267|XP_035899063.1|ASTE
OG0000144	LOC6728034|XP_016034649.1|DSIM	LOC118504520|XP_035894945.1|ASTE
OG0000144	LOC6725945|XP_016039294.1|DSIM	LOC118517574|XP_035919714.1|ASTE
OG0000144	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM	LOC118514648|XP_035917567.1|ASTE, LOC118514649|XP_035917570.1|ASTE
OG0000145	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM	LOC118513794|XP_035915873.1|ASTE, LOC118513795|XP_035915874.1|ASTE
OG0000147	LOC6732125|XP_002079257.2|DSIM	LOC118509851|XP_035906945.1|ASTE
OG0000147	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM	LOC118505553|XP_035897399.1|ASTE, LOC118505551|XP_035897397.1|ASTE
OG0000148	LOC6730876|XP_016023300.1|DSIM	LOC118503637|XP_035893028.1|ASTE
OG0000148	LOC27208895|XP_016024272.1|DSIM	LOC118509198|XP_035905361.1|ASTE, LOC118517263|XP_035919130.1|ASTE, LOC118513557|XP_035915372.1|ASTE
OG0000149	LOC6731362|XP_002078516.2|DSIM, LOC6726522|XP_002107478.1|DSIM	LOC118507680|XP_035902367.1|ASTE
OG0000152	LOC6729998|XP_002105292.1|DSIM, LOC6729300|XP_002104617.1|DSIM, LOC6729999|XP_016036765.1|DSIM, LOC27206197|XP_039151544.1|DSIM, LOC6730000|XP_016036767.1|DSIM	LOC118513581|XP_035915437.1|ASTE, LOC118515234|XP_035917812.1|ASTE
OG0000153	LOC6728123|XP_016034743.1|DSIM, LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM	LOC118505122|XP_035896329.1|ASTE
OG0000154	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM, LOC27206855|XP_016031941.1|DSIM	LOC118503656|XP_035893072.1|ASTE, LOC118503653|XP_035893066.1|ASTE
OG0000155	LOC6737150|XP_002083997.1|DSIM, LOC27206885|XP_039149275.1|DSIM, LOC6737146|XP_002083993.2|DSIM	LOC118507321|XP_035901601.1|ASTE
OG0000157	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM, LOC6733590|XP_002080644.1|DSIM	LOC118509510|XP_035906089.1|ASTE, LOC118509511|XP_035906090.1|ASTE
OG0000158	LOC120284218|XP_039148835.1|DSIM, LOC6737096|XP_002083943.2|DSIM, LOC6737097|XP_002083944.2|DSIM	LOC118508367|XP_035903982.1|ASTE, LOC118508366|XP_035903980.1|ASTE, LOC118504516|XP_035894941.1|ASTE, LOC118504508|XP_035894931.1|ASTE
OG0000159	LOC6739162|XP_039149829.1|DSIM	LOC118516537|XP_035918374.1|ASTE, LOC118506076|XP_035898635.1|ASTE, LOC118516538|XP_035918375.1|ASTE, LOC118506072|XP_035898627.1|ASTE
OG0000159	LOC6738522|XP_002085328.2|DSIM, LOC6738134|XP_016031967.1|DSIM	LOC118516533|XP_035918367.1|ASTE, LOC118506074|XP_035898629.1|ASTE
OG0000160	LOC6728996|XP_002104317.1|DSIM, LOC6728997|XP_016035660.1|DSIM	LOC118506638|XP_035899912.1|ASTE, LOC118506639|XP_035899913.1|ASTE, LOC118506173|XP_035898837.1|ASTE, LOC118512315|XP_035912461.1|ASTE, LOC118506878|XP_035900521.1|ASTE, LOC118517712|XP_035920050.1|ASTE
OG0000162	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM, LOC6731015|XP_016023502.1|DSIM	LOC118510542|XP_035908395.1|ASTE, LOC118512639|XP_035913230.1|ASTE
OG0000163	LOC6736190|XP_002083086.1|DSIM, LOC6730512|XP_016022972.1|DSIM, LOC6725782|XP_016039090.1|DSIM	LOC118503426|XP_035892559.1|ASTE, LOC118513177|XP_035914531.1|ASTE, LOC118513178|XP_035914532.1|ASTE, LOC118503428|XP_035892561.1|ASTE, LOC118503427|XP_035892560.1|ASTE
OG0000165	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM, LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM	LOC118509479|XP_035906014.1|ASTE, LOC118503125|XP_035891975.1|ASTE
OG0000166	LOC27207201|XP_016028816.1|DSIM	LOC118516432|XP_035918204.1|ASTE, LOC118509573|XP_035906232.1|ASTE
OG0000166	LOC6735482|XP_002082421.1|DSIM, LOC6735481|XP_016028817.2|DSIM	LOC118509377|XP_035905811.1|ASTE, LOC118517322|XP_035919195.1|ASTE, LOC118512273|XP_035912355.1|ASTE
OG0000169	LOC6729334|XP_002104651.1|DSIM	LOC118512165|XP_035912137.1|ASTE
OG0000170	LOC6732657|XP_016025370.1|DSIM, LOC6732658|XP_002079775.1|DSIM	LOC118512459|XP_035912823.1|ASTE, LOC118512461|XP_035912824.1|ASTE, LOC118512457|XP_035912821.1|ASTE, LOC118512458|XP_035912822.1|ASTE
OG0000171	LOC6732305|XP_039147991.1|DSIM	LOC118512486|XP_035912877.1|ASTE
OG0000171	LOC6731680|XP_039154479.1|DSIM	LOC118504537|XP_035895000.1|ASTE
OG0000171	LOC27208953|XP_039152349.1|DSIM	LOC118517651|XP_035919876.1|ASTE
OG0000172	LOC6736567|XP_016030152.1|DSIM	LOC118513117|XP_035914409.1|ASTE
OG0000173	LOC6735740|XP_016029110.1|DSIM, LOC6735737|XP_002082650.1|DSIM	LOC118514581|XP_035917476.1|ASTE, LOC118514578|XP_035917474.1|ASTE
OG0000174	LOC6733346|XP_002080403.2|DSIM, LOC6731603|XP_039153037.1|DSIM, LOC6734227|XP_002081256.1|DSIM	LOC118510691|XP_035908757.1|ASTE, LOC118510690|XP_035908756.1|ASTE, LOC118510692|XP_035908759.1|ASTE
OG0000175	LOC6728524|XP_016035184.1|DSIM	LOC118505676|XP_035897701.1|ASTE
OG0000175	LOC6729686|XP_016036350.1|DSIM	LOC118505455|XP_035897148.1|ASTE, LOC118505454|XP_035897147.1|ASTE, LOC118505456|XP_035897150.1|ASTE, LOC118505453|XP_035897146.1|ASTE
OG0000177	LOC6740497|XP_016039622.1|DSIM	LOC118516399|XP_035918158.1|ASTE
OG0000177	LOC6729924|XP_002105226.1|DSIM	LOC118504483|XP_035894893.1|ASTE
OG0000179	LOC6733762|XP_016026719.1|DSIM, LOC6734112|XP_016027125.2|DSIM	LOC118504068|XP_035894003.1|ASTE, LOC118504072|XP_035894011.1|ASTE
OG0000179	LOC6732371|XP_016025021.1|DSIM	LOC118504074|XP_035894020.1|ASTE
OG0000181	LOC27206427|XP_016036575.1|DSIM, LOC6729772|XP_016036457.1|DSIM	LOC118510422|XP_035908088.1|ASTE, LOC118510423|XP_035908089.1|ASTE, LOC118503395|XP_035892494.1|ASTE
OG0000182	LOC120285037|XP_039151314.1|DSIM	LOC118507594|XP_035902154.1|ASTE
OG0000182	LOC6726850|XP_002102252.1|DSIM, LOC27207083|XP_016033359.1|DSIM	LOC118507593|XP_035902153.1|ASTE
OG0000183	LOC6724843|XP_016037625.1|DSIM, LOC6729990|XP_016036757.1|DSIM, LOC6737036|XP_002083883.1|DSIM, LOC6737416|XP_016031176.1|DSIM	LOC118510271|XP_035907766.1|ASTE
OG0000184	LOC6731373|XP_002078527.1|DSIM, LOC6731374|XP_002078528.1|DSIM	LOC118514693|XP_035917642.1|ASTE, LOC118514692|XP_035917641.1|ASTE, LOC118514694|XP_035917643.1|ASTE, LOC118514679|XP_035917620.1|ASTE, LOC118507293|XP_035901544.1|ASTE, LOC118507291|XP_035901543.1|ASTE
OG0000185	LOC6730917|XP_039147417.1|DSIM, LOC27206151|XP_016026406.1|DSIM, LOC27206484|XP_039150846.1|DSIM, LOC27206152|XP_016026408.1|DSIM	LOC118514354|XP_035917069.1|ASTE
OG0000186	LOC27209397|XP_039153485.1|DSIM, LOC27209302|XP_016038841.1|DSIM	LOC118504849|XP_035895754.1|ASTE
OG0000188	LOC6728604|XP_002103945.1|DSIM, LOC6740155|XP_002077035.1|DSIM, LOC6740153|XP_002077034.2|DSIM	LOC118502826|XP_035891438.1|ASTE, LOC118510018|XP_035907723.1|ASTE, LOC118515928|XP_035917972.1|ASTE, LOC118507968|XP_035903192.1|ASTE
OG0000189	LOC6730795|XP_039150946.1|DSIM	LOC118512655|XP_035913266.1|ASTE, LOC118517673|XP_035919957.1|ASTE
OG0000189	LOC27206375|XP_016037541.1|DSIM	LOC118506640|XP_035899914.1|ASTE
OG0000190	LOC6725779|XP_039152424.1|DSIM	LOC118510368|XP_035907979.1|ASTE
OG0000190	LOC6734836|XP_002081838.1|DSIM	LOC118504545|XP_035895041.1|ASTE
OG0000191	LOC6733283|XP_039147301.1|DSIM, LOC6733284|XP_002080347.1|DSIM	LOC118512001|XP_035911636.1|ASTE
OG0000191	LOC6735047|XP_002082028.1|DSIM	LOC118506505|XP_035899612.1|ASTE
OG0000192	LOC6728478|XP_002103823.1|DSIM, LOC27209212|XP_016031686.1|DSIM, LOC6737916|XP_002084740.2|DSIM	LOC118507017|XP_035900847.1|ASTE, LOC118507018|XP_035900848.1|ASTE, LOC118502769|XP_035891252.1|ASTE
OG0000193	LOC6730872|XP_002078036.1|DSIM, LOC6730871|XP_002078035.1|DSIM, LOC6736531|XP_016030115.1|DSIM	LOC118503852|XP_035893459.1|ASTE, LOC118508047|XP_035903392.1|ASTE
OG0000196	LOC6732595|XP_016025278.1|DSIM	LOC118514064|XP_035916463.1|ASTE, LOC118514063|XP_035916462.1|ASTE
OG0000197	LOC6725972|XP_039153181.1|DSIM	LOC118502626|XP_035890899.1|ASTE
OG0000197	LOC120284207|XP_039153182.1|DSIM	LOC118502627|XP_035890901.1|ASTE
OG0000197	LOC27206332|XP_016039327.1|DSIM	LOC118502628|XP_035890902.1|ASTE
OG0000200	LOC6730036|XP_016036801.1|DSIM, LOC6730035|XP_039151497.1|DSIM, LOC6730034|XP_016036800.1|DSIM, LOC6730037|XP_016036802.1|DSIM	LOC118503806|XP_035893399.1|ASTE
OG0000201	LOC6729184|XP_002104505.1|DSIM, LOC6729185|XP_016035832.1|DSIM	LOC118510098|XP_035907420.1|ASTE, LOC118510099|XP_035907423.1|ASTE, LOC118513874|XP_035916073.1|ASTE, LOC118517092|XP_035918839.1|ASTE
OG0000202	LOC6727595|XP_016034192.1|DSIM	LOC118506617|XP_035899877.1|ASTE
OG0000203	LOC6734918|XP_002081915.1|DSIM, LOC6734915|XP_016028186.1|DSIM, LOC6734917|XP_016028188.1|DSIM	LOC118507050|XP_035900904.1|ASTE
OG0000205	LOC6727949|XP_002103304.1|DSIM, LOC6727522|XP_002102902.1|DSIM	LOC118508310|XP_035903863.1|ASTE, LOC118517532|XP_035919659.1|ASTE, LOC118517534|XP_035919661.1|ASTE, LOC118517536|XP_035919663.1|ASTE, LOC118517535|XP_035919662.1|ASTE, LOC118517533|XP_035919660.1|ASTE
OG0000206	LOC6736172|XP_002083072.1|DSIM	LOC118503159|XP_035892013.1|ASTE
OG0000206	LOC6736171|XP_002083071.1|DSIM	LOC118517639|XP_035919843.1|ASTE
OG0000207	LOC6737831|XP_016031606.1|DSIM	LOC118503769|XP_035893332.1|ASTE
OG0000210	LOC120285054|XP_039151574.1|DSIM, LOC6730612|XP_039152182.1|DSIM, LOC6740015|XP_016038473.1|DSIM	LOC118510803|XP_035909015.1|ASTE
OG0000211	LOC6728348|XP_016034972.1|DSIM	LOC118505116|XP_035896320.1|ASTE
OG0000212	LOC27206647|XP_016023995.1|DSIM, LOC6731375|XP_016023994.1|DSIM, LOC6732467|XP_002079587.1|DSIM	LOC118514690|XP_035917639.1|ASTE, LOC118514687|XP_035917627.1|ASTE
OG0000213	LOC6738736|XP_016032549.1|DSIM, LOC6739267|XP_016025993.2|DSIM	LOC118506169|XP_035898832.1|ASTE, LOC118502455|XP_035890578.1|ASTE, LOC118510026|XP_035907306.1|ASTE, LOC118507679|XP_035902364.1|ASTE
OG0000214	LOC27206589|XP_016038690.1|DSIM, LOC6734594|XP_002081602.1|DSIM, LOC6729740|XP_002105046.2|DSIM	LOC118508206|XP_035903670.1|ASTE
OG0000215	LOC6739085|XP_002085878.2|DSIM, LOC6739086|XP_002085879.2|DSIM, LOC6739082|XP_039150241.1|DSIM	LOC118505358|XP_035896927.1|ASTE, LOC118506177|XP_035898842.1|ASTE
OG0000216	LOC6737470|XP_002084306.2|DSIM, LOC6726102|XP_002107083.1|DSIM	LOC118514658|XP_035917584.1|ASTE
OG0000217	LOC6725120|XP_016038097.1|DSIM	LOC118506853|XP_035900475.1|ASTE
OG0000217	LOC6725121|XP_002106147.1|DSIM	LOC118512344|XP_035912523.1|ASTE
OG0000218	LOC6730849|XP_002078013.1|DSIM, LOC120284233|XP_039146944.1|DSIM, LOC6730850|XP_039146943.1|DSIM	LOC118510059|XP_035907341.1|ASTE
OG0000219	LOC6733309|XP_002080368.1|DSIM, LOC6733306|XP_016026230.1|DSIM, LOC6733310|XP_016026232.1|DSIM	LOC118510240|XP_035907700.1|ASTE, LOC118517267|XP_035919133.1|ASTE
OG0000220	LOC6737374|XP_002084212.1|DSIM, LOC6737377|XP_002084215.1|DSIM, LOC6737376|XP_016031117.1|DSIM	LOC118510365|XP_035907967.1|ASTE, LOC118510359|XP_035907961.1|ASTE
OG0000221	LOC6734234|XP_002081263.1|DSIM, LOC6728131|XP_002103482.1|DSIM, LOC6734235|XP_016027282.1|DSIM	LOC118512893|XP_035913890.1|ASTE, LOC118512894|XP_035913899.1|ASTE
OG0000222	LOC6732285|XP_002079414.1|DSIM	LOC118508815|XP_035904449.1|ASTE
OG0000224	LOC6736126|XP_016029514.1|DSIM	LOC118512550|XP_035913028.1|ASTE, LOC118512555|XP_035913034.1|ASTE, LOC118510034|XP_035907315.1|ASTE, LOC118512553|XP_035913032.1|ASTE
OG0000225	LOC6729404|XP_016036050.2|DSIM, LOC27206725|XP_016036049.1|DSIM, LOC6729403|XP_002104718.1|DSIM	LOC118502418|XP_035890536.1|ASTE, LOC118504515|XP_035894940.1|ASTE
OG0000226	LOC6737490|XP_002084326.1|DSIM, LOC6737492|XP_002084328.1|DSIM, LOC6737496|XP_002084332.2|DSIM	LOC118506112|XP_035898708.1|ASTE
OG0000228	LOC6726788|XP_002102196.1|DSIM, LOC6740270|XP_002077149.1|DSIM, LOC27206558|XP_016025080.1|DSIM	LOC118507788|XP_035902717.1|ASTE
OG0000229	LOC6739686|XP_016036577.2|DSIM	LOC118505141|XP_035896386.1|ASTE
OG0000229	LOC6727253|XP_016033760.1|DSIM	LOC118505366|XP_035896957.1|ASTE
OG0000230	LOC6734707|XP_016027916.1|DSIM, LOC6734706|XP_002081713.3|DSIM	LOC118511477|XP_035910508.1|ASTE, LOC118511480|XP_035910510.1|ASTE, LOC118511478|XP_035910509.1|ASTE, LOC118511476|XP_035910504.1|ASTE
OG0000232	LOC6727850|XP_002103205.1|DSIM, LOC6740758|XP_002077547.2|DSIM, LOC6733113|XP_002080190.1|DSIM	LOC118503459|XP_035892635.1|ASTE
OG0000233	LOC6730111|XP_016036870.1|DSIM, LOC6730343|XP_039150901.1|DSIM, LOC6730344|XP_016037112.1|DSIM	LOC118508457|XP_035904152.1|ASTE
OG0000235	LOC6730374|XP_002105656.1|DSIM, LOC6730373|XP_016037146.1|DSIM, LOC6730372|XP_016037143.1|DSIM	LOC118504927|XP_035895913.1|ASTE
OG0000236	LOC6730488|XP_002077669.1|DSIM, LOC6731102|XP_016023635.1|DSIM, LOC6725646|XP_016038869.1|DSIM	LOC118507015|XP_035900844.1|ASTE
OG0000237	LOC6733264|XP_039148508.1|DSIM	LOC118512278|XP_035912368.1|ASTE
OG0000237	LOC27207965|XP_016030867.1|DSIM, LOC6730940|XP_002078103.2|DSIM	LOC118511482|XP_035910512.1|ASTE
OG0000238	LOC6733005|XP_016025689.1|DSIM, LOC6733002|XP_016025688.1|DSIM, LOC6733004|XP_002080083.1|DSIM	LOC118511649|XP_035910876.1|ASTE, LOC118511652|XP_035910881.1|ASTE
OG0000239	LOC6728587|XP_002103928.2|DSIM, LOC6727027|XP_002102425.1|DSIM	LOC118504709|XP_035895435.1|ASTE
OG0000240	LOC6728426|XP_016035014.1|DSIM, LOC6728421|XP_039150869.1|DSIM, LOC6726977|XP_016033484.1|DSIM	LOC118507974|XP_035903200.1|ASTE
OG0000241	LOC6738161|XP_016031993.1|DSIM	LOC118503481|XP_035892675.1|ASTE
OG0000246	LOC6734862|XP_016028120.1|DSIM	LOC118504838|XP_035895735.1|ASTE
OG0000247	LOC6737788|XP_002084616.1|DSIM, LOC6737787|XP_002084615.1|DSIM	LOC118509414|XP_035905879.1|ASTE, LOC118509412|XP_035905877.1|ASTE, LOC118509413|XP_035905878.1|ASTE, LOC118509411|XP_035905875.1|ASTE
OG0000248	LOC6738502|XP_016032346.1|DSIM, LOC6738501|XP_002085307.1|DSIM, LOC6734521|XP_002081530.2|DSIM	LOC118512667|XP_035913313.1|ASTE, LOC118512666|XP_035913311.1|ASTE
OG0000249	LOC6731458|XP_002078609.1|DSIM, LOC6731459|XP_002078610.1|DSIM, LOC6731460|XP_002078611.1|DSIM	LOC118510725|XP_035908828.1|ASTE
OG0000250	LOC6732138|XP_039148170.1|DSIM, LOC6732141|XP_016024821.1|DSIM, LOC6732139|XP_016024820.1|DSIM	LOC118508491|XP_035904202.1|ASTE
OG0000251	LOC6726451|XP_002107408.1|DSIM, LOC6736061|XP_002082962.2|DSIM, LOC6737348|XP_002084186.1|DSIM	LOC118505075|XP_035896254.1|ASTE
OG0000255	LOC27206327|XP_016027103.1|DSIM	LOC118504899|XP_035895857.1|ASTE
OG0000256	LOC6735180|XP_016028464.1|DSIM, LOC6739470|XP_016028466.1|DSIM	LOC118509298|XP_035905630.1|ASTE
OG0000257	LOC6735945|XP_002082854.1|DSIM	LOC118507286|XP_035901529.1|ASTE
OG0000261	LOC6731062|XP_002078221.2|DSIM, LOC120285323|XP_039153186.1|DSIM, LOC6731061|XP_016023581.2|DSIM	LOC118510512|XP_035908317.1|ASTE, LOC118516853|XP_035918607.1|ASTE, LOC118516854|XP_035918608.1|ASTE, LOC118510513|XP_035908318.1|ASTE
OG0000262	LOC6734246|XP_016027297.1|DSIM	LOC118512787|XP_035913596.1|ASTE
OG0000263	LOC6734138|XP_016027148.1|DSIM	LOC118513361|XP_035914886.1|ASTE
OG0000263	LOC27207930|XP_016030616.1|DSIM	LOC118513013|XP_035914180.1|ASTE
OG0000264	LOC120285233|XP_039152311.1|DSIM, LOC6726146|XP_002107122.3|DSIM, LOC6730294|XP_016037052.1|DSIM	LOC118507130|XP_035901042.1|ASTE
OG0000267	LOC6730222|XP_016036975.1|DSIM, LOC6730221|XP_002105504.2|DSIM	LOC118506887|XP_035900544.1|ASTE, LOC118513471|XP_035915156.1|ASTE
OG0000268	LOC6726907|XP_002102309.1|DSIM, LOC6726906|XP_016033416.1|DSIM	LOC118502745|XP_035891203.1|ASTE
OG0000269	LOC6729217|XP_016035871.1|DSIM	LOC118507820|XP_035902791.1|ASTE
OG0000269	LOC6729386|XP_002104701.2|DSIM	LOC118510294|XP_035907812.1|ASTE
OG0000270	LOC6735912|XP_039148365.1|DSIM	LOC118503824|XP_035893419.1|ASTE, LOC118510655|XP_035908672.1|ASTE, LOC118503826|XP_035893421.1|ASTE, LOC118503825|XP_035893420.1|ASTE, LOC118503827|XP_035893423.1|ASTE
OG0000271	LOC6731163|XP_016023715.1|DSIM, LOC27208645|XP_016028255.1|DSIM, LOC6734600|XP_002081608.1|DSIM	LOC118513311|XP_035914791.1|ASTE
OG0000272	LOC27207714|XP_039152082.1|DSIM	LOC118509040|XP_035904990.1|ASTE
OG0000273	LOC27207191|XP_016034538.1|DSIM, LOC6731854|XP_016024537.1|DSIM, LOC6727157|XP_002102550.1|DSIM	LOC118508518|XP_035904265.1|ASTE
OG0000275	LOC120284376|XP_039147610.1|DSIM, LOC120284750|XP_039149309.1|DSIM, LOC120284402|XP_039147905.1|DSIM, LOC120284954|XP_039150622.1|DSIM, LOC120284447|XP_039148345.1|DSIM, LOC120285436|XP_039154102.1|DSIM, LOC120285638|XP_039154210.1|DSIM, LOC120284401|XP_039147870.1|DSIM, LOC120285441|XP_039154111.1|DSIM, LOC120285682|XP_039154262.1|DSIM, LOC120285787|XP_039154313.1|DSIM, LOC120285438|XP_039154106.1|DSIM, LOC120284821|XP_039150131.1|DSIM, LOC120284252|XP_039147174.1|DSIM, LOC120284234|XP_039146959.1|DSIM, LOC120284724|XP_039149149.1|DSIM, LOC120284445|XP_039148327.1|DSIM, LOC120285090|XP_039151945.1|DSIM, LOC120284361|XP_039147484.1|DSIM, LOC120284962|XP_039150732.1|DSIM, LOC120284604|XP_039148894.1|DSIM, LOC120284694|XP_039148931.1|DSIM, LOC120285382|XP_039153944.1|DSIM, LOC120285688|XP_039154279.1|DSIM, LOC120284726|XP_039149151.1|DSIM, LOC120285675|XP_039154247.1|DSIM, LOC120284356|XP_039147448.1|DSIM, LOC120285468|XP_039154117.1|DSIM	LOC118507752|XP_035902654.1|ASTE
OG0000279	LOC6737314|XP_016031031.1|DSIM, LOC6737315|XP_002084153.1|DSIM	LOC118506563|XP_035899778.1|ASTE
OG0000280	LOC6738688|XP_016032513.1|DSIM, LOC6738689|XP_002085491.3|DSIM	LOC118512959|XP_035914076.1|ASTE
OG0000281	LOC6737031|XP_002083878.1|DSIM, LOC6740253|XP_016040154.2|DSIM, LOC6726412|XP_016039978.1|DSIM	LOC118509940|XP_035907165.1|ASTE
OG0000283	LOC6734050|XP_002081086.1|DSIM	LOC118507494|XP_035901916.1|ASTE
OG0000283	LOC27206911|XP_016036500.1|DSIM	LOC118502775|XP_035891299.1|ASTE, LOC118517383|XP_035919322.1|ASTE
OG0000284	LOC6732470|XP_016025107.1|DSIM	LOC118516654|XP_035918511.1|ASTE, LOC118513197|XP_035914577.1|ASTE, LOC118513227|XP_035914647.1|ASTE
OG0000284	LOC6732483|XP_016025129.1|DSIM	LOC118514629|XP_035917520.1|ASTE
OG0000285	LOC6735191|XP_002082165.1|DSIM	LOC118510124|XP_035907487.1|ASTE, LOC118510126|XP_035907489.1|ASTE, LOC118510125|XP_035907488.1|ASTE
OG0000292	LOC6734945|XP_002081942.1|DSIM	LOC118506849|XP_035900472.1|ASTE
OG0000292	LOC6737877|XP_002084705.2|DSIM	LOC118503100|XP_035891919.1|ASTE
OG0000293	LOC6729262|XP_002104582.1|DSIM, LOC6731886|XP_002079021.1|DSIM, LOC6729264|XP_002104584.1|DSIM	LOC118505627|XP_035897593.1|ASTE
OG0000294	LOC6732486|XP_016025136.2|DSIM	LOC118510955|XP_035909298.1|ASTE, LOC118510954|XP_035909293.1|ASTE
OG0000294	LOC6725738|XP_016039035.1|DSIM	LOC118504855|XP_035895764.1|ASTE
OG0000295	LOC6734536|XP_002081545.1|DSIM, LOC27208863|XP_016026552.1|DSIM	LOC118510879|XP_035909139.1|ASTE
OG0000296	LOC6733116|XP_002080193.1|DSIM, LOC6734408|XP_002081428.1|DSIM, LOC6724976|XP_002106012.2|DSIM	LOC118517585|XP_035919753.1|ASTE
OG0000299	LOC6728239|XP_039151976.1|DSIM, LOC120285097|XP_039151982.1|DSIM, LOC120285096|XP_039151981.1|DSIM	LOC118505430|XP_035897097.1|ASTE
OG0000301	LOC27207385|XP_016037317.1|DSIM	LOC118511253|XP_035909996.1|ASTE
OG0000301	LOC6731376|XP_002078530.1|DSIM	LOC118514291|XP_035916946.1|ASTE
