Orthogroup	DSIM.longest_only	HILL.longest_only
OG0000041	LOC6729586|XP_002104894.1|DSIM, LOC6740781|XP_016036235.1|DSIM, LOC6729587|XP_002104895.1|DSIM, LOC6729591|XP_002104899.1|DSIM, LOC6729588|XP_016036234.1|DSIM, LOC6729589|XP_002104897.1|DSIM, LOC6729598|XP_002104906.1|DSIM, LOC6729596|XP_002104904.1|DSIM, LOC6729597|XP_016036238.1|DSIM	LOC119659353|XP_037923329.1|HILL, LOC119659777|XP_037923970.1|HILL, LOC119660093|XP_037924398.1|HILL, LOC119660095|XP_037924400.1|HILL, LOC119659247|XP_037923154.1|HILL, LOC119660439|XP_037924917.1|HILL, LOC119660401|XP_037924864.1|HILL, LOC119659593|XP_037923682.1|HILL, LOC119659707|XP_037923888.1|HILL, LOC119659708|XP_037923889.1|HILL, LOC119660338|XP_037924752.1|HILL, LOC119660351|XP_037924777.1|HILL, LOC119659490|XP_037923535.1|HILL, LOC119660092|XP_037924396.1|HILL, LOC119658615|XP_037922036.1|HILL, LOC119658617|XP_037922038.1|HILL, LOC119658616|XP_037922037.1|HILL, LOC119658620|XP_037922040.1|HILL, LOC119658618|XP_037922039.1|HILL, LOC119659294|XP_037923234.1|HILL, LOC119660444|XP_037924925.1|HILL
OG0000043	LOC27207593|XP_016035207.2|DSIM, LOC6728570|XP_016035206.2|DSIM, LOC6728571|XP_002103912.1|DSIM, LOC6728574|XP_002103915.1|DSIM, LOC6728568|XP_002103909.1|DSIM, LOC6728566|XP_002103907.3|DSIM, LOC6730335|XP_016037102.1|DSIM	LOC119661410|XP_037926672.1|HILL, LOC119646955|XP_037903579.1|HILL, LOC119647761|XP_037904808.1|HILL
OG0000044	LOC6729601|XP_016036243.1|DSIM, LOC6729605|XP_002104913.1|DSIM, LOC6729606|XP_002104914.1|DSIM, LOC6729602|XP_016036244.1|DSIM, LOC6729604|XP_002104912.1|DSIM, LOC6729603|XP_016036245.1|DSIM, LOC6728484|XP_016035123.1|DSIM	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC27207701|XP_016031376.1|DSIM	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC6737583|XP_039149017.1|DSIM, LOC120284704|XP_039149018.1|DSIM, LOC120284202|XP_002084415.1|DSIM, LOC6737082|XP_002083929.1|DSIM, LOC6737081|XP_002083928.1|DSIM	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC6727218|XP_002102610.2|DSIM, LOC27208258|XP_039152751.1|DSIM, LOC6726461|XP_002107418.1|DSIM, LOC6726459|XP_016040040.1|DSIM, LOC6729249|XP_002104570.1|DSIM, LOC6729250|XP_016035903.2|DSIM, LOC6729248|XP_016035902.2|DSIM, LOC6729247|XP_039150891.1|DSIM, LOC6736058|XP_016029460.1|DSIM, LOC6729246|XP_002104567.2|DSIM, LOC6734258|XP_016027304.1|DSIM	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC6734785|XP_039147648.1|DSIM, LOC6734782|XP_002081785.2|DSIM, LOC6734347|XP_002081368.2|DSIM, LOC27206290|XP_016031336.1|DSIM, LOC6734356|XP_002081377.1|DSIM, LOC6737553|XP_016031338.1|DSIM	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC6738290|XP_002085101.1|DSIM, LOC6738287|XP_039149226.1|DSIM, LOC6738291|XP_002085102.1|DSIM	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC6727737|XP_002103099.1|DSIM, LOC6727734|XP_002103096.1|DSIM, LOC6727738|XP_002103100.1|DSIM, LOC6727740|XP_002103102.1|DSIM, LOC6727739|XP_002103101.1|DSIM, LOC6727733|XP_002103095.1|DSIM	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC6734037|XP_002081073.1|DSIM, LOC6739122|XP_002085915.1|DSIM, LOC6739125|XP_002085918.1|DSIM, LOC6739124|XP_002085917.1|DSIM, LOC27208454|XP_016032970.1|DSIM, LOC6739126|XP_002085919.1|DSIM, LOC6739123|XP_016032971.1|DSIM	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC6733546|XP_002080601.2|DSIM, LOC6733544|XP_016026500.1|DSIM, LOC6733543|XP_002080598.2|DSIM	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC6733541|XP_002080596.2|DSIM, LOC6733535|XP_002080590.2|DSIM	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC6727939|XP_039151973.1|DSIM, LOC6727938|XP_016034544.1|DSIM, LOC6727936|XP_002103291.1|DSIM, LOC6727937|XP_016034543.1|DSIM	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC6728632|XP_002103973.1|DSIM, LOC6728631|XP_016035267.1|DSIM	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000058	LOC6735235|XP_016028557.1|DSIM, LOC6732889|XP_002079994.1|DSIM, LOC6735234|XP_002082207.1|DSIM, LOC6735232|XP_002082205.1|DSIM, LOC6731187|XP_002078346.1|DSIM, LOC6725215|XP_002106238.1|DSIM	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC6740094|XP_016039113.1|DSIM	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC27206381|XP_016037061.1|DSIM	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC6732437|XP_002079558.1|DSIM, LOC6732443|XP_002079564.1|DSIM, LOC6732439|XP_002079560.1|DSIM, LOC6732440|XP_002079561.1|DSIM	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM, LOC6727841|XP_002103200.1|DSIM, LOC27208797|XP_016031320.1|DSIM, LOC6737522|XP_002084358.1|DSIM, LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	LOC6727258|XP_016033773.1|DSIM, LOC6736894|XP_016030541.1|DSIM	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC6733725|XP_016026693.1|DSIM, LOC6736893|XP_002083746.1|DSIM	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC6738999|XP_016032827.1|DSIM	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC6738497|XP_016032344.1|DSIM, LOC6727391|XP_016033933.1|DSIM, LOC120284775|XP_039149541.1|DSIM, LOC6738508|XP_039149536.1|DSIM, LOC6735356|XP_016028689.1|DSIM, LOC6726193|XP_016040252.1|DSIM	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC6731198|XP_002078357.1|DSIM, LOC6724811|XP_016037593.1|DSIM, LOC6731197|XP_016023746.1|DSIM, LOC6739846|XP_002076739.1|DSIM	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC6737710|XP_039150099.1|DSIM	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC6737960|XP_016031706.1|DSIM, LOC6737959|XP_039149304.1|DSIM, LOC6737961|XP_002084777.1|DSIM	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC6734771|XP_002081774.1|DSIM, LOC6734779|XP_002081782.1|DSIM	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC6734773|XP_016027978.1|DSIM	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC6735060|XP_016028345.1|DSIM	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC27206379|XP_039153085.1|DSIM	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC6739755|XP_039150533.1|DSIM	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC6736960|XP_002083807.1|DSIM, LOC27206301|XP_016032324.1|DSIM	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC6737411|XP_016031172.1|DSIM	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC6737413|XP_002084251.2|DSIM	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC6737412|XP_016031174.1|DSIM, LOC6737410|XP_002084248.1|DSIM	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC6736800|XP_016030455.1|DSIM	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC6726415|XP_002107372.3|DSIM	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC6735263|XP_002082233.1|DSIM	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC6728793|XP_002104128.1|DSIM	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC27208378|XP_016029441.1|DSIM	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC6739786|XP_016036667.1|DSIM	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC6735299|XP_002082259.1|DSIM, LOC6739023|XP_002085818.1|DSIM, LOC6727087|XP_002102484.1|DSIM, LOC6727351|XP_016040222.1|DSIM, LOC6726287|XP_002107248.2|DSIM	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC6730899|XP_016023328.1|DSIM, LOC6730900|XP_002078064.2|DSIM, LOC6730901|XP_002078065.1|DSIM, LOC27208402|XP_016023330.1|DSIM	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM, LOC6734800|XP_002081803.1|DSIM	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC6736307|XP_002083191.1|DSIM	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC6735734|XP_016029105.1|DSIM, LOC6729147|XP_002104468.1|DSIM, LOC6728152|XP_002103502.1|DSIM	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC6731833|XP_002078968.2|DSIM, LOC6731564|XP_002078705.1|DSIM, LOC6731563|XP_016024230.1|DSIM, LOC6731560|XP_002078701.1|DSIM, LOC6731562|XP_016024229.1|DSIM	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC6731834|XP_002078969.1|DSIM	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC6735164|XP_016028449.1|DSIM	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC6733406|XP_039148680.1|DSIM	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC6735244|XP_002082217.1|DSIM	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC6731703|XP_002078839.2|DSIM	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC6732326|XP_002079454.1|DSIM	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC6731729|XP_002078864.1|DSIM	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC6733235|XP_016026114.1|DSIM	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC6727037|XP_002102435.1|DSIM, LOC6727103|XP_002102496.1|DSIM	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC6728738|XP_002104073.1|DSIM	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC6737468|XP_002084304.1|DSIM	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC6733740|XP_002080786.2|DSIM, LOC6733746|XP_016026706.1|DSIM, LOC6736772|XP_002083628.1|DSIM, LOC6736298|XP_016029779.1|DSIM	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC6730014|XP_016036778.1|DSIM	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC6732003|XP_016024679.1|DSIM, LOC6727564|XP_016034162.1|DSIM, LOC6727565|XP_016034164.1|DSIM	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC6729582|XP_002104890.2|DSIM, LOC6729585|XP_002104893.2|DSIM, LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC6731455|XP_016024109.1|DSIM	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC6737538|XP_002084373.2|DSIM, LOC6726915|XP_002102317.1|DSIM	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC6732786|XP_016025498.1|DSIM, LOC6732455|XP_002079575.1|DSIM, LOC6728671|XP_016035335.1|DSIM, LOC6732853|XP_002079963.2|DSIM	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC6728369|XP_002103717.1|DSIM	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC6724926|XP_002105963.2|DSIM, LOC6724927|XP_002105964.2|DSIM	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC6724923|XP_016037782.1|DSIM	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC27209016|XP_016028054.1|DSIM, LOC6729668|XP_002104974.2|DSIM, LOC6728116|XP_002103467.2|DSIM, LOC6728117|XP_002103468.1|DSIM, LOC6728118|XP_002103469.1|DSIM, LOC27207461|XP_039150801.1|DSIM	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC27207534|XP_016032499.1|DSIM, LOC27207047|XP_016032497.2|DSIM, LOC6738674|XP_016032493.2|DSIM, LOC120284835|XP_039150176.1|DSIM	LOC119648867|XP_037906682.1|HILL
OG0000102	LOC6735023|XP_002082004.1|DSIM	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC6733641|XP_016026602.1|DSIM	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000102	LOC6735806|XP_002082719.1|DSIM	LOC119658699|XP_037922217.1|HILL, LOC119659444|XP_037923457.1|HILL
OG0000103	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM, LOC6733940|XP_016026992.1|DSIM	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC6738313|XP_002085123.2|DSIM	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC6731627|XP_002078767.1|DSIM, LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM, LOC6728924|XP_002104252.1|DSIM, LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000108	LOC120284850|XP_039150333.1|DSIM, LOC120285215|XP_039152117.1|DSIM, LOC120284823|XP_039150137.1|DSIM	LOC119659225|XP_037923170.1|HILL, LOC119661357|XP_037926595.1|HILL, LOC119654061|XP_037915189.1|HILL, LOC119658171|XP_037921366.1|HILL, LOC119654022|XP_037915113.1|HILL, LOC119658109|XP_037921304.1|HILL, LOC119659087|XP_037922928.1|HILL
OG0000109	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC6737135|XP_002083982.1|DSIM	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC6737136|XP_002083983.2|DSIM, LOC6737137|XP_002083984.1|DSIM, LOC6737138|XP_002083985.1|DSIM	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM, LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC6732644|XP_016025356.2|DSIM, LOC6731264|XP_002078422.2|DSIM, LOC6734348|XP_002081369.1|DSIM, LOC6726892|XP_002102294.1|DSIM	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC6732271|XP_016024938.1|DSIM, LOC6732270|XP_002079399.2|DSIM, LOC27208966|XP_016024937.1|DSIM, LOC6732269|XP_002079398.1|DSIM	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC6731055|XP_039150598.1|DSIM, LOC6732291|XP_002079420.1|DSIM	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC6728692|XP_002104028.2|DSIM, LOC6728690|XP_016035360.2|DSIM, LOC6728691|XP_002104027.1|DSIM	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC6724797|XP_002105838.1|DSIM	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC6734025|XP_016027044.1|DSIM	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC6730645|XP_016023081.1|DSIM, LOC6725674|XP_016038931.1|DSIM, LOC6733724|XP_039148554.1|DSIM, LOC6730941|XP_039154462.1|DSIM	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC6736097|XP_002082998.1|DSIM, LOC6728300|XP_016034934.1|DSIM, LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM, LOC6726984|XP_002102385.2|DSIM	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC6729834|XP_016036531.1|DSIM	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC6728310|XP_002103659.2|DSIM	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC6730114|XP_002105407.1|DSIM, LOC6732374|XP_016025028.1|DSIM	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM, LOC6727118|XP_016033595.1|DSIM	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC6735515|XP_016028855.1|DSIM, LOC6735513|XP_016028854.1|DSIM, LOC6727189|XP_039151032.1|DSIM	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC27207923|XP_016038346.1|DSIM, LOC6737662|XP_016031425.1|DSIM, LOC27209404|XP_016024417.1|DSIM, LOC27208978|XP_016038348.1|DSIM	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC6728271|XP_016034905.1|DSIM	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM, LOC6727586|XP_002102965.1|DSIM	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC6728063|XP_016034682.1|DSIM	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC6725777|XP_002106776.1|DSIM, LOC6730564|XP_016023010.1|DSIM, LOC6731882|XP_016024555.1|DSIM	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC6739695|XP_039150368.1|DSIM	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC6737058|XP_016030680.1|DSIM	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC6739774|XP_016036532.1|DSIM	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC6737298|XP_002084138.1|DSIM, LOC6737296|XP_016031007.1|DSIM, LOC6737295|XP_002084135.1|DSIM, LOC6737294|XP_002084134.2|DSIM	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC6729412|XP_016036060.2|DSIM	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC6740747|XP_016033059.1|DSIM	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC6725439|XP_039152649.1|DSIM	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC6738586|XP_002085390.1|DSIM	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC6738585|XP_002085389.2|DSIM	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC6728034|XP_016034649.1|DSIM	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC6725945|XP_016039294.1|DSIM	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC27207725|XP_016038719.1|DSIM, LOC6732521|XP_002079640.1|DSIM, LOC6732519|XP_002079638.2|DSIM, LOC6732520|XP_002079639.1|DSIM	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC6732125|XP_002079257.2|DSIM	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC6726955|XP_002102357.1|DSIM, LOC6726954|XP_002102356.1|DSIM	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC6730876|XP_016023300.1|DSIM	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC27208895|XP_016024272.1|DSIM	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
