Orthogroup	DVIR.longest_only	DMIR.longest_only
OG0000038	LOC6624649|XP_002047532.2|DVIR	LOC108151159|XP_017135077.1|DMIR
OG0000039	LOC6630003|XP_002054716.2|DVIR	LOC108153891|XP_033244233.1|DMIR
OG0000039	LOC6631924|XP_002055751.1|DVIR	LOC108165184|XP_017156747.1|DMIR
OG0000039	LOC6636063|XP_002059594.1|DVIR	LOC108165291|XP_017156818.1|DMIR
OG0000039	LOC6632395|XP_002056631.2|DVIR, LOC6631925|XP_002055752.1|DVIR, LOC116652072|XP_032295834.1|DVIR	LOC108151414|XP_017135496.1|DMIR
OG0000039	LOC6636702|XP_002060175.3|DVIR	LOC108160708|XP_017150372.1|DMIR
OG0000040	LOC6629625|XP_002054865.1|DVIR	LOC108154697|XP_017140535.2|DMIR, LOC108153853|XP_033245406.1|DMIR, LOC117187250|XP_033245404.1|DMIR, LOC108154215|XP_017139929.1|DMIR, LOC108154213|XP_017139927.1|DMIR
OG0000040	LOC6629626|XP_002054866.2|DVIR	LOC108154216|XP_017139931.1|DMIR
OG0000040	LOC116651842|XP_032294845.1|DVIR, LOC6629623|XP_032294844.1|DVIR	LOC108154686|XP_033245491.1|DMIR, LOC108154692|XP_017140530.1|DMIR, LOC108154966|XP_017140969.2|DMIR, LOC117186912|XP_033244139.1|DMIR
OG0000040	LOC6629621|XP_002054861.1|DVIR	LOC108154965|XP_017140968.1|DMIR
OG0000040	LOC6629744|XP_002053886.1|DVIR	LOC108156483|XP_017143450.1|DMIR
OG0000041	LOC6630744|XP_032290585.1|DVIR, LOC116651238|XP_032293093.1|DVIR, LOC6630745|XP_032292365.1|DVIR	LOC108156909|XP_017144147.1|DMIR, LOC108157457|XP_017145018.1|DMIR, LOC108154314|XP_017140061.1|DMIR, LOC108153890|XP_033244257.1|DMIR
OG0000042	LOC6630880|XP_002053792.2|DVIR, LOC6636545|XP_002060049.1|DVIR, LOC6625347|XP_002051000.3|DVIR, LOC6625529|XP_002051023.1|DVIR, LOC6625448|XP_002050998.1|DVIR, LOC6623106|XP_002046713.1|DVIR, LOC6625348|XP_002051001.1|DVIR, LOC6625349|XP_002051002.1|DVIR	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR, LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR, LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR
OG0000043	LOC6630320|XP_002053430.1|DVIR	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR
OG0000043	LOC6630321|XP_002053431.1|DVIR	LOC108157770|XP_017145444.1|DMIR
OG0000043	LOC6630323|XP_002053433.1|DVIR	LOC108157677|XP_017145331.1|DMIR
OG0000043	LOC6630318|XP_002053428.2|DVIR	LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR
OG0000044	LOC6630493|XP_002053200.1|DVIR	LOC108157774|XP_017145449.1|DMIR
OG0000044	LOC6630492|XP_002053199.1|DVIR, LOC6630491|XP_002053198.1|DVIR	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR
OG0000045	LOC6624147|XP_002046895.1|DVIR	LOC108152824|XP_017137906.1|DMIR
OG0000045	LOC6622199|XP_002046894.1|DVIR	LOC108165537|XP_017157100.1|DMIR
OG0000045	LOC6624099|XP_002046893.1|DVIR	LOC108150882|XP_017134679.1|DMIR
OG0000045	LOC6623107|XP_002046892.1|DVIR	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR
OG0000046	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR	LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR
OG0000046	LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR, LOC6634417|XP_032296431.1|DVIR, LOC116652297|XP_032296495.1|DVIR	LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR
OG0000047	LOC6624851|XP_002050852.1|DVIR	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR
OG0000047	LOC6624848|XP_002050849.2|DVIR	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR
OG0000047	LOC6626318|XP_002049525.1|DVIR	LOC117194873|XP_033255228.1|DMIR, LOC117190172|XP_033251125.1|DMIR, LOC117192459|XP_033253049.1|DMIR, LOC117193977|XP_033254515.1|DMIR, LOC117193990|XP_033254522.1|DMIR, LOC117191230|XP_033252040.1|DMIR, LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR
OG0000047	LOC6623898|XP_015031386.1|DVIR	LOC108162436|XP_033249083.1|DMIR, LOC108164242|XP_033249874.1|DMIR
OG0000047	LOC6626924|XP_002049538.1|DVIR	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR
OG0000048	LOC6623128|XP_002046219.1|DVIR	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR
OG0000048	LOC6623780|XP_002046212.1|DVIR	LOC108151294|XP_017135319.1|DMIR
OG0000048	LOC6623749|XP_002046215.1|DVIR	LOC108151307|XP_017135332.1|DMIR
OG0000049	LOC6632704|XP_002056037.1|DVIR	LOC108154036|XP_017139618.1|DMIR, LOC108157281|XP_033246050.1|DMIR
OG0000049	LOC6632699|XP_002056032.2|DVIR	LOC108157283|XP_017144770.1|DMIR
OG0000049	LOC6632702|XP_002056035.3|DVIR	LOC108157278|XP_017144765.2|DMIR
OG0000049	LOC6632698|XP_002056031.1|DVIR	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR
OG0000049	LOC116650324|XP_032289598.1|DVIR	LOC108154874|XP_017140802.1|DMIR
OG0000049	LOC6632703|XP_002056036.2|DVIR	LOC108157280|XP_017144766.2|DMIR
OG0000050	LOC116651245|XP_032293110.1|DVIR	LOC108159828|XP_033253488.1|DMIR, LOC117185810|XP_033247179.1|DMIR
OG0000050	LOC116650744|XP_032291206.1|DVIR	LOC108165363|XP_017156887.2|DMIR
OG0000050	LOC6622355|XP_002047925.1|DVIR	LOC108165358|XP_017156881.1|DMIR
OG0000050	LOC6622345|XP_002047924.2|DVIR	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR
OG0000050	LOC6622312|XP_002047926.2|DVIR	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR
OG0000050	LOC6622403|XP_002047934.2|DVIR	LOC108165357|XP_017156880.1|DMIR
OG0000051	LOC6633160|XP_002056609.1|DVIR	LOC108157823|XP_017145512.1|DMIR
OG0000051	LOC6630427|XP_002053739.1|DVIR	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR
OG0000052	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR
OG0000052	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR
OG0000052	LOC6626911|XP_002050286.2|DVIR	LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR
OG0000053	LOC6625282|XP_002049664.3|DVIR	LOC108160591|XP_017150175.2|DMIR
OG0000053	LOC6624847|XP_002049663.1|DVIR	LOC108160590|XP_017150174.1|DMIR
OG0000053	LOC6624846|XP_002049662.1|DVIR	LOC108160459|XP_017149964.1|DMIR
OG0000053	LOC6624845|XP_002049661.1|DVIR	LOC108160458|XP_017149963.1|DMIR
OG0000053	LOC6624806|XP_002049656.1|DVIR	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR
OG0000054	LOC6633223|XP_002056282.1|DVIR	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR
OG0000054	LOC6629800|XP_002053376.1|DVIR	LOC108156958|XP_017144225.2|DMIR
OG0000054	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR
OG0000055	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR	LOC108155900|XP_017142531.1|DMIR, LOC108155899|XP_017142529.1|DMIR, LOC108155898|XP_017142528.1|DMIR
OG0000056	LOC6630824|XP_002054731.1|DVIR	LOC108156815|XP_017143999.1|DMIR
OG0000056	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR	LOC108156816|XP_017144001.1|DMIR
OG0000056	LOC6627508|XP_002052791.1|DVIR	LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR
OG0000058	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	LOC108162139|XP_017152210.1|DMIR
OG0000058	LOC6633609|XP_002056917.1|DVIR	LOC108165551|XP_017157117.1|DMIR
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC108153965|XP_017139551.1|DMIR
OG0000059	LOC6635047|XP_002058690.1|DVIR	LOC108154574|XP_017140363.2|DMIR, LOC108153966|XP_033244050.1|DMIR
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC108154550|XP_017140342.2|DMIR
OG0000059	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	LOC108154412|XP_017140173.2|DMIR
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC108152548|XP_017137449.1|DMIR
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC108164133|XP_033249747.1|DMIR
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC108157853|XP_033245987.1|DMIR
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC108156375|XP_017143272.1|DMIR
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC108165566|XP_017157129.1|DMIR
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC108161397|XP_017151135.2|DMIR
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	LOC108161521|XP_017151288.2|DMIR
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC108161432|XP_017151184.1|DMIR
OG0000061	LOC6628611|XP_002052172.1|DVIR	LOC108164261|XP_017155390.2|DMIR
OG0000062	LOC6630621|XP_002053750.1|DVIR	LOC108154465|XP_017140224.1|DMIR
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC108158918|XP_017147210.1|DMIR
OG0000062	LOC6634206|XP_002057799.2|DVIR	LOC108163117|XP_017153708.1|DMIR
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC108165314|XP_017156837.1|DMIR
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC108152681|XP_017137669.1|DMIR
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC108152680|XP_017137666.1|DMIR
OG0000064	LOC6628665|XP_002051821.1|DVIR	LOC108161739|XP_017151552.1|DMIR
OG0000065	LOC6629926|XP_002054327.2|DVIR	LOC108154825|XP_017140715.1|DMIR
OG0000065	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC108157301|XP_017144791.1|DMIR, LOC108154343|XP_017140094.1|DMIR
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC108161205|XP_017150915.1|DMIR
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC108156584|XP_017143610.1|DMIR
OG0000066	LOC6631952|XP_002055404.1|DVIR	LOC108164548|XP_017155850.1|DMIR
OG0000066	LOC6636077|XP_002059608.1|DVIR	LOC117189025|XP_033249790.1|DMIR
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC108156681|XP_017143806.1|DMIR
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC108150910|XP_017134723.1|DMIR
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC108160959|XP_017150741.1|DMIR
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC108150909|XP_017134722.1|DMIR
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC108153593|XP_017139164.1|DMIR
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC108163289|XP_017153992.1|DMIR
OG0000069	LOC6627146|XP_002048958.2|DVIR	LOC117192705|XP_033253333.1|DMIR, LOC117192748|XP_033253385.1|DMIR, LOC117193516|XP_033254152.1|DMIR, LOC108158055|XP_017145692.2|DMIR, LOC117193530|XP_033254167.1|DMIR, LOC117194066|XP_033254601.1|DMIR, LOC117194067|XP_033254602.1|DMIR, LOC117192672|XP_033253283.1|DMIR, LOC117192704|XP_033253332.1|DMIR, LOC117193499|XP_033254140.1|DMIR, LOC117192703|XP_033253330.1|DMIR, LOC117194063|XP_033254597.1|DMIR, LOC117192744|XP_033253381.1|DMIR, LOC117192747|XP_033253384.1|DMIR, LOC117192609|XP_033253218.1|DMIR, LOC117194061|XP_033254595.1|DMIR, LOC117194062|XP_033254596.1|DMIR, LOC117193062|XP_033253686.1|DMIR, LOC117193060|XP_033253684.1|DMIR, LOC117193061|XP_033253685.1|DMIR, LOC117193059|XP_033253683.1|DMIR, LOC117193053|XP_033253678.1|DMIR, LOC117192607|XP_033253216.1|DMIR, LOC117192743|XP_033253380.1|DMIR, LOC117192746|XP_033253383.1|DMIR, LOC117192745|XP_033253382.1|DMIR, LOC117194065|XP_033254600.1|DMIR, LOC117193569|XP_033254206.1|DMIR, LOC108160632|XP_033247996.1|DMIR, LOC117188370|XP_033247995.1|DMIR, LOC117187842|XP_033246606.1|DMIR, LOC117188367|XP_033247992.1|DMIR, LOC117188368|XP_033247993.1|DMIR, LOC117188369|XP_033247994.1|DMIR, LOC117188372|XP_033247998.1|DMIR, LOC117188371|XP_033247997.1|DMIR, LOC117188373|XP_033247999.1|DMIR, LOC117188374|XP_033248000.1|DMIR, LOC117185925|XP_033246605.1|DMIR, LOC117188362|XP_033247987.1|DMIR, LOC117194064|XP_033254599.1|DMIR
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC108161360|XP_017151091.1|DMIR
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC108164841|XP_017156256.1|DMIR
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC108161362|XP_017151093.1|DMIR
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC108161363|XP_017151095.1|DMIR
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC117186448|XP_033243164.1|DMIR
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC108165608|XP_017157174.1|DMIR
OG0000071	LOC6622389|XP_032290781.1|DVIR	LOC108150751|XP_017134533.1|DMIR
OG0000071	LOC116650646|XP_032290782.1|DVIR	LOC108153450|XP_017138959.1|DMIR
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC108160257|XP_017149612.1|DMIR
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC108159396|XP_017148120.1|DMIR
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC108160256|XP_017149611.1|DMIR
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC108159670|XP_017148639.1|DMIR
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC108150973|XP_017134799.1|DMIR
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC108154478|XP_017140245.1|DMIR
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC108152480|XP_017137342.1|DMIR
OG0000074	LOC6623893|XP_002046826.2|DVIR	LOC108153512|XP_017139057.1|DMIR
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC108153054|XP_017138314.1|DMIR
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC108153055|XP_017138316.1|DMIR
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC108153442|XP_033243040.1|DMIR
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC108164834|XP_017156246.1|DMIR
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC108164833|XP_017156244.1|DMIR
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC117192706|XP_033253334.1|DMIR
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC108154903|XP_017140844.1|DMIR
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC108157815|XP_017145503.1|DMIR
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC108164827|XP_033245184.1|DMIR
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC108165160|XP_017156716.1|DMIR
OG0000079	LOC26531450|XP_015028936.1|DVIR	LOC108163880|XP_017154882.1|DMIR, LOC108163881|XP_017154883.1|DMIR
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC108163877|XP_017154880.1|DMIR
OG0000079	LOC6628021|XP_002052521.1|DVIR	LOC108163879|XP_017154881.1|DMIR
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC108160659|XP_017150285.1|DMIR
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC108153681|XP_017139286.1|DMIR
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC108160171|XP_017149484.1|DMIR
OG0000082	LOC6631012|XP_032295246.1|DVIR	LOC108156489|XP_017143463.1|DMIR
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC108154939|XP_017140918.1|DMIR
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC108164109|XP_033249545.1|DMIR, LOC108164041|XP_017155108.2|DMIR, LOC108161224|XP_017150937.2|DMIR, LOC108164025|XP_017155088.2|DMIR, LOC108164026|XP_017155091.1|DMIR
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC108162999|XP_017153506.2|DMIR
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC108161399|XP_017151137.1|DMIR
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC108162440|XP_017152666.1|DMIR
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC108161407|XP_017151147.1|DMIR
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC108162539|XP_017152811.1|DMIR
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC108154400|XP_017140155.1|DMIR
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC108155180|XP_017141339.1|DMIR
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC108152982|XP_017138197.1|DMIR
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC108158810|XP_017146987.1|DMIR
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC108153204|XP_017138513.1|DMIR
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC108165393|XP_017156920.1|DMIR
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC108154728|XP_033244852.1|DMIR
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC108162520|XP_017152790.1|DMIR
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC108156561|XP_017143573.1|DMIR
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC108154687|XP_017140524.1|DMIR
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC108157456|XP_017145017.1|DMIR
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC108162786|XP_017153175.1|DMIR
OG0000093	LOC6631541|XP_002055065.2|DVIR	LOC108158545|XP_017146446.1|DMIR
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC108152816|XP_017137892.1|DMIR
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC108153924|XP_017139508.1|DMIR
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC108156075|XP_017142850.1|DMIR
OG0000096	LOC6633047|XP_002056270.1|DVIR	LOC108156077|XP_017142852.1|DMIR
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC108156414|XP_017143351.1|DMIR
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC108163796|XP_017154775.1|DMIR
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC108154822|XP_017140713.1|DMIR
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC108155152|XP_017141305.1|DMIR
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC108155138|XP_017141293.2|DMIR
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC108164818|XP_017156227.1|DMIR
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC117188288|XP_033247762.1|DMIR, LOC117185793|XP_033254319.1|DMIR
OG0000100	LOC6629837|XP_002054537.2|DVIR	LOC108155805|XP_017142375.1|DMIR
OG0000100	LOC6630168|XP_002054788.2|DVIR	LOC108155492|XP_017141806.1|DMIR
OG0000100	LOC6630166|XP_015026846.1|DVIR	LOC108155491|XP_017141804.1|DMIR
OG0000100	LOC6630165|XP_002054785.1|DVIR	LOC108154388|XP_017140140.1|DMIR
OG0000101	LOC6622499|XP_032291169.1|DVIR	LOC108165233|XP_033242797.1|DMIR
OG0000101	LOC6622530|XP_015030654.1|DVIR	LOC108152627|XP_017137590.1|DMIR
OG0000101	LOC26531878|XP_032290505.1|DVIR	LOC108152630|XP_017137599.1|DMIR
OG0000101	LOC116650581|XP_032290504.1|DVIR	LOC108152633|XP_017137601.1|DMIR
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC108160538|XP_017150092.1|DMIR
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC108160481|XP_017149990.1|DMIR
