Orthogroup	DVIR.longest_only	DSER.longest_only
OG0000051	LOC6633160|XP_002056609.1|DVIR	LOC110187927|XP_020813097.1|DSER
OG0000051	LOC6630427|XP_002053739.1|DVIR	LOC110186721|XP_020811651.1|DSER
OG0000052	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR	LOC110191159|XP_020817576.1|DSER, LOC110185541|XP_020810108.1|DSER, LOC110188577|XP_020814000.1|DSER, LOC110188482|XP_020813871.1|DSER, LOC110188395|XP_020813776.1|DSER
OG0000052	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR	LOC110178467|XP_020801266.1|DSER
OG0000052	LOC6626911|XP_002050286.2|DVIR	LOC110178444|XP_020801237.1|DSER
OG0000053	LOC6625282|XP_002049664.3|DVIR	LOC110176132|XP_020798030.1|DSER
OG0000053	LOC6624847|XP_002049663.1|DVIR	LOC110176120|XP_020798020.1|DSER
OG0000053	LOC6624846|XP_002049662.1|DVIR	LOC110176110|XP_020798009.1|DSER
OG0000053	LOC6624845|XP_002049661.1|DVIR	LOC110176101|XP_020798000.1|DSER
OG0000053	LOC6624806|XP_002049656.1|DVIR	LOC110176153|XP_020798053.1|DSER
OG0000054	LOC6633223|XP_002056282.1|DVIR	LOC110191806|XP_020818417.1|DSER
OG0000054	LOC6629800|XP_002053376.1|DVIR	LOC110191860|XP_020818499.1|DSER
OG0000054	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	LOC110191877|XP_020818520.1|DSER, LOC110191876|XP_020818519.1|DSER
OG0000055	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR	LOC110186635|XP_020811553.1|DSER
OG0000056	LOC6630824|XP_002054731.1|DVIR	LOC110191245|XP_020817684.1|DSER
OG0000056	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR	LOC110191246|XP_020817685.1|DSER, LOC110191243|XP_020817681.1|DSER, LOC110191244|XP_020817682.1|DSER
OG0000056	LOC6627508|XP_002052791.1|DVIR	LOC110191006|XP_020817383.1|DSER, LOC110191004|XP_020817381.1|DSER, LOC110191023|XP_020817399.1|DSER, LOC110191359|XP_020817866.1|DSER
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER
OG0000058	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	LOC110185668|XP_020810289.1|DSER
OG0000058	LOC6633609|XP_002056917.1|DVIR	LOC110182841|XP_020806632.1|DSER
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC110186834|XP_020811783.1|DSER
OG0000059	LOC6635047|XP_002058690.1|DVIR	LOC110186820|XP_020811767.1|DSER, LOC110186812|XP_020811757.1|DSER
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC110186800|XP_020811738.1|DSER
OG0000059	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	LOC110186808|XP_020811749.1|DSER
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC110178856|XP_020801778.1|DSER
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC110187211|XP_020812270.1|DSER
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC110177198|XP_020799453.1|DSER
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC110186504|XP_020811358.1|DSER
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC110180206|XP_020803522.1|DSER
OG0000060	LOC6628994|XP_002052097.1|DVIR	LOC110184888|XP_020809193.1|DSER
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC110182375|XP_020806074.1|DSER
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	LOC110182380|XP_020806081.1|DSER, LOC110182395|XP_020806094.1|DSER, LOC110182350|XP_020806049.1|DSER
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC110182379|XP_020806080.1|DSER
OG0000061	LOC6628611|XP_002052172.1|DVIR	LOC110182385|XP_020806085.1|DSER
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC110184172|XP_020808240.1|DSER
OG0000062	LOC6634206|XP_002057799.2|DVIR	LOC110190254|XP_020816277.1|DSER, LOC110190290|XP_020816328.1|DSER
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC110184769|XP_020809063.1|DSER
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC110184767|XP_020809060.1|DSER
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER
OG0000064	LOC6628665|XP_002051821.1|DVIR	LOC110187958|XP_020813135.1|DSER
OG0000065	LOC6629926|XP_002054327.2|DVIR	LOC110191274|XP_020817728.1|DSER
OG0000065	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC110191821|XP_020818445.1|DSER, LOC110176494|XP_020798526.1|DSER
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC110185088|XP_020809431.1|DSER
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC110191827|XP_020818451.1|DSER
OG0000066	LOC6631952|XP_002055404.1|DVIR	LOC110183659|XP_020807646.1|DSER
OG0000066	LOC6636077|XP_002059608.1|DVIR	LOC110182686|XP_020806438.1|DSER
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC110177234|XP_020799524.1|DSER
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC110176240|XP_020798198.1|DSER
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC110176239|XP_020798196.1|DSER
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC110191355|XP_020817861.1|DSER
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC110182060|XP_020805682.1|DSER
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC110175923|XP_020797759.1|DSER
OG0000069	LOC6627146|XP_002048958.2|DVIR	LOC110180234|XP_020803548.1|DSER
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC110182504|XP_020806211.1|DSER
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC110179007|XP_020802002.1|DSER
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC110179838|XP_020803105.1|DSER
OG0000071	LOC6622389|XP_032290781.1|DVIR	LOC110179839|XP_020803106.1|DSER
OG0000071	LOC116650646|XP_032290782.1|DVIR	LOC110179837|XP_020803104.1|DSER
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC110181580|XP_020805035.1|DSER
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC110181287|XP_020804670.1|DSER
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC110181570|XP_020805024.1|DSER
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC110176360|XP_020798348.1|DSER
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC110182195|XP_020805867.1|DSER
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC110188202|XP_020813458.1|DSER
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC110184734|XP_020809020.1|DSER
OG0000074	LOC6623893|XP_002046826.2|DVIR	LOC110185176|XP_020809553.1|DSER
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC110190480|XP_020816651.1|DSER
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC110190499|XP_020816674.1|DSER
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC110190537|XP_020816745.1|DSER
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC110190595|XP_020816847.1|DSER
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC110190420|XP_020816550.1|DSER
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC110176616|XP_020798701.1|DSER, LOC110176604|XP_020798685.1|DSER
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC110181877|XP_020805462.1|DSER
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC110182088|XP_020805728.1|DSER
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC110182629|XP_020806354.1|DSER
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC110189410|XP_020815129.1|DSER
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC110177149|XP_020799390.1|DSER
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC110176398|XP_020798389.1|DSER
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC110180108|XP_020803404.1|DSER
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC110190038|XP_020816001.1|DSER
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC110188466|XP_020813854.1|DSER
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC110175994|XP_020797848.1|DSER
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC110184416|XP_020808610.1|DSER
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC110186649|XP_020811608.1|DSER
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC110187188|XP_020812250.1|DSER
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC110191132|XP_020817548.1|DSER
OG0000082	LOC6631012|XP_032295246.1|DVIR	LOC110177382|XP_020799743.1|DSER
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC110183381|XP_020807303.1|DSER, LOC110183898|XP_020807898.1|DSER, LOC110183901|XP_020807903.1|DSER, LOC110183902|XP_020807904.1|DSER
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC110183364|XP_020807285.1|DSER
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC110178501|XP_020801310.1|DSER
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC110178514|XP_020801324.1|DSER
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC110182637|XP_020806367.1|DSER
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC110182850|XP_020806645.1|DSER
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC110183207|XP_020807079.1|DSER
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC110185908|XP_020810581.1|DSER
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC110187344|XP_020812391.1|DSER
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC110189420|XP_020815137.1|DSER
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC110185864|XP_020810532.1|DSER
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC110181272|XP_020804642.1|DSER
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC110179240|XP_020802358.1|DSER
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC110181275|XP_020804649.1|DSER
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC110177136|XP_020799368.1|DSER
OG0000089	LOC6635266|XP_002058736.2|DVIR	LOC110188209|XP_020813497.1|DSER
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC110190534|XP_020816740.1|DSER
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC110191832|XP_020818460.1|DSER
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC110190013|XP_020816009.1|DSER
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC110189985|XP_020815933.1|DSER
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC110178630|XP_020801475.1|DSER
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC110186300|XP_020811077.1|DSER
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC110183974|XP_020807988.1|DSER
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC110187866|XP_020813010.1|DSER
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC110187865|XP_020813009.1|DSER
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC110186678|XP_020811604.1|DSER
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC110186502|XP_020811356.1|DSER
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC110177009|XP_020799178.1|DSER
OG0000093	LOC6631541|XP_002055065.2|DVIR	LOC110184366|XP_020808519.1|DSER
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC110184690|XP_020808961.1|DSER
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC110181381|XP_020804769.1|DSER
OG0000096	LOC6633047|XP_002056270.1|DVIR	LOC110185590|XP_020810184.1|DSER
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC110186183|XP_020810901.1|DSER
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC110181328|XP_020804706.1|DSER
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC110191273|XP_020817727.1|DSER
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC110180153|XP_020803462.1|DSER
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC110180154|XP_020803466.1|DSER
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC110180130|XP_020803432.1|DSER
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC110181340|XP_020804722.1|DSER
OG0000100	LOC6632993|XP_015025819.1|DVIR	LOC110186797|XP_020811736.1|DSER
OG0000100	LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR	LOC110180531|XP_020803864.1|DSER
OG0000100	LOC6630166|XP_015026846.1|DVIR	LOC110179609|XP_020802865.1|DSER, LOC110180532|XP_020803865.1|DSER
OG0000101	LOC6622499|XP_032291169.1|DVIR	LOC110190009|XP_020815966.1|DSER
OG0000101	LOC6622530|XP_015030654.1|DVIR	LOC110190008|XP_020815965.1|DSER
OG0000101	LOC6622519|XP_015030651.1|DVIR	LOC110190179|XP_020816186.1|DSER
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC110177925|XP_020800564.1|DSER
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC110188958|XP_020814556.1|DSER
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER
OG0000103	LOC6623703|XP_002046809.1|DVIR	LOC110185268|XP_020809674.1|DSER
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC110191485|XP_020818009.1|DSER
OG0000104	LOC6623499|XP_002046233.3|DVIR	LOC110188717|XP_020814187.1|DSER
OG0000104	LOC6634072|XP_002057874.1|DVIR	LOC110183736|XP_020807742.1|DSER
OG0000104	LOC6623916|XP_002046238.1|DVIR	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	LOC6634229|XP_002057740.1|DVIR	LOC110185918|XP_020810590.1|DSER
OG0000105	LOC6631244|XP_002053645.1|DVIR	LOC110177255|XP_020799565.1|DSER
OG0000105	LOC6631241|XP_032293557.1|DVIR	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER
OG0000109	LOC6628433|XP_032294226.1|DVIR	LOC110183319|XP_020807224.1|DSER
OG0000110	LOC6622405|XP_002046654.1|DVIR	LOC110176728|XP_020798829.1|DSER
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR	LOC110176727|XP_020798828.1|DSER
OG0000110	LOC6622454|XP_002046656.2|DVIR	LOC110176715|XP_020798814.1|DSER
OG0000110	LOC6622494|XP_002046657.1|DVIR	LOC110176729|XP_020798830.1|DSER
OG0000111	LOC6625186|XP_002049119.1|DVIR	LOC110180114|XP_020803416.1|DSER
OG0000111	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC110176534|XP_020798578.1|DSER
OG0000112	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER
OG0000113	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC110188760|XP_020814262.1|DSER
OG0000114	LOC6627890|XP_002052296.1|DVIR	LOC110179935|XP_020803191.1|DSER, LOC110183971|XP_020807986.1|DSER
OG0000114	LOC6627889|XP_002052295.1|DVIR	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER
OG0000116	LOC6630742|XP_002053203.1|DVIR	LOC110186561|XP_020811425.1|DSER
OG0000116	LOC6630740|XP_002053201.1|DVIR	LOC110186560|XP_020811424.1|DSER, LOC110186672|XP_020811597.1|DSER
OG0000116	LOC6630741|XP_002053202.1|DVIR	LOC110186660|XP_020811583.1|DSER, LOC110186691|XP_020811618.1|DSER
OG0000117	LOC6633971|XP_002057479.1|DVIR	LOC110186011|XP_020810706.1|DSER
OG0000117	LOC6633970|XP_002057478.1|DVIR	LOC110186013|XP_020810708.1|DSER
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC110186015|XP_020810710.1|DSER
OG0000118	LOC6627951|XP_002051424.1|DVIR	LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER
OG0000119	LOC6632723|XP_002056046.1|DVIR	LOC110188489|XP_020813877.1|DSER
OG0000119	LOC6632724|XP_002056047.1|DVIR	LOC110188600|XP_020814022.1|DSER
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC110178156|XP_020800849.1|DSER
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC110180259|XP_020803574.1|DSER
OG0000120	LOC6635721|XP_002059158.1|DVIR	LOC110181780|XP_020805319.1|DSER
OG0000120	LOC6622041|XP_002046464.1|DVIR	LOC110181527|XP_020804963.1|DSER
OG0000121	LOC6632053|XP_002055250.1|DVIR	LOC110184196|XP_020808286.1|DSER
OG0000121	LOC6630360|XP_002054040.1|DVIR	LOC110176499|XP_020798532.1|DSER
OG0000121	LOC6630940|XP_032295844.1|DVIR	LOC110176466|XP_020798484.1|DSER
OG0000122	LOC6628202|XP_002052211.2|DVIR	LOC110182279|XP_020805957.1|DSER
OG0000122	LOC6635441|XP_002058981.1|DVIR	LOC110176072|XP_020797952.1|DSER
OG0000122	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR	LOC110180765|XP_020804107.1|DSER
OG0000122	LOC6629169|XP_002051908.1|DVIR	LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	LOC6626378|XP_002050355.1|DVIR	LOC110176794|XP_020798893.1|DSER
OG0000123	LOC6633191|XP_032289496.1|DVIR	LOC110191837|XP_020818462.1|DSER
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR	LOC110182095|XP_020805741.1|DSER
OG0000124	LOC6625762|XP_002049873.1|DVIR	LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC110187741|XP_020812858.1|DSER
OG0000125	LOC6627104|XP_002050844.2|DVIR	LOC110181483|XP_020804899.1|DSER
OG0000126	LOC6634255|XP_002057641.1|DVIR	LOC110176345|XP_020798336.1|DSER
OG0000127	LOC6632494|XP_002056447.1|DVIR	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER
OG0000127	LOC6632493|XP_002056446.1|DVIR	LOC110188540|XP_020813949.1|DSER
OG0000127	LOC6632492|XP_032289615.1|DVIR	LOC110188560|XP_020813977.1|DSER
OG0000128	LOC6625639|XP_002050309.2|DVIR	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER
OG0000128	LOC6634932|XP_002058443.1|DVIR	LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER
OG0000128	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	LOC110188473|XP_020813862.1|DSER
OG0000129	LOC6633554|XP_002057251.1|DVIR	LOC110183494|XP_020807436.1|DSER
OG0000129	LOC6623097|XP_002048662.1|DVIR	LOC110179824|XP_020803088.1|DSER
OG0000129	LOC6623858|XP_002048663.1|DVIR	LOC110177643|XP_020800117.1|DSER
OG0000129	LOC6633555|XP_002057252.1|DVIR	LOC110183493|XP_020807435.1|DSER
OG0000130	LOC6623290|XP_002047305.2|DVIR	LOC110184738|XP_020809025.1|DSER
OG0000130	LOC6623408|XP_002047299.1|DVIR	LOC110184712|XP_020808991.1|DSER
OG0000130	LOC6622176|XP_002047304.1|DVIR	LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC110187779|XP_020812906.1|DSER
OG0000132	LOC6628376|XP_002052628.1|DVIR	LOC110187301|XP_020812347.1|DSER
OG0000132	LOC6630679|XP_002054612.1|DVIR	LOC110188245|XP_020813568.1|DSER
OG0000133	LOC116650093|XP_032289325.1|DVIR	LOC110180278|XP_020803590.1|DSER, LOC110185373|XP_020809814.1|DSER, LOC110182848|XP_020806641.1|DSER, LOC110182847|XP_020806638.1|DSER, LOC110188793|XP_020814309.1|DSER, LOC110187608|XP_020812659.1|DSER, LOC110180224|XP_020803534.1|DSER, LOC110188915|XP_020814495.1|DSER, LOC110184601|XP_020808851.1|DSER, LOC110185368|XP_020809808.1|DSER, LOC110185379|XP_020809820.1|DSER, LOC110179879|XP_020803135.1|DSER, LOC110180479|XP_020803822.1|DSER, LOC110185375|XP_020809817.1|DSER
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC110187719|XP_020812822.1|DSER
OG0000134	LOC6633468|XP_002057059.1|DVIR	LOC110182488|XP_020806195.1|DSER
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC110183406|XP_020807340.1|DSER
OG0000137	LOC6636844|XP_032291502.1|DVIR	LOC110178781|XP_020801686.1|DSER
OG0000137	LOC6635174|XP_002058578.1|DVIR	LOC110191367|XP_020817876.1|DSER
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC110178723|XP_020801587.1|DSER
OG0000138	LOC6629259|XP_032295167.1|DVIR	LOC110188322|XP_020813689.1|DSER
OG0000138	LOC6629610|XP_002054675.3|DVIR	LOC110188325|XP_020813692.1|DSER
OG0000138	LOC6629608|XP_002054673.2|DVIR	LOC110188407|XP_020813791.1|DSER
OG0000138	LOC6629609|XP_002054674.2|DVIR	LOC110188327|XP_020813693.1|DSER
OG0000139	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR	LOC110186087|XP_020810783.1|DSER
OG0000140	LOC6630875|XP_002054323.2|DVIR	LOC110186511|XP_020811367.1|DSER
OG0000141	LOC6624242|XP_002046959.2|DVIR	LOC110189883|XP_020815786.1|DSER
OG0000141	LOC6624546|XP_002046960.1|DVIR	LOC110189884|XP_020815789.1|DSER
OG0000141	LOC6622272|XP_002046961.1|DVIR	LOC110190145|XP_020816133.1|DSER
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC110186134|XP_020810839.1|DSER
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC110179073|XP_020802111.1|DSER
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC110185184|XP_020809560.1|DSER
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC110185174|XP_020809551.1|DSER
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC110188342|XP_020813709.1|DSER
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC110191988|XP_020818678.1|DSER
