Orthogroup	DVIR.longest_only	DSEC.longest_only
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC6617066|XP_002041394.1|DSEC
OG0000059	LOC6635047|XP_002058690.1|DVIR	LOC6617064|XP_002041392.1|DSEC, LOC6617063|XP_002041391.1|DSEC
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC6617065|XP_002041393.1|DSEC
OG0000059	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	LOC6617058|XP_002041386.1|DSEC
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC6618583|XP_002042842.1|DSEC
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC6614500|XP_002038933.1|DSEC
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC6613944|XP_032578849.1|DSEC
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC6612941|XP_032579191.1|DSEC
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC6618552|XP_002042809.1|DSEC
OG0000060	LOC6628994|XP_002052097.1|DVIR	LOC6613126|XP_002037607.1|DSEC
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC6611375|XP_002035920.1|DSEC
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	LOC6611382|XP_002035927.1|DSEC
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC6611377|XP_032583318.1|DSEC
OG0000061	LOC6628611|XP_002052172.1|DVIR	LOC6611378|XP_002035923.2|DSEC
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC6619830|XP_032581369.1|DSEC
OG0000062	LOC6634206|XP_002057799.2|DVIR	LOC116803533|XP_032583118.1|DSEC
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC6616903|XP_002041237.1|DSEC, LOC6616904|XP_032577925.1|DSEC, LOC6616902|XP_002041236.1|DSEC
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC116800923|XP_032573468.1|DSEC
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC6605135|XP_002029976.1|DSEC
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC6605136|XP_002029977.1|DSEC, LOC6605137|XP_032573466.1|DSEC
OG0000065	LOC6629926|XP_002054327.2|DVIR	LOC6620871|XP_032577187.1|DSEC
OG0000065	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC6611715|XP_032583141.1|DSEC, LOC116801475|XP_032577197.1|DSEC, LOC6606677|XP_032577192.1|DSEC, LOC6616851|XP_002041187.2|DSEC, LOC6616853|XP_002041189.1|DSEC, LOC6616852|XP_002041188.1|DSEC
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC6614127|XP_002038580.2|DSEC, LOC6618754|XP_002043012.2|DSEC
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC6619319|XP_002043536.1|DSEC
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC6606217|XP_002031025.1|DSEC
OG0000066	LOC6631952|XP_002055404.1|DVIR	LOC6617577|XP_002041890.1|DSEC
OG0000066	LOC6636077|XP_002059608.1|DVIR	LOC6615669|XP_002040040.1|DSEC
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC6620079|XP_002044291.1|DSEC
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC6610892|XP_002035455.1|DSEC
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC6608367|XP_002033103.1|DSEC
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC6610891|XP_002035454.1|DSEC
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC6616446|XP_002040807.1|DSEC
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC6610046|XP_002034662.2|DSEC
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC6615215|XP_032581888.1|DSEC
OG0000069	LOC6627146|XP_002048958.2|DVIR	LOC6618939|XP_002043184.2|DSEC
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC6613612|XP_002038082.1|DSEC
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC6615903|XP_002040271.1|DSEC
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC6613611|XP_002038081.1|DSEC
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC6614825|XP_002039244.1|DSEC
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC6605331|XP_002030168.2|DSEC
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC6605584|XP_032575054.1|DSEC
OG0000071	LOC6622389|XP_032290781.1|DVIR	LOC6605583|XP_002030402.2|DSEC
OG0000071	LOC116650646|XP_032290782.1|DVIR	LOC6605585|XP_002030404.1|DSEC
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC6609446|XP_002034131.1|DSEC
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC6609453|XP_002034138.1|DSEC
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC6609448|XP_032571731.1|DSEC
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC6609744|XP_002034398.2|DSEC
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC6616009|XP_032581764.1|DSEC
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC6614351|XP_032576696.1|DSEC
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC6610960|XP_002035517.1|DSEC
OG0000074	LOC6623893|XP_002046826.2|DVIR	LOC6606103|XP_002030912.1|DSEC
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC6605016|XP_002029859.2|DSEC
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC6605018|XP_002029861.1|DSEC
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC6605017|XP_002029860.1|DSEC
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC6605015|XP_002029858.1|DSEC
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC6610804|XP_032574471.1|DSEC
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC6606736|XP_032578748.1|DSEC, LOC6606734|XP_032578866.1|DSEC
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC6614957|XP_002039374.1|DSEC
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC6614944|XP_032581504.1|DSEC, LOC6614958|XP_032581514.1|DSEC
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC6609946|XP_002034592.1|DSEC
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC6607116|XP_002031904.1|DSEC
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC6618789|XP_002043039.2|DSEC
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC6618743|XP_032576637.1|DSEC
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC6609985|XP_032572329.1|DSEC
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC6616471|XP_032574945.1|DSEC
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC6614250|XP_032578587.1|DSEC
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC6615175|XP_002039591.1|DSEC
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC6618086|XP_002042384.1|DSEC
OG0000079	LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR	LOC116801784|XP_032579181.1|DSEC, LOC6613269|XP_032579200.1|DSEC
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC6613270|XP_032579159.1|DSEC
OG0000079	LOC6628021|XP_002052521.1|DVIR	LOC6613271|XP_002037748.1|DSEC
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC6609553|XP_032570859.1|DSEC
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC6609476|XP_002034161.1|DSEC
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC6610291|XP_002034886.1|DSEC
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC6615566|XP_002039940.2|DSEC
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC6606452|XP_002031255.1|DSEC
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC116800215|XP_032569927.1|DSEC, LOC6611746|XP_002036269.1|DSEC, LOC6611745|XP_032583492.1|DSEC, LOC6611743|XP_032583597.1|DSEC, LOC6611744|XP_032583168.1|DSEC
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC6612009|XP_032569925.1|DSEC
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC6609841|XP_002034493.1|DSEC
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC6609358|XP_002034047.1|DSEC
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC6608029|XP_032572862.1|DSEC
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC6609922|XP_002034572.1|DSEC
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC6611885|XP_002036403.2|DSEC
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC6611274|XP_002035829.1|DSEC
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC6611909|XP_002036426.1|DSEC
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC6607857|XP_032572237.1|DSEC
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC6612055|XP_002036572.1|DSEC
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC6605272|XP_002030110.1|DSEC
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC6609520|XP_002034204.1|DSEC
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC6605273|XP_002030111.1|DSEC
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC6614195|XP_002038642.1|DSEC
OG0000089	LOC6635266|XP_002058736.2|DVIR	LOC6607057|XP_002031845.1|DSEC
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC6605081|XP_002029922.1|DSEC
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC6608382|XP_002033118.1|DSEC
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC6608386|XP_032571023.1|DSEC
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC6610773|XP_002035339.1|DSEC
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC6610282|XP_032573795.1|DSEC
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC6612658|XP_032576233.1|DSEC
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC6612181|XP_032580799.1|DSEC
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC6613760|XP_032578418.1|DSEC
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC116801651|XP_032578417.1|DSEC
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC6619698|XP_032579430.1|DSEC
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC6619700|XP_002043915.1|DSEC
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC6616968|XP_002041296.1|DSEC, LOC6619699|XP_002043914.1|DSEC
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC6611634|XP_002036170.1|DSEC
OG0000093	LOC6631541|XP_002055065.2|DVIR	LOC6619757|XP_002043971.1|DSEC
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC6605148|XP_002029989.1|DSEC
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC6614059|XP_002038513.1|DSEC
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC6614658|XP_002039085.1|DSEC
OG0000096	LOC6633047|XP_002056270.1|DVIR	LOC6611394|XP_002035938.1|DSEC
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC6606981|XP_032576845.1|DSEC
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC6614724|XP_032569761.1|DSEC
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC6606676|XP_002031476.1|DSEC, LOC6621482|XP_032577186.1|DSEC
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC6616102|XP_002040467.1|DSEC
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC6616103|XP_002040468.1|DSEC
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC6616099|XP_032580297.1|DSEC
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC116800385|XP_032570900.1|DSEC
OG0000100	LOC6632993|XP_015025819.1|DVIR	LOC6616973|XP_002041301.1|DSEC
OG0000100	LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR	LOC6606416|XP_002031220.1|DSEC
OG0000100	LOC6630166|XP_015026846.1|DVIR	LOC6606417|XP_002031221.2|DSEC
OG0000101	LOC6622530|XP_015030654.1|DVIR	LOC6619343|XP_032573862.1|DSEC
OG0000101	LOC116650581|XP_032290504.1|DVIR	LOC6618409|XP_032573873.1|DSEC
OG0000101	LOC6622479|XP_015030655.1|DVIR	LOC6618414|XP_032573872.1|DSEC
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC6609708|XP_032571910.1|DSEC
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC6608277|XP_002033021.1|DSEC
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR	LOC6604961|XP_002029804.1|DSEC, LOC6606121|XP_002030929.1|DSEC
OG0000103	LOC6623703|XP_002046809.1|DVIR	LOC116801298|XP_032575929.1|DSEC
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC6608599|XP_002033333.1|DSEC
OG0000104	LOC6623499|XP_002046233.3|DVIR	LOC6605945|XP_002030757.2|DSEC
OG0000104	LOC6634072|XP_002057874.1|DVIR	LOC6611808|XP_002036330.1|DSEC
OG0000104	LOC6623916|XP_002046238.1|DVIR	LOC6605951|XP_002030763.2|DSEC, LOC6605950|XP_002030762.1|DSEC
OG0000105	LOC6634229|XP_002057740.1|DVIR	LOC6619284|XP_032579009.1|DSEC, LOC6605055|XP_002029896.2|DSEC
OG0000105	LOC6631244|XP_002053645.1|DVIR	LOC6607252|XP_002032031.1|DSEC
OG0000105	LOC6631241|XP_032293557.1|DVIR	LOC6607258|XP_002032037.1|DSEC, LOC6607259|XP_002032038.1|DSEC
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	LOC6615659|XP_002040030.1|DSEC, LOC116800201|XP_032569810.1|DSEC, LOC6614463|XP_002038896.1|DSEC, LOC6614462|XP_032583400.1|DSEC, LOC6615660|XP_002040031.1|DSEC
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC6612035|XP_002036552.2|DSEC, LOC6612033|XP_032579423.1|DSEC, LOC6612032|XP_032583488.1|DSEC
OG0000109	LOC6628433|XP_032294226.1|DVIR	LOC6612022|XP_002036539.1|DSEC
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR	LOC6620844|XP_032573645.1|DSEC
OG0000110	LOC6622454|XP_002046656.2|DVIR	LOC6611144|XP_002035701.2|DSEC
OG0000110	LOC6622494|XP_002046657.1|DVIR	LOC6611145|XP_002035702.1|DSEC
OG0000111	LOC6625186|XP_002049119.1|DVIR	LOC6609987|XP_002034623.1|DSEC
OG0000111	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC6620815|XP_032571778.1|DSEC, LOC6620816|XP_002045014.1|DSEC
OG0000112	LOC6631730|XP_002055577.1|DVIR	LOC6615207|XP_002039617.1|DSEC, LOC6617976|XP_002042284.1|DSEC
OG0000112	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC6615171|XP_002039587.1|DSEC, LOC6615170|XP_002039586.1|DSEC
OG0000113	LOC6622156|XP_002048476.2|DVIR	LOC6609037|XP_032571701.1|DSEC
OG0000113	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC6614036|XP_002038490.1|DSEC
OG0000114	LOC6627890|XP_002052296.1|DVIR	LOC116803555|XP_032583237.1|DSEC, LOC116803553|XP_032583234.1|DSEC, LOC116803554|XP_032583235.1|DSEC
OG0000114	LOC6627889|XP_002052295.1|DVIR	LOC116803551|XP_032583232.1|DSEC
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC6617668|XP_032583231.1|DSEC
OG0000116	LOC6630742|XP_002053203.1|DVIR	LOC6619705|XP_032579540.1|DSEC
OG0000116	LOC6630740|XP_002053201.1|DVIR	LOC6619710|XP_032579538.1|DSEC
OG0000116	LOC6630741|XP_002053202.1|DVIR	LOC6619707|XP_002043922.1|DSEC
OG0000117	LOC6633971|XP_002057479.1|DVIR	LOC6611214|XP_002035770.2|DSEC
OG0000117	LOC6633970|XP_002057478.1|DVIR	LOC6611213|XP_002035769.1|DSEC
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC6611212|XP_002035768.1|DSEC
OG0000118	LOC6627951|XP_002051424.1|DVIR	LOC6611235|XP_002035791.1|DSEC
OG0000119	LOC6632723|XP_002056046.1|DVIR	LOC6621198|XP_002045377.1|DSEC
OG0000119	LOC6632724|XP_002056047.1|DVIR	LOC6607001|XP_002031790.1|DSEC
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC6608695|XP_032572430.1|DSEC
OG0000120	LOC6622041|XP_002046464.1|DVIR	LOC6610179|XP_002034787.1|DSEC
OG0000121	LOC6632053|XP_002055250.1|DVIR	LOC6621159|XP_002045338.1|DSEC
OG0000121	LOC6630360|XP_002054040.1|DVIR	LOC6606383|XP_002031188.1|DSEC
OG0000121	LOC6630940|XP_032295844.1|DVIR	LOC6606381|XP_002031186.1|DSEC, LOC6621300|XP_002045474.2|DSEC, LOC6606382|XP_002031187.1|DSEC, LOC6621299|XP_002045475.2|DSEC
OG0000122	LOC6628202|XP_002052211.2|DVIR	LOC6617448|XP_032583537.1|DSEC
OG0000122	LOC6635441|XP_002058981.1|DVIR	LOC6619859|XP_002044072.2|DSEC
OG0000122	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR	LOC6608366|XP_032570800.1|DSEC
OG0000122	LOC6629169|XP_002051908.1|DVIR	LOC6613313|XP_002037789.1|DSEC
OG0000123	LOC6626378|XP_002050355.1|DVIR	LOC6618845|XP_002043094.1|DSEC
OG0000123	LOC6633191|XP_032289496.1|DVIR	LOC6614135|XP_002038588.1|DSEC
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR	LOC6609490|XP_002034175.2|DSEC, LOC6608219|XP_032570933.1|DSEC
OG0000124	LOC6625762|XP_002049873.1|DVIR	LOC6608220|XP_032570934.1|DSEC, LOC6608222|XP_002032966.2|DSEC
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC6617143|XP_032576639.1|DSEC
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC6606616|XP_002031417.2|DSEC
OG0000125	LOC6627104|XP_002050844.2|DVIR	LOC6609445|XP_002034130.1|DSEC
OG0000126	LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	LOC6611315|XP_002035862.1|DSEC
OG0000127	LOC6632494|XP_002056447.1|DVIR	LOC6614284|XP_002038724.1|DSEC, LOC6614285|XP_002038725.1|DSEC
OG0000127	LOC6632493|XP_002056446.1|DVIR	LOC6614283|XP_002038723.1|DSEC
OG0000127	LOC6632492|XP_032289615.1|DVIR	LOC6614282|XP_032579442.1|DSEC
OG0000128	LOC6625639|XP_002050309.2|DVIR	LOC6615333|XP_032571841.1|DSEC
OG0000128	LOC6634932|XP_002058443.1|DVIR	LOC6615332|XP_002039730.1|DSEC
OG0000128	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	LOC6614348|XP_032578458.1|DSEC
OG0000129	LOC6633554|XP_002057251.1|DVIR	LOC6612241|XP_002036753.1|DSEC
OG0000129	LOC6623097|XP_002048662.1|DVIR	LOC6605270|XP_032575245.1|DSEC
OG0000129	LOC6623858|XP_002048663.1|DVIR	LOC116800634|XP_032572551.1|DSEC
OG0000129	LOC6633555|XP_002057252.1|DVIR	LOC6612240|XP_032581536.1|DSEC
OG0000130	LOC6623290|XP_002047305.2|DVIR	LOC6611001|XP_002035558.2|DSEC
OG0000130	LOC6623408|XP_002047299.1|DVIR	LOC6610996|XP_002035553.1|DSEC
OG0000130	LOC6622176|XP_002047304.1|DVIR	LOC6610997|XP_002035554.2|DSEC, LOC6611000|XP_032574071.1|DSEC
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC6606580|XP_002031381.1|DSEC
OG0000132	LOC6628376|XP_002052628.1|DVIR	LOC6617717|XP_032583024.1|DSEC
OG0000132	LOC6630679|XP_002054612.1|DVIR	LOC6616627|XP_002040984.1|DSEC
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC6606359|XP_002031164.1|DSEC
OG0000134	LOC6633468|XP_002057059.1|DVIR	LOC6618549|XP_002042812.1|DSEC
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC6612060|XP_002036577.1|DSEC
OG0000136	LOC6629430|XP_032295424.1|DVIR	LOC116802024|XP_032580777.1|DSEC
OG0000137	LOC6635174|XP_002058578.1|DVIR	LOC6614052|XP_002038506.1|DSEC
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC6611072|XP_032575266.1|DSEC
OG0000138	LOC6629259|XP_032295167.1|DVIR	LOC6607217|XP_002032001.2|DSEC
OG0000138	LOC6629610|XP_002054675.3|DVIR	LOC6607216|XP_002032000.1|DSEC
OG0000138	LOC6629608|XP_002054673.2|DVIR	LOC6607214|XP_002031998.2|DSEC
OG0000138	LOC6629609|XP_002054674.2|DVIR	LOC6607215|XP_002031999.2|DSEC
OG0000140	LOC6630875|XP_002054323.2|DVIR	LOC6617144|XP_002041471.1|DSEC
OG0000141	LOC6624242|XP_002046959.2|DVIR	LOC6604891|XP_002029736.2|DSEC
OG0000141	LOC6624546|XP_002046960.1|DVIR	LOC6604890|XP_032573338.1|DSEC
OG0000141	LOC6622272|XP_002046961.1|DVIR	LOC6604889|XP_002029734.1|DSEC
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC6607750|XP_002032513.1|DSEC
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC6620133|XP_032573236.1|DSEC
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC6619853|XP_032582718.1|DSEC
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC6618331|XP_002042603.1|DSEC
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC6618330|XP_002042602.2|DSEC
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC6606328|XP_032577860.1|DSEC
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC6618538|XP_032581282.1|DSEC
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC116801758|XP_032578980.1|DSEC
OG0000145	LOC6631571|XP_002055558.2|DVIR	LOC6617502|XP_002041819.1|DSEC
OG0000145	LOC6627696|XP_002052256.1|DVIR	LOC6614379|XP_002038818.2|DSEC, LOC6614378|XP_002038817.1|DSEC
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC6617770|XP_002042082.2|DSEC
OG0000147	LOC6634949|XP_002058537.1|DVIR	LOC6614099|XP_002038553.1|DSEC
OG0000147	LOC6634950|XP_002058538.1|DVIR	LOC6614098|XP_002038552.1|DSEC
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC6613247|XP_002037724.1|DSEC
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC6611775|XP_002036298.2|DSEC
OG0000149	LOC6627743|XP_002051297.1|DVIR	LOC6611540|XP_002036079.1|DSEC
OG0000149	LOC6634481|XP_002058158.1|DVIR	LOC6615127|XP_002039543.1|DSEC
OG0000150	LOC6627333|XP_032293973.1|DVIR	LOC6617413|XP_032569960.1|DSEC, LOC6617406|XP_032582457.1|DSEC, LOC6617411|XP_002041736.2|DSEC, LOC6617412|XP_002041737.2|DSEC, LOC6617409|XP_002041734.2|DSEC, LOC6617408|XP_002041733.1|DSEC
OG0000151	LOC6624491|XP_032290429.1|DVIR	LOC6616252|XP_002040616.1|DSEC
OG0000151	LOC6624600|XP_015030529.1|DVIR	LOC6616256|XP_002040620.1|DSEC
OG0000151	LOC6627838|XP_002051728.2|DVIR	LOC6616255|XP_032575224.1|DSEC
OG0000151	LOC6623559|XP_002048335.2|DVIR	LOC6605370|XP_002030204.1|DSEC
OG0000152	LOC6632780|XP_002055862.1|DVIR	LOC6612643|XP_002037147.1|DSEC
OG0000152	LOC6632791|XP_002055861.2|DVIR	LOC6607640|XP_002032405.2|DSEC, LOC6612646|XP_032578929.1|DSEC, LOC6612644|XP_002037148.1|DSEC
OG0000153	LOC6630161|XP_002054781.2|DVIR	LOC6606423|XP_002031227.2|DSEC
OG0000153	LOC6630159|XP_002054779.1|DVIR	LOC6606426|XP_002031230.1|DSEC
OG0000153	LOC6630160|XP_002054780.1|DVIR	LOC6606425|XP_002031229.1|DSEC
OG0000154	LOC6635099|XP_002058361.1|DVIR	LOC6607514|XP_002032283.1|DSEC
OG0000154	LOC26531881|XP_015031806.2|DVIR	LOC116801047|XP_032574342.1|DSEC
OG0000155	LOC6622871|XP_032290541.1|DVIR	LOC6611161|XP_002035718.2|DSEC
OG0000155	LOC6622732|XP_002046664.1|DVIR	LOC6611155|XP_002035712.1|DSEC
OG0000155	LOC6622713|XP_002046665.2|DVIR	LOC6611156|XP_002035713.1|DSEC
OG0000157	LOC6626201|XP_002049879.1|DVIR	LOC6608223|XP_002032967.1|DSEC, LOC6608221|XP_002032965.1|DSEC
OG0000157	LOC6626202|XP_002049880.1|DVIR	LOC6608224|XP_002032968.1|DSEC
OG0000158	LOC6625323|XP_002049089.1|DVIR	LOC6610036|XP_032573098.1|DSEC
OG0000158	LOC6623768|XP_002047813.2|DVIR	LOC6611107|XP_002035664.1|DSEC
OG0000158	LOC6623710|XP_002047812.1|DVIR	LOC6611108|XP_002035665.1|DSEC
OG0000159	LOC6623061|XP_002047662.1|DVIR	LOC6616610|XP_032574184.1|DSEC
OG0000159	LOC26531581|XP_032289971.1|DVIR	LOC6606142|XP_002030950.2|DSEC
OG0000159	LOC6622688|XP_002048229.1|DVIR	LOC6605765|XP_032574363.1|DSEC
OG0000160	LOC6630948|XP_002053938.1|DVIR	LOC6607326|XP_002032099.2|DSEC, LOC116801556|XP_032577818.1|DSEC
OG0000160	LOC6630855|XP_002053937.1|DVIR	LOC6607327|XP_002032100.1|DSEC
OG0000161	LOC6624299|XP_002047103.1|DVIR	LOC6610206|XP_002034813.1|DSEC
OG0000161	LOC6633867|XP_015025613.1|DVIR	LOC6618590|XP_032581459.1|DSEC
