Orthogroup	DVIR.longest_only	AAEG.longest_only
OG0000090	LOC6625113|XP_002049287.1|DVIR, LOC6625413|XP_002049290.1|DVIR, LOC6622878|XP_002046497.1|DVIR, LOC6623278|XP_002048567.1|DVIR, LOC6622829|XP_002047055.2|DVIR	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC5578943|XP_021693136.1|AAEG
OG0000091	LOC6627714|XP_002051636.1|DVIR, LOC6632846|XP_002056244.1|DVIR, LOC6632847|XP_002056245.1|DVIR	LOC5579216|XP_021706364.1|AAEG
OG0000094	LOC6623745|XP_002047834.1|DVIR, LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG
OG0000101	LOC6622499|XP_032291169.1|DVIR, LOC6622530|XP_015030654.1|DVIR, LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR, LOC6622519|XP_015030651.1|DVIR	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR, LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC6634072|XP_002057874.1|DVIR, LOC6623916|XP_002046238.1|DVIR	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC6634229|XP_002057740.1|DVIR, LOC6631244|XP_002053645.1|DVIR, LOC6631241|XP_032293557.1|DVIR	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC6622405|XP_002046654.1|DVIR, LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR, LOC6622494|XP_002046657.1|DVIR	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC6631730|XP_002055577.1|DVIR, LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC6632053|XP_002055250.1|DVIR, LOC6630360|XP_002054040.1|DVIR, LOC6630940|XP_032295844.1|DVIR	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR, LOC6625762|XP_002049873.1|DVIR, LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC6627104|XP_002050844.2|DVIR	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000140	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC6630161|XP_002054781.2|DVIR, LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC6625323|XP_002049089.1|DVIR, LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC6623061|XP_002047662.1|DVIR	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC26531581|XP_032289971.1|DVIR, LOC6622688|XP_002048229.1|DVIR	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR, LOC6635651|XP_002059197.1|DVIR	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC6629062|XP_002051606.1|DVIR, LOC6630526|XP_002054803.1|DVIR	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC6624521|XP_002047648.1|DVIR, LOC6623967|XP_002048514.1|DVIR, LOC6624737|XP_002049740.1|DVIR	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC6631307|XP_002055050.2|DVIR, LOC6632451|XP_002056513.2|DVIR	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC6625965|XP_002050959.2|DVIR	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC6626384|XP_002050058.1|DVIR, LOC6626385|XP_032292428.1|DVIR	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC6635007|XP_002058651.1|DVIR	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC6634090|XP_002057510.3|DVIR	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC6628333|XP_032293686.1|DVIR	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC6636703|XP_002060176.2|DVIR	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR, LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC6625558|XP_002048894.1|DVIR, LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC6630589|XP_002053280.1|DVIR	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC6631752|XP_002055002.1|DVIR	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC6630905|XP_015026920.1|DVIR	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC6625988|XP_032293143.1|DVIR, LOC6626070|XP_032293124.1|DVIR	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC6628569|XP_032293612.1|DVIR	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC6629781|XP_002054743.1|DVIR	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC6632407|XP_002056622.1|DVIR, LOC6632408|XP_002056623.1|DVIR	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC6632406|XP_002056621.1|DVIR, LOC6632405|XP_002056620.1|DVIR	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC6636939|XP_002060388.2|DVIR, LOC6623592|XP_032290877.1|DVIR, LOC6632192|XP_002055647.3|DVIR, LOC6623437|XP_032291055.1|DVIR	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC6635619|XP_002059138.1|DVIR, LOC6635618|XP_032294720.1|DVIR	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC6624569|XP_002047651.2|DVIR, LOC6632994|XP_002056495.1|DVIR, LOC6636335|XP_002059934.1|DVIR	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC6631441|XP_002055679.1|DVIR, LOC6631440|XP_002055678.1|DVIR	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC6632418|XP_002055799.2|DVIR, LOC6636688|XP_002060166.2|DVIR, LOC6636701|XP_002060174.1|DVIR	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC6627642|XP_032293499.1|DVIR	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC6636083|XP_032295503.1|DVIR	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC6633473|XP_032296536.1|DVIR	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC6635954|XP_032292237.1|DVIR, LOC6630014|XP_002053407.2|DVIR	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC6632833|XP_002056341.1|DVIR, LOC6632834|XP_002056342.3|DVIR, LOC26530443|XP_015031598.1|DVIR, LOC6624470|XP_015031333.1|DVIR	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC6628580|XP_002051514.1|DVIR, LOC6622956|XP_032290772.1|DVIR	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC6635719|XP_032294685.1|DVIR, LOC6635725|XP_002059162.2|DVIR	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC6635718|XP_032294682.1|DVIR	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC6633752|XP_015025605.1|DVIR	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC6633759|XP_032296617.1|DVIR	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC6633761|XP_032296607.1|DVIR	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC6632553|XP_002056536.3|DVIR, LOC6634875|XP_002058604.1|DVIR	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC6635093|XP_002058355.1|DVIR, LOC6635092|XP_002058354.1|DVIR	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC6630367|XP_002054903.1|DVIR	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC6625513|XP_002050095.1|DVIR, LOC6625223|XP_002050103.2|DVIR, LOC6625517|XP_032291583.1|DVIR, LOC6625222|XP_032291581.1|DVIR, LOC6625221|XP_032291580.1|DVIR, LOC6625516|XP_032291579.1|DVIR	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC6631015|XP_002054291.1|DVIR, LOC6635104|XP_002058664.1|DVIR	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC6625254|XP_002048974.1|DVIR	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC6625255|XP_002048975.1|DVIR	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC6622261|XP_002048176.1|DVIR	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000210	LOC6625370|XP_002049066.2|DVIR, LOC6633805|XP_002057094.2|DVIR	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC6630251|XP_002053765.1|DVIR	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC6630249|XP_002053763.1|DVIR	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC6629143|XP_002052891.2|DVIR, LOC6635617|XP_015024480.1|DVIR	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC6623068|XP_002048502.2|DVIR, LOC6625565|XP_032291620.1|DVIR	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC6631573|XP_032295286.1|DVIR, LOC6636475|XP_002059924.1|DVIR, LOC6630262|XP_002053421.1|DVIR, LOC6630259|XP_002053418.1|DVIR	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC6624104|XP_002048315.1|DVIR, LOC6622189|XP_002048316.1|DVIR, LOC26531348|XP_015031731.1|DVIR	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC116650592|XP_032290561.1|DVIR, LOC6635440|XP_002058980.1|DVIR, LOC6636264|XP_002059733.1|DVIR, LOC6634708|XP_002058265.1|DVIR, LOC6634709|XP_002058266.2|DVIR	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC6631722|XP_002055164.1|DVIR	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC6627923|XP_002052798.3|DVIR, LOC6631721|XP_002055163.1|DVIR	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC6636349|XP_002059948.1|DVIR, LOC6636346|XP_002059945.1|DVIR, LOC6636350|XP_032292022.1|DVIR	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC6622194|XP_002047863.1|DVIR, LOC6624053|XP_002047860.1|DVIR, LOC116650670|XP_032290905.1|DVIR	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC6626011|XP_015029932.1|DVIR, LOC6630010|XP_002054772.1|DVIR, LOC6626010|XP_002050155.1|DVIR	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC6628550|XP_002052176.2|DVIR	LOC5565435|XP_021710162.1|AAEG
OG0000222	LOC6634028|XP_002057492.1|DVIR	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC6626237|XP_002048861.1|DVIR	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC6630655|XP_032292178.1|DVIR, LOC26531229|XP_015027874.1|DVIR, LOC6630654|XP_002053310.2|DVIR	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC116650738|XP_032291156.1|DVIR, LOC6622073|XP_002047064.1|DVIR	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC6635236|XP_002058764.1|DVIR, LOC6632952|XP_002056569.2|DVIR, LOC6628603|XP_002052164.1|DVIR	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC6629782|XP_032294976.1|DVIR, LOC26531779|XP_032289324.1|DVIR	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC6632650|XP_032289576.1|DVIR	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC116650991|XP_032292345.1|DVIR, LOC6625002|XP_032292342.1|DVIR	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC6631220|XP_002053140.1|DVIR, LOC6625772|XP_002050474.1|DVIR, LOC6625771|XP_002050473.1|DVIR	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC6626147|XP_002050902.1|DVIR, LOC6626146|XP_032291909.1|DVIR, LOC6631062|XP_002054228.2|DVIR, LOC6631073|XP_002054229.1|DVIR	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC6631091|XP_032295419.1|DVIR, LOC6631090|XP_002054050.1|DVIR, LOC6630947|XP_002054049.1|DVIR	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC6627591|XP_002052822.1|DVIR, LOC6627949|XP_002051422.1|DVIR, LOC6634448|XP_002058167.1|DVIR	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC6624901|XP_032291939.1|DVIR	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC6633387|XP_032296418.1|DVIR	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC6628818|XP_032293952.1|DVIR, LOC6628817|XP_002052067.2|DVIR	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
