Orthogroup	DVIR.longest_only	CCAP.longest_only
OG0000054	LOC6629800|XP_002053376.1|DVIR, LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR, LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR, LOC6633609|XP_002056917.1|DVIR	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP
OG0000059	LOC6635045|XP_002058688.1|DVIR, LOC6635047|XP_002058690.1|DVIR, LOC6635046|XP_032295222.1|DVIR, LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC6632878|XP_032289764.1|DVIR	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC6628610|XP_002052171.1|DVIR	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	CCAP1982_LOCUS7592|CAD6999045.1|CCAP
OG0000061	LOC6628612|XP_002052173.2|DVIR, LOC6628611|XP_002052172.1|DVIR	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC6630621|XP_002053750.1|DVIR, LOC6632062|XP_002055617.1|DVIR, LOC6634206|XP_002057799.2|DVIR	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC6623822|XP_002047823.1|DVIR, LOC26531302|XP_015031723.1|DVIR, LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC6629926|XP_002054327.2|DVIR, LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC6632379|XP_002056002.1|DVIR	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC6623824|XP_002047391.1|DVIR	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC6623938|XP_002047390.1|DVIR	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC6627146|XP_002048958.2|DVIR	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC6622067|XP_002047717.2|DVIR, LOC6622389|XP_032290781.1|DVIR, LOC116650646|XP_032290782.1|DVIR	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC6635857|XP_002059479.1|DVIR	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC6627108|XP_002050848.2|DVIR	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC6627106|XP_002050846.1|DVIR	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC6625785|XP_002049583.1|DVIR	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC6635019|XP_015024910.1|DVIR	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC6623521|XP_002048202.1|DVIR	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC6622654|XP_002048201.1|DVIR	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC6636598|XP_015023834.1|DVIR	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC6627101|XP_002049944.1|DVIR	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC6629945|XP_002053003.1|DVIR	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC6624992|XP_002049450.1|DVIR	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC6631157|XP_002054511.2|DVIR	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC26531450|XP_015028936.1|DVIR, LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR, LOC6628022|XP_002052522.2|DVIR	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC6635875|XP_002059348.1|DVIR	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC6622786|XP_002047047.2|DVIR	CCAP1982_LOCUS10919|CAD7002428.1|CCAP, CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC6624944|XP_002050224.1|DVIR, LOC6631012|XP_032295246.1|DVIR	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC6634864|XP_002058699.1|DVIR	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC6624533|XP_002047646.1|DVIR	CCAP1982_LOCUS6083|CAD6997437.1|CCAP
OG0000083	LOC6627816|XP_002051141.2|DVIR	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC6625031|XP_002050290.1|DVIR	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC6627277|XP_002050654.1|DVIR	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC6627342|XP_002052453.1|DVIR	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC6633896|XP_002057589.1|DVIR	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC6624854|XP_002049202.1|DVIR	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC6630704|XP_002054644.1|DVIR	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC6623346|XP_002047269.1|DVIR	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC6625113|XP_002049287.1|DVIR	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC6625413|XP_002049290.1|DVIR	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC6622878|XP_002046497.1|DVIR	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000090	LOC6623278|XP_002048567.1|DVIR	CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC6630750|XP_032294848.1|DVIR	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC6632846|XP_002056244.1|DVIR	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC6632847|XP_002056245.1|DVIR	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC6630632|XP_002053630.3|DVIR	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC6630635|XP_002053633.1|DVIR	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC6630634|XP_002053632.1|DVIR	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC6627672|XP_002051948.1|DVIR	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC6633088|XP_002056271.1|DVIR, LOC6633047|XP_002056270.1|DVIR, LOC6633089|XP_002056272.1|DVIR	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC6628330|XP_002051202.1|DVIR	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC6622499|XP_032291169.1|DVIR	CCAP1982_LOCUS12876|CAD7004470.1|CCAP
OG0000101	LOC6622530|XP_015030654.1|DVIR	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC6627172|XP_002048695.1|DVIR	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC6623499|XP_002046233.3|DVIR	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC6634072|XP_002057874.1|DVIR	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC6623916|XP_002046238.1|DVIR	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC6631244|XP_002053645.1|DVIR	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC6631241|XP_032293557.1|DVIR	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC6622494|XP_002046657.1|DVIR	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC6627889|XP_002052295.1|DVIR	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC6627888|XP_002052294.1|DVIR	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000116	LOC6630742|XP_002053203.1|DVIR	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC6630740|XP_002053201.1|DVIR	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC6630741|XP_002053202.1|DVIR	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC6633971|XP_002057479.1|DVIR	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC6633970|XP_002057478.1|DVIR	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000119	LOC6632723|XP_002056046.1|DVIR	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC6632724|XP_002056047.1|DVIR	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC6625102|XP_002050121.1|DVIR	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC6632053|XP_002055250.1|DVIR	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC6628202|XP_002052211.2|DVIR	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC6635441|XP_002058981.1|DVIR	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC6630876|XP_015026944.1|DVIR	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC6632605|XP_015026066.1|DVIR	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC6632492|XP_032289615.1|DVIR	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC6625639|XP_002050309.2|DVIR	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000128	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	CCAP1982_LOCUS8671|CAD7000180.1|CCAP
OG0000129	LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC6623290|XP_002047305.2|DVIR, LOC6623408|XP_002047299.1|DVIR, LOC6623210|XP_002047302.3|DVIR, LOC6623486|XP_002047301.2|DVIR, LOC6623424|XP_002047300.2|DVIR, LOC6622176|XP_002047304.1|DVIR	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC6632894|XP_015026057.1|DVIR	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC6628376|XP_002052628.1|DVIR	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC6630679|XP_002054612.1|DVIR	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC6630471|XP_002054107.1|DVIR	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC6629234|XP_032294008.1|DVIR	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC6636844|XP_032291502.1|DVIR	CCAP1982_LOCUS11326|CAD7002858.1|CCAP
OG0000137	LOC6635174|XP_002058578.1|DVIR	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC6623869|XP_002046853.1|DVIR	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC6629259|XP_032295167.1|DVIR, LOC6629610|XP_002054675.3|DVIR, LOC6629608|XP_002054673.2|DVIR, LOC6629609|XP_002054674.2|DVIR	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC6624242|XP_002046959.2|DVIR	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC6629343|XP_002053320.3|DVIR	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC6624208|XP_002048674.2|DVIR	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC6629583|XP_002054875.2|DVIR	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC6627421|XP_015028685.2|DVIR	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC6627695|XP_002052255.1|DVIR	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC6627697|XP_002052257.1|DVIR	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC6627696|XP_002052256.1|DVIR	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC6635761|XP_002059227.2|DVIR	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC6634949|XP_002058537.1|DVIR	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC6634950|XP_002058538.1|DVIR	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC6628264|XP_002052544.1|DVIR	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC6627333|XP_032293973.1|DVIR	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC6624491|XP_032290429.1|DVIR	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC6624600|XP_015030529.1|DVIR	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC6627838|XP_002051728.2|DVIR	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC6623559|XP_002048335.2|DVIR	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC6630161|XP_002054781.2|DVIR	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC6630159|XP_002054779.1|DVIR, LOC6630160|XP_002054780.1|DVIR	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC6635099|XP_002058361.1|DVIR	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC26531881|XP_015031806.2|DVIR	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC6622871|XP_032290541.1|DVIR, LOC6622732|XP_002046664.1|DVIR, LOC6622713|XP_002046665.2|DVIR	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC6626201|XP_002049879.1|DVIR, LOC6626203|XP_002049881.1|DVIR, LOC6626202|XP_002049880.1|DVIR	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC6623768|XP_002047813.2|DVIR, LOC6623710|XP_002047812.1|DVIR	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC6623061|XP_002047662.1|DVIR	CCAP1982_LOCUS14640|CAD7006318.1|CCAP
OG0000159	LOC26531581|XP_032289971.1|DVIR	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000159	LOC6622688|XP_002048229.1|DVIR	CCAP1982_LOCUS13500|CAD7005139.1|CCAP
OG0000160	LOC6630948|XP_002053938.1|DVIR, LOC6630855|XP_002053937.1|DVIR	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC6624299|XP_002047103.1|DVIR	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC6622388|XP_002047228.1|DVIR, LOC6633867|XP_015025613.1|DVIR	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC6635651|XP_002059197.1|DVIR	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC6629062|XP_002051606.1|DVIR	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC6630526|XP_002054803.1|DVIR	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC6624785|XP_002049336.1|DVIR, LOC6624521|XP_002047648.1|DVIR, LOC6623967|XP_002048514.1|DVIR, LOC6624737|XP_002049740.1|DVIR	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC6625965|XP_002050959.2|DVIR	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC6623487|XP_032290652.1|DVIR	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000167	LOC6623587|XP_002046786.2|DVIR	CCAP1982_LOCUS14885|CAD7006571.1|CCAP
OG0000169	LOC6635007|XP_002058651.1|DVIR	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC6623321|XP_002048206.3|DVIR, LOC6635089|XP_002058419.1|DVIR	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC6627500|XP_002052783.1|DVIR, LOC6627501|XP_002052784.1|DVIR	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC6629258|XP_002052782.1|DVIR	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC6634090|XP_002057510.3|DVIR	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC6628333|XP_032293686.1|DVIR	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC26531776|XP_032291441.1|DVIR, LOC6623137|XP_002046100.2|DVIR, LOC6634114|XP_032293821.1|DVIR, LOC26531600|XP_032294232.1|DVIR, LOC26531579|XP_032291437.1|DVIR, LOC6623100|XP_002046099.1|DVIR	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC6625358|XP_002050230.1|DVIR, LOC6625360|XP_002050232.1|DVIR	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC26531341|XP_015030314.1|DVIR, LOC6624947|XP_002050227.3|DVIR	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC6625558|XP_002048894.1|DVIR	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC6627663|XP_002051103.1|DVIR, LOC6625969|XP_002050500.1|DVIR	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC6630589|XP_002053280.1|DVIR	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC6630464|XP_015027450.1|DVIR, LOC6630465|XP_002053462.3|DVIR, LOC116649753|XP_032290680.1|DVIR, LOC116650632|XP_032290685.1|DVIR	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC6636602|XP_002060039.2|DVIR, LOC6636606|XP_002060043.1|DVIR, LOC116650801|XP_032291392.1|DVIR, LOC6636607|XP_002060044.1|DVIR, LOC6636547|XP_002060051.1|DVIR, LOC6636543|XP_002060047.1|DVIR, LOC116650810|XP_032291417.1|DVIR	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC6630905|XP_015026920.1|DVIR	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
OG0000179	LOC6625988|XP_032293143.1|DVIR	CCAP1982_LOCUS19655|CAD7011567.1|CCAP
OG0000179	LOC6626070|XP_032293124.1|DVIR	CCAP1982_LOCUS20038|CAD7011926.1|CCAP
OG0000181	LOC6635112|XP_002058672.1|DVIR	CCAP1982_LOCUS2966|CAD6994204.1|CCAP, CCAP1982_LOCUS1186|CAD6992318.1|CCAP
OG0000181	LOC6629781|XP_002054743.1|DVIR	CCAP1982_LOCUS2664|CAD6993867.1|CCAP
