Orthogroup	DVIR.longest_only	HILL.longest_only
OG0000044	LOC6630493|XP_002053200.1|DVIR, LOC116651012|XP_032292468.1|DVIR, LOC6630492|XP_002053199.1|DVIR, LOC6630491|XP_002053198.1|DVIR	LOC119658958|XP_037922759.1|HILL, LOC119658735|XP_037922328.1|HILL, LOC119658738|XP_037922338.1|HILL, LOC119658739|XP_037922341.1|HILL, LOC119658736|XP_037922334.1|HILL, LOC119658744|XP_037922349.1|HILL, LOC119658743|XP_037922348.1|HILL, LOC119658742|XP_037922343.1|HILL, LOC119658745|XP_037922350.1|HILL, LOC119658746|XP_037922352.1|HILL, LOC119658747|XP_037922353.1|HILL, LOC119658749|XP_037922359.1|HILL, LOC119658740|XP_037922342.1|HILL
OG0000045	LOC6624147|XP_002046895.1|DVIR	LOC119649047|XP_037906953.1|HILL
OG0000045	LOC6622199|XP_002046894.1|DVIR, LOC6624099|XP_002046893.1|DVIR, LOC6623107|XP_002046892.1|DVIR	LOC119652611|XP_037912776.1|HILL
OG0000046	LOC116652288|XP_032296485.1|DVIR, LOC6634418|XP_032296332.1|DVIR, LOC6629466|XP_032291044.1|DVIR, LOC6629465|XP_032291038.1|DVIR, LOC6629467|XP_002053883.2|DVIR, LOC6634417|XP_032296431.1|DVIR, LOC116652297|XP_032296495.1|DVIR	LOC119657334|XP_037920131.1|HILL, LOC119657920|XP_037921035.1|HILL
OG0000047	LOC6624851|XP_002050852.1|DVIR, LOC6624848|XP_002050849.2|DVIR, LOC6626318|XP_002049525.1|DVIR, LOC6623898|XP_015031386.1|DVIR, LOC6624041|XP_002047846.1|DVIR, LOC6626924|XP_002049538.1|DVIR	LOC119654474|XP_037915820.1|HILL
OG0000048	LOC6623801|XP_002046214.1|DVIR, LOC6623780|XP_002046212.1|DVIR, LOC6623749|XP_002046215.1|DVIR	LOC119648777|XP_037906539.1|HILL, LOC119648574|XP_037906272.1|HILL, LOC119648995|XP_037906854.1|HILL
OG0000049	LOC6632699|XP_002056032.2|DVIR, LOC6632702|XP_002056035.3|DVIR, LOC6632698|XP_002056031.1|DVIR, LOC116650324|XP_032289598.1|DVIR, LOC6632703|XP_002056036.2|DVIR	LOC119649048|XP_037906954.1|HILL
OG0000050	LOC116651245|XP_032293110.1|DVIR, LOC116650744|XP_032291206.1|DVIR, LOC6622355|XP_002047925.1|DVIR, LOC6622345|XP_002047924.2|DVIR, LOC6622312|XP_002047926.2|DVIR, LOC6622403|XP_002047934.2|DVIR	LOC119658266|XP_037921486.1|HILL
OG0000053	LOC6625282|XP_002049664.3|DVIR, LOC6624847|XP_002049663.1|DVIR, LOC6624846|XP_002049662.1|DVIR	LOC119653560|XP_037914200.1|HILL, LOC119653563|XP_037914204.1|HILL, LOC119653562|XP_037914203.1|HILL, LOC119654734|XP_037916193.1|HILL, LOC119654136|XP_037915227.1|HILL
OG0000053	LOC6624845|XP_002049661.1|DVIR, LOC6624806|XP_002049656.1|DVIR	LOC119653556|XP_037914198.1|HILL, LOC119653555|XP_037914196.1|HILL, LOC119653557|XP_037914199.1|HILL, LOC119653554|XP_037914193.1|HILL, LOC119653561|XP_037914201.1|HILL, LOC119661089|XP_037926206.1|HILL
OG0000054	LOC6633223|XP_002056282.1|DVIR, LOC6629800|XP_002053376.1|DVIR, LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	LOC119651539|XP_037911103.1|HILL, LOC119647240|XP_037904031.1|HILL, LOC119646436|XP_037902814.1|HILL
OG0000056	LOC6627508|XP_002052791.1|DVIR	LOC119658059|XP_037921239.1|HILL, LOC119658058|XP_037921238.1|HILL
OG0000057	LOC116651248|XP_032293116.1|DVIR	LOC119646294|XP_037902637.1|HILL, LOC119647296|XP_037904131.1|HILL, LOC119659127|XP_037922980.1|HILL, LOC119659111|XP_037922961.1|HILL, LOC119654157|XP_037915248.1|HILL, LOC119659103|XP_037922953.1|HILL, LOC119656964|XP_037919611.1|HILL, LOC119656229|XP_037918561.1|HILL, LOC119646391|XP_037902763.1|HILL, LOC119654107|XP_037915198.1|HILL, LOC119656970|XP_037919626.1|HILL, LOC119647729|XP_037904758.1|HILL, LOC119652187|XP_037912059.1|HILL, LOC119660088|XP_037924393.1|HILL, LOC119648547|XP_037906244.1|HILL, LOC119646502|XP_037902886.1|HILL, LOC119652096|XP_037911961.1|HILL, LOC119650813|XP_037909879.1|HILL, LOC119653931|XP_037915018.1|HILL, LOC119654105|XP_037915197.1|HILL, LOC119656230|XP_037918562.1|HILL, LOC119656965|XP_037919612.1|HILL, LOC119659129|XP_037922982.1|HILL, LOC119653937|XP_037915024.1|HILL, LOC119660065|XP_037924372.1|HILL, LOC119658158|XP_037921354.1|HILL, LOC119660015|XP_037924321.1|HILL, LOC119648460|XP_037906145.1|HILL, LOC119654155|XP_037915246.1|HILL
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR, LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR, LOC6633609|XP_002056917.1|DVIR	LOC119649104|XP_037907031.1|HILL, LOC119649106|XP_037907033.1|HILL, LOC119649107|XP_037907034.1|HILL, LOC119647753|XP_037904798.1|HILL, LOC119649108|XP_037907035.1|HILL, LOC119647754|XP_037904799.1|HILL, LOC119659125|XP_037922977.1|HILL, LOC119655147|XP_037916814.1|HILL
OG0000060	LOC6634792|XP_002058128.1|DVIR, LOC6634791|XP_002058127.1|DVIR	LOC119658011|XP_037921164.1|HILL
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC119652834|XP_037913096.1|HILL
OG0000061	LOC6628610|XP_002052171.1|DVIR, LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR, LOC6628612|XP_002052173.2|DVIR, LOC6628611|XP_002052172.1|DVIR	LOC119654566|XP_037915944.1|HILL, LOC119654846|XP_037916354.1|HILL
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR, LOC6623822|XP_002047823.1|DVIR, LOC26531302|XP_015031723.1|DVIR, LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC119652802|XP_037913054.1|HILL, LOC119652906|XP_037913210.1|HILL
OG0000067	LOC6632379|XP_002056002.1|DVIR, LOC6623824|XP_002047391.1|DVIR	LOC119657584|XP_037920491.1|HILL
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR, LOC6623938|XP_002047390.1|DVIR	LOC119657702|XP_037920672.1|HILL
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC119648750|XP_037906501.1|HILL
OG0000068	LOC6626486|XP_015029513.1|DVIR, LOC6631686|XP_032295536.1|DVIR	LOC119647039|XP_037903711.1|HILL, LOC119658016|XP_037921173.1|HILL, LOC119657412|XP_037920234.1|HILL
OG0000070	LOC6628714|XP_002051332.1|DVIR, LOC6631435|XP_002054957.2|DVIR, LOC6628614|XP_002051334.1|DVIR, LOC6628613|XP_002051333.1|DVIR	LOC119657857|XP_037920910.1|HILL, LOC119657686|XP_037920645.1|HILL, LOC119657343|XP_037920143.1|HILL, LOC119658414|XP_037921738.1|HILL, LOC119658255|XP_037921468.1|HILL, LOC119657882|XP_037920941.1|HILL, LOC119658249|XP_037921451.1|HILL, LOC119658416|XP_037921739.1|HILL, LOC119658175|XP_037921370.1|HILL, LOC119658176|XP_037921371.1|HILL, LOC119658225|XP_037921421.1|HILL, LOC119658224|XP_037921418.1|HILL, LOC119657744|XP_037920716.1|HILL, LOC119657745|XP_037920718.1|HILL, LOC119658406|XP_037921723.1|HILL, LOC119658177|XP_037921372.1|HILL, LOC119657908|XP_037921003.1|HILL, LOC119656762|XP_037919266.1|HILL, LOC119656761|XP_037919260.1|HILL, LOC119657576|XP_037920469.1|HILL, LOC119658427|XP_037921753.1|HILL, LOC119658321|XP_037921584.1|HILL, LOC119658376|XP_037921665.1|HILL, LOC119657434|XP_037920265.1|HILL, LOC119657435|XP_037920268.1|HILL, LOC119657224|XP_037919963.1|HILL, LOC119657344|XP_037920146.1|HILL, LOC119657190|XP_037919921.1|HILL, LOC119657261|XP_037920018.1|HILL, LOC119657489|XP_037920337.1|HILL, LOC119656824|XP_037919393.1|HILL, LOC119656823|XP_037919389.1|HILL, LOC119656825|XP_037919396.1|HILL, LOC119657949|XP_037921069.1|HILL, LOC119657948|XP_037921068.1|HILL, LOC119657636|XP_037920569.1|HILL, LOC119658456|XP_037921790.1|HILL, LOC119658293|XP_037921516.1|HILL, LOC119657724|XP_037920696.1|HILL, LOC119657863|XP_037920916.1|HILL
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC119647586|XP_037904523.1|HILL
OG0000071	LOC6622067|XP_002047717.2|DVIR, LOC6622389|XP_032290781.1|DVIR, LOC116650646|XP_032290782.1|DVIR	LOC119648120|XP_037905570.1|HILL
OG0000072	LOC6635857|XP_002059479.1|DVIR, LOC6627108|XP_002050848.2|DVIR	LOC119661216|XP_037926368.1|HILL
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC119660319|XP_037924728.1|HILL
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC119654269|XP_037915465.1|HILL
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC119658257|XP_037921470.1|HILL
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC119650904|XP_037910019.1|HILL, LOC119658142|XP_037921338.1|HILL
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR, LOC6623893|XP_002046826.2|DVIR	LOC119650320|XP_037908903.1|HILL, LOC119649748|XP_037907965.1|HILL, LOC119650143|XP_037908606.1|HILL, LOC119649692|XP_037907888.1|HILL
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC119650070|XP_037908494.1|HILL, LOC119649191|XP_037907149.1|HILL
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC119649897|XP_037908218.1|HILL
OG0000075	LOC6622654|XP_002048201.1|DVIR, LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC119648394|XP_037906061.1|HILL, LOC119649964|XP_037908328.1|HILL
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC119647549|XP_037904468.1|HILL
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC119655368|XP_037917158.1|HILL
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC119655171|XP_037916849.1|HILL
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC119651525|XP_037911085.1|HILL
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC119656266|XP_037918616.1|HILL
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC119653260|XP_037913796.1|HILL
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR, LOC6622767|XP_002048006.1|DVIR, LOC6632525|XP_002056424.2|DVIR, LOC6632017|XP_002055232.3|DVIR, LOC6631517|XP_002055314.1|DVIR	LOC119656802|XP_037919339.1|HILL
OG0000079	LOC26531450|XP_015028936.1|DVIR, LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR, LOC6628022|XP_002052522.2|DVIR, LOC6628021|XP_002052521.1|DVIR	LOC119659132|XP_037922989.1|HILL, LOC119658761|XP_037922386.1|HILL
OG0000080	LOC6635875|XP_002059348.1|DVIR, LOC6625499|XP_002049016.1|DVIR	LOC119653617|XP_037914314.1|HILL, LOC119653889|XP_037914939.1|HILL, LOC119653888|XP_037914937.1|HILL, LOC119654469|XP_037915814.1|HILL, LOC119653919|XP_037915006.1|HILL, LOC119654279|XP_037915490.1|HILL, LOC119654503|XP_037915864.1|HILL
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC119648100|XP_037905529.1|HILL
OG0000082	LOC6624944|XP_002050224.1|DVIR, LOC6631012|XP_032295246.1|DVIR, LOC6634864|XP_002058699.1|DVIR	LOC119657528|XP_037920402.1|HILL, LOC119646834|XP_037903378.1|HILL, LOC119646314|XP_037902660.1|HILL, LOC119657513|XP_037920385.1|HILL
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC119651416|XP_037910939.1|HILL
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC119651041|XP_037910287.1|HILL
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC119660245|XP_037924630.1|HILL, LOC119646712|XP_037903218.1|HILL, LOC119646880|XP_037903435.1|HILL, LOC119646164|XP_037902465.1|HILL, LOC119654421|XP_037915775.1|HILL
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC119654483|XP_037915835.1|HILL
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC119647291|XP_037904124.1|HILL
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC119651588|XP_037911163.1|HILL, LOC119652326|XP_037912264.1|HILL, LOC119652325|XP_037912263.1|HILL, LOC119652323|XP_037912262.1|HILL
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC119652204|XP_037912073.1|HILL
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC119651395|XP_037910904.1|HILL
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC119655282|XP_037917026.1|HILL
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC119653821|XP_037914783.1|HILL
OG0000089	LOC6635266|XP_002058736.2|DVIR	LOC119651268|XP_037910700.1|HILL
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC119648411|XP_037906089.1|HILL
OG0000090	LOC6625113|XP_002049287.1|DVIR, LOC6625413|XP_002049290.1|DVIR, LOC6622878|XP_002046497.1|DVIR, LOC6623278|XP_002048567.1|DVIR, LOC6622829|XP_002047055.2|DVIR	LOC119654576|XP_037915962.1|HILL, LOC119654005|XP_037915095.1|HILL, LOC119654197|XP_037915326.1|HILL, LOC119655554|XP_037917405.1|HILL
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC119652340|XP_037912284.1|HILL
OG0000091	LOC6627714|XP_002051636.1|DVIR, LOC6632846|XP_002056244.1|DVIR, LOC6632847|XP_002056245.1|DVIR	LOC119650762|XP_037909786.1|HILL, LOC119650763|XP_037909791.1|HILL, LOC119653157|XP_037913625.1|HILL
OG0000092	LOC6630632|XP_002053630.3|DVIR, LOC6630635|XP_002053633.1|DVIR, LOC6630634|XP_002053632.1|DVIR	LOC119658955|XP_037922756.1|HILL, LOC119660411|XP_037924878.1|HILL, LOC119659392|XP_037923381.1|HILL, LOC119660355|XP_037924782.1|HILL, LOC119659372|XP_037923356.1|HILL, LOC119659549|XP_037923627.1|HILL, LOC119657189|XP_037919920.1|HILL, LOC119660363|XP_037924799.1|HILL, LOC119658737|XP_037922337.1|HILL, LOC119658711|XP_037922254.1|HILL, LOC119659426|XP_037923434.1|HILL, LOC119658956|XP_037922757.1|HILL
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC119661588|XP_037926918.1|HILL
OG0000094	LOC6623745|XP_002047834.1|DVIR, LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC119647879|XP_037905095.1|HILL, LOC119647277|XP_037904099.1|HILL, LOC119657826|XP_037920869.1|HILL, LOC119647276|XP_037904096.1|HILL, LOC119646234|XP_037902552.1|HILL, LOC119647278|XP_037904100.1|HILL, LOC119661732|XP_037927127.1|HILL
OG0000096	LOC6633088|XP_002056271.1|DVIR, LOC6633047|XP_002056270.1|DVIR, LOC6633089|XP_002056272.1|DVIR, LOC6628330|XP_002051202.1|DVIR	LOC119651449|XP_037910983.1|HILL, LOC119653127|XP_037913582.1|HILL
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC119651359|XP_037910851.1|HILL, LOC119650881|XP_037909975.1|HILL, LOC119652883|XP_037913176.1|HILL, LOC119652881|XP_037913173.1|HILL, LOC119651360|XP_037910857.1|HILL, LOC119652804|XP_037913056.1|HILL, LOC119652880|XP_037913172.1|HILL, LOC119650875|XP_037909969.1|HILL, LOC119651704|XP_037911345.1|HILL, LOC119652525|XP_037912652.1|HILL
OG0000099	LOC6626032|XP_002049608.1|DVIR, LOC6633367|XP_032296645.1|DVIR	LOC119653688|XP_037914481.1|HILL, LOC119655910|XP_037918000.1|HILL, LOC119653687|XP_037914477.1|HILL, LOC119654949|XP_037916534.1|HILL, LOC119654432|XP_037915757.1|HILL, LOC119654430|XP_037915752.1|HILL, LOC119656084|XP_037918304.1|HILL, LOC119656082|XP_037918299.1|HILL, LOC119656081|XP_037918295.1|HILL, LOC119656085|XP_037918314.1|HILL, LOC119653420|XP_037913925.1|HILL, LOC119655791|XP_037917813.1|HILL
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC119655128|XP_037916790.1|HILL
OG0000100	LOC26530999|XP_015030268.1|DVIR, LOC6632993|XP_015025819.1|DVIR, LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR, LOC6630166|XP_015026846.1|DVIR, LOC6630165|XP_002054785.1|DVIR	LOC119660105|XP_037924412.1|HILL
OG0000101	LOC6622499|XP_032291169.1|DVIR, LOC6622530|XP_015030654.1|DVIR, LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR	LOC119648867|XP_037906682.1|HILL
OG0000101	LOC6622519|XP_015030651.1|DVIR	LOC119648866|XP_037906678.1|HILL
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC119646185|XP_037902495.1|HILL
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC119658962|XP_037922764.1|HILL, LOC119658961|XP_037922762.1|HILL
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR, LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC119654035|XP_037915126.1|HILL, LOC119655600|XP_037917484.1|HILL, LOC119655896|XP_037917975.1|HILL
OG0000104	LOC6623499|XP_002046233.3|DVIR	LOC119648626|XP_037906324.1|HILL
OG0000104	LOC6634072|XP_002057874.1|DVIR, LOC6623916|XP_002046238.1|DVIR	LOC119649020|XP_037906903.1|HILL, LOC119650011|XP_037908409.1|HILL, LOC119661171|XP_037926315.1|HILL, LOC119654241|XP_037915408.1|HILL, LOC119654242|XP_037915412.1|HILL, LOC119654239|XP_037915405.1|HILL
OG0000105	LOC6634229|XP_002057740.1|DVIR, LOC6631244|XP_002053645.1|DVIR, LOC6631241|XP_032293557.1|DVIR	LOC119661270|XP_037926458.1|HILL, LOC119646239|XP_037902559.1|HILL, LOC119661175|XP_037926320.1|HILL, LOC119650969|XP_037910186.1|HILL, LOC119646607|XP_037903036.1|HILL
OG0000109	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR	LOC119646330|XP_037902682.1|HILL, LOC119647075|XP_037903760.1|HILL, LOC119646860|XP_037903411.1|HILL, LOC119657221|XP_037919964.1|HILL
OG0000110	LOC6622405|XP_002046654.1|DVIR	LOC119649014|XP_037906893.1|HILL
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR, LOC6622454|XP_002046656.2|DVIR, LOC6622494|XP_002046657.1|DVIR	LOC119649992|XP_037908376.1|HILL, LOC119649823|XP_037908086.1|HILL, LOC119649543|XP_037907662.1|HILL
OG0000112	LOC6631730|XP_002055577.1|DVIR, LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC119653834|XP_037914807.1|HILL, LOC119653836|XP_037914809.1|HILL, LOC119653835|XP_037914808.1|HILL, LOC119653833|XP_037914806.1|HILL, LOC119653840|XP_037914814.1|HILL, LOC119653837|XP_037914810.1|HILL, LOC119653838|XP_037914812.1|HILL, LOC119656166|XP_037918440.1|HILL, LOC119653839|XP_037914813.1|HILL, LOC119653832|XP_037914805.1|HILL
OG0000113	LOC26530946|XP_015024980.1|DVIR, LOC6622156|XP_002048476.2|DVIR, LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC119652886|XP_037913180.1|HILL, LOC119651666|XP_037911283.1|HILL, LOC119653037|XP_037913416.1|HILL
OG0000117	LOC6633971|XP_002057479.1|DVIR, LOC6633970|XP_002057478.1|DVIR, LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC119656766|XP_037919275.1|HILL, LOC119652725|XP_037912951.1|HILL, LOC119650099|XP_037908546.1|HILL, LOC119660360|XP_037924796.1|HILL
OG0000118	LOC6627951|XP_002051424.1|DVIR, LOC6633235|XP_002056774.2|DVIR, LOC6629584|XP_002054876.1|DVIR	LOC119659068|XP_037922905.1|HILL, LOC119659065|XP_037922904.1|HILL, LOC119660536|XP_037925092.1|HILL, LOC119660535|XP_037925091.1|HILL, LOC119659341|XP_037923313.1|HILL, LOC119659340|XP_037923311.1|HILL, LOC119659290|XP_037923230.1|HILL
OG0000119	LOC6632723|XP_002056046.1|DVIR, LOC6632724|XP_002056047.1|DVIR	LOC119651672|XP_037911292.1|HILL, LOC119653152|XP_037913619.1|HILL, LOC119651717|XP_037911367.1|HILL
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC119656903|XP_037919515.1|HILL
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC119661207|XP_037926359.1|HILL
OG0000122	LOC6628202|XP_002052211.2|DVIR, LOC6635441|XP_002058981.1|DVIR, LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR, LOC6629169|XP_002051908.1|DVIR	LOC119656122|XP_037918377.1|HILL, LOC119655621|XP_037917519.1|HILL, LOC119656121|XP_037918376.1|HILL
OG0000123	LOC6626378|XP_002050355.1|DVIR, LOC6633191|XP_032289496.1|DVIR	LOC119659797|XP_037923996.1|HILL, LOC119653826|XP_037914795.1|HILL, LOC119659562|XP_037923639.1|HILL, LOC119660063|XP_037924370.1|HILL, LOC119659754|XP_037923944.1|HILL, LOC119653746|XP_037914600.1|HILL
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC119651219|XP_037910602.1|HILL
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC119651406|XP_037910923.1|HILL
OG0000126	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	LOC119651890|XP_037911640.1|HILL
OG0000127	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR, LOC6632492|XP_032289615.1|DVIR	LOC119660405|XP_037924867.1|HILL, LOC119660518|XP_037925065.1|HILL, LOC119660337|XP_037924750.1|HILL, LOC119660365|XP_037924801.1|HILL
OG0000128	LOC6625639|XP_002050309.2|DVIR, LOC6634932|XP_002058443.1|DVIR, LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	LOC119661099|XP_037926212.1|HILL, LOC119661097|XP_037926211.1|HILL
OG0000129	LOC6633554|XP_002057251.1|DVIR, LOC6623097|XP_002048662.1|DVIR, LOC6623858|XP_002048663.1|DVIR, LOC6633555|XP_002057252.1|DVIR	LOC119653601|XP_037914281.1|HILL
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC119651854|XP_037911584.1|HILL
OG0000132	LOC6628376|XP_002052628.1|DVIR, LOC6630679|XP_002054612.1|DVIR	LOC119646571|XP_037902988.1|HILL
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC119661723|XP_037927117.1|HILL
OG0000134	LOC6633468|XP_002057059.1|DVIR, LOC6629234|XP_032294008.1|DVIR	LOC119653265|XP_037913814.1|HILL
OG0000137	LOC6636844|XP_032291502.1|DVIR, LOC6635174|XP_002058578.1|DVIR	LOC119660958|XP_037925928.1|HILL, LOC119656956|XP_037919602.1|HILL
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC119649622|XP_037907783.1|HILL
OG0000140	LOC6630875|XP_002054323.2|DVIR, LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR	LOC119652283|XP_037912204.1|HILL
OG0000141	LOC6624242|XP_002046959.2|DVIR, LOC6624546|XP_002046960.1|DVIR, LOC6622272|XP_002046961.1|DVIR	LOC119648365|XP_037906018.1|HILL
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC119659676|XP_037923831.1|HILL
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC119653858|XP_037914844.1|HILL
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC119656899|XP_037919509.1|HILL
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC119648301|XP_037905888.1|HILL
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC119655509|XP_037917342.1|HILL, LOC119655667|XP_037917583.1|HILL, LOC119654562|XP_037915938.1|HILL, LOC119654560|XP_037915937.1|HILL, LOC119654841|XP_037916347.1|HILL, LOC119654648|XP_037916058.1|HILL, LOC119654775|XP_037916245.1|HILL, LOC119655170|XP_037916848.1|HILL
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC119659532|XP_037923599.1|HILL
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC119655655|XP_037917566.1|HILL
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC119654514|XP_037915885.1|HILL
OG0000145	LOC6631571|XP_002055558.2|DVIR, LOC6627695|XP_002052255.1|DVIR, LOC6627697|XP_002052257.1|DVIR, LOC6627696|XP_002052256.1|DVIR	LOC119660803|XP_037925563.1|HILL
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC119651641|XP_037911244.1|HILL
OG0000147	LOC6634949|XP_002058537.1|DVIR, LOC6634950|XP_002058538.1|DVIR	LOC119650938|XP_037910096.1|HILL
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC119647178|XP_037903918.1|HILL
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC119651719|XP_037911369.1|HILL, LOC119651665|XP_037911282.1|HILL, LOC119651792|XP_037911487.1|HILL, LOC119651269|XP_037910697.1|HILL
OG0000149	LOC6627743|XP_002051297.1|DVIR, LOC6634481|XP_002058158.1|DVIR	LOC119655236|XP_037916950.1|HILL, LOC119655211|XP_037916913.1|HILL, LOC119655763|XP_037917746.1|HILL, LOC119656198|XP_037918515.1|HILL, LOC119646159|XP_037902459.1|HILL, LOC119646393|XP_037902765.1|HILL, LOC119661562|XP_037926884.1|HILL, LOC119661665|XP_037927029.1|HILL, LOC119655545|XP_037917388.1|HILL
OG0000151	LOC6624491|XP_032290429.1|DVIR, LOC6624600|XP_015030529.1|DVIR, LOC6627838|XP_002051728.2|DVIR, LOC6623559|XP_002048335.2|DVIR	LOC119649273|XP_037907290.1|HILL
OG0000152	LOC6632780|XP_002055862.1|DVIR, LOC6632791|XP_002055861.2|DVIR, LOC6632790|XP_002055860.1|DVIR	LOC119659951|XP_037924228.1|HILL, LOC119659690|XP_037923871.1|HILL, LOC119659823|XP_037924035.1|HILL, LOC119659824|XP_037924037.1|HILL, LOC119659526|XP_037923590.1|HILL, LOC119659825|XP_037924039.1|HILL
OG0000154	LOC6635099|XP_002058361.1|DVIR, LOC26531881|XP_015031806.2|DVIR	LOC119656815|XP_037919376.1|HILL, LOC119656814|XP_037919374.1|HILL, LOC119658097|XP_037921290.1|HILL
