Orthogroup	DVIR.longest_only	DYAK.longest_only
OG0000055	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR	LOC6538864|XP_002099370.1|DYAK, LOC6538865|XP_002099371.1|DYAK
OG0000056	LOC6630824|XP_002054731.1|DVIR	LOC6537842|XP_002098383.1|DYAK
OG0000056	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR	LOC6537844|XP_002098385.1|DYAK, LOC6537846|XP_002098387.1|DYAK, LOC6537845|XP_002098386.1|DYAK
OG0000056	LOC6627508|XP_002052791.1|DVIR	LOC6536528|XP_002097104.1|DYAK, LOC6536529|XP_002097105.1|DYAK
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR	LOC6530969|XP_002091807.2|DYAK, LOC6529786|XP_002090770.1|DYAK, LOC6530971|XP_002091809.1|DYAK
OG0000058	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	LOC6527116|XP_002088209.1|DYAK
OG0000058	LOC6633609|XP_002056917.1|DVIR	LOC6524094|XP_002099958.2|DYAK
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC6538372|XP_002098896.1|DYAK
OG0000059	LOC6635047|XP_002058690.1|DVIR	LOC6538374|XP_002098898.1|DYAK, LOC6538375|XP_002098899.1|DYAK
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC6538373|XP_002098897.1|DYAK
OG0000059	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	LOC6538380|XP_002098904.1|DYAK
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC6524523|XP_002100380.1|DYAK
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC6529446|XP_002090448.1|DYAK
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC6535405|XP_015047137.2|DYAK
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC6538963|XP_002099466.1|DYAK
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC6524492|XP_002100349.2|DYAK
OG0000060	LOC6628994|XP_002052097.1|DVIR	LOC6526594|XP_002087702.1|DYAK
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC6528992|XP_002090024.1|DYAK
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	LOC6528987|XP_002090019.1|DYAK
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC6528990|XP_002090022.1|DYAK
OG0000061	LOC6628611|XP_002052172.1|DVIR	LOC6528989|XP_002090021.1|DYAK
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC6525291|XP_002101127.1|DYAK
OG0000062	LOC6634206|XP_002057799.2|DVIR	LOC26534489|XP_015054512.1|DYAK
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC6537057|XP_002097622.1|DYAK, LOC6537058|XP_015048091.1|DYAK, LOC6537056|XP_002097621.1|DYAK
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC26535015|XP_015050152.1|DYAK
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC6533568|XP_039229911.1|DYAK
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC6533569|XP_002094279.1|DYAK, LOC6533570|XP_002094280.2|DYAK
OG0000065	LOC6629926|XP_002054327.2|DVIR	LOC6536808|XP_002097378.1|DYAK
OG0000065	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC6527757|XP_002088837.1|DYAK, LOC6536809|XP_002097379.1|DYAK, LOC6536708|XP_002097280.1|DYAK, LOC6536710|XP_015047907.1|DYAK, LOC6536709|XP_002097281.1|DYAK
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC6537626|XP_002098171.1|DYAK, LOC6538183|XP_002098711.2|DYAK
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC6529191|XP_002090198.1|DYAK
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC6537142|XP_002097703.1|DYAK
OG0000066	LOC6631952|XP_002055404.1|DVIR	LOC6526033|XP_002101850.1|DYAK
OG0000066	LOC6636077|XP_002059608.1|DVIR	LOC6531786|XP_002092573.1|DYAK
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC6535876|XP_002096492.1|DYAK
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC6533078|XP_002093810.1|DYAK
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC6528771|XP_039227562.1|DYAK
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC6533077|XP_002093809.1|DYAK
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC6539372|XP_002086266.2|DYAK
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC6530829|XP_002091712.2|DYAK
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC6526162|XP_039231832.1|DYAK
OG0000069	LOC6627146|XP_002048958.2|DVIR	LOC6532175|XP_002092948.2|DYAK
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC6527107|XP_002088200.1|DYAK
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC6523840|XP_002099713.1|DYAK
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC6527108|XP_002088201.1|DYAK
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC6525751|XP_002101573.1|DYAK
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC6533773|XP_002094477.1|DYAK
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC6534017|XP_002094704.2|DYAK
OG0000071	LOC6622389|XP_032290781.1|DVIR	LOC6534016|XP_002094703.3|DYAK
OG0000071	LOC116650646|XP_032290782.1|DVIR	LOC6534018|XP_002094705.1|DYAK
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC6531405|XP_002092208.1|DYAK
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC6531398|XP_002092201.1|DYAK
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC6531403|XP_002092206.1|DYAK
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC6531137|XP_002091971.1|DYAK
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC6523936|XP_039227706.1|DYAK
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC6535942|XP_039231524.1|DYAK
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC6533148|XP_002093874.3|DYAK
OG0000074	LOC6623893|XP_002046826.2|DVIR	LOC6534311|XP_002094991.1|DYAK
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC6532580|XP_002093324.1|DYAK
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC6532578|XP_002093322.1|DYAK
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC6532579|XP_002093323.1|DYAK
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC6532581|XP_002093325.1|DYAK
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC6532992|XP_002093727.1|DYAK
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC6536752|XP_002097324.1|DYAK, LOC6536754|XP_002097326.3|DYAK
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC6525884|XP_002101704.3|DYAK
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC6525885|XP_002101705.1|DYAK
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC6530939|XP_002091781.1|DYAK
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC6536356|XP_002096938.1|DYAK
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC6532023|XP_002092801.1|DYAK
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC6538194|XP_002098722.2|DYAK
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC6530900|XP_002091752.1|DYAK
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC6539800|XP_002086683.2|DYAK
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC6536046|XP_015047532.1|DYAK
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC6526129|XP_002101946.1|DYAK
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC6525682|XP_002101504.1|DYAK
OG0000079	LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR	LOC26535989|XP_015054680.1|DYAK, LOC26535629|XP_015054648.1|DYAK, LOC26536219|XP_015054707.1|DYAK, LOC26534965|XP_015054567.1|DYAK
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC6526756|XP_002087859.1|DYAK, LOC6526757|XP_002087860.1|DYAK
OG0000079	LOC6628021|XP_002052521.1|DVIR	LOC6526758|XP_002087861.1|DYAK
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC6531683|XP_039228129.1|DYAK, LOC6531681|XP_002092472.1|DYAK
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC6531377|XP_002092180.1|DYAK
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC6532337|XP_002093097.1|DYAK
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC6531302|XP_002092106.3|DYAK
OG0000082	LOC6631012|XP_032295246.1|DVIR	LOC6537790|XP_002098331.1|DYAK
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC6537368|XP_002097924.1|DYAK
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC6527136|XP_002088230.2|DYAK, LOC6527785|XP_002088858.1|DYAK, LOC6527784|XP_002088857.1|DYAK, LOC6527782|XP_002088855.1|DYAK, LOC6527783|XP_002088856.1|DYAK
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC26535515|XP_015054631.2|DYAK
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC6531040|XP_002091876.1|DYAK
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC6531494|XP_002092293.1|DYAK
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC6528455|XP_039227178.1|DYAK
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC6530960|XP_002091798.1|DYAK
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC6527930|XP_002088998.1|DYAK
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC6528232|XP_002089294.1|DYAK
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC6527955|XP_002089022.1|DYAK
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC6528290|XP_002089343.1|DYAK
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC6527178|XP_002088272.1|DYAK
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC6533709|XP_002094414.1|DYAK
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC6531716|XP_002092506.1|DYAK
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC6533710|XP_002094415.1|DYAK
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC6536099|XP_002096707.1|DYAK
OG0000089	LOC6635266|XP_002058736.2|DVIR	LOC6536414|XP_002096996.1|DYAK
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC6532521|XP_002093267.1|DYAK
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC6528787|XP_002089821.1|DYAK
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC6528791|XP_002089825.1|DYAK
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC6532959|XP_002093694.1|DYAK
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC6532328|XP_002093088.2|DYAK
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC6538091|XP_015048654.1|DYAK
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC6527294|XP_002088388.1|DYAK
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC6535563|XP_015047216.1|DYAK
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC6535562|XP_002096191.1|DYAK
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC6538546|XP_002099068.1|DYAK
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC26535729|XP_015048909.1|DYAK
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC6538467|XP_002098991.1|DYAK, LOC6538545|XP_002099067.1|DYAK
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC6527671|XP_002088757.1|DYAK
OG0000093	LOC6631541|XP_002055065.2|DVIR	LOC6525246|XP_002101083.1|DYAK
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC6533581|XP_002094291.1|DYAK
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC6537561|XP_002098107.2|DYAK
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC6529683|XP_002090676.1|DYAK
OG0000096	LOC6633047|XP_002056270.1|DVIR	LOC6528976|XP_002090008.1|DYAK
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC6536489|XP_002097067.1|DYAK
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC6529746|XP_002090736.1|DYAK
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC6536810|XP_002097380.1|DYAK
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC6524441|XP_002100299.2|DYAK
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC6524440|XP_002100298.3|DYAK
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC6524444|XP_002100302.2|DYAK
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC26534750|XP_015051264.1|DYAK
OG0000100	LOC6632993|XP_015025819.1|DVIR	LOC6538462|XP_002098986.1|DYAK
OG0000100	LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR	LOC6537329|XP_002097886.1|DYAK
OG0000100	LOC6630166|XP_015026846.1|DVIR	LOC6537330|XP_002097887.2|DYAK
OG0000101	LOC6622530|XP_015030654.1|DVIR	LOC6534953|XP_039230714.1|DYAK
OG0000101	LOC26531878|XP_032290505.1|DVIR	LOC26534783|XP_015050956.2|DYAK
OG0000101	LOC6622479|XP_015030655.1|DVIR	LOC26535813|XP_015050952.1|DYAK
OG0000101	LOC6622519|XP_015030651.1|DVIR	LOC6539441|XP_039230706.1|DYAK
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC6531176|XP_002092005.1|DYAK
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC6528685|XP_002089727.1|DYAK
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR	LOC6532637|XP_002093381.1|DYAK, LOC6534296|XP_002094977.1|DYAK
OG0000103	LOC6623703|XP_002046809.1|DVIR	LOC26534987|XP_015050551.1|DYAK
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC6529323|XP_015052185.1|DYAK
OG0000104	LOC6623499|XP_002046233.3|DVIR	LOC6539474|XP_002086359.2|DYAK
OG0000104	LOC6634072|XP_002057874.1|DVIR	LOC6527852|XP_002088924.1|DYAK
OG0000104	LOC6623916|XP_002046238.1|DVIR	LOC6539476|XP_002086365.3|DYAK, LOC6539477|XP_002086366.2|DYAK
OG0000105	LOC6634229|XP_002057740.1|DVIR	LOC26535474|XP_015049427.1|DYAK, LOC6532540|XP_002093286.3|DYAK
OG0000105	LOC6631244|XP_002053645.1|DVIR	LOC6536226|XP_002096817.1|DYAK
OG0000105	LOC6631241|XP_032293557.1|DVIR	LOC6536221|XP_002096812.1|DYAK, LOC6536220|XP_002096811.1|DYAK
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	LOC6531775|XP_002092562.1|DYAK, LOC6529480|XP_002090482.1|DYAK, LOC6529479|XP_002090481.3|DYAK, LOC6531776|XP_002092563.1|DYAK
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC6527159|XP_002088253.3|DYAK, LOC120320421|XP_015053624.1|DYAK, LOC6527158|XP_002088252.2|DYAK
OG0000109	LOC6628433|XP_032294226.1|DVIR	LOC6527148|XP_002088242.1|DYAK
OG0000110	LOC6622405|XP_002046654.1|DVIR	LOC6533315|XP_002094041.3|DYAK
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR	LOC6533316|XP_002094042.1|DYAK
OG0000110	LOC6622454|XP_002046656.2|DVIR	LOC6533317|XP_002094043.1|DYAK
OG0000110	LOC6622494|XP_002046657.1|DVIR	LOC6533318|XP_002094044.1|DYAK
OG0000111	LOC6625186|XP_002049119.1|DVIR	LOC6530898|XP_002091750.1|DYAK
OG0000111	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC6530894|XP_002091746.1|DYAK, LOC6530895|XP_002091747.2|DYAK
OG0000112	LOC6631730|XP_002055577.1|DVIR	LOC6526156|XP_002101970.1|DYAK, LOC6525567|XP_002101402.1|DYAK
OG0000112	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC6526126|XP_002101943.1|DYAK, LOC6526125|XP_002101942.1|DYAK
OG0000113	LOC6622156|XP_002048476.2|DVIR	LOC26535914|XP_015052937.1|DYAK
OG0000113	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC6537541|XP_039232498.1|DYAK
OG0000114	LOC6627890|XP_002052296.1|DVIR	LOC120320673|XP_039226970.1|DYAK, LOC6527306|XP_002088399.1|DYAK
OG0000114	LOC6627889|XP_002052295.1|DVIR	LOC6527308|XP_002088401.1|DYAK
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC26535341|XP_039226967.1|DYAK
OG0000116	LOC6630742|XP_002053203.1|DVIR	LOC6538538|XP_002099060.2|DYAK
OG0000116	LOC6630740|XP_002053201.1|DVIR	LOC6538532|XP_002099054.1|DYAK
OG0000116	LOC6630741|XP_002053202.1|DVIR	LOC6538536|XP_002099058.1|DYAK
OG0000117	LOC6633971|XP_002057479.1|DVIR	LOC6527565|XP_002088655.1|DYAK
OG0000117	LOC6633970|XP_002057478.1|DVIR	LOC6527564|XP_002088654.1|DYAK
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC6527563|XP_002088653.1|DYAK
OG0000118	LOC6627951|XP_002051424.1|DVIR	LOC6528194|XP_002089257.1|DYAK
OG0000119	LOC6632723|XP_002056046.1|DVIR	LOC6536471|XP_002097052.3|DYAK
OG0000119	LOC6632724|XP_002056047.1|DVIR	LOC6536470|XP_002097051.3|DYAK
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC6523825|XP_002099700.1|DYAK
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC6530249|XP_002091186.1|DYAK
OG0000120	LOC6622041|XP_002046464.1|DVIR	LOC6532230|XP_002093003.1|DYAK
OG0000121	LOC6630360|XP_002054040.1|DVIR	LOC6537295|XP_002097853.1|DYAK
OG0000121	LOC6630940|XP_032295844.1|DVIR	LOC6537293|XP_002097851.3|DYAK, LOC6537294|XP_002097852.1|DYAK
OG0000122	LOC6628202|XP_002052211.2|DVIR	LOC6526500|XP_039226456.1|DYAK
OG0000122	LOC6635441|XP_002058981.1|DVIR	LOC6525028|XP_039226839.1|DYAK
OG0000122	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR	LOC6528770|XP_002089804.1|DYAK
OG0000122	LOC6629169|XP_002051908.1|DVIR	LOC6526797|XP_002087899.1|DYAK
OG0000123	LOC6626378|XP_002050355.1|DVIR	LOC6532082|XP_002092859.1|DYAK
OG0000123	LOC6633191|XP_032289496.1|DVIR	LOC6537634|XP_002098179.1|DYAK
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR	LOC6531362|XP_002092165.1|DYAK, LOC6528632|XP_002089674.1|DYAK
OG0000124	LOC6625762|XP_002049873.1|DVIR	LOC6528633|XP_002089675.2|DYAK, LOC6528635|XP_002089677.2|DYAK
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC6538299|XP_015048763.1|DYAK
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC6536869|XP_015047972.1|DYAK
OG0000125	LOC6627104|XP_002050844.2|DVIR	LOC6531407|XP_002092210.1|DYAK
OG0000126	LOC6634255|XP_002057641.1|DVIR, LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	LOC6528273|XP_002089326.1|DYAK
OG0000127	LOC6632494|XP_002056447.1|DVIR	LOC6536014|XP_002096629.2|DYAK, LOC6536013|XP_002096628.1|DYAK
OG0000127	LOC6632493|XP_002056446.1|DVIR	LOC6536015|XP_002096630.1|DYAK
OG0000127	LOC6632492|XP_032289615.1|DVIR	LOC6536016|XP_002096631.1|DYAK
OG0000128	LOC6625639|XP_002050309.2|DVIR	LOC6530664|XP_002091562.1|DYAK
OG0000128	LOC6634932|XP_002058443.1|DVIR	LOC6530668|XP_002091566.2|DYAK, LOC6530666|XP_002091564.3|DYAK, LOC6530665|XP_002091563.2|DYAK
OG0000128	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR	LOC6535945|XP_002096561.2|DYAK
OG0000129	LOC6633554|XP_002057251.1|DVIR	LOC6524054|XP_002099923.3|DYAK
OG0000129	LOC6623097|XP_002048662.1|DVIR	LOC6533708|XP_002094413.1|DYAK
OG0000129	LOC6623858|XP_002048663.1|DVIR	LOC26535465|XP_015054626.1|DYAK
OG0000129	LOC6633555|XP_002057252.1|DVIR	LOC6524055|XP_002099924.1|DYAK
OG0000130	LOC6623290|XP_002047305.2|DVIR	LOC6533183|XP_002093909.1|DYAK
OG0000130	LOC6623408|XP_002047299.1|DVIR	LOC6533179|XP_002093905.1|DYAK
OG0000130	LOC6622176|XP_002047304.1|DVIR	LOC6533180|XP_002093906.1|DYAK, LOC6533182|XP_002093908.1|DYAK
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC6536904|XP_039232407.1|DYAK
OG0000132	LOC6628376|XP_002052628.1|DVIR	LOC6527358|XP_002088450.1|DYAK
OG0000132	LOC6630679|XP_002054612.1|DVIR	LOC6535540|XP_002096169.1|DYAK
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC6537276|XP_002097834.1|DYAK
OG0000134	LOC6633468|XP_002057059.1|DVIR	LOC6524495|XP_002100352.1|DYAK
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC6527184|XP_002088278.1|DYAK
OG0000137	LOC6635174|XP_002058578.1|DVIR	LOC6537555|XP_002098101.1|DYAK
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC6533242|XP_002093968.1|DYAK
OG0000138	LOC6629259|XP_032295167.1|DVIR	LOC6536260|XP_002096846.2|DYAK
OG0000138	LOC6629610|XP_002054675.3|DVIR	LOC6536261|XP_002096847.1|DYAK
OG0000138	LOC6629608|XP_002054673.2|DVIR	LOC6536263|XP_002096849.1|DYAK
OG0000138	LOC6629609|XP_002054674.2|DVIR	LOC6536262|XP_002096848.1|DYAK
OG0000140	LOC6630875|XP_002054323.2|DVIR	LOC6538298|XP_002098825.1|DYAK
OG0000141	LOC6624242|XP_002046959.2|DVIR	LOC6532702|XP_002093444.2|DYAK
OG0000141	LOC6624546|XP_002046960.1|DVIR	LOC6532703|XP_002093445.1|DYAK
OG0000141	LOC6622272|XP_002046961.1|DVIR	LOC6532704|XP_002093446.1|DYAK
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC6538713|XP_002099228.3|DYAK
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC6540503|XP_039229515.1|DYAK
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC6525320|XP_002101156.1|DYAK
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC6534200|XP_002094883.1|DYAK
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC6534201|XP_002094884.2|DYAK
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC6537248|XP_039232329.1|DYAK
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC6524725|XP_039231928.1|DYAK
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC26536134|XP_039226772.1|DYAK
OG0000145	LOC6631571|XP_002055558.2|DVIR	LOC6525961|XP_002101781.1|DYAK
OG0000145	LOC6627695|XP_002052255.1|DVIR	LOC6529417|XP_002090421.1|DYAK
OG0000145	LOC6627697|XP_002052257.1|DVIR	LOC6529415|XP_002090419.1|DYAK
OG0000145	LOC6627696|XP_002052256.1|DVIR	LOC6529416|XP_002090420.1|DYAK
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC6527414|XP_002088506.2|DYAK
OG0000147	LOC6634949|XP_002058537.1|DVIR	LOC6537601|XP_002098147.1|DYAK
OG0000147	LOC6634950|XP_002058538.1|DVIR	LOC6537600|XP_002098146.1|DYAK
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC6526734|XP_002087837.1|DYAK
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC6527822|XP_002088895.2|DYAK
OG0000149	LOC6627743|XP_002051297.1|DVIR	LOC6526936|XP_002088034.1|DYAK
OG0000149	LOC6634481|XP_002058158.1|DVIR	LOC6526086|XP_002101903.1|DYAK
OG0000150	LOC6627333|XP_032293973.1|DVIR	LOC6526459|XP_002087578.1|DYAK, LOC6526452|XP_002087571.1|DYAK, LOC6526457|XP_002087576.1|DYAK, LOC6526458|XP_002087577.1|DYAK, LOC6526456|XP_002087575.1|DYAK, LOC6526455|XP_002087574.1|DYAK
OG0000151	LOC6624491|XP_032290429.1|DVIR	LOC6534838|XP_002095510.1|DYAK
OG0000151	LOC6624600|XP_015030529.1|DVIR	LOC26535091|XP_015044736.2|DYAK
OG0000151	LOC6627838|XP_002051728.2|DVIR	LOC6534835|XP_002095507.2|DYAK
OG0000151	LOC6623559|XP_002048335.2|DVIR	LOC6533814|XP_002094515.2|DYAK
OG0000152	LOC6632780|XP_002055862.1|DVIR	LOC6538105|XP_002098639.1|DYAK
OG0000152	LOC6632791|XP_002055861.2|DVIR	LOC6538104|XP_002098638.1|DYAK, LOC6538103|XP_039232422.1|DYAK
OG0000152	LOC6632790|XP_002055860.1|DVIR	LOC6538102|XP_002098636.1|DYAK
OG0000153	LOC6630161|XP_002054781.2|DVIR	LOC6537338|XP_002097895.1|DYAK
OG0000153	LOC6630159|XP_002054779.1|DVIR	LOC6537341|XP_002097898.2|DYAK
OG0000153	LOC6630160|XP_002054780.1|DVIR	LOC6537340|XP_002097897.1|DYAK
OG0000154	LOC6635099|XP_002058361.1|DVIR	LOC6537824|XP_039231320.1|DYAK
OG0000154	LOC26531881|XP_015031806.2|DVIR	LOC26535678|XP_039230328.1|DYAK
