Orthogroup	DVIR.longest_only	DGUA.longest_only
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR	LOC117588076|XP_034135032.1|DGUA, LOC117588074|XP_034135030.1|DGUA, LOC117581983|XP_034125368.1|DGUA
OG0000058	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	LOC117588075|XP_034135031.1|DGUA
OG0000058	LOC6633609|XP_002056917.1|DVIR	LOC117580786|XP_034123373.1|DGUA
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC117582883|XP_034126847.1|DGUA
OG0000059	LOC6635047|XP_002058690.1|DVIR	LOC117583116|XP_034127192.1|DGUA, LOC117583225|XP_034127335.1|DGUA
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC117582882|XP_034126846.1|DGUA
OG0000059	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR	LOC117582940|XP_034126935.1|DGUA
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC117591001|XP_034139974.1|DGUA
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC117582364|XP_034125913.1|DGUA
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC117586071|XP_034131812.1|DGUA
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC117583542|XP_034127790.1|DGUA
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC117580826|XP_034123438.1|DGUA
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC117584177|XP_034128835.1|DGUA
OG0000061	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR	LOC117583930|XP_034128502.1|DGUA
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC117584180|XP_034128838.1|DGUA
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC117590396|XP_034138880.1|DGUA
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC117586757|XP_034132957.1|DGUA, LOC117586756|XP_034132956.1|DGUA
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC117580520|XP_034123004.1|DGUA
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC117579292|XP_034120988.1|DGUA
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC117579291|XP_034120986.1|DGUA
OG0000064	LOC6628665|XP_002051821.1|DVIR	LOC117582043|XP_034125476.1|DGUA
OG0000065	LOC6629926|XP_002054327.2|DVIR	LOC117583018|XP_034127060.1|DGUA
OG0000065	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC117582935|XP_034126927.1|DGUA, LOC117582936|XP_034126928.1|DGUA, LOC117582933|XP_034126925.1|DGUA, LOC117582934|XP_034126926.1|DGUA
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC117586042|XP_034131778.1|DGUA, LOC117582974|XP_034126986.1|DGUA
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC117591066|XP_034140058.1|DGUA
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC117585048|XP_034130198.1|DGUA
OG0000066	LOC6636077|XP_002059608.1|DVIR	LOC117587600|XP_034134341.1|DGUA
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC117589502|XP_034137375.1|DGUA
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC117579493|XP_034121284.1|DGUA
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC117591024|XP_034140007.1|DGUA
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC117579492|XP_034121282.1|DGUA
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC117589212|XP_034136847.1|DGUA
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC117579302|XP_034121001.1|DGUA, LOC117581720|XP_034124991.1|DGUA
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC117581342|XP_034124357.1|DGUA
OG0000069	LOC6627146|XP_002048958.2|DVIR	LOC117592210|XP_034141713.1|DGUA
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC117587796|XP_034134632.1|DGUA
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC117581211|XP_034124075.1|DGUA
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC117587545|XP_034134242.1|DGUA
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC117587797|XP_034134633.1|DGUA
OG0000071	LOC6623560|XP_002048623.2|DVIR	LOC117580534|XP_034123019.1|DGUA
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC117579680|XP_034121559.1|DGUA
OG0000071	LOC6622389|XP_032290781.1|DVIR	LOC117579679|XP_034121558.1|DGUA
OG0000071	LOC116650646|XP_032290782.1|DVIR	LOC117579678|XP_034121557.1|DGUA
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC117592297|XP_034141858.1|DGUA
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC117592384|XP_034141985.1|DGUA
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC117592296|XP_034141857.1|DGUA
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC117578569|XP_034120037.1|DGUA
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC117588625|XP_034135936.1|DGUA
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC117589637|XP_034137623.1|DGUA
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC117587150|XP_034133548.1|DGUA, LOC117587426|XP_034133988.1|DGUA
OG0000074	LOC6623893|XP_002046826.2|DVIR	LOC117586962|XP_034133225.1|DGUA
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC117579262|XP_034120946.1|DGUA
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC117579268|XP_034120955.1|DGUA
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC117579272|XP_034120958.1|DGUA
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC117579269|XP_034120956.1|DGUA
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC117579058|XP_034120653.1|DGUA
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC117586443|XP_034132372.1|DGUA, LOC117586418|XP_034132346.1|DGUA
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC117590327|XP_034138711.1|DGUA
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC117590326|XP_034138710.1|DGUA
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC117583765|XP_034128208.1|DGUA
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC117578654|XP_034120163.1|DGUA
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC117583686|XP_034128052.1|DGUA
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC117581097|XP_034123881.1|DGUA
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC117588902|XP_034136350.1|DGUA
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC117586436|XP_034132364.1|DGUA
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC117588496|XP_034135697.1|DGUA
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC117581264|XP_034124165.1|DGUA
OG0000079	LOC26531450|XP_015028936.1|DVIR	LOC117582617|XP_034126382.1|DGUA, LOC117582071|XP_034125519.1|DGUA
OG0000079	LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR	LOC117584146|XP_034128797.1|DGUA
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC117582616|XP_034126381.1|DGUA
OG0000079	LOC6628021|XP_002052521.1|DVIR	LOC117582615|XP_034126380.1|DGUA
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC117592694|XP_034142549.1|DGUA, LOC117584421|XP_034129184.1|DGUA, LOC117580573|XP_034123072.1|DGUA
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC117586467|XP_034132445.1|DGUA
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC117586955|XP_034133218.1|DGUA
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC117582225|XP_034125728.1|DGUA
OG0000082	LOC6631012|XP_032295246.1|DVIR	LOC117584905|XP_034129938.1|DGUA
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC117589906|XP_034138069.1|DGUA
OG0000083	LOC6624533|XP_002047646.1|DVIR	LOC117584370|XP_034129100.1|DGUA, LOC117591765|XP_034140968.1|DGUA, LOC117584781|XP_034129778.1|DGUA
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC117584140|XP_034128787.1|DGUA
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC117584511|XP_034129342.1|DGUA
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC117587100|XP_034133482.1|DGUA
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC117584775|XP_034129774.1|DGUA
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC117591981|XP_034141311.1|DGUA
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC117587854|XP_034134711.1|DGUA
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC117590892|XP_034139815.1|DGUA
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC117587527|XP_034134219.1|DGUA
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC117591442|XP_034140602.1|DGUA
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC117591452|XP_034140612.1|DGUA
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC117579316|XP_034121020.1|DGUA
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC117578545|XP_034120007.1|DGUA
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC117579295|XP_034120991.1|DGUA
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC117586065|XP_034131804.1|DGUA
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC117580023|XP_034122138.1|DGUA
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC117592026|XP_034141376.1|DGUA
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC117592024|XP_034141370.1|DGUA
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC117579331|XP_034121048.1|DGUA
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC117587279|XP_034133756.1|DGUA
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC117582702|XP_034126503.1|DGUA
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC117584351|XP_034129075.1|DGUA
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC117589947|XP_034138129.1|DGUA
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC117589742|XP_034137813.1|DGUA
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC117585928|XP_034131585.1|DGUA
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC117585910|XP_034131563.1|DGUA
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC117585924|XP_034131582.1|DGUA
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC117581781|XP_034125096.1|DGUA
OG0000093	LOC6631541|XP_002055065.2|DVIR	LOC117590334|XP_034138719.1|DGUA
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC117579446|XP_034121226.1|DGUA
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC117583138|XP_034127220.1|DGUA
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC117583520|XP_034127757.1|DGUA
OG0000096	LOC6633047|XP_002056270.1|DVIR	LOC117583521|XP_034127758.1|DGUA
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC117589840|XP_034137983.1|DGUA
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC117587944|XP_034134834.1|DGUA
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC117583017|XP_034127059.1|DGUA
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC117581162|XP_034123995.1|DGUA
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC117580852|XP_034123490.1|DGUA
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC117580660|XP_034123163.1|DGUA
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC117584649|XP_034129959.1|DGUA
OG0000100	LOC6629837|XP_002054537.2|DVIR	LOC117585068|XP_034130221.1|DGUA
OG0000100	LOC6630168|XP_002054788.2|DVIR	LOC117589869|XP_034138028.1|DGUA
OG0000100	LOC6630165|XP_002054785.1|DVIR	LOC117589620|XP_034137598.1|DGUA
OG0000101	LOC116650581|XP_032290504.1|DVIR	LOC117580403|XP_034122841.1|DGUA
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC117586238|XP_034132070.1|DGUA
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC117578519|XP_034119958.1|DGUA
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR	LOC117579797|XP_034121756.1|DGUA, LOC117587389|XP_034133934.1|DGUA
OG0000103	LOC6623703|XP_002046809.1|DVIR	LOC117587388|XP_034133933.1|DGUA
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC117583109|XP_034127185.1|DGUA
OG0000104	LOC6634072|XP_002057874.1|DVIR	LOC117588188|XP_034135199.1|DGUA
OG0000104	LOC6623916|XP_002046238.1|DVIR	LOC117589106|XP_034136649.1|DGUA
OG0000105	LOC6634229|XP_002057740.1|DVIR	LOC117589745|XP_034137817.1|DGUA
OG0000105	LOC6631244|XP_002053645.1|DVIR	LOC117586422|XP_034132350.1|DGUA
OG0000105	LOC6631241|XP_032293557.1|DVIR	LOC117586439|XP_034132368.1|DGUA, LOC117586438|XP_034132367.1|DGUA
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	LOC117592386|XP_034141988.1|DGUA, LOC117584664|XP_034129583.1|DGUA, LOC117592533|XP_034142284.1|DGUA
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC117585354|XP_034130689.1|DGUA
OG0000109	LOC6628433|XP_032294226.1|DVIR	LOC117584465|XP_034129274.1|DGUA
OG0000110	LOC6622405|XP_002046654.1|DVIR	LOC117579137|XP_034120769.1|DGUA
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR	LOC117579140|XP_034120771.1|DGUA
OG0000110	LOC6622454|XP_002046656.2|DVIR	LOC117579139|XP_034120770.1|DGUA
OG0000110	LOC6622494|XP_002046657.1|DVIR	LOC117579141|XP_034120772.1|DGUA
OG0000111	LOC6625186|XP_002049119.1|DVIR	LOC117590789|XP_034139634.1|DGUA
OG0000111	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC117580091|XP_034122239.1|DGUA, LOC117591842|XP_034141099.1|DGUA
OG0000112	LOC6631730|XP_002055577.1|DVIR	LOC117590951|XP_034139890.1|DGUA
OG0000112	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC117588589|XP_034135884.1|DGUA
OG0000113	LOC26530946|XP_015024980.1|DVIR	LOC117580661|XP_034123164.1|DGUA, LOC117581224|XP_034124094.1|DGUA
OG0000113	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR	LOC117585197|XP_034130465.1|DGUA, LOC117585201|XP_034130470.1|DGUA
OG0000114	LOC6627890|XP_002052296.1|DVIR	LOC117582499|XP_034126174.1|DGUA
OG0000114	LOC6627889|XP_002052295.1|DVIR	LOC117582498|XP_034126173.1|DGUA
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC117582497|XP_034126172.1|DGUA
OG0000116	LOC6630742|XP_002053203.1|DVIR	LOC117585921|XP_034131577.1|DGUA
OG0000116	LOC6630740|XP_002053201.1|DVIR	LOC117585923|XP_034131581.1|DGUA, LOC117585908|XP_034131558.1|DGUA
OG0000116	LOC6630741|XP_002053202.1|DVIR	LOC117585911|XP_034131564.1|DGUA
OG0000117	LOC6633971|XP_002057479.1|DVIR	LOC117584692|XP_034129617.1|DGUA
OG0000117	LOC6633970|XP_002057478.1|DVIR	LOC117584694|XP_034129618.1|DGUA
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC117584696|XP_034129620.1|DGUA
OG0000118	LOC6627951|XP_002051424.1|DVIR	LOC117590401|XP_034138890.1|DGUA
OG0000119	LOC6632723|XP_002056046.1|DVIR	LOC117583191|XP_034127285.1|DGUA
OG0000119	LOC6632724|XP_002056047.1|DVIR	LOC117583192|XP_034127286.1|DGUA
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC117588310|XP_034135390.1|DGUA
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC117591909|XP_034141191.1|DGUA
OG0000120	LOC6622041|XP_002046464.1|DVIR	LOC117586967|XP_034133233.1|DGUA
OG0000121	LOC6632053|XP_002055250.1|DVIR	LOC117590268|XP_034138644.1|DGUA
OG0000121	LOC6630360|XP_002054040.1|DVIR	LOC117584909|XP_034129943.1|DGUA
OG0000121	LOC6630940|XP_032295844.1|DVIR	LOC117584907|XP_034129942.1|DGUA
OG0000122	LOC6628202|XP_002052211.2|DVIR	LOC117582102|XP_034125557.1|DGUA
OG0000122	LOC6635441|XP_002058981.1|DVIR	LOC117588393|XP_034135538.1|DGUA
OG0000122	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR	LOC117585356|XP_034130696.1|DGUA
OG0000122	LOC6629169|XP_002051908.1|DVIR	LOC117581989|XP_034125375.1|DGUA
OG0000123	LOC6633191|XP_032289496.1|DVIR	LOC117586116|XP_034131868.1|DGUA
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR	LOC117592304|XP_034141869.1|DGUA
OG0000124	LOC6625762|XP_002049873.1|DVIR	LOC117578607|XP_034120092.1|DGUA, LOC117578608|XP_034120093.1|DGUA
OG0000124	LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR	LOC117592510|XP_034142245.1|DGUA
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC117583753|XP_034128164.1|DGUA
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC117589767|XP_034137851.1|DGUA
OG0000127	LOC6632494|XP_002056447.1|DVIR	LOC117586302|XP_034132151.1|DGUA, LOC117586442|XP_034132370.1|DGUA
OG0000127	LOC6632493|XP_002056446.1|DVIR	LOC117586301|XP_034132149.1|DGUA
OG0000127	LOC6632492|XP_032289615.1|DVIR	LOC117586433|XP_034132360.1|DGUA
OG0000128	LOC6625639|XP_002050309.2|DVIR	LOC117581834|XP_034125176.1|DGUA
OG0000128	LOC6634932|XP_002058443.1|DVIR	LOC117581848|XP_034125197.1|DGUA
OG0000129	LOC6633554|XP_002057251.1|DVIR	LOC117580643|XP_034123127.1|DGUA
OG0000129	LOC6623097|XP_002048662.1|DVIR	LOC117579252|XP_034120930.1|DGUA
OG0000129	LOC6623858|XP_002048663.1|DVIR	LOC117587783|XP_034134618.1|DGUA
OG0000130	LOC6623290|XP_002047305.2|DVIR	LOC117587114|XP_034133499.1|DGUA
OG0000130	LOC6623408|XP_002047299.1|DVIR	LOC117587111|XP_034133495.1|DGUA
OG0000130	LOC6622176|XP_002047304.1|DVIR	LOC117587113|XP_034133498.1|DGUA, LOC117587112|XP_034133496.1|DGUA
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC117589815|XP_034137935.1|DGUA
OG0000132	LOC6628376|XP_002052628.1|DVIR	LOC117582239|XP_034125741.1|DGUA, LOC117581862|XP_034125215.1|DGUA
OG0000132	LOC6630679|XP_002054612.1|DVIR	LOC117586091|XP_034131838.1|DGUA
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC117589485|XP_034137338.1|DGUA
OG0000134	LOC6633468|XP_002057059.1|DVIR	LOC117580864|XP_034123504.1|DGUA
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC117584812|XP_034129823.1|DGUA
OG0000137	LOC6635174|XP_002058578.1|DVIR	LOC117582737|XP_034126559.1|DGUA
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC117588859|XP_034136252.1|DGUA
OG0000138	LOC6629259|XP_032295167.1|DVIR	LOC117586701|XP_034132859.1|DGUA
OG0000138	LOC6629610|XP_002054675.3|DVIR	LOC117586698|XP_034132856.1|DGUA, LOC117586699|XP_034132858.1|DGUA
OG0000138	LOC6629608|XP_002054673.2|DVIR	LOC117586696|XP_034132854.1|DGUA
OG0000139	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR	LOC117581998|XP_034125385.1|DGUA, LOC117582245|XP_034125747.1|DGUA, LOC117582244|XP_034125745.1|DGUA
OG0000140	LOC6630875|XP_002054323.2|DVIR	LOC117583410|XP_034127589.1|DGUA
OG0000140	LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR	LOC117590230|XP_034138594.1|DGUA
OG0000141	LOC6624242|XP_002046959.2|DVIR	LOC117589333|XP_034137075.1|DGUA
OG0000141	LOC6624546|XP_002046960.1|DVIR	LOC117589334|XP_034137077.1|DGUA
OG0000141	LOC6622272|XP_002046961.1|DVIR	LOC117589335|XP_034137078.1|DGUA
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC117585694|XP_034131199.1|DGUA
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC117590199|XP_034138533.1|DGUA
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC117588458|XP_034135635.1|DGUA
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC117579028|XP_034120604.1|DGUA
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC117579031|XP_034120607.1|DGUA
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC117585409|XP_034130768.1|DGUA
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC117590246|XP_034138608.1|DGUA
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC117584066|XP_034128699.1|DGUA
OG0000145	LOC6631571|XP_002055558.2|DVIR	LOC117580967|XP_034123648.1|DGUA
OG0000145	LOC6627697|XP_002052257.1|DVIR	LOC117582661|XP_034126465.1|DGUA
OG0000145	LOC6627696|XP_002052256.1|DVIR	LOC117582226|XP_034125724.1|DGUA
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC117583999|XP_034128619.1|DGUA
OG0000147	LOC6634949|XP_002058537.1|DVIR	LOC117582746|XP_034126577.1|DGUA
OG0000147	LOC6634950|XP_002058538.1|DVIR	LOC117582747|XP_034126578.1|DGUA
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC117582434|XP_034126028.1|DGUA
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC117588221|XP_034135257.1|DGUA
OG0000149	LOC6627743|XP_002051297.1|DVIR	LOC117588085|XP_034135045.1|DGUA
OG0000149	LOC6634481|XP_002058158.1|DVIR	LOC117581583|XP_034124825.1|DGUA
OG0000150	LOC6627333|XP_032293973.1|DVIR	LOC117582222|XP_034125721.1|DGUA, LOC117582223|XP_034125722.1|DGUA, LOC117582224|XP_034125723.1|DGUA, LOC117582365|XP_034125914.1|DGUA
OG0000151	LOC6624491|XP_032290429.1|DVIR	LOC117587222|XP_034133673.1|DGUA
OG0000151	LOC6624600|XP_015030529.1|DVIR	LOC117587226|XP_034133679.1|DGUA
OG0000151	LOC6627838|XP_002051728.2|DVIR	LOC117587225|XP_034133678.1|DGUA
OG0000151	LOC6623559|XP_002048335.2|DVIR	LOC117586870|XP_034133058.1|DGUA
OG0000152	LOC6632780|XP_002055862.1|DVIR	LOC117589721|XP_034137781.1|DGUA
OG0000152	LOC6632790|XP_002055860.1|DVIR	LOC117589723|XP_034137784.1|DGUA
OG0000153	LOC6630161|XP_002054781.2|DVIR	LOC117589779|XP_034137867.1|DGUA
OG0000153	LOC6630159|XP_002054779.1|DVIR	LOC117589704|XP_034137758.1|DGUA
OG0000153	LOC6630160|XP_002054780.1|DVIR	LOC117589705|XP_034137759.1|DGUA
OG0000154	LOC6635099|XP_002058361.1|DVIR	LOC117584922|XP_034129963.1|DGUA
OG0000154	LOC26531881|XP_015031806.2|DVIR	LOC117580197|XP_034122464.1|DGUA
OG0000155	LOC6622871|XP_032290541.1|DVIR	LOC117579730|XP_034121618.1|DGUA
OG0000155	LOC6622732|XP_002046664.1|DVIR	LOC117579513|XP_034121310.1|DGUA
OG0000155	LOC6622713|XP_002046665.2|DVIR	LOC117579431|XP_034121204.1|DGUA
OG0000157	LOC6626201|XP_002049879.1|DVIR	LOC117578614|XP_034120104.1|DGUA, LOC117578613|XP_034120103.1|DGUA, LOC117578612|XP_034120100.1|DGUA, LOC117591727|XP_034140934.1|DGUA
OG0000157	LOC6626202|XP_002049880.1|DVIR	LOC117578615|XP_034120105.1|DGUA
OG0000158	LOC6625323|XP_002049089.1|DVIR	LOC117579769|XP_034121719.1|DGUA
OG0000158	LOC6623768|XP_002047813.2|DVIR	LOC117579414|XP_034121184.1|DGUA
OG0000159	LOC6623061|XP_002047662.1|DVIR	LOC117589013|XP_034136524.1|DGUA
OG0000159	LOC26531581|XP_032289971.1|DVIR	LOC117580574|XP_034123068.1|DGUA
OG0000159	LOC6622688|XP_002048229.1|DVIR	LOC117579521|XP_034121320.1|DGUA
OG0000160	LOC6630948|XP_002053938.1|DVIR	LOC117585809|XP_034131420.1|DGUA
OG0000160	LOC6630855|XP_002053937.1|DVIR	LOC117585807|XP_034131416.1|DGUA
OG0000161	LOC6624299|XP_002047103.1|DVIR	LOC117588975|XP_034136453.1|DGUA
OG0000161	LOC6623226|XP_002048575.1|DVIR	LOC117579840|XP_034121828.1|DGUA
OG0000161	LOC6633867|XP_015025613.1|DVIR	LOC117590986|XP_034139952.1|DGUA
OG0000162	LOC6628081|XP_002051165.1|DVIR, LOC26531809|XP_015028988.1|DVIR	LOC117584558|XP_034129407.1|DGUA
OG0000162	LOC6635651|XP_002059197.1|DVIR	LOC117582601|XP_034126355.1|DGUA
OG0000163	LOC6629062|XP_002051606.1|DVIR	LOC117584450|XP_034129258.1|DGUA
OG0000163	LOC6630526|XP_002054803.1|DVIR	LOC117584932|XP_034129982.1|DGUA
OG0000164	LOC6624785|XP_002049336.1|DVIR	LOC117582026|XP_034125446.1|DGUA
OG0000165	LOC6631307|XP_002055050.2|DVIR	LOC117581657|XP_034124927.1|DGUA
OG0000166	LOC6625965|XP_002050959.2|DVIR	LOC117586001|XP_034131724.1|DGUA
OG0000166	LOC6626384|XP_002050058.1|DVIR	LOC117586032|XP_034131768.1|DGUA
