Orthogroup	DVIR.longest_only	SLEB.longest_only
OG0000048	LOC6623749|XP_002046215.1|DVIR	LOC115632159|XP_030385047.1|SLEB
OG0000049	LOC6632704|XP_002056037.1|DVIR	LOC115625514|XP_030376439.1|SLEB
OG0000049	LOC6632699|XP_002056032.2|DVIR	LOC115631187|XP_030383738.1|SLEB
OG0000049	LOC6632702|XP_002056035.3|DVIR	LOC115625471|XP_030376380.1|SLEB
OG0000049	LOC6632698|XP_002056031.1|DVIR	LOC115625469|XP_030376378.1|SLEB
OG0000049	LOC116650324|XP_032289598.1|DVIR	LOC115625232|XP_030376077.1|SLEB
OG0000049	LOC6632703|XP_002056036.2|DVIR	LOC115621014|XP_030370394.1|SLEB
OG0000050	LOC6622345|XP_002047924.2|DVIR	LOC115632844|XP_030385961.1|SLEB
OG0000050	LOC6622312|XP_002047926.2|DVIR	LOC115632845|XP_030385962.1|SLEB
OG0000050	LOC6622403|XP_002047934.2|DVIR	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB
OG0000051	LOC6633160|XP_002056609.1|DVIR	LOC115624036|XP_030374474.1|SLEB
OG0000051	LOC6632364|XP_002056725.1|DVIR	LOC115632496|XP_030385533.1|SLEB
OG0000051	LOC6630427|XP_002053739.1|DVIR	LOC115620987|XP_030370367.1|SLEB
OG0000052	LOC6633117|XP_002056591.1|DVIR, LOC6633119|XP_002056593.1|DVIR, LOC6633120|XP_032289606.1|DVIR, LOC6633118|XP_002056592.2|DVIR	LOC115621355|XP_030370842.1|SLEB
OG0000052	LOC6626909|XP_002050284.2|DVIR, LOC6626910|XP_002050285.2|DVIR, LOC6626911|XP_002050286.2|DVIR	LOC115621366|XP_030370854.1|SLEB
OG0000053	LOC6625282|XP_002049664.3|DVIR, LOC6624847|XP_002049663.1|DVIR	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB
OG0000053	LOC6624846|XP_002049662.1|DVIR	LOC115634038|XP_030387442.1|SLEB
OG0000053	LOC6624845|XP_002049661.1|DVIR	LOC115634037|XP_030387441.1|SLEB
OG0000053	LOC6624806|XP_002049656.1|DVIR	LOC115634626|XP_030388341.1|SLEB
OG0000054	LOC6633223|XP_002056282.1|DVIR	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB
OG0000054	LOC6629800|XP_002053376.1|DVIR	LOC115623633|XP_030373934.1|SLEB
OG0000054	LOC6633224|XP_002056283.1|DVIR, LOC116650298|XP_032289550.1|DVIR	LOC115624033|XP_030374471.1|SLEB
OG0000056	LOC6630825|XP_002054732.1|DVIR, LOC6630824|XP_002054731.1|DVIR	LOC115626734|XP_030378039.1|SLEB
OG0000056	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR	LOC115626727|XP_030378033.1|SLEB
OG0000056	LOC6627508|XP_002052791.1|DVIR	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB
OG0000058	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR, LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB
OG0000058	LOC6633609|XP_002056917.1|DVIR	LOC115629610|XP_030381967.1|SLEB
OG0000059	LOC6635045|XP_002058688.1|DVIR	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB
OG0000059	LOC6635046|XP_032295222.1|DVIR	LOC115621386|XP_030370879.1|SLEB
OG0000059	LOC6635049|XP_002058692.2|DVIR	LOC115620757|XP_030370013.1|SLEB
OG0000060	LOC6634792|XP_002058128.1|DVIR	LOC115629930|XP_030382394.1|SLEB
OG0000060	LOC6634791|XP_002058127.1|DVIR	LOC115629929|XP_030382393.1|SLEB
OG0000060	LOC6625933|XP_002048901.1|DVIR	LOC115630565|XP_030383041.1|SLEB
OG0000060	LOC6633049|XP_032289802.1|DVIR	LOC115623364|XP_030373510.1|SLEB
OG0000060	LOC6632878|XP_032289764.1|DVIR	LOC115620624|XP_030369812.1|SLEB
OG0000060	LOC6633466|XP_002057057.1|DVIR	LOC115629360|XP_030381672.1|SLEB
OG0000060	LOC6628994|XP_002052097.1|DVIR	LOC115630767|XP_030383283.1|SLEB
OG0000061	LOC6628610|XP_002052171.1|DVIR	LOC115631729|XP_030384426.1|SLEB
OG0000061	LOC6628612|XP_002052173.2|DVIR	LOC115631701|XP_030384388.1|SLEB
OG0000062	LOC6630621|XP_002053750.1|DVIR	LOC115632573|XP_030385654.1|SLEB, LOC115621328|XP_030370808.1|SLEB
OG0000062	LOC6632062|XP_002055617.1|DVIR	LOC115627142|XP_030378579.1|SLEB
OG0000063	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR	LOC115623704|XP_030374042.1|SLEB
OG0000063	LOC6623822|XP_002047823.1|DVIR	LOC115622384|XP_030372168.1|SLEB
OG0000063	LOC26531302|XP_015031723.1|DVIR	LOC115622972|XP_030372983.1|SLEB
OG0000063	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB
OG0000064	LOC6628665|XP_002051821.1|DVIR	LOC115630780|XP_030383296.1|SLEB
OG0000065	LOC6629926|XP_002054327.2|DVIR, LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB
OG0000066	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB
OG0000066	LOC6629133|XP_002051575.1|DVIR	LOC115625501|XP_030376421.1|SLEB
OG0000066	LOC6632483|XP_002056296.1|DVIR	LOC115624182|XP_030374638.1|SLEB
OG0000066	LOC6631952|XP_002055404.1|DVIR, LOC6636077|XP_002059608.1|DVIR	LOC115622362|XP_030372137.1|SLEB
OG0000067	LOC6632379|XP_002056002.1|DVIR	LOC115621860|XP_030371539.1|SLEB
OG0000067	LOC6623824|XP_002047391.1|DVIR	LOC115622383|XP_030372167.1|SLEB
OG0000067	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR	LOC115628126|XP_030379967.1|SLEB
OG0000067	LOC6623938|XP_002047390.1|DVIR	LOC115622466|XP_030372269.1|SLEB
OG0000067	LOC6623911|XP_002046867.1|DVIR	LOC115622364|XP_030372139.1|SLEB
OG0000068	LOC6626486|XP_015029513.1|DVIR	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB
OG0000068	LOC6631686|XP_032295536.1|DVIR	LOC115628062|XP_030379882.1|SLEB
OG0000070	LOC6628714|XP_002051332.1|DVIR	LOC115625714|XP_030376720.1|SLEB
OG0000070	LOC6631435|XP_002054957.2|DVIR	LOC115629807|XP_030382234.1|SLEB
OG0000070	LOC6628614|XP_002051334.1|DVIR	LOC115625715|XP_030376721.1|SLEB
OG0000070	LOC6628613|XP_002051333.1|DVIR	LOC115625716|XP_030376722.1|SLEB
OG0000071	LOC6622067|XP_002047717.2|DVIR	LOC115624679|XP_030375338.1|SLEB
OG0000071	LOC6622389|XP_032290781.1|DVIR, LOC116650646|XP_032290782.1|DVIR	LOC115624678|XP_030375337.1|SLEB
OG0000072	LOC6635857|XP_002059479.1|DVIR	LOC115625138|XP_030375920.1|SLEB
OG0000072	LOC6627108|XP_002050848.2|DVIR	LOC115633654|XP_030386963.1|SLEB
OG0000072	LOC6627106|XP_002050846.1|DVIR	LOC115625130|XP_030375908.1|SLEB
OG0000073	LOC6625785|XP_002049583.1|DVIR	LOC115626625|XP_030377891.1|SLEB
OG0000073	LOC6634684|XP_032289237.1|DVIR	LOC115626672|XP_030377958.1|SLEB
OG0000073	LOC6635019|XP_015024910.1|DVIR	LOC115624374|XP_030374908.1|SLEB
OG0000074	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR	LOC115632425|XP_030385425.1|SLEB
OG0000075	LOC6623483|XP_002048200.1|DVIR	LOC115622150|XP_030371879.1|SLEB
OG0000075	LOC6623521|XP_002048202.1|DVIR	LOC115623283|XP_030373426.1|SLEB
OG0000075	LOC6622654|XP_002048201.1|DVIR	LOC115623262|XP_030373391.1|SLEB
OG0000075	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR	LOC115622151|XP_030371880.1|SLEB
OG0000076	LOC6636598|XP_015023834.1|DVIR	LOC115623022|XP_030373056.1|SLEB
OG0000076	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB
OG0000076	LOC6632148|XP_002055757.3|DVIR	LOC115627672|XP_030379274.1|SLEB
OG0000076	LOC6631560|XP_002055437.1|DVIR	LOC115627823|XP_030379517.1|SLEB
OG0000077	LOC6627101|XP_002049944.1|DVIR	LOC115629260|XP_030381546.1|SLEB
OG0000077	LOC6629945|XP_002053003.1|DVIR	LOC115625518|XP_030376442.1|SLEB
OG0000077	LOC6624992|XP_002049450.1|DVIR	LOC115624410|XP_030375008.1|SLEB
OG0000077	LOC6631157|XP_002054511.2|DVIR	LOC115621758|XP_030371352.1|SLEB
OG0000078	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR	LOC115624829|XP_030375536.1|SLEB
OG0000078	LOC6622767|XP_002048006.1|DVIR	LOC115624752|XP_030375442.1|SLEB
OG0000078	LOC6632525|XP_002056424.2|DVIR	LOC115620798|XP_030370081.1|SLEB
OG0000078	LOC6632017|XP_002055232.3|DVIR	LOC115627604|XP_030379186.1|SLEB
OG0000078	LOC6631517|XP_002055314.1|DVIR	LOC115627905|XP_030379660.1|SLEB
OG0000079	LOC6628022|XP_002052522.2|DVIR	LOC115631581|XP_030384238.1|SLEB
OG0000080	LOC6635875|XP_002059348.1|DVIR	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB
OG0000080	LOC6625499|XP_002049016.1|DVIR	LOC115620018|XP_030368982.1|SLEB
OG0000081	LOC6622786|XP_002047047.2|DVIR	LOC115624517|XP_030375092.1|SLEB
OG0000082	LOC6624944|XP_002050224.1|DVIR	LOC115631916|XP_030384627.1|SLEB
OG0000082	LOC6631012|XP_032295246.1|DVIR	LOC115620211|XP_030369208.1|SLEB
OG0000082	LOC6634864|XP_002058699.1|DVIR	LOC115621651|XP_030371213.1|SLEB
OG0000083	LOC6627816|XP_002051141.2|DVIR	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB
OG0000084	LOC6625031|XP_002050290.1|DVIR	LOC115623536|XP_030373782.1|SLEB
OG0000084	LOC6627277|XP_002050654.1|DVIR	LOC115631336|XP_030383918.1|SLEB
OG0000085	LOC6625945|XP_015029990.1|DVIR	LOC115634632|XP_030388350.1|SLEB
OG0000086	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR	LOC115628291|XP_030380201.1|SLEB
OG0000087	LOC6627342|XP_002052453.1|DVIR	LOC115626132|XP_030377247.1|SLEB
OG0000087	LOC6633896|XP_002057589.1|DVIR	LOC115626584|XP_030377826.1|SLEB
OG0000087	LOC6634233|XP_032293774.1|DVIR	LOC115626069|XP_030377182.1|SLEB
OG0000088	LOC6624854|XP_002049202.1|DVIR	LOC115624994|XP_030375725.1|SLEB
OG0000088	LOC6628498|XP_002051493.2|DVIR	LOC115626364|XP_030377575.1|SLEB
OG0000088	LOC6623155|XP_015030407.1|DVIR	LOC115623096|XP_030373163.1|SLEB
OG0000088	LOC26531309|XP_015031726.1|DVIR	LOC115623093|XP_030373160.1|SLEB
OG0000088	LOC6623099|XP_002048556.1|DVIR	LOC115622241|XP_030371997.1|SLEB
OG0000089	LOC6630704|XP_002054644.1|DVIR	LOC115624415|XP_030375011.1|SLEB
OG0000089	LOC6635266|XP_002058736.2|DVIR	LOC115634279|XP_030387772.1|SLEB
OG0000089	LOC6623346|XP_002047269.1|DVIR	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB
OG0000090	LOC6625113|XP_002049287.1|DVIR	LOC115633715|XP_030387039.1|SLEB
OG0000090	LOC6625413|XP_002049290.1|DVIR	LOC115633696|XP_030387013.1|SLEB
OG0000090	LOC6622878|XP_002046497.1|DVIR	LOC115628271|XP_030380155.1|SLEB
OG0000090	LOC6623278|XP_002048567.1|DVIR	LOC115623090|XP_030373157.1|SLEB
OG0000090	LOC6622829|XP_002047055.2|DVIR	LOC115624821|XP_030375529.1|SLEB
OG0000091	LOC6630750|XP_032294848.1|DVIR	LOC115620184|XP_030369168.1|SLEB
OG0000091	LOC6627714|XP_002051636.1|DVIR	LOC115630433|XP_030382848.1|SLEB
OG0000091	LOC6632846|XP_002056244.1|DVIR	LOC115620680|XP_030369906.1|SLEB
OG0000091	LOC6632847|XP_002056245.1|DVIR	LOC115621346|XP_030370826.1|SLEB
OG0000092	LOC6630632|XP_002053630.3|DVIR	LOC115623334|XP_030373465.1|SLEB
OG0000092	LOC6630635|XP_002053633.1|DVIR	LOC115624326|XP_030374813.1|SLEB
OG0000092	LOC6630634|XP_002053632.1|DVIR	LOC115624330|XP_030374818.1|SLEB
OG0000093	LOC6627672|XP_002051948.1|DVIR	LOC115628531|XP_030380552.1|SLEB
OG0000093	LOC6627066|XP_002050185.1|DVIR, LOC6631541|XP_002055065.2|DVIR	LOC115627221|XP_030378703.1|SLEB
OG0000094	LOC6623745|XP_002047834.1|DVIR	LOC115622394|XP_030372178.1|SLEB
OG0000094	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR	LOC115621962|XP_030371670.1|SLEB
OG0000096	LOC6633088|XP_002056271.1|DVIR	LOC115621238|XP_030370689.1|SLEB
OG0000096	LOC6633089|XP_002056272.1|DVIR	LOC115620727|XP_030369967.1|SLEB
OG0000096	LOC6628330|XP_002051202.1|DVIR	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB
OG0000098	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR	LOC115621995|XP_030371710.1|SLEB
OG0000099	LOC6626032|XP_002049608.1|DVIR	LOC115627007|XP_030378385.1|SLEB
OG0000099	LOC6633367|XP_032296645.1|DVIR	LOC115626907|XP_030378277.1|SLEB
OG0000099	LOC6633490|XP_015025434.1|DVIR	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB
OG0000100	LOC26530999|XP_015030268.1|DVIR	LOC115629849|XP_030382290.1|SLEB
OG0000100	LOC6630168|XP_002054788.2|DVIR	LOC115620196|XP_030369189.1|SLEB
OG0000100	LOC6630166|XP_015026846.1|DVIR	LOC115621551|XP_030371080.1|SLEB
OG0000101	LOC6622530|XP_015030654.1|DVIR	LOC115623200|XP_030373296.1|SLEB
OG0000101	LOC26531878|XP_032290505.1|DVIR, LOC116650581|XP_032290504.1|DVIR, LOC6622479|XP_015030655.1|DVIR	LOC115634418|XP_030387984.1|SLEB
OG0000101	LOC6622519|XP_015030651.1|DVIR	LOC115634012|XP_030387400.1|SLEB
OG0000102	LOC6626051|XP_002050456.1|DVIR	LOC115632673|XP_030385805.1|SLEB
OG0000102	LOC6627172|XP_002048695.1|DVIR	LOC115619960|XP_030368851.1|SLEB
OG0000103	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR, LOC6623703|XP_002046809.1|DVIR	LOC115632516|XP_030385569.1|SLEB
OG0000103	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR	LOC115633245|XP_030386506.1|SLEB
OG0000104	LOC6623499|XP_002046233.3|DVIR	LOC115632330|XP_030385293.1|SLEB
OG0000104	LOC6634072|XP_002057874.1|DVIR	LOC115632802|XP_030385913.1|SLEB
OG0000104	LOC6623916|XP_002046238.1|DVIR	LOC115632724|XP_030385830.1|SLEB
OG0000105	LOC6634229|XP_002057740.1|DVIR	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB
OG0000105	LOC6631244|XP_002053645.1|DVIR	LOC115625391|XP_030376288.1|SLEB
OG0000105	LOC6631241|XP_032293557.1|DVIR	LOC115625387|XP_030376285.1|SLEB
OG0000107	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR	LOC115634454|XP_030388036.1|SLEB
OG0000109	LOC6628484|XP_002052031.2|DVIR	LOC115631036|XP_030383521.1|SLEB
OG0000109	LOC6628432|XP_002052040.2|DVIR, LOC6628433|XP_032294226.1|DVIR	LOC115630792|XP_030383307.1|SLEB
OG0000110	LOC6622405|XP_002046654.1|DVIR	LOC115628356|XP_030380291.1|SLEB
OG0000110	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR	LOC115628263|XP_030380142.1|SLEB
OG0000110	LOC6622454|XP_002046656.2|DVIR	LOC115628416|XP_030380363.1|SLEB
OG0000110	LOC6622494|XP_002046657.1|DVIR	LOC115628221|XP_030380076.1|SLEB
OG0000111	LOC6625186|XP_002049119.1|DVIR, LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR	LOC115634293|XP_030387808.1|SLEB
OG0000112	LOC6631730|XP_002055577.1|DVIR	LOC115629158|XP_030381390.1|SLEB
OG0000112	LOC6631731|XP_002055578.1|DVIR	LOC115629161|XP_030381394.1|SLEB
OG0000112	LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR	LOC115627698|XP_030379301.1|SLEB
OG0000113	LOC6631790|XP_002055369.2|DVIR	LOC115628760|XP_030380835.1|SLEB
OG0000113	LOC6633853|XP_002057376.2|DVIR	LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB
OG0000114	LOC6627889|XP_002052295.1|DVIR	LOC115630954|XP_030383388.1|SLEB
OG0000114	LOC6627888|XP_002052294.1|DVIR	LOC115630955|XP_030383389.1|SLEB
OG0000116	LOC6630742|XP_002053203.1|DVIR	LOC115624328|XP_030374816.1|SLEB
OG0000116	LOC6630740|XP_002053201.1|DVIR	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB
OG0000116	LOC6630741|XP_002053202.1|DVIR	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB
OG0000117	LOC6633971|XP_002057479.1|DVIR	LOC115626179|XP_030377316.1|SLEB
OG0000117	LOC6633970|XP_002057478.1|DVIR	LOC115626180|XP_030377317.1|SLEB
OG0000117	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR	LOC115626181|XP_030377318.1|SLEB
OG0000118	LOC6627951|XP_002051424.1|DVIR	LOC115626301|XP_030377489.1|SLEB
OG0000119	LOC6632723|XP_002056046.1|DVIR	LOC115625475|XP_030376385.1|SLEB
OG0000119	LOC6632724|XP_002056047.1|DVIR	LOC115625305|XP_030376184.1|SLEB
OG0000120	LOC6634529|XP_002057958.1|DVIR	LOC115627012|XP_030378393.1|SLEB
OG0000120	LOC6626811|XP_002050928.1|DVIR	LOC115625193|XP_030376019.1|SLEB
OG0000120	LOC6625102|XP_002050121.1|DVIR	LOC115620371|XP_030369440.1|SLEB
OG0000120	LOC6635721|XP_002059158.1|DVIR	LOC115630403|XP_030382790.1|SLEB
OG0000120	LOC6622041|XP_002046464.1|DVIR	LOC115628235|XP_030380109.1|SLEB
OG0000121	LOC6632053|XP_002055250.1|DVIR	LOC115625542|XP_030376479.1|SLEB
OG0000121	LOC6630360|XP_002054040.1|DVIR	LOC115625267|XP_030376127.1|SLEB
OG0000122	LOC6628202|XP_002052211.2|DVIR	LOC115630753|XP_030383267.1|SLEB
OG0000122	LOC6635441|XP_002058981.1|DVIR	LOC115628730|XP_030380794.1|SLEB
OG0000122	LOC6629169|XP_002051908.1|DVIR	LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB
OG0000123	LOC6626378|XP_002050355.1|DVIR	LOC115634239|XP_030387693.1|SLEB
OG0000123	LOC6633191|XP_032289496.1|DVIR	LOC115624192|XP_030374649.1|SLEB
OG0000124	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR	LOC115633905|XP_030387269.1|SLEB
OG0000124	LOC6625762|XP_002049873.1|DVIR, LOC26530619|XP_015030228.1|DVIR, LOC6626200|XP_015029349.1|DVIR	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB
OG0000125	LOC6630876|XP_015026944.1|DVIR	LOC115620679|XP_030369903.1|SLEB
OG0000125	LOC6632605|XP_015026066.1|DVIR	LOC115622011|XP_030371726.1|SLEB
OG0000125	LOC6627104|XP_002050844.2|DVIR	LOC115630466|XP_030382900.1|SLEB
OG0000126	LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB
OG0000127	LOC6632494|XP_002056447.1|DVIR, LOC6632493|XP_002056446.1|DVIR	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB
OG0000127	LOC6632492|XP_032289615.1|DVIR	LOC115624150|XP_030374607.1|SLEB
OG0000128	LOC6625639|XP_002050309.2|DVIR	LOC115627037|XP_030378429.1|SLEB
OG0000128	LOC6634932|XP_002058443.1|DVIR	LOC115634167|XP_030387611.1|SLEB
OG0000129	LOC6633554|XP_002057251.1|DVIR	LOC115633252|XP_030386513.1|SLEB
OG0000129	LOC6623097|XP_002048662.1|DVIR	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB
OG0000129	LOC6623858|XP_002048663.1|DVIR	LOC115632635|XP_030385724.1|SLEB
OG0000129	LOC6633555|XP_002057252.1|DVIR	LOC115633251|XP_030386512.1|SLEB
OG0000130	LOC6623290|XP_002047305.2|DVIR	LOC115632117|XP_030384979.1|SLEB
OG0000130	LOC6623408|XP_002047299.1|DVIR	LOC115632142|XP_030385018.1|SLEB
OG0000130	LOC6622176|XP_002047304.1|DVIR	LOC115632815|XP_030385927.1|SLEB
OG0000131	LOC6632894|XP_015026057.1|DVIR	LOC115620740|XP_030369987.1|SLEB
OG0000132	LOC6628376|XP_002052628.1|DVIR	LOC115631441|XP_030384043.1|SLEB
OG0000132	LOC6630679|XP_002054612.1|DVIR	LOC115624363|XP_030374882.1|SLEB
OG0000134	LOC6630471|XP_002054107.1|DVIR	LOC115621108|XP_030370509.1|SLEB
OG0000134	LOC6633468|XP_002057059.1|DVIR	LOC115629363|XP_030381677.1|SLEB
OG0000134	LOC6629234|XP_032294008.1|DVIR	LOC115631566|XP_030384216.1|SLEB
OG0000137	LOC6636844|XP_032291502.1|DVIR	LOC115632206|XP_030385118.1|SLEB
OG0000137	LOC6635174|XP_002058578.1|DVIR	LOC115621775|XP_030371387.1|SLEB
OG0000137	LOC6623869|XP_002046853.1|DVIR	LOC115623263|XP_030373392.1|SLEB
OG0000138	LOC6629259|XP_032295167.1|DVIR	LOC115623943|XP_030374365.1|SLEB
OG0000138	LOC6629608|XP_002054673.2|DVIR	LOC115623756|XP_030374151.1|SLEB
OG0000139	LOC6623530|XP_002047325.1|DVIR, LOC116650758|XP_032291326.1|DVIR, LOC6623382|XP_032290418.1|DVIR	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB
OG0000140	LOC6630875|XP_002054323.2|DVIR	LOC115621072|XP_030370459.1|SLEB
OG0000140	LOC6627002|XP_002048744.2|DVIR, LOC6627001|XP_002048743.2|DVIR, LOC6625404|XP_002050145.1|DVIR	LOC115631745|XP_030384446.1|SLEB
OG0000141	LOC6624242|XP_002046959.2|DVIR	LOC115632354|XP_030385324.1|SLEB
OG0000141	LOC6624546|XP_002046960.1|DVIR	LOC115632744|XP_030385851.1|SLEB
OG0000141	LOC6622272|XP_002046961.1|DVIR	LOC115632365|XP_030385343.1|SLEB
OG0000142	LOC6629343|XP_002053320.3|DVIR	LOC115625086|XP_030375842.1|SLEB
OG0000142	LOC6636755|XP_032296696.1|DVIR	LOC115628082|XP_030379919.1|SLEB
OG0000142	LOC6632196|XP_032295221.1|DVIR	LOC115627258|XP_030378745.1|SLEB
OG0000143	LOC116650413|XP_032289924.1|DVIR	LOC115625380|XP_030376280.1|SLEB
OG0000143	LOC6624208|XP_002048674.2|DVIR	LOC115625390|XP_030376292.1|SLEB
OG0000144	LOC6629583|XP_002054875.2|DVIR	LOC115623941|XP_030374363.1|SLEB
OG0000144	LOC26531280|XP_032294839.1|DVIR	LOC115629778|XP_030382193.1|SLEB
OG0000144	LOC6627421|XP_015028685.2|DVIR	LOC115631998|XP_030384787.1|SLEB
OG0000145	LOC6631571|XP_002055558.2|DVIR	LOC115627757|XP_030379402.1|SLEB
OG0000145	LOC6627695|XP_002052255.1|DVIR	LOC115631049|XP_030383542.1|SLEB
OG0000145	LOC6627697|XP_002052257.1|DVIR	LOC115632005|XP_030384793.1|SLEB
OG0000145	LOC6627696|XP_002052256.1|DVIR	LOC115632004|XP_030384792.1|SLEB
OG0000147	LOC6635761|XP_002059227.2|DVIR	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB
OG0000147	LOC6634949|XP_002058537.1|DVIR	LOC115621832|XP_030371499.1|SLEB
OG0000147	LOC6634950|XP_002058538.1|DVIR	LOC115621833|XP_030371501.1|SLEB
OG0000148	LOC6628264|XP_002052544.1|DVIR	LOC115630932|XP_030383359.1|SLEB
OG0000148	LOC6627419|XP_002051092.1|DVIR	LOC115626589|XP_030377831.1|SLEB
OG0000149	LOC6627743|XP_002051297.1|DVIR	LOC115626190|XP_030377330.1|SLEB
OG0000149	LOC6634481|XP_002058158.1|DVIR	LOC115629267|XP_030381551.1|SLEB
OG0000150	LOC6627333|XP_032293973.1|DVIR	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB
OG0000151	LOC6624491|XP_032290429.1|DVIR	LOC115622266|XP_030372028.1|SLEB
OG0000151	LOC6624600|XP_015030529.1|DVIR	LOC115622260|XP_030372021.1|SLEB
OG0000151	LOC6627838|XP_002051728.2|DVIR	LOC115622264|XP_030372025.1|SLEB
OG0000151	LOC6623559|XP_002048335.2|DVIR	LOC115622278|XP_030372040.1|SLEB
OG0000152	LOC6632780|XP_002055862.1|DVIR	LOC115620943|XP_030370319.1|SLEB
