Orthogroup	AAEG.longest_only	AALB.longest_only	AEAL.longest_only	ASTE.longest_only	BCOP.longest_only	BTRY.longest_only	CCAP.longest_only	CPIP.longest_only	CQUI.longest_only	DALB.longest_only	DANA.longest_only	DBIA.longest_only	DBUS.longest_only	DELE.longest_only	DERE.longest_only	DEUG.longest_only	DFIC.longest_only	DGUA.longest_only	DHYD.longest_only	DKIK.longest_only	DMAU.longest_only	DMEL.longest_only	DMIR.longest_only	DNOV.longest_only	DPER.longest_only	DPSE.longest_only	DSAN.longest_only	DSEC.longest_only	DSER.longest_only	DSIM.longest_only	DSUB.longest_only	DSUP.longest_only	DSUZ.longest_only	DVIR.longest_only	DYAK.longest_only	HILL.longest_only	SLEB.longest_only
OG0023247		LOC118458782|XP_035777500.1|AALB																																			
OG0023248		LOC118456781|XP_035773749.1|AALB																																			
OG0023249		LOC118458976|XP_035777859.1|AALB																																			
OG0023250		LOC118458983|XP_035777870.1|AALB																																			
OG0023251		LOC118460370|XP_035780515.1|AALB																																			
OG0023252		LOC118461598|XP_035782998.1|AALB																																			
OG0023253		LOC118460385|XP_035780537.1|AALB																																			
OG0023254		LOC118461721|XP_035783274.1|AALB																																			
OG0023255		LOC118460261|XP_035780326.1|AALB																																			
OG0023256		LOC118460451|XP_035780661.1|AALB																																			
OG0023257		LOC118460332|XP_035780440.1|AALB																																			
OG0023258		LOC118461290|XP_035782356.1|AALB																																			
OG0023259		LOC118461622|XP_035783061.1|AALB																																			
OG0023260		LOC118459342|XP_035778507.1|AALB																																			
OG0023261		LOC118461472|XP_035782714.1|AALB																																			
OG0023262		LOC118458638|XP_035777220.1|AALB																																			
OG0023263		LOC118458939|XP_035777811.1|AALB																																			
OG0023264		LOC118468856|XP_035796007.1|AALB																																			
OG0023265		LOC118456431|XP_035773080.1|AALB																																			
OG0023266		LOC118460725|XP_035781168.1|AALB																																			
OG0023267		LOC118458293|XP_035776510.1|AALB																																			
OG0023268		LOC118458292|XP_035776508.1|AALB																																			
OG0023269		LOC118459740|XP_035779310.1|AALB																																			
OG0023270		LOC118459379|XP_035778572.1|AALB																																			
OG0023271		LOC118461562|XP_035782916.1|AALB																																			
OG0023272		LOC118456999|XP_035774115.1|AALB																																			
OG0023273		LOC118462050|XP_035783926.1|AALB																																			
OG0023274		LOC118457931|XP_035775835.1|AALB																																			
OG0023275		LOC118461098|XP_035781905.1|AALB																																			
OG0023276		LOC118460920|XP_035781566.1|AALB																																			
OG0023277		LOC118458795|XP_035777533.1|AALB																																			
OG0023278		LOC118461007|XP_035781745.1|AALB																																			
OG0023279		LOC118458735|XP_035777399.1|AALB																																			
OG0023280		LOC118459948|XP_035779729.1|AALB																																			
OG0023281		LOC118461112|XP_035781924.1|AALB																																			
OG0023282		LOC118461164|XP_035782054.1|AALB																																			
OG0023283		LOC118456701|XP_035773601.1|AALB																																			
OG0023284		LOC118469038|XP_035796394.1|AALB																																			
OG0023285		LOC118461253|XP_035782262.1|AALB																																			
OG0023286		LOC118458432|XP_035776783.1|AALB																																			
OG0023287		LOC118457894|XP_035775759.1|AALB																																			
OG0023288		LOC118461965|XP_035783768.1|AALB																																			
OG0023289		LOC118468350|XP_035795003.1|AALB																																			
OG0023290		LOC118458818|XP_035777584.1|AALB																																			
OG0023291		LOC118459656|XP_035779142.1|AALB																																			
OG0023292		LOC118459325|XP_035778475.1|AALB																																			
OG0023293		LOC118456758|XP_035773715.1|AALB																																			
OG0023294		LOC118458959|XP_035777834.1|AALB																																			
OG0023295		LOC118468363|XP_035795016.1|AALB																																			
OG0023296		LOC118457046|XP_035774186.1|AALB																																			
OG0023297		LOC118457539|XP_035775085.1|AALB																																			
OG0023298		LOC118459689|XP_035779217.1|AALB																																			
OG0023299		LOC118461649|XP_035783120.1|AALB																																			
OG0023300		LOC118461736|XP_035783325.1|AALB																																			
OG0023301		LOC118461737|XP_035783326.1|AALB																																			
OG0023302		LOC118458900|XP_035777752.1|AALB																																			
OG0023303		LOC118466882|XP_035792631.1|AALB																																			
OG0023304		LOC118457313|XP_035774692.1|AALB																																			
OG0023305		LOC118468383|XP_035795036.1|AALB																																			
OG0023306		LOC118468400|XP_035795057.1|AALB																																			
OG0023307		LOC118458570|XP_035777110.1|AALB																																			
OG0023308		LOC118468407|XP_035795063.1|AALB																																			
OG0023309		LOC118458316|XP_035776553.1|AALB																																			
OG0023310		LOC118458315|XP_035776552.1|AALB																																			
OG0023311		LOC118458314|XP_035776550.1|AALB																																			
OG0023312		LOC118468412|XP_035795069.1|AALB																																			
OG0023313		LOC118458554|XP_035777084.1|AALB																																			
OG0023314		LOC118468417|XP_035795072.1|AALB																																			
OG0023315		LOC118456856|XP_035773850.1|AALB																																			
OG0023316		LOC118456391|XP_035772973.1|AALB																																			
OG0023317		LOC118468418|XP_035795073.1|AALB																																			
OG0023318		LOC118459166|XP_035778201.1|AALB																																			
OG0023319		LOC118456152|XP_035772561.1|AALB																																			
OG0023320		LOC118456895|XP_035773909.1|AALB																																			
OG0023321		LOC118461555|XP_035782900.1|AALB																																			
OG0023322		LOC118468435|XP_035795091.1|AALB																																			
OG0023323		LOC118468437|XP_035795093.1|AALB																																			
OG0023324		LOC118462780|XP_035784648.1|AALB																																			
OG0023325		LOC118465833|XP_035790319.1|AALB																																			
OG0023326		LOC118465328|XP_035789366.1|AALB																																			
OG0023327		LOC118467513|XP_035793958.1|AALB																																			
OG0023328		LOC118465996|XP_035790684.1|AALB																																			
OG0023329		LOC118467550|XP_035794041.1|AALB																																			
OG0023330		LOC118463870|XP_035786680.1|AALB																																			
OG0023331		LOC118463804|XP_035786567.1|AALB																																			
OG0023332		LOC118463570|XP_035786103.1|AALB																																			
OG0023333		LOC118466901|XP_035792654.1|AALB																																			
OG0023334		LOC118467697|XP_035794372.1|AALB																																			
OG0023335		LOC118466993|XP_035792809.1|AALB																																			
OG0023336		LOC118465362|XP_035789427.1|AALB																																			
OG0023337		LOC118467676|XP_035794339.1|AALB																																			
OG0023338		LOC118465629|XP_035789924.1|AALB																																			
OG0023339		LOC118463373|XP_035785789.1|AALB																																			
OG0023340		LOC118463288|XP_035785663.1|AALB																																			
OG0023341		LOC118466240|XP_035791183.1|AALB																																			
OG0023342		LOC118467909|XP_035794732.1|AALB																																			
OG0023343		LOC118466861|XP_035792589.1|AALB																																			
OG0023344		LOC118467450|XP_035793849.1|AALB																																			
OG0023345		LOC118464193|XP_035787245.1|AALB																																			
OG0023346		LOC118465703|XP_035790024.1|AALB																																			
OG0023347		LOC118466528|XP_035791926.1|AALB																																			
OG0023348		LOC118465230|XP_035789117.1|AALB																																			
OG0023349		LOC118465968|XP_035790613.1|AALB																																			
OG0023350		LOC118463401|XP_035785842.1|AALB																																			
OG0023351		LOC118466627|XP_035792108.1|AALB																																			
OG0023352		LOC118466626|XP_035792105.1|AALB																																			
OG0023353		LOC118466623|XP_035792102.1|AALB																																			
OG0023354		LOC118467465|XP_035793871.1|AALB																																			
OG0023355		LOC118462948|XP_035784984.1|AALB																																			
OG0023356		LOC118467396|XP_035793756.1|AALB																																			
OG0023357		LOC118467384|XP_035793716.1|AALB																																			
OG0023358		LOC118464507|XP_035787836.1|AALB																																			
OG0023359		LOC118464890|XP_035788528.1|AALB																																			
OG0023360		LOC118463599|XP_035786152.1|AALB																																			
OG0023361		LOC118464148|XP_035787149.1|AALB																																			
OG0023362		LOC118464512|XP_035787842.1|AALB																																			
OG0023363		LOC118464513|XP_035787843.1|AALB																																			
OG0023364		LOC118464256|XP_035787385.1|AALB																																			
OG0023365		LOC118466711|XP_035792259.1|AALB																																			
OG0023366		LOC118463525|XP_035786027.1|AALB																																			
