Orthogroup	DMAU.longest_only	AAEG.longest_only
OG0000102	LOC117136840|XP_033153811.1|DMAU, LOC117135879|XP_033152313.1|DMAU	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC117139741|XP_033158189.1|DMAU, LOC117140271|XP_033158987.1|DMAU, LOC117140269|XP_033158986.1|DMAU, LOC117136710|XP_033153622.1|DMAU	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC117140901|XP_033159956.1|DMAU, LOC117139491|XP_033157704.1|DMAU, LOC117139490|XP_033157702.1|DMAU	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC117145209|XP_033166665.1|DMAU, LOC117140646|XP_033159577.1|DMAU, LOC117143467|XP_033164071.1|DMAU	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC117150480|XP_033173269.1|DMAU, LOC117150327|XP_033173057.1|DMAU, LOC117150326|XP_033173056.1|DMAU	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC117150299|XP_033173013.1|DMAU, LOC117150298|XP_033173011.1|DMAU	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC117141555|XP_033160952.1|DMAU, LOC117141556|XP_033160954.1|DMAU, LOC117140295|XP_033159023.1|DMAU, LOC117139048|XP_033157042.1|DMAU	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC117137612|XP_033155029.1|DMAU, LOC117137549|XP_033154938.1|DMAU, LOC117136205|XP_033152849.1|DMAU	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC117147934|XP_033170970.1|DMAU, LOC117147426|XP_033170197.1|DMAU, LOC117147670|XP_033170537.1|DMAU, LOC117147441|XP_033170213.1|DMAU	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC117150311|XP_033173029.1|DMAU, LOC117137340|XP_033154626.1|DMAU, LOC117144993|XP_033166357.1|DMAU, LOC117139674|XP_033158046.1|DMAU	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC117150881|XP_033173906.1|DMAU, LOC117150880|XP_033173905.1|DMAU	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC117140280|XP_033159003.1|DMAU, LOC117140287|XP_033159016.1|DMAU, LOC117140343|XP_033159086.1|DMAU, LOC117140312|XP_033159052.1|DMAU	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC117150387|XP_033173140.1|DMAU, LOC117135603|XP_033151847.1|DMAU	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC117143976|XP_033164804.1|DMAU, LOC117144044|XP_033164905.1|DMAU, LOC117144043|XP_033164903.1|DMAU	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC117148598|XP_033171970.1|DMAU	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC117135556|XP_033151747.1|DMAU	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC117147561|XP_033170393.1|DMAU, LOC117142505|XP_033162432.1|DMAU, LOC117142503|XP_033162430.1|DMAU, LOC117142506|XP_033162433.1|DMAU	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC117150526|XP_033173341.1|DMAU, LOC117147492|XP_033170284.1|DMAU, LOC117136699|XP_033153608.1|DMAU, LOC117141442|XP_033160827.1|DMAU	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC117136062|XP_033152602.1|DMAU, LOC117143860|XP_033164616.1|DMAU, LOC117143990|XP_033164824.1|DMAU, LOC117144271|XP_033165263.1|DMAU, LOC117144217|XP_033165162.1|DMAU	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC117135459|XP_033151542.1|DMAU, LOC117137979|XP_033155643.1|DMAU, LOC117136693|XP_033153599.1|DMAU, LOC117137964|XP_033155626.1|DMAU	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC117143411|XP_033163996.1|DMAU	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC117143914|XP_033164718.1|DMAU	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC117138013|XP_033155705.1|DMAU, LOC117138014|XP_033155706.1|DMAU	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC117143345|XP_033163901.1|DMAU, LOC117143550|XP_033164184.1|DMAU	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC117145521|XP_033167104.1|DMAU, LOC117144375|XP_033165393.1|DMAU, LOC117145520|XP_033167103.1|DMAU, LOC117143556|XP_033164189.1|DMAU	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC117137914|XP_033155550.1|DMAU, LOC117135481|XP_033151591.1|DMAU, LOC117145151|XP_033166582.1|DMAU	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC117148507|XP_033171802.1|DMAU, LOC117141699|XP_033161197.1|DMAU, LOC117150016|XP_033172785.1|DMAU, LOC117148506|XP_033171801.1|DMAU	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC117141215|XP_033160465.1|DMAU, LOC117139553|XP_033157837.1|DMAU, LOC117139598|XP_033157920.1|DMAU, LOC117139597|XP_033157919.1|DMAU	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC117150677|XP_033173574.1|DMAU, LOC117150678|XP_033173575.1|DMAU, LOC117143533|XP_033164156.1|DMAU	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC117142577|XP_033162536.1|DMAU	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC117136536|XP_033153379.1|DMAU	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC117142436|XP_033162288.1|DMAU	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC117141313|XP_033160590.1|DMAU	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC117148624|XP_033172007.1|DMAU	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC117143412|XP_033163998.1|DMAU	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC117141456|XP_033160801.1|DMAU, LOC117142087|XP_033161860.1|DMAU, LOC117142084|XP_033161856.1|DMAU, LOC117142085|XP_033161857.1|DMAU	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC117144738|XP_033165981.1|DMAU	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC117141681|XP_033161169.1|DMAU	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC117147848|XP_033170815.1|DMAU	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC117139731|XP_033158159.1|DMAU	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC117139733|XP_033158162.1|DMAU	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC117144371|XP_033165386.1|DMAU	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC117147010|XP_033169584.1|DMAU	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC117135856|XP_033152266.1|DMAU	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC117147647|XP_033170509.1|DMAU, LOC117150257|XP_033172947.1|DMAU, LOC117135678|XP_033151971.1|DMAU, LOC117135670|XP_033151960.1|DMAU	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC117151092|XP_033174231.1|DMAU	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC117143658|XP_033164330.1|DMAU, LOC117143659|XP_033164331.1|DMAU	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC117139177|XP_033157236.1|DMAU	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC117150291|XP_033173002.1|DMAU	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC117135137|XP_033151085.1|DMAU, LOC117146834|XP_033169279.1|DMAU	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC117144421|XP_033165454.1|DMAU, LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU, LOC117143305|XP_033163805.1|DMAU	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC117145368|XP_033166882.1|DMAU, LOC117143459|XP_033164062.1|DMAU, LOC117145283|XP_033166764.1|DMAU	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC117144747|XP_033165993.1|DMAU, LOC117144748|XP_033165994.1|DMAU, LOC117142020|XP_033161776.1|DMAU	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC117140364|XP_033159110.1|DMAU, LOC117139054|XP_033157055.1|DMAU, LOC117139051|XP_033157046.1|DMAU	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000157	LOC117137965|XP_033155627.1|DMAU, LOC117136533|XP_033153373.1|DMAU, LOC117136385|XP_033153168.1|DMAU	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC117136683|XP_033153585.1|DMAU, LOC117141776|XP_033161299.1|DMAU, LOC117142032|XP_033161788.1|DMAU	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC117140892|XP_033159937.1|DMAU	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG
OG0000159	LOC117140023|XP_033158644.1|DMAU, LOC117140741|XP_033159708.1|DMAU	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC117144745|XP_033165989.1|DMAU, LOC117145350|XP_033166857.1|DMAU	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC117141661|XP_033161142.1|DMAU, LOC117140399|XP_033159160.1|DMAU, LOC117150897|XP_033173929.1|DMAU, LOC117137456|XP_033154794.1|DMAU	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC117139035|XP_033157027.1|DMAU, LOC117148456|XP_033171722.1|DMAU, LOC117148012|XP_033171064.1|DMAU	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000165	LOC117147767|XP_033170691.1|DMAU, LOC117147766|XP_033170686.1|DMAU, LOC117146706|XP_033169010.1|DMAU, LOC117147765|XP_033170682.1|DMAU, LOC117147082|XP_033169736.1|DMAU, LOC117140115|XP_033158770.1|DMAU, LOC117138953|XP_033156885.1|DMAU	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC117136305|XP_033153043.1|DMAU	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC117137310|XP_033154581.1|DMAU, LOC117136685|XP_033153587.1|DMAU	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC117142349|XP_033162159.1|DMAU	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC117146709|XP_033169019.1|DMAU, LOC117146702|XP_033169006.1|DMAU	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC117147038|XP_033169654.1|DMAU	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC117145456|XP_033167034.1|DMAU	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC117147242|XP_033169948.1|DMAU	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC117139230|XP_033157322.1|DMAU	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC117136023|XP_033152531.1|DMAU, LOC117136015|XP_033152523.1|DMAU	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC117136745|XP_033153667.1|DMAU, LOC117150423|XP_033173188.1|DMAU, LOC117136345|XP_033153099.1|DMAU	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC117142787|XP_033162870.1|DMAU	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC117144302|XP_033165302.1|DMAU, LOC117144304|XP_033165306.1|DMAU	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC117147008|XP_033169581.1|DMAU	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC117142664|XP_033162687.1|DMAU	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC117137126|XP_033154315.1|DMAU, LOC117137524|XP_033154903.1|DMAU	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC117150204|XP_033172886.1|DMAU	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC117143937|XP_033164745.1|DMAU, LOC117143612|XP_033164257.1|DMAU	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC117144452|XP_033165499.1|DMAU	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC117144451|XP_033165498.1|DMAU, LOC117144708|XP_033165939.1|DMAU	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC117146471|XP_033168598.1|DMAU, LOC117146037|XP_033167859.1|DMAU, LOC117140274|XP_033158992.1|DMAU, LOC117139576|XP_033157874.1|DMAU	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC117140490|XP_033159344.1|DMAU, LOC117140485|XP_033159331.1|DMAU	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC117150992|XP_033174087.1|DMAU, LOC117138280|XP_033156140.1|DMAU, LOC117145545|XP_033167130.1|DMAU, LOC117138279|XP_033156139.1|DMAU	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC117146913|XP_033169429.1|DMAU, LOC117147989|XP_033171030.1|DMAU	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC117145664|XP_033167286.1|DMAU, LOC117147369|XP_033170125.1|DMAU, LOC117148477|XP_033171743.1|DMAU	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC117139329|XP_033157470.1|DMAU	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC117148689|XP_033172118.1|DMAU	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC117147745|XP_033170638.1|DMAU	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC117137066|XP_033154173.1|DMAU, LOC117137071|XP_033154191.1|DMAU	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC117146048|XP_033167879.1|DMAU, LOC117141944|XP_033161588.1|DMAU, LOC117140064|XP_033158701.1|DMAU	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC117150527|XP_033173342.1|DMAU, LOC117150339|XP_033173078.1|DMAU, LOC117140153|XP_033158817.1|DMAU	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC117149121|XP_033172638.1|DMAU, LOC117150441|XP_033173217.1|DMAU	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC117144032|XP_033164889.1|DMAU	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC117146387|XP_033168451.1|DMAU	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC117146393|XP_033168458.1|DMAU	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC117146385|XP_033168447.1|DMAU	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC117145820|XP_033167513.1|DMAU, LOC117145823|XP_033167515.1|DMAU, LOC117145819|XP_033167512.1|DMAU, LOC117145821|XP_033167514.1|DMAU	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC117143444|XP_033164043.1|DMAU, LOC117144712|XP_033165943.1|DMAU	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC117144721|XP_033165952.1|DMAU	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC117138105|XP_033155855.1|DMAU, LOC117137441|XP_033154768.1|DMAU, LOC117137427|XP_033154748.1|DMAU	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC117145870|XP_033167583.1|DMAU, LOC117143509|XP_033164122.1|DMAU	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC117137672|XP_033155122.1|DMAU	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC117137013|XP_033154094.1|DMAU	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC117139821|XP_033158344.1|DMAU	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC117141265|XP_033160528.1|DMAU, LOC117150804|XP_033173753.1|DMAU, LOC117144066|XP_033164969.1|DMAU, LOC117142389|XP_033162227.1|DMAU, LOC117137070|XP_033154189.1|DMAU	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC117148567|XP_033171915.1|DMAU	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC117142510|XP_033162437.1|DMAU	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC117145473|XP_033167038.1|DMAU	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC117140856|XP_033159879.1|DMAU, LOC117138969|XP_033156909.1|DMAU, LOC117149255|XP_033172652.1|DMAU	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC117139533|XP_033157797.1|DMAU, LOC117136320|XP_033153061.1|DMAU	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC117147341|XP_033170091.1|DMAU, LOC117138656|XP_033156780.1|DMAU, LOC117143314|XP_033163848.1|DMAU	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC117142080|XP_033161853.1|DMAU, LOC117141365|XP_033160663.1|DMAU, LOC117142079|XP_033161851.1|DMAU	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC117141029|XP_033160201.1|DMAU, LOC117147507|XP_033170307.1|DMAU	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC117147768|XP_033170693.1|DMAU	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC117148438|XP_033171701.1|DMAU	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC117138685|XP_033156831.1|DMAU, LOC117138686|XP_033156834.1|DMAU, LOC117138684|XP_033156830.1|DMAU	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC117141301|XP_033160572.1|DMAU, LOC117141150|XP_033160379.1|DMAU, LOC117140761|XP_033159733.1|DMAU	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC117135692|XP_033151986.1|DMAU, LOC117145293|XP_033166775.1|DMAU, LOC117135691|XP_033151984.1|DMAU	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC117135617|XP_033151873.1|DMAU	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC117135727|XP_033152061.1|DMAU	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC117145999|XP_033167807.1|DMAU, LOC117145844|XP_033167548.1|DMAU, LOC117145666|XP_033167292.1|DMAU	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC117140773|XP_033159750.1|DMAU, LOC117140777|XP_033159753.1|DMAU, LOC117140902|XP_033159963.1|DMAU	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC117143249|XP_033163701.1|DMAU, LOC117143942|XP_033164764.1|DMAU, LOC117147937|XP_033170973.1|DMAU, LOC117143421|XP_033164018.1|DMAU	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC117145262|XP_033166737.1|DMAU, LOC117149943|XP_033172735.1|DMAU	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC117142733|XP_033162794.1|DMAU	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC117135935|XP_033152403.1|DMAU, LOC117135936|XP_033152407.1|DMAU	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC117145154|XP_033166585.1|DMAU, LOC117136243|XP_033152939.1|DMAU, LOC117137867|XP_033155475.1|DMAU	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC117143948|XP_033164773.1|DMAU, LOC117144194|XP_033165134.1|DMAU, LOC117146078|XP_033167915.1|DMAU	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC117144736|XP_033165974.1|DMAU, LOC117144735|XP_033165973.1|DMAU, LOC117146022|XP_033167844.1|DMAU	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC117150606|XP_033173454.1|DMAU, LOC117150605|XP_033173453.1|DMAU, LOC117148440|XP_033171704.1|DMAU	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC117138096|XP_033155837.1|DMAU	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC117140546|XP_033159431.1|DMAU, LOC117141526|XP_033160948.1|DMAU	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC117144055|XP_033164940.1|DMAU, LOC117150106|XP_033172829.1|DMAU, LOC117150477|XP_033173267.1|DMAU	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC117144888|XP_033166200.1|DMAU, LOC117144872|XP_033166172.1|DMAU	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC117144925|XP_033166267.1|DMAU, LOC117145389|XP_033166912.1|DMAU, LOC117144479|XP_033165550.1|DMAU	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC117142124|XP_033161911.1|DMAU	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC117138573|XP_033156635.1|DMAU	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
OG0000247	LOC117140007|XP_033158612.1|DMAU, LOC117140008|XP_033158614.1|DMAU	LOC5576416|XP_001656119.2|AAEG
OG0000248	LOC117139863|XP_033158410.1|DMAU, LOC117140268|XP_033158985.1|DMAU, LOC117138142|XP_033155909.1|DMAU	LOC5566827|XP_001651236.2|AAEG, LOC5566826|XP_021698103.1|AAEG
OG0000249	LOC117150556|XP_033173395.1|DMAU, LOC117150559|XP_033173398.1|DMAU, LOC117150554|XP_033173393.1|DMAU	LOC110680422|XP_021711912.1|AAEG, LOC5568079|XP_001652016.1|AAEG
OG0000250	LOC117139577|XP_033157880.1|DMAU, LOC117148916|XP_033172530.1|DMAU, LOC117139570|XP_033157868.1|DMAU	LOC5571080|XP_021709029.1|AAEG
OG0000251	LOC117146436|XP_033168539.1|DMAU, LOC117136584|XP_033153448.1|DMAU, LOC117139259|XP_033157368.1|DMAU	LOC5577369|XP_001656451.2|AAEG
OG0000255	LOC117137687|XP_033155147.1|DMAU	LOC5565728|XP_021704701.1|AAEG
OG0000256	LOC117135939|XP_033152410.1|DMAU, LOC117137885|XP_033155505.1|DMAU	LOC5569083|XP_021703049.1|AAEG
OG0000257	LOC117137369|XP_033154663.1|DMAU	LOC5575078|XP_001661808.2|AAEG
