Orthogroup	DMAU.longest_only	CPIP.longest_only
OG0000087	LOC117147219|XP_033169927.1|DMAU, LOC117140352|XP_033159099.1|DMAU	LOC120424910|XP_039445137.1|CPIP, LOC120424913|XP_039445140.1|CPIP
OG0000088	LOC117137209|XP_033154454.1|DMAU	LOC120424171|XP_039444162.1|CPIP
OG0000089	LOC117142383|XP_033162216.1|DMAU, LOC117144287|XP_033165282.1|DMAU	LOC120414898|XP_039432159.1|CPIP
OG0000089	LOC117143491|XP_033164095.1|DMAU	LOC120415074|XP_039432408.1|CPIP
OG0000089	LOC117141024|XP_033160189.1|DMAU	LOC120419960|XP_039438755.1|CPIP, LOC120419983|XP_039438795.1|CPIP
OG0000090	LOC117137570|XP_033154966.1|DMAU, LOC117137567|XP_033154963.1|DMAU, LOC117140816|XP_033159812.1|DMAU, LOC117140429|XP_033159236.1|DMAU	LOC120421682|XP_039440847.1|CPIP, LOC120421690|XP_039440861.1|CPIP, LOC120426406|XP_039447096.1|CPIP, LOC120421699|XP_039440871.1|CPIP
OG0000091	LOC117145728|XP_033167368.1|DMAU	LOC120425404|XP_039445863.1|CPIP
OG0000091	LOC117150761|XP_033173689.1|DMAU, LOC117146070|XP_033167902.1|DMAU, LOC117145462|XP_033167023.1|DMAU	LOC120424933|XP_039445164.1|CPIP
OG0000093	LOC117150555|XP_033173394.1|DMAU	LOC120423404|XP_039443137.1|CPIP
OG0000094	LOC117141136|XP_033160352.1|DMAU, LOC117145630|XP_033167240.1|DMAU	LOC120425648|XP_039446167.1|CPIP, LOC120425708|XP_039446241.1|CPIP, LOC120431494|XP_039452533.1|CPIP, LOC120425701|XP_039446230.1|CPIP, LOC120421037|XP_039440109.1|CPIP, LOC120421043|XP_039440120.1|CPIP, LOC120413857|XP_039430748.1|CPIP, LOC120421039|XP_039440116.1|CPIP, LOC120412371|XP_039428726.1|CPIP, LOC120412378|XP_039428738.1|CPIP, LOC120430436|XP_039451481.1|CPIP, LOC120423072|XP_039442676.1|CPIP, LOC120430435|XP_039451480.1|CPIP, LOC120430433|XP_039451478.1|CPIP, LOC120430651|XP_039451691.1|CPIP, LOC120421704|XP_039441223.1|CPIP, LOC120420801|XP_039440192.1|CPIP, LOC120424242|XP_039444239.1|CPIP
OG0000095	LOC117151036|XP_033174141.1|DMAU, LOC117142494|XP_033162415.1|DMAU	LOC120418486|XP_039436859.1|CPIP, LOC120413017|XP_039429610.1|CPIP
OG0000098	LOC117142871|XP_033163030.1|DMAU	LOC120423046|XP_039442653.1|CPIP, LOC120423055|XP_039442660.1|CPIP
OG0000099	LOC117148254|XP_033171448.1|DMAU	LOC120414418|XP_039431532.1|CPIP, LOC120414383|XP_039431492.1|CPIP, LOC120414382|XP_039431487.1|CPIP
OG0000101	LOC117139588|XP_033157894.1|DMAU, LOC117139584|XP_033157886.1|DMAU, LOC117139153|XP_033157202.1|DMAU, LOC117139589|XP_033157895.1|DMAU, LOC117139587|XP_033157892.1|DMAU, LOC117139591|XP_033157897.1|DMAU	LOC120427216|XP_039448015.1|CPIP
OG0000102	LOC117136562|XP_033153409.1|DMAU	LOC120413414|XP_039430153.1|CPIP, LOC120413405|XP_039430144.1|CPIP, LOC120412910|XP_039429479.1|CPIP, LOC120413423|XP_039430169.1|CPIP, LOC120417857|XP_039436011.1|CPIP, LOC120413400|XP_039430134.1|CPIP, LOC120413398|XP_039430131.1|CPIP
OG0000102	LOC117136840|XP_033153811.1|DMAU, LOC117135879|XP_033152313.1|DMAU	LOC120432492|XP_039453640.1|CPIP
OG0000103	LOC117139741|XP_033158189.1|DMAU, LOC117140271|XP_033158987.1|DMAU, LOC117140269|XP_033158986.1|DMAU, LOC117136710|XP_033153622.1|DMAU	LOC120416536|XP_039434185.1|CPIP, LOC120417606|XP_039435649.1|CPIP, LOC120417607|XP_039435650.1|CPIP, LOC120417608|XP_039435652.1|CPIP, LOC120423255|XP_039442909.1|CPIP
OG0000104	LOC117140901|XP_033159956.1|DMAU, LOC117139491|XP_033157704.1|DMAU, LOC117139490|XP_033157702.1|DMAU	LOC120412621|XP_039429106.1|CPIP, LOC120412646|XP_039429134.1|CPIP, LOC120412612|XP_039429095.1|CPIP
OG0000105	LOC117145209|XP_033166665.1|DMAU, LOC117140646|XP_033159577.1|DMAU, LOC117143467|XP_033164071.1|DMAU	LOC120425216|XP_039445581.1|CPIP
OG0000109	LOC117150480|XP_033173269.1|DMAU, LOC117150327|XP_033173057.1|DMAU, LOC117150326|XP_033173056.1|DMAU	LOC120423583|XP_039443376.1|CPIP, LOC120420353|XP_039439283.1|CPIP, LOC120420541|XP_039439548.1|CPIP, LOC120423553|XP_039443331.1|CPIP
OG0000109	LOC117150299|XP_033173013.1|DMAU, LOC117150298|XP_033173011.1|DMAU	LOC120423573|XP_039443364.1|CPIP, LOC120423521|XP_039443303.1|CPIP
OG0000110	LOC117141555|XP_033160952.1|DMAU, LOC117141556|XP_033160954.1|DMAU, LOC117140295|XP_033159023.1|DMAU, LOC117139048|XP_033157042.1|DMAU	LOC120432096|XP_039453165.1|CPIP
OG0000111	LOC117137612|XP_033155029.1|DMAU, LOC117137549|XP_033154938.1|DMAU, LOC117136205|XP_033152849.1|DMAU	LOC120423942|XP_039443860.1|CPIP, LOC120415255|XP_039432655.1|CPIP, LOC120415261|XP_039432663.1|CPIP, LOC120415259|XP_039432661.1|CPIP, LOC120415241|XP_039432639.1|CPIP
OG0000112	LOC117147934|XP_033170970.1|DMAU, LOC117147426|XP_033170197.1|DMAU, LOC117147670|XP_033170537.1|DMAU, LOC117147441|XP_033170213.1|DMAU	LOC120420031|XP_039438866.1|CPIP, LOC120420702|XP_039439734.1|CPIP, LOC120420699|XP_039439730.1|CPIP
OG0000113	LOC117150311|XP_033173029.1|DMAU, LOC117137340|XP_033154626.1|DMAU, LOC117144993|XP_033166357.1|DMAU, LOC117139674|XP_033158046.1|DMAU	LOC120426589|XP_039447314.1|CPIP, LOC120417349|XP_039435285.1|CPIP
OG0000114	LOC117150879|XP_033173904.1|DMAU	LOC120417802|XP_039435938.1|CPIP
OG0000114	LOC117150881|XP_033173906.1|DMAU, LOC117150880|XP_033173905.1|DMAU	LOC120420276|XP_039439211.1|CPIP
OG0000117	LOC117140280|XP_033159003.1|DMAU, LOC117140287|XP_033159016.1|DMAU, LOC117140343|XP_033159086.1|DMAU, LOC117140312|XP_033159052.1|DMAU	LOC120413999|XP_039430942.1|CPIP, LOC120414022|XP_039430973.1|CPIP
OG0000118	LOC117150387|XP_033173140.1|DMAU, LOC117135603|XP_033151847.1|DMAU	LOC120423433|XP_039443178.1|CPIP, LOC120423454|XP_039443210.1|CPIP, LOC120423455|XP_039443211.1|CPIP, LOC120432382|XP_039453509.1|CPIP
OG0000119	LOC117143976|XP_033164804.1|DMAU, LOC117144044|XP_033164905.1|DMAU, LOC117144043|XP_033164903.1|DMAU	LOC120420559|XP_039439559.1|CPIP, LOC120426420|XP_039447112.1|CPIP, LOC120428772|XP_039449790.1|CPIP, LOC120420257|XP_039439187.1|CPIP, LOC120431980|XP_039453050.1|CPIP, LOC120423540|XP_039443321.1|CPIP
OG0000120	LOC117148598|XP_033171970.1|DMAU	LOC120417029|XP_039434907.1|CPIP
OG0000120	LOC117135556|XP_033151747.1|DMAU	LOC120419990|XP_039438806.1|CPIP
OG0000121	LOC117147561|XP_033170393.1|DMAU, LOC117142505|XP_033162432.1|DMAU, LOC117142503|XP_033162430.1|DMAU, LOC117142506|XP_033162433.1|DMAU	LOC120425384|XP_039445833.1|CPIP
OG0000122	LOC117150526|XP_033173341.1|DMAU, LOC117147492|XP_033170284.1|DMAU, LOC117136699|XP_033153608.1|DMAU, LOC117141442|XP_033160827.1|DMAU	LOC120432386|XP_039453515.1|CPIP, LOC120432365|XP_039453491.1|CPIP
OG0000123	LOC117136062|XP_033152602.1|DMAU, LOC117143860|XP_033164616.1|DMAU, LOC117143990|XP_033164824.1|DMAU, LOC117144271|XP_033165263.1|DMAU, LOC117144217|XP_033165162.1|DMAU	LOC120414202|XP_039431221.1|CPIP, LOC120425309|XP_039445711.1|CPIP
OG0000124	LOC117135459|XP_033151542.1|DMAU, LOC117137979|XP_033155643.1|DMAU, LOC117136693|XP_033153599.1|DMAU, LOC117137964|XP_033155626.1|DMAU	LOC120432594|XP_039453766.1|CPIP
OG0000125	LOC117143411|XP_033163996.1|DMAU	LOC120423344|XP_039443047.1|CPIP
OG0000125	LOC117143914|XP_033164718.1|DMAU	LOC120424516|XP_039444604.1|CPIP
OG0000125	LOC117138013|XP_033155705.1|DMAU, LOC117138014|XP_033155706.1|DMAU	LOC120423353|XP_039443062.1|CPIP
OG0000126	LOC117143345|XP_033163901.1|DMAU, LOC117143550|XP_033164184.1|DMAU	LOC120415876|XP_039433448.1|CPIP, LOC120415877|XP_039433449.1|CPIP, LOC120429787|XP_039450781.1|CPIP, LOC120412720|XP_039429241.1|CPIP
OG0000127	LOC117145521|XP_033167104.1|DMAU, LOC117144375|XP_033165393.1|DMAU, LOC117145520|XP_033167103.1|DMAU, LOC117143556|XP_033164189.1|DMAU	LOC120415380|XP_039432838.1|CPIP
OG0000128	LOC117137914|XP_033155550.1|DMAU, LOC117135481|XP_033151591.1|DMAU, LOC117145151|XP_033166582.1|DMAU	LOC120422626|XP_039442054.1|CPIP
OG0000129	LOC117148507|XP_033171802.1|DMAU, LOC117141699|XP_033161197.1|DMAU, LOC117150016|XP_033172785.1|DMAU, LOC117148506|XP_033171801.1|DMAU	LOC120414363|XP_039431459.1|CPIP
OG0000131	LOC117144921|XP_033166261.1|DMAU	LOC120421833|XP_039441048.1|CPIP
OG0000132	LOC117150677|XP_033173574.1|DMAU, LOC117150678|XP_033173575.1|DMAU, LOC117143533|XP_033164156.1|DMAU	LOC120429178|XP_039450325.1|CPIP, LOC120413573|XP_039430393.1|CPIP, LOC120423930|XP_039443846.1|CPIP, LOC120423949|XP_039443868.1|CPIP
OG0000134	LOC117142577|XP_033162536.1|DMAU	LOC120419432|XP_039438078.1|CPIP
OG0000137	LOC117142436|XP_033162288.1|DMAU	LOC120418758|XP_039437164.1|CPIP
OG0000137	LOC117141313|XP_033160590.1|DMAU	LOC120413389|XP_039430119.1|CPIP, LOC120418020|XP_039436197.1|CPIP
OG0000137	LOC117148624|XP_033172007.1|DMAU	LOC120423772|XP_039443625.1|CPIP
OG0000139	LOC117140744|XP_033159717.1|DMAU, LOC117142565|XP_033162549.1|DMAU, LOC117140560|XP_033159448.1|DMAU, LOC117142022|XP_033161815.1|DMAU, LOC117141962|XP_033161686.1|DMAU	LOC120416811|XP_039434620.1|CPIP
OG0000140	LOC117143412|XP_033163998.1|DMAU	LOC120428692|XP_039449698.1|CPIP, LOC120428177|XP_039449092.1|CPIP, LOC120428415|XP_039449365.1|CPIP, LOC120428612|XP_039449580.1|CPIP, LOC120419315|XP_039437920.1|CPIP, LOC120422117|XP_039441420.1|CPIP, LOC120424472|XP_039444544.1|CPIP, LOC120425058|XP_039445365.1|CPIP, LOC120425057|XP_039445364.1|CPIP, LOC120425056|XP_039445362.1|CPIP, LOC120425070|XP_039445380.1|CPIP
OG0000141	LOC117141456|XP_033160801.1|DMAU, LOC117142087|XP_033161860.1|DMAU, LOC117142084|XP_033161856.1|DMAU, LOC117142085|XP_033161857.1|DMAU	LOC120421894|XP_039441123.1|CPIP
OG0000142	LOC117144738|XP_033165981.1|DMAU	LOC120425952|XP_039446526.1|CPIP
OG0000142	LOC117141681|XP_033161169.1|DMAU	LOC120415036|XP_039432338.1|CPIP
OG0000142	LOC117147848|XP_033170815.1|DMAU	LOC120418059|XP_039436247.1|CPIP, LOC120419876|XP_039438671.1|CPIP
OG0000143	LOC117139731|XP_033158159.1|DMAU	LOC120418513|XP_039436884.1|CPIP
OG0000143	LOC117139733|XP_033158162.1|DMAU	LOC120426869|XP_039447607.1|CPIP, LOC120426880|XP_039447616.1|CPIP, LOC120415275|XP_039432682.1|CPIP, LOC120415068|XP_039432401.1|CPIP, LOC120422209|XP_039441530.1|CPIP, LOC120421102|XP_039440186.1|CPIP, LOC120421998|XP_039441246.1|CPIP, LOC120421075|XP_039440158.1|CPIP
OG0000144	LOC117144371|XP_033165386.1|DMAU	LOC120426607|XP_039447334.1|CPIP
OG0000144	LOC117147010|XP_033169584.1|DMAU	LOC120421600|XP_039440761.1|CPIP
OG0000144	LOC117135856|XP_033152266.1|DMAU	LOC120430358|XP_039451394.1|CPIP, LOC120430767|XP_039451811.1|CPIP
OG0000145	LOC117147647|XP_033170509.1|DMAU, LOC117150257|XP_033172947.1|DMAU, LOC117135678|XP_033151971.1|DMAU, LOC117135670|XP_033151960.1|DMAU	LOC120427052|XP_039447817.1|CPIP, LOC120427063|XP_039447836.1|CPIP, LOC120427054|XP_039447818.1|CPIP
OG0000147	LOC117151092|XP_033174231.1|DMAU	LOC120428306|XP_039449243.1|CPIP
OG0000147	LOC117143658|XP_033164330.1|DMAU, LOC117143659|XP_033164331.1|DMAU	LOC120422585|XP_039442007.1|CPIP, LOC120422553|XP_039441962.1|CPIP
OG0000148	LOC117139177|XP_033157236.1|DMAU	LOC120416624|XP_039434363.1|CPIP, LOC120416616|XP_039434347.1|CPIP
OG0000148	LOC117150291|XP_033173002.1|DMAU	LOC120415212|XP_039432602.1|CPIP
OG0000149	LOC117135137|XP_033151085.1|DMAU, LOC117146834|XP_033169279.1|DMAU	LOC120421800|XP_039441012.1|CPIP, LOC120421801|XP_039441013.1|CPIP, LOC120429303|XP_039450464.1|CPIP, LOC120419117|XP_039437646.1|CPIP, LOC120419086|XP_039437605.1|CPIP, LOC120429297|XP_039450460.1|CPIP, LOC120429300|XP_039450462.1|CPIP, LOC120429299|XP_039450461.1|CPIP, LOC120419092|XP_039437613.1|CPIP, LOC120419091|XP_039437612.1|CPIP, LOC120417152|XP_039435070.1|CPIP, LOC120415888|XP_039433463.1|CPIP, LOC120415961|XP_039433538.1|CPIP, LOC120417162|XP_039435077.1|CPIP, LOC120415958|XP_039433534.1|CPIP, LOC120417161|XP_039435076.1|CPIP
OG0000152	LOC117144421|XP_033165454.1|DMAU, LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU, LOC117143305|XP_033163805.1|DMAU	LOC120418953|XP_039437425.1|CPIP
OG0000153	LOC117145368|XP_033166882.1|DMAU, LOC117143459|XP_033164062.1|DMAU, LOC117145283|XP_033166764.1|DMAU	LOC120423729|XP_039443572.1|CPIP, LOC120423703|XP_039443543.1|CPIP, LOC120423687|XP_039443517.1|CPIP, LOC120423696|XP_039443530.1|CPIP, LOC120423677|XP_039443507.1|CPIP
OG0000154	LOC117144747|XP_033165993.1|DMAU, LOC117144748|XP_033165994.1|DMAU, LOC117142020|XP_033161776.1|DMAU	LOC120432363|XP_039453490.1|CPIP, LOC120432399|XP_039453529.1|CPIP, LOC120432395|XP_039453526.1|CPIP
OG0000155	LOC117140364|XP_033159110.1|DMAU, LOC117139054|XP_033157055.1|DMAU, LOC117139051|XP_033157046.1|DMAU	LOC120429351|XP_039450478.1|CPIP, LOC120429288|XP_039450453.1|CPIP, LOC120429304|XP_039450466.1|CPIP, LOC120429335|XP_039450477.1|CPIP
OG0000157	LOC117137965|XP_033155627.1|DMAU, LOC117136533|XP_033153373.1|DMAU, LOC117136385|XP_033153168.1|DMAU	LOC120431753|XP_039452809.1|CPIP, LOC120431754|XP_039452810.1|CPIP, LOC120427391|XP_039448174.1|CPIP, LOC120427392|XP_039448175.1|CPIP, LOC120431755|XP_039452811.1|CPIP
OG0000158	LOC117136683|XP_033153585.1|DMAU, LOC117141776|XP_033161299.1|DMAU, LOC117142032|XP_033161788.1|DMAU	LOC120421218|XP_039440354.1|CPIP, LOC120421229|XP_039440362.1|CPIP, LOC120421222|XP_039440357.1|CPIP, LOC120421217|XP_039440353.1|CPIP, LOC120420298|XP_039439233.1|CPIP
OG0000159	LOC117140892|XP_033159937.1|DMAU	LOC120426870|XP_039447608.1|CPIP, LOC120426857|XP_039447594.1|CPIP
OG0000159	LOC117140023|XP_033158644.1|DMAU, LOC117140741|XP_033159708.1|DMAU	LOC120427346|XP_039448136.1|CPIP, LOC120426856|XP_039447592.1|CPIP
OG0000160	LOC117144745|XP_033165989.1|DMAU, LOC117145350|XP_033166857.1|DMAU	LOC120414356|XP_039431452.1|CPIP, LOC120414349|XP_039431440.1|CPIP, LOC120423419|XP_039443156.1|CPIP, LOC120425039|XP_039445343.1|CPIP
OG0000162	LOC117141661|XP_033161142.1|DMAU, LOC117140399|XP_033159160.1|DMAU, LOC117150897|XP_033173929.1|DMAU, LOC117137456|XP_033154794.1|DMAU	LOC120415578|XP_039433095.1|CPIP, LOC120415543|XP_039433044.1|CPIP
OG0000163	LOC117139035|XP_033157027.1|DMAU, LOC117148456|XP_033171722.1|DMAU, LOC117148012|XP_033171064.1|DMAU	LOC120420834|XP_039439890.1|CPIP, LOC120430635|XP_039451664.1|CPIP, LOC120426085|XP_039446729.1|CPIP, LOC120426198|XP_039446839.1|CPIP, LOC120426197|XP_039446838.1|CPIP, LOC120425227|XP_039445594.1|CPIP, LOC120425228|XP_039445595.1|CPIP
OG0000165	LOC117147767|XP_033170691.1|DMAU, LOC117147766|XP_033170686.1|DMAU, LOC117146706|XP_033169010.1|DMAU, LOC117147765|XP_033170682.1|DMAU, LOC117147082|XP_033169736.1|DMAU, LOC117140115|XP_033158770.1|DMAU, LOC117138953|XP_033156885.1|DMAU	LOC120432214|XP_039453308.1|CPIP
OG0000166	LOC117136305|XP_033153043.1|DMAU	LOC120421911|XP_039441147.1|CPIP
OG0000166	LOC117137310|XP_033154581.1|DMAU, LOC117136685|XP_033153587.1|DMAU	LOC120421910|XP_039441146.1|CPIP, LOC120421920|XP_039441154.1|CPIP, LOC120429810|XP_039450794.1|CPIP, LOC120429811|XP_039450795.1|CPIP
OG0000169	LOC117142349|XP_033162159.1|DMAU	LOC120422343|XP_039441670.1|CPIP, LOC120422344|XP_039441671.1|CPIP
OG0000169	LOC117141898|XP_033161490.1|DMAU, LOC117142983|XP_033163225.1|DMAU	LOC120422340|XP_039441668.1|CPIP
OG0000170	LOC117146709|XP_033169019.1|DMAU, LOC117146702|XP_033169006.1|DMAU	LOC120420663|XP_039439696.1|CPIP, LOC120419668|XP_039438366.1|CPIP, LOC120421939|XP_039441181.1|CPIP, LOC120421941|XP_039441183.1|CPIP
OG0000171	LOC117147038|XP_033169654.1|DMAU	LOC120420966|XP_039440032.1|CPIP
OG0000171	LOC117147242|XP_033169948.1|DMAU	LOC120431005|XP_039452098.1|CPIP
OG0000172	LOC117139230|XP_033157322.1|DMAU	LOC120428396|XP_039449341.1|CPIP
OG0000173	LOC117136023|XP_033152531.1|DMAU, LOC117136015|XP_033152523.1|DMAU	LOC120423136|XP_039442749.1|CPIP, LOC120423124|XP_039442737.1|CPIP
OG0000174	LOC117136745|XP_033153667.1|DMAU, LOC117150423|XP_033173188.1|DMAU, LOC117136345|XP_033153099.1|DMAU	LOC120419058|XP_039437565.1|CPIP, LOC120419067|XP_039437579.1|CPIP, LOC120419032|XP_039437525.1|CPIP
OG0000175	LOC117142787|XP_033162870.1|DMAU	LOC120424126|XP_039444103.1|CPIP
OG0000175	LOC117144302|XP_033165302.1|DMAU, LOC117144304|XP_033165306.1|DMAU	LOC120423445|XP_039443196.1|CPIP, LOC120423450|XP_039443204.1|CPIP
OG0000177	LOC117147008|XP_033169581.1|DMAU	LOC120425631|XP_039446148.1|CPIP
OG0000177	LOC117142664|XP_033162687.1|DMAU	LOC120428667|XP_039449649.1|CPIP
OG0000178	LOC117146490|XP_033168620.1|DMAU	LOC120420001|XP_039438828.1|CPIP
OG0000179	LOC117137126|XP_033154315.1|DMAU, LOC117137524|XP_033154903.1|DMAU	LOC120428603|XP_039449560.1|CPIP, LOC120428602|XP_039449559.1|CPIP, LOC120428601|XP_039449558.1|CPIP, LOC120422930|XP_039442442.1|CPIP
OG0000179	LOC117150204|XP_033172886.1|DMAU	LOC120422941|XP_039442456.1|CPIP
OG0000181	LOC117143937|XP_033164745.1|DMAU, LOC117143612|XP_033164257.1|DMAU	LOC120417331|XP_039435251.1|CPIP, LOC120419696|XP_039438417.1|CPIP, LOC120419694|XP_039438416.1|CPIP, LOC120419693|XP_039438415.1|CPIP
OG0000182	LOC117144452|XP_033165499.1|DMAU	LOC120416502|XP_039434153.1|CPIP
OG0000182	LOC117144451|XP_033165498.1|DMAU, LOC117144708|XP_033165939.1|DMAU	LOC120422607|XP_039442031.1|CPIP
OG0000183	LOC117146471|XP_033168598.1|DMAU, LOC117146037|XP_033167859.1|DMAU, LOC117140274|XP_033158992.1|DMAU, LOC117139576|XP_033157874.1|DMAU	LOC120413491|XP_039430281.1|CPIP
OG0000184	LOC117140490|XP_033159344.1|DMAU, LOC117140485|XP_033159331.1|DMAU	LOC120427957|XP_039448845.1|CPIP, LOC120427965|XP_039448854.1|CPIP, LOC120427966|XP_039448855.1|CPIP, LOC120416862|XP_039434693.1|CPIP, LOC120416861|XP_039434691.1|CPIP
OG0000185	LOC117150992|XP_033174087.1|DMAU, LOC117138280|XP_033156140.1|DMAU, LOC117145545|XP_033167130.1|DMAU, LOC117138279|XP_033156139.1|DMAU	LOC120414876|XP_039432133.1|CPIP
OG0000186	LOC117146913|XP_033169429.1|DMAU, LOC117147989|XP_033171030.1|DMAU	LOC120425279|XP_039445664.1|CPIP
OG0000188	LOC117145664|XP_033167286.1|DMAU, LOC117147369|XP_033170125.1|DMAU, LOC117148477|XP_033171743.1|DMAU	LOC120414292|XP_039431393.1|CPIP, LOC120412485|XP_039428915.1|CPIP
OG0000189	LOC117139329|XP_033157470.1|DMAU	LOC120420553|XP_039439557.1|CPIP, LOC120431379|XP_039452446.1|CPIP
OG0000189	LOC117148689|XP_033172118.1|DMAU	LOC120414346|XP_039431435.1|CPIP
OG0000190	LOC117136997|XP_033154066.1|DMAU	LOC120431901|XP_039452967.1|CPIP
OG0000190	LOC117147745|XP_033170638.1|DMAU	LOC120422439|XP_039441807.1|CPIP
OG0000191	LOC117137066|XP_033154173.1|DMAU, LOC117137071|XP_033154191.1|DMAU	LOC120413860|XP_039430755.1|CPIP, LOC120413849|XP_039430739.1|CPIP
OG0000192	LOC117146048|XP_033167879.1|DMAU, LOC117141944|XP_033161588.1|DMAU, LOC117140064|XP_033158701.1|DMAU	LOC120428211|XP_039449122.1|CPIP, LOC120428210|XP_039449120.1|CPIP
OG0000193	LOC117150527|XP_033173342.1|DMAU, LOC117150339|XP_033173078.1|DMAU, LOC117140153|XP_033158817.1|DMAU	LOC120416368|XP_039434037.1|CPIP, LOC120422237|XP_039441561.1|CPIP, LOC120431659|XP_039452698.1|CPIP
OG0000195	LOC117137417|XP_033154737.1|DMAU	LOC120422322|XP_039441648.1|CPIP
OG0000195	LOC117148597|XP_033171966.1|DMAU, LOC117137853|XP_033155454.1|DMAU	LOC120424550|XP_039444650.1|CPIP
OG0000196	LOC117149121|XP_033172638.1|DMAU, LOC117150441|XP_033173217.1|DMAU	LOC120412488|XP_039428916.1|CPIP
OG0000196	LOC117144032|XP_033164889.1|DMAU	LOC120412489|XP_039428918.1|CPIP
OG0000197	LOC117146387|XP_033168451.1|DMAU	LOC120425939|XP_039446504.1|CPIP
OG0000197	LOC117146393|XP_033168458.1|DMAU	LOC120425935|XP_039446496.1|CPIP, LOC120425663|XP_039446178.1|CPIP
OG0000197	LOC117146385|XP_033168447.1|DMAU	LOC120425664|XP_039446183.1|CPIP
OG0000200	LOC117145820|XP_033167513.1|DMAU, LOC117145823|XP_033167515.1|DMAU, LOC117145819|XP_033167512.1|DMAU, LOC117145821|XP_033167514.1|DMAU	LOC120432531|XP_039453692.1|CPIP
OG0000201	LOC117143444|XP_033164043.1|DMAU, LOC117144712|XP_033165943.1|DMAU	LOC120429145|XP_039450277.1|CPIP, LOC120431974|XP_039453046.1|CPIP, LOC120428824|XP_039449865.1|CPIP, LOC120428826|XP_039449867.1|CPIP, LOC120428823|XP_039449864.1|CPIP, LOC120428822|XP_039449863.1|CPIP, LOC120431975|XP_039453048.1|CPIP, LOC120413140|XP_039429781.1|CPIP
OG0000202	LOC117144721|XP_033165952.1|DMAU	LOC120414329|XP_039431403.1|CPIP
OG0000203	LOC117138105|XP_033155855.1|DMAU, LOC117137441|XP_033154768.1|DMAU, LOC117137427|XP_033154748.1|DMAU	LOC120427917|XP_039448789.1|CPIP
OG0000205	LOC117145870|XP_033167583.1|DMAU, LOC117143509|XP_033164122.1|DMAU	LOC120416995|XP_039434868.1|CPIP, LOC120416164|XP_039433779.1|CPIP, LOC120416145|XP_039433756.1|CPIP, LOC120420158|XP_039439058.1|CPIP, LOC120419369|XP_039437972.1|CPIP, LOC120421438|XP_039440579.1|CPIP, LOC120423935|XP_039443853.1|CPIP, LOC120416166|XP_039433780.1|CPIP
OG0000206	LOC117137672|XP_033155122.1|DMAU	LOC120417260|XP_039435150.1|CPIP
OG0000206	LOC117137013|XP_033154094.1|DMAU	LOC120417248|XP_039435140.1|CPIP
OG0000207	LOC117139821|XP_033158344.1|DMAU	LOC120428922|XP_039449997.1|CPIP, LOC120428923|XP_039449998.1|CPIP, LOC120431321|XP_039452389.1|CPIP, LOC120428927|XP_039450002.1|CPIP, LOC120427684|XP_039448503.1|CPIP
OG0000210	LOC117148567|XP_033171915.1|DMAU	LOC120419272|XP_039437866.1|CPIP, LOC120419258|XP_039437847.1|CPIP, LOC120419290|XP_039437890.1|CPIP, LOC120419287|XP_039437888.1|CPIP
OG0000211	LOC117145473|XP_033167038.1|DMAU	LOC120423846|XP_039443727.1|CPIP
OG0000212	LOC117140856|XP_033159879.1|DMAU, LOC117138969|XP_033156909.1|DMAU, LOC117149255|XP_033172652.1|DMAU	LOC120430516|XP_039451550.1|CPIP
OG0000213	LOC117139533|XP_033157797.1|DMAU, LOC117136320|XP_033153061.1|DMAU	LOC120417134|XP_039435048.1|CPIP, LOC120417135|XP_039435049.1|CPIP, LOC120417136|XP_039435050.1|CPIP, LOC120417137|XP_039435051.1|CPIP, LOC120417140|XP_039435053.1|CPIP, LOC120417138|XP_039435052.1|CPIP, LOC120415938|XP_039433516.1|CPIP, LOC120417142|XP_039435055.1|CPIP
OG0000214	LOC117147341|XP_033170091.1|DMAU, LOC117138656|XP_033156780.1|DMAU, LOC117143314|XP_033163848.1|DMAU	LOC120423256|XP_039442910.1|CPIP
OG0000215	LOC117142080|XP_033161853.1|DMAU, LOC117141365|XP_033160663.1|DMAU, LOC117142079|XP_033161851.1|DMAU	LOC120423731|XP_039443571.1|CPIP, LOC120423730|XP_039443570.1|CPIP, LOC120423739|XP_039443584.1|CPIP
OG0000216	LOC117141029|XP_033160201.1|DMAU, LOC117147507|XP_033170307.1|DMAU	LOC120420802|XP_039439858.1|CPIP
OG0000217	LOC117147768|XP_033170693.1|DMAU	LOC120428308|XP_039449241.1|CPIP
OG0000217	LOC117148438|XP_033171701.1|DMAU	LOC120424465|XP_039444531.1|CPIP
OG0000220	LOC117141301|XP_033160572.1|DMAU, LOC117141150|XP_033160379.1|DMAU, LOC117140761|XP_033159733.1|DMAU	LOC120416584|XP_039434254.1|CPIP, LOC120416577|XP_039434247.1|CPIP
OG0000221	LOC117135692|XP_033151986.1|DMAU, LOC117145293|XP_033166775.1|DMAU, LOC117135691|XP_033151984.1|DMAU	LOC120423140|XP_039442757.1|CPIP, LOC120430848|XP_039451908.1|CPIP, LOC120414118|XP_039431079.1|CPIP
OG0000222	LOC117135617|XP_033151873.1|DMAU	LOC120415515|XP_039433006.1|CPIP
