Orthogroup	DMAU.longest_only	DVIR.longest_only
OG0000055	LOC117143478|XP_033164083.1|DMAU	LOC6632627|XP_002056104.1|DVIR, LOC6632628|XP_002056105.1|DVIR, LOC6632630|XP_002056107.2|DVIR, LOC6632629|XP_002056106.2|DVIR
OG0000056	LOC117145913|XP_033167658.1|DMAU	LOC6630824|XP_002054731.1|DVIR
OG0000056	LOC117145912|XP_033167657.1|DMAU, LOC117144981|XP_033166341.1|DMAU, LOC117145911|XP_033167656.1|DMAU	LOC26531774|XP_032295287.1|DVIR, LOC6630956|XP_002054733.1|DVIR
OG0000056	LOC117144813|XP_033166080.1|DMAU	LOC6627508|XP_002052791.1|DVIR
OG0000057	LOC117135677|XP_033151968.1|DMAU	LOC116651248|XP_032293116.1|DVIR
OG0000058	LOC117135854|XP_033152264.1|DMAU, LOC117146035|XP_033167861.1|DMAU, LOC117138585|XP_033156655.1|DMAU	LOC6628288|XP_002051345.2|DVIR, LOC6628289|XP_032293797.1|DVIR, LOC6637243|XP_002060538.2|DVIR
OG0000058	LOC117141672|XP_033161161.1|DMAU	LOC6628292|XP_002051349.1|DVIR, LOC6628291|XP_002051348.1|DVIR, LOC6628290|XP_002051347.1|DVIR
OG0000058	LOC117147163|XP_033169841.1|DMAU	LOC6633609|XP_002056917.1|DVIR
OG0000059	LOC117144061|XP_033164961.1|DMAU	LOC6635045|XP_002058688.1|DVIR
OG0000059	LOC117144560|XP_033165696.1|DMAU, LOC117144394|XP_033165420.1|DMAU	LOC6635047|XP_002058690.1|DVIR
OG0000059	LOC117143436|XP_033164033.1|DMAU	LOC6635046|XP_032295222.1|DVIR
OG0000059	LOC117143722|XP_033164415.1|DMAU	LOC6635049|XP_002058692.2|DVIR, LOC6635050|XP_002058693.1|DVIR, LOC6634861|XP_002058696.1|DVIR
OG0000060	LOC117148535|XP_033171846.1|DMAU	LOC6634791|XP_002058127.1|DVIR
OG0000060	LOC117141177|XP_033160409.1|DMAU	LOC6625933|XP_002048901.1|DVIR
OG0000060	LOC117144989|XP_033166351.1|DMAU	LOC6633049|XP_032289802.1|DVIR
OG0000060	LOC117142997|XP_033163243.1|DMAU	LOC6632878|XP_032289764.1|DVIR
OG0000060	LOC117147337|XP_033170084.1|DMAU	LOC6633466|XP_002057057.1|DVIR
OG0000060	LOC117150499|XP_033173294.1|DMAU	LOC6628994|XP_002052097.1|DVIR
OG0000061	LOC117144713|XP_033165946.1|DMAU	LOC6628610|XP_002052171.1|DVIR
OG0000061	LOC117147510|XP_033170317.1|DMAU	LOC6628552|XP_002052178.1|DVIR, LOC6628553|XP_002052179.2|DVIR
OG0000061	LOC117146062|XP_033167897.1|DMAU	LOC6628612|XP_002052173.2|DVIR
OG0000061	LOC117148009|XP_033171063.1|DMAU	LOC6628611|XP_002052172.1|DVIR
OG0000062	LOC117147633|XP_033170492.1|DMAU	LOC6632062|XP_002055617.1|DVIR
OG0000063	LOC117142412|XP_033162254.1|DMAU, LOC117142413|XP_033162256.1|DMAU, LOC117142411|XP_033162253.1|DMAU	LOC6631225|XP_002053143.1|DVIR, LOC6631224|XP_002053142.2|DVIR
OG0000063	LOC117141841|XP_033161392.1|DMAU	LOC6623822|XP_002047823.1|DVIR
OG0000063	LOC117141839|XP_033161390.1|DMAU	LOC26531302|XP_015031723.1|DVIR
OG0000063	LOC117141837|XP_033161388.1|DMAU, LOC117141838|XP_033161389.1|DMAU	LOC6623725|XP_002047822.1|DVIR, LOC6623782|XP_015030590.1|DVIR
OG0000065	LOC117142873|XP_033163031.1|DMAU	LOC6629926|XP_002054327.2|DVIR
OG0000065	LOC117150964|XP_033174035.1|DMAU, LOC117142874|XP_033163032.1|DMAU, LOC117145328|XP_033166821.1|DMAU, LOC117142495|XP_033162416.1|DMAU	LOC26531282|XP_032295178.1|DVIR, LOC6629266|XP_002054683.1|DVIR, LOC6629265|XP_002054682.2|DVIR, LOC6630377|XP_002054352.2|DVIR, LOC6625225|XP_002050105.1|DVIR, LOC6624840|XP_032293153.1|DVIR, LOC6624839|XP_002049183.2|DVIR
OG0000066	LOC117144480|XP_033165551.1|DMAU, LOC117143752|XP_033164456.1|DMAU	LOC6622764|XP_032291360.1|DVIR, LOC6633501|XP_002056825.1|DVIR
OG0000066	LOC117143335|XP_033163890.1|DMAU	LOC6629133|XP_002051575.1|DVIR
OG0000066	LOC117143919|XP_033164725.1|DMAU	LOC6632483|XP_002056296.1|DVIR
OG0000066	LOC117146587|XP_033168799.1|DMAU	LOC6631952|XP_002055404.1|DVIR
OG0000066	LOC117135864|XP_033152284.1|DMAU	LOC6636077|XP_002059608.1|DVIR
OG0000067	LOC117143290|XP_033163776.1|DMAU	LOC6632379|XP_002056002.1|DVIR
OG0000067	LOC117141618|XP_033161029.1|DMAU	LOC6623824|XP_002047391.1|DVIR
OG0000067	LOC117137893|XP_033155518.1|DMAU	LOC116650975|XP_032292230.1|DVIR, LOC6636461|XP_002059820.1|DVIR
OG0000067	LOC117139071|XP_033157072.1|DMAU	LOC6623938|XP_002047390.1|DVIR
OG0000067	LOC117140079|XP_033158722.1|DMAU	LOC6623911|XP_002046867.1|DVIR
OG0000068	LOC117135414|XP_033151458.1|DMAU	LOC6626486|XP_015029513.1|DVIR
OG0000068	LOC117147929|XP_033170959.1|DMAU	LOC6631686|XP_032295536.1|DVIR
OG0000069	LOC117138693|XP_033156843.1|DMAU	LOC6627146|XP_002048958.2|DVIR
OG0000070	LOC117140982|XP_033160124.1|DMAU	LOC6628714|XP_002051332.1|DVIR
OG0000070	LOC117148893|XP_033172490.1|DMAU	LOC6631435|XP_002054957.2|DVIR
OG0000070	LOC117137413|XP_033154736.1|DMAU	LOC6628614|XP_002051334.1|DVIR
OG0000070	LOC117146922|XP_033169442.1|DMAU	LOC6628613|XP_002051333.1|DVIR
OG0000071	LOC117139106|XP_033157130.1|DMAU	LOC6623560|XP_002048623.2|DVIR
OG0000071	LOC117139290|XP_033157411.1|DMAU	LOC6622067|XP_002047717.2|DVIR
OG0000071	LOC117139289|XP_033157410.1|DMAU	LOC6622389|XP_032290781.1|DVIR
OG0000071	LOC117139278|XP_033157396.1|DMAU	LOC116650646|XP_032290782.1|DVIR
OG0000072	LOC117136935|XP_033153969.1|DMAU	LOC6635857|XP_002059479.1|DVIR
OG0000072	LOC117136352|XP_033153109.1|DMAU	LOC6627108|XP_002050848.2|DVIR
OG0000072	LOC117136936|XP_033153970.1|DMAU	LOC6627106|XP_002050846.1|DVIR
OG0000073	LOC117138354|XP_033156291.1|DMAU	LOC6625785|XP_002049583.1|DVIR
OG0000073	LOC117147893|XP_033170883.1|DMAU	LOC6634684|XP_032289237.1|DVIR
OG0000073	LOC117142466|XP_033162348.1|DMAU	LOC6635019|XP_015024910.1|DVIR
OG0000074	LOC117142069|XP_033161840.1|DMAU	LOC116650728|XP_032291099.1|DVIR, LOC6624120|XP_002046531.3|DVIR
OG0000074	LOC117139233|XP_033157330.1|DMAU	LOC6623893|XP_002046826.2|DVIR
OG0000075	LOC117141890|XP_033161477.1|DMAU	LOC6623483|XP_002048200.1|DVIR
OG0000075	LOC117139015|XP_033157000.1|DMAU	LOC6623521|XP_002048202.1|DVIR
OG0000075	LOC117139016|XP_033157001.1|DMAU	LOC6622654|XP_002048201.1|DVIR
OG0000075	LOC117141893|XP_033161485.1|DMAU	LOC6622714|XP_002048203.1|DVIR, LOC6622627|XP_002048199.1|DVIR
OG0000076	LOC117141100|XP_033160313.1|DMAU	LOC6636598|XP_015023834.1|DVIR
OG0000076	LOC117145344|XP_033166850.1|DMAU, LOC117143595|XP_033164232.1|DMAU	LOC6633207|XP_015026204.1|DVIR, LOC6633206|XP_032289829.1|DVIR
OG0000076	LOC117147320|XP_033170062.1|DMAU	LOC6632148|XP_002055757.3|DVIR
OG0000076	LOC117147206|XP_033169911.1|DMAU, LOC117148842|XP_033172387.1|DMAU, LOC117148840|XP_033172385.1|DMAU	LOC6631560|XP_002055437.1|DVIR
OG0000077	LOC117138525|XP_033156554.1|DMAU	LOC6627101|XP_002049944.1|DVIR
OG0000077	LOC117142441|XP_033162295.1|DMAU	LOC6629945|XP_002053003.1|DVIR
OG0000077	LOC117138466|XP_033156483.1|DMAU	LOC6624992|XP_002049450.1|DVIR
OG0000077	LOC117144652|XP_033165842.1|DMAU	LOC6631157|XP_002054511.2|DVIR
OG0000078	LOC117138008|XP_033155701.1|DMAU	LOC6625190|XP_002049123.3|DVIR, LOC26531397|XP_015030323.1|DVIR, LOC6625191|XP_002049124.2|DVIR
OG0000078	LOC117140111|XP_033158764.1|DMAU	LOC6622767|XP_002048006.1|DVIR
OG0000078	LOC117145393|XP_033166920.1|DMAU	LOC6632525|XP_002056424.2|DVIR
OG0000078	LOC117146596|XP_033168812.1|DMAU	LOC6632017|XP_002055232.3|DVIR
OG0000078	LOC117147316|XP_033170056.1|DMAU	LOC6631517|XP_002055314.1|DVIR
OG0000079	LOC117151011|XP_033174109.1|DMAU, LOC117151012|XP_033174110.1|DMAU	LOC116651562|XP_032294074.1|DVIR, LOC26531196|XP_015028898.1|DVIR, LOC6628024|XP_002052524.2|DVIR
OG0000079	LOC117151008|XP_033174106.1|DMAU	LOC6628022|XP_002052522.2|DVIR
OG0000079	LOC117151007|XP_033174105.1|DMAU	LOC6628021|XP_002052521.1|DVIR
OG0000080	LOC117137720|XP_033155183.1|DMAU, LOC117137725|XP_033155191.1|DMAU	LOC6635875|XP_002059348.1|DVIR
OG0000080	LOC117136966|XP_033154021.1|DMAU	LOC6625499|XP_002049016.1|DVIR
OG0000081	LOC117140435|XP_033159244.1|DMAU	LOC6622786|XP_002047047.2|DVIR
OG0000082	LOC117138620|XP_033156721.1|DMAU, LOC117135990|XP_033152496.1|DMAU	LOC6624944|XP_002050224.1|DVIR
OG0000082	LOC117142679|XP_033162708.1|DMAU	LOC6631012|XP_032295246.1|DVIR
OG0000082	LOC117143259|XP_033163721.1|DMAU	LOC6634864|XP_002058699.1|DVIR
OG0000083	LOC117145762|XP_033167461.1|DMAU, LOC117140536|XP_033159420.1|DMAU, LOC117146342|XP_033168371.1|DMAU, LOC117144457|XP_033165508.1|DMAU, LOC117144620|XP_033165809.1|DMAU	LOC6624533|XP_002047646.1|DVIR
OG0000083	LOC117145464|XP_033167065.1|DMAU	LOC6627816|XP_002051141.2|DVIR
OG0000084	LOC117136635|XP_033153517.1|DMAU	LOC6625031|XP_002050290.1|DVIR
OG0000084	LOC117137735|XP_033155207.1|DMAU	LOC6627277|XP_002050654.1|DVIR
OG0000085	LOC117136080|XP_033152640.1|DMAU	LOC6625945|XP_015029990.1|DVIR
OG0000086	LOC117136149|XP_033152757.1|DMAU, LOC117136148|XP_033152756.1|DMAU	LOC6625022|XP_002050781.1|DVIR, LOC6637034|XP_032292292.1|DVIR
OG0000087	LOC117147902|XP_033170903.1|DMAU	LOC6627342|XP_002052453.1|DVIR
OG0000087	LOC117147219|XP_033169927.1|DMAU	LOC6633896|XP_002057589.1|DVIR
OG0000087	LOC117140352|XP_033159099.1|DMAU	LOC6634233|XP_032293774.1|DVIR
OG0000088	LOC117137209|XP_033154454.1|DMAU	LOC6624854|XP_002049202.1|DVIR
OG0000088	LOC117144166|XP_033165097.1|DMAU	LOC6628498|XP_002051493.2|DVIR
OG0000088	LOC117140390|XP_033159148.1|DMAU	LOC6623155|XP_015030407.1|DVIR
OG0000088	LOC117135926|XP_033152385.1|DMAU	LOC26531309|XP_015031726.1|DVIR
OG0000088	LOC117140408|XP_033159171.1|DMAU	LOC6623099|XP_002048556.1|DVIR
OG0000089	LOC117142383|XP_033162216.1|DMAU	LOC6630704|XP_002054644.1|DVIR
OG0000089	LOC117143491|XP_033164095.1|DMAU	LOC6635266|XP_002058736.2|DVIR
OG0000089	LOC117141024|XP_033160189.1|DMAU	LOC6623346|XP_002047269.1|DVIR
OG0000090	LOC117137570|XP_033154966.1|DMAU	LOC6625113|XP_002049287.1|DVIR
OG0000090	LOC117137567|XP_033154963.1|DMAU	LOC6625413|XP_002049290.1|DVIR
OG0000090	LOC117140816|XP_033159812.1|DMAU	LOC6622878|XP_002046497.1|DVIR
OG0000090	LOC117140429|XP_033159236.1|DMAU	LOC6622829|XP_002047055.2|DVIR
OG0000091	LOC117145728|XP_033167368.1|DMAU	LOC6630750|XP_032294848.1|DVIR
OG0000091	LOC117150761|XP_033173689.1|DMAU	LOC6627714|XP_002051636.1|DVIR
OG0000091	LOC117146070|XP_033167902.1|DMAU	LOC6632846|XP_002056244.1|DVIR
OG0000091	LOC117145462|XP_033167023.1|DMAU	LOC6632847|XP_002056245.1|DVIR
OG0000092	LOC117143463|XP_033164065.1|DMAU	LOC6630632|XP_002053630.3|DVIR
OG0000092	LOC117145611|XP_033167217.1|DMAU	LOC6630635|XP_002053633.1|DVIR
OG0000092	LOC117143680|XP_033164356.1|DMAU, LOC117145639|XP_033167250.1|DMAU	LOC6630634|XP_002053632.1|DVIR
OG0000093	LOC117150555|XP_033173394.1|DMAU	LOC6627672|XP_002051948.1|DVIR
OG0000093	LOC117146845|XP_033169297.1|DMAU	LOC6631541|XP_002055065.2|DVIR
OG0000094	LOC117141136|XP_033160352.1|DMAU	LOC6623745|XP_002047834.1|DVIR
OG0000094	LOC117145630|XP_033167240.1|DMAU	LOC116651603|XP_032294227.1|DVIR, LOC6628121|XP_032296013.1|DVIR
OG0000096	LOC117135195|XP_033151161.1|DMAU	LOC6633088|XP_002056271.1|DVIR
OG0000096	LOC117138374|XP_033156337.1|DMAU	LOC6633047|XP_002056270.1|DVIR
OG0000096	LOC117143020|XP_033163289.1|DMAU	LOC6633089|XP_002056272.1|DVIR
OG0000096	LOC117140669|XP_033159611.1|DMAU	LOC6628330|XP_002051202.1|DVIR
OG0000098	LOC117142871|XP_033163030.1|DMAU	LOC6632457|XP_002056303.1|DVIR, LOC6634916|XP_002058676.1|DVIR
OG0000099	LOC117148294|XP_033171506.1|DMAU	LOC6626032|XP_002049608.1|DVIR
OG0000099	LOC117148295|XP_033171507.1|DMAU	LOC6633367|XP_032296645.1|DVIR
OG0000099	LOC117148254|XP_033171448.1|DMAU	LOC6633490|XP_015025434.1|DVIR
OG0000100	LOC117136517|XP_033153352.1|DMAU	LOC26530999|XP_015030268.1|DVIR
OG0000100	LOC117144118|XP_033165029.1|DMAU	LOC6632993|XP_015025819.1|DVIR
OG0000100	LOC117143502|XP_033164114.1|DMAU	LOC6629837|XP_002054537.2|DVIR, LOC6630168|XP_002054788.2|DVIR
OG0000100	LOC117143503|XP_033164115.1|DMAU	LOC6630166|XP_015026846.1|DVIR
OG0000101	LOC117139588|XP_033157894.1|DMAU	LOC6622499|XP_032291169.1|DVIR
OG0000101	LOC117139587|XP_033157892.1|DMAU	LOC6622530|XP_015030654.1|DVIR
OG0000101	LOC117139591|XP_033157897.1|DMAU	LOC26531878|XP_032290505.1|DVIR
OG0000102	LOC117136562|XP_033153409.1|DMAU	LOC6626051|XP_002050456.1|DVIR
OG0000102	LOC117136840|XP_033153811.1|DMAU	LOC6627172|XP_002048695.1|DVIR
OG0000103	LOC117139741|XP_033158189.1|DMAU, LOC117140271|XP_033158987.1|DMAU	LOC6623591|XP_002046807.1|DVIR, LOC6623698|XP_002046808.1|DVIR
OG0000103	LOC117140269|XP_033158986.1|DMAU	LOC6623703|XP_002046809.1|DVIR
OG0000103	LOC117136710|XP_033153622.1|DMAU	LOC6636437|XP_032291286.1|DVIR, LOC116649737|XP_032291663.1|DVIR
OG0000104	LOC117139673|XP_033158041.1|DMAU	LOC6623499|XP_002046233.3|DVIR
OG0000104	LOC117140901|XP_033159956.1|DMAU	LOC6634072|XP_002057874.1|DVIR
OG0000104	LOC117139491|XP_033157704.1|DMAU, LOC117139490|XP_033157702.1|DMAU	LOC6623916|XP_002046238.1|DVIR
OG0000105	LOC117145209|XP_033166665.1|DMAU, LOC117140646|XP_033159577.1|DMAU	LOC6634229|XP_002057740.1|DVIR
OG0000105	LOC117143467|XP_033164071.1|DMAU	LOC6631244|XP_002053645.1|DVIR
OG0000107	LOC117138009|XP_033155703.1|DMAU, LOC117150529|XP_033173344.1|DMAU, LOC117150916|XP_033173959.1|DMAU, LOC117151094|XP_033174233.1|DMAU, LOC117136823|XP_033153786.1|DMAU, LOC117136822|XP_033153785.1|DMAU	LOC6626882|XP_002049719.3|DVIR, LOC6624939|XP_002049038.3|DVIR, LOC6624938|XP_032293158.1|DVIR, LOC26530451|XP_015030202.1|DVIR
OG0000109	LOC117150480|XP_033173269.1|DMAU, LOC117150327|XP_033173057.1|DMAU, LOC117150326|XP_033173056.1|DMAU	LOC6628484|XP_002052031.2|DVIR
OG0000109	LOC117150298|XP_033173011.1|DMAU	LOC6628433|XP_032294226.1|DVIR
OG0000110	LOC117141555|XP_033160952.1|DMAU	LOC6622405|XP_002046654.1|DVIR
OG0000110	LOC117141556|XP_033160954.1|DMAU	LOC6622336|XP_032291383.1|DVIR, LOC6622410|XP_002046655.1|DVIR
OG0000110	LOC117140295|XP_033159023.1|DMAU	LOC6622454|XP_002046656.2|DVIR
OG0000110	LOC117139048|XP_033157042.1|DMAU	LOC6622494|XP_002046657.1|DVIR
OG0000111	LOC117137612|XP_033155029.1|DMAU	LOC6625186|XP_002049119.1|DVIR
OG0000111	LOC117137549|XP_033154938.1|DMAU, LOC117136205|XP_033152849.1|DMAU	LOC6624898|XP_002049116.1|DVIR, LOC6624897|XP_002049115.1|DVIR
OG0000112	LOC117147934|XP_033170970.1|DMAU, LOC117147426|XP_033170197.1|DMAU	LOC6631730|XP_002055577.1|DVIR
OG0000112	LOC117147670|XP_033170537.1|DMAU, LOC117147441|XP_033170213.1|DMAU	LOC6631731|XP_002055578.1|DVIR, LOC6632015|XP_002055230.1|DVIR, LOC6632116|XP_002055254.1|DVIR
OG0000113	LOC117137340|XP_033154626.1|DMAU	LOC6622156|XP_002048476.2|DVIR
OG0000113	LOC117144993|XP_033166357.1|DMAU	LOC6631790|XP_002055369.2|DVIR, LOC6633853|XP_002057376.2|DVIR
OG0000114	LOC117150884|XP_033173909.1|DMAU, LOC117150882|XP_033173907.1|DMAU, LOC117150883|XP_033173908.1|DMAU	LOC6627890|XP_002052296.1|DVIR
OG0000114	LOC117150879|XP_033173904.1|DMAU	LOC6627889|XP_002052295.1|DVIR
OG0000114	LOC117150881|XP_033173906.1|DMAU	LOC6627888|XP_002052294.1|DVIR
OG0000116	LOC117145509|XP_033167088.1|DMAU	LOC6630742|XP_002053203.1|DVIR
OG0000116	LOC117145322|XP_033166809.1|DMAU	LOC6630740|XP_002053201.1|DVIR
OG0000116	LOC117143546|XP_033164176.1|DMAU	LOC6630741|XP_002053202.1|DVIR
OG0000117	LOC117140287|XP_033159016.1|DMAU	LOC6633971|XP_002057479.1|DVIR
OG0000117	LOC117140343|XP_033159086.1|DMAU	LOC6633970|XP_002057478.1|DVIR
OG0000117	LOC117140312|XP_033159052.1|DMAU	LOC6633968|XP_002057476.1|DVIR, LOC6633969|XP_002057477.1|DVIR
OG0000118	LOC117135603|XP_033151847.1|DMAU	LOC6627951|XP_002051424.1|DVIR
OG0000119	LOC117144044|XP_033164905.1|DMAU	LOC6632723|XP_002056046.1|DVIR
OG0000119	LOC117144043|XP_033164903.1|DMAU	LOC6632724|XP_002056047.1|DVIR
OG0000120	LOC117135556|XP_033151747.1|DMAU	LOC6625102|XP_002050121.1|DVIR
OG0000120	LOC117140123|XP_033158778.1|DMAU	LOC6622041|XP_002046464.1|DVIR
OG0000121	LOC117147561|XP_033170393.1|DMAU	LOC6632053|XP_002055250.1|DVIR
OG0000121	LOC117142505|XP_033162432.1|DMAU	LOC6630360|XP_002054040.1|DVIR
OG0000121	LOC117142503|XP_033162430.1|DMAU, LOC117142506|XP_033162433.1|DMAU	LOC6630940|XP_032295844.1|DVIR
OG0000122	LOC117150526|XP_033173341.1|DMAU	LOC6628202|XP_002052211.2|DVIR
OG0000122	LOC117147492|XP_033170284.1|DMAU	LOC6635441|XP_002058981.1|DVIR
OG0000122	LOC117136699|XP_033153608.1|DMAU	LOC116651034|XP_032292531.1|DVIR, LOC6636460|XP_002059819.1|DVIR
OG0000122	LOC117141442|XP_033160827.1|DMAU	LOC6629169|XP_002051908.1|DVIR
OG0000123	LOC117136062|XP_033152602.1|DMAU	LOC6626378|XP_002050355.1|DVIR
OG0000123	LOC117144217|XP_033165162.1|DMAU	LOC6633191|XP_032289496.1|DVIR
OG0000124	LOC117135459|XP_033151542.1|DMAU, LOC117137979|XP_033155643.1|DMAU	LOC116649740|XP_015028914.1|DVIR, LOC26531268|XP_015028913.1|DVIR, LOC26531789|XP_015028987.1|DVIR, LOC26531912|XP_015027957.1|DVIR, LOC6630342|XP_002054591.2|DVIR
OG0000124	LOC117136693|XP_033153599.1|DMAU, LOC117137964|XP_033155626.1|DMAU	LOC6625762|XP_002049873.1|DVIR
OG0000125	LOC117143411|XP_033163996.1|DMAU	LOC6630876|XP_015026944.1|DVIR
OG0000125	LOC117143914|XP_033164718.1|DMAU	LOC6632605|XP_015026066.1|DVIR
OG0000125	LOC117138013|XP_033155705.1|DMAU	LOC6627104|XP_002050844.2|DVIR
OG0000126	LOC117143550|XP_033164184.1|DMAU	LOC6628583|XP_002051517.1|DVIR, LOC6628582|XP_032293597.1|DVIR
OG0000127	LOC117145521|XP_033167104.1|DMAU, LOC117144375|XP_033165393.1|DMAU	LOC6632494|XP_002056447.1|DVIR
OG0000127	LOC117145520|XP_033167103.1|DMAU	LOC6632493|XP_002056446.1|DVIR
OG0000127	LOC117143556|XP_033164189.1|DMAU	LOC6632492|XP_032289615.1|DVIR
OG0000128	LOC117137914|XP_033155550.1|DMAU	LOC6625639|XP_002050309.2|DVIR
OG0000128	LOC117135481|XP_033151591.1|DMAU	LOC6634932|XP_002058443.1|DVIR
OG0000128	LOC117145151|XP_033166582.1|DMAU	LOC6625638|XP_002050308.2|DVIR, LOC6625637|XP_015029249.1|DVIR
OG0000129	LOC117148507|XP_033171802.1|DMAU	LOC6633554|XP_002057251.1|DVIR
OG0000129	LOC117141699|XP_033161197.1|DMAU	LOC6623097|XP_002048662.1|DVIR
OG0000129	LOC117150016|XP_033172785.1|DMAU	LOC6623858|XP_002048663.1|DVIR
OG0000129	LOC117148506|XP_033171801.1|DMAU	LOC6633555|XP_002057252.1|DVIR
OG0000130	LOC117141215|XP_033160465.1|DMAU	LOC6623290|XP_002047305.2|DVIR
OG0000130	LOC117139553|XP_033157837.1|DMAU	LOC6623408|XP_002047299.1|DVIR
OG0000130	LOC117139598|XP_033157920.1|DMAU, LOC117139597|XP_033157919.1|DMAU	LOC6622176|XP_002047304.1|DVIR
OG0000131	LOC117144921|XP_033166261.1|DMAU	LOC6632894|XP_015026057.1|DVIR
OG0000132	LOC117150678|XP_033173575.1|DMAU	LOC6628376|XP_002052628.1|DVIR
OG0000132	LOC117143533|XP_033164156.1|DMAU	LOC6630679|XP_002054612.1|DVIR
OG0000134	LOC117142577|XP_033162536.1|DMAU	LOC6630471|XP_002054107.1|DVIR
OG0000134	LOC117147586|XP_033170423.1|DMAU	LOC6633468|XP_002057059.1|DVIR
OG0000134	LOC117136536|XP_033153379.1|DMAU	LOC6629234|XP_032294008.1|DVIR
OG0000136	LOC117146552|XP_033168740.1|DMAU	LOC6629430|XP_032295424.1|DVIR
OG0000137	LOC117142436|XP_033162288.1|DMAU	LOC6635174|XP_002058578.1|DVIR
OG0000137	LOC117141313|XP_033160590.1|DMAU	LOC6623869|XP_002046853.1|DVIR
OG0000138	LOC117142218|XP_033161946.1|DMAU	LOC6629259|XP_032295167.1|DVIR
OG0000138	LOC117144842|XP_033166129.1|DMAU	LOC6629610|XP_002054675.3|DVIR
OG0000138	LOC117144893|XP_033166207.1|DMAU	LOC6629608|XP_002054673.2|DVIR
OG0000138	LOC117144843|XP_033166130.1|DMAU	LOC6629609|XP_002054674.2|DVIR
OG0000140	LOC117143412|XP_033163998.1|DMAU	LOC6630875|XP_002054323.2|DVIR
OG0000141	LOC117142087|XP_033161860.1|DMAU	LOC6624242|XP_002046959.2|DVIR
OG0000141	LOC117142084|XP_033161856.1|DMAU	LOC6624546|XP_002046960.1|DVIR
OG0000141	LOC117142085|XP_033161857.1|DMAU	LOC6622272|XP_002046961.1|DVIR
OG0000142	LOC117144738|XP_033165981.1|DMAU	LOC6629343|XP_002053320.3|DVIR
OG0000142	LOC117141681|XP_033161169.1|DMAU	LOC6636755|XP_032296696.1|DVIR
OG0000142	LOC117147848|XP_033170815.1|DMAU	LOC6632196|XP_032295221.1|DVIR
OG0000143	LOC117139731|XP_033158159.1|DMAU	LOC116650413|XP_032289924.1|DVIR
OG0000143	LOC117139733|XP_033158162.1|DMAU	LOC6624208|XP_002048674.2|DVIR
OG0000144	LOC117144371|XP_033165386.1|DMAU	LOC6629583|XP_002054875.2|DVIR
OG0000144	LOC117147010|XP_033169584.1|DMAU	LOC26531280|XP_032294839.1|DVIR
OG0000144	LOC117135856|XP_033152266.1|DMAU	LOC6627421|XP_015028685.2|DVIR
OG0000145	LOC117147647|XP_033170509.1|DMAU	LOC6631571|XP_002055558.2|DVIR
OG0000145	LOC117150257|XP_033172947.1|DMAU	LOC6627695|XP_002052255.1|DVIR
OG0000145	LOC117135678|XP_033151971.1|DMAU	LOC6627697|XP_002052257.1|DVIR
OG0000145	LOC117135670|XP_033151960.1|DMAU	LOC6627696|XP_002052256.1|DVIR
OG0000147	LOC117151092|XP_033174231.1|DMAU	LOC6635761|XP_002059227.2|DVIR
OG0000147	LOC117143658|XP_033164330.1|DMAU	LOC6634949|XP_002058537.1|DVIR
OG0000147	LOC117143659|XP_033164331.1|DMAU	LOC6634950|XP_002058538.1|DVIR
OG0000148	LOC117139177|XP_033157236.1|DMAU	LOC6628264|XP_002052544.1|DVIR
OG0000148	LOC117150291|XP_033173002.1|DMAU	LOC6627419|XP_002051092.1|DVIR
OG0000149	LOC117135137|XP_033151085.1|DMAU	LOC6627743|XP_002051297.1|DVIR
OG0000149	LOC117146834|XP_033169279.1|DMAU	LOC6634481|XP_002058158.1|DVIR
OG0000150	LOC117135142|XP_033151091.1|DMAU, LOC117147924|XP_033170943.1|DMAU, LOC117135135|XP_033151080.1|DMAU, LOC117135143|XP_033151092.1|DMAU, LOC117135144|XP_033151093.1|DMAU, LOC117135118|XP_033151026.1|DMAU	LOC6627333|XP_032293973.1|DVIR
OG0000151	LOC117139342|XP_033157479.1|DMAU	LOC6624491|XP_032290429.1|DVIR
OG0000151	LOC117140551|XP_033159438.1|DMAU	LOC6624600|XP_015030529.1|DVIR
OG0000151	LOC117139343|XP_033157480.1|DMAU	LOC6627838|XP_002051728.2|DVIR
OG0000151	LOC117139127|XP_033157164.1|DMAU	LOC6623559|XP_002048335.2|DVIR
OG0000152	LOC117144421|XP_033165454.1|DMAU	LOC6632780|XP_002055862.1|DVIR
OG0000152	LOC117142213|XP_033161940.1|DMAU, LOC117144420|XP_033165453.1|DMAU	LOC6632791|XP_002055861.2|DVIR
OG0000152	LOC117143305|XP_033163805.1|DMAU	LOC6632790|XP_002055860.1|DVIR
OG0000153	LOC117145368|XP_033166882.1|DMAU	LOC6630161|XP_002054781.2|DVIR
OG0000153	LOC117143459|XP_033164062.1|DMAU	LOC6630159|XP_002054779.1|DVIR
OG0000153	LOC117145283|XP_033166764.1|DMAU	LOC6630160|XP_002054780.1|DVIR
OG0000154	LOC117144748|XP_033165994.1|DMAU	LOC6635099|XP_002058361.1|DVIR
OG0000154	LOC117142020|XP_033161776.1|DMAU	LOC26531881|XP_015031806.2|DVIR
OG0000155	LOC117140364|XP_033159110.1|DMAU	LOC6622871|XP_032290541.1|DVIR
OG0000155	LOC117139054|XP_033157055.1|DMAU	LOC6622732|XP_002046664.1|DVIR
