Orthogroup	SLEB.longest_only	BCOP.longest_only
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC119079099|XP_037042812.1|BCOP, LOC119067307|XP_037026110.1|BCOP, LOC119080892|XP_037045367.1|BCOP
OG0000075	LOC115622150|XP_030371879.1|SLEB, LOC115623283|XP_030373426.1|SLEB, LOC115623262|XP_030373391.1|SLEB, LOC115622151|XP_030371880.1|SLEB	LOC119080898|XP_037045374.1|BCOP, LOC119080899|XP_037045375.1|BCOP, LOC119080897|XP_037045372.1|BCOP
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC119071813|XP_037032779.1|BCOP
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC119068533|XP_037028044.1|BCOP
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC119066422|XP_037024794.1|BCOP
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC119082353|XP_037047765.1|BCOP, LOC119082354|XP_037047766.1|BCOP
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC119076378|XP_037038990.1|BCOP
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC119071068|XP_037031598.1|BCOP
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC119069760|XP_037029786.1|BCOP
OG0000078	LOC115624829|XP_030375536.1|SLEB, LOC115624752|XP_030375442.1|SLEB, LOC115620798|XP_030370081.1|SLEB, LOC115627604|XP_030379186.1|SLEB, LOC115627905|XP_030379660.1|SLEB	LOC119072413|XP_037033522.1|BCOP
OG0000079	LOC115631683|XP_030384359.1|SLEB, LOC115631582|XP_030384239.1|SLEB, LOC115631820|XP_030384517.1|SLEB, LOC115631935|XP_030384646.1|SLEB, LOC115631581|XP_030384238.1|SLEB, LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB, LOC115624318|XP_030374809.1|SLEB	LOC119073294|XP_037034574.1|BCOP
OG0000080	LOC115627205|XP_030378688.1|SLEB	LOC119085813|XP_037052191.1|BCOP, LOC119082209|XP_037047551.1|BCOP, LOC119080227|XP_037044368.1|BCOP, LOC119071114|XP_037031655.1|BCOP, LOC119071117|XP_037031661.1|BCOP, LOC119071111|XP_037031651.1|BCOP
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB, LOC115620018|XP_030368982.1|SLEB	LOC119071115|XP_037031659.1|BCOP, LOC119071116|XP_037031660.1|BCOP
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC119072492|XP_037033632.1|BCOP
OG0000082	LOC115631916|XP_030384627.1|SLEB, LOC115620211|XP_030369208.1|SLEB, LOC115621651|XP_030371213.1|SLEB	LOC119077224|XP_037040299.1|BCOP, LOC119077326|XP_037040404.1|BCOP, LOC119077878|XP_037041127.1|BCOP, LOC119069214|XP_037029085.1|BCOP, LOC119080439|XP_037044697.1|BCOP, LOC119067719|XP_037026731.1|BCOP, LOC119067656|XP_037026651.1|BCOP, LOC119067657|XP_037026652.1|BCOP, LOC119067658|XP_037026653.1|BCOP, LOC119075075|XP_037037362.1|BCOP, LOC119084030|XP_037049750.1|BCOP, LOC119079425|XP_037043226.1|BCOP, LOC119083787|XP_037049484.1|BCOP
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC119077030|XP_037040043.1|BCOP
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC119071066|XP_037031596.1|BCOP, LOC119071181|XP_037031846.1|BCOP
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC119077040|XP_037040059.1|BCOP
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC119080738|XP_037045178.1|BCOP, LOC119067907|XP_037027094.1|BCOP, LOC119080632|XP_037044934.1|BCOP, LOC119068130|XP_037027486.1|BCOP
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC119084681|XP_037050656.1|BCOP
OG0000087	LOC115626584|XP_030377826.1|SLEB, LOC115626069|XP_030377182.1|SLEB	LOC119075761|XP_037038197.1|BCOP
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC119079125|XP_037042849.1|BCOP
OG0000088	LOC115626364|XP_030377575.1|SLEB, LOC115623096|XP_030373163.1|SLEB, LOC115623093|XP_030373160.1|SLEB, LOC115622241|XP_030371997.1|SLEB	LOC119082220|XP_037047569.1|BCOP
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC119082274|XP_037047643.1|BCOP
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC119068248|XP_037027675.1|BCOP
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC119081420|XP_037046225.1|BCOP, LOC119081121|XP_037045760.1|BCOP, LOC119081493|XP_037046395.1|BCOP
OG0000090	LOC115633715|XP_030387039.1|SLEB, LOC115633696|XP_030387013.1|SLEB, LOC115628271|XP_030380155.1|SLEB, LOC115623090|XP_030373157.1|SLEB, LOC115624821|XP_030375529.1|SLEB	LOC119078560|XP_037042023.1|BCOP, LOC119072351|XP_037033434.1|BCOP, LOC119085017|XP_037051089.1|BCOP, LOC119071272|XP_037032032.1|BCOP, LOC119081800|XP_037046914.1|BCOP
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC119067519|XP_037026434.1|BCOP
OG0000091	LOC115630773|XP_030383287.1|SLEB, LOC115630433|XP_030382848.1|SLEB, LOC115620680|XP_030369906.1|SLEB, LOC115621346|XP_030370826.1|SLEB	LOC119085240|XP_037051459.1|BCOP
OG0000092	LOC115623334|XP_030373465.1|SLEB, LOC115624326|XP_030374813.1|SLEB, LOC115624330|XP_030374818.1|SLEB	LOC119083172|XP_037048727.1|BCOP, LOC119078526|XP_037041987.1|BCOP, LOC119074994|XP_037037291.1|BCOP
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC119085908|XP_037052349.1|BCOP, LOC119078154|XP_037041523.1|BCOP
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC119071388|XP_037032160.1|BCOP, LOC119069925|XP_037030042.1|BCOP, LOC119070868|XP_037031275.1|BCOP
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC119074158|XP_037036056.1|BCOP
OG0000094	LOC115622394|XP_030372178.1|SLEB, LOC115622397|XP_030372182.1|SLEB, LOC115622395|XP_030372179.1|SLEB, LOC115633674|XP_030386987.1|SLEB, LOC115633665|XP_030386973.1|SLEB, LOC115621962|XP_030371670.1|SLEB	LOC119072953|XP_037034173.1|BCOP, LOC119072965|XP_037034181.1|BCOP, LOC119082341|XP_037047786.1|BCOP, LOC119072977|XP_037034192.1|BCOP, LOC119071131|XP_037031708.1|BCOP, LOC119076455|XP_037039116.1|BCOP, LOC119081968|XP_037047175.1|BCOP
OG0000096	LOC115621238|XP_030370689.1|SLEB, LOC115620727|XP_030369967.1|SLEB, LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC119071730|XP_037032649.1|BCOP
OG0000099	LOC115627007|XP_030378385.1|SLEB, LOC115626645|XP_030377910.1|SLEB, LOC115626907|XP_030378277.1|SLEB	LOC119069058|XP_037028826.1|BCOP, LOC119078025|XP_037041330.1|BCOP
OG0000099	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB	LOC119077680|XP_037040831.1|BCOP, LOC119076063|XP_037038600.1|BCOP, LOC119085712|XP_037052057.1|BCOP, LOC119085711|XP_037052055.1|BCOP, LOC119076768|XP_037039615.1|BCOP, LOC119078073|XP_037041423.1|BCOP, LOC119069637|XP_037029638.1|BCOP
OG0000101	LOC115634421|XP_030387988.1|SLEB, LOC115634430|XP_030387997.1|SLEB, LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB, LOC115623200|XP_030373296.1|SLEB, LOC115634418|XP_030387984.1|SLEB, LOC115634012|XP_030387400.1|SLEB	LOC119077397|XP_037040498.1|BCOP, LOC119082930|XP_037048481.1|BCOP
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC119083655|XP_037049326.1|BCOP, LOC119081277|XP_037045928.1|BCOP, LOC119075318|XP_037037633.1|BCOP, LOC119066132|XP_037024317.1|BCOP
OG0000103	LOC115632516|XP_030385569.1|SLEB, LOC115633245|XP_030386506.1|SLEB	LOC119074607|XP_037036759.1|BCOP
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC119081062|XP_037045672.1|BCOP, LOC119074803|XP_037036982.1|BCOP
OG0000104	LOC115632802|XP_030385913.1|SLEB, LOC115632724|XP_030385830.1|SLEB	LOC119080513|XP_037044818.1|BCOP
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB, LOC115625391|XP_030376288.1|SLEB, LOC115625387|XP_030376285.1|SLEB	LOC119080671|XP_037045000.1|BCOP
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC119066520|XP_037024933.1|BCOP, LOC119068303|XP_037027739.1|BCOP, LOC119078821|XP_037042421.1|BCOP
OG0000110	LOC115628356|XP_030380291.1|SLEB, LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB, LOC115628221|XP_030380076.1|SLEB	LOC119073251|XP_037034515.1|BCOP
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC119083195|XP_037048752.1|BCOP
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC119081195|XP_037045806.1|BCOP, LOC119076161|XP_037038741.1|BCOP, LOC119076122|XP_037038686.1|BCOP
OG0000115	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB	LOC119072021|XP_037033034.1|BCOP
OG0000117	LOC115626178|XP_030377315.1|SLEB, LOC115626179|XP_030377316.1|SLEB, LOC115626180|XP_030377317.1|SLEB, LOC115626181|XP_030377318.1|SLEB	LOC119075248|XP_037037542.1|BCOP, LOC119077509|XP_037040636.1|BCOP
OG0000118	LOC115634140|XP_030387575.1|SLEB, LOC115626301|XP_030377489.1|SLEB	LOC119080287|XP_037044455.1|BCOP, LOC119076832|XP_037039727.1|BCOP, LOC119085695|XP_037052038.1|BCOP, LOC119085696|XP_037052040.1|BCOP, LOC119073481|XP_037034921.1|BCOP, LOC119076573|XP_037039263.1|BCOP
OG0000119	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB, LOC115625305|XP_030376184.1|SLEB	LOC119077086|XP_037040141.1|BCOP, LOC119077085|XP_037040140.1|BCOP
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC119080998|XP_037045563.1|BCOP
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC119078165|XP_037041538.1|BCOP
OG0000122	LOC115630753|XP_030383267.1|SLEB, LOC115628730|XP_030380794.1|SLEB, LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB	LOC119084912|XP_037050963.1|BCOP, LOC119077176|XP_037040252.1|BCOP, LOC119075959|XP_037038431.1|BCOP
OG0000123	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB	LOC119084065|XP_037049800.1|BCOP
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC119067921|XP_037027119.1|BCOP
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC119081947|XP_037047122.1|BCOP
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB	LOC119077979|XP_037041260.1|BCOP
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB	LOC119076071|XP_037038610.1|BCOP, LOC119079079|XP_037042783.1|BCOP
OG0000129	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	LOC119074452|XP_037036480.1|BCOP
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC119069789|XP_037029826.1|BCOP, LOC119083693|XP_037049377.1|BCOP, LOC119068661|XP_037028233.1|BCOP
OG0000132	LOC115631441|XP_030384043.1|SLEB, LOC115624363|XP_030374882.1|SLEB	LOC119070931|XP_037031370.1|BCOP, LOC119083625|XP_037049255.1|BCOP, LOC119083840|XP_037049540.1|BCOP, LOC119076124|XP_037038688.1|BCOP, LOC119076130|XP_037038697.1|BCOP
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC119084917|XP_037050964.1|BCOP
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC119077122|XP_037040188.1|BCOP
OG0000137	LOC115632206|XP_030385118.1|SLEB, LOC115621775|XP_030371387.1|SLEB	LOC119076570|XP_037039260.1|BCOP
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC119075970|XP_037038454.1|BCOP
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC119072476|XP_037033597.1|BCOP, LOC119072474|XP_037033594.1|BCOP, LOC119072472|XP_037033590.1|BCOP
OG0000138	LOC115623943|XP_030374365.1|SLEB, LOC115623756|XP_030374151.1|SLEB	LOC119075469|XP_037037812.1|BCOP, LOC119080407|XP_037044633.1|BCOP
OG0000140	LOC115621072|XP_030370459.1|SLEB, LOC115631745|XP_030384446.1|SLEB	LOC119069608|XP_037029594.1|BCOP
OG0000141	LOC115632744|XP_030385851.1|SLEB, LOC115632365|XP_030385343.1|SLEB	LOC119081636|XP_037046587.1|BCOP, LOC119080767|XP_037045226.1|BCOP
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC119069777|XP_037029851.1|BCOP
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC119069688|XP_037029708.1|BCOP
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC119068456|XP_037027931.1|BCOP
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC119079862|XP_037043834.1|BCOP
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC119072167|XP_037033223.1|BCOP, LOC119075078|XP_037037365.1|BCOP, LOC119082915|XP_037048466.1|BCOP, LOC119083819|XP_037049510.1|BCOP, LOC119082946|XP_037048492.1|BCOP, LOC119071652|XP_037032507.1|BCOP, LOC119078755|XP_037042355.1|BCOP
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC119076752|XP_037039594.1|BCOP
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC119077624|XP_037040733.1|BCOP
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC119084638|XP_037050601.1|BCOP
OG0000145	LOC115627757|XP_030379402.1|SLEB, LOC115631049|XP_030383542.1|SLEB, LOC115632005|XP_030384793.1|SLEB, LOC115632004|XP_030384792.1|SLEB	LOC119066144|XP_037024335.1|BCOP
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC119077121|XP_037040187.1|BCOP
OG0000147	LOC115621832|XP_030371499.1|SLEB, LOC115621833|XP_030371501.1|SLEB	LOC119083723|XP_037049415.1|BCOP
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC119072936|XP_037034156.1|BCOP
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC119081118|XP_037045757.1|BCOP, LOC119080775|XP_037045238.1|BCOP
OG0000149	LOC115626190|XP_030377330.1|SLEB, LOC115629267|XP_030381551.1|SLEB	LOC119081141|XP_037045781.1|BCOP, LOC119078064|XP_037041400.1|BCOP, LOC119074697|XP_037036878.1|BCOP, LOC119074699|XP_037036882.1|BCOP, LOC119074696|XP_037036877.1|BCOP, LOC119067511|XP_037026418.1|BCOP, LOC119069831|XP_037029894.1|BCOP, LOC119079233|XP_037042919.1|BCOP, LOC119076031|XP_037038586.1|BCOP, LOC119074704|XP_037036887.1|BCOP, LOC119078972|XP_037042619.1|BCOP, LOC119066652|XP_037025122.1|BCOP, LOC119078268|XP_037041662.1|BCOP, LOC119078270|XP_037041663.1|BCOP, LOC119072648|XP_037033800.1|BCOP, LOC119084968|XP_037051016.1|BCOP
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC119069768|XP_037029799.1|BCOP, LOC119083779|XP_037049473.1|BCOP
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB, LOC115632597|XP_030385682.1|SLEB	LOC119066036|XP_037024149.1|BCOP, LOC119080323|XP_037044538.1|BCOP, LOC119078752|XP_037042348.1|BCOP, LOC119077199|XP_037040275.1|BCOP, LOC119077198|XP_037040273.1|BCOP, LOC119077197|XP_037040272.1|BCOP, LOC119078144|XP_037041514.1|BCOP, LOC119078143|XP_037041513.1|BCOP, LOC119082885|XP_037048439.1|BCOP, LOC119078535|XP_037041997.1|BCOP, LOC119068873|XP_037028607.1|BCOP, LOC119073600|XP_037035068.1|BCOP, LOC119076693|XP_037039497.1|BCOP, LOC119078164|XP_037041534.1|BCOP
OG0000155	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB	LOC119070504|XP_037030760.1|BCOP
OG0000157	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC119081533|XP_037046430.1|BCOP
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB	LOC119066838|XP_037025433.1|BCOP
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC119070684|XP_037031027.1|BCOP
OG0000160	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB	LOC119074814|XP_037036998.1|BCOP, LOC119073756|XP_037035310.1|BCOP, LOC119084177|XP_037049932.1|BCOP, LOC119070694|XP_037031041.1|BCOP, LOC119070394|XP_037030608.1|BCOP, LOC119080673|XP_037044998.1|BCOP, LOC119075752|XP_037038189.1|BCOP
OG0000162	LOC115628734|XP_030380797.1|SLEB, LOC115630435|XP_030382852.1|SLEB	LOC119072713|XP_037033879.1|BCOP, LOC119078856|XP_037042461.1|BCOP, LOC119068500|XP_037028039.1|BCOP, LOC119067739|XP_037026798.1|BCOP
OG0000164	LOC115622228|XP_030371985.1|SLEB, LOC115622226|XP_030371983.1|SLEB, LOC115622343|XP_030372115.1|SLEB, LOC115622225|XP_030371981.1|SLEB, LOC115622227|XP_030371984.1|SLEB	LOC119072994|XP_037034213.1|BCOP, LOC119066041|XP_037024160.1|BCOP, LOC119071258|XP_037031999.1|BCOP
OG0000165	LOC115626650|XP_030377915.1|SLEB, LOC115633702|XP_030387021.1|SLEB	LOC119068607|XP_037028159.1|BCOP
OG0000166	LOC115634666|XP_030388385.1|SLEB	LOC119073858|XP_037035618.1|BCOP
OG0000166	LOC115619972|XP_030368868.1|SLEB	LOC119071749|XP_037032679.1|BCOP, LOC119068609|XP_037028163.1|BCOP
OG0000167	LOC115622494|XP_030372300.1|SLEB, LOC115622601|XP_030372460.1|SLEB, LOC115622968|XP_030372977.1|SLEB	LOC119083207|XP_037048770.1|BCOP, LOC119077362|XP_037040434.1|BCOP, LOC119080181|XP_037044302.1|BCOP
OG0000169	LOC115621259|XP_030370717.1|SLEB	LOC119078686|XP_037042236.1|BCOP
OG0000169	LOC115622943|XP_030372933.1|SLEB, LOC115621288|XP_030370751.1|SLEB	LOC119070541|XP_037030812.1|BCOP
OG0000170	LOC115631209|XP_030383774.1|SLEB	LOC119068257|XP_037027690.1|BCOP
OG0000171	LOC115626100|XP_030377212.1|SLEB	LOC119077027|XP_037040036.1|BCOP
OG0000171	LOC115625657|XP_030376646.1|SLEB	LOC119078436|XP_037041851.1|BCOP
OG0000171	LOC115629314|XP_030381620.1|SLEB	LOC119069385|XP_037029335.1|BCOP
OG0000172	LOC115632350|XP_030385315.1|SLEB	LOC119080398|XP_037044615.1|BCOP
OG0000173	LOC115634438|XP_030388005.1|SLEB, LOC115634356|XP_030387876.1|SLEB	LOC119081507|XP_037046410.1|BCOP
OG0000175	LOC115623739|XP_030374110.1|SLEB	LOC119085626|XP_037051954.1|BCOP
OG0000175	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB	LOC119085691|XP_037052033.1|BCOP, LOC119085693|XP_037052034.1|BCOP, LOC119085697|XP_037052041.1|BCOP, LOC119080410|XP_037044644.1|BCOP, LOC119080343|XP_037044539.1|BCOP, LOC119085694|XP_037052035.1|BCOP
OG0000177	LOC115628068|XP_030379894.1|SLEB	LOC119070258|XP_037030426.1|BCOP
OG0000177	LOC115620237|XP_030369242.1|SLEB	LOC119067483|XP_037026379.1|BCOP
OG0000177	LOC115624702|XP_030375381.1|SLEB	LOC119079898|XP_037043882.1|BCOP
OG0000179	LOC115622211|XP_030371971.1|SLEB	LOC119081914|XP_037047044.1|BCOP, LOC119079040|XP_037042722.1|BCOP
OG0000179	LOC115626268|XP_030377442.1|SLEB	LOC119071177|XP_037031839.1|BCOP
OG0000181	LOC115621176|XP_030370600.1|SLEB	LOC119080812|XP_037045279.1|BCOP
OG0000182	LOC115624195|XP_030374657.1|SLEB	LOC119074666|XP_037036843.1|BCOP
OG0000182	LOC115623616|XP_030373895.1|SLEB, LOC115623712|XP_030374052.1|SLEB	LOC119072417|XP_037033532.1|BCOP
OG0000183	LOC115627246|XP_030378727.1|SLEB, LOC115632361|XP_030385339.1|SLEB, LOC115622861|XP_030372805.1|SLEB, LOC115622111|XP_030371812.1|SLEB	LOC119083232|XP_037048788.1|BCOP, LOC119079322|XP_037043012.1|BCOP, LOC119082279|XP_037047650.1|BCOP, LOC119079306|XP_037042991.1|BCOP, LOC119074141|XP_037036033.1|BCOP
OG0000184	LOC115630552|XP_030383023.1|SLEB	LOC119076294|XP_037038852.1|BCOP, LOC119080732|XP_037045167.1|BCOP, LOC119076296|XP_037038854.1|BCOP, LOC119076297|XP_037038856.1|BCOP, LOC119066302|XP_037024577.1|BCOP, LOC119075336|XP_037037661.1|BCOP, LOC119081707|XP_037046712.1|BCOP, LOC119076295|XP_037038853.1|BCOP
OG0000185	LOC115634776|XP_030388532.1|SLEB, LOC115634358|XP_030387879.1|SLEB	LOC119068042|XP_037027302.1|BCOP, LOC119084360|XP_037050204.1|BCOP, LOC119067542|XP_037026494.1|BCOP
OG0000186	LOC115627080|XP_030378488.1|SLEB, LOC115627050|XP_030378453.1|SLEB	LOC119068740|XP_037028338.1|BCOP
OG0000187	LOC115627657|XP_030379258.1|SLEB	LOC119081594|XP_037046524.1|BCOP, LOC119065977|XP_037024079.1|BCOP
OG0000188	LOC115629547|XP_030381888.1|SLEB, LOC115627828|XP_030379524.1|SLEB, LOC115627591|XP_030379174.1|SLEB	LOC119068165|XP_037027542.1|BCOP, LOC119069968|XP_037030100.1|BCOP, LOC119082622|XP_037048079.1|BCOP
OG0000189	LOC115626272|XP_030377451.1|SLEB	LOC119066285|XP_037024548.1|BCOP, LOC119082491|XP_037047904.1|BCOP
OG0000189	LOC115626939|XP_030378314.1|SLEB	LOC119074481|XP_037036522.1|BCOP
OG0000190	LOC115629392|XP_030381704.1|SLEB	LOC119068106|XP_037027437.1|BCOP
OG0000191	LOC115634077|XP_030387483.1|SLEB, LOC115634078|XP_030387488.1|SLEB	LOC119072311|XP_037033390.1|BCOP, LOC119073852|XP_037035601.1|BCOP
OG0000192	LOC115623866|XP_030374272.1|SLEB, LOC115634119|XP_030387546.1|SLEB, LOC115634125|XP_030387554.1|SLEB	LOC119077265|XP_037040308.1|BCOP, LOC119083344|XP_037048933.1|BCOP, LOC119070534|XP_037030807.1|BCOP
OG0000193	LOC115631474|XP_030384088.1|SLEB, LOC115622946|XP_030372938.1|SLEB, LOC115622463|XP_030372268.1|SLEB, LOC115622436|XP_030372238.1|SLEB, LOC115623019|XP_030373049.1|SLEB, LOC115634706|XP_030388446.1|SLEB, LOC115623069|XP_030373123.1|SLEB, LOC115628420|XP_030380368.1|SLEB, LOC115628419|XP_030380367.1|SLEB, LOC115628360|XP_030380297.1|SLEB, LOC115628418|XP_030380366.1|SLEB, LOC115628364|XP_030380301.1|SLEB, LOC115622938|XP_030372928.1|SLEB, LOC115622868|XP_030372815.1|SLEB, LOC115622245|XP_030372002.1|SLEB	LOC119066429|XP_037024804.1|BCOP
OG0000196	LOC115630762|XP_030383277.1|SLEB	LOC119076987|XP_037039987.1|BCOP, LOC119076970|XP_037039959.1|BCOP
OG0000197	LOC115626694|XP_030377981.1|SLEB	LOC119074868|XP_037037087.1|BCOP
OG0000197	LOC115626696|XP_030377984.1|SLEB	LOC119074875|XP_037037107.1|BCOP
OG0000197	LOC115626946|XP_030378321.1|SLEB	LOC119074871|XP_037037089.1|BCOP
OG0000200	LOC115623790|XP_030374192.1|SLEB, LOC115621847|XP_030371519.1|SLEB	LOC119083328|XP_037048913.1|BCOP
OG0000201	LOC115621195|XP_030370633.1|SLEB, LOC115621403|XP_030370907.1|SLEB	LOC119081249|XP_037045880.1|BCOP, LOC119080245|XP_037044388.1|BCOP, LOC119084456|XP_037050333.1|BCOP, LOC119084280|XP_037050099.1|BCOP
OG0000202	LOC115623618|XP_030373898.1|SLEB	LOC119074650|XP_037036823.1|BCOP
OG0000202	LOC115633823|XP_030387169.1|SLEB, LOC115628738|XP_030380802.1|SLEB	LOC119086010|XP_037052481.1|BCOP
OG0000203	LOC115621744|XP_030371337.1|SLEB, LOC115628246|XP_030380125.1|SLEB, LOC115629770|XP_030382188.1|SLEB	LOC119071700|XP_037032582.1|BCOP
OG0000205	LOC115621790|XP_030371421.1|SLEB, LOC115620493|XP_030369596.1|SLEB	LOC119069914|XP_037030030.1|BCOP
OG0000206	LOC115624762|XP_030375454.1|SLEB	LOC119086016|XP_037052485.1|BCOP
OG0000206	LOC115631505|XP_030384124.1|SLEB	LOC119085366|XP_037051641.1|BCOP
OG0000206	LOC115624748|XP_030375436.1|SLEB	LOC119066120|XP_037024298.1|BCOP
OG0000207	LOC115628249|XP_030380124.1|SLEB	LOC119084595|XP_037050539.1|BCOP
OG0000207	LOC115632410|XP_030385407.1|SLEB	LOC119076700|XP_037039507.1|BCOP, LOC119074470|XP_037036507.1|BCOP, LOC119075240|XP_037037530.1|BCOP, LOC119070997|XP_037031486.1|BCOP
OG0000209	LOC115624966|XP_030375719.1|SLEB	LOC119074339|XP_037036325.1|BCOP
OG0000210	LOC115626861|XP_030378226.1|SLEB	LOC119068545|XP_037028059.1|BCOP
