Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0000040	LOC115621426|XP_030370938.1|SLEB	LOC108156483|XP_017143450.1|DMIR
OG0000042	LOC115630085|XP_030382572.1|SLEB	LOC108163349|XP_017154082.1|DMIR
OG0000042	LOC115634385|XP_030387930.1|SLEB, LOC115634197|XP_030387645.1|SLEB, LOC115629009|XP_030381198.1|SLEB, LOC115628918|XP_030381081.1|SLEB, LOC115634487|XP_030388103.1|SLEB	LOC117193554|XP_033254192.1|DMIR, LOC108158637|XP_017146610.1|DMIR, LOC108158644|XP_017146617.1|DMIR, LOC117193045|XP_033253672.1|DMIR, LOC108158643|XP_017146616.1|DMIR, LOC117193044|XP_033253671.1|DMIR, LOC117193043|XP_033253670.1|DMIR, LOC108158641|XP_017146613.1|DMIR, LOC117193042|XP_033253669.1|DMIR, LOC108161650|XP_017151442.1|DMIR
OG0000043	LOC115623987|XP_030374418.1|SLEB	LOC108157690|XP_017145347.1|DMIR
OG0000043	LOC115623491|XP_030373724.1|SLEB	LOC108157417|XP_017144957.1|DMIR, LOC108155936|XP_017142583.1|DMIR
OG0000043	LOC115623337|XP_030373467.1|SLEB	LOC108157770|XP_017145444.1|DMIR
OG0000043	LOC115623816|XP_030374219.1|SLEB	LOC108157677|XP_017145331.1|DMIR
OG0000043	LOC115623986|XP_030374417.1|SLEB	LOC108155937|XP_017142584.1|DMIR, LOC108155939|XP_017142587.1|DMIR
OG0000044	LOC115624024|XP_030374460.1|SLEB	LOC108157774|XP_017145449.1|DMIR
OG0000044	LOC115623538|XP_030373780.1|SLEB	LOC117187384|XP_033245819.1|DMIR, LOC108156935|XP_033245773.1|DMIR
OG0000044	LOC115631500|XP_030384120.1|SLEB	LOC108154298|XP_017140040.1|DMIR, LOC108154289|XP_017140029.1|DMIR
OG0000044	LOC115624165|XP_030374623.1|SLEB	LOC108155225|XP_017141401.1|DMIR
OG0000045	LOC115632695|XP_030385792.1|SLEB	LOC108152824|XP_017137906.1|DMIR
OG0000045	LOC115632698|XP_030385795.1|SLEB	LOC108165537|XP_017157100.1|DMIR
OG0000045	LOC115632700|XP_030385796.1|SLEB	LOC108150882|XP_017134679.1|DMIR
OG0000045	LOC115632701|XP_030385797.1|SLEB	LOC108163376|XP_033250045.1|DMIR, LOC108150857|XP_017134649.1|DMIR
OG0000046	LOC115626838|XP_030378183.1|SLEB, LOC115626960|XP_030378335.1|SLEB, LOC115626959|XP_030378334.1|SLEB	LOC108157664|XP_017145312.1|DMIR, LOC108165135|XP_017156690.1|DMIR, LOC108165164|XP_017156723.1|DMIR, LOC108158204|XP_017145916.1|DMIR, LOC117191605|XP_033252314.1|DMIR, LOC108157665|XP_017145313.1|DMIR, LOC108157666|XP_017145314.1|DMIR
OG0000047	LOC115631261|XP_030383836.1|SLEB	LOC117188425|XP_033248186.1|DMIR, LOC108160932|XP_033251734.1|DMIR
OG0000047	LOC115632503|XP_030385556.1|SLEB	LOC108159394|XP_017148118.1|DMIR, LOC117191945|XP_033252580.1|DMIR
OG0000047	LOC115626702|XP_030377994.1|SLEB	LOC108158150|XP_017145859.2|DMIR, LOC117194871|XP_033255227.1|DMIR, LOC117190180|XP_033251133.1|DMIR, LOC108162612|XP_033248497.1|DMIR, LOC117190189|XP_033251142.1|DMIR, LOC117189902|XP_033250867.1|DMIR, LOC117193980|XP_033254518.1|DMIR, LOC117190159|XP_033251117.1|DMIR, LOC117191223|XP_033252033.1|DMIR, LOC117190174|XP_033251127.1|DMIR, LOC117190175|XP_033251128.1|DMIR, LOC117191216|XP_033252032.1|DMIR, LOC117191209|XP_033252031.1|DMIR, LOC117190682|XP_033251635.1|DMIR, LOC117190615|XP_033251556.1|DMIR, LOC117191205|XP_033252027.1|DMIR, LOC117190428|XP_033251399.1|DMIR, LOC117190161|XP_033251118.1|DMIR, LOC117191011|XP_033251876.1|DMIR, LOC117191207|XP_033252029.1|DMIR, LOC117189898|XP_033250864.1|DMIR, LOC117189896|XP_033250863.1|DMIR, LOC117190173|XP_033251126.1|DMIR, LOC117189905|XP_033250868.1|DMIR, LOC117190166|XP_033251120.1|DMIR, LOC117190132|XP_033251105.1|DMIR, LOC117193111|XP_033253725.1|DMIR, LOC117189891|XP_033250859.1|DMIR, LOC117191201|XP_033252026.1|DMIR, LOC117189901|XP_033250866.1|DMIR, LOC117189892|XP_033250860.1|DMIR, LOC117191208|XP_033252030.1|DMIR, LOC117189895|XP_033250862.1|DMIR
OG0000047	LOC115622391|XP_030372176.1|SLEB	LOC117193744|XP_033254361.1|DMIR, LOC108160869|XP_017150620.1|DMIR, LOC108151196|XP_017135155.1|DMIR
OG0000048	LOC115632969|XP_030386130.1|SLEB, LOC115632930|XP_030386082.1|SLEB	LOC108151303|XP_017135328.1|DMIR, LOC108151300|XP_017135324.1|DMIR
OG0000048	LOC115632620|XP_030385708.1|SLEB	LOC108151294|XP_017135319.1|DMIR
OG0000048	LOC115632159|XP_030385047.1|SLEB	LOC108151307|XP_017135332.1|DMIR
OG0000049	LOC115625514|XP_030376439.1|SLEB	LOC108157281|XP_033246050.1|DMIR
OG0000049	LOC115631187|XP_030383738.1|SLEB	LOC108157283|XP_017144770.1|DMIR
OG0000049	LOC115625471|XP_030376380.1|SLEB	LOC108157278|XP_017144765.2|DMIR
OG0000049	LOC115625469|XP_030376378.1|SLEB	LOC117186995|XP_033244423.1|DMIR, LOC117186996|XP_033244424.1|DMIR, LOC108153841|XP_017139429.2|DMIR
OG0000049	LOC115625467|XP_030376376.1|SLEB	LOC108154871|XP_017140799.1|DMIR
OG0000049	LOC115625232|XP_030376077.1|SLEB	LOC108154874|XP_017140802.1|DMIR
OG0000049	LOC115621014|XP_030370394.1|SLEB	LOC108157280|XP_017144766.2|DMIR
OG0000050	LOC115632844|XP_030385961.1|SLEB	LOC108165359|XP_017156882.1|DMIR, LOC108150986|XP_017134821.1|DMIR
OG0000050	LOC115632845|XP_030385962.1|SLEB	LOC108165361|XP_017156885.1|DMIR, LOC108165362|XP_033243537.1|DMIR
OG0000050	LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB	LOC108165357|XP_017156880.1|DMIR
OG0000051	LOC115624036|XP_030374474.1|SLEB	LOC108157823|XP_017145512.1|DMIR
OG0000051	LOC115620987|XP_030370367.1|SLEB	LOC117187129|XP_033245028.1|DMIR, LOC108153998|XP_033246139.1|DMIR
OG0000052	LOC115621355|XP_030370842.1|SLEB	LOC108154307|XP_017140052.1|DMIR, LOC108154354|XP_017140110.1|DMIR
OG0000052	LOC115621366|XP_030370854.1|SLEB	LOC108160218|XP_017149557.1|DMIR, LOC117189876|XP_033250846.1|DMIR, LOC117189875|XP_033250845.1|DMIR, LOC108160217|XP_017149556.1|DMIR
OG0000053	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB	LOC108160591|XP_017150175.2|DMIR, LOC108160590|XP_017150174.1|DMIR
OG0000053	LOC115634038|XP_030387442.1|SLEB	LOC108160459|XP_017149964.1|DMIR
OG0000053	LOC115634037|XP_030387441.1|SLEB	LOC108160458|XP_017149963.1|DMIR
OG0000053	LOC115634626|XP_030388341.1|SLEB	LOC108160886|XP_017150643.2|DMIR, LOC117187988|XP_033246952.1|DMIR
OG0000054	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB	LOC108156883|XP_033244898.1|DMIR, LOC108156882|XP_017144105.2|DMIR
OG0000054	LOC115623633|XP_030373934.1|SLEB	LOC108156958|XP_017144225.2|DMIR
OG0000054	LOC115624033|XP_030374471.1|SLEB	LOC108156959|XP_017144226.2|DMIR, LOC108160859|XP_017150611.1|DMIR, LOC108153844|XP_033245117.1|DMIR
OG0000056	LOC115626734|XP_030378039.1|SLEB	LOC108156815|XP_017143999.1|DMIR
OG0000056	LOC115626727|XP_030378033.1|SLEB	LOC108156818|XP_017144002.1|DMIR, LOC108156816|XP_017144001.1|DMIR
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC108157011|XP_017144303.2|DMIR, LOC108157010|XP_017144301.2|DMIR
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB	LOC108162138|XP_017152209.1|DMIR, LOC108158257|XP_017145983.1|DMIR, LOC108162139|XP_017152210.1|DMIR
OG0000058	LOC115629610|XP_030381967.1|SLEB	LOC108165551|XP_017157117.1|DMIR
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB	LOC108153965|XP_017139551.1|DMIR
OG0000059	LOC115621386|XP_030370879.1|SLEB	LOC108154550|XP_017140342.2|DMIR
OG0000059	LOC115620757|XP_030370013.1|SLEB	LOC108154412|XP_017140173.2|DMIR
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC108152548|XP_017137449.1|DMIR
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC108164133|XP_033249747.1|DMIR
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC108157853|XP_033245987.1|DMIR
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC108156375|XP_017143272.1|DMIR
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC108165566|XP_017157129.1|DMIR
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC108161397|XP_017151135.2|DMIR
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC108161432|XP_017151184.1|DMIR
OG0000062	LOC115632573|XP_030385654.1|SLEB, LOC115621328|XP_030370808.1|SLEB	LOC108154465|XP_017140224.1|DMIR
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC108158918|XP_017147210.1|DMIR
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC108162998|XP_017153505.1|DMIR
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC108156463|XP_017143415.1|DMIR, LOC108156462|XP_017143414.1|DMIR
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC108165314|XP_017156837.1|DMIR
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC108152681|XP_017137669.1|DMIR
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC108152680|XP_017137666.1|DMIR
OG0000064	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB	LOC108163302|XP_017154003.1|DMIR
OG0000064	LOC115630780|XP_030383296.1|SLEB	LOC108161739|XP_017151552.1|DMIR
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC108154825|XP_017140715.1|DMIR, LOC108154824|XP_017140714.1|DMIR, LOC108159764|XP_017148812.1|DMIR, LOC108156436|XP_017143382.1|DMIR, LOC108156439|XP_017143386.1|DMIR, LOC108156437|XP_017143383.1|DMIR, LOC108154318|XP_017140066.1|DMIR
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB	LOC108157301|XP_017144791.1|DMIR, LOC108154343|XP_017140094.1|DMIR
OG0000066	LOC115625501|XP_030376421.1|SLEB	LOC108161205|XP_017150915.1|DMIR
OG0000066	LOC115624182|XP_030374638.1|SLEB	LOC108156584|XP_017143610.1|DMIR
OG0000066	LOC115622362|XP_030372137.1|SLEB	LOC108164548|XP_017155850.1|DMIR, LOC117189025|XP_033249790.1|DMIR
OG0000067	LOC115621860|XP_030371539.1|SLEB	LOC108156681|XP_017143806.1|DMIR
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC108150910|XP_017134723.1|DMIR
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC108160959|XP_017150741.1|DMIR
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC108150909|XP_017134722.1|DMIR
OG0000067	LOC115622364|XP_030372139.1|SLEB	LOC108153593|XP_017139164.1|DMIR
OG0000068	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB	LOC108152679|XP_033242710.1|DMIR
OG0000068	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB	LOC108157726|XP_033245682.1|DMIR, LOC108157807|XP_017145490.2|DMIR, LOC108161223|XP_033249489.1|DMIR
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC108163289|XP_017153992.1|DMIR
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC108161360|XP_017151091.1|DMIR
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC108164841|XP_017156256.1|DMIR
OG0000070	LOC115625715|XP_030376721.1|SLEB	LOC108161362|XP_017151093.1|DMIR
OG0000070	LOC115625716|XP_030376722.1|SLEB	LOC108161363|XP_017151095.1|DMIR
OG0000071	LOC115624679|XP_030375338.1|SLEB	LOC108165608|XP_017157174.1|DMIR
OG0000071	LOC115624678|XP_030375337.1|SLEB	LOC108150751|XP_017134533.1|DMIR, LOC108153450|XP_017138959.1|DMIR
OG0000072	LOC115625138|XP_030375920.1|SLEB	LOC108160257|XP_017149612.1|DMIR
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC108159396|XP_017148120.1|DMIR
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC108160256|XP_017149611.1|DMIR
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC108159670|XP_017148639.1|DMIR
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC108150973|XP_017134799.1|DMIR
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC108154478|XP_017140245.1|DMIR
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC108152480|XP_017137342.1|DMIR
OG0000075	LOC115622150|XP_030371879.1|SLEB	LOC108153054|XP_017138314.1|DMIR
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC108152524|XP_017137414.2|DMIR, LOC117186297|XP_033242756.1|DMIR
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC108153482|XP_017139010.2|DMIR, LOC117186298|XP_033242757.1|DMIR
OG0000075	LOC115622151|XP_030371880.1|SLEB	LOC108153055|XP_017138316.1|DMIR
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC108153442|XP_033243040.1|DMIR
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC108157401|XP_017144934.1|DMIR, LOC108157400|XP_033245750.1|DMIR
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC108164834|XP_017156246.1|DMIR
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC108164833|XP_017156244.1|DMIR
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC108160223|XP_017149562.1|DMIR, LOC117192706|XP_033253334.1|DMIR
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC108155784|XP_017142333.1|DMIR, LOC117187257|XP_033245457.1|DMIR
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC117188092|XP_033247312.1|DMIR, LOC108160444|XP_017149943.2|DMIR
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC108154903|XP_017140844.1|DMIR
OG0000078	LOC115624829|XP_030375536.1|SLEB	LOC117194045|XP_033254578.1|DMIR, LOC108160985|XP_017150777.1|DMIR
OG0000078	LOC115624752|XP_030375442.1|SLEB	LOC108164311|XP_017155449.1|DMIR, LOC108154102|XP_017139713.1|DMIR, LOC108153359|XP_017138814.1|DMIR
OG0000078	LOC115620798|XP_030370081.1|SLEB	LOC108157815|XP_017145503.1|DMIR
OG0000078	LOC115627604|XP_030379186.1|SLEB	LOC108164827|XP_033245184.1|DMIR
OG0000078	LOC115627905|XP_030379660.1|SLEB	LOC108165160|XP_017156716.1|DMIR
OG0000079	LOC115631581|XP_030384238.1|SLEB	LOC108163877|XP_017154880.1|DMIR
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC108158041|XP_033248348.1|DMIR, LOC108159968|XP_017149140.2|DMIR
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC108160659|XP_017150285.1|DMIR
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC108153681|XP_017139286.1|DMIR
OG0000082	LOC115631916|XP_030384627.1|SLEB	LOC108160171|XP_017149484.1|DMIR
OG0000082	LOC115620211|XP_030369208.1|SLEB	LOC108156489|XP_017143463.1|DMIR
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC108154939|XP_017140918.1|DMIR
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC108162999|XP_017153506.2|DMIR
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC108159903|XP_017149014.2|DMIR, LOC117188199|XP_033247571.1|DMIR
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC108158575|XP_017146505.1|DMIR, LOC117194181|XP_033254729.1|DMIR
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC108158119|XP_017145785.1|DMIR, LOC117185844|XP_033253177.1|DMIR
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC117194899|XP_033255253.1|DMIR, LOC117187923|XP_033246769.1|DMIR, LOC117187905|XP_033246736.1|DMIR, LOC117187907|XP_033246740.1|DMIR, LOC117187906|XP_033246738.1|DMIR
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC108161399|XP_017151137.1|DMIR
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC108162440|XP_017152666.1|DMIR
OG0000087	LOC115626069|XP_030377182.1|SLEB	LOC108161407|XP_017151147.1|DMIR
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC108159653|XP_017148610.1|DMIR, LOC117187979|XP_033246931.1|DMIR
OG0000088	LOC115626364|XP_030377575.1|SLEB	LOC108162539|XP_017152811.1|DMIR
OG0000088	LOC115623096|XP_030373163.1|SLEB	LOC108154400|XP_017140155.1|DMIR
OG0000088	LOC115623093|XP_030373160.1|SLEB	LOC117191303|XP_033252100.1|DMIR, LOC117191299|XP_033252095.1|DMIR, LOC108159193|XP_033246299.1|DMIR, LOC108159192|XP_017147736.2|DMIR, LOC117191300|XP_033252096.1|DMIR, LOC117191301|XP_033252097.1|DMIR
OG0000088	LOC115622241|XP_030371997.1|SLEB	LOC108154436|XP_017140196.1|DMIR, LOC117191019|XP_033251887.1|DMIR
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC108155180|XP_017141339.1|DMIR
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC108152982|XP_017138197.1|DMIR
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC108158810|XP_017146987.1|DMIR
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC117193654|XP_033254284.1|DMIR, LOC108158808|XP_017146985.1|DMIR
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC108153204|XP_017138513.1|DMIR
OG0000090	LOC115624821|XP_030375529.1|SLEB	LOC108165393|XP_017156920.1|DMIR
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC108154728|XP_033244852.1|DMIR
OG0000091	LOC115630773|XP_030383287.1|SLEB, LOC115630433|XP_030382848.1|SLEB	LOC108162520|XP_017152790.1|DMIR
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC108156561|XP_017143573.1|DMIR
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC108154383|XP_017140136.2|DMIR, LOC108155576|XP_017141967.1|DMIR
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC108154687|XP_017140524.1|DMIR
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC108157456|XP_017145017.1|DMIR
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC108157764|XP_017145435.1|DMIR, LOC108157599|XP_017145216.1|DMIR
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC108162786|XP_017153175.1|DMIR
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC117192257|XP_033252810.1|DMIR, LOC117187821|XP_033246573.1|DMIR, LOC108159687|XP_017148682.2|DMIR
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC108158545|XP_017146446.1|DMIR
OG0000094	LOC115622394|XP_030372178.1|SLEB	LOC108152816|XP_017137892.1|DMIR
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC108153924|XP_017139508.1|DMIR
OG0000096	LOC115621238|XP_030370689.1|SLEB	LOC108156075|XP_017142850.1|DMIR
OG0000096	LOC115620727|XP_030369967.1|SLEB	LOC108156414|XP_017143351.1|DMIR
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC108163796|XP_017154775.1|DMIR
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC108154822|XP_017140713.1|DMIR
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC108155152|XP_017141305.1|DMIR
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC108155138|XP_017141293.2|DMIR
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC108164818|XP_017156227.1|DMIR
OG0000100	LOC115629849|XP_030382290.1|SLEB	LOC117188288|XP_033247762.1|DMIR, LOC117185793|XP_033254319.1|DMIR
OG0000100	LOC115620196|XP_030369189.1|SLEB	LOC108155492|XP_017141806.1|DMIR
OG0000100	LOC115621551|XP_030371080.1|SLEB	LOC108155491|XP_017141804.1|DMIR
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC108152627|XP_017137590.1|DMIR
OG0000101	LOC115634418|XP_030387984.1|SLEB	LOC108152630|XP_017137599.1|DMIR, LOC108152633|XP_017137601.1|DMIR
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC108160538|XP_017150092.1|DMIR
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC108160481|XP_017149990.1|DMIR
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC108151915|XP_017136317.1|DMIR, LOC108152405|XP_017137197.1|DMIR, LOC108152404|XP_017137196.1|DMIR
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC117193096|XP_033253709.1|DMIR, LOC108159675|XP_017148654.1|DMIR
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC108153245|XP_017138576.1|DMIR
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC108163569|XP_017154425.1|DMIR
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC108153719|XP_017139336.1|DMIR
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB	LOC108154606|XP_017140412.2|DMIR
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC108153878|XP_033245780.1|DMIR
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC108154531|XP_017140324.1|DMIR, LOC108157829|XP_033245806.1|DMIR
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC108157967|XP_017145602.1|DMIR, LOC108161182|XP_017150891.2|DMIR, LOC108157966|XP_017145601.1|DMIR
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC117188856|XP_033249259.1|DMIR, LOC117188857|XP_033249260.1|DMIR, LOC108164128|XP_017155216.2|DMIR
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC108164043|XP_017155110.2|DMIR
OG0000110	LOC115628356|XP_030380291.1|SLEB	LOC108165577|XP_017157139.1|DMIR
OG0000110	LOC115628263|XP_030380142.1|SLEB	LOC108165536|XP_017157099.1|DMIR
OG0000110	LOC115628416|XP_030380363.1|SLEB	LOC108153747|XP_017139366.1|DMIR
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC108153676|XP_017139281.1|DMIR
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC108160984|XP_017150776.1|DMIR, LOC117193485|XP_033254126.1|DMIR, LOC108158177|XP_017145883.1|DMIR
OG0000112	LOC115629158|XP_030381390.1|SLEB	LOC108164775|XP_017156184.1|DMIR
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC108165219|XP_017156755.1|DMIR
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC108157232|XP_017144677.1|DMIR, LOC108157362|XP_017144874.1|DMIR, LOC108151824|XP_017136184.1|DMIR, LOC108164821|XP_017156232.1|DMIR
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC108162507|XP_017152772.1|DMIR
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC108162508|XP_017152773.1|DMIR
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC108156910|XP_017144148.1|DMIR
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	LOC108157585|XP_017145198.1|DMIR, LOC108154328|XP_017140079.1|DMIR
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	LOC108157778|XP_017145457.1|DMIR, LOC108157702|XP_017145362.1|DMIR, LOC108157786|XP_017145465.1|DMIR
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC108162627|XP_017152939.2|DMIR
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC108162628|XP_017152940.2|DMIR
OG0000117	LOC115626181|XP_030377318.1|SLEB	LOC108161119|XP_033248742.1|DMIR
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC108162472|XP_017152711.1|DMIR
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC108165023|XP_017156548.1|DMIR
OG0000119	LOC115625335|XP_030376220.1|SLEB	LOC108156728|XP_017143872.1|DMIR
OG0000119	LOC115625475|XP_030376385.1|SLEB	LOC108154494|XP_017140284.1|DMIR
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC108154395|XP_017140149.1|DMIR
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC108164784|XP_017156196.1|DMIR
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC117185973|XP_033251039.1|DMIR, LOC108160032|XP_017149260.1|DMIR
OG0000120	LOC115630403|XP_030382790.1|SLEB	LOC108157979|XP_017145617.1|DMIR
OG0000120	LOC115628235|XP_030380109.1|SLEB	LOC108151726|XP_017135992.1|DMIR
OG0000121	LOC115625542|XP_030376479.1|SLEB	LOC108153203|XP_017138517.1|DMIR
OG0000121	LOC115625267|XP_030376127.1|SLEB	LOC108156155|XP_017142969.1|DMIR
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC108161700|XP_017151502.1|DMIR
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC108164727|XP_017156108.1|DMIR
OG0000122	LOC115631897|XP_030384606.1|SLEB	LOC108163637|XP_017154537.1|DMIR
OG0000123	LOC115634239|XP_030387693.1|SLEB	LOC108159114|XP_017147585.2|DMIR, LOC117188072|XP_033247262.1|DMIR
OG0000123	LOC115624223|XP_030374697.1|SLEB	LOC108157055|XP_017144373.1|DMIR
OG0000123	LOC115624192|XP_030374649.1|SLEB	LOC108157056|XP_033245914.1|DMIR
OG0000124	LOC115633905|XP_030387269.1|SLEB	LOC108160897|XP_017150658.1|DMIR
