Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0000048	LOC115632621|XP_030385709.1|SLEB, LOC115632620|XP_030385708.1|SLEB	LOC120770488|XP_039953937.1|BTRY, LOC120782877|XP_039971357.1|BTRY, LOC120777798|XP_039965264.1|BTRY, LOC120778212|XP_039965903.1|BTRY, LOC120777799|XP_039965266.1|BTRY, LOC120778322|XP_039966052.1|BTRY, LOC120778227|XP_039965918.1|BTRY, LOC120778460|XP_039966194.1|BTRY
OG0000048	LOC115632159|XP_030385047.1|SLEB	LOC120770486|XP_039953934.1|BTRY
OG0000049	LOC115631187|XP_030383738.1|SLEB	LOC120782870|XP_039971347.1|BTRY
OG0000049	LOC115625471|XP_030376380.1|SLEB	LOC120782209|XP_039970301.1|BTRY
OG0000049	LOC115625469|XP_030376378.1|SLEB	LOC120781673|XP_039969832.1|BTRY
OG0000049	LOC115625467|XP_030376376.1|SLEB, LOC115625232|XP_030376077.1|SLEB	LOC120782186|XP_039970263.1|BTRY, LOC120782627|XP_039970929.1|BTRY
OG0000049	LOC115621014|XP_030370394.1|SLEB	LOC120772847|XP_039957638.1|BTRY
OG0000050	LOC115632844|XP_030385961.1|SLEB, LOC115632845|XP_030385962.1|SLEB, LOC115632843|XP_030385960.1|SLEB, LOC115632842|XP_030385959.1|SLEB	LOC120778411|XP_039966128.1|BTRY
OG0000051	LOC115624036|XP_030374474.1|SLEB	LOC120776450|XP_039963045.1|BTRY
OG0000051	LOC115632496|XP_030385533.1|SLEB, LOC115620987|XP_030370367.1|SLEB	LOC120782523|XP_039970766.1|BTRY, LOC120766330|XP_039947687.1|BTRY
OG0000052	LOC115621355|XP_030370842.1|SLEB, LOC115621366|XP_030370854.1|SLEB	LOC120771792|XP_039955923.1|BTRY, LOC120772636|XP_039957293.1|BTRY, LOC120772635|XP_039957292.1|BTRY, LOC120772637|XP_039957294.1|BTRY
OG0000053	LOC115624400|XP_030374993.1|SLEB, LOC115621737|XP_030371331.1|SLEB	LOC120770153|XP_039953281.1|BTRY
OG0000053	LOC115634038|XP_030387442.1|SLEB	LOC120770564|XP_039954076.1|BTRY
OG0000053	LOC115634037|XP_030387441.1|SLEB	LOC120770562|XP_039954075.1|BTRY
OG0000053	LOC115634626|XP_030388341.1|SLEB	LOC120771115|XP_039954899.1|BTRY, LOC120772335|XP_039956813.1|BTRY, LOC120771116|XP_039954900.1|BTRY
OG0000054	LOC115623474|XP_030373700.1|SLEB, LOC115624032|XP_030374469.1|SLEB	LOC120766688|XP_039948268.1|BTRY, LOC120773479|XP_039958337.1|BTRY
OG0000054	LOC115623633|XP_030373934.1|SLEB, LOC115624033|XP_030374471.1|SLEB	LOC120766314|XP_039947666.1|BTRY, LOC120771817|XP_039955972.1|BTRY, LOC120766166|XP_039947447.1|BTRY
OG0000055	LOC115621100|XP_030370499.1|SLEB, LOC115621082|XP_030370472.1|SLEB, LOC115621350|XP_030370832.1|SLEB	LOC120767407|XP_039949383.1|BTRY, LOC120767396|XP_039949357.1|BTRY, LOC120779292|XP_039967439.1|BTRY, LOC120779293|XP_039967441.1|BTRY, LOC120767398|XP_039949371.1|BTRY, LOC120767423|XP_039949402.1|BTRY, LOC120767442|XP_039949442.1|BTRY, LOC120767412|XP_039949391.1|BTRY, LOC120767431|XP_039949416.1|BTRY, LOC120767391|XP_039949342.1|BTRY, LOC120767434|XP_039949431.1|BTRY, LOC120778647|XP_039966497.1|BTRY, LOC120767385|XP_039949328.1|BTRY
OG0000056	LOC115626734|XP_030378039.1|SLEB, LOC115626727|XP_030378033.1|SLEB	LOC120773463|XP_039958298.1|BTRY, LOC120773462|XP_039958296.1|BTRY, LOC120773461|XP_039958295.1|BTRY
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC120775660|XP_039961862.1|BTRY
OG0000057	LOC115620011|XP_030368972.1|SLEB	LOC120781175|XP_039969232.1|BTRY
OG0000057	LOC115630052|XP_030382544.1|SLEB	LOC120780782|XP_039968968.1|BTRY
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB, LOC115629610|XP_030381967.1|SLEB	LOC120778110|XP_039965747.1|BTRY, LOC120778815|XP_039966755.1|BTRY, LOC120777383|XP_039964608.1|BTRY
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB, LOC115621373|XP_030370860.1|SLEB, LOC115621338|XP_030370817.1|SLEB, LOC115621386|XP_030370879.1|SLEB, LOC115620757|XP_030370013.1|SLEB	LOC120780097|XP_039968312.1|BTRY, LOC120780106|XP_039968325.1|BTRY, LOC120775512|XP_039961658.1|BTRY, LOC120778400|XP_039966151.1|BTRY, LOC120781731|XP_039969904.1|BTRY, LOC120782205|XP_039970291.1|BTRY, LOC120766699|XP_039948281.1|BTRY, LOC120782168|XP_039970239.1|BTRY, LOC120775546|XP_039961709.1|BTRY
OG0000060	LOC115629930|XP_030382394.1|SLEB, LOC115629929|XP_030382393.1|SLEB	LOC120775432|XP_039961551.1|BTRY
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC120768177|XP_039950680.1|BTRY
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC120768964|XP_039951692.1|BTRY
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC120768474|XP_039951115.1|BTRY, LOC120768583|XP_039951274.1|BTRY
OG0000062	LOC115632573|XP_030385654.1|SLEB, LOC115621328|XP_030370808.1|SLEB, LOC115627142|XP_030378579.1|SLEB, LOC115629024|XP_030381181.1|SLEB, LOC115625981|XP_030377087.1|SLEB, LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB, LOC115626105|XP_030377218.1|SLEB	LOC120769500|XP_039952465.1|BTRY, LOC120766206|XP_039947509.1|BTRY, LOC120779328|XP_039967463.1|BTRY, LOC120775291|XP_039961384.1|BTRY, LOC120771826|XP_039955989.1|BTRY, LOC120769103|XP_039951898.1|BTRY, LOC120767422|XP_039949399.1|BTRY, LOC120767417|XP_039949393.1|BTRY, LOC120767416|XP_039949392.1|BTRY, LOC120767418|XP_039949395.1|BTRY, LOC120767419|XP_039949396.1|BTRY, LOC120767415|XP_039949390.1|BTRY, LOC120767420|XP_039949397.1|BTRY, LOC120767414|XP_039949389.1|BTRY, LOC120767411|XP_039949387.1|BTRY, LOC120776617|XP_039963346.1|BTRY
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC120774802|XP_039960529.1|BTRY, LOC120775030|XP_039960920.1|BTRY, LOC120776056|XP_039962449.1|BTRY
OG0000063	LOC115622384|XP_030372168.1|SLEB, LOC115622972|XP_030372983.1|SLEB, LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC120782455|XP_039970679.1|BTRY, LOC120777941|XP_039965477.1|BTRY
OG0000064	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB	LOC120773777|XP_039958799.1|BTRY, LOC120779890|XP_039968172.1|BTRY, LOC120773779|XP_039958802.1|BTRY, LOC120779972|XP_039968205.1|BTRY, LOC120768770|XP_039951469.1|BTRY, LOC120770674|XP_039954196.1|BTRY, LOC120781838|XP_039969993.1|BTRY, LOC120774619|XP_039960279.1|BTRY, LOC120773399|XP_039958228.1|BTRY, LOC120766917|XP_039948597.1|BTRY, LOC120780118|XP_039968334.1|BTRY
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC120779665|XP_039967959.1|BTRY, LOC120779680|XP_039967975.1|BTRY, LOC120782495|XP_039970733.1|BTRY
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB, LOC115625501|XP_030376421.1|SLEB, LOC115624182|XP_030374638.1|SLEB, LOC115622362|XP_030372137.1|SLEB	LOC120773490|XP_039958365.1|BTRY
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC120778614|XP_039966425.1|BTRY
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC120772621|XP_039957270.1|BTRY
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC120778613|XP_039966424.1|BTRY
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC120776119|XP_039962576.1|BTRY
OG0000069	LOC115625486|XP_030376395.1|SLEB	LOC120769525|XP_039952497.1|BTRY
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC120775533|XP_039961688.1|BTRY, LOC120776028|XP_039962406.1|BTRY, LOC120774314|XP_039959783.1|BTRY, LOC120774316|XP_039959788.1|BTRY, LOC120774315|XP_039959784.1|BTRY
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC120775922|XP_039962258.1|BTRY
OG0000070	LOC115625715|XP_030376721.1|SLEB, LOC115625716|XP_030376722.1|SLEB	LOC120774551|XP_039960215.1|BTRY
OG0000071	LOC115624679|XP_030375338.1|SLEB, LOC115624678|XP_030375337.1|SLEB	LOC120778566|XP_039966364.1|BTRY, LOC120778407|XP_039966125.1|BTRY
OG0000072	LOC115625138|XP_030375920.1|SLEB	LOC120771304|XP_039955172.1|BTRY
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC120772988|XP_039957836.1|BTRY
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC120771756|XP_039955872.1|BTRY
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC120770531|XP_039954016.1|BTRY
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC120773570|XP_039958474.1|BTRY
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC120766419|XP_039947816.1|BTRY
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC120778910|XP_039966891.1|BTRY
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC120776593|XP_039963300.1|BTRY
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC120776389|XP_039962933.1|BTRY, LOC120778794|XP_039966728.1|BTRY, LOC120778726|XP_039966624.1|BTRY, LOC120778602|XP_039966409.1|BTRY, LOC120778440|XP_039966162.1|BTRY
OG0000075	LOC115622151|XP_030371880.1|SLEB	LOC120776388|XP_039962932.1|BTRY
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC120778972|XP_039966981.1|BTRY
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC120773465|XP_039958303.1|BTRY, LOC120773464|XP_039958300.1|BTRY
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC120773985|XP_039959178.1|BTRY
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC120770520|XP_039953996.1|BTRY
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC120766987|XP_039948728.1|BTRY
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC120771294|XP_039955159.1|BTRY
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC120767550|XP_039949648.1|BTRY
OG0000078	LOC115624829|XP_030375536.1|SLEB, LOC115624752|XP_030375442.1|SLEB, LOC115620798|XP_030370081.1|SLEB, LOC115627604|XP_030379186.1|SLEB, LOC115627905|XP_030379660.1|SLEB	LOC120776000|XP_039962366.1|BTRY, LOC120775042|XP_039960952.1|BTRY
OG0000079	LOC115631683|XP_030384359.1|SLEB, LOC115631582|XP_030384239.1|SLEB, LOC115631820|XP_030384517.1|SLEB, LOC115631935|XP_030384646.1|SLEB, LOC115631581|XP_030384238.1|SLEB	LOC120769799|XP_039952920.1|BTRY
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC120770830|XP_039954353.1|BTRY, LOC120772997|XP_039957842.1|BTRY, LOC120772996|XP_039957841.1|BTRY
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC120772075|XP_039956403.1|BTRY, LOC120772172|XP_039956551.1|BTRY
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC120778160|XP_039965820.1|BTRY
OG0000082	LOC115631916|XP_030384627.1|SLEB, LOC115620211|XP_030369208.1|SLEB	LOC120782787|XP_039971189.1|BTRY
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC120766890|XP_039948574.1|BTRY, LOC120766889|XP_039948573.1|BTRY
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC120767865|XP_039950113.1|BTRY
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC120781256|XP_039969343.1|BTRY
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC120770047|XP_039953099.1|BTRY, LOC120768058|XP_039950510.1|BTRY, LOC120771201|XP_039955035.1|BTRY
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC120770283|XP_039953552.1|BTRY
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC120768924|XP_039951637.1|BTRY
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC120769645|XP_039952684.1|BTRY, LOC120769435|XP_039952350.1|BTRY
OG0000087	LOC115626069|XP_030377182.1|SLEB	LOC120769086|XP_039951880.1|BTRY
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC120773069|XP_039957940.1|BTRY
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC120766628|XP_039948178.1|BTRY
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC120778537|XP_039966313.1|BTRY
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC120771351|XP_039955235.1|BTRY
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC120771989|XP_039956278.1|BTRY
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC120772488|XP_039957068.1|BTRY, LOC120771988|XP_039956277.1|BTRY
OG0000090	LOC115623090|XP_030373157.1|SLEB	LOC120771986|XP_039956274.1|BTRY, LOC120771987|XP_039956276.1|BTRY
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC120780252|XP_039968448.1|BTRY
OG0000091	LOC115630773|XP_030383287.1|SLEB, LOC115630433|XP_030382848.1|SLEB	LOC120769362|XP_039952257.1|BTRY
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC120773577|XP_039958502.1|BTRY
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC120777245|XP_039964375.1|BTRY, LOC120766362|XP_039947726.1|BTRY
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC120782357|XP_039970530.1|BTRY
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC120782888|XP_039971370.1|BTRY
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC120782541|XP_039970806.1|BTRY
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC120768178|XP_039950676.1|BTRY
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC120774454|XP_039960036.1|BTRY
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC120772633|XP_039957290.1|BTRY, LOC120772634|XP_039957291.1|BTRY, LOC120781795|XP_039969955.1|BTRY, LOC120781757|XP_039969927.1|BTRY, LOC120781762|XP_039969932.1|BTRY, LOC120781776|XP_039969940.1|BTRY
OG0000096	LOC115621238|XP_030370689.1|SLEB, LOC115620727|XP_030369967.1|SLEB	LOC120768952|XP_039951675.1|BTRY
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC120768465|XP_039951102.1|BTRY, LOC120768467|XP_039951105.1|BTRY, LOC120768466|XP_039951104.1|BTRY, LOC120768468|XP_039951106.1|BTRY, LOC120767637|XP_039949738.1|BTRY, LOC120767636|XP_039949737.1|BTRY, LOC120769373|XP_039952272.1|BTRY, LOC120768601|XP_039951297.1|BTRY, LOC120769075|XP_039951869.1|BTRY, LOC120769214|XP_039952041.1|BTRY, LOC120769063|XP_039951852.1|BTRY, LOC120769257|XP_039952092.1|BTRY, LOC120768464|XP_039951101.1|BTRY, LOC120768463|XP_039951100.1|BTRY
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC120777511|XP_039964811.1|BTRY
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC120773643|XP_039958585.1|BTRY
OG0000099	LOC115622299|XP_030372063.1|SLEB	LOC120773645|XP_039958586.1|BTRY
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC120773585|XP_039958507.1|BTRY
OG0000101	LOC115634421|XP_030387988.1|SLEB	LOC120776874|XP_039963866.1|BTRY
OG0000101	LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB	LOC120776871|XP_039963862.1|BTRY
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC120776875|XP_039963867.1|BTRY
OG0000101	LOC115634418|XP_030387984.1|SLEB	LOC120776632|XP_039963382.1|BTRY
OG0000101	LOC115634012|XP_030387400.1|SLEB	LOC120776631|XP_039963381.1|BTRY
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC120770301|XP_039953601.1|BTRY, LOC120770302|XP_039953602.1|BTRY
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC120768179|XP_039950679.1|BTRY, LOC120768056|XP_039950507.1|BTRY, LOC120771676|XP_039955732.1|BTRY, LOC120777852|XP_039965328.1|BTRY
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC120777733|XP_039965157.1|BTRY, LOC120776555|XP_039963241.1|BTRY
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC120771914|XP_039956135.1|BTRY, LOC120772128|XP_039956478.1|BTRY
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC120778142|XP_039965799.1|BTRY, LOC120778141|XP_039965798.1|BTRY
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC120766497|XP_039947982.1|BTRY, LOC120766343|XP_039947703.1|BTRY, LOC120778118|XP_039965756.1|BTRY
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC120778612|XP_039966423.1|BTRY, LOC120778866|XP_039966836.1|BTRY, LOC120779052|XP_039967120.1|BTRY, LOC120778973|XP_039966995.1|BTRY
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC120782639|XP_039970941.1|BTRY, LOC120767012|XP_039948769.1|BTRY
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC120782189|XP_039970265.1|BTRY
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC120770816|XP_039954328.1|BTRY
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC120768593|XP_039951288.1|BTRY
OG0000110	LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB	LOC120777572|XP_039964910.1|BTRY, LOC120778881|XP_039966858.1|BTRY
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC120778906|XP_039966885.1|BTRY, LOC120777638|XP_039965025.1|BTRY
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC120771785|XP_039955913.1|BTRY, LOC120771525|XP_039955516.1|BTRY, LOC120771526|XP_039955517.1|BTRY, LOC120771524|XP_039955515.1|BTRY
OG0000112	LOC115629158|XP_030381390.1|SLEB	LOC120776060|XP_039962460.1|BTRY
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC120773601|XP_039958533.1|BTRY, LOC120773600|XP_039958532.1|BTRY, LOC120773604|XP_039958538.1|BTRY, LOC120773603|XP_039958537.1|BTRY, LOC120773732|XP_039958723.1|BTRY
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC120771011|XP_039954717.1|BTRY, LOC120782768|XP_039971165.1|BTRY
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC120767657|XP_039949763.1|BTRY, LOC120774073|XP_039959325.1|BTRY, LOC120767655|XP_039949762.1|BTRY
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC120767658|XP_039949764.1|BTRY
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC120782355|XP_039970525.1|BTRY
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC120769109|XP_039951905.1|BTRY
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC120769110|XP_039951906.1|BTRY
OG0000117	LOC115626180|XP_030377317.1|SLEB	LOC120769113|XP_039951909.1|BTRY
OG0000117	LOC115626181|XP_030377318.1|SLEB	LOC120769111|XP_039951907.1|BTRY
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC120777410|XP_039964643.1|BTRY
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC120774742|XP_039960431.1|BTRY
OG0000119	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB	LOC120781461|XP_039969618.1|BTRY, LOC120779615|XP_039967898.1|BTRY, LOC120782241|XP_039970343.1|BTRY, LOC120772767|XP_039957513.1|BTRY
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC120766714|XP_039948293.1|BTRY
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC120775661|XP_039961863.1|BTRY
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC120772192|XP_039956592.1|BTRY
OG0000120	LOC115630403|XP_030382790.1|SLEB, LOC115628235|XP_030380109.1|SLEB	LOC120775789|XP_039962063.1|BTRY
OG0000121	LOC115625321|XP_030376202.1|SLEB, LOC115625542|XP_030376479.1|SLEB	LOC120780196|XP_039968399.1|BTRY, LOC120780541|XP_039968740.1|BTRY, LOC120777121|XP_039964203.1|BTRY
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC120768461|XP_039951097.1|BTRY
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC120771261|XP_039955113.1|BTRY
OG0000122	LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB	LOC120767410|XP_039949386.1|BTRY
OG0000123	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB	LOC120779679|XP_039968002.1|BTRY, LOC120779752|XP_039968092.1|BTRY
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC120779426|XP_039967569.1|BTRY
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC120770437|XP_039953842.1|BTRY
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB	LOC120774136|XP_039959456.1|BTRY
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	LOC120779597|XP_039967879.1|BTRY
OG0000127	LOC115624150|XP_030374607.1|SLEB	LOC120779739|XP_039968050.1|BTRY
OG0000128	LOC115627037|XP_030378429.1|SLEB	LOC120772126|XP_039956474.1|BTRY, LOC120771684|XP_039955749.1|BTRY, LOC120770982|XP_039954658.1|BTRY, LOC120770983|XP_039954659.1|BTRY, LOC120770984|XP_039954660.1|BTRY
OG0000129	LOC115633252|XP_030386513.1|SLEB	LOC120775214|XP_039961211.1|BTRY
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	LOC120767577|XP_039949656.1|BTRY
OG0000130	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB	LOC120777985|XP_039965558.1|BTRY
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC120782179|XP_039970256.1|BTRY
OG0000132	LOC115631441|XP_030384043.1|SLEB	LOC120767643|XP_039949749.1|BTRY, LOC120767644|XP_039949750.1|BTRY
OG0000132	LOC115624363|XP_030374882.1|SLEB	LOC120768834|XP_039951523.1|BTRY
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC120774903|XP_039960709.1|BTRY
OG0000134	LOC115629363|XP_030381677.1|SLEB, LOC115631566|XP_030384216.1|SLEB	LOC120768520|XP_039951184.1|BTRY
OG0000137	LOC115632206|XP_030385118.1|SLEB	LOC120776700|XP_039963518.1|BTRY
OG0000137	LOC115621775|XP_030371387.1|SLEB	LOC120767078|XP_039948875.1|BTRY
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC120776444|XP_039963035.1|BTRY
OG0000141	LOC115632354|XP_030385324.1|SLEB	LOC120778104|XP_039965740.1|BTRY, LOC120778105|XP_039965741.1|BTRY, LOC120778041|XP_039965650.1|BTRY
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC120777727|XP_039965152.1|BTRY
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC120774337|XP_039959830.1|BTRY
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC120776475|XP_039963084.1|BTRY
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC120769364|XP_039952263.1|BTRY
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC120773797|XP_039958834.1|BTRY
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC120768115|XP_039950597.1|BTRY
OG0000145	LOC115627757|XP_030379402.1|SLEB	LOC120774460|XP_039960049.1|BTRY
OG0000145	LOC115631049|XP_030383542.1|SLEB	LOC120767329|XP_039949207.1|BTRY
OG0000145	LOC115632005|XP_030384793.1|SLEB	LOC120767331|XP_039949208.1|BTRY
OG0000145	LOC115632004|XP_030384792.1|SLEB	LOC120767332|XP_039949209.1|BTRY
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC120769426|XP_039952342.1|BTRY
OG0000147	LOC115621832|XP_030371499.1|SLEB	LOC120771570|XP_039955573.1|BTRY
OG0000147	LOC115621833|XP_030371501.1|SLEB	LOC120771587|XP_039955596.1|BTRY
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC120767846|XP_039950077.1|BTRY
OG0000149	LOC115626190|XP_030377330.1|SLEB	LOC120774421|XP_039959984.1|BTRY
OG0000149	LOC115629267|XP_030381551.1|SLEB	LOC120774650|XP_039960308.1|BTRY
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	LOC120767670|XP_039949776.1|BTRY
OG0000151	LOC115622266|XP_030372028.1|SLEB	LOC120776428|XP_039963015.1|BTRY
OG0000151	LOC115622260|XP_030372021.1|SLEB	LOC120776430|XP_039963017.1|BTRY
OG0000151	LOC115622278|XP_030372040.1|SLEB	LOC120776426|XP_039963012.1|BTRY
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC120780845|XP_039969021.1|BTRY
OG0000153	LOC115621745|XP_030371339.1|SLEB	LOC120778419|XP_039966138.1|BTRY, LOC120779362|XP_039967493.1|BTRY
OG0000153	LOC115620210|XP_030369207.1|SLEB	LOC120766754|XP_039948361.1|BTRY
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB	LOC120781967|XP_039970078.1|BTRY
OG0000154	LOC115632597|XP_030385682.1|SLEB	LOC120769548|XP_039952531.1|BTRY, LOC120769219|XP_039952049.1|BTRY
OG0000155	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB	LOC120778597|XP_039966404.1|BTRY, LOC120778577|XP_039966374.1|BTRY, LOC120776977|XP_039964008.1|BTRY
