Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC6046704|XP_001863865.2|CQUI, LOC6046705|XP_001863866.1|CQUI, LOC6046699|XP_038111910.1|CQUI, LOC6046707|XP_001863868.2|CQUI, LOC6046702|XP_001863863.2|CQUI, LOC6046700|XP_001863862.1|CQUI, LOC6046706|XP_001863867.2|CQUI
OG0000087	LOC115626584|XP_030377826.1|SLEB, LOC115626069|XP_030377182.1|SLEB	LOC6046726|XP_001863885.1|CQUI, LOC6046725|XP_001863884.1|CQUI
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC6043654|XP_038106206.1|CQUI
OG0000088	LOC115626364|XP_030377575.1|SLEB, LOC115623096|XP_030373163.1|SLEB, LOC115623093|XP_030373160.1|SLEB, LOC115622241|XP_030371997.1|SLEB	LOC119768033|XP_038114253.1|CQUI
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC6051513|XP_001867948.1|CQUI
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC6044343|XP_001861873.1|CQUI
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC6036223|XP_001846298.2|CQUI, LOC6036139|XP_038118377.1|CQUI
OG0000090	LOC115633715|XP_030387039.1|SLEB, LOC115633696|XP_030387013.1|SLEB, LOC115628271|XP_030380155.1|SLEB, LOC115623090|XP_030373157.1|SLEB, LOC115624821|XP_030375529.1|SLEB	LOC6048426|XP_038107457.1|CQUI, LOC6048423|XP_038106295.1|CQUI
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC6037334|XP_038105758.1|CQUI
OG0000091	LOC115630773|XP_030383287.1|SLEB, LOC115630433|XP_030382848.1|SLEB, LOC115620680|XP_030369906.1|SLEB, LOC115621346|XP_030370826.1|SLEB	LOC6034718|XP_038115256.1|CQUI
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC6032151|XP_001842804.1|CQUI, LOC6039544|XP_001849142.2|CQUI
OG0000094	LOC115622394|XP_030372178.1|SLEB, LOC115622397|XP_030372182.1|SLEB, LOC115622395|XP_030372179.1|SLEB, LOC115633674|XP_030386987.1|SLEB, LOC115633665|XP_030386973.1|SLEB, LOC115621962|XP_030371670.1|SLEB	LOC6036946|XP_038120531.1|CQUI, LOC6036948|XP_038120528.1|CQUI, LOC6052036|XP_038120533.1|CQUI, LOC119768838|XP_038116183.1|CQUI, LOC6054728|XP_001870597.2|CQUI, LOC6052393|XP_001868672.1|CQUI, LOC6052389|XP_001868673.2|CQUI, LOC6036596|XP_038120440.1|CQUI, LOC6036597|XP_001846629.2|CQUI, LOC6046778|XP_001863915.2|CQUI, LOC6053269|XP_038104508.1|CQUI, LOC6053270|XP_001869386.2|CQUI, LOC6038134|XP_001847967.2|CQUI, LOC6039930|XP_001849428.2|CQUI
OG0000095	LOC115632467|XP_030385488.1|SLEB	LOC119769833|XP_038119458.1|CQUI, LOC119769291|XP_038117196.1|CQUI, LOC119770554|XP_038121568.1|CQUI
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC6045359|XP_001862746.1|CQUI, LOC6045356|XP_038104997.1|CQUI
OG0000099	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB	LOC6042285|XP_001851422.2|CQUI, LOC6054549|XP_038116742.1|CQUI, LOC6042289|XP_038114746.1|CQUI
OG0000101	LOC115634421|XP_030387988.1|SLEB, LOC115634430|XP_030387997.1|SLEB, LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB, LOC115623200|XP_030373296.1|SLEB, LOC115634418|XP_030387984.1|SLEB, LOC115634012|XP_030387400.1|SLEB	LOC6031031|XP_038120612.1|CQUI
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC6042849|XP_038117049.1|CQUI, LOC6037140|XP_001847080.2|CQUI, LOC6036514|XP_038106639.1|CQUI, LOC6050891|XP_001867414.2|CQUI, LOC6050894|XP_038117044.1|CQUI
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC6039374|XP_038104844.1|CQUI
OG0000103	LOC115632516|XP_030385569.1|SLEB, LOC115633245|XP_030386506.1|SLEB	LOC6045942|XP_001863219.2|CQUI, LOC6040622|XP_001849990.2|CQUI, LOC6040623|XP_001849991.2|CQUI, LOC6040621|XP_001849989.2|CQUI, LOC6051635|XP_038111149.1|CQUI
OG0000104	LOC115632802|XP_030385913.1|SLEB, LOC115632724|XP_030385830.1|SLEB	LOC6050831|XP_038120913.1|CQUI, LOC6053183|XP_038120915.1|CQUI
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB, LOC115625391|XP_030376288.1|SLEB, LOC115625387|XP_030376285.1|SLEB	LOC6047452|XP_038116619.1|CQUI
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC6033915|XP_038109440.1|CQUI, LOC6033917|XP_001844306.2|CQUI, LOC6033910|XP_001844299.2|CQUI, LOC6033911|XP_001844300.2|CQUI, LOC6031197|XP_001842037.2|CQUI, LOC6033913|XP_001844302.2|CQUI
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC6033920|XP_038105634.1|CQUI, LOC6033912|XP_001844301.1|CQUI
OG0000110	LOC115628356|XP_030380291.1|SLEB, LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB, LOC115628221|XP_030380076.1|SLEB	LOC6043136|XP_001856160.2|CQUI, LOC6043134|XP_001856143.2|CQUI, LOC6043130|XP_001856154.2|CQUI
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC6047827|XP_001864828.1|CQUI, LOC6045849|XP_001863137.1|CQUI, LOC6045843|XP_001863132.1|CQUI, LOC6045847|XP_001863135.1|CQUI, LOC119768008|XP_038114190.1|CQUI, LOC6053278|XP_038106379.1|CQUI
OG0000112	LOC115629158|XP_030381390.1|SLEB, LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC6049010|XP_001865843.2|CQUI, LOC6049009|XP_001865842.2|CQUI
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC6046965|XP_001864079.2|CQUI, LOC6044592|XP_001862083.2|CQUI
OG0000115	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB	LOC119769062|XP_038116882.1|CQUI, LOC119769300|XP_038117204.1|CQUI, LOC119770503|XP_038121428.1|CQUI, LOC119767757|XP_038113112.1|CQUI, LOC119769036|XP_038116847.1|CQUI, LOC119768898|XP_038116610.1|CQUI, LOC119770514|XP_038121445.1|CQUI, LOC119768934|XP_038116682.1|CQUI, LOC119768953|XP_038116721.1|CQUI, LOC119768578|XP_038114539.1|CQUI, LOC119768960|XP_038116731.1|CQUI, LOC119766209|XP_038106571.1|CQUI, LOC119766471|XP_038106957.1|CQUI, LOC119770116|XP_038120368.1|CQUI, LOC119769253|XP_038117117.1|CQUI, LOC119767398|XP_038111831.1|CQUI, LOC119768979|XP_038116773.1|CQUI, LOC119770429|XP_038121252.1|CQUI, LOC119769087|XP_038116918.1|CQUI, LOC119766175|XP_038106534.1|CQUI, LOC119766067|XP_038106370.1|CQUI, LOC119768902|XP_038116615.1|CQUI, LOC119766513|XP_038107030.1|CQUI, LOC119769021|XP_038116830.1|CQUI, LOC119766262|XP_038106630.1|CQUI, LOC119765938|XP_038106143.1|CQUI, LOC119766332|XP_038106741.1|CQUI, LOC119769159|XP_038116990.1|CQUI, LOC119770232|XP_038120614.1|CQUI, LOC119770238|XP_038120627.1|CQUI, LOC119765981|XP_038106218.1|CQUI, LOC119766230|XP_038106597.1|CQUI, LOC119768959|XP_038116730.1|CQUI, LOC119766174|XP_038106533.1|CQUI, LOC119769088|XP_038116919.1|CQUI, LOC119766139|XP_038106467.1|CQUI, LOC119769596|XP_038118601.1|CQUI, LOC119769973|XP_038119853.1|CQUI, LOC119770115|XP_038120358.1|CQUI, LOC119769326|XP_038117263.1|CQUI, LOC119769350|XP_038117313.1|CQUI, LOC119766163|XP_038106501.1|CQUI, LOC119766492|XP_038107002.1|CQUI, LOC119766358|XP_038106779.1|CQUI, LOC119765947|XP_038106156.1|CQUI
OG0000117	LOC115626178|XP_030377315.1|SLEB, LOC115626179|XP_030377316.1|SLEB, LOC115626180|XP_030377317.1|SLEB, LOC115626181|XP_030377318.1|SLEB	LOC6044863|XP_001862308.2|CQUI, LOC6044862|XP_001862307.2|CQUI
OG0000118	LOC115634140|XP_030387575.1|SLEB, LOC115626301|XP_030377489.1|SLEB	LOC6033809|XP_001844207.2|CQUI, LOC6033806|XP_001844204.2|CQUI, LOC6033808|XP_001844206.2|CQUI, LOC6033807|XP_001844205.2|CQUI, LOC6041750|XP_038121892.1|CQUI, LOC6053902|XP_001869908.1|CQUI, LOC6053959|XP_001869955.1|CQUI
OG0000119	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB, LOC115625305|XP_030376184.1|SLEB	LOC6044949|XP_001862378.2|CQUI, LOC6046977|XP_001864093.2|CQUI, LOC119769962|XP_038119808.1|CQUI, LOC6046996|XP_038106290.1|CQUI, LOC6033931|XP_001844320.2|CQUI
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC6045947|XP_001863227.1|CQUI
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC6036207|XP_038120021.1|CQUI
OG0000121	LOC115625321|XP_030376202.1|SLEB, LOC115625542|XP_030376479.1|SLEB, LOC115625267|XP_030376127.1|SLEB	LOC6033966|XP_001844354.1|CQUI
OG0000122	LOC115630753|XP_030383267.1|SLEB, LOC115628730|XP_030380794.1|SLEB, LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB	LOC6053007|XP_038121709.1|CQUI, LOC6045479|XP_038121706.1|CQUI
OG0000123	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB	LOC6053923|XP_001869927.2|CQUI, LOC6038440|XP_038105029.1|CQUI
OG0000124	LOC115634165|XP_030387606.1|SLEB, LOC115634224|XP_030387675.1|SLEB, LOC115634492|XP_030388108.1|SLEB, LOC115634494|XP_030388111.1|SLEB, LOC115633905|XP_030387269.1|SLEB, LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC6034071|XP_001844446.1|CQUI
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC6045001|XP_038105443.1|CQUI
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB	LOC119766922|XP_038109348.1|CQUI, LOC119767501|XP_038112167.1|CQUI, LOC6035903|XP_001846016.1|CQUI
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB	LOC6037843|XP_038111453.1|CQUI
OG0000128	LOC115627037|XP_030378429.1|SLEB, LOC115634167|XP_030387611.1|SLEB	LOC6043355|XP_038120797.1|CQUI
OG0000129	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	LOC6040494|XP_038119684.1|CQUI
OG0000130	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB	LOC6037744|XP_001847624.2|CQUI
OG0000132	LOC115631441|XP_030384043.1|SLEB, LOC115624363|XP_030374882.1|SLEB	LOC6031739|XP_001842458.2|CQUI, LOC6047828|XP_038122241.1|CQUI, LOC6046245|XP_001863473.2|CQUI
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC6052953|XP_038113348.1|CQUI
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC6033339|XP_001843803.1|CQUI
OG0000137	LOC115632206|XP_030385118.1|SLEB, LOC115621775|XP_030371387.1|SLEB	LOC6042021|XP_038106251.1|CQUI
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC6050896|XP_001867417.2|CQUI, LOC6048049|XP_001865019.2|CQUI
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC6035609|XP_038118403.1|CQUI
OG0000139	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB	LOC6040185|XP_001849635.2|CQUI
OG0000140	LOC115621072|XP_030370459.1|SLEB, LOC115631745|XP_030384446.1|SLEB	LOC6041558|XP_038112888.1|CQUI, LOC6041579|XP_001850789.2|CQUI, LOC6041547|XP_001850792.2|CQUI, LOC119766314|XP_038106714.1|CQUI, LOC119767434|XP_038111961.1|CQUI, LOC6035171|XP_038113706.1|CQUI, LOC6032065|XP_001842731.2|CQUI, LOC6032062|XP_001842728.2|CQUI, LOC6032063|XP_001842729.2|CQUI, LOC6032064|XP_001842730.2|CQUI
OG0000141	LOC115632509|XP_030385558.1|SLEB, LOC115632354|XP_030385324.1|SLEB, LOC115632744|XP_030385851.1|SLEB, LOC115632365|XP_030385343.1|SLEB	LOC6030837|XP_001841701.2|CQUI
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC6039236|XP_038120121.1|CQUI
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC6044332|XP_038109956.1|CQUI
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC6048699|XP_038103996.1|CQUI
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC6041351|XP_038120395.1|CQUI
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC6035677|XP_001845811.2|CQUI, LOC6035675|XP_038108137.1|CQUI, LOC6035038|XP_001845280.2|CQUI, LOC6035039|XP_001845281.2|CQUI, LOC6035847|XP_001845963.1|CQUI, LOC6035846|XP_001845962.2|CQUI, LOC6035849|XP_001845965.2|CQUI
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC6048354|XP_038114540.1|CQUI
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC6039460|XP_038119712.1|CQUI
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC6045045|XP_038109682.1|CQUI
OG0000145	LOC115627757|XP_030379402.1|SLEB, LOC115631049|XP_030383542.1|SLEB, LOC115632005|XP_030384793.1|SLEB, LOC115632004|XP_030384792.1|SLEB	LOC6034353|XP_001844672.2|CQUI, LOC6034352|XP_001844671.2|CQUI, LOC6034354|XP_001844673.2|CQUI
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC6042249|XP_001851387.2|CQUI
OG0000147	LOC115621832|XP_030371499.1|SLEB, LOC115621833|XP_030371501.1|SLEB	LOC6040894|XP_001850222.1|CQUI, LOC6040889|XP_001850217.2|CQUI
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC6031471|XP_038111140.1|CQUI
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC6034204|XP_001844558.2|CQUI, LOC6037070|XP_001847026.2|CQUI, LOC6037073|XP_001847028.2|CQUI
OG0000149	LOC115626190|XP_030377330.1|SLEB, LOC115629267|XP_030381551.1|SLEB	LOC6043192|XP_001857294.2|CQUI, LOC6043193|XP_001857301.1|CQUI, LOC119765102|XP_038104173.1|CQUI, LOC6039903|XP_001849401.2|CQUI, LOC119771195|XP_038122793.1|CQUI, LOC6040317|XP_001849728.2|CQUI, LOC6043197|XP_001857326.2|CQUI, LOC119771197|XP_038122795.1|CQUI, LOC6043198|XP_001857330.2|CQUI, LOC6049956|XP_001866636.2|CQUI, LOC6040329|XP_001849734.1|CQUI, LOC6040328|XP_038116674.1|CQUI, LOC119769966|XP_038119822.1|CQUI, LOC6050689|XP_001867253.2|CQUI, LOC6050688|XP_038122023.1|CQUI, LOC6050687|XP_001867251.2|CQUI
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC6031785|XP_038110277.1|CQUI
OG0000153	LOC115621745|XP_030371339.1|SLEB, LOC115620210|XP_030369207.1|SLEB	LOC6049015|XP_001865847.2|CQUI, LOC6049018|XP_001865848.2|CQUI, LOC119769723|XP_038119111.1|CQUI, LOC6049029|XP_001865845.2|CQUI, LOC119770684|XP_038121939.1|CQUI, LOC119770580|XP_038121678.1|CQUI
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB, LOC115632597|XP_030385682.1|SLEB	LOC6032257|XP_038121032.1|CQUI, LOC6032255|XP_038121024.1|CQUI, LOC6032258|XP_038121023.1|CQUI
OG0000155	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB	LOC6034669|XP_038106203.1|CQUI, LOC6034668|XP_001844956.2|CQUI, LOC119767849|XP_038113450.1|CQUI, LOC6034667|XP_001844955.1|CQUI
OG0000156	LOC115624919|XP_030375629.1|SLEB, LOC115630081|XP_030382566.1|SLEB	LOC6039747|XP_001849298.2|CQUI, LOC119765007|XP_038116664.1|CQUI
OG0000157	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC6050381|XP_001867001.1|CQUI, LOC6050383|XP_001867002.2|CQUI
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB	LOC6042054|XP_001851208.2|CQUI, LOC6042055|XP_038116702.1|CQUI, LOC6042053|XP_038120467.1|CQUI, LOC6031218|XP_038106918.1|CQUI
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC6035692|XP_038109533.1|CQUI
OG0000160	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB	LOC6040497|XP_001849883.2|CQUI, LOC119768691|XP_038115195.1|CQUI, LOC6040498|XP_001849884.2|CQUI, LOC6035524|XP_038105193.1|CQUI, LOC6032051|XP_001842717.2|CQUI
OG0000162	LOC115628734|XP_030380797.1|SLEB, LOC115630435|XP_030382852.1|SLEB	LOC6046631|XP_038112966.1|CQUI, LOC6046627|XP_038109690.1|CQUI
OG0000163	LOC115628458|XP_030380436.1|SLEB, LOC115623156|XP_030373231.1|SLEB	LOC6041440|XP_001850700.2|CQUI, LOC6030842|XP_038120918.1|CQUI, LOC6041945|XP_038120192.1|CQUI, LOC6038418|XP_001848222.2|CQUI, LOC6052852|XP_038119915.1|CQUI, LOC6041441|XP_001850701.2|CQUI
OG0000165	LOC115626650|XP_030377915.1|SLEB, LOC115633702|XP_030387021.1|SLEB	LOC6047029|XP_001864139.1|CQUI, LOC119767095|XP_038110641.1|CQUI
OG0000166	LOC115619972|XP_030368868.1|SLEB	LOC6030832|XP_001841678.2|CQUI, LOC119769675|XP_038118933.1|CQUI, LOC6035618|XP_001845767.2|CQUI
OG0000169	LOC115621259|XP_030370717.1|SLEB	LOC6047014|XP_001864125.2|CQUI
OG0000169	LOC115622943|XP_030372933.1|SLEB, LOC115621288|XP_030370751.1|SLEB	LOC6047012|XP_001864123.2|CQUI, LOC6047013|XP_038120194.1|CQUI
OG0000170	LOC115631209|XP_030383774.1|SLEB	LOC6034827|XP_001845098.2|CQUI, LOC6037029|XP_001846992.2|CQUI, LOC6037030|XP_001846993.2|CQUI, LOC119766421|XP_038106884.1|CQUI
OG0000171	LOC115626100|XP_030377212.1|SLEB	LOC6049441|XP_038114112.1|CQUI
OG0000171	LOC115625657|XP_030376646.1|SLEB	LOC6043756|XP_038110408.1|CQUI
OG0000171	LOC115629314|XP_030381620.1|SLEB	LOC6051581|XP_038105341.1|CQUI
OG0000172	LOC115632350|XP_030385315.1|SLEB	LOC6032888|XP_038115797.1|CQUI
OG0000173	LOC115634438|XP_030388005.1|SLEB, LOC115634356|XP_030387876.1|SLEB	LOC6049122|XP_038110397.1|CQUI, LOC6049124|XP_038111692.1|CQUI
OG0000174	LOC115628982|XP_030381125.1|SLEB, LOC115626586|XP_030377828.1|SLEB, LOC115625742|XP_030376759.1|SLEB	LOC6047488|XP_038114191.1|CQUI, LOC6033662|XP_038114048.1|CQUI, LOC6047489|XP_001864543.2|CQUI, LOC6047490|XP_001864544.2|CQUI
OG0000175	LOC115623739|XP_030374110.1|SLEB	LOC6042891|XP_038121685.1|CQUI
OG0000175	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB	LOC6033803|XP_001844201.2|CQUI, LOC6033805|XP_001844203.2|CQUI
OG0000177	LOC115628068|XP_030379894.1|SLEB	LOC119765279|XP_038104752.1|CQUI
OG0000177	LOC115620237|XP_030369242.1|SLEB	LOC6044855|XP_038114600.1|CQUI
OG0000178	LOC115627295|XP_030378787.1|SLEB	LOC119770385|XP_038121070.1|CQUI
OG0000179	LOC115622211|XP_030371971.1|SLEB	LOC6045026|XP_038110602.1|CQUI, LOC6045025|XP_001862445.2|CQUI, LOC6045024|XP_001862444.2|CQUI
OG0000179	LOC115626268|XP_030377442.1|SLEB	LOC6054543|XP_038109008.1|CQUI
OG0000181	LOC115621119|XP_030370523.1|SLEB, LOC115621326|XP_030370806.1|SLEB, LOC115625637|XP_030376626.1|SLEB	LOC6049386|XP_001866156.2|CQUI, LOC6040807|XP_001850148.2|CQUI, LOC6040806|XP_001850147.1|CQUI, LOC6040804|XP_001850145.1|CQUI
OG0000182	LOC115624195|XP_030374657.1|SLEB	LOC6045919|XP_038120260.1|CQUI
OG0000182	LOC115623616|XP_030373895.1|SLEB, LOC115623712|XP_030374052.1|SLEB	LOC6049371|XP_001866146.1|CQUI, LOC6049372|XP_001866147.2|CQUI, LOC6046091|XP_001863343.1|CQUI
OG0000183	LOC115627246|XP_030378727.1|SLEB, LOC115632361|XP_030385339.1|SLEB, LOC115622861|XP_030372805.1|SLEB, LOC115622111|XP_030371812.1|SLEB	LOC119770031|XP_038120042.1|CQUI
OG0000184	LOC115630552|XP_030383023.1|SLEB	LOC6033114|XP_001843609.2|CQUI, LOC6033115|XP_038109720.1|CQUI, LOC6033113|XP_038106864.1|CQUI, LOC6042370|XP_001851496.2|CQUI, LOC6042369|XP_001851495.2|CQUI
OG0000185	LOC115634776|XP_030388532.1|SLEB, LOC115634358|XP_030387879.1|SLEB	LOC6044045|XP_001861617.1|CQUI, LOC6051518|XP_001867945.1|CQUI
OG0000186	LOC115627080|XP_030378488.1|SLEB, LOC115627050|XP_030378453.1|SLEB	LOC6043534|XP_038112948.1|CQUI
OG0000188	LOC115629547|XP_030381888.1|SLEB, LOC115627828|XP_030379524.1|SLEB, LOC115627591|XP_030379174.1|SLEB	LOC6048613|XP_038121408.1|CQUI
OG0000189	LOC115626272|XP_030377451.1|SLEB	LOC6031233|XP_038108674.1|CQUI, LOC6049755|XP_038104184.1|CQUI
OG0000189	LOC115626939|XP_030378314.1|SLEB	LOC6040495|XP_038115089.1|CQUI
OG0000190	LOC115629392|XP_030381704.1|SLEB	LOC6053655|XP_038108154.1|CQUI
OG0000191	LOC115634077|XP_030387483.1|SLEB, LOC115634078|XP_030387488.1|SLEB	LOC6048101|XP_038106999.1|CQUI
OG0000192	LOC115623866|XP_030374272.1|SLEB, LOC115634119|XP_030387546.1|SLEB, LOC115634125|XP_030387554.1|SLEB	LOC6041203|XP_038114622.1|CQUI, LOC119770108|XP_038120306.1|CQUI
OG0000193	LOC115631474|XP_030384088.1|SLEB, LOC115622946|XP_030372938.1|SLEB, LOC115622463|XP_030372268.1|SLEB, LOC115622436|XP_030372238.1|SLEB, LOC115623019|XP_030373049.1|SLEB, LOC115634706|XP_030388446.1|SLEB, LOC115623069|XP_030373123.1|SLEB, LOC115628420|XP_030380368.1|SLEB, LOC115628419|XP_030380367.1|SLEB, LOC115628360|XP_030380297.1|SLEB, LOC115628418|XP_030380366.1|SLEB, LOC115628364|XP_030380301.1|SLEB, LOC115622938|XP_030372928.1|SLEB, LOC115622868|XP_030372815.1|SLEB, LOC115622245|XP_030372002.1|SLEB	LOC6037663|XP_038113226.1|CQUI, LOC6047166|XP_038111741.1|CQUI
OG0000195	LOC115626729|XP_030378035.1|SLEB, LOC115634092|XP_030387507.1|SLEB	LOC6032919|XP_001843442.1|CQUI
OG0000196	LOC115630808|XP_030383332.1|SLEB, LOC115630491|XP_030382937.1|SLEB	LOC6036352|XP_038110858.1|CQUI
OG0000196	LOC115630762|XP_030383277.1|SLEB	LOC6049487|XP_038113426.1|CQUI
OG0000197	LOC115626694|XP_030377981.1|SLEB	LOC6039214|XP_001848855.1|CQUI
OG0000197	LOC115626696|XP_030377984.1|SLEB	LOC6039207|XP_038122040.1|CQUI
OG0000197	LOC115626946|XP_030378321.1|SLEB	LOC6032716|XP_038122035.1|CQUI
OG0000200	LOC115623790|XP_030374192.1|SLEB, LOC115621847|XP_030371519.1|SLEB	LOC6048961|XP_038122842.1|CQUI
OG0000201	LOC115621195|XP_030370633.1|SLEB, LOC115621403|XP_030370907.1|SLEB	LOC6047517|XP_001864567.2|CQUI, LOC6037052|XP_001847011.2|CQUI, LOC6037054|XP_038121453.1|CQUI, LOC6050055|XP_038112279.1|CQUI
OG0000202	LOC115623618|XP_030373898.1|SLEB	LOC6040476|XP_001849862.1|CQUI
OG0000203	LOC115621744|XP_030371337.1|SLEB, LOC115628246|XP_030380125.1|SLEB, LOC115629770|XP_030382188.1|SLEB	LOC6049238|XP_038119741.1|CQUI
OG0000205	LOC115621790|XP_030371421.1|SLEB, LOC115620493|XP_030369596.1|SLEB	LOC6035536|XP_001845697.1|CQUI, LOC6044737|XP_001862200.1|CQUI, LOC6044735|XP_001862198.2|CQUI, LOC6044690|XP_001862165.2|CQUI, LOC6054360|XP_001870286.1|CQUI, LOC6046259|XP_038114810.1|CQUI, LOC6044740|XP_001862203.1|CQUI
OG0000206	LOC115624762|XP_030375454.1|SLEB	LOC6038367|XP_038114070.1|CQUI
OG0000206	LOC115624748|XP_030375436.1|SLEB	LOC6047129|XP_038112898.1|CQUI
OG0000207	LOC115632410|XP_030385407.1|SLEB	LOC6034541|XP_001844841.2|CQUI, LOC6034542|XP_001844842.1|CQUI, LOC6034517|XP_038112767.1|CQUI, LOC6034540|XP_001844840.2|CQUI, LOC6039162|XP_001848818.2|CQUI
OG0000209	LOC115624966|XP_030375719.1|SLEB	LOC6050655|XP_001867222.2|CQUI, LOC6050656|XP_038117413.1|CQUI
OG0000210	LOC115626861|XP_030378226.1|SLEB	LOC6041925|XP_038122636.1|CQUI, LOC6041920|XP_038105616.1|CQUI, LOC6041957|XP_001851109.2|CQUI
