Orthogroup	SLEB.longest_only	CCAP.longest_only
OG0000054	LOC115623633|XP_030373934.1|SLEB, LOC115624033|XP_030374471.1|SLEB	CCAP1982_LOCUS1030|CAD6992152.1|CCAP, CCAP1982_LOCUS626|CAD6991713.1|CCAP
OG0000055	LOC115621100|XP_030370499.1|SLEB, LOC115621082|XP_030370472.1|SLEB, LOC115621350|XP_030370832.1|SLEB	CCAP1982_LOCUS1093|CAD6992223.1|CCAP, CCAP1982_LOCUS1092|CAD6992222.1|CCAP
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB, LOC115629610|XP_030381967.1|SLEB	CCAP1982_LOCUS13059|CAD7004664.1|CCAP, CCAP1982_LOCUS14675|CAD7006353.1|CCAP
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB, LOC115621373|XP_030370860.1|SLEB, LOC115621338|XP_030370817.1|SLEB, LOC115621386|XP_030370879.1|SLEB, LOC115620757|XP_030370013.1|SLEB	CCAP1982_LOCUS3622|CAD6994887.1|CCAP, CCAP1982_LOCUS3628|CAD6994893.1|CCAP, CCAP1982_LOCUS3630|CAD6994895.1|CCAP, CCAP1982_LOCUS3620|CAD6994885.1|CCAP, CCAP1982_LOCUS3626|CAD6994891.1|CCAP
OG0000060	LOC115620624|XP_030369812.1|SLEB	CCAP1982_LOCUS3311|CAD6994573.1|CCAP
OG0000061	LOC115631729|XP_030384426.1|SLEB	CCAP1982_LOCUS7588|CAD6999041.1|CCAP
OG0000061	LOC115631701|XP_030384388.1|SLEB	CCAP1982_LOCUS7589|CAD6999042.1|CCAP, CCAP1982_LOCUS7590|CAD6999043.1|CCAP
OG0000062	LOC115632573|XP_030385654.1|SLEB, LOC115621328|XP_030370808.1|SLEB, LOC115627142|XP_030378579.1|SLEB, LOC115629024|XP_030381181.1|SLEB, LOC115625981|XP_030377087.1|SLEB, LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB, LOC115626105|XP_030377218.1|SLEB	CCAP1982_LOCUS9178|CAD7000705.1|CCAP, CCAP1982_LOCUS2476|CAD6993670.1|CCAP, CCAP1982_LOCUS9173|CAD7000700.1|CCAP, CCAP1982_LOCUS9182|CAD7000709.1|CCAP, CCAP1982_LOCUS9181|CAD7000708.1|CCAP, CCAP1982_LOCUS9180|CAD7000707.1|CCAP
OG0000063	LOC115622384|XP_030372168.1|SLEB, LOC115622972|XP_030372983.1|SLEB, LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	CCAP1982_LOCUS12099|CAD7003661.1|CCAP
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	CCAP1982_LOCUS3818|CAD6995095.1|CCAP, CCAP1982_LOCUS3819|CAD6995096.1|CCAP, CCAP1982_LOCUS3788|CAD6995064.1|CCAP
OG0000067	LOC115621860|XP_030371539.1|SLEB	CCAP1982_LOCUS14065|CAD7005713.1|CCAP
OG0000067	LOC115622383|XP_030372167.1|SLEB	CCAP1982_LOCUS14066|CAD7005714.1|CCAP
OG0000067	LOC115628126|XP_030379967.1|SLEB	CCAP1982_LOCUS21530|CAD7013467.1|CCAP
OG0000067	LOC115622466|XP_030372269.1|SLEB	CCAP1982_LOCUS14064|CAD7005712.1|CCAP
OG0000069	LOC115625486|XP_030376395.1|SLEB	CCAP1982_LOCUS8182|CAD6999652.1|CCAP
OG0000071	LOC115624679|XP_030375338.1|SLEB, LOC115624678|XP_030375337.1|SLEB	CCAP1982_LOCUS13882|CAD7005522.1|CCAP, CCAP1982_LOCUS13883|CAD7005523.1|CCAP
OG0000072	LOC115625138|XP_030375920.1|SLEB	CCAP1982_LOCUS22450|CAD7014454.1|CCAP
OG0000072	LOC115633654|XP_030386963.1|SLEB	CCAP1982_LOCUS22440|CAD7014444.1|CCAP
OG0000072	LOC115625130|XP_030375908.1|SLEB	CCAP1982_LOCUS22446|CAD7014450.1|CCAP
OG0000073	LOC115626625|XP_030377891.1|SLEB	CCAP1982_LOCUS19678|CAD7011589.1|CCAP
OG0000073	LOC115624374|XP_030374908.1|SLEB	CCAP1982_LOCUS2823|CAD6994046.1|CCAP
OG0000074	LOC115632425|XP_030385425.1|SLEB	CCAP1982_LOCUS12639|CAD7004220.1|CCAP
OG0000075	LOC115623283|XP_030373426.1|SLEB	CCAP1982_LOCUS12981|CAD7004586.1|CCAP
OG0000075	LOC115623262|XP_030373391.1|SLEB	CCAP1982_LOCUS12988|CAD7004593.1|CCAP, CCAP1982_LOCUS12982|CAD7004587.1|CCAP, CCAP1982_LOCUS12983|CAD7004588.1|CCAP, CCAP1982_LOCUS12984|CAD7004589.1|CCAP
OG0000075	LOC115622151|XP_030371880.1|SLEB	CCAP1982_LOCUS12987|CAD7004592.1|CCAP
OG0000076	LOC115623022|XP_030373056.1|SLEB	CCAP1982_LOCUS11742|CAD7003280.1|CCAP
OG0000077	LOC115629260|XP_030381546.1|SLEB	CCAP1982_LOCUS20515|CAD7012432.1|CCAP
OG0000077	LOC115625518|XP_030376442.1|SLEB	CCAP1982_LOCUS1052|CAD6992178.1|CCAP
OG0000077	LOC115624410|XP_030375008.1|SLEB	CCAP1982_LOCUS19492|CAD7011392.1|CCAP
OG0000077	LOC115621758|XP_030371352.1|SLEB	CCAP1982_LOCUS3920|CAD6995201.1|CCAP
OG0000079	LOC115631683|XP_030384359.1|SLEB, LOC115631582|XP_030384239.1|SLEB, LOC115631820|XP_030384517.1|SLEB, LOC115631935|XP_030384646.1|SLEB, LOC115631581|XP_030384238.1|SLEB	CCAP1982_LOCUS8747|CAD7000257.1|CCAP
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	CCAP1982_LOCUS19396|CAD7011289.1|CCAP
OG0000081	LOC115624517|XP_030375092.1|SLEB	CCAP1982_LOCUS10921|CAD7002430.1|CCAP
OG0000082	LOC115631916|XP_030384627.1|SLEB, LOC115620211|XP_030369208.1|SLEB	CCAP1982_LOCUS774|CAD6991883.1|CCAP
OG0000082	LOC115621651|XP_030371213.1|SLEB	CCAP1982_LOCUS8015|CAD6999491.1|CCAP, CCAP1982_LOCUS52|CAD6991105.1|CCAP
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	CCAP1982_LOCUS6084|CAD6997438.1|CCAP
OG0000084	LOC115623536|XP_030373782.1|SLEB	CCAP1982_LOCUS21786|CAD7013760.1|CCAP
OG0000084	LOC115631336|XP_030383918.1|SLEB	CCAP1982_LOCUS21697|CAD7013654.1|CCAP, CCAP1982_LOCUS21696|CAD7013653.1|CCAP, CCAP1982_LOCUS21698|CAD7013655.1|CCAP, CCAP1982_LOCUS21699|CAD7013657.1|CCAP, CCAP1982_LOCUS21700|CAD7013658.1|CCAP, CCAP1982_LOCUS21695|CAD7013652.1|CCAP, CCAP1982_LOCUS21694|CAD7013651.1|CCAP
OG0000087	LOC115626132|XP_030377247.1|SLEB	CCAP1982_LOCUS5747|CAD6997095.1|CCAP
OG0000087	LOC115626584|XP_030377826.1|SLEB	CCAP1982_LOCUS5317|CAD6996633.1|CCAP, CCAP1982_LOCUS5318|CAD6996634.1|CCAP, CCAP1982_LOCUS5294|CAD6996620.1|CCAP, CCAP1982_LOCUS5258|CAD6996589.1|CCAP
OG0000088	LOC115624994|XP_030375725.1|SLEB	CCAP1982_LOCUS20832|CAD7012728.1|CCAP
OG0000089	LOC115624415|XP_030375011.1|SLEB	CCAP1982_LOCUS487|CAD6991569.1|CCAP
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	CCAP1982_LOCUS12882|CAD7004477.1|CCAP
OG0000090	LOC115633715|XP_030387039.1|SLEB	CCAP1982_LOCUS20695|CAD7012611.1|CCAP
OG0000090	LOC115633696|XP_030387013.1|SLEB	CCAP1982_LOCUS20698|CAD7012614.1|CCAP
OG0000090	LOC115628271|XP_030380155.1|SLEB	CCAP1982_LOCUS20704|CAD7012620.1|CCAP, CCAP1982_LOCUS20703|CAD7012619.1|CCAP
OG0000090	LOC115623090|XP_030373157.1|SLEB	CCAP1982_LOCUS20702|CAD7012618.1|CCAP
OG0000091	LOC115620184|XP_030369168.1|SLEB	CCAP1982_LOCUS2528|CAD6993730.1|CCAP
OG0000091	LOC115630773|XP_030383287.1|SLEB	CCAP1982_LOCUS1153|CAD6992285.1|CCAP
OG0000091	LOC115620680|XP_030369906.1|SLEB	CCAP1982_LOCUS1156|CAD6992288.1|CCAP
OG0000091	LOC115621346|XP_030370826.1|SLEB	CCAP1982_LOCUS1155|CAD6992287.1|CCAP, CCAP1982_LOCUS1154|CAD6992286.1|CCAP
OG0000092	LOC115623334|XP_030373465.1|SLEB	CCAP1982_LOCUS831|CAD6991943.1|CCAP, CCAP1982_LOCUS832|CAD6991944.1|CCAP, CCAP1982_LOCUS830|CAD6991942.1|CCAP
OG0000092	LOC115624326|XP_030374813.1|SLEB	CCAP1982_LOCUS835|CAD6991947.1|CCAP
OG0000092	LOC115624330|XP_030374818.1|SLEB	CCAP1982_LOCUS834|CAD6991946.1|CCAP
OG0000093	LOC115628531|XP_030380552.1|SLEB	CCAP1982_LOCUS8218|CAD6999691.1|CCAP
OG0000094	LOC115621962|XP_030371670.1|SLEB	CCAP1982_LOCUS12193|CAD7003757.1|CCAP, CCAP1982_LOCUS12194|CAD7003758.1|CCAP, CCAP1982_LOCUS3416|CAD6994681.1|CCAP, CCAP1982_LOCUS3417|CAD6994682.1|CCAP
OG0000096	LOC115621238|XP_030370689.1|SLEB, LOC115620727|XP_030369967.1|SLEB	CCAP1982_LOCUS8438|CAD6999925.1|CCAP
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	CCAP1982_LOCUS5468|CAD6996795.1|CCAP, CCAP1982_LOCUS5460|CAD6996785.1|CCAP, CCAP1982_LOCUS5463|CAD6996789.1|CCAP, CCAP1982_LOCUS5462|CAD6996788.1|CCAP, CCAP1982_LOCUS5464|CAD6996791.1|CCAP, CCAP1982_LOCUS5467|CAD6996794.1|CCAP, CCAP1982_LOCUS5465|CAD6996792.1|CCAP, CCAP1982_LOCUS5466|CAD6996793.1|CCAP, CCAP1982_LOCUS6165|CAD6997525.1|CCAP, CCAP1982_LOCUS7697|CAD6999159.1|CCAP, CCAP1982_LOCUS8044|CAD6999519.1|CCAP, CCAP1982_LOCUS8045|CAD6999521.1|CCAP, CCAP1982_LOCUS8046|CAD6999522.1|CCAP, CCAP1982_LOCUS5461|CAD6996787.1|CCAP
OG0000098	LOC115621995|XP_030371710.1|SLEB	CCAP1982_LOCUS3817|CAD6995094.1|CCAP
OG0000101	LOC115634421|XP_030387988.1|SLEB	CCAP1982_LOCUS12874|CAD7004468.1|CCAP
OG0000101	LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB	CCAP1982_LOCUS12873|CAD7004467.1|CCAP
OG0000101	LOC115623200|XP_030373296.1|SLEB	CCAP1982_LOCUS12877|CAD7004471.1|CCAP
OG0000101	LOC115634418|XP_030387984.1|SLEB	CCAP1982_LOCUS12875|CAD7004469.1|CCAP
OG0000102	LOC115619960|XP_030368851.1|SLEB	CCAP1982_LOCUS7221|CAD6998654.1|CCAP, CCAP1982_LOCUS5355|CAD6996671.1|CCAP, CCAP1982_LOCUS13057|CAD7004662.1|CCAP
OG0000103	LOC115632516|XP_030385569.1|SLEB	CCAP1982_LOCUS12819|CAD7004408.1|CCAP, CCAP1982_LOCUS12815|CAD7004405.1|CCAP, CCAP1982_LOCUS13027|CAD7004632.1|CCAP
OG0000103	LOC115633245|XP_030386506.1|SLEB	CCAP1982_LOCUS21308|CAD7013237.1|CCAP, CCAP1982_LOCUS21309|CAD7013238.1|CCAP
OG0000104	LOC115632330|XP_030385293.1|SLEB	CCAP1982_LOCUS11737|CAD7003275.1|CCAP
OG0000104	LOC115632802|XP_030385913.1|SLEB	CCAP1982_LOCUS1505|CAD6992660.1|CCAP, CCAP1982_LOCUS1506|CAD6992661.1|CCAP, CCAP1982_LOCUS12239|CAD7003806.1|CCAP
OG0000104	LOC115632724|XP_030385830.1|SLEB	CCAP1982_LOCUS12238|CAD7003805.1|CCAP, CCAP1982_LOCUS12237|CAD7003804.1|CCAP
OG0000105	LOC115625391|XP_030376288.1|SLEB	CCAP1982_LOCUS4847|CAD6996155.1|CCAP
OG0000105	LOC115625387|XP_030376285.1|SLEB	CCAP1982_LOCUS4851|CAD6996159.1|CCAP, CCAP1982_LOCUS4850|CAD6996158.1|CCAP
OG0000107	LOC115634454|XP_030388036.1|SLEB	CCAP1982_LOCUS21062|CAD7012971.1|CCAP, CCAP1982_LOCUS21057|CAD7012966.1|CCAP
OG0000109	LOC115630792|XP_030383307.1|SLEB	CCAP1982_LOCUS7956|CAD6999432.1|CCAP
OG0000110	LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB	CCAP1982_LOCUS12357|CAD7003935.1|CCAP
OG0000110	LOC115628221|XP_030380076.1|SLEB	CCAP1982_LOCUS12358|CAD7003936.1|CCAP
OG0000111	LOC115634293|XP_030387808.1|SLEB	CCAP1982_LOCUS20745|CAD7012644.1|CCAP, CCAP1982_LOCUS20746|CAD7012645.1|CCAP
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	CCAP1982_LOCUS2584|CAD6993786.1|CCAP
OG0000114	LOC115630954|XP_030383388.1|SLEB	CCAP1982_LOCUS6785|CAD6998169.1|CCAP
OG0000114	LOC115630955|XP_030383389.1|SLEB	CCAP1982_LOCUS6786|CAD6998170.1|CCAP
OG0000115	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB	CCAP1982_LOCUS22018|CAD7014012.1|CCAP, CCAP1982_LOCUS14578|CAD7006253.1|CCAP, CCAP1982_LOCUS4327|CAD6995621.1|CCAP
OG0000116	LOC115624328|XP_030374816.1|SLEB	CCAP1982_LOCUS837|CAD6991949.1|CCAP
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	CCAP1982_LOCUS839|CAD6991951.1|CCAP
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	CCAP1982_LOCUS838|CAD6991950.1|CCAP
OG0000117	LOC115626178|XP_030377315.1|SLEB	CCAP1982_LOCUS6010|CAD6997373.1|CCAP
OG0000117	LOC115626179|XP_030377316.1|SLEB	CCAP1982_LOCUS6011|CAD6997374.1|CCAP
OG0000117	LOC115626180|XP_030377317.1|SLEB	CCAP1982_LOCUS6012|CAD6997375.1|CCAP
OG0000117	LOC115626181|XP_030377318.1|SLEB	CCAP1982_LOCUS6013|CAD6997376.1|CCAP
OG0000118	LOC115634140|XP_030387575.1|SLEB	CCAP1982_LOCUS12332|CAD7003903.1|CCAP
OG0000119	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB	CCAP1982_LOCUS3103|CAD6994347.1|CCAP, CCAP1982_LOCUS3098|CAD6994342.1|CCAP
OG0000119	LOC115625305|XP_030376184.1|SLEB	CCAP1982_LOCUS3102|CAD6994346.1|CCAP
OG0000120	LOC115620371|XP_030369440.1|SLEB	CCAP1982_LOCUS23192|CAD7015242.1|CCAP
OG0000121	LOC115625321|XP_030376202.1|SLEB, LOC115625542|XP_030376479.1|SLEB	CCAP1982_LOCUS2051|CAD6993234.1|CCAP, CCAP1982_LOCUS1663|CAD6992825.1|CCAP, CCAP1982_LOCUS1662|CAD6992824.1|CCAP
OG0000122	LOC115630753|XP_030383267.1|SLEB	CCAP1982_LOCUS8593|CAD7000095.1|CCAP
OG0000122	LOC115628730|XP_030380794.1|SLEB	CCAP1982_LOCUS21055|CAD7012964.1|CCAP
OG0000122	LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB	CCAP1982_LOCUS9176|CAD7000703.1|CCAP
OG0000123	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB	CCAP1982_LOCUS1926|CAD6993101.1|CCAP
OG0000125	LOC115620679|XP_030369903.1|SLEB	CCAP1982_LOCUS3814|CAD6995090.1|CCAP
OG0000125	LOC115622011|XP_030371726.1|SLEB	CCAP1982_LOCUS3392|CAD6994657.1|CCAP
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB	CCAP1982_LOCUS11731|CAD7003269.1|CCAP
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	CCAP1982_LOCUS4704|CAD6995998.1|CCAP
OG0000127	LOC115624150|XP_030374607.1|SLEB	CCAP1982_LOCUS4705|CAD6995999.1|CCAP
OG0000128	LOC115627037|XP_030378429.1|SLEB	CCAP1982_LOCUS22172|CAD7014166.1|CCAP, CCAP1982_LOCUS22173|CAD7014167.1|CCAP
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	CCAP1982_LOCUS7073|CAD6998479.1|CCAP
OG0000130	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB	CCAP1982_LOCUS13229|CAD7004843.1|CCAP
OG0000131	LOC115620740|XP_030369987.1|SLEB	CCAP1982_LOCUS3123|CAD6994370.1|CCAP
OG0000132	LOC115631441|XP_030384043.1|SLEB	CCAP1982_LOCUS8509|CAD7000003.1|CCAP
OG0000132	LOC115624363|XP_030374882.1|SLEB	CCAP1982_LOCUS738|CAD6991839.1|CCAP
OG0000134	LOC115621108|XP_030370509.1|SLEB	CCAP1982_LOCUS1778|CAD6992945.1|CCAP
OG0000134	LOC115631566|XP_030384216.1|SLEB	CCAP1982_LOCUS7922|CAD6999396.1|CCAP
OG0000137	LOC115632206|XP_030385118.1|SLEB	CCAP1982_LOCUS11326|CAD7002858.1|CCAP
OG0000137	LOC115621775|XP_030371387.1|SLEB	CCAP1982_LOCUS3379|CAD6994644.1|CCAP
OG0000137	LOC115623263|XP_030373392.1|SLEB	CCAP1982_LOCUS11874|CAD7003418.1|CCAP
OG0000138	LOC115623943|XP_030374365.1|SLEB, LOC115623756|XP_030374151.1|SLEB	CCAP1982_LOCUS121|CAD6991184.1|CCAP
OG0000141	LOC115632354|XP_030385324.1|SLEB	CCAP1982_LOCUS11187|CAD7002710.1|CCAP
OG0000142	LOC115625086|XP_030375842.1|SLEB	CCAP1982_LOCUS416|CAD6991492.1|CCAP
OG0000143	LOC115625390|XP_030376292.1|SLEB	CCAP1982_LOCUS14321|CAD7005985.1|CCAP, CCAP1982_LOCUS7309|CAD6998755.1|CCAP
OG0000144	LOC115623941|XP_030374363.1|SLEB	CCAP1982_LOCUS782|CAD6991891.1|CCAP
OG0000144	LOC115631998|XP_030384787.1|SLEB	CCAP1982_LOCUS6460|CAD6997836.1|CCAP
OG0000145	LOC115631049|XP_030383542.1|SLEB	CCAP1982_LOCUS9143|CAD7000669.1|CCAP
OG0000145	LOC115632005|XP_030384793.1|SLEB	CCAP1982_LOCUS9140|CAD7000666.1|CCAP
OG0000145	LOC115632004|XP_030384792.1|SLEB	CCAP1982_LOCUS9142|CAD7000668.1|CCAP
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	CCAP1982_LOCUS8274|CAD6999751.1|CCAP
OG0000147	LOC115621832|XP_030371499.1|SLEB	CCAP1982_LOCUS2081|CAD6993264.1|CCAP
OG0000147	LOC115621833|XP_030371501.1|SLEB	CCAP1982_LOCUS2080|CAD6993263.1|CCAP
OG0000148	LOC115630932|XP_030383359.1|SLEB	CCAP1982_LOCUS9151|CAD7000677.1|CCAP
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	CCAP1982_LOCUS8395|CAD6999884.1|CCAP, CCAP1982_LOCUS8394|CAD6999883.1|CCAP, CCAP1982_LOCUS8366|CAD6999854.1|CCAP
OG0000151	LOC115622266|XP_030372028.1|SLEB	CCAP1982_LOCUS13475|CAD7005113.1|CCAP
OG0000151	LOC115622260|XP_030372021.1|SLEB	CCAP1982_LOCUS13481|CAD7005119.1|CCAP
OG0000151	LOC115622264|XP_030372025.1|SLEB	CCAP1982_LOCUS13480|CAD7005118.1|CCAP
OG0000151	LOC115622278|XP_030372040.1|SLEB	CCAP1982_LOCUS13479|CAD7005117.1|CCAP
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	CCAP1982_LOCUS4908|CAD6996220.1|CCAP
OG0000153	LOC115621745|XP_030371339.1|SLEB	CCAP1982_LOCUS2010|CAD6993188.1|CCAP, CCAP1982_LOCUS2009|CAD6993187.1|CCAP
OG0000153	LOC115620210|XP_030369207.1|SLEB	CCAP1982_LOCUS2011|CAD6993189.1|CCAP
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB	CCAP1982_LOCUS3144|CAD6994392.1|CCAP
OG0000154	LOC115632597|XP_030385682.1|SLEB	CCAP1982_LOCUS3145|CAD6994393.1|CCAP, CCAP1982_LOCUS8911|CAD7000435.1|CCAP, CCAP1982_LOCUS8831|CAD7000349.1|CCAP
OG0000155	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB	CCAP1982_LOCUS12374|CAD7003952.1|CCAP, CCAP1982_LOCUS12366|CAD7003944.1|CCAP, CCAP1982_LOCUS12365|CAD7003943.1|CCAP
OG0000157	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	CCAP1982_LOCUS19950|CAD7011840.1|CCAP, CCAP1982_LOCUS19951|CAD7011841.1|CCAP
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB	CCAP1982_LOCUS12092|CAD7003654.1|CCAP
OG0000159	LOC115622292|XP_030372055.1|SLEB	CCAP1982_LOCUS13501|CAD7005140.1|CCAP
OG0000160	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB	CCAP1982_LOCUS3900|CAD6995179.1|CCAP, CCAP1982_LOCUS3899|CAD6995178.1|CCAP
OG0000161	LOC115622971|XP_030372982.1|SLEB	CCAP1982_LOCUS14750|CAD7006430.1|CCAP
OG0000161	LOC115625477|XP_030376387.1|SLEB, LOC115632647|XP_030385737.1|SLEB, LOC115628318|XP_030380234.1|SLEB, LOC115629943|XP_030382412.1|SLEB	CCAP1982_LOCUS13663|CAD7005305.1|CCAP
OG0000162	LOC115630435|XP_030382852.1|SLEB	CCAP1982_LOCUS7836|CAD6999308.1|CCAP
OG0000163	LOC115628458|XP_030380436.1|SLEB	CCAP1982_LOCUS14291|CAD7005953.1|CCAP, CCAP1982_LOCUS14290|CAD7005952.1|CCAP, CCAP1982_LOCUS14295|CAD7005957.1|CCAP, CCAP1982_LOCUS14292|CAD7005954.1|CCAP
OG0000163	LOC115623156|XP_030373231.1|SLEB	CCAP1982_LOCUS9112|CAD7000638.1|CCAP
OG0000164	LOC115633795|XP_030387133.1|SLEB, LOC115622228|XP_030371985.1|SLEB, LOC115622226|XP_030371983.1|SLEB, LOC115622343|XP_030372115.1|SLEB, LOC115622225|XP_030371981.1|SLEB, LOC115622227|XP_030371984.1|SLEB	CCAP1982_LOCUS19783|CAD7011699.1|CCAP
OG0000166	LOC115634666|XP_030388385.1|SLEB	CCAP1982_LOCUS6365|CAD6997733.1|CCAP, CCAP1982_LOCUS6366|CAD6997734.1|CCAP, CCAP1982_LOCUS6367|CAD6997735.1|CCAP
OG0000167	LOC115622494|XP_030372300.1|SLEB	CCAP1982_LOCUS11080|CAD7002594.1|CCAP
OG0000169	LOC115621259|XP_030370717.1|SLEB	CCAP1982_LOCUS2677|CAD6993883.1|CCAP
OG0000169	LOC115622943|XP_030372933.1|SLEB, LOC115621288|XP_030370751.1|SLEB	CCAP1982_LOCUS1231|CAD6992367.1|CCAP
OG0000170	LOC115631209|XP_030383774.1|SLEB	CCAP1982_LOCUS6773|CAD6998157.1|CCAP, CCAP1982_LOCUS6774|CAD6998158.1|CCAP, CCAP1982_LOCUS6772|CAD6998156.1|CCAP
OG0000170	LOC115631312|XP_030383886.1|SLEB	CCAP1982_LOCUS6771|CAD6998155.1|CCAP
OG0000171	LOC115626100|XP_030377212.1|SLEB	CCAP1982_LOCUS6079|CAD6997433.1|CCAP
OG0000171	LOC115625657|XP_030376646.1|SLEB	CCAP1982_LOCUS5549|CAD6996876.1|CCAP
OG0000172	LOC115632350|XP_030385315.1|SLEB	CCAP1982_LOCUS12610|CAD7004191.1|CCAP
OG0000173	LOC115634438|XP_030388005.1|SLEB	CCAP1982_LOCUS21538|CAD7013476.1|CCAP
OG0000173	LOC115634356|XP_030387876.1|SLEB	CCAP1982_LOCUS21539|CAD7013477.1|CCAP
OG0000174	LOC115628982|XP_030381125.1|SLEB	CCAP1982_LOCUS1980|CAD6993154.1|CCAP, CCAP1982_LOCUS12725|CAD7004305.1|CCAP, CCAP1982_LOCUS21517|CAD7013452.1|CCAP
OG0000174	LOC115626586|XP_030377828.1|SLEB, LOC115625742|XP_030376759.1|SLEB	CCAP1982_LOCUS7088|CAD6998497.1|CCAP
OG0000175	LOC115623739|XP_030374110.1|SLEB	CCAP1982_LOCUS4970|CAD6996286.1|CCAP
OG0000175	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB	CCAP1982_LOCUS785|CAD6991894.1|CCAP
OG0000176	LOC115623267|XP_030373398.1|SLEB, LOC115622543|XP_030372370.1|SLEB, LOC115622550|XP_030372377.1|SLEB, LOC115622547|XP_030372373.1|SLEB	CCAP1982_LOCUS11594|CAD7003132.1|CCAP
OG0000177	LOC115620237|XP_030369242.1|SLEB	CCAP1982_LOCUS3972|CAD6995251.1|CCAP
