Orthogroup	SLEB.longest_only	DSIM.longest_only
OG0000059	LOC115620757|XP_030370013.1|SLEB	LOC6729751|XP_002105057.1|DSIM
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC6740094|XP_016039113.1|DSIM
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC6732627|XP_002079746.2|DSIM
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC27207681|XP_016033309.1|DSIM
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC27206381|XP_016037061.1|DSIM
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC6725775|XP_002106774.1|DSIM
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC6730742|XP_002077910.1|DSIM
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC6732437|XP_002079558.1|DSIM
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC6732439|XP_002079560.1|DSIM
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC6740030|XP_002076916.1|DSIM
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC6732805|XP_002079918.1|DSIM, LOC6726783|XP_002102191.1|DSIM, LOC6732806|XP_002079919.1|DSIM
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC6727842|XP_002103201.1|DSIM, LOC6727843|XP_002103202.1|DSIM, LOC6727841|XP_002103200.1|DSIM
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC27208797|XP_016031320.1|DSIM
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC6737522|XP_002084358.1|DSIM
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC6737523|XP_002084359.2|DSIM, LOC6737524|XP_016031319.1|DSIM
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC6728371|XP_002103719.1|DSIM, LOC6731536|XP_002078683.1|DSIM, LOC6728370|XP_002103718.1|DSIM, LOC6727792|XP_002103153.2|DSIM, LOC6727793|XP_016034382.1|DSIM
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB	LOC6726978|XP_002102379.1|DSIM, LOC6729920|XP_002105222.1|DSIM
OG0000066	LOC115625501|XP_030376421.1|SLEB	LOC6733106|XP_002080183.1|DSIM
OG0000066	LOC115624182|XP_030374638.1|SLEB	LOC6727922|XP_002103277.1|DSIM
OG0000066	LOC115622362|XP_030372137.1|SLEB	LOC6725614|XP_002106621.2|DSIM, LOC6735832|XP_002082742.1|DSIM
OG0000067	LOC115621860|XP_030371539.1|SLEB	LOC6727258|XP_016033773.1|DSIM
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC6736894|XP_016030541.1|DSIM
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC6733725|XP_016026693.1|DSIM
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC6736893|XP_002083746.1|DSIM
OG0000067	LOC115622364|XP_030372139.1|SLEB	LOC6738999|XP_016032827.1|DSIM
OG0000068	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB	LOC6738497|XP_016032344.1|DSIM
OG0000068	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB	LOC6727391|XP_016033933.1|DSIM, LOC120284775|XP_039149541.1|DSIM, LOC6738508|XP_039149536.1|DSIM, LOC6735356|XP_016028689.1|DSIM
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC6726193|XP_016040252.1|DSIM
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC6731198|XP_002078357.1|DSIM
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC6724811|XP_016037593.1|DSIM
OG0000070	LOC115625715|XP_030376721.1|SLEB	LOC6731197|XP_016023746.1|DSIM
OG0000070	LOC115625716|XP_030376722.1|SLEB	LOC6739846|XP_002076739.1|DSIM
OG0000071	LOC115624679|XP_030375338.1|SLEB	LOC6737960|XP_016031706.1|DSIM
OG0000071	LOC115624678|XP_030375337.1|SLEB	LOC6737959|XP_039149304.1|DSIM, LOC6737961|XP_002084777.1|DSIM
OG0000072	LOC115625138|XP_030375920.1|SLEB	LOC6734771|XP_002081774.1|DSIM
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC6734779|XP_002081782.1|DSIM
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC6734773|XP_016027978.1|DSIM
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC6735060|XP_016028345.1|DSIM
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC27206379|XP_039153085.1|DSIM
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC6739755|XP_039150533.1|DSIM
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC6736960|XP_002083807.1|DSIM
OG0000075	LOC115622150|XP_030371879.1|SLEB	LOC6737411|XP_016031172.1|DSIM
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC6737413|XP_002084251.2|DSIM
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC6737412|XP_016031174.1|DSIM
OG0000075	LOC115622151|XP_030371880.1|SLEB	LOC6737410|XP_002084248.1|DSIM
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC6736800|XP_016030455.1|DSIM
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC6728433|XP_016035035.1|DSIM, LOC6728430|XP_016035033.1|DSIM
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC6726415|XP_002107372.3|DSIM
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC120285241|XP_039152396.1|DSIM, LOC6726417|XP_039154080.1|DSIM, LOC120285274|XP_039152667.1|DSIM
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC6735263|XP_002082233.1|DSIM
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC6728793|XP_002104128.1|DSIM
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC27208378|XP_016029441.1|DSIM
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC6739786|XP_016036667.1|DSIM
OG0000078	LOC115624829|XP_030375536.1|SLEB	LOC6735299|XP_002082259.1|DSIM
OG0000078	LOC115624752|XP_030375442.1|SLEB	LOC6739023|XP_002085818.1|DSIM
OG0000078	LOC115620798|XP_030370081.1|SLEB	LOC6727087|XP_002102484.1|DSIM
OG0000078	LOC115627604|XP_030379186.1|SLEB	LOC6727351|XP_016040222.1|DSIM
OG0000078	LOC115627905|XP_030379660.1|SLEB	LOC6726287|XP_002107248.2|DSIM
OG0000079	LOC115631581|XP_030384238.1|SLEB	LOC6730900|XP_002078064.2|DSIM
OG0000079	LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB	LOC27208402|XP_016023330.1|DSIM
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC6734869|XP_002081870.3|DSIM, LOC6734871|XP_039147232.1|DSIM
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC6734800|XP_002081803.1|DSIM
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC6736307|XP_002083191.1|DSIM
OG0000082	LOC115631916|XP_030384627.1|SLEB	LOC6735734|XP_016029105.1|DSIM
OG0000082	LOC115620211|XP_030369208.1|SLEB	LOC6729147|XP_002104468.1|DSIM
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC6728152|XP_002103502.1|DSIM
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC6731834|XP_002078969.1|DSIM
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC6735164|XP_016028449.1|DSIM
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC6734690|XP_002081697.1|DSIM
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC6733406|XP_039148680.1|DSIM
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC6735244|XP_002082217.1|DSIM
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC6731703|XP_002078839.2|DSIM
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC6732326|XP_002079454.1|DSIM
OG0000087	LOC115626069|XP_030377182.1|SLEB	LOC6731729|XP_002078864.1|DSIM
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC6733235|XP_016026114.1|DSIM
OG0000088	LOC115626364|XP_030377575.1|SLEB	LOC6731877|XP_039147209.1|DSIM
OG0000088	LOC115623096|XP_030373163.1|SLEB	LOC6737664|XP_016031426.1|DSIM
OG0000088	LOC115623093|XP_030373160.1|SLEB	LOC6734839|XP_002081841.1|DSIM
OG0000088	LOC115622241|XP_030371997.1|SLEB	LOC27206292|XP_016031427.1|DSIM
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC6727037|XP_002102435.1|DSIM
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC6728738|XP_002104073.1|DSIM
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC6737468|XP_002084304.1|DSIM
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC6733740|XP_002080786.2|DSIM
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC6733746|XP_016026706.1|DSIM
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC6736772|XP_002083628.1|DSIM
OG0000090	LOC115624821|XP_030375529.1|SLEB	LOC6736298|XP_016029779.1|DSIM
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC6730014|XP_016036778.1|DSIM
OG0000091	LOC115630433|XP_030382848.1|SLEB	LOC6732003|XP_016024679.1|DSIM
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC6727564|XP_016034162.1|DSIM
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC6727565|XP_016034164.1|DSIM
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC6729582|XP_002104890.2|DSIM
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC6729585|XP_002104893.2|DSIM
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC6729663|XP_002104969.1|DSIM, LOC6729583|XP_002104891.1|DSIM
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC6731455|XP_016024109.1|DSIM
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC6725462|XP_002106478.1|DSIM, LOC27206936|XP_016028260.1|DSIM, LOC6734956|XP_002081950.1|DSIM
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC6725499|XP_002106513.1|DSIM
OG0000094	LOC115622394|XP_030372178.1|SLEB	LOC6737538|XP_002084373.2|DSIM
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC6726915|XP_002102317.1|DSIM
OG0000096	LOC115621238|XP_030370689.1|SLEB	LOC6732786|XP_016025498.1|DSIM
OG0000096	LOC115620727|XP_030369967.1|SLEB	LOC6728671|XP_016035335.1|DSIM
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC6732853|XP_002079963.2|DSIM
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC6728369|XP_002103717.1|DSIM
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC6724926|XP_002105963.2|DSIM
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC6724927|XP_002105964.2|DSIM
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC6724923|XP_016037782.1|DSIM
OG0000100	LOC115629849|XP_030382290.1|SLEB	LOC27209016|XP_016028054.1|DSIM
OG0000100	LOC115620196|XP_030369189.1|SLEB	LOC6728116|XP_002103467.2|DSIM
OG0000100	LOC115621551|XP_030371080.1|SLEB	LOC6728117|XP_002103468.1|DSIM
OG0000100	LOC115620430|XP_030369518.1|SLEB	LOC27207461|XP_039150801.1|DSIM
OG0000101	LOC115634421|XP_030387988.1|SLEB	LOC27207534|XP_016032499.1|DSIM
OG0000101	LOC115634430|XP_030387997.1|SLEB	LOC27207047|XP_016032497.2|DSIM
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC6738674|XP_016032493.2|DSIM
OG0000101	LOC115634418|XP_030387984.1|SLEB	LOC120284835|XP_039150176.1|DSIM
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC6735023|XP_002082004.1|DSIM
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC6733641|XP_016026602.1|DSIM
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC6737362|XP_002084200.1|DSIM, LOC6738500|XP_002085306.1|DSIM, LOC27207409|XP_016032345.1|DSIM
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC6733940|XP_016026992.1|DSIM
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC6738313|XP_002085123.2|DSIM
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC6731627|XP_002078767.1|DSIM
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC6738320|XP_016032165.1|DSIM, LOC6738319|XP_002085129.2|DSIM
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB	LOC6727357|XP_002102742.2|DSIM, LOC6737448|XP_039150302.1|DSIM, LOC6737449|XP_002084285.3|DSIM
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC6728924|XP_002104252.1|DSIM
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC6728929|XP_002104257.2|DSIM, LOC6728930|XP_002104258.1|DSIM
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC6735822|XP_002082732.2|DSIM, LOC6732592|XP_002079711.1|DSIM, LOC6732593|XP_002079712.2|DSIM, LOC6732591|XP_002079710.1|DSIM, LOC6739496|XP_002076393.1|DSIM
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC6731858|XP_002078993.1|DSIM, LOC6731857|XP_016024540.1|DSIM
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC6731848|XP_016024531.1|DSIM, LOC27208206|XP_016024529.1|DSIM
OG0000110	LOC115628356|XP_030380291.1|SLEB	LOC6737135|XP_002083982.1|DSIM
OG0000110	LOC115628263|XP_030380142.1|SLEB	LOC6737136|XP_002083983.2|DSIM
OG0000110	LOC115628416|XP_030380363.1|SLEB	LOC6737137|XP_002083984.1|DSIM
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC6737138|XP_002083985.1|DSIM
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC6735301|XP_002082261.1|DSIM, LOC6735304|XP_002082264.1|DSIM, LOC6739475|XP_002076375.1|DSIM
OG0000112	LOC115629158|XP_030381390.1|SLEB	LOC6726584|XP_002107536.1|DSIM, LOC6726167|XP_002107143.1|DSIM
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC6726553|XP_002107507.1|DSIM, LOC6726552|XP_002107506.1|DSIM
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC6726892|XP_002102294.1|DSIM
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC27206508|XP_016024716.1|DSIM
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC27206554|XP_016024717.1|DSIM
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC6729593|XP_002104901.1|DSIM
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	LOC6729599|XP_016036240.1|DSIM
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	LOC6729594|XP_002104902.3|DSIM, LOC6729595|XP_002104903.1|DSIM
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC6732271|XP_016024938.1|DSIM
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC6732270|XP_002079399.2|DSIM
OG0000117	LOC115626180|XP_030377317.1|SLEB	LOC27208966|XP_016024937.1|DSIM
OG0000117	LOC115626181|XP_030377318.1|SLEB	LOC6732269|XP_002079398.1|DSIM
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC6731055|XP_039150598.1|DSIM
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC6732291|XP_002079420.1|DSIM
OG0000119	LOC115625335|XP_030376220.1|SLEB	LOC6728692|XP_002104028.2|DSIM
OG0000119	LOC115625475|XP_030376385.1|SLEB	LOC6728690|XP_016035360.2|DSIM
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC6728691|XP_002104027.1|DSIM
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC6734025|XP_016027044.1|DSIM
OG0000120	LOC115628235|XP_030380109.1|SLEB	LOC6734420|XP_002081440.1|DSIM
OG0000121	LOC115625542|XP_030376479.1|SLEB	LOC6725520|XP_002106533.1|DSIM
OG0000121	LOC115625267|XP_030376127.1|SLEB	LOC6728083|XP_002103435.1|DSIM
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC6730645|XP_016023081.1|DSIM
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC6725674|XP_016038931.1|DSIM
OG0000122	LOC115631897|XP_030384606.1|SLEB	LOC6730941|XP_039154462.1|DSIM
OG0000123	LOC115634239|XP_030387693.1|SLEB	LOC6736097|XP_002082998.1|DSIM
OG0000123	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB	LOC6728300|XP_016034934.1|DSIM
OG0000123	LOC115624223|XP_030374697.1|SLEB	LOC6726983|XP_002102384.1|DSIM, LOC6726982|XP_002102383.2|DSIM
OG0000123	LOC115624192|XP_030374649.1|SLEB	LOC6726984|XP_002102385.2|DSIM
OG0000124	LOC115633905|XP_030387269.1|SLEB	LOC6734813|XP_002081816.1|DSIM, LOC27208977|XP_016026539.1|DSIM
OG0000124	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC6733578|XP_002080632.2|DSIM, LOC6733588|XP_016026546.1|DSIM
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC6729834|XP_016036531.1|DSIM
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC6728310|XP_002103659.2|DSIM
OG0000125	LOC115630466|XP_030382900.1|SLEB	LOC6734770|XP_002081773.1|DSIM
OG0000125	LOC115630458|XP_030382887.1|SLEB	LOC6734769|XP_002081772.2|DSIM
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB	LOC6732374|XP_016025028.1|DSIM
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	LOC6727120|XP_016033596.1|DSIM, LOC6727121|XP_002102514.1|DSIM, LOC6727119|XP_002102512.1|DSIM
OG0000127	LOC115624150|XP_030374607.1|SLEB	LOC6727118|XP_016033595.1|DSIM
OG0000128	LOC115627037|XP_030378429.1|SLEB	LOC6735515|XP_016028855.1|DSIM
OG0000128	LOC115634167|XP_030387611.1|SLEB	LOC6735513|XP_016028854.1|DSIM
OG0000129	LOC115633252|XP_030386513.1|SLEB	LOC27207923|XP_016038346.1|DSIM
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB	LOC6737662|XP_016031425.1|DSIM
OG0000129	LOC115632635|XP_030385724.1|SLEB	LOC27209404|XP_016024417.1|DSIM
OG0000129	LOC115633251|XP_030386512.1|SLEB	LOC27208978|XP_016038348.1|DSIM
OG0000130	LOC115632117|XP_030384979.1|SLEB	LOC6736999|XP_002083846.2|DSIM
OG0000130	LOC115632142|XP_030385018.1|SLEB	LOC6736995|XP_002083842.1|DSIM
OG0000130	LOC115632815|XP_030385927.1|SLEB	LOC6736996|XP_002083843.1|DSIM, LOC6736998|XP_002083845.2|DSIM
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC6728271|XP_016034905.1|DSIM
OG0000132	LOC115631441|XP_030384043.1|SLEB	LOC6732066|XP_002079198.1|DSIM, LOC6732065|XP_002079197.1|DSIM
OG0000132	LOC115624363|XP_030374882.1|SLEB	LOC6727586|XP_002102965.1|DSIM
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC6728063|XP_016034682.1|DSIM
OG0000134	LOC115629363|XP_030381677.1|SLEB	LOC6725777|XP_002106776.1|DSIM
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC6731882|XP_016024555.1|DSIM
OG0000137	LOC115621775|XP_030371387.1|SLEB	LOC6739695|XP_039150368.1|DSIM
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC6737058|XP_016030680.1|DSIM
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC27208920|XP_016038337.1|DSIM
OG0000138	LOC115623943|XP_030374365.1|SLEB	LOC6728889|XP_002104222.2|DSIM
OG0000138	LOC115623756|XP_030374151.1|SLEB	LOC27207568|XP_016035580.1|DSIM
OG0000140	LOC115621072|XP_030370459.1|SLEB	LOC6739774|XP_016036532.1|DSIM
OG0000141	LOC115632509|XP_030385558.1|SLEB	LOC6737298|XP_002084138.1|DSIM
OG0000141	LOC115632354|XP_030385324.1|SLEB	LOC6737296|XP_016031007.1|DSIM
OG0000141	LOC115632744|XP_030385851.1|SLEB	LOC6737295|XP_002084135.1|DSIM
OG0000141	LOC115632365|XP_030385343.1|SLEB	LOC6737294|XP_002084134.2|DSIM
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC6729412|XP_016036060.2|DSIM
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC6740747|XP_016033059.1|DSIM
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC6725439|XP_039152649.1|DSIM
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC6738586|XP_002085390.1|DSIM
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC6738585|XP_002085389.2|DSIM
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC6728034|XP_016034649.1|DSIM
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC6725945|XP_016039294.1|DSIM
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC27206935|XP_039148698.1|DSIM, LOC120284921|XP_039150355.1|DSIM
OG0000145	LOC115627757|XP_030379402.1|SLEB	LOC27207725|XP_016038719.1|DSIM
OG0000145	LOC115631049|XP_030383542.1|SLEB	LOC6732521|XP_002079640.1|DSIM
OG0000145	LOC115632005|XP_030384793.1|SLEB	LOC6732519|XP_002079638.2|DSIM
OG0000145	LOC115632004|XP_030384792.1|SLEB	LOC6732520|XP_002079639.1|DSIM
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC6732125|XP_002079257.2|DSIM
OG0000147	LOC115621832|XP_030371499.1|SLEB	LOC6726955|XP_002102357.1|DSIM
OG0000147	LOC115621833|XP_030371501.1|SLEB	LOC6726954|XP_002102356.1|DSIM
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC6730876|XP_016023300.1|DSIM
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC27208895|XP_016024272.1|DSIM
OG0000149	LOC115626190|XP_030377330.1|SLEB	LOC6731362|XP_002078516.2|DSIM
OG0000149	LOC115629267|XP_030381551.1|SLEB	LOC6726522|XP_002107478.1|DSIM
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	LOC6740630|XP_016023047.2|DSIM, LOC27206529|XP_039151345.1|DSIM, LOC6730607|XP_002077786.1|DSIM, LOC27207898|XP_016023046.1|DSIM, LOC6730608|XP_002077787.2|DSIM, LOC6730609|XP_002077788.1|DSIM
OG0000151	LOC115622266|XP_030372028.1|SLEB	LOC6738805|XP_002085605.1|DSIM
OG0000151	LOC115622260|XP_030372021.1|SLEB	LOC6738810|XP_002085610.1|DSIM
OG0000151	LOC115622264|XP_030372025.1|SLEB	LOC6738809|XP_002085609.1|DSIM
OG0000151	LOC115622278|XP_030372040.1|SLEB	LOC6737742|XP_002084571.1|DSIM
OG0000152	LOC115620943|XP_030370319.1|SLEB	LOC6729998|XP_002105292.1|DSIM
OG0000152	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC6730000|XP_016036767.1|DSIM
OG0000153	LOC115621745|XP_030371339.1|SLEB	LOC6728123|XP_016034743.1|DSIM
OG0000153	LOC115620210|XP_030369207.1|SLEB	LOC6728126|XP_002103477.1|DSIM, LOC6728125|XP_002103476.2|DSIM
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB	LOC6729177|XP_002104498.2|DSIM, LOC6729178|XP_002104499.2|DSIM
OG0000154	LOC115632597|XP_030385682.1|SLEB	LOC27206855|XP_016031941.1|DSIM
OG0000155	LOC115628421|XP_030380369.1|SLEB	LOC6737150|XP_002083997.1|DSIM
OG0000155	LOC115628363|XP_030380300.1|SLEB	LOC27206885|XP_039149275.1|DSIM
OG0000155	LOC115628359|XP_030380294.1|SLEB	LOC6737146|XP_002083993.2|DSIM
OG0000157	LOC115629819|XP_030382253.1|SLEB	LOC6733589|XP_002080643.2|DSIM, LOC6733579|XP_002080633.1|DSIM
OG0000157	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC6733590|XP_002080644.1|DSIM
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB	LOC6737096|XP_002083943.2|DSIM
OG0000158	LOC115632736|XP_030385842.1|SLEB	LOC6737097|XP_002083944.2|DSIM
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC6738522|XP_002085328.2|DSIM
OG0000160	LOC115621357|XP_030370839.1|SLEB	LOC6728996|XP_002104317.1|DSIM
OG0000160	LOC115621163|XP_030370583.1|SLEB	LOC6728997|XP_016035660.1|DSIM
OG0000161	LOC115622971|XP_030372982.1|SLEB	LOC6736233|XP_016029741.1|DSIM
OG0000161	LOC115629943|XP_030382412.1|SLEB	LOC6740095|XP_016039118.1|DSIM
OG0000162	LOC115628734|XP_030380797.1|SLEB	LOC6737895|XP_002084723.1|DSIM, LOC27209216|XP_016030017.1|DSIM, LOC6733109|XP_002080186.2|DSIM
OG0000162	LOC115630435|XP_030382852.1|SLEB	LOC6731015|XP_016023502.1|DSIM
OG0000163	LOC115628458|XP_030380436.1|SLEB	LOC6736190|XP_002083086.1|DSIM
OG0000163	LOC115623156|XP_030373231.1|SLEB	LOC6730512|XP_016022972.1|DSIM
OG0000164	LOC115633795|XP_030387133.1|SLEB	LOC6734384|XP_016027507.1|DSIM
OG0000165	LOC115626650|XP_030377915.1|SLEB	LOC6739845|XP_039153162.1|DSIM, LOC120285585|XP_039154149.1|DSIM, LOC6726615|XP_039154202.1|DSIM, LOC120285633|XP_039154206.1|DSIM, LOC120285238|XP_039152356.1|DSIM, LOC120285320|XP_039153158.1|DSIM, LOC6726616|XP_039153168.1|DSIM, LOC27208883|XP_039153171.1|DSIM
OG0000165	LOC115633702|XP_030387021.1|SLEB	LOC6736878|XP_016030522.1|DSIM, LOC6736817|XP_002083673.1|DSIM
OG0000166	LOC115634666|XP_030388385.1|SLEB	LOC27207201|XP_016028816.1|DSIM
OG0000166	LOC115619972|XP_030368868.1|SLEB	LOC6735481|XP_016028817.2|DSIM
