Orthogroup	SLEB.longest_only	AALB.longest_only
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB	LOC118456552|XP_035773315.1|AALB, LOC118456551|XP_035773312.1|AALB
OG0000128	LOC115627037|XP_030378429.1|SLEB, LOC115634167|XP_030387611.1|SLEB	LOC118463140|XP_035785395.1|AALB
OG0000129	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	LOC118456548|XP_035773308.1|AALB
OG0000130	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB	LOC118464719|XP_035788184.1|AALB
OG0000132	LOC115631441|XP_030384043.1|SLEB, LOC115624363|XP_030374882.1|SLEB	LOC118458943|XP_035777814.1|AALB, LOC118468465|XP_035795152.1|AALB
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC118464308|XP_035787537.1|AALB
OG0000134	LOC115629363|XP_030381677.1|SLEB, LOC115631566|XP_030384216.1|SLEB	LOC118458491|XP_035776937.1|AALB
OG0000137	LOC115632206|XP_030385118.1|SLEB, LOC115621775|XP_030371387.1|SLEB	LOC118459373|XP_035778562.1|AALB
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC118466961|XP_035792755.1|AALB, LOC118467197|XP_035793304.1|AALB
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC118466212|XP_035791127.1|AALB
OG0000140	LOC115621072|XP_030370459.1|SLEB, LOC115631745|XP_030384446.1|SLEB	LOC118458081|XP_035776133.1|AALB, LOC118458082|XP_035776136.1|AALB, LOC118466021|XP_035790730.1|AALB, LOC118465203|XP_035789081.1|AALB, LOC118465619|XP_035789896.1|AALB, LOC118463502|XP_035785994.1|AALB, LOC118464216|XP_035787280.1|AALB, LOC118463503|XP_035785996.1|AALB
OG0000141	LOC115632509|XP_030385558.1|SLEB, LOC115632354|XP_030385324.1|SLEB, LOC115632744|XP_030385851.1|SLEB, LOC115632365|XP_030385343.1|SLEB	LOC118467705|XP_035794382.1|AALB
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC118468696|XP_035795705.1|AALB
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC118462517|XP_035784278.1|AALB
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC118457471|XP_035774992.1|AALB
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC118467175|XP_035793250.1|AALB
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC118459735|XP_035779305.1|AALB, LOC118459734|XP_035779304.1|AALB, LOC118459680|XP_035779199.1|AALB, LOC118459679|XP_035779198.1|AALB
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC118461471|XP_035782710.1|AALB
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC118456472|XP_035773156.1|AALB
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC118457512|XP_035775046.1|AALB, LOC118457837|XP_035775606.1|AALB
OG0000145	LOC115627757|XP_030379402.1|SLEB, LOC115631049|XP_030383542.1|SLEB, LOC115632005|XP_030384793.1|SLEB, LOC115632004|XP_030384792.1|SLEB	LOC118468579|XP_035795404.1|AALB, LOC118468580|XP_035795405.1|AALB
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC118459781|XP_035779391.1|AALB
OG0000147	LOC115621832|XP_030371499.1|SLEB, LOC115621833|XP_030371501.1|SLEB	LOC118458812|XP_035777575.1|AALB, LOC118461758|XP_035783386.1|AALB
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC118467812|XP_035794580.1|AALB
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC118456165|XP_035772584.1|AALB, LOC118456386|XP_035772969.1|AALB
OG0000149	LOC115626190|XP_030377330.1|SLEB, LOC115629267|XP_030381551.1|SLEB	LOC118458020|XP_035776018.1|AALB
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC118457944|XP_035775851.1|AALB
OG0000153	LOC115621745|XP_030371339.1|SLEB, LOC115620210|XP_030369207.1|SLEB	LOC118469045|XP_035796404.1|AALB, LOC118469043|XP_035796402.1|AALB, LOC118469044|XP_035796403.1|AALB
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB, LOC115632597|XP_030385682.1|SLEB	LOC118460594|XP_035780914.1|AALB, LOC118460586|XP_035780900.1|AALB, LOC118456679|XP_035773546.1|AALB, LOC118460599|XP_035780920.1|AALB
OG0000157	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC118464455|XP_035787735.1|AALB, LOC118464454|XP_035787734.1|AALB
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB	LOC118460884|XP_035781520.1|AALB, LOC118460883|XP_035781519.1|AALB, LOC118460486|XP_035780727.1|AALB, LOC118460485|XP_035780726.1|AALB
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC118467615|XP_035794210.1|AALB
OG0000160	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB	LOC118468803|XP_035795905.1|AALB, LOC118463490|XP_035785973.1|AALB, LOC118459593|XP_035779014.1|AALB, LOC118458011|XP_035776002.1|AALB
OG0000162	LOC115628734|XP_030380797.1|SLEB, LOC115630435|XP_030382852.1|SLEB	LOC118459995|XP_035779789.1|AALB, LOC118459994|XP_035779785.1|AALB
OG0000163	LOC115628458|XP_030380436.1|SLEB, LOC115623156|XP_030373231.1|SLEB	LOC118465174|XP_035789029.1|AALB, LOC118466751|XP_035792341.1|AALB, LOC118464335|XP_035787546.1|AALB, LOC118464334|XP_035787545.1|AALB
OG0000164	LOC115622228|XP_030371985.1|SLEB, LOC115622226|XP_030371983.1|SLEB, LOC115622343|XP_030372115.1|SLEB, LOC115622225|XP_030371981.1|SLEB, LOC115622227|XP_030371984.1|SLEB	LOC118466740|XP_035792318.1|AALB
OG0000165	LOC115626650|XP_030377915.1|SLEB, LOC115633702|XP_030387021.1|SLEB	LOC118466108|XP_035790926.1|AALB
OG0000166	LOC115634666|XP_030388385.1|SLEB	LOC118467357|XP_035793649.1|AALB
OG0000166	LOC115619972|XP_030368868.1|SLEB	LOC118464605|XP_035787942.1|AALB, LOC118459588|XP_035779009.1|AALB, LOC118463382|XP_035785811.1|AALB, LOC118465186|XP_035789048.1|AALB
OG0000169	LOC115621259|XP_030370717.1|SLEB	LOC118462696|XP_035784516.1|AALB, LOC118462698|XP_035784519.1|AALB
OG0000170	LOC115631209|XP_030383774.1|SLEB	LOC118459303|XP_035778444.1|AALB, LOC118459300|XP_035778442.1|AALB
OG0000171	LOC115626100|XP_030377212.1|SLEB	LOC118461368|XP_035782508.1|AALB
OG0000171	LOC115625657|XP_030376646.1|SLEB	LOC118460225|XP_035780245.1|AALB
OG0000171	LOC115629314|XP_030381620.1|SLEB	LOC118458772|XP_035777465.1|AALB
OG0000172	LOC115632350|XP_030385315.1|SLEB	LOC118466457|XP_035791698.1|AALB
OG0000173	LOC115634438|XP_030388005.1|SLEB, LOC115634356|XP_030387876.1|SLEB	LOC118457021|XP_035774148.1|AALB, LOC118457019|XP_035774144.1|AALB
OG0000174	LOC115628982|XP_030381125.1|SLEB, LOC115626586|XP_030377828.1|SLEB, LOC115625742|XP_030376759.1|SLEB	LOC118468685|XP_035795692.1|AALB, LOC118458601|XP_035777171.1|AALB
OG0000175	LOC115623739|XP_030374110.1|SLEB	LOC118460779|XP_035781277.1|AALB
OG0000175	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB	LOC118460374|XP_035780520.1|AALB, LOC118460373|XP_035780519.1|AALB, LOC118460382|XP_035780534.1|AALB
OG0000177	LOC115628068|XP_030379894.1|SLEB	LOC118460956|XP_035781628.1|AALB
OG0000177	LOC115620237|XP_030369242.1|SLEB	LOC118460236|XP_035780283.1|AALB
OG0000178	LOC115634614|XP_030388323.1|SLEB	LOC118466135|XP_035790979.1|AALB
OG0000179	LOC115622211|XP_030371971.1|SLEB	LOC118467687|XP_035794354.1|AALB
OG0000179	LOC115626268|XP_030377442.1|SLEB	LOC118464344|XP_035787555.1|AALB
OG0000181	LOC115621119|XP_030370523.1|SLEB, LOC115621326|XP_030370806.1|SLEB, LOC115625637|XP_030376626.1|SLEB	LOC118464110|XP_035787091.1|AALB, LOC118460679|XP_035781067.1|AALB
OG0000182	LOC115624195|XP_030374657.1|SLEB	LOC118460396|XP_035780566.1|AALB
OG0000182	LOC115623616|XP_030373895.1|SLEB, LOC115623712|XP_030374052.1|SLEB	LOC118460395|XP_035780565.1|AALB
OG0000183	LOC115627246|XP_030378727.1|SLEB, LOC115632361|XP_030385339.1|SLEB, LOC115622861|XP_030372805.1|SLEB, LOC115622111|XP_030371812.1|SLEB	LOC118466280|XP_035791250.1|AALB
OG0000184	LOC115630552|XP_030383023.1|SLEB	LOC118461577|XP_035782961.1|AALB, LOC118461579|XP_035782963.1|AALB, LOC118461580|XP_035782964.1|AALB, LOC118461576|XP_035782960.1|AALB, LOC118461578|XP_035782962.1|AALB, LOC118463680|XP_035786338.1|AALB, LOC118465594|XP_035789853.1|AALB
OG0000185	LOC115634776|XP_030388532.1|SLEB, LOC115634358|XP_030387879.1|SLEB	LOC118463262|XP_035785626.1|AALB
OG0000186	LOC115627080|XP_030378488.1|SLEB, LOC115627050|XP_030378453.1|SLEB	LOC118464881|XP_035788517.1|AALB
OG0000188	LOC115629547|XP_030381888.1|SLEB, LOC115627828|XP_030379524.1|SLEB, LOC115627591|XP_030379174.1|SLEB	LOC118467332|XP_035793620.1|AALB, LOC118456213|XP_035772682.1|AALB, LOC118466053|XP_035790785.1|AALB
OG0000189	LOC115626272|XP_030377451.1|SLEB	LOC118468673|XP_035795650.1|AALB, LOC118456425|XP_035773076.1|AALB
OG0000189	LOC115626939|XP_030378314.1|SLEB	LOC118456554|XP_035773316.1|AALB
OG0000190	LOC115629392|XP_030381704.1|SLEB	LOC118468983|XP_035796273.1|AALB
OG0000191	LOC115634077|XP_030387483.1|SLEB, LOC115634078|XP_030387488.1|SLEB	LOC118465744|XP_035790100.1|AALB, LOC118464519|XP_035787848.1|AALB, LOC118464516|XP_035787846.1|AALB, LOC118465387|XP_035789476.1|AALB, LOC118466709|XP_035792257.1|AALB
OG0000191	LOC115624324|XP_030374814.1|SLEB	LOC118458838|XP_035777632.1|AALB
OG0000192	LOC115623866|XP_030374272.1|SLEB, LOC115634119|XP_030387546.1|SLEB, LOC115634125|XP_030387554.1|SLEB	LOC118456678|XP_035773544.1|AALB, LOC118457586|XP_035775167.1|AALB, LOC118468714|XP_035795736.1|AALB
OG0000193	LOC115631474|XP_030384088.1|SLEB, LOC115622946|XP_030372938.1|SLEB, LOC115622463|XP_030372268.1|SLEB, LOC115622436|XP_030372238.1|SLEB, LOC115623019|XP_030373049.1|SLEB, LOC115634706|XP_030388446.1|SLEB, LOC115623069|XP_030373123.1|SLEB, LOC115628420|XP_030380368.1|SLEB, LOC115628419|XP_030380367.1|SLEB, LOC115628360|XP_030380297.1|SLEB, LOC115628418|XP_030380366.1|SLEB, LOC115628364|XP_030380301.1|SLEB, LOC115622938|XP_030372928.1|SLEB, LOC115622868|XP_030372815.1|SLEB, LOC115622245|XP_030372002.1|SLEB	LOC118465386|XP_035789474.1|AALB, LOC118465820|XP_035790299.1|AALB
OG0000196	LOC115630808|XP_030383332.1|SLEB, LOC115630491|XP_030382937.1|SLEB	LOC118457422|XP_035774896.1|AALB
OG0000196	LOC115630762|XP_030383277.1|SLEB	LOC118458110|XP_035776177.1|AALB, LOC118459601|XP_035779042.1|AALB, LOC118458109|XP_035776176.1|AALB
OG0000197	LOC115626694|XP_030377981.1|SLEB	LOC118457771|XP_035775491.1|AALB
OG0000197	LOC115626696|XP_030377984.1|SLEB	LOC118457770|XP_035775490.1|AALB
OG0000197	LOC115626946|XP_030378321.1|SLEB	LOC118457772|XP_035775494.1|AALB
OG0000200	LOC115623790|XP_030374192.1|SLEB, LOC115621847|XP_030371519.1|SLEB	LOC118466489|XP_035791784.1|AALB
OG0000201	LOC115621195|XP_030370633.1|SLEB, LOC115621403|XP_030370907.1|SLEB	LOC118467190|XP_035793290.1|AALB, LOC118467191|XP_035793293.1|AALB, LOC118458963|XP_035777838.1|AALB
OG0000202	LOC115623618|XP_030373898.1|SLEB	LOC118457260|XP_035774542.1|AALB
OG0000203	LOC115621744|XP_030371337.1|SLEB, LOC115628246|XP_030380125.1|SLEB, LOC115629770|XP_030382188.1|SLEB	LOC118456278|XP_035772784.1|AALB
OG0000205	LOC115621790|XP_030371421.1|SLEB, LOC115620493|XP_030369596.1|SLEB	LOC118461377|XP_035782521.1|AALB, LOC118459473|XP_035778778.1|AALB, LOC118459474|XP_035778779.1|AALB, LOC118459476|XP_035778781.1|AALB, LOC118461694|XP_035783206.1|AALB, LOC118459475|XP_035778780.1|AALB
OG0000206	LOC115624762|XP_030375454.1|SLEB	LOC118465519|XP_035789735.1|AALB
OG0000206	LOC115624748|XP_030375436.1|SLEB	LOC118465019|XP_035788769.1|AALB
OG0000207	LOC115632410|XP_030385407.1|SLEB	LOC118465577|XP_035789838.1|AALB, LOC118466975|XP_035792780.1|AALB
OG0000209	LOC115624966|XP_030375719.1|SLEB	LOC118460662|XP_035781022.1|AALB
OG0000210	LOC115626861|XP_030378226.1|SLEB	LOC118463100|XP_035785291.1|AALB
OG0000211	LOC115621054|XP_030370434.1|SLEB	LOC118468773|XP_035795848.1|AALB
OG0000212	LOC115630977|XP_030383416.1|SLEB, LOC115631971|XP_030384730.1|SLEB	LOC118460757|XP_035781247.1|AALB, LOC118460754|XP_035781234.1|AALB
OG0000213	LOC115622217|XP_030371974.1|SLEB, LOC115634384|XP_030387929.1|SLEB	LOC118459369|XP_035778561.1|AALB, LOC118460488|XP_035780732.1|AALB, LOC118460489|XP_035780735.1|AALB, LOC118459207|XP_035778275.1|AALB, LOC118458019|XP_035776017.1|AALB
OG0000214	LOC115629106|XP_030381291.1|SLEB, LOC115620078|XP_030369104.1|SLEB, LOC115625142|XP_030375921.1|SLEB, LOC115625213|XP_030376043.1|SLEB, LOC115625354|XP_030376247.1|SLEB	LOC118467672|XP_035794321.1|AALB
OG0000215	LOC115630910|XP_030383352.1|SLEB, LOC115623163|XP_030373242.1|SLEB	LOC118468779|XP_035795863.1|AALB, LOC118462730|XP_035784568.1|AALB, LOC118462732|XP_035784573.1|AALB
OG0000216	LOC115629299|XP_030381606.1|SLEB, LOC115629168|XP_030381400.1|SLEB	LOC118457270|XP_035774557.1|AALB
OG0000217	LOC115628067|XP_030379893.1|SLEB	LOC118458201|XP_035776338.1|AALB
OG0000217	LOC115632343|XP_030385309.1|SLEB, LOC115627930|XP_030379683.1|SLEB	LOC118467404|XP_035793771.1|AALB
OG0000218	LOC115631348|XP_030383925.1|SLEB, LOC115631345|XP_030383922.1|SLEB, LOC115631360|XP_030383938.1|SLEB, LOC115631995|XP_030384783.1|SLEB, LOC115631347|XP_030383924.1|SLEB, LOC115634040|XP_030387444.1|SLEB	LOC118461977|XP_035783797.1|AALB
OG0000219	LOC115634032|XP_030387433.1|SLEB, LOC115624770|XP_030375503.1|SLEB, LOC115624369|XP_030374897.1|SLEB, LOC115625433|XP_030376339.1|SLEB	LOC118464108|XP_035787088.1|AALB
OG0000220	LOC115622406|XP_030372198.1|SLEB, LOC115622913|XP_030372897.1|SLEB, LOC115622405|XP_030372196.1|SLEB	LOC118465628|XP_035789923.1|AALB, LOC118465644|XP_035789946.1|AALB
OG0000221	LOC115632003|XP_030384795.1|SLEB, LOC115634142|XP_030387615.1|SLEB	LOC118467167|XP_035793221.1|AALB, LOC118467169|XP_035793228.1|AALB
OG0000222	LOC115621027|XP_030370407.1|SLEB	LOC118460977|XP_035781684.1|AALB
OG0000222	LOC115625449|XP_030376356.1|SLEB	LOC118462726|XP_035784563.1|AALB
OG0000224	LOC115626757|XP_030378077.1|SLEB	LOC118468430|XP_035795085.1|AALB, LOC118467500|XP_035793947.1|AALB, LOC118458051|XP_035776068.1|AALB, LOC118458050|XP_035776067.1|AALB
OG0000225	LOC115625417|XP_030376317.1|SLEB, LOC115625425|XP_030376324.1|SLEB, LOC115625419|XP_030376319.1|SLEB, LOC115625418|XP_030376318.1|SLEB	LOC118459285|XP_035778422.1|AALB, LOC118457267|XP_035774552.1|AALB
OG0000226	LOC115622367|XP_030372144.1|SLEB, LOC115623114|XP_030373183.1|SLEB, LOC115623113|XP_030373182.1|SLEB	LOC118466994|XP_035792810.1|AALB
OG0000228	LOC115628655|XP_030380684.1|SLEB, LOC115623731|XP_030374101.1|SLEB, LOC115631739|XP_030384438.1|SLEB	LOC118460769|XP_035781258.1|AALB
OG0000229	LOC115620323|XP_030369376.1|SLEB, LOC115621978|XP_030371689.1|SLEB	LOC118457114|XP_035774307.1|AALB
OG0000229	LOC115624302|XP_030374784.1|SLEB	LOC118463085|XP_035785251.1|AALB
OG0000230	LOC115620034|XP_030369003.1|SLEB, LOC115628487|XP_030380518.1|SLEB	LOC118467971|XP_035794850.1|AALB, LOC118467972|XP_035794851.1|AALB, LOC118464609|XP_035787947.1|AALB, LOC118467969|XP_035794844.1|AALB, LOC118467970|XP_035794845.1|AALB
OG0000232	LOC115622840|XP_030372779.1|SLEB, LOC115633034|XP_030386277.1|SLEB, LOC115632955|XP_030386155.1|SLEB	LOC118467581|XP_035794123.1|AALB
OG0000233	LOC115620298|XP_030369340.1|SLEB, LOC115621547|XP_030371075.1|SLEB, LOC115621471|XP_030370990.1|SLEB	LOC118460317|XP_035780420.1|AALB
OG0000235	LOC115620737|XP_030369982.1|SLEB, LOC115628006|XP_030379828.1|SLEB, LOC115628076|XP_030379943.1|SLEB, LOC115620405|XP_030369484.1|SLEB	LOC118459904|XP_035779626.1|AALB
OG0000236	LOC115631143|XP_030383673.1|SLEB, LOC115622109|XP_030371810.1|SLEB, LOC115626745|XP_030378056.1|SLEB	LOC118461174|XP_035782077.1|AALB
OG0000237	LOC115620066|XP_030369068.1|SLEB	LOC118467602|XP_035794187.1|AALB
OG0000237	LOC115629497|XP_030381834.1|SLEB	LOC118465408|XP_035789523.1|AALB
OG0000238	LOC115631222|XP_030383788.1|SLEB, LOC115630687|XP_030383194.1|SLEB, LOC115630659|XP_030383160.1|SLEB	LOC118456455|XP_035773124.1|AALB
OG0000239	LOC115625266|XP_030376126.1|SLEB	LOC118461994|XP_035783823.1|AALB
OG0000240	LOC115623585|XP_030373845.1|SLEB, LOC115623904|XP_030374320.1|SLEB, LOC115623901|XP_030374315.1|SLEB	LOC118463527|XP_035786029.1|AALB
OG0000241	LOC115624179|XP_030374634.1|SLEB	LOC118467489|XP_035793934.1|AALB
OG0000246	LOC115629487|XP_030381821.1|SLEB	LOC118462724|XP_035784561.1|AALB
OG0000247	LOC115632325|XP_030385289.1|SLEB, LOC115632745|XP_030385853.1|SLEB	LOC118466761|XP_035792368.1|AALB, LOC118464583|XP_035787919.1|AALB
OG0000248	LOC115632342|XP_030385308.1|SLEB, LOC115632240|XP_030385162.1|SLEB, LOC115633718|XP_030387043.1|SLEB	LOC118465359|XP_035789424.1|AALB, LOC118465284|XP_035789221.1|AALB
OG0000249	LOC115631616|XP_030384281.1|SLEB, LOC115631615|XP_030384280.1|SLEB, LOC115631840|XP_030384543.1|SLEB	LOC118468915|XP_035796116.1|AALB
OG0000250	LOC115630965|XP_030383404.1|SLEB, LOC115631061|XP_030383560.1|SLEB, LOC115630961|XP_030383396.1|SLEB	LOC118460851|XP_035781447.1|AALB
OG0000251	LOC115629102|XP_030381282.1|SLEB, LOC115634025|XP_030387420.1|SLEB, LOC115632180|XP_030385074.1|SLEB	LOC118459610|XP_035779060.1|AALB
OG0000255	LOC115626265|XP_030377437.1|SLEB, LOC115626264|XP_030377434.1|SLEB	LOC118463358|XP_035785766.1|AALB
OG0000256	LOC115625928|XP_030377028.1|SLEB, LOC115626545|XP_030377786.1|SLEB	LOC118461961|XP_035783759.1|AALB
OG0000257	LOC115628176|XP_030380023.1|SLEB	LOC118467824|XP_035794606.1|AALB
OG0000261	LOC115630786|XP_030383302.1|SLEB	LOC118462814|XP_035784725.1|AALB, LOC118462813|XP_035784723.1|AALB
OG0000262	LOC115634802|XP_030388570.1|SLEB	LOC118465598|XP_035789861.1|AALB
OG0000263	LOC115634810|XP_030388582.1|SLEB	LOC118457627|XP_035775237.1|AALB
OG0000264	LOC115627036|XP_030378427.1|SLEB, LOC115626719|XP_030378023.1|SLEB, LOC115620694|XP_030369924.1|SLEB	LOC118456946|XP_035774010.1|AALB
OG0000267	LOC115621311|XP_030370785.1|SLEB, LOC115620877|XP_030370214.1|SLEB, LOC115620876|XP_030370213.1|SLEB	LOC118456340|XP_035772890.1|AALB, LOC118460691|XP_035781097.1|AALB
OG0000268	LOC115621958|XP_030371665.1|SLEB	LOC118458803|XP_035777561.1|AALB, LOC118458480|XP_035776915.1|AALB
OG0000268	LOC115621611|XP_030371164.1|SLEB, LOC115621817|XP_030371465.1|SLEB	LOC118456155|XP_035772568.1|AALB
OG0000269	LOC115622094|XP_030371796.1|SLEB, LOC115622036|XP_030371763.1|SLEB	LOC118460732|XP_035781182.1|AALB
OG0000269	LOC115625144|XP_030375925.1|SLEB	LOC118463979|XP_035786884.1|AALB
OG0000270	LOC115633989|XP_030387372.1|SLEB	LOC118466320|XP_035791327.1|AALB, LOC118460520|XP_035780788.1|AALB, LOC118466323|XP_035791330.1|AALB, LOC118466321|XP_035791328.1|AALB, LOC118466319|XP_035791326.1|AALB, LOC118466324|XP_035791331.1|AALB
OG0000271	LOC115626627|XP_030377890.1|SLEB, LOC115626251|XP_030377404.1|SLEB, LOC115631517|XP_030384150.1|SLEB	LOC118457742|XP_035775447.1|AALB
OG0000272	LOC115622375|XP_030372157.1|SLEB	LOC118459704|XP_035779240.1|AALB
OG0000272	LOC115628054|XP_030379870.1|SLEB	LOC118458822|XP_035777589.1|AALB
OG0000273	LOC115625162|XP_030375954.1|SLEB, LOC115630640|XP_030383140.1|SLEB, LOC115623182|XP_030373262.1|SLEB, LOC115624315|XP_030374804.1|SLEB	LOC118459186|XP_035778237.1|AALB
OG0000279	LOC115632514|XP_030385565.1|SLEB, LOC115632545|XP_030385620.1|SLEB	LOC118457535|XP_035775080.1|AALB
OG0000280	LOC115634463|XP_030388049.1|SLEB, LOC115634464|XP_030388050.1|SLEB, LOC115634462|XP_030388048.1|SLEB	LOC118465406|XP_035789520.1|AALB
OG0000281	LOC115622662|XP_030372535.1|SLEB, LOC115627309|XP_030378812.1|SLEB, LOC115633344|XP_030386638.1|SLEB	LOC118463033|XP_035785169.1|AALB
OG0000282	LOC115622407|XP_030372199.1|SLEB	LOC118459742|XP_035779312.1|AALB
OG0000283	LOC115624696|XP_030375370.1|SLEB	LOC118457145|XP_035774351.1|AALB
OG0000283	LOC115621703|XP_030371271.1|SLEB	LOC118460078|XP_035779989.1|AALB, LOC118465620|XP_035789901.1|AALB
OG0000284	LOC115624494|XP_030375057.1|SLEB	LOC118456654|XP_035773486.1|AALB, LOC118457513|XP_035775048.1|AALB
OG0000284	LOC115626017|XP_030377125.1|SLEB	LOC118456325|XP_035772869.1|AALB
OG0000285	LOC115634699|XP_030388437.1|SLEB	LOC118461890|XP_035783636.1|AALB, LOC118461891|XP_035783637.1|AALB, LOC118461889|XP_035783635.1|AALB
OG0000292	LOC115629203|XP_030381466.1|SLEB	LOC118458193|XP_035776331.1|AALB
OG0000292	LOC115622507|XP_030372316.1|SLEB	LOC118466086|XP_035790881.1|AALB
OG0000293	LOC115621446|XP_030370960.1|SLEB, LOC115629462|XP_030381790.1|SLEB	LOC118458384|XP_035776683.1|AALB, LOC118458383|XP_035776682.1|AALB
OG0000294	LOC115626156|XP_030377280.1|SLEB	LOC118456814|XP_035773797.1|AALB, LOC118468979|XP_035796254.1|AALB
OG0000294	LOC115628011|XP_030379794.1|SLEB	LOC118461686|XP_035783177.1|AALB
OG0000295	LOC115634207|XP_030387660.1|SLEB, LOC115621438|XP_030370951.1|SLEB, LOC115631150|XP_030383684.1|SLEB, LOC115620577|XP_030369741.1|SLEB	LOC118456232|XP_035772707.1|AALB
OG0000296	LOC115626003|XP_030377110.1|SLEB, LOC115632655|XP_030385746.1|SLEB, LOC115633248|XP_030386505.1|SLEB	LOC118459752|XP_035779338.1|AALB
OG0000299	LOC115621106|XP_030370505.1|SLEB, LOC115621107|XP_030370508.1|SLEB, LOC115620994|XP_030370374.1|SLEB	LOC118456482|XP_035773190.1|AALB
OG0000301	LOC115627835|XP_030379540.1|SLEB	LOC118468533|XP_035795304.1|AALB
OG0000301	LOC115631508|XP_030384133.1|SLEB	LOC118457078|XP_035774254.1|AALB
OG0000302	LOC115622720|XP_030372621.1|SLEB, LOC115622723|XP_030372624.1|SLEB	LOC118459400|XP_035778602.1|AALB, LOC118459398|XP_035778601.1|AALB, LOC118459397|XP_035778600.1|AALB
OG0000303	LOC115623204|XP_030373289.1|SLEB, LOC115627907|XP_030379662.1|SLEB, LOC115627884|XP_030379630.1|SLEB	LOC118456975|XP_035774065.1|AALB
OG0000304	LOC115626437|XP_030377672.1|SLEB, LOC115620846|XP_030370149.1|SLEB, LOC115620932|XP_030370299.1|SLEB	LOC118460759|XP_035781250.1|AALB
OG0000305	LOC115624852|XP_030375557.1|SLEB	LOC118467939|XP_035794801.1|AALB, LOC118464387|XP_035787625.1|AALB, LOC118464933|XP_035788598.1|AALB
OG0000306	LOC115630964|XP_030383407.1|SLEB, LOC115627989|XP_030379748.1|SLEB, LOC115626971|XP_030378346.1|SLEB	LOC118458846|XP_035777654.1|AALB
OG0000307	LOC115623546|XP_030373791.1|SLEB	LOC118467188|XP_035793291.1|AALB
OG0000307	LOC115620661|XP_030369872.1|SLEB	LOC118457716|XP_035775399.1|AALB
OG0000310	LOC115627310|XP_030378813.1|SLEB, LOC115633228|XP_030386481.1|SLEB	LOC118461205|XP_035782150.1|AALB
OG0000311	LOC115627454|XP_030378982.1|SLEB	LOC118457548|XP_035775107.1|AALB
OG0000312	LOC115626574|XP_030377813.1|SLEB	LOC118457910|XP_035775797.1|AALB
OG0000312	LOC115631394|XP_030383976.1|SLEB	LOC118456233|XP_035772708.1|AALB, LOC118456142|XP_035772539.1|AALB
OG0000313	LOC115629415|XP_030381760.1|SLEB, LOC115628461|XP_030380441.1|SLEB, LOC115625678|XP_030376674.1|SLEB	LOC118460982|XP_035781692.1|AALB, LOC118460983|XP_035781697.1|AALB, LOC118460981|XP_035781691.1|AALB
OG0000315	LOC115631181|XP_030383731.1|SLEB	LOC118463867|XP_035786677.1|AALB
OG0000320	LOC115629981|XP_030382463.1|SLEB, LOC115624240|XP_030374718.1|SLEB, LOC115621638|XP_030371199.1|SLEB	LOC118456587|XP_035773377.1|AALB
