Orthogroup	SLEB.longest_only	DKIK.longest_only
OG0000055	LOC115621100|XP_030370499.1|SLEB, LOC115621082|XP_030370472.1|SLEB, LOC115621350|XP_030370832.1|SLEB	LOC108085845|XP_017038092.1|DKIK, LOC108085848|XP_017038094.1|DKIK
OG0000056	LOC115626734|XP_030378039.1|SLEB	LOC108071295|XP_017017484.1|DKIK
OG0000056	LOC115626727|XP_030378033.1|SLEB	LOC108071297|XP_017017486.1|DKIK, LOC108071299|XP_017017488.1|DKIK, LOC108071298|XP_017017487.1|DKIK, LOC108071296|XP_017017485.1|DKIK
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC108077622|XP_017026519.1|DKIK, LOC108077830|XP_017026845.1|DKIK
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB	LOC108084972|XP_017036881.1|DKIK, LOC108082757|XP_017033763.1|DKIK, LOC108082758|XP_017033764.1|DKIK
OG0000058	LOC115629610|XP_030381967.1|SLEB	LOC108070811|XP_017016903.1|DKIK
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB	LOC108085570|XP_017037699.1|DKIK
OG0000059	LOC115621386|XP_030370879.1|SLEB	LOC108085562|XP_017037690.1|DKIK
OG0000059	LOC115620757|XP_030370013.1|SLEB	LOC108085559|XP_017037687.1|DKIK
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC108080522|XP_017030803.1|DKIK
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC108085335|XP_017037380.1|DKIK
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC108075427|XP_017023341.1|DKIK
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC108085322|XP_017037367.1|DKIK
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC108076086|XP_017024289.1|DKIK
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC108077343|XP_017026120.1|DKIK
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC108086185|XP_017038537.1|DKIK
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC108086191|XP_017038544.1|DKIK
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC108071778|XP_017018123.1|DKIK
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC108082791|XP_017033825.1|DKIK, LOC108082790|XP_017033824.1|DKIK
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC108071305|XP_017017501.1|DKIK, LOC108071251|XP_017017426.1|DKIK, LOC108071304|XP_017017500.1|DKIK
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC108071602|XP_017017872.1|DKIK
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC108071633|XP_017017906.1|DKIK
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC108071565|XP_017017835.1|DKIK, LOC108071655|XP_017017940.1|DKIK
OG0000064	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB	LOC108076898|XP_017025421.1|DKIK
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC108077717|XP_017026657.1|DKIK, LOC108077718|XP_017026658.1|DKIK, LOC108077657|XP_017026561.1|DKIK, LOC108077572|XP_017026455.1|DKIK, LOC108077800|XP_017026803.1|DKIK, LOC108074656|XP_017022262.1|DKIK, LOC108077573|XP_017026456.1|DKIK, LOC108084009|XP_017035510.1|DKIK, LOC108077574|XP_017026457.1|DKIK, LOC108084903|XP_017036787.1|DKIK
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB	LOC108080484|XP_017030727.1|DKIK, LOC108077666|XP_017026575.1|DKIK
OG0000066	LOC115625501|XP_030376421.1|SLEB	LOC108081852|XP_017032582.1|DKIK
OG0000066	LOC115624182|XP_030374638.1|SLEB	LOC108080961|XP_017031364.1|DKIK
OG0000066	LOC115622362|XP_030372137.1|SLEB	LOC108080458|XP_017030688.1|DKIK, LOC108072684|XP_017019411.1|DKIK, LOC108080267|XP_017030420.1|DKIK, LOC108072837|XP_017019618.1|DKIK
OG0000067	LOC115621860|XP_030371539.1|SLEB	LOC108084848|XP_017036716.1|DKIK
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC108085996|XP_017038286.1|DKIK
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC108077943|XP_017026970.1|DKIK
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC108085995|XP_017038285.1|DKIK
OG0000067	LOC115622364|XP_030372139.1|SLEB	LOC108071874|XP_017018291.1|DKIK
OG0000068	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB	LOC108071863|XP_017018280.1|DKIK, LOC108071864|XP_017018281.1|DKIK
OG0000068	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB	LOC108084117|XP_017035637.1|DKIK
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC108074164|XP_017021563.1|DKIK
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC108082879|XP_017033949.1|DKIK
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC108076002|XP_017024145.1|DKIK
OG0000070	LOC115625715|XP_030376721.1|SLEB	LOC108082683|XP_017033673.1|DKIK
OG0000070	LOC115625716|XP_030376722.1|SLEB	LOC108082714|XP_017033711.1|DKIK
OG0000071	LOC115624679|XP_030375338.1|SLEB	LOC108070385|XP_017016325.1|DKIK
OG0000071	LOC115624678|XP_030375337.1|SLEB	LOC108070384|XP_017016324.1|DKIK, LOC108070386|XP_017016326.1|DKIK
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC108076540|XP_017024942.1|DKIK
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC108076135|XP_017024352.1|DKIK
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC108082462|XP_017033327.1|DKIK
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC108079402|XP_017029216.1|DKIK
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC108075433|XP_017023346.1|DKIK
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC108071625|XP_017017896.1|DKIK
OG0000075	LOC115622150|XP_030371879.1|SLEB	LOC108078729|XP_017028220.1|DKIK
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC108078805|XP_017028362.1|DKIK
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC108078731|XP_017028222.1|DKIK
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC108078964|XP_017028614.1|DKIK
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC108085608|XP_017037769.1|DKIK, LOC108085599|XP_017037755.1|DKIK
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC108085219|XP_017037239.1|DKIK
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC108085227|XP_017037254.1|DKIK
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC108076740|XP_017025218.1|DKIK
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC108073492|XP_017020640.1|DKIK
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC108070868|XP_017016990.1|DKIK
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC108077758|XP_017026727.1|DKIK
OG0000078	LOC115624829|XP_030375536.1|SLEB	LOC108082104|XP_017032889.1|DKIK
OG0000078	LOC115624752|XP_030375442.1|SLEB	LOC108083237|XP_017034431.1|DKIK
OG0000078	LOC115620798|XP_030370081.1|SLEB	LOC108084091|XP_017035604.1|DKIK
OG0000078	LOC115627604|XP_030379186.1|SLEB	LOC108080166|XP_017030300.1|DKIK
OG0000078	LOC115627905|XP_030379660.1|SLEB	LOC108083371|XP_017034605.1|DKIK
OG0000079	LOC115631581|XP_030384238.1|SLEB	LOC108086154|XP_017038504.1|DKIK, LOC108086155|XP_017038506.1|DKIK, LOC108086156|XP_017038507.1|DKIK, LOC108086084|XP_017038391.1|DKIK
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC108082848|XP_017033908.1|DKIK, LOC108070937|XP_017017080.1|DKIK
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC108076175|XP_017024395.1|DKIK
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC108073934|XP_017021227.1|DKIK
OG0000082	LOC115631916|XP_030384627.1|SLEB	LOC108076521|XP_017024919.1|DKIK
OG0000082	LOC115620211|XP_030369208.1|SLEB	LOC108083631|XP_017034990.1|DKIK, LOC108083635|XP_017034994.1|DKIK
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC108082103|XP_017032888.1|DKIK, LOC108080754|XP_017031097.1|DKIK, LOC108077694|XP_017026619.1|DKIK
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC108077101|XP_017025775.1|DKIK
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC108082570|XP_017033516.1|DKIK
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC108073008|XP_017019953.1|DKIK
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC108078118|XP_017027223.1|DKIK
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC108076785|XP_017025280.1|DKIK
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC108081995|XP_017032728.1|DKIK
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC108077379|XP_017026162.1|DKIK
OG0000087	LOC115626069|XP_030377182.1|SLEB	LOC108081987|XP_017032714.1|DKIK
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC108076386|XP_017024698.1|DKIK
OG0000088	LOC115626364|XP_030377575.1|SLEB	LOC108085237|XP_017037265.1|DKIK
OG0000088	LOC115623096|XP_030373163.1|SLEB	LOC108073869|XP_017021143.1|DKIK
OG0000088	LOC115623093|XP_030373160.1|SLEB	LOC108076406|XP_017024734.1|DKIK
OG0000088	LOC115622241|XP_030371997.1|SLEB	LOC108073878|XP_017021152.1|DKIK
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC108081135|XP_017031645.1|DKIK
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC108075612|XP_017023634.1|DKIK
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC108078680|XP_017028115.1|DKIK
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC108078092|XP_017027173.1|DKIK, LOC108078094|XP_017027177.1|DKIK
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC108077947|XP_017026974.1|DKIK
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC108078973|XP_017028631.1|DKIK
OG0000090	LOC115624821|XP_030375529.1|SLEB	LOC108071532|XP_017017793.1|DKIK
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC108075739|XP_017023776.1|DKIK
OG0000091	LOC115630433|XP_030382848.1|SLEB	LOC108082079|XP_017032861.1|DKIK
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC108081166|XP_017031709.1|DKIK
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC108081243|XP_017031811.1|DKIK
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC108071260|XP_017017437.1|DKIK, LOC108071268|XP_017017448.1|DKIK
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC108071264|XP_017017444.1|DKIK
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC108077658|XP_017026562.1|DKIK, LOC108071261|XP_017017438.1|DKIK
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC108079645|XP_017029525.1|DKIK
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC108072972|XP_017019896.1|DKIK, LOC108075766|XP_017023815.1|DKIK
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC108074155|XP_017021548.1|DKIK
OG0000094	LOC115622394|XP_030372178.1|SLEB	LOC108071561|XP_017017831.1|DKIK
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC108070632|XP_017016689.1|DKIK, LOC108070631|XP_017016688.1|DKIK, LOC108070630|XP_017016687.1|DKIK
OG0000096	LOC115621238|XP_030370689.1|SLEB	LOC108082873|XP_017033940.1|DKIK
OG0000096	LOC115620727|XP_030369967.1|SLEB	LOC108085902|XP_017038160.1|DKIK
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC108082876|XP_017033946.1|DKIK
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC108077716|XP_017026656.1|DKIK
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC108083427|XP_017034672.1|DKIK
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC108083341|XP_017034574.1|DKIK
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC108083422|XP_017034666.1|DKIK
OG0000100	LOC115629849|XP_030382290.1|SLEB	LOC108076209|XP_017024435.1|DKIK
OG0000100	LOC115620196|XP_030369189.1|SLEB	LOC108075976|XP_017024117.1|DKIK
OG0000100	LOC115621551|XP_030371080.1|SLEB	LOC108079993|XP_017030051.1|DKIK, LOC108076030|XP_017024178.1|DKIK
OG0000101	LOC115634424|XP_030387991.1|SLEB	LOC108083701|XP_017035085.1|DKIK
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC108083696|XP_017035073.1|DKIK
OG0000101	LOC115634418|XP_030387984.1|SLEB	LOC108083702|XP_017035086.1|DKIK
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC108073007|XP_017019952.1|DKIK
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC108078325|XP_017027613.1|DKIK
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC108078639|XP_017028056.1|DKIK, LOC108071952|XP_017018408.1|DKIK, LOC108071951|XP_017018407.1|DKIK
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC108072142|XP_017018672.1|DKIK
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC108071553|XP_017017820.1|DKIK
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC108082132|XP_017032923.1|DKIK
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC108073879|XP_017021153.1|DKIK, LOC108071539|XP_017017803.1|DKIK
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB	LOC108084017|XP_017035519.1|DKIK
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC108080884|XP_017031275.1|DKIK
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC108080981|XP_017031395.1|DKIK, LOC108080983|XP_017031397.1|DKIK, LOC108080994|XP_017031408.1|DKIK
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC108072231|XP_017018782.1|DKIK, LOC108076846|XP_017025364.1|DKIK, LOC108076996|XP_017025555.1|DKIK, LOC108076845|XP_017025363.1|DKIK, LOC108072303|XP_017018860.1|DKIK, LOC108072229|XP_017018781.1|DKIK
OG0000108	LOC115628092|XP_030379929.1|SLEB, LOC115627244|XP_030378729.1|SLEB, LOC115631527|XP_030384161.1|SLEB	LOC108083428|XP_017034676.1|DKIK
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC108077299|XP_017026069.1|DKIK, LOC108076928|XP_017025463.1|DKIK
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC108077298|XP_017026067.1|DKIK
OG0000110	LOC115628356|XP_030380291.1|SLEB	LOC108078140|XP_017027262.1|DKIK
OG0000110	LOC115628263|XP_030380142.1|SLEB	LOC108078152|XP_017027292.1|DKIK
OG0000110	LOC115628416|XP_030380363.1|SLEB	LOC108078144|XP_017027276.1|DKIK
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC108078161|XP_017027305.1|DKIK
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC108082105|XP_017032890.1|DKIK, LOC108082108|XP_017032897.1|DKIK
OG0000112	LOC115629158|XP_030381390.1|SLEB	LOC108085943|XP_017038219.1|DKIK
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC108080039|XP_017030105.1|DKIK, LOC108080020|XP_017030077.1|DKIK
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC108070647|XP_017016704.1|DKIK
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC108082009|XP_017032753.1|DKIK
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC108082010|XP_017032754.1|DKIK
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC108071262|XP_017017439.1|DKIK
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	LOC108072007|XP_017018473.1|DKIK, LOC108076606|XP_017025010.1|DKIK, LOC108071989|XP_017018452.1|DKIK
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	LOC108071252|XP_017017427.1|DKIK, LOC108071353|XP_017017583.1|DKIK, LOC108071254|XP_017017430.1|DKIK, LOC108071253|XP_017017429.1|DKIK
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC108085279|XP_017037320.1|DKIK
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC108085280|XP_017037321.1|DKIK
OG0000117	LOC115626180|XP_030377317.1|SLEB	LOC108085261|XP_017037300.1|DKIK
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC108081451|XP_017032129.1|DKIK, LOC108081361|XP_017032002.1|DKIK, LOC108081355|XP_017031990.1|DKIK
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC108084058|XP_017035569.1|DKIK, LOC108084069|XP_017035580.1|DKIK, LOC108080909|XP_017031302.1|DKIK
OG0000119	LOC115625335|XP_030376220.1|SLEB	LOC108084244|XP_017035870.1|DKIK, LOC108084245|XP_017035871.1|DKIK
OG0000119	LOC115625475|XP_030376385.1|SLEB	LOC108084013|XP_017035515.1|DKIK
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC108084109|XP_017035624.1|DKIK
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC108076008|XP_017024152.1|DKIK
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC108073105|XP_017020084.1|DKIK
OG0000120	LOC115630403|XP_030382790.1|SLEB	LOC108082906|XP_017033978.1|DKIK
OG0000120	LOC115628235|XP_030380109.1|SLEB	LOC108083606|XP_017034966.1|DKIK
OG0000121	LOC115625542|XP_030376479.1|SLEB	LOC108071718|XP_017018030.1|DKIK
OG0000121	LOC115625267|XP_030376127.1|SLEB	LOC108077632|XP_017026534.1|DKIK, LOC108077631|XP_017026533.1|DKIK
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC108074529|XP_017022095.1|DKIK
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC108074147|XP_017021535.1|DKIK
OG0000122	LOC115631897|XP_030384606.1|SLEB	LOC108086046|XP_017038354.1|DKIK
OG0000123	LOC115634239|XP_030387693.1|SLEB	LOC108076393|XP_017024719.1|DKIK
OG0000123	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB	LOC108084539|XP_017036265.1|DKIK
OG0000123	LOC115624223|XP_030374697.1|SLEB	LOC108080453|XP_017030679.1|DKIK
OG0000123	LOC115624192|XP_030374649.1|SLEB	LOC108080459|XP_017030684.1|DKIK
OG0000124	LOC115633905|XP_030387269.1|SLEB	LOC108076347|XP_017024629.1|DKIK
OG0000124	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC108078503|XP_017027891.1|DKIK, LOC108078504|XP_017027895.1|DKIK
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC108073859|XP_017021130.1|DKIK, LOC108084946|XP_017036832.1|DKIK
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC108083937|XP_017035432.1|DKIK
OG0000125	LOC115630466|XP_030382900.1|SLEB	LOC108076398|XP_017024726.1|DKIK
OG0000125	LOC115630458|XP_030382887.1|SLEB	LOC108076399|XP_017024727.1|DKIK
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	LOC108084026|XP_017035528.1|DKIK, LOC108084099|XP_017035615.1|DKIK, LOC108084025|XP_017035527.1|DKIK
OG0000127	LOC115624150|XP_030374607.1|SLEB	LOC108084088|XP_017035601.1|DKIK
OG0000128	LOC115627037|XP_030378429.1|SLEB	LOC108082339|XP_017033157.1|DKIK, LOC108082274|XP_017033093.1|DKIK
OG0000128	LOC115634167|XP_030387611.1|SLEB	LOC108082276|XP_017033096.1|DKIK, LOC108082275|XP_017033095.1|DKIK, LOC108082355|XP_017033184.1|DKIK, LOC108082628|XP_017033596.1|DKIK, LOC108075942|XP_017024077.1|DKIK
OG0000129	LOC115633252|XP_030386513.1|SLEB	LOC108079385|XP_017029196.1|DKIK
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB	LOC108070448|XP_017016416.1|DKIK
OG0000129	LOC115632635|XP_030385724.1|SLEB	LOC108074574|XP_017022165.1|DKIK
OG0000129	LOC115633251|XP_030386512.1|SLEB	LOC108079384|XP_017029194.1|DKIK
OG0000130	LOC115632117|XP_030384979.1|SLEB	LOC108071644|XP_017017924.1|DKIK
OG0000130	LOC115632142|XP_030385018.1|SLEB	LOC108071629|XP_017017901.1|DKIK
OG0000130	LOC115632815|XP_030385927.1|SLEB	LOC108071647|XP_017017926.1|DKIK, LOC108071643|XP_017017923.1|DKIK
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC108080803|XP_017031183.1|DKIK
OG0000132	LOC115631441|XP_030384043.1|SLEB	LOC108074507|XP_017022074.1|DKIK, LOC108074500|XP_017022064.1|DKIK
OG0000132	LOC115624363|XP_030374882.1|SLEB	LOC108084363|XP_017036025.1|DKIK
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC108075492|XP_017023441.1|DKIK
OG0000134	LOC115629363|XP_030381677.1|SLEB	LOC108076037|XP_017024186.1|DKIK
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC108077139|XP_017025842.1|DKIK
OG0000137	LOC115632206|XP_030385118.1|SLEB	LOC108079090|XP_017028805.1|DKIK
OG0000137	LOC115621775|XP_030371387.1|SLEB	LOC108070683|XP_017016744.1|DKIK
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC108079073|XP_017028777.1|DKIK
OG0000138	LOC115623943|XP_030374365.1|SLEB	LOC108085405|XP_017037462.1|DKIK
OG0000138	LOC115623756|XP_030374151.1|SLEB	LOC108085455|XP_017037557.1|DKIK
OG0000139	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB	LOC108077394|XP_017026177.1|DKIK
OG0000140	LOC115621072|XP_030370459.1|SLEB	LOC108084947|XP_017036835.1|DKIK
OG0000141	LOC115632509|XP_030385558.1|SLEB	LOC108077479|XP_017026289.1|DKIK
OG0000141	LOC115632354|XP_030385324.1|SLEB	LOC108077557|XP_017026439.1|DKIK
OG0000141	LOC115632744|XP_030385851.1|SLEB	LOC108077558|XP_017026440.1|DKIK
OG0000141	LOC115632365|XP_030385343.1|SLEB	LOC108077517|XP_017026369.1|DKIK, LOC108077483|XP_017026294.1|DKIK
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC108073193|XP_017020195.1|DKIK
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC108072493|XP_017019152.1|DKIK
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC108078996|XP_017028664.1|DKIK
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC108080675|XP_017030997.1|DKIK, LOC108081288|XP_017031865.1|DKIK
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC108080652|XP_017030964.1|DKIK
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC108084005|XP_017035507.1|DKIK
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC108074187|XP_017021613.1|DKIK
OG0000145	LOC115627757|XP_030379402.1|SLEB	LOC108080161|XP_017030292.1|DKIK
OG0000145	LOC115631049|XP_030383542.1|SLEB	LOC108072611|XP_017019323.1|DKIK
OG0000145	LOC115632005|XP_030384793.1|SLEB	LOC108072579|XP_017019273.1|DKIK
OG0000145	LOC115632004|XP_030384792.1|SLEB	LOC108072578|XP_017019272.1|DKIK
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC108077260|XP_017026015.1|DKIK
OG0000147	LOC115621832|XP_030371499.1|SLEB	LOC108085646|XP_017037825.1|DKIK
OG0000147	LOC115621833|XP_030371501.1|SLEB	LOC108085647|XP_017037826.1|DKIK
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC108086104|XP_017038421.1|DKIK
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC108082842|XP_017033898.1|DKIK
OG0000149	LOC115626190|XP_030377330.1|SLEB	LOC108081466|XP_017032148.1|DKIK
OG0000149	LOC115629267|XP_030381551.1|SLEB	LOC108079227|XP_017028999.1|DKIK
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	LOC108072350|XP_017018934.1|DKIK, LOC108072341|XP_017018924.1|DKIK, LOC108072368|XP_017018957.1|DKIK, LOC108072361|XP_017018945.1|DKIK
OG0000151	LOC115622266|XP_030372028.1|SLEB	LOC108074988|XP_017022708.1|DKIK
OG0000151	LOC115622260|XP_030372021.1|SLEB	LOC108074989|XP_017022709.1|DKIK
OG0000151	LOC115622264|XP_030372025.1|SLEB	LOC108075025|XP_017022768.1|DKIK
OG0000151	LOC115622278|XP_030372040.1|SLEB	LOC108073775|XP_017021031.1|DKIK, LOC108073776|XP_017021032.1|DKIK
OG0000152	LOC115620943|XP_030370319.1|SLEB	LOC108070721|XP_017016804.1|DKIK
OG0000152	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC108070636|XP_017016691.1|DKIK
OG0000153	LOC115621745|XP_030371339.1|SLEB	LOC108075707|XP_017023727.1|DKIK
OG0000153	LOC115620210|XP_030369207.1|SLEB	LOC108075706|XP_017023724.1|DKIK, LOC108075658|XP_017023698.1|DKIK, LOC108075703|XP_017023719.1|DKIK, LOC108075705|XP_017023723.1|DKIK
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB	LOC108073559|XP_017020734.1|DKIK, LOC108073558|XP_017020733.1|DKIK
OG0000154	LOC115632597|XP_030385682.1|SLEB	LOC108072718|XP_017019464.1|DKIK
OG0000155	LOC115628421|XP_030380369.1|SLEB	LOC108078113|XP_017027210.1|DKIK
OG0000155	LOC115628363|XP_030380300.1|SLEB	LOC108078122|XP_017027238.1|DKIK
OG0000155	LOC115628359|XP_030380294.1|SLEB	LOC108078116|XP_017027224.1|DKIK
