Orthogroup	SLEB.longest_only	DSER.longest_only
OG0000056	LOC115628187|XP_030380038.1|SLEB, LOC115626789|XP_030378115.1|SLEB	LOC110191006|XP_020817383.1|DSER, LOC110191004|XP_020817381.1|DSER, LOC110191023|XP_020817399.1|DSER, LOC110191359|XP_020817866.1|DSER
OG0000058	LOC115626443|XP_030377676.1|SLEB, LOC115626320|XP_030377520.1|SLEB, LOC115626319|XP_030377518.1|SLEB, LOC115626321|XP_030377521.1|SLEB	LOC110185667|XP_020810288.1|DSER, LOC110183409|XP_020807348.1|DSER, LOC110185666|XP_020810287.1|DSER, LOC110183419|XP_020807360.1|DSER, LOC110185668|XP_020810289.1|DSER
OG0000058	LOC115629610|XP_030381967.1|SLEB	LOC110182841|XP_020806632.1|DSER
OG0000059	LOC115621406|XP_030370909.1|SLEB, LOC115620363|XP_030369427.1|SLEB, LOC115620758|XP_030370015.1|SLEB	LOC110186834|XP_020811783.1|DSER
OG0000059	LOC115621386|XP_030370879.1|SLEB	LOC110186800|XP_020811738.1|DSER
OG0000059	LOC115620757|XP_030370013.1|SLEB	LOC110186808|XP_020811749.1|DSER
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC110178856|XP_020801778.1|DSER
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC110187211|XP_020812270.1|DSER
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC110177198|XP_020799453.1|DSER
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC110186504|XP_020811358.1|DSER
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC110180206|XP_020803522.1|DSER
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC110184888|XP_020809193.1|DSER
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC110182375|XP_020806074.1|DSER
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC110182379|XP_020806080.1|DSER
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC110184172|XP_020808240.1|DSER
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC110181372|XP_020804760.1|DSER, LOC110181371|XP_020804759.1|DSER
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC110188078|XP_020813291.1|DSER, LOC110188046|XP_020813258.1|DSER, LOC110188039|XP_020813246.1|DSER
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC110184769|XP_020809063.1|DSER
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC110184767|XP_020809060.1|DSER
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC110184763|XP_020809053.1|DSER, LOC110184765|XP_020809054.1|DSER
OG0000064	LOC115623014|XP_030373044.1|SLEB, LOC115622802|XP_030372727.1|SLEB, LOC115630780|XP_030383296.1|SLEB	LOC110187958|XP_020813135.1|DSER
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC110191274|XP_020817728.1|DSER, LOC110191418|XP_020817935.1|DSER, LOC110190919|XP_020817239.1|DSER, LOC110190955|XP_020817298.1|DSER, LOC110190921|XP_020817240.1|DSER, LOC110190210|XP_020816228.1|DSER, LOC110186453|XP_020811297.1|DSER
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB	LOC110191821|XP_020818445.1|DSER, LOC110176494|XP_020798526.1|DSER
OG0000066	LOC115625501|XP_030376421.1|SLEB	LOC110185088|XP_020809431.1|DSER
OG0000066	LOC115624182|XP_030374638.1|SLEB	LOC110191827|XP_020818451.1|DSER
OG0000066	LOC115622362|XP_030372137.1|SLEB	LOC110183659|XP_020807646.1|DSER, LOC110182686|XP_020806438.1|DSER
OG0000067	LOC115621860|XP_030371539.1|SLEB	LOC110177234|XP_020799524.1|DSER
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC110176240|XP_020798198.1|DSER
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC110177017|XP_020799193.1|DSER, LOC110183230|XP_020807108.1|DSER
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC110176239|XP_020798196.1|DSER
OG0000067	LOC115622364|XP_030372139.1|SLEB	LOC110191355|XP_020817861.1|DSER
OG0000068	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB	LOC110185266|XP_020809672.1|DSER, LOC110185265|XP_020809670.1|DSER
OG0000068	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB	LOC110182060|XP_020805682.1|DSER
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC110175923|XP_020797759.1|DSER
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC110185753|XP_020810411.1|DSER, LOC110183288|XP_020807181.1|DSER
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC110182504|XP_020806211.1|DSER
OG0000070	LOC115625715|XP_030376721.1|SLEB	LOC110185866|XP_020810535.1|DSER, LOC110183296|XP_020807193.1|DSER
OG0000070	LOC115625716|XP_030376722.1|SLEB	LOC110185982|XP_020810665.1|DSER, LOC110183355|XP_020807278.1|DSER, LOC110183303|XP_020807205.1|DSER
OG0000071	LOC115624679|XP_030375338.1|SLEB	LOC110179838|XP_020803105.1|DSER
OG0000071	LOC115624678|XP_030375337.1|SLEB	LOC110179839|XP_020803106.1|DSER, LOC110179837|XP_020803104.1|DSER
OG0000072	LOC115625138|XP_030375920.1|SLEB	LOC110181580|XP_020805035.1|DSER
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC110181287|XP_020804670.1|DSER
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC110181570|XP_020805024.1|DSER
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC110176360|XP_020798348.1|DSER
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC110182195|XP_020805867.1|DSER
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC110188202|XP_020813458.1|DSER
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC110184734|XP_020809020.1|DSER
OG0000075	LOC115622150|XP_030371879.1|SLEB	LOC110190480|XP_020816651.1|DSER
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC110190499|XP_020816674.1|DSER
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC110190537|XP_020816745.1|DSER
OG0000075	LOC115622151|XP_030371880.1|SLEB	LOC110190595|XP_020816847.1|DSER
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC110190420|XP_020816550.1|DSER
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC110176616|XP_020798701.1|DSER, LOC110176604|XP_020798685.1|DSER
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC110181877|XP_020805462.1|DSER
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC110182088|XP_020805728.1|DSER
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC110182629|XP_020806354.1|DSER
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC110189410|XP_020815129.1|DSER
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC110177149|XP_020799390.1|DSER
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC110176398|XP_020798389.1|DSER
OG0000078	LOC115624829|XP_030375536.1|SLEB	LOC110180108|XP_020803404.1|DSER
OG0000078	LOC115624752|XP_030375442.1|SLEB	LOC110190038|XP_020816001.1|DSER
OG0000078	LOC115620798|XP_030370081.1|SLEB	LOC110188466|XP_020813854.1|DSER
OG0000078	LOC115627604|XP_030379186.1|SLEB	LOC110175994|XP_020797848.1|DSER
OG0000078	LOC115627905|XP_030379660.1|SLEB	LOC110184416|XP_020808610.1|DSER
OG0000079	LOC115631581|XP_030384238.1|SLEB	LOC110180505|XP_020803840.1|DSER, LOC110187540|XP_020812592.1|DSER, LOC110187541|XP_020812594.1|DSER, LOC110187582|XP_020812628.1|DSER
OG0000079	LOC115630959|XP_030383393.1|SLEB, LOC115630960|XP_030383395.1|SLEB, LOC115631902|XP_030384611.1|SLEB	LOC110187586|XP_020812632.1|DSER
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC110179883|XP_020803143.1|DSER, LOC110189756|XP_020815629.1|DSER
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC110186649|XP_020811608.1|DSER
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC110187188|XP_020812250.1|DSER
OG0000082	LOC115631916|XP_030384627.1|SLEB	LOC110191132|XP_020817548.1|DSER
OG0000082	LOC115620211|XP_030369208.1|SLEB	LOC110177382|XP_020799743.1|DSER
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC110187734|XP_020812849.1|DSER, LOC110191363|XP_020817871.1|DSER
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC110183364|XP_020807285.1|DSER
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC110178501|XP_020801310.1|DSER
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC110178514|XP_020801324.1|DSER
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC110182637|XP_020806367.1|DSER
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC110182850|XP_020806645.1|DSER
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC110183207|XP_020807079.1|DSER
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC110185908|XP_020810581.1|DSER
OG0000087	LOC115626069|XP_030377182.1|SLEB	LOC110187344|XP_020812391.1|DSER
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC110189420|XP_020815137.1|DSER
OG0000088	LOC115626364|XP_030377575.1|SLEB	LOC110185864|XP_020810532.1|DSER
OG0000088	LOC115623096|XP_030373163.1|SLEB	LOC110181272|XP_020804642.1|DSER
OG0000088	LOC115623093|XP_030373160.1|SLEB	LOC110179240|XP_020802358.1|DSER
OG0000088	LOC115622241|XP_030371997.1|SLEB	LOC110181275|XP_020804649.1|DSER
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC110177136|XP_020799368.1|DSER
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC110188209|XP_020813497.1|DSER
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC110190534|XP_020816740.1|DSER
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC110191832|XP_020818460.1|DSER
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC110190013|XP_020816009.1|DSER
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC110189985|XP_020815933.1|DSER
OG0000090	LOC115624821|XP_030375529.1|SLEB	LOC110178630|XP_020801475.1|DSER
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC110186300|XP_020811077.1|DSER
OG0000091	LOC115630433|XP_030382848.1|SLEB	LOC110183974|XP_020807988.1|DSER
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC110187866|XP_020813010.1|DSER
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC110187865|XP_020813009.1|DSER
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC110186678|XP_020811604.1|DSER
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC110186502|XP_020811356.1|DSER
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC110186298|XP_020811072.1|DSER, LOC110186577|XP_020811450.1|DSER
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC110177009|XP_020799178.1|DSER
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC110190876|XP_020817192.1|DSER, LOC110185692|XP_020810319.1|DSER, LOC110184141|XP_020808211.1|DSER
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC110184366|XP_020808519.1|DSER
OG0000094	LOC115622394|XP_030372178.1|SLEB	LOC110184690|XP_020808961.1|DSER
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC110191394|XP_020817911.1|DSER, LOC110191395|XP_020817912.1|DSER
OG0000096	LOC115621238|XP_030370689.1|SLEB	LOC110181381|XP_020804769.1|DSER
OG0000096	LOC115620727|XP_030369967.1|SLEB	LOC110186183|XP_020810901.1|DSER
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC110181328|XP_020804706.1|DSER
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC110191273|XP_020817727.1|DSER
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC110180153|XP_020803462.1|DSER
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC110180154|XP_020803466.1|DSER
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC110180130|XP_020803432.1|DSER
OG0000100	LOC115629849|XP_030382290.1|SLEB	LOC110181340|XP_020804722.1|DSER
OG0000100	LOC115620196|XP_030369189.1|SLEB	LOC110180531|XP_020803864.1|DSER
OG0000100	LOC115621551|XP_030371080.1|SLEB	LOC110179609|XP_020802865.1|DSER, LOC110180532|XP_020803865.1|DSER
OG0000101	LOC115634421|XP_030387988.1|SLEB	LOC110190010|XP_020815968.1|DSER
OG0000101	LOC115634430|XP_030387997.1|SLEB	LOC110190012|XP_020815970.1|DSER
OG0000101	LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB	LOC110190011|XP_020815969.1|DSER
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC110190008|XP_020815965.1|DSER
OG0000101	LOC115634012|XP_030387400.1|SLEB	LOC110190179|XP_020816186.1|DSER
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC110177925|XP_020800564.1|DSER
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC110188958|XP_020814556.1|DSER
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC110190577|XP_020816824.1|DSER, LOC110185270|XP_020809675.1|DSER, LOC110185268|XP_020809674.1|DSER
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC110191485|XP_020818009.1|DSER
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC110188717|XP_020814187.1|DSER
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC110183736|XP_020807742.1|DSER
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC110187637|XP_020812707.1|DSER, LOC110188277|XP_020813630.1|DSER
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB	LOC110185918|XP_020810590.1|DSER
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC110177255|XP_020799565.1|DSER
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC110177186|XP_020799440.1|DSER, LOC110177224|XP_020799504.1|DSER
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC110185500|XP_020810053.1|DSER, LOC110184878|XP_020809183.1|DSER, LOC110179784|XP_020803056.1|DSER, LOC110184875|XP_020809180.1|DSER, LOC110184933|XP_020809237.1|DSER, LOC110185499|XP_020810052.1|DSER, LOC110185492|XP_020810046.1|DSER
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC110183425|XP_020807363.1|DSER, LOC110183475|XP_020807414.1|DSER
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC110183319|XP_020807224.1|DSER
OG0000110	LOC115628356|XP_030380291.1|SLEB	LOC110176728|XP_020798829.1|DSER
OG0000110	LOC115628263|XP_030380142.1|SLEB	LOC110176727|XP_020798828.1|DSER
OG0000110	LOC115628416|XP_030380363.1|SLEB	LOC110176715|XP_020798814.1|DSER
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC110176729|XP_020798830.1|DSER
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC110180114|XP_020803416.1|DSER, LOC110176534|XP_020798578.1|DSER
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC110176021|XP_020797891.1|DSER, LOC110175993|XP_020797847.1|DSER
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC110188760|XP_020814262.1|DSER
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC110183969|XP_020807983.1|DSER, LOC110179937|XP_020803194.1|DSER
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC110179936|XP_020803192.1|DSER, LOC110183970|XP_020807984.1|DSER
OG0000115	LOC115629117|XP_030381310.1|SLEB, LOC115628791|XP_030380866.1|SLEB, LOC115630378|XP_030382769.1|SLEB, LOC115631941|XP_030384653.1|SLEB, LOC115631518|XP_030384147.1|SLEB, LOC115627588|XP_030379172.1|SLEB, LOC115633444|XP_030386760.1|SLEB, LOC115623192|XP_030373274.1|SLEB, LOC115630941|XP_030383369.1|SLEB, LOC115630537|XP_030383002.1|SLEB, LOC115624650|XP_030375286.1|SLEB, LOC115633457|XP_030386772.1|SLEB, LOC115633607|XP_030386902.1|SLEB, LOC115620928|XP_030370294.1|SLEB, LOC115628465|XP_030380448.1|SLEB, LOC115626418|XP_030377646.1|SLEB, LOC115623580|XP_030373839.1|SLEB, LOC115620763|XP_030370023.1|SLEB, LOC115632405|XP_030385404.1|SLEB, LOC115628784|XP_030380858.1|SLEB, LOC115628795|XP_030380868.1|SLEB, LOC115624146|XP_030374602.1|SLEB, LOC115634794|XP_030388561.1|SLEB, LOC115625802|XP_030376840.1|SLEB	LOC110182509|XP_020806218.1|DSER
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC110186561|XP_020811425.1|DSER
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	LOC110186560|XP_020811424.1|DSER, LOC110186672|XP_020811597.1|DSER
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	LOC110186304|XP_020811084.1|DSER, LOC110186689|XP_020811615.1|DSER, LOC110186660|XP_020811583.1|DSER, LOC110186691|XP_020811618.1|DSER
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC110186010|XP_020810704.1|DSER
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC110186011|XP_020810706.1|DSER
OG0000117	LOC115626180|XP_030377317.1|SLEB	LOC110186013|XP_020810708.1|DSER
OG0000117	LOC115626181|XP_030377318.1|SLEB	LOC110186015|XP_020810710.1|DSER
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC110187377|XP_020812426.1|DSER, LOC110187376|XP_020812425.1|DSER
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC110176919|XP_020799074.1|DSER, LOC110177243|XP_020799549.1|DSER, LOC110191782|XP_020818388.1|DSER, LOC110191765|XP_020818363.1|DSER
OG0000119	LOC115625335|XP_030376220.1|SLEB	LOC110188592|XP_020814014.1|DSER, LOC110188608|XP_020814031.1|DSER
OG0000119	LOC115625475|XP_030376385.1|SLEB	LOC110188489|XP_020813877.1|DSER
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC110188600|XP_020814022.1|DSER
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC110178156|XP_020800849.1|DSER
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC110180259|XP_020803574.1|DSER
OG0000120	LOC115630403|XP_030382790.1|SLEB	LOC110181780|XP_020805319.1|DSER
OG0000120	LOC115628235|XP_030380109.1|SLEB	LOC110181527|XP_020804963.1|DSER
OG0000121	LOC115625542|XP_030376479.1|SLEB	LOC110184196|XP_020808286.1|DSER
OG0000121	LOC115625267|XP_030376127.1|SLEB	LOC110176499|XP_020798532.1|DSER
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC110182279|XP_020805957.1|DSER
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC110176072|XP_020797952.1|DSER
OG0000122	LOC115631897|XP_030384606.1|SLEB	LOC110179899|XP_020803155.1|DSER, LOC110187522|XP_020812577.1|DSER
OG0000123	LOC115634239|XP_030387693.1|SLEB	LOC110176794|XP_020798893.1|DSER
OG0000123	LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB	LOC110187886|XP_020813030.1|DSER
OG0000123	LOC115624223|XP_030374697.1|SLEB	LOC110191836|XP_020818461.1|DSER
OG0000123	LOC115624192|XP_030374649.1|SLEB	LOC110191837|XP_020818462.1|DSER
OG0000124	LOC115633905|XP_030387269.1|SLEB	LOC110182095|XP_020805741.1|DSER
OG0000124	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC110189631|XP_020815432.1|DSER, LOC110189563|XP_020815351.1|DSER, LOC110189632|XP_020815434.1|DSER
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC110178940|XP_020801897.1|DSER, LOC110186550|XP_020811413.1|DSER
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC110187741|XP_020812858.1|DSER
OG0000125	LOC115630466|XP_030382900.1|SLEB	LOC110181483|XP_020804899.1|DSER
OG0000125	LOC115630458|XP_030382887.1|SLEB	LOC110181496|XP_020804927.1|DSER
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	LOC110188545|XP_020813961.1|DSER, LOC110188623|XP_020814048.1|DSER, LOC110188540|XP_020813949.1|DSER
OG0000127	LOC115624150|XP_030374607.1|SLEB	LOC110188560|XP_020813977.1|DSER
OG0000128	LOC115627037|XP_030378429.1|SLEB	LOC110179318|XP_020802466.1|DSER, LOC110181136|XP_020804467.1|DSER, LOC110180382|XP_020803708.1|DSER, LOC110181119|XP_020804449.1|DSER
OG0000128	LOC115634167|XP_030387611.1|SLEB	LOC110181123|XP_020804454.1|DSER, LOC110181138|XP_020804468.1|DSER, LOC110181122|XP_020804453.1|DSER, LOC110181100|XP_020804430.1|DSER, LOC110181113|XP_020804443.1|DSER, LOC110181121|XP_020804452.1|DSER, LOC110181120|XP_020804450.1|DSER, LOC110181135|XP_020804466.1|DSER
OG0000129	LOC115633252|XP_030386513.1|SLEB	LOC110183494|XP_020807436.1|DSER
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB	LOC110179824|XP_020803088.1|DSER
OG0000129	LOC115632635|XP_030385724.1|SLEB	LOC110177643|XP_020800117.1|DSER
OG0000129	LOC115633251|XP_030386512.1|SLEB	LOC110183493|XP_020807435.1|DSER
OG0000130	LOC115632117|XP_030384979.1|SLEB	LOC110184738|XP_020809025.1|DSER
OG0000130	LOC115632142|XP_030385018.1|SLEB	LOC110184712|XP_020808991.1|DSER
OG0000130	LOC115632815|XP_030385927.1|SLEB	LOC110184686|XP_020808958.1|DSER, LOC110184737|XP_020809024.1|DSER
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC110187779|XP_020812906.1|DSER
OG0000132	LOC115631441|XP_030384043.1|SLEB	LOC110187316|XP_020812364.1|DSER, LOC110187301|XP_020812347.1|DSER
OG0000132	LOC115624363|XP_030374882.1|SLEB	LOC110188245|XP_020813568.1|DSER
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC110187719|XP_020812822.1|DSER
OG0000134	LOC115629363|XP_030381677.1|SLEB	LOC110182488|XP_020806195.1|DSER
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC110183406|XP_020807340.1|DSER
OG0000137	LOC115632206|XP_030385118.1|SLEB	LOC110178781|XP_020801686.1|DSER
OG0000137	LOC115621775|XP_030371387.1|SLEB	LOC110191367|XP_020817876.1|DSER
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC110178723|XP_020801587.1|DSER
OG0000138	LOC115623943|XP_030374365.1|SLEB	LOC110188322|XP_020813689.1|DSER
OG0000138	LOC115623756|XP_030374151.1|SLEB	LOC110188407|XP_020813791.1|DSER
OG0000139	LOC115621555|XP_030371086.1|SLEB, LOC115624943|XP_030375653.1|SLEB, LOC115624849|XP_030375553.1|SLEB	LOC110186087|XP_020810783.1|DSER
OG0000140	LOC115621072|XP_030370459.1|SLEB	LOC110186511|XP_020811367.1|DSER
OG0000141	LOC115632509|XP_030385558.1|SLEB	LOC110189919|XP_020815852.1|DSER
OG0000141	LOC115632354|XP_030385324.1|SLEB	LOC110189883|XP_020815786.1|DSER
OG0000141	LOC115632744|XP_030385851.1|SLEB	LOC110189884|XP_020815789.1|DSER
OG0000141	LOC115632365|XP_030385343.1|SLEB	LOC110190145|XP_020816133.1|DSER
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC110186134|XP_020810839.1|DSER
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC110179073|XP_020802111.1|DSER
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC110185184|XP_020809560.1|DSER
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC110185174|XP_020809551.1|DSER
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC110188342|XP_020813709.1|DSER
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC110191988|XP_020818678.1|DSER
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC110182224|XP_020805911.1|DSER
OG0000145	LOC115627757|XP_030379402.1|SLEB	LOC110179043|XP_020802056.1|DSER
OG0000145	LOC115632005|XP_030384793.1|SLEB	LOC110181169|XP_020804501.1|DSER
OG0000145	LOC115632004|XP_030384792.1|SLEB	LOC110181174|XP_020804510.1|DSER
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC110183933|XP_020807956.1|DSER
OG0000147	LOC115621832|XP_030371499.1|SLEB	LOC110176636|XP_020798723.1|DSER
OG0000147	LOC115621833|XP_030371501.1|SLEB	LOC110176639|XP_020798725.1|DSER
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC110176893|XP_020799037.1|DSER
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC110179865|XP_020803124.1|DSER, LOC110181419|XP_020804819.1|DSER
OG0000149	LOC115626190|XP_030377330.1|SLEB	LOC110185060|XP_020809396.1|DSER, LOC110185012|XP_020809323.1|DSER, LOC110185018|XP_020809329.1|DSER
OG0000149	LOC115629267|XP_030381551.1|SLEB	LOC110181929|XP_020805524.1|DSER
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	LOC110181314|XP_020804693.1|DSER, LOC110181315|XP_020804694.1|DSER, LOC110181319|XP_020804698.1|DSER, LOC110179141|XP_020802189.1|DSER, LOC110181318|XP_020804697.1|DSER, LOC110179142|XP_020802191.1|DSER
OG0000151	LOC115622266|XP_030372028.1|SLEB	LOC110178567|XP_020801399.1|DSER
OG0000151	LOC115622260|XP_030372021.1|SLEB	LOC110178570|XP_020801402.1|DSER
OG0000151	LOC115622264|XP_030372025.1|SLEB	LOC110178562|XP_020801393.1|DSER
OG0000151	LOC115622278|XP_030372040.1|SLEB	LOC110179025|XP_020802030.1|DSER, LOC110178889|XP_020801822.1|DSER
