Orthogroup	SLEB.longest_only	DFIC.longest_only
OG0000060	LOC115629929|XP_030382393.1|SLEB	LOC108091169|XP_017045705.1|DFIC
OG0000060	LOC115630565|XP_030383041.1|SLEB	LOC108090629|XP_017044896.1|DFIC
OG0000060	LOC115623364|XP_030373510.1|SLEB	LOC108090119|XP_017044139.1|DFIC
OG0000060	LOC115620624|XP_030369812.1|SLEB	LOC108086822|XP_017039354.1|DFIC
OG0000060	LOC115629360|XP_030381672.1|SLEB	LOC108101966|XP_017062037.1|DFIC
OG0000060	LOC115630767|XP_030383283.1|SLEB	LOC108092553|XP_017047676.1|DFIC
OG0000061	LOC115631729|XP_030384426.1|SLEB	LOC108094528|XP_017050618.1|DFIC
OG0000061	LOC115631701|XP_030384388.1|SLEB	LOC108094529|XP_017050620.1|DFIC, LOC108102053|XP_017062173.1|DFIC, LOC108094526|XP_017050616.1|DFIC
OG0000062	LOC115627142|XP_030378579.1|SLEB	LOC108094292|XP_017050285.1|DFIC
OG0000062	LOC115626214|XP_030377370.1|SLEB, LOC115626016|XP_030377124.1|SLEB	LOC108094446|XP_017050509.1|DFIC, LOC108094420|XP_017050481.1|DFIC
OG0000063	LOC115623704|XP_030374042.1|SLEB	LOC108102253|XP_017062492.1|DFIC, LOC108102254|XP_017062493.1|DFIC, LOC108102252|XP_017062491.1|DFIC
OG0000063	LOC115622384|XP_030372168.1|SLEB	LOC108089709|XP_017043545.1|DFIC
OG0000063	LOC115622972|XP_030372983.1|SLEB	LOC108089764|XP_017043644.1|DFIC
OG0000063	LOC115622382|XP_030372165.1|SLEB, LOC115622982|XP_030372994.1|SLEB, LOC115622183|XP_030371934.1|SLEB, LOC115622843|XP_030372783.1|SLEB	LOC108089767|XP_017043647.1|DFIC, LOC108089761|XP_017043640.1|DFIC
OG0000065	LOC115621993|XP_030371707.1|SLEB, LOC115621994|XP_030371708.1|SLEB, LOC115621991|XP_030371705.1|SLEB, LOC115621992|XP_030371706.1|SLEB, LOC115621858|XP_030371536.1|SLEB, LOC115621859|XP_030371537.1|SLEB	LOC108087975|XP_017041064.1|DFIC, LOC108100958|XP_017060597.1|DFIC, LOC108100940|XP_017060574.1|DFIC, LOC108087976|XP_017041066.1|DFIC, LOC108087006|XP_017039644.1|DFIC, LOC108087009|XP_017039646.1|DFIC, LOC108087007|XP_017039645.1|DFIC
OG0000066	LOC115628871|XP_030380987.1|SLEB, LOC115628890|XP_030381008.1|SLEB, LOC115621543|XP_030371068.1|SLEB	LOC108091801|XP_017046658.1|DFIC, LOC108102277|XP_017062516.1|DFIC
OG0000066	LOC115625501|XP_030376421.1|SLEB	LOC108094357|XP_017050387.1|DFIC
OG0000066	LOC115624182|XP_030374638.1|SLEB	LOC108096246|XP_017053178.1|DFIC
OG0000066	LOC115622362|XP_030372137.1|SLEB	LOC108091186|XP_017045747.1|DFIC, LOC108096709|XP_017054033.1|DFIC
OG0000067	LOC115621860|XP_030371539.1|SLEB	LOC108098544|XP_017057031.1|DFIC
OG0000067	LOC115622383|XP_030372167.1|SLEB	LOC108089737|XP_017043607.1|DFIC
OG0000067	LOC115628126|XP_030379967.1|SLEB	LOC108090972|XP_017045416.1|DFIC
OG0000067	LOC115622466|XP_030372269.1|SLEB	LOC108089736|XP_017043606.1|DFIC
OG0000067	LOC115622364|XP_030372139.1|SLEB	LOC108093275|XP_017048744.1|DFIC
OG0000068	LOC115623202|XP_030373286.1|SLEB, LOC115631954|XP_030384717.1|SLEB, LOC115622769|XP_030372686.1|SLEB, LOC115622252|XP_030372011.1|SLEB, LOC115623907|XP_030374323.1|SLEB	LOC108099862|XP_017058999.1|DFIC
OG0000068	LOC115629354|XP_030381665.1|SLEB, LOC115632765|XP_030385874.1|SLEB	LOC108101069|XP_017060747.1|DFIC, LOC108086952|XP_017039554.1|DFIC, LOC108094867|XP_017051178.1|DFIC
OG0000068	LOC115628062|XP_030379882.1|SLEB	LOC108098038|XP_017056186.1|DFIC
OG0000070	LOC115625714|XP_030376720.1|SLEB	LOC108093013|XP_017048405.1|DFIC
OG0000070	LOC115629807|XP_030382234.1|SLEB	LOC108097315|XP_017055021.1|DFIC
OG0000070	LOC115625715|XP_030376721.1|SLEB	LOC108093017|XP_017048410.1|DFIC
OG0000070	LOC115625716|XP_030376722.1|SLEB	LOC108093018|XP_017048411.1|DFIC
OG0000071	LOC115624679|XP_030375338.1|SLEB	LOC108095396|XP_017051968.1|DFIC
OG0000071	LOC115624678|XP_030375337.1|SLEB	LOC108095397|XP_017051969.1|DFIC, LOC108095466|XP_017052069.1|DFIC
OG0000072	LOC115625138|XP_030375920.1|SLEB	LOC108090389|XP_017044527.1|DFIC
OG0000072	LOC115633654|XP_030386963.1|SLEB	LOC108090306|XP_017044405.1|DFIC
OG0000072	LOC115625130|XP_030375908.1|SLEB	LOC108090388|XP_017044526.1|DFIC
OG0000073	LOC115626625|XP_030377891.1|SLEB	LOC108093786|XP_017049554.1|DFIC
OG0000073	LOC115626672|XP_030377958.1|SLEB	LOC108097185|XP_017054817.1|DFIC
OG0000073	LOC115624374|XP_030374908.1|SLEB	LOC108098509|XP_017056925.1|DFIC
OG0000074	LOC115632425|XP_030385425.1|SLEB	LOC108093150|XP_017048585.1|DFIC
OG0000075	LOC115622150|XP_030371879.1|SLEB	LOC108096303|XP_017053279.1|DFIC
OG0000075	LOC115623283|XP_030373426.1|SLEB	LOC108096448|XP_017053541.1|DFIC
OG0000075	LOC115623262|XP_030373391.1|SLEB	LOC108096307|XP_017053282.1|DFIC
OG0000075	LOC115622151|XP_030371880.1|SLEB	LOC108096304|XP_017053280.1|DFIC
OG0000076	LOC115623022|XP_030373056.1|SLEB	LOC108096321|XP_017053338.1|DFIC
OG0000076	LOC115624080|XP_030374530.1|SLEB, LOC115624184|XP_030374640.1|SLEB	LOC108087907|XP_017040976.1|DFIC, LOC108088087|XP_017041231.1|DFIC
OG0000076	LOC115627672|XP_030379274.1|SLEB	LOC108094504|XP_017050597.1|DFIC
OG0000076	LOC115627823|XP_030379517.1|SLEB	LOC108094514|XP_017050608.1|DFIC
OG0000077	LOC115629260|XP_030381546.1|SLEB	LOC108094895|XP_017051224.1|DFIC
OG0000077	LOC115625518|XP_030376442.1|SLEB	LOC108099491|XP_017058540.1|DFIC
OG0000077	LOC115624410|XP_030375008.1|SLEB	LOC108101896|XP_017061947.1|DFIC
OG0000077	LOC115621758|XP_030371352.1|SLEB	LOC108088470|XP_017041744.1|DFIC
OG0000078	LOC115624829|XP_030375536.1|SLEB	LOC108094965|XP_017051317.1|DFIC
OG0000078	LOC115624752|XP_030375442.1|SLEB	LOC108088926|XP_017042437.1|DFIC
OG0000078	LOC115620798|XP_030370081.1|SLEB	LOC108093529|XP_017049111.1|DFIC
OG0000078	LOC115627604|XP_030379186.1|SLEB	LOC108098116|XP_017056325.1|DFIC
OG0000078	LOC115627905|XP_030379660.1|SLEB	LOC108098159|XP_017056384.1|DFIC
OG0000079	LOC115631581|XP_030384238.1|SLEB	LOC108092477|XP_017047558.1|DFIC
OG0000080	LOC115634241|XP_030387695.1|SLEB, LOC115634222|XP_030387673.1|SLEB	LOC108094031|XP_017049951.1|DFIC, LOC108099995|XP_017059184.1|DFIC
OG0000080	LOC115620018|XP_030368982.1|SLEB	LOC108090461|XP_017044643.1|DFIC
OG0000081	LOC115624517|XP_030375092.1|SLEB	LOC108100698|XP_017060209.1|DFIC
OG0000082	LOC115631916|XP_030384627.1|SLEB	LOC108096757|XP_017054106.1|DFIC
OG0000082	LOC115620211|XP_030369208.1|SLEB	LOC108095665|XP_017052319.1|DFIC, LOC108095966|XP_017052798.1|DFIC
OG0000082	LOC115621651|XP_030371213.1|SLEB	LOC108092010|XP_017046931.1|DFIC
OG0000083	LOC115634036|XP_030387438.1|SLEB, LOC115634513|XP_030388139.1|SLEB	LOC108089245|XP_017042898.1|DFIC
OG0000084	LOC115623536|XP_030373782.1|SLEB	LOC108087862|XP_017040935.1|DFIC
OG0000084	LOC115631336|XP_030383918.1|SLEB	LOC108093919|XP_017049775.1|DFIC
OG0000085	LOC115634632|XP_030388350.1|SLEB	LOC108101594|XP_017061495.1|DFIC
OG0000086	LOC115628291|XP_030380201.1|SLEB	LOC108096752|XP_017054097.1|DFIC
OG0000087	LOC115626132|XP_030377247.1|SLEB	LOC108101150|XP_017060862.1|DFIC
OG0000087	LOC115626584|XP_030377826.1|SLEB	LOC108090029|XP_017044014.1|DFIC
OG0000088	LOC115624994|XP_030375725.1|SLEB	LOC108094304|XP_017050312.1|DFIC
OG0000088	LOC115626364|XP_030377575.1|SLEB	LOC108101734|XP_017061675.1|DFIC
OG0000088	LOC115623096|XP_030373163.1|SLEB	LOC108100188|XP_017059448.1|DFIC
OG0000088	LOC115623093|XP_030373160.1|SLEB	LOC108093949|XP_017049834.1|DFIC
OG0000088	LOC115622241|XP_030371997.1|SLEB	LOC108100212|XP_017059477.1|DFIC
OG0000089	LOC115624415|XP_030375011.1|SLEB	LOC108098591|XP_017057133.1|DFIC
OG0000089	LOC115634279|XP_030387772.1|SLEB	LOC108098939|XP_017057635.1|DFIC
OG0000089	LOC115632948|XP_030386105.1|SLEB, LOC115632950|XP_030386106.1|SLEB	LOC108087422|XP_017040258.1|DFIC
OG0000090	LOC115633715|XP_030387039.1|SLEB	LOC108090757|XP_017045079.1|DFIC
OG0000090	LOC115633696|XP_030387013.1|SLEB	LOC108090961|XP_017045394.1|DFIC
OG0000090	LOC115628271|XP_030380155.1|SLEB	LOC108096450|XP_017053542.1|DFIC
OG0000090	LOC115624821|XP_030375529.1|SLEB	LOC108100299|XP_017059587.1|DFIC
OG0000091	LOC115620184|XP_030369168.1|SLEB	LOC108086553|XP_017038985.1|DFIC
OG0000091	LOC115630773|XP_030383287.1|SLEB	LOC108094894|XP_017051228.1|DFIC
OG0000091	LOC115630433|XP_030382848.1|SLEB	LOC108102111|XP_017062264.1|DFIC
OG0000091	LOC115620680|XP_030369906.1|SLEB	LOC108087170|XP_017039900.1|DFIC
OG0000091	LOC115621346|XP_030370826.1|SLEB	LOC108087365|XP_017040194.1|DFIC
OG0000092	LOC115623334|XP_030373465.1|SLEB	LOC108096020|XP_017052859.1|DFIC
OG0000092	LOC115624326|XP_030374813.1|SLEB	LOC108095984|XP_017052817.1|DFIC
OG0000092	LOC115624330|XP_030374818.1|SLEB	LOC108095732|XP_017052397.1|DFIC, LOC108096015|XP_017052854.1|DFIC
OG0000093	LOC115628531|XP_030380552.1|SLEB	LOC108092694|XP_017047894.1|DFIC
OG0000093	LOC115629472|XP_030381803.1|SLEB	LOC108094674|XP_017050882.1|DFIC, LOC108093808|XP_017049610.1|DFIC
OG0000093	LOC115627221|XP_030378703.1|SLEB	LOC108089874|XP_017043817.1|DFIC, LOC108088659|XP_017042076.1|DFIC
OG0000094	LOC115622394|XP_030372178.1|SLEB	LOC108089688|XP_017043524.1|DFIC
OG0000094	LOC115621962|XP_030371670.1|SLEB	LOC108091775|XP_017046611.1|DFIC
OG0000096	LOC115621238|XP_030370689.1|SLEB	LOC108089176|XP_017042801.1|DFIC, LOC108101171|XP_017060888.1|DFIC, LOC108101173|XP_017060892.1|DFIC
OG0000096	LOC115620727|XP_030369967.1|SLEB	LOC108087280|XP_017040078.1|DFIC
OG0000096	LOC115626185|XP_030377323.1|SLEB, LOC115625901|XP_030376991.1|SLEB	LOC108090955|XP_017045426.1|DFIC, LOC108092752|XP_017047972.1|DFIC
OG0000098	LOC115621995|XP_030371710.1|SLEB	LOC108087974|XP_017041063.1|DFIC
OG0000099	LOC115627007|XP_030378385.1|SLEB	LOC108097067|XP_017054593.1|DFIC
OG0000099	LOC115626907|XP_030378277.1|SLEB	LOC108097066|XP_017054592.1|DFIC
OG0000099	LOC115629181|XP_030381422.1|SLEB	LOC108097065|XP_017054590.1|DFIC
OG0000100	LOC115629849|XP_030382290.1|SLEB	LOC108090525|XP_017044732.1|DFIC
OG0000100	LOC115620196|XP_030369189.1|SLEB	LOC108092048|XP_017046984.1|DFIC
OG0000100	LOC115620430|XP_030369518.1|SLEB	LOC108097691|XP_017055649.1|DFIC
OG0000101	LOC115634421|XP_030387988.1|SLEB	LOC108088290|XP_017041499.1|DFIC
OG0000101	LOC115634424|XP_030387991.1|SLEB	LOC108088258|XP_017041465.1|DFIC
OG0000101	LOC115623200|XP_030373296.1|SLEB	LOC108088292|XP_017041511.1|DFIC
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC108093909|XP_017049764.1|DFIC
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC108090478|XP_017044665.1|DFIC
OG0000103	LOC115632516|XP_030385569.1|SLEB	LOC108094023|XP_017049946.1|DFIC, LOC108099866|XP_017059003.1|DFIC, LOC108099867|XP_017059004.1|DFIC, LOC108099865|XP_017059002.1|DFIC
OG0000103	LOC115633245|XP_030386506.1|SLEB	LOC108086454|XP_017038864.1|DFIC
OG0000104	LOC115632330|XP_030385293.1|SLEB	LOC108089623|XP_017043475.1|DFIC
OG0000104	LOC115632802|XP_030385913.1|SLEB	LOC108097716|XP_017055739.1|DFIC, LOC108097823|XP_017055831.1|DFIC
OG0000104	LOC115632724|XP_030385830.1|SLEB	LOC108089503|XP_017043297.1|DFIC
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB	LOC108091851|XP_017046719.1|DFIC
OG0000105	LOC115625391|XP_030376288.1|SLEB	LOC108099251|XP_017058111.1|DFIC
OG0000105	LOC115625387|XP_030376285.1|SLEB	LOC108099504|XP_017058556.1|DFIC, LOC108099252|XP_017058112.1|DFIC, LOC108099253|XP_017058113.1|DFIC
OG0000107	LOC115634454|XP_030388036.1|SLEB	LOC108096600|XP_017053787.1|DFIC, LOC108096602|XP_017053789.1|DFIC, LOC108095598|XP_017052255.1|DFIC, LOC108095582|XP_017052230.1|DFIC, LOC108094425|XP_017050485.1|DFIC, LOC108094343|XP_017050376.1|DFIC, LOC108095574|XP_017052217.1|DFIC, LOC108098734|XP_017057357.1|DFIC, LOC108095588|XP_017052243.1|DFIC, LOC108096607|XP_017053803.1|DFIC
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC108099999|XP_017059189.1|DFIC, LOC108100065|XP_017059289.1|DFIC, LOC108100095|XP_017059329.1|DFIC
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC108087041|XP_017039740.1|DFIC, LOC108089256|XP_017042911.1|DFIC
OG0000110	LOC115628356|XP_030380291.1|SLEB	LOC108088246|XP_017041452.1|DFIC
OG0000110	LOC115628263|XP_030380142.1|SLEB	LOC108088248|XP_017041454.1|DFIC
OG0000110	LOC115628416|XP_030380363.1|SLEB	LOC108088255|XP_017041461.1|DFIC, LOC108088254|XP_017041460.1|DFIC
OG0000110	LOC115628221|XP_030380076.1|SLEB	LOC108088256|XP_017041463.1|DFIC
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC108094777|XP_017051039.1|DFIC, LOC108094927|XP_017051274.1|DFIC, LOC108094929|XP_017051277.1|DFIC
OG0000112	LOC115629158|XP_030381390.1|SLEB	LOC108098021|XP_017056163.1|DFIC
OG0000112	LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC108097867|XP_017055891.1|DFIC, LOC108098130|XP_017056341.1|DFIC
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC108090089|XP_017044080.1|DFIC
OG0000114	LOC115630954|XP_030383388.1|SLEB	LOC108102106|XP_017062258.1|DFIC, LOC108095639|XP_017052297.1|DFIC
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC108102107|XP_017062260.1|DFIC
OG0000116	LOC115624328|XP_030374816.1|SLEB	LOC108096024|XP_017052862.1|DFIC
OG0000116	LOC115623813|XP_030374217.1|SLEB, LOC115623954|XP_030374378.1|SLEB, LOC115623973|XP_030374402.1|SLEB	LOC108095865|XP_017052658.1|DFIC, LOC108095951|XP_017052778.1|DFIC
OG0000116	LOC115623999|XP_030374431.1|SLEB, LOC115623995|XP_030374424.1|SLEB	LOC108095695|XP_017052354.1|DFIC, LOC108095681|XP_017052339.1|DFIC, LOC108096016|XP_017052855.1|DFIC
OG0000117	LOC115626178|XP_030377315.1|SLEB	LOC108098321|XP_017056635.1|DFIC
OG0000117	LOC115626179|XP_030377316.1|SLEB	LOC108098322|XP_017056636.1|DFIC
OG0000117	LOC115626180|XP_030377317.1|SLEB	LOC108098323|XP_017056637.1|DFIC
OG0000117	LOC115626181|XP_030377318.1|SLEB	LOC108098326|XP_017056639.1|DFIC
OG0000118	LOC115634140|XP_030387575.1|SLEB	LOC108089816|XP_017043707.1|DFIC, LOC108089784|XP_017043668.1|DFIC
OG0000118	LOC115626301|XP_030377489.1|SLEB	LOC108098379|XP_017056731.1|DFIC
OG0000119	LOC115625335|XP_030376220.1|SLEB	LOC108098930|XP_017057624.1|DFIC
OG0000119	LOC115625475|XP_030376385.1|SLEB	LOC108098763|XP_017057383.1|DFIC
OG0000119	LOC115625305|XP_030376184.1|SLEB	LOC108098929|XP_017057623.1|DFIC
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC108092896|XP_017048233.1|DFIC
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC108093778|XP_017049539.1|DFIC
OG0000120	LOC115628235|XP_030380109.1|SLEB	LOC108098999|XP_017057719.1|DFIC
OG0000121	LOC115625542|XP_030376479.1|SLEB	LOC108088578|XP_017041917.1|DFIC
OG0000121	LOC115625267|XP_030376127.1|SLEB	LOC108091875|XP_017046745.1|DFIC
OG0000122	LOC115630753|XP_030383267.1|SLEB	LOC108094131|XP_017050042.1|DFIC
OG0000122	LOC115628730|XP_030380794.1|SLEB	LOC108091045|XP_017045485.1|DFIC
OG0000122	LOC115631897|XP_030384606.1|SLEB	LOC108091442|XP_017046125.1|DFIC
OG0000123	LOC115634239|XP_030387693.1|SLEB	LOC108101851|XP_017061859.1|DFIC
OG0000123	LOC115624223|XP_030374697.1|SLEB	LOC108091750|XP_017046584.1|DFIC, LOC108091747|XP_017046578.1|DFIC
OG0000123	LOC115624192|XP_030374649.1|SLEB	LOC108091756|XP_017046588.1|DFIC
OG0000124	LOC115633905|XP_030387269.1|SLEB	LOC108090422|XP_017044578.1|DFIC, LOC108090270|XP_017044368.1|DFIC
OG0000124	LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC108090304|XP_017044403.1|DFIC, LOC108090548|XP_017044775.1|DFIC
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC108086573|XP_017039017.1|DFIC
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC108087297|XP_017040098.1|DFIC
OG0000125	LOC115630466|XP_030382900.1|SLEB	LOC108090386|XP_017044523.1|DFIC
OG0000125	LOC115630458|XP_030382887.1|SLEB	LOC108090387|XP_017044524.1|DFIC
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB	LOC108100938|XP_017060576.1|DFIC
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB	LOC108096135|XP_017053003.1|DFIC, LOC108096137|XP_017053005.1|DFIC, LOC108096133|XP_017053002.1|DFIC
OG0000127	LOC115624150|XP_030374607.1|SLEB	LOC108096108|XP_017052974.1|DFIC
OG0000128	LOC115627037|XP_030378429.1|SLEB	LOC108087875|XP_017040949.1|DFIC
OG0000128	LOC115634167|XP_030387611.1|SLEB	LOC108087809|XP_017040858.1|DFIC
OG0000129	LOC115633252|XP_030386513.1|SLEB	LOC108097083|XP_017054616.1|DFIC
OG0000129	LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB	LOC108100730|XP_017060254.1|DFIC
OG0000129	LOC115632635|XP_030385724.1|SLEB	LOC108089225|XP_017042870.1|DFIC
OG0000129	LOC115633251|XP_030386512.1|SLEB	LOC108097085|XP_017054623.1|DFIC
OG0000130	LOC115632117|XP_030384979.1|SLEB	LOC108093214|XP_017048666.1|DFIC
OG0000130	LOC115632142|XP_030385018.1|SLEB	LOC108093192|XP_017048642.1|DFIC
OG0000130	LOC115632815|XP_030385927.1|SLEB	LOC108093226|XP_017048685.1|DFIC, LOC108093201|XP_017048652.1|DFIC
OG0000131	LOC115620740|XP_030369987.1|SLEB	LOC108087122|XP_017039802.1|DFIC
OG0000132	LOC115631441|XP_030384043.1|SLEB	LOC108095112|XP_017051542.1|DFIC, LOC108093471|XP_017049045.1|DFIC, LOC108093470|XP_017049044.1|DFIC, LOC108094878|XP_017051202.1|DFIC
OG0000132	LOC115624363|XP_030374882.1|SLEB	LOC108087282|XP_017040080.1|DFIC
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC108098811|XP_017057450.1|DFIC
OG0000134	LOC115629363|XP_030381677.1|SLEB	LOC108091147|XP_017045671.1|DFIC
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC108100052|XP_017059274.1|DFIC
OG0000137	LOC115621775|XP_030371387.1|SLEB	LOC108091792|XP_017046641.1|DFIC
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC108093076|XP_017048480.1|DFIC
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC108090588|XP_017044832.1|DFIC
OG0000138	LOC115623943|XP_030374365.1|SLEB	LOC108099295|XP_017058178.1|DFIC
OG0000138	LOC115623756|XP_030374151.1|SLEB	LOC108099660|XP_017058784.1|DFIC
OG0000140	LOC115621072|XP_030370459.1|SLEB	LOC108086574|XP_017039020.1|DFIC
OG0000141	LOC115632509|XP_030385558.1|SLEB	LOC108089010|XP_017042576.1|DFIC
OG0000141	LOC115632354|XP_030385324.1|SLEB	LOC108089011|XP_017042580.1|DFIC
OG0000141	LOC115632744|XP_030385851.1|SLEB	LOC108089012|XP_017042582.1|DFIC
OG0000141	LOC115632365|XP_030385343.1|SLEB	LOC108089013|XP_017042583.1|DFIC, LOC108089031|XP_017042617.1|DFIC
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC108091976|XP_017046875.1|DFIC
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC108102224|XP_017062435.1|DFIC
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC108097971|XP_017056075.1|DFIC
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC108088343|XP_017041578.1|DFIC
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC108088315|XP_017041540.1|DFIC
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC108098954|XP_017057651.1|DFIC
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC108097630|XP_017055544.1|DFIC
OG0000145	LOC115627757|XP_030379402.1|SLEB	LOC108097738|XP_017055733.1|DFIC
OG0000145	LOC115631049|XP_030383542.1|SLEB	LOC108098277|XP_017056568.1|DFIC
OG0000145	LOC115632005|XP_030384793.1|SLEB	LOC108098241|XP_017056523.1|DFIC
OG0000145	LOC115632004|XP_030384792.1|SLEB	LOC108098240|XP_017056522.1|DFIC
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC108092267|XP_017047289.1|DFIC
OG0000147	LOC115621832|XP_030371499.1|SLEB	LOC108091820|XP_017046686.1|DFIC
OG0000147	LOC115621833|XP_030371501.1|SLEB	LOC108091738|XP_017046571.1|DFIC
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC108092306|XP_017047329.1|DFIC
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC108102132|XP_017062289.1|DFIC
OG0000149	LOC115626190|XP_030377330.1|SLEB	LOC108102208|XP_017062420.1|DFIC
OG0000149	LOC115629267|XP_030381551.1|SLEB	LOC108095597|XP_017052251.1|DFIC
OG0000150	LOC115631362|XP_030383941.1|SLEB, LOC115631359|XP_030383937.1|SLEB	LOC108094105|XP_017050016.1|DFIC, LOC108094106|XP_017050017.1|DFIC, LOC108094101|XP_017050012.1|DFIC, LOC108094107|XP_017050018.1|DFIC, LOC108098347|XP_017056719.1|DFIC, LOC108094135|XP_017050045.1|DFIC, LOC108094132|XP_017050043.1|DFIC, LOC108094103|XP_017050014.1|DFIC, LOC108098923|XP_017057655.1|DFIC, LOC108094104|XP_017050015.1|DFIC, LOC108094110|XP_017050020.1|DFIC, LOC108094133|XP_017050044.1|DFIC, LOC108094108|XP_017050019.1|DFIC, LOC108094136|XP_017050046.1|DFIC
OG0000151	LOC115622266|XP_030372028.1|SLEB	LOC108100132|XP_017059374.1|DFIC
OG0000151	LOC115622260|XP_030372021.1|SLEB	LOC108100245|XP_017059510.1|DFIC
OG0000151	LOC115622264|XP_030372025.1|SLEB	LOC108100204|XP_017059468.1|DFIC
OG0000151	LOC115622278|XP_030372040.1|SLEB	LOC108100731|XP_017060255.1|DFIC
OG0000152	LOC115620943|XP_030370319.1|SLEB	LOC108088533|XP_017041865.1|DFIC
OG0000152	LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC108088376|XP_017041612.1|DFIC
OG0000153	LOC115621745|XP_030371339.1|SLEB	LOC108091883|XP_017046754.1|DFIC
OG0000153	LOC115620210|XP_030369207.1|SLEB	LOC108091863|XP_017046731.1|DFIC, LOC108092225|XP_017047248.1|DFIC
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB	LOC108091707|XP_017046533.1|DFIC, LOC108091705|XP_017046532.1|DFIC
OG0000154	LOC115632597|XP_030385682.1|SLEB	LOC108087467|XP_017040329.1|DFIC
OG0000155	LOC115628421|XP_030380369.1|SLEB	LOC108086969|XP_017039570.1|DFIC
OG0000155	LOC115628363|XP_030380300.1|SLEB	LOC108086971|XP_017039575.1|DFIC
OG0000155	LOC115628359|XP_030380294.1|SLEB	LOC108086972|XP_017039577.1|DFIC
OG0000157	LOC115629819|XP_030382253.1|SLEB	LOC108090549|XP_017044776.1|DFIC, LOC108090550|XP_017044777.1|DFIC
OG0000157	LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC108090277|XP_017044377.1|DFIC
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB	LOC108089352|XP_017043021.1|DFIC
OG0000158	LOC115632736|XP_030385842.1|SLEB	LOC108089361|XP_017043028.1|DFIC
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC108099885|XP_017059028.1|DFIC
OG0000160	LOC115621357|XP_030370839.1|SLEB	LOC108099563|XP_017058642.1|DFIC
OG0000160	LOC115621163|XP_030370583.1|SLEB	LOC108099549|XP_017058620.1|DFIC
OG0000161	LOC115622971|XP_030372982.1|SLEB	LOC108099878|XP_017059021.1|DFIC
OG0000161	LOC115629943|XP_030382412.1|SLEB	LOC108095624|XP_017052280.1|DFIC
OG0000162	LOC115628734|XP_030380797.1|SLEB	LOC108089643|XP_017043500.1|DFIC, LOC108095474|XP_017052077.1|DFIC, LOC108100266|XP_017059542.1|DFIC, LOC108094389|XP_017050444.1|DFIC
OG0000162	LOC115630435|XP_030382852.1|SLEB	LOC108089925|XP_017043897.1|DFIC
OG0000163	LOC115628458|XP_030380436.1|SLEB	LOC108098989|XP_017057701.1|DFIC
OG0000163	LOC115623156|XP_030373231.1|SLEB	LOC108091565|XP_017046327.1|DFIC
OG0000164	LOC115633795|XP_030387133.1|SLEB	LOC108096714|XP_017054038.1|DFIC
