Orthogroup	SLEB.longest_only	AAEG.longest_only
OG0000094	LOC115622394|XP_030372178.1|SLEB, LOC115622397|XP_030372182.1|SLEB, LOC115622395|XP_030372179.1|SLEB, LOC115633674|XP_030386987.1|SLEB, LOC115633665|XP_030386973.1|SLEB, LOC115621962|XP_030371670.1|SLEB	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG
OG0000099	LOC115622299|XP_030372063.1|SLEB, LOC115629181|XP_030381422.1|SLEB	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG
OG0000101	LOC115634421|XP_030387988.1|SLEB, LOC115634430|XP_030387997.1|SLEB, LOC115634424|XP_030387991.1|SLEB, LOC115634427|XP_030387993.1|SLEB, LOC115623200|XP_030373296.1|SLEB, LOC115634418|XP_030387984.1|SLEB, LOC115634012|XP_030387400.1|SLEB	LOC5567622|XP_021696506.1|AAEG
OG0000102	LOC115632673|XP_030385805.1|SLEB	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG
OG0000102	LOC115619960|XP_030368851.1|SLEB	LOC5564622|XP_001648968.1|AAEG
OG0000103	LOC115632516|XP_030385569.1|SLEB, LOC115633245|XP_030386506.1|SLEB	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG
OG0000104	LOC115632802|XP_030385913.1|SLEB, LOC115632724|XP_030385830.1|SLEB	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG
OG0000105	LOC115625386|XP_030376284.1|SLEB, LOC115625389|XP_030376287.1|SLEB, LOC115625391|XP_030376288.1|SLEB, LOC115625387|XP_030376285.1|SLEB	LOC5576020|XP_001662355.3|AAEG
OG0000109	LOC115631036|XP_030383521.1|SLEB	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG
OG0000109	LOC115630792|XP_030383307.1|SLEB	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG
OG0000110	LOC115628356|XP_030380291.1|SLEB, LOC115628263|XP_030380142.1|SLEB, LOC115628416|XP_030380363.1|SLEB, LOC115628221|XP_030380076.1|SLEB	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG
OG0000111	LOC115634293|XP_030387808.1|SLEB	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG
OG0000112	LOC115629158|XP_030381390.1|SLEB, LOC115629161|XP_030381394.1|SLEB, LOC115627698|XP_030379301.1|SLEB	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG
OG0000113	LOC115628760|XP_030380835.1|SLEB, LOC115634230|XP_030387682.1|SLEB, LOC115625365|XP_030376262.1|SLEB	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG
OG0000114	LOC115630955|XP_030383389.1|SLEB	LOC110677778|XP_021704869.1|AAEG
OG0000117	LOC115626178|XP_030377315.1|SLEB, LOC115626179|XP_030377316.1|SLEB, LOC115626180|XP_030377317.1|SLEB, LOC115626181|XP_030377318.1|SLEB	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG
OG0000118	LOC115634140|XP_030387575.1|SLEB, LOC115626301|XP_030377489.1|SLEB	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG
OG0000119	LOC115625335|XP_030376220.1|SLEB, LOC115625475|XP_030376385.1|SLEB, LOC115625305|XP_030376184.1|SLEB	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG
OG0000120	LOC115627012|XP_030378393.1|SLEB	LOC5565270|XP_021701744.1|AAEG
OG0000120	LOC115620371|XP_030369440.1|SLEB	LOC5564301|XP_021698367.1|AAEG
OG0000121	LOC115625321|XP_030376202.1|SLEB, LOC115625542|XP_030376479.1|SLEB, LOC115625267|XP_030376127.1|SLEB	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG
OG0000122	LOC115630753|XP_030383267.1|SLEB, LOC115628730|XP_030380794.1|SLEB, LOC115634302|XP_030387815.1|SLEB, LOC115631897|XP_030384606.1|SLEB	LOC5567873|XP_001650953.1|AAEG
OG0000123	LOC115634239|XP_030387693.1|SLEB, LOC115624226|XP_030374700.1|SLEB, LOC115621552|XP_030371081.1|SLEB, LOC115624223|XP_030374697.1|SLEB, LOC115624192|XP_030374649.1|SLEB, LOC115624245|XP_030374725.1|SLEB	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG
OG0000124	LOC115634165|XP_030387606.1|SLEB, LOC115634224|XP_030387675.1|SLEB, LOC115634492|XP_030388108.1|SLEB, LOC115634494|XP_030388111.1|SLEB, LOC115633905|XP_030387269.1|SLEB, LOC115634486|XP_030388102.1|SLEB, LOC115634480|XP_030388071.1|SLEB, LOC115634175|XP_030387621.1|SLEB	LOC5566280|XP_001650658.1|AAEG
OG0000125	LOC115620679|XP_030369903.1|SLEB	LOC5568365|XP_021693932.1|AAEG
OG0000125	LOC115622011|XP_030371726.1|SLEB	LOC5567037|XP_001651437.2|AAEG
OG0000125	LOC115630466|XP_030382900.1|SLEB, LOC115630458|XP_030382887.1|SLEB	LOC5568366|XP_001658020.2|AAEG
OG0000126	LOC115626373|XP_030377588.1|SLEB, LOC115633547|XP_030386863.1|SLEB, LOC115621502|XP_030371030.1|SLEB	LOC5577393|XP_001656475.2|AAEG
OG0000127	LOC115624275|XP_030374761.1|SLEB, LOC115624098|XP_030374548.1|SLEB, LOC115624150|XP_030374607.1|SLEB	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG
OG0000128	LOC115627037|XP_030378429.1|SLEB, LOC115634167|XP_030387611.1|SLEB	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG
OG0000129	LOC115633252|XP_030386513.1|SLEB, LOC115632792|XP_030385903.1|SLEB, LOC115632636|XP_030385726.1|SLEB, LOC115632635|XP_030385724.1|SLEB, LOC115633251|XP_030386512.1|SLEB	LOC5570205|XP_001658987.1|AAEG
OG0000130	LOC115632117|XP_030384979.1|SLEB, LOC115632142|XP_030385018.1|SLEB, LOC115632815|XP_030385927.1|SLEB	LOC110678700|XP_021707606.1|AAEG
OG0000132	LOC115631441|XP_030384043.1|SLEB, LOC115624363|XP_030374882.1|SLEB	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG
OG0000134	LOC115621108|XP_030370509.1|SLEB	LOC5577061|XP_021701840.1|AAEG
OG0000134	LOC115631566|XP_030384216.1|SLEB	LOC5565848|XP_021703610.1|AAEG
OG0000137	LOC115632206|XP_030385118.1|SLEB, LOC115621775|XP_030371387.1|SLEB	LOC5573872|XP_001654897.1|AAEG
OG0000137	LOC115623263|XP_030373392.1|SLEB	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG
OG0000137	LOC115633318|XP_030386608.1|SLEB	LOC5574336|XP_001661370.1|AAEG
OG0000140	LOC115621072|XP_030370459.1|SLEB, LOC115631745|XP_030384446.1|SLEB	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG
OG0000141	LOC115632509|XP_030385558.1|SLEB, LOC115632354|XP_030385324.1|SLEB, LOC115632744|XP_030385851.1|SLEB, LOC115632365|XP_030385343.1|SLEB	LOC23687505|XP_011493093.2|AAEG
OG0000142	LOC115625086|XP_030375842.1|SLEB	LOC5563980|XP_021706951.1|AAEG
OG0000142	LOC115628082|XP_030379919.1|SLEB	LOC5575838|XP_021694433.1|AAEG
OG0000142	LOC115627258|XP_030378745.1|SLEB	LOC5564067|XP_021704010.1|AAEG
OG0000143	LOC115625380|XP_030376280.1|SLEB	LOC5569420|XP_001658512.3|AAEG
OG0000143	LOC115625390|XP_030376292.1|SLEB	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG
OG0000144	LOC115623941|XP_030374363.1|SLEB	LOC110679012|XP_021708568.1|AAEG
OG0000144	LOC115629778|XP_030382193.1|SLEB	LOC5567664|XP_021706076.1|AAEG
OG0000144	LOC115631998|XP_030384787.1|SLEB	LOC5574025|XP_021702584.1|AAEG
OG0000145	LOC115627757|XP_030379402.1|SLEB, LOC115631049|XP_030383542.1|SLEB, LOC115632005|XP_030384793.1|SLEB, LOC115632004|XP_030384792.1|SLEB	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG
OG0000147	LOC115630980|XP_030383422.1|SLEB, LOC115630666|XP_030383169.1|SLEB	LOC5569310|XP_001658443.1|AAEG
OG0000147	LOC115621832|XP_030371499.1|SLEB, LOC115621833|XP_030371501.1|SLEB	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG
OG0000148	LOC115630932|XP_030383359.1|SLEB	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG
OG0000148	LOC115626589|XP_030377831.1|SLEB	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG
OG0000149	LOC115626190|XP_030377330.1|SLEB, LOC115629267|XP_030381551.1|SLEB	LOC5563606|XP_021705225.1|AAEG
OG0000152	LOC115620943|XP_030370319.1|SLEB, LOC115620755|XP_030370011.1|SLEB, LOC115621748|XP_030371342.1|SLEB	LOC5575678|XP_021701219.1|AAEG
OG0000153	LOC115621745|XP_030371339.1|SLEB, LOC115620210|XP_030369207.1|SLEB	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG
OG0000154	LOC115621867|XP_030371547.1|SLEB, LOC115621871|XP_030371556.1|SLEB, LOC115632597|XP_030385682.1|SLEB	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG
OG0000155	LOC115628421|XP_030380369.1|SLEB, LOC115628363|XP_030380300.1|SLEB, LOC115628359|XP_030380294.1|SLEB	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG
OG0000156	LOC115624919|XP_030375629.1|SLEB, LOC115630081|XP_030382566.1|SLEB	LOC110678172|XP_021706488.1|AAEG
OG0000157	LOC115629819|XP_030382253.1|SLEB, LOC115626330|XP_030377538.1|SLEB, LOC115633650|XP_030386952.1|SLEB	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG
OG0000158	LOC115633012|XP_030386197.1|SLEB, LOC115632738|XP_030385845.1|SLEB, LOC115632736|XP_030385842.1|SLEB	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG
OG0000159	LOC115622292|XP_030372055.1|SLEB	LOC5571884|XP_021709766.1|AAEG
OG0000160	LOC115621357|XP_030370839.1|SLEB, LOC115621163|XP_030370583.1|SLEB	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG
OG0000162	LOC115628734|XP_030380797.1|SLEB, LOC115630435|XP_030382852.1|SLEB	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG
OG0000163	LOC115628458|XP_030380436.1|SLEB, LOC115623156|XP_030373231.1|SLEB	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG
OG0000164	LOC115622228|XP_030371985.1|SLEB, LOC115622226|XP_030371983.1|SLEB, LOC115622343|XP_030372115.1|SLEB, LOC115622225|XP_030371981.1|SLEB, LOC115622227|XP_030371984.1|SLEB	LOC5574446|XP_001661463.1|AAEG
OG0000165	LOC115626650|XP_030377915.1|SLEB, LOC115633702|XP_030387021.1|SLEB	LOC5577042|XP_001663138.2|AAEG
OG0000166	LOC115634666|XP_030388385.1|SLEB	LOC5576995|XP_001663097.2|AAEG
OG0000166	LOC115619972|XP_030368868.1|SLEB	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG
OG0000169	LOC115621259|XP_030370717.1|SLEB	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG
OG0000170	LOC115631209|XP_030383774.1|SLEB	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG
OG0000171	LOC115626100|XP_030377212.1|SLEB	LOC5567018|XP_001651408.2|AAEG
OG0000171	LOC115625657|XP_030376646.1|SLEB	LOC5569979|XP_001658863.2|AAEG
OG0000171	LOC115629314|XP_030381620.1|SLEB	LOC5569480|XP_021702656.1|AAEG
OG0000172	LOC115632350|XP_030385315.1|SLEB	LOC5579310|XP_021695514.1|AAEG
OG0000173	LOC115634438|XP_030388005.1|SLEB, LOC115634356|XP_030387876.1|SLEB	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG
OG0000174	LOC115628982|XP_030381125.1|SLEB, LOC115626586|XP_030377828.1|SLEB, LOC115625742|XP_030376759.1|SLEB	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG
OG0000175	LOC115623739|XP_030374110.1|SLEB	LOC5576664|XP_001656201.1|AAEG
OG0000175	LOC115623421|XP_030373600.1|SLEB, LOC115623422|XP_030373604.1|SLEB	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG
OG0000177	LOC115628068|XP_030379894.1|SLEB	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG
OG0000177	LOC115620237|XP_030369242.1|SLEB	LOC5567075|XP_021712916.1|AAEG
OG0000179	LOC115622211|XP_030371971.1|SLEB	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG
OG0000179	LOC115626268|XP_030377442.1|SLEB	LOC5578675|XP_021711080.1|AAEG
OG0000181	LOC115621119|XP_030370523.1|SLEB, LOC115621326|XP_030370806.1|SLEB, LOC115625637|XP_030376626.1|SLEB	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG
OG0000182	LOC115624195|XP_030374657.1|SLEB	LOC23687553|XP_011493157.1|AAEG
OG0000182	LOC115623616|XP_030373895.1|SLEB, LOC115623712|XP_030374052.1|SLEB	LOC5569767|XP_001652982.2|AAEG
OG0000183	LOC115627246|XP_030378727.1|SLEB, LOC115632361|XP_030385339.1|SLEB, LOC115622861|XP_030372805.1|SLEB, LOC115622111|XP_030371812.1|SLEB	LOC5573015|XP_001654343.1|AAEG
OG0000184	LOC115630552|XP_030383023.1|SLEB	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG
OG0000185	LOC115634776|XP_030388532.1|SLEB, LOC115634358|XP_030387879.1|SLEB	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG
OG0000186	LOC115627080|XP_030378488.1|SLEB, LOC115627050|XP_030378453.1|SLEB	LOC5571177|XP_001653481.2|AAEG
OG0000188	LOC115629547|XP_030381888.1|SLEB, LOC115627828|XP_030379524.1|SLEB, LOC115627591|XP_030379174.1|SLEB	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG
OG0000189	LOC115626272|XP_030377451.1|SLEB	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG
OG0000189	LOC115626939|XP_030378314.1|SLEB	LOC5570204|XP_001658986.1|AAEG
OG0000190	LOC115629392|XP_030381704.1|SLEB	LOC5571981|XP_021711697.1|AAEG
OG0000191	LOC115634077|XP_030387483.1|SLEB, LOC115634078|XP_030387488.1|SLEB	LOC5569575|XP_021699738.1|AAEG
OG0000192	LOC115623866|XP_030374272.1|SLEB, LOC115634119|XP_030387546.1|SLEB, LOC115634125|XP_030387554.1|SLEB	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG
OG0000193	LOC115631474|XP_030384088.1|SLEB, LOC115622946|XP_030372938.1|SLEB, LOC115622463|XP_030372268.1|SLEB, LOC115622436|XP_030372238.1|SLEB, LOC115623019|XP_030373049.1|SLEB, LOC115634706|XP_030388446.1|SLEB, LOC115623069|XP_030373123.1|SLEB, LOC115628420|XP_030380368.1|SLEB, LOC115628419|XP_030380367.1|SLEB, LOC115628360|XP_030380297.1|SLEB, LOC115628418|XP_030380366.1|SLEB, LOC115628364|XP_030380301.1|SLEB, LOC115622938|XP_030372928.1|SLEB, LOC115622868|XP_030372815.1|SLEB, LOC115622245|XP_030372002.1|SLEB	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG
OG0000196	LOC115630808|XP_030383332.1|SLEB, LOC115630491|XP_030382937.1|SLEB	LOC5575664|XP_021703961.1|AAEG
OG0000196	LOC115630762|XP_030383277.1|SLEB	LOC5575663|XP_021703962.1|AAEG
OG0000197	LOC115626694|XP_030377981.1|SLEB	LOC5563985|XP_021710647.1|AAEG
OG0000197	LOC115626696|XP_030377984.1|SLEB	LOC5563957|XP_021710648.1|AAEG
OG0000197	LOC115626946|XP_030378321.1|SLEB	LOC5563981|XP_001648302.1|AAEG
OG0000200	LOC115623790|XP_030374192.1|SLEB, LOC115621847|XP_030371519.1|SLEB	LOC5575967|XP_001662326.1|AAEG
OG0000201	LOC115621195|XP_030370633.1|SLEB, LOC115621403|XP_030370907.1|SLEB	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG
OG0000202	LOC115623618|XP_030373898.1|SLEB	LOC5570233|XP_001659012.2|AAEG
OG0000203	LOC115621744|XP_030371337.1|SLEB, LOC115628246|XP_030380125.1|SLEB, LOC115629770|XP_030382188.1|SLEB	LOC5574223|XP_021704325.1|AAEG
OG0000205	LOC115621790|XP_030371421.1|SLEB, LOC115620493|XP_030369596.1|SLEB	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG
OG0000206	LOC115624762|XP_030375454.1|SLEB	LOC110678735|XP_021707698.1|AAEG
OG0000206	LOC115624748|XP_030375436.1|SLEB	LOC110678958|XP_021708376.1|AAEG
OG0000207	LOC115632410|XP_030385407.1|SLEB	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG
OG0000209	LOC115624966|XP_030375719.1|SLEB	LOC5565795|XP_021706105.1|AAEG, LOC5578738|XP_001657103.3|AAEG
OG0000210	LOC115626861|XP_030378226.1|SLEB	LOC5564091|XP_021694803.1|AAEG
OG0000211	LOC115621660|XP_030371227.1|SLEB, LOC115627329|XP_030378834.1|SLEB	LOC5568897|XP_021693434.1|AAEG
OG0000211	LOC115621054|XP_030370434.1|SLEB	LOC5577524|XP_021711176.1|AAEG
OG0000212	LOC115630977|XP_030383416.1|SLEB, LOC115631971|XP_030384730.1|SLEB	LOC5570819|XP_021702192.1|AAEG
OG0000213	LOC115622217|XP_030371974.1|SLEB, LOC115634384|XP_030387929.1|SLEB	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG
OG0000214	LOC115629106|XP_030381291.1|SLEB, LOC115620078|XP_030369104.1|SLEB, LOC115625142|XP_030375921.1|SLEB, LOC115625213|XP_030376043.1|SLEB, LOC115625354|XP_030376247.1|SLEB	LOC5571932|XP_021706883.1|AAEG
OG0000215	LOC115630910|XP_030383352.1|SLEB, LOC115623163|XP_030373242.1|SLEB	LOC5571612|XP_001659801.1|AAEG
OG0000216	LOC115629299|XP_030381606.1|SLEB, LOC115629168|XP_030381400.1|SLEB	LOC5572435|XP_001660380.1|AAEG
OG0000217	LOC115628067|XP_030379893.1|SLEB	LOC5578303|XP_021705977.1|AAEG
OG0000217	LOC115632343|XP_030385309.1|SLEB, LOC115627930|XP_030379683.1|SLEB	LOC5566309|XP_001650696.2|AAEG
OG0000219	LOC115634032|XP_030387433.1|SLEB, LOC115624770|XP_030375503.1|SLEB, LOC115624369|XP_030374897.1|SLEB, LOC115625433|XP_030376339.1|SLEB	LOC5578831|XP_001657181.2|AAEG
OG0000220	LOC115622406|XP_030372198.1|SLEB, LOC115622913|XP_030372897.1|SLEB, LOC115622405|XP_030372196.1|SLEB	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG
OG0000221	LOC115632003|XP_030384795.1|SLEB, LOC115634142|XP_030387615.1|SLEB	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG
OG0000222	LOC115625449|XP_030376356.1|SLEB	LOC5565435|XP_021710162.1|AAEG
OG0000222	LOC115626033|XP_030377144.1|SLEB	LOC110674010|XP_021703463.1|AAEG
OG0000224	LOC115626757|XP_030378077.1|SLEB	LOC5569847|XP_001658750.1|AAEG, LOC110676855|XP_021701978.1|AAEG, LOC110676856|XP_021701979.1|AAEG, LOC110676854|XP_021701977.1|AAEG, LOC110676858|XP_021701981.1|AAEG, LOC5569856|XP_001658752.1|AAEG, LOC110676857|XP_021701980.1|AAEG
OG0000225	LOC115625417|XP_030376317.1|SLEB, LOC115625425|XP_030376324.1|SLEB, LOC115625419|XP_030376319.1|SLEB, LOC115625418|XP_030376318.1|SLEB	LOC110679653|XP_021710739.1|AAEG, LOC5563961|XP_021707799.1|AAEG
OG0000226	LOC115622367|XP_030372144.1|SLEB, LOC115623114|XP_030373183.1|SLEB, LOC115623113|XP_030373182.1|SLEB	LOC5567483|XP_001657485.1|AAEG
OG0000228	LOC115628655|XP_030380684.1|SLEB, LOC115623731|XP_030374101.1|SLEB, LOC115631739|XP_030384438.1|SLEB	LOC5579326|XP_021711938.1|AAEG
OG0000229	LOC115620323|XP_030369376.1|SLEB, LOC115621978|XP_030371689.1|SLEB	LOC5577392|XP_021693554.1|AAEG
OG0000229	LOC115624302|XP_030374784.1|SLEB	LOC5571171|XP_021711539.1|AAEG
OG0000230	LOC115620034|XP_030369003.1|SLEB, LOC115628487|XP_030380518.1|SLEB	LOC5566114|XP_021695433.1|AAEG, LOC5566144|XP_021695434.1|AAEG, LOC5566107|XP_001650475.2|AAEG, LOC5566115|XP_001650480.3|AAEG, LOC5564561|XP_021702655.1|AAEG
OG0000232	LOC115622840|XP_030372779.1|SLEB, LOC115633034|XP_030386277.1|SLEB, LOC115632955|XP_030386155.1|SLEB	LOC5571498|XP_001659748.2|AAEG
OG0000233	LOC115620298|XP_030369340.1|SLEB, LOC115621547|XP_030371075.1|SLEB, LOC115621471|XP_030370990.1|SLEB	LOC5569388|XP_021709263.1|AAEG
OG0000235	LOC115620737|XP_030369982.1|SLEB, LOC115628006|XP_030379828.1|SLEB, LOC115628076|XP_030379943.1|SLEB, LOC115620405|XP_030369484.1|SLEB	LOC110673981|XP_021704594.1|AAEG
OG0000236	LOC115631143|XP_030383673.1|SLEB, LOC115622109|XP_030371810.1|SLEB, LOC115626745|XP_030378056.1|SLEB	LOC5575032|XP_001661764.1|AAEG
OG0000237	LOC115620066|XP_030369068.1|SLEB	LOC5564231|XP_021698343.1|AAEG
OG0000237	LOC115629497|XP_030381834.1|SLEB	LOC5570942|XP_001653411.2|AAEG
OG0000238	LOC115631222|XP_030383788.1|SLEB, LOC115630687|XP_030383194.1|SLEB, LOC115630659|XP_030383160.1|SLEB	LOC5565000|XP_001649337.1|AAEG, LOC5564976|XP_021701381.1|AAEG
OG0000239	LOC115625266|XP_030376126.1|SLEB	LOC110673997|XP_021712085.1|AAEG, LOC5574400|XP_021706635.1|AAEG
OG0000240	LOC115623585|XP_030373845.1|SLEB, LOC115623904|XP_030374320.1|SLEB, LOC115623901|XP_030374315.1|SLEB	LOC5569646|XP_001658670.2|AAEG
OG0000241	LOC115624179|XP_030374634.1|SLEB	LOC23687671|XP_011493002.2|AAEG
OG0000246	LOC115629487|XP_030381821.1|SLEB	LOC5571918|XP_021708617.1|AAEG, LOC5577128|XP_001663217.2|AAEG, LOC5571917|XP_021708611.1|AAEG, LOC5571916|XP_021708608.1|AAEG, LOC5571915|XP_021708580.1|AAEG, LOC5571920|XP_021708618.1|AAEG
