Orthogroup	AAEG.longest_only	DALB.longest_only
OG0000087	LOC5565379|XP_001649705.1|AAEG, LOC5565357|XP_001649701.1|AAEG, LOC5565382|XP_001649702.1|AAEG, LOC5565390|XP_001649703.1|AAEG, LOC5565391|XP_001649704.1|AAEG, LOC5565356|XP_001649700.1|AAEG, LOC5565381|XP_001649699.1|AAEG, LOC5565397|XP_001649698.1|AAEG, LOC5565363|XP_001649697.1|AAEG	LOC117565926|XP_034101191.1|DALB
OG0000087	LOC5565393|XP_001649714.1|AAEG, LOC5565362|XP_001649713.1|AAEG	LOC117563519|XP_034097786.1|DALB, LOC117564649|XP_034099401.1|DALB
OG0000088	LOC5573732|XP_001654757.1|AAEG	LOC117568126|XP_034104421.1|DALB
OG0000089	LOC5577489|XP_001663407.1|AAEG	LOC117573667|XP_034112886.1|DALB
OG0000089	LOC5575826|XP_021694449.1|AAEG	LOC117573133|XP_034111958.1|DALB
OG0000089	LOC110676106|XP_021698339.1|AAEG, LOC5564238|XP_021698338.1|AAEG	LOC117570605|XP_034108240.1|DALB
OG0000090	LOC5570363|XP_001659077.2|AAEG, LOC5570364|XP_001659080.1|AAEG, LOC5570370|XP_021706827.1|AAEG	LOC117570152|XP_034107510.1|DALB, LOC117570045|XP_034107362.1|DALB, LOC117571453|XP_034109491.1|DALB, LOC117568592|XP_034105231.1|DALB, LOC117571773|XP_034110022.1|DALB
OG0000091	LOC5578943|XP_021693136.1|AAEG	LOC117575848|XP_034116149.1|DALB
OG0000091	LOC5579216|XP_021706364.1|AAEG	LOC117564850|XP_034099676.1|DALB, LOC117576271|XP_034116807.1|DALB, LOC117576270|XP_034116806.1|DALB
OG0000094	LOC5564844|XP_001649199.1|AAEG, LOC5564847|XP_001649198.1|AAEG, LOC5564843|XP_001649200.2|AAEG, LOC110675627|XP_021696812.1|AAEG, LOC23687714|XP_011493336.1|AAEG, LOC5568023|XP_001657845.3|AAEG, LOC23687647|XP_011493754.2|AAEG, LOC110681164|XP_021712629.1|AAEG, LOC5576885|XP_001662985.3|AAEG, LOC5564832|XP_021703017.1|AAEG	LOC117569967|XP_034107235.1|DALB, LOC117566609|XP_034102040.1|DALB, LOC117574461|XP_034114190.1|DALB, LOC117574464|XP_034114191.1|DALB, LOC117573441|XP_034112552.1|DALB
OG0000099	LOC5569661|XP_001652925.2|AAEG, LOC5569664|XP_001652928.1|AAEG, LOC5569665|XP_021705200.1|AAEG, LOC5569662|XP_001652926.3|AAEG, LOC5569663|XP_001652927.1|AAEG	LOC117577441|XP_034118229.1|DALB
OG0000101	LOC5567622|XP_021696506.1|AAEG	LOC117569034|XP_034105922.1|DALB, LOC117569035|XP_034105923.1|DALB, LOC117569031|XP_034105916.1|DALB
OG0000102	LOC5575366|XP_001661890.1|AAEG, LOC5575359|XP_001661891.2|AAEG, LOC5574118|XP_001661190.2|AAEG, LOC5566259|XP_001650639.2|AAEG, LOC5566258|XP_001650638.2|AAEG, LOC5578062|XP_021699381.1|AAEG, LOC5578064|XP_001663685.2|AAEG, LOC5578063|XP_001663686.2|AAEG	LOC117567444|XP_034103343.1|DALB
OG0000102	LOC5564622|XP_001648968.1|AAEG	LOC117567714|XP_034103765.1|DALB
OG0000103	LOC5571412|XP_001653663.2|AAEG, LOC5571411|XP_001653661.2|AAEG, LOC5571410|XP_001653662.2|AAEG, LOC5571934|XP_021704949.1|AAEG	LOC117571101|XP_034108974.1|DALB, LOC117572314|XP_034110936.1|DALB, LOC117572313|XP_034110935.1|DALB, LOC117567293|XP_034103057.1|DALB
OG0000104	LOC23687757|XP_021699122.1|AAEG, LOC23687967|XP_011493637.2|AAEG, LOC23687459|XP_011493699.2|AAEG, LOC23687728|XP_021699125.1|AAEG, LOC23687690|XP_011493079.2|AAEG	LOC117565234|XP_034100132.1|DALB, LOC117572065|XP_034110536.1|DALB
OG0000105	LOC5576020|XP_001662355.3|AAEG	LOC117564701|XP_034099470.1|DALB, LOC117563408|XP_034097631.1|DALB, LOC117576159|XP_034116625.1|DALB, LOC117576833|XP_034117801.1|DALB
OG0000108	LOC110677634|XP_021704128.1|AAEG	LOC117577267|XP_034118143.1|DALB
OG0000109	LOC5576150|XP_001662494.2|AAEG, LOC5575961|XP_001662317.1|AAEG, LOC5565685|XP_001650036.2|AAEG, LOC5576147|XP_001662495.2|AAEG	LOC117564878|XP_034099716.1|DALB
OG0000109	LOC5565636|XP_001649991.2|AAEG, LOC5576144|XP_001662496.1|AAEG	LOC117564341|XP_034098942.1|DALB, LOC117564337|XP_034098933.1|DALB
OG0000110	LOC5572629|XP_001654132.2|AAEG, LOC5572632|XP_021699089.1|AAEG, LOC5572634|XP_001654133.2|AAEG	LOC117571418|XP_034109449.1|DALB, LOC117572446|XP_034111168.1|DALB, LOC117571419|XP_034109450.1|DALB, LOC117571412|XP_034109441.1|DALB
OG0000111	LOC5575342|XP_001655720.2|AAEG, LOC5569397|XP_001658489.1|AAEG, LOC5575345|XP_001655723.2|AAEG, LOC5575344|XP_001655722.2|AAEG, LOC5575341|XP_001655719.1|AAEG, LOC5575343|XP_001655721.2|AAEG	LOC117568704|XP_034105408.1|DALB, LOC117570221|XP_034107611.1|DALB, LOC117568500|XP_034105083.1|DALB
OG0000112	LOC5571712|XP_001659851.2|AAEG, LOC5571830|XP_001659962.1|AAEG, LOC5571053|XP_001659492.2|AAEG, LOC5571838|XP_001659970.2|AAEG	LOC117565393|XP_034100371.1|DALB, LOC117571340|XP_034109338.1|DALB, LOC117571347|XP_034109350.1|DALB, LOC117567726|XP_034103783.1|DALB, LOC117567886|XP_034104052.1|DALB, LOC117564399|XP_034099017.1|DALB
OG0000113	LOC5565528|XP_001649912.2|AAEG, LOC5568844|XP_001652570.1|AAEG	LOC117573440|XP_034112551.1|DALB, LOC117573521|XP_034112646.1|DALB, LOC117564780|XP_034099573.1|DALB, LOC117568015|XP_034104233.1|DALB
OG0000117	LOC5578455|XP_001656976.1|AAEG, LOC110678441|XP_021707035.1|AAEG	LOC117565743|XP_034100882.1|DALB, LOC117565744|XP_034100883.1|DALB, LOC117565747|XP_034100885.1|DALB, LOC117565748|XP_034100886.1|DALB
OG0000118	LOC110679554|XP_021710177.1|AAEG, LOC5568656|XP_001652490.2|AAEG, LOC5568654|XP_001652488.1|AAEG, LOC5568651|XP_021705929.1|AAEG, LOC5579193|XP_001664290.2|AAEG, LOC5568652|XP_001652486.1|AAEG, LOC5568653|XP_001652487.1|AAEG	LOC117564579|XP_034099312.1|DALB, LOC117564581|XP_034099313.1|DALB, LOC117564803|XP_034099613.1|DALB, LOC117564802|XP_034099612.1|DALB, LOC117564804|XP_034099615.1|DALB, LOC117575968|XP_034116338.1|DALB
OG0000119	LOC5572143|XP_001660220.1|AAEG, LOC5572141|XP_001660218.1|AAEG, LOC5572138|XP_001660217.1|AAEG, LOC5579510|XP_001647804.2|AAEG, LOC5579505|XP_001647805.2|AAEG	LOC117573918|XP_034113322.1|DALB, LOC117575301|XP_034115342.1|DALB, LOC117574706|XP_034114510.1|DALB
OG0000120	LOC5565270|XP_021701744.1|AAEG	LOC117578153|XP_034119263.1|DALB
OG0000120	LOC5564301|XP_021698367.1|AAEG	LOC117567543|XP_034103482.1|DALB
OG0000121	LOC110674237|XP_021694140.1|AAEG, LOC5577582|XP_021694027.1|AAEG	LOC117576151|XP_034116610.1|DALB, LOC117573851|XP_034113211.1|DALB, LOC117573857|XP_034113221.1|DALB, LOC117576173|XP_034116649.1|DALB
OG0000122	LOC5567873|XP_001650953.1|AAEG	LOC117563285|XP_034097414.1|DALB, LOC117573903|XP_034113305.1|DALB, LOC117570141|XP_034107498.1|DALB, LOC117565066|XP_034099905.1|DALB
OG0000123	LOC5574082|XP_001661152.1|AAEG, LOC5579398|XP_001647702.2|AAEG	LOC117571190|XP_034109119.1|DALB, LOC117568483|XP_034105060.1|DALB, LOC117574507|XP_034114251.1|DALB
OG0000124	LOC5566280|XP_001650658.1|AAEG	LOC117571598|XP_034109705.1|DALB, LOC117571381|XP_034109386.1|DALB, LOC117568503|XP_034105088.1|DALB, LOC117568479|XP_034105057.1|DALB
OG0000125	LOC5568365|XP_021693932.1|AAEG	LOC117574624|XP_034114404.1|DALB
OG0000125	LOC5567037|XP_001651437.2|AAEG	LOC117573946|XP_034113364.1|DALB
OG0000125	LOC5568366|XP_001658020.2|AAEG	LOC117571229|XP_034109167.1|DALB, LOC117567335|XP_034103145.1|DALB
OG0000126	LOC5577393|XP_001656475.2|AAEG	LOC117563733|XP_034098105.1|DALB
OG0000127	LOC5570224|XP_021711742.1|AAEG, LOC110677785|XP_021704959.1|AAEG, LOC5570223|XP_001659002.1|AAEG, LOC5570221|XP_001659000.1|AAEG	LOC117574862|XP_034114769.1|DALB, LOC117575877|XP_034116206.1|DALB, LOC117575878|XP_034116207.1|DALB
OG0000128	LOC5563937|XP_021696237.1|AAEG, LOC5563935|XP_021696236.1|AAEG	LOC117571995|XP_034110397.1|DALB, LOC117571994|XP_034110395.1|DALB
OG0000129	LOC5570205|XP_001658987.1|AAEG	LOC117577997|XP_034118986.1|DALB, LOC117571227|XP_034109165.1|DALB, LOC117571277|XP_034109231.1|DALB, LOC117577996|XP_034118985.1|DALB
OG0000130	LOC110678700|XP_021707606.1|AAEG	LOC117569356|XP_034106380.1|DALB, LOC117572760|XP_034111736.1|DALB, LOC117569424|XP_034106474.1|DALB, LOC117569353|XP_034106376.1|DALB, LOC117569355|XP_034106379.1|DALB, LOC117569354|XP_034106378.1|DALB, LOC117569352|XP_034106375.1|DALB
OG0000132	LOC5576966|XP_001663061.2|AAEG, LOC5569401|XP_001658492.2|AAEG, LOC5572507|XP_001660449.1|AAEG	LOC117564930|XP_034099775.1|DALB, LOC117564210|XP_034098785.1|DALB, LOC117576685|XP_034117572.1|DALB
OG0000134	LOC5577061|XP_021701840.1|AAEG	LOC117574228|XP_034113828.1|DALB
OG0000134	LOC5565848|XP_021703610.1|AAEG	LOC117564459|XP_034099134.1|DALB
OG0000137	LOC5573872|XP_001654897.1|AAEG	LOC117568552|XP_034105163.1|DALB, LOC117573629|XP_034112821.1|DALB
OG0000137	LOC5572265|XP_001653950.2|AAEG, LOC5573418|XP_001654592.2|AAEG	LOC117566965|XP_034102511.1|DALB
OG0000140	LOC110676705|XP_021701292.1|AAEG, LOC5563805|XP_021701295.1|AAEG, LOC5563809|XP_011493204.2|AAEG, LOC5563806|XP_001648090.1|AAEG, LOC5577659|XP_001656657.2|AAEG, LOC5577657|XP_021694328.1|AAEG, LOC23687423|XP_021693822.1|AAEG, LOC5577660|XP_001656658.2|AAEG	LOC117576114|XP_034116562.1|DALB, LOC117570186|XP_034107560.1|DALB, LOC117572475|XP_034111213.1|DALB, LOC117568044|XP_034104281.1|DALB, LOC117568045|XP_034104282.1|DALB, LOC117568046|XP_034104283.1|DALB, LOC117572477|XP_034111218.1|DALB, LOC117572476|XP_034111215.1|DALB, LOC117567257|XP_034102998.1|DALB
OG0000141	LOC23687505|XP_011493093.2|AAEG	LOC117568469|XP_034105045.1|DALB, LOC117568470|XP_034105047.1|DALB, LOC117568472|XP_034105048.1|DALB, LOC117568504|XP_034105090.1|DALB, LOC117569109|XP_034106018.1|DALB
OG0000142	LOC5563980|XP_021706951.1|AAEG	LOC117573688|XP_034112934.1|DALB
OG0000142	LOC5575838|XP_021694433.1|AAEG	LOC117573203|XP_034112086.1|DALB
OG0000142	LOC5564067|XP_021704010.1|AAEG	LOC117577839|XP_034118671.1|DALB
OG0000143	LOC5569420|XP_001658512.3|AAEG	LOC117572619|XP_034111465.1|DALB
OG0000143	LOC5568698|XP_001652521.1|AAEG, LOC5579191|XP_001664288.1|AAEG, LOC5579192|XP_001664289.1|AAEG, LOC5571589|XP_001659796.1|AAEG, LOC110680238|XP_021711746.1|AAEG, LOC5571588|XP_001659797.2|AAEG	LOC117570901|XP_034108697.1|DALB
OG0000144	LOC110679012|XP_021708568.1|AAEG	LOC117574830|XP_034114694.1|DALB
OG0000144	LOC5567664|XP_021706076.1|AAEG	LOC117575624|XP_034115793.1|DALB
OG0000144	LOC5574025|XP_021702584.1|AAEG	LOC117564386|XP_034098997.1|DALB
OG0000145	LOC5573204|XP_001660745.2|AAEG, LOC5573132|XP_001660748.2|AAEG	LOC117573665|XP_034112888.1|DALB, LOC117565133|XP_034099995.1|DALB, LOC117564784|XP_034099582.1|DALB, LOC117563990|XP_034098470.1|DALB
OG0000147	LOC5569310|XP_001658443.1|AAEG	LOC117563867|XP_034098313.1|DALB
OG0000147	LOC5574623|XP_021713238.1|AAEG, LOC5574625|XP_001661541.1|AAEG, LOC5574626|XP_021713234.1|AAEG	LOC117573367|XP_034112387.1|DALB, LOC117573368|XP_034112388.1|DALB
OG0000148	LOC5570032|XP_021712427.1|AAEG, LOC5570033|XP_021707394.1|AAEG	LOC117563553|XP_034097824.1|DALB
OG0000148	LOC5566922|XP_021709641.1|AAEG, LOC5565775|XP_001650145.1|AAEG	LOC117563206|XP_034097284.1|DALB
OG0000149	LOC5563606|XP_021705225.1|AAEG	LOC117565727|XP_034100866.1|DALB, LOC117569224|XP_034106193.1|DALB
OG0000152	LOC5575678|XP_021701219.1|AAEG	LOC117576816|XP_034117777.1|DALB, LOC117576823|XP_034117786.1|DALB, LOC117576822|XP_034117785.1|DALB
OG0000153	LOC5567541|XP_001657536.2|AAEG, LOC5567544|XP_001657539.2|AAEG	LOC117575070|XP_034115052.1|DALB, LOC117574202|XP_034113798.1|DALB, LOC117574203|XP_034113799.1|DALB
OG0000154	LOC5577993|XP_021709039.1|AAEG, LOC5577992|XP_021709040.1|AAEG	LOC117574657|XP_034114452.1|DALB, LOC117576746|XP_034117670.1|DALB
OG0000155	LOC5567235|XP_001651665.2|AAEG, LOC5567234|XP_001651664.1|AAEG	LOC117572459|XP_034111186.1|DALB, LOC117571424|XP_034109454.1|DALB, LOC117571421|XP_034109452.1|DALB
OG0000157	LOC23687476|XP_011492940.1|AAEG, LOC5568677|XP_001658086.2|AAEG	LOC117569544|XP_034106643.1|DALB, LOC117569546|XP_034106645.1|DALB, LOC117569545|XP_034106644.1|DALB, LOC117569547|XP_034106646.1|DALB
OG0000158	LOC5567032|XP_001651430.1|AAEG, LOC110675195|XP_021695298.1|AAEG, LOC5571957|XP_001660058.1|AAEG, LOC5571954|XP_021697266.1|AAEG, LOC110679210|XP_021709030.1|AAEG	LOC117567617|XP_034103599.1|DALB, LOC117571685|XP_034109819.1|DALB, LOC117566851|XP_034102334.1|DALB
OG0000159	LOC5575859|XP_021707900.1|AAEG, LOC5575863|XP_021710525.1|AAEG	LOC117568681|XP_034105378.1|DALB
OG0000159	LOC5571884|XP_021709766.1|AAEG	LOC117568060|XP_034104305.1|DALB, LOC117570809|XP_034108556.1|DALB
OG0000160	LOC5570211|XP_021704584.1|AAEG, LOC5570209|XP_001658981.2|AAEG, LOC110677717|XP_021704583.1|AAEG, LOC5570213|XP_021704585.1|AAEG, LOC5570210|XP_001658979.2|AAEG, LOC5576801|XP_001662886.2|AAEG, LOC5571520|XP_001659766.2|AAEG, LOC5576800|XP_001662888.1|AAEG, LOC5576802|XP_021693815.1|AAEG	LOC117576732|XP_034117649.1|DALB, LOC117576738|XP_034117660.1|DALB
OG0000162	LOC5569868|XP_021703426.1|AAEG, LOC5569869|XP_021703428.1|AAEG	LOC117563513|XP_034097781.1|DALB, LOC117576994|XP_034118071.1|DALB, LOC117563600|XP_034097881.1|DALB
OG0000163	LOC5579047|XP_021708224.1|AAEG, LOC5569937|XP_001658835.2|AAEG, LOC5566631|XP_021705010.1|AAEG, LOC5579048|XP_021709081.1|AAEG, LOC5579049|XP_001657247.2|AAEG	LOC117563889|XP_034098341.1|DALB, LOC117574778|XP_034114619.1|DALB
OG0000164	LOC5574446|XP_001661463.1|AAEG	LOC117566501|XP_034101932.1|DALB, LOC117567993|XP_034104203.1|DALB, LOC117568002|XP_034104216.1|DALB, LOC117567987|XP_034104198.1|DALB, LOC117567989|XP_034104200.1|DALB, LOC117567988|XP_034104199.1|DALB, LOC117567992|XP_034104202.1|DALB, LOC117567990|XP_034104201.1|DALB, LOC117567995|XP_034104204.1|DALB, LOC117568003|XP_034104217.1|DALB, LOC117567998|XP_034104207.1|DALB, LOC117567997|XP_034104205.1|DALB, LOC117568000|XP_034104213.1|DALB, LOC117566500|XP_034101931.1|DALB, LOC117566499|XP_034101930.1|DALB, LOC117567983|XP_034104193.1|DALB, LOC117567982|XP_034104192.1|DALB, LOC117567985|XP_034104195.1|DALB, LOC117567986|XP_034104196.1|DALB, LOC117567980|XP_034104190.1|DALB, LOC117566502|XP_034101934.1|DALB, LOC117568004|XP_034104218.1|DALB, LOC117568005|XP_034104219.1|DALB, LOC117566503|XP_034101935.1|DALB, LOC117567981|XP_034104191.1|DALB, LOC117566441|XP_034101863.1|DALB, LOC117567586|XP_034103559.1|DALB, LOC117568001|XP_034104214.1|DALB, LOC117572392|XP_034111058.1|DALB, LOC117571365|XP_034109367.1|DALB
OG0000165	LOC5577042|XP_001663138.2|AAEG	LOC117578114|XP_034119188.1|DALB
OG0000166	LOC5576995|XP_001663097.2|AAEG	LOC117571588|XP_034109694.1|DALB
OG0000166	LOC110679657|XP_021710758.1|AAEG, LOC5576996|XP_001663099.2|AAEG, LOC5574162|XP_021698426.1|AAEG	LOC117569363|XP_034106385.1|DALB, LOC117569361|XP_034106384.1|DALB, LOC117568522|XP_034105115.1|DALB, LOC117567640|XP_034103637.1|DALB
OG0000169	LOC5569037|XP_001652677.1|AAEG, LOC5567023|XP_001651406.2|AAEG, LOC5567139|XP_001651544.1|AAEG, LOC5567129|XP_021696791.1|AAEG	LOC117574182|XP_034113766.1|DALB
OG0000170	LOC5568231|XP_001657924.1|AAEG, LOC5572621|XP_001660483.1|AAEG, LOC5572618|XP_001660484.1|AAEG, LOC5572619|XP_001660482.1|AAEG	LOC117565189|XP_034100082.1|DALB, LOC117565188|XP_034100081.1|DALB, LOC117565263|XP_034100177.1|DALB
OG0000171	LOC5567018|XP_001651408.2|AAEG	LOC117578387|XP_034119714.1|DALB
OG0000171	LOC5569979|XP_001658863.2|AAEG	LOC117564246|XP_034098831.1|DALB
OG0000171	LOC5569480|XP_021702656.1|AAEG	LOC117578239|XP_034119547.1|DALB
OG0000172	LOC5579310|XP_021695514.1|AAEG	LOC117569511|XP_034106589.1|DALB, LOC117571943|XP_034110327.1|DALB, LOC117571938|XP_034110319.1|DALB, LOC117565049|XP_034099884.1|DALB, LOC117567046|XP_034102648.1|DALB
OG0000173	LOC5569048|XP_001652693.2|AAEG, LOC5569049|XP_001652694.2|AAEG	LOC117571967|XP_034110359.1|DALB, LOC117571968|XP_034110360.1|DALB, LOC117566583|XP_034102016.1|DALB, LOC117571966|XP_034110358.1|DALB, LOC117571960|XP_034110351.1|DALB
OG0000174	LOC5567346|XP_001651756.3|AAEG, LOC5567345|XP_001651754.2|AAEG, LOC5567334|XP_001651755.1|AAEG	LOC117568649|XP_034105334.1|DALB, LOC117565114|XP_034099964.1|DALB, LOC117567018|XP_034102596.1|DALB
OG0000175	LOC5576664|XP_001656201.1|AAEG	LOC117573592|XP_034112778.1|DALB
OG0000175	LOC5568638|XP_021706832.1|AAEG, LOC5568650|XP_001652484.1|AAEG	LOC117576209|XP_034116701.1|DALB
OG0000177	LOC110680755|XP_021712235.1|AAEG, LOC5575296|XP_001655662.1|AAEG	LOC117577910|XP_034118799.1|DALB
OG0000177	LOC5567075|XP_021712916.1|AAEG	LOC117573574|XP_034112753.1|DALB
OG0000179	LOC5578663|XP_021710856.1|AAEG, LOC5578667|XP_021705242.1|AAEG, LOC5578665|XP_021705991.1|AAEG	LOC117566864|XP_034102353.1|DALB, LOC117569415|XP_034106444.1|DALB
OG0000179	LOC5578675|XP_021711080.1|AAEG	LOC117563225|XP_034097312.1|DALB
OG0000181	LOC5566933|XP_001651347.1|AAEG, LOC5573618|XP_001660940.2|AAEG, LOC5569414|XP_001658506.1|AAEG	LOC117573610|XP_034112799.1|DALB
OG0000182	LOC23687553|XP_011493157.1|AAEG	LOC117575402|XP_034115472.1|DALB
OG0000182	LOC5569767|XP_001652982.2|AAEG	LOC117575407|XP_034115477.1|DALB, LOC117575401|XP_034115471.1|DALB, LOC117575400|XP_034115470.1|DALB
OG0000183	LOC5573015|XP_001654343.1|AAEG	LOC117577878|XP_034118728.1|DALB, LOC117568497|XP_034105078.1|DALB, LOC117577456|XP_034118237.1|DALB, LOC117568151|XP_034104454.1|DALB
OG0000184	LOC5570825|XP_001653329.2|AAEG, LOC5570824|XP_001653330.2|AAEG, LOC5570826|XP_001653328.2|AAEG, LOC5570823|XP_001653331.1|AAEG, LOC5578096|XP_001656792.2|AAEG	LOC117565003|XP_034099839.1|DALB, LOC117565569|XP_034100636.1|DALB, LOC117565568|XP_034100635.1|DALB, LOC117564674|XP_034099432.1|DALB, LOC117565570|XP_034100637.1|DALB
OG0000185	LOC5566170|XP_001650529.1|AAEG, LOC5567130|XP_001651555.1|AAEG, LOC110679323|XP_021709385.1|AAEG	LOC117575601|XP_034115761.1|DALB
OG0000186	LOC5571177|XP_001653481.2|AAEG	LOC117572307|XP_034110932.1|DALB, LOC117572317|XP_034110944.1|DALB
OG0000188	LOC5564915|XP_021694344.1|AAEG, LOC5571992|XP_021699059.1|AAEG	LOC117576248|XP_034116762.1|DALB, LOC117565843|XP_034101051.1|DALB, LOC117577871|XP_034118719.1|DALB
OG0000189	LOC5568245|XP_021701569.1|AAEG, LOC5573531|XP_021702949.1|AAEG	LOC117565678|XP_034100803.1|DALB
OG0000189	LOC5570204|XP_001658986.1|AAEG	LOC117578009|XP_034118997.1|DALB
OG0000190	LOC5571981|XP_021711697.1|AAEG	LOC117572191|XP_034110739.1|DALB
OG0000191	LOC5569575|XP_021699738.1|AAEG	LOC117571552|XP_034109646.1|DALB, LOC117566650|XP_034102083.1|DALB, LOC117566651|XP_034102085.1|DALB, LOC117566648|XP_034102082.1|DALB, LOC117571355|XP_034109355.1|DALB, LOC117572732|XP_034111693.1|DALB, LOC117570093|XP_034107431.1|DALB, LOC117574366|XP_034114091.1|DALB
OG0000192	LOC110679464|XP_021709804.1|AAEG, LOC110678612|XP_021707415.1|AAEG	LOC117576861|XP_034117854.1|DALB, LOC117575019|XP_034114989.1|DALB, LOC117566535|XP_034101967.1|DALB, LOC117566534|XP_034101965.1|DALB
OG0000193	LOC5565459|XP_001649763.2|AAEG, LOC5565432|XP_021710569.1|AAEG, LOC5565455|XP_021710563.1|AAEG	LOC117563405|XP_034097630.1|DALB, LOC117568210|XP_034104572.1|DALB
OG0000196	LOC5575664|XP_021703961.1|AAEG	LOC117565290|XP_034100210.1|DALB, LOC117565289|XP_034100209.1|DALB
OG0000196	LOC5575663|XP_021703962.1|AAEG	LOC117563956|XP_034098420.1|DALB
OG0000197	LOC5563985|XP_021710647.1|AAEG	LOC117578021|XP_034119016.1|DALB
OG0000197	LOC5563957|XP_021710648.1|AAEG	LOC117578047|XP_034119061.1|DALB
OG0000197	LOC5563981|XP_001648302.1|AAEG	LOC117577991|XP_034118982.1|DALB
OG0000200	LOC5575967|XP_001662326.1|AAEG	LOC117575860|XP_034116171.1|DALB, LOC117574037|XP_034113527.1|DALB
OG0000201	LOC5566918|XP_021711709.1|AAEG, LOC5572218|XP_001660285.1|AAEG, LOC5564804|XP_021698248.1|AAEG, LOC5578282|XP_001663811.2|AAEG, LOC5565401|XP_001649748.1|AAEG, LOC5567865|XP_001651887.1|AAEG, LOC5564500|XP_001648843.2|AAEG, LOC5564501|XP_001648844.1|AAEG	LOC117575566|XP_034115719.1|DALB, LOC117575567|XP_034115720.1|DALB, LOC117575563|XP_034115715.1|DALB, LOC117575564|XP_034115717.1|DALB, LOC117573568|XP_034112746.1|DALB, LOC117576042|XP_034116458.1|DALB
OG0000202	LOC5570233|XP_001659012.2|AAEG	LOC117573335|XP_034112335.1|DALB
OG0000203	LOC5574223|XP_021704325.1|AAEG	LOC117566696|XP_034102133.1|DALB, LOC117566694|XP_034102132.1|DALB, LOC117567829|XP_034103964.1|DALB, LOC117567827|XP_034103961.1|DALB, LOC117567828|XP_034103963.1|DALB
OG0000205	LOC5569125|XP_001652725.2|AAEG, LOC5568060|XP_001651997.1|AAEG, LOC110680887|XP_021712370.1|AAEG, LOC5567680|XP_001657619.2|AAEG, LOC5566755|XP_001651166.1|AAEG, LOC5566757|XP_001651167.1|AAEG, LOC110680889|XP_021712372.1|AAEG, LOC5568061|XP_001651998.1|AAEG	LOC117573755|XP_034113030.1|DALB, LOC117576715|XP_034117625.1|DALB
OG0000206	LOC110678735|XP_021707698.1|AAEG	LOC117571486|XP_034109543.1|DALB
OG0000206	LOC110678958|XP_021708376.1|AAEG	LOC117568661|XP_034105354.1|DALB
OG0000207	LOC5564116|XP_001648456.1|AAEG, LOC5564124|XP_001648454.1|AAEG, LOC5564118|XP_001648457.1|AAEG	LOC117570017|XP_034107324.1|DALB
OG0000210	LOC5564091|XP_021694803.1|AAEG	LOC117568543|XP_034105151.1|DALB, LOC117576753|XP_034117677.1|DALB, LOC117566449|XP_034101870.1|DALB, LOC117566448|XP_034101869.1|DALB, LOC117566450|XP_034101872.1|DALB, LOC117570715|XP_034108416.1|DALB, LOC117566606|XP_034102038.1|DALB, LOC117576394|XP_034116999.1|DALB, LOC117576946|XP_034117994.1|DALB, LOC117576953|XP_034118007.1|DALB, LOC117576954|XP_034118008.1|DALB, LOC117576393|XP_034116997.1|DALB, LOC117576392|XP_034116996.1|DALB, LOC117563812|XP_034098233.1|DALB, LOC117578045|XP_034119055.1|DALB
OG0000211	LOC5568897|XP_021693434.1|AAEG	LOC117575508|XP_034115645.1|DALB
OG0000211	LOC5577524|XP_021711176.1|AAEG	LOC117575517|XP_034115656.1|DALB, LOC117575507|XP_034115642.1|DALB
OG0000212	LOC5570819|XP_021702192.1|AAEG	LOC117564751|XP_034099532.1|DALB, LOC117565894|XP_034101127.1|DALB
OG0000213	LOC5563599|XP_001647919.1|AAEG, LOC5563561|XP_001647920.1|AAEG, LOC5563596|XP_021707133.1|AAEG, LOC5563598|XP_001647917.2|AAEG, LOC5563605|XP_021708906.1|AAEG	LOC117569468|XP_034106527.1|DALB, LOC117571215|XP_034109154.1|DALB
OG0000214	LOC5571932|XP_021706883.1|AAEG	LOC117570634|XP_034108297.1|DALB, LOC117567932|XP_034104111.1|DALB, LOC117574554|XP_034114317.1|DALB, LOC117563668|XP_034097982.1|DALB
OG0000215	LOC5571612|XP_001659801.1|AAEG	LOC117571523|XP_034109590.1|DALB, LOC117570892|XP_034108685.1|DALB, LOC117567071|XP_034102704.1|DALB
OG0000216	LOC5572435|XP_001660380.1|AAEG	LOC117564424|XP_034099053.1|DALB
OG0000217	LOC5578303|XP_021705977.1|AAEG	LOC117569293|XP_034106295.1|DALB
OG0000217	LOC5566309|XP_001650696.2|AAEG	LOC117565530|XP_034100565.1|DALB, LOC117569284|XP_034106285.1|DALB
OG0000219	LOC5578831|XP_001657181.2|AAEG	LOC117572696|XP_034111639.1|DALB, LOC117572697|XP_034111642.1|DALB, LOC117572694|XP_034111636.1|DALB
OG0000220	LOC5564263|XP_001648597.1|AAEG, LOC5578071|XP_001663692.2|AAEG	LOC117571936|XP_034110318.1|DALB, LOC117568869|XP_034105649.1|DALB, LOC117569234|XP_034106199.1|DALB
OG0000221	LOC5574634|XP_021699881.1|AAEG, LOC5563585|XP_001647853.1|AAEG	LOC117566825|XP_034102280.1|DALB, LOC117566823|XP_034102277.1|DALB
OG0000222	LOC5565435|XP_021710162.1|AAEG	LOC117565010|XP_034099845.1|DALB
